"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"Frekwencja";"Procent głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Procent głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOMITET WYBORCZY NORMALNY KRAJ";"KOMITET WYBORCZY POLEXIT";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"KOMITET WYBORCZY WYBORCÓW GŁOS SILNEJ POLSKI"
160702;"gm. Kamiennik";"nyski";"opolskie";12;5;5;"30,93";"0,25";"100,00";"0,00";"0,00";"99,75";"19,85";"4,02";"2,89";"15,33";;"0,38";;"56,91";;"0,63";
160703;"gm. Korfantów";"nyski";"opolskie";12;17;17;"29,11";"1,13";"65,22";"34,78";"0,00";"98,87";"25,51";"2,63";"6,14";"12,04";;"0,40";;"52,20";;"1,09";
160704;"gm. Łambinowice";"nyski";"opolskie";12;11;11;"30,65";"0,76";"69,23";"30,77";"0,00";"99,24";"30,24";"5,09";"4,85";"17,69";;"0,47";;"40,53";;"1,12";
160705;"gm. Nysa";"nyski";"opolskie";12;41;41;"37,85";"0,51";"57,14";"42,86";"0,00";"99,49";"39,03";"7,31";"5,17";"9,78";;"0,22";;"37,68";;"0,81";
160706;"gm. Otmuchów";"nyski";"opolskie";12;15;15;"33,89";"0,80";"78,57";"21,43";"0,00";"99,20";"27,92";"5,28";"4,59";"11,64";;"0,26";;"49,51";;"0,80";
160707;"gm. Paczków";"nyski";"opolskie";12;17;17;"33,76";"1,26";"47,50";"52,50";"0,00";"98,74";"32,39";"4,95";"4,50";"11,85";;"0,16";;"45,54";;"0,61";
160708;"gm. Pakosławice";"nyski";"opolskie";12;6;6;"35,76";"0,51";"40,00";"60,00";"0,00";"99,49";"29,11";"3,68";"3,27";"10,83";;"0,20";;"51,58";;"1,33";
160709;"gm. Skoroszyce";"nyski";"opolskie";12;8;8;"29,68";"0,91";"61,54";"38,46";"0,00";"99,09";"24,65";"3,67";"4,24";"14,41";;"0,07";;"52,26";;"0,71";
160801;"gm. Dobrodzień";"oleski";"opolskie";12;8;8;"24,64";"0,49";"55,56";"44,44";"0,00";"99,51";"48,40";"2,39";"5,59";"16,19";;"0,60";;"25,31";;"1,52";
160802;"gm. Gorzów Śląski";"oleski";"opolskie";12;9;9;"25,68";"1,05";"46,67";"53,33";"0,00";"98,95";"42,11";"2,55";"4,18";"14,72";;"0,14";;"35,03";;"1,27";
160803;"gm. Olesno";"oleski";"opolskie";12;24;24;"31,02";"0,42";"77,78";"22,22";"0,00";"99,58";"49,46";"5,16";"5,11";"13,59";;"0,21";;"25,41";;"1,06";
160804;"gm. Praszka";"oleski";"opolskie";12;15;15;"38,55";"0,60";"66,67";"33,33";"0,00";"99,40";"35,89";"6,55";"6,20";"10,29";;"0,13";;"39,86";;"1,09";
160805;"gm. Radłów";"oleski";"opolskie";12;3;3;"19,81";"0,46";"33,33";"66,67";"0,00";"99,54";"44,38";"3,08";"3,70";"16,18";;"0,00";;"30,35";;"2,31";
160806;"gm. Rudniki";"oleski";"opolskie";12;5;5;"31,89";"1,09";"59,09";"40,91";"0,00";"98,91";"31,79";"4,02";"4,42";"12,86";;"0,30";;"44,85";;"1,76";
160807;"gm. Zębowice";"oleski";"opolskie";12;4;4;"20,67";"1,06";"66,67";"33,33";"0,00";"98,94";"47,59";"1,43";"3,39";"19,61";;"0,89";;"25,13";;"1,96";
160901;"gm. Chrząstowice";"opolski";"opolskie";12;6;6;"31,80";"0,45";"62,50";"37,50";"0,00";"99,55";"56,88";"6,26";"5,76";"9,82";;"0,17";;"20,03";;"1,07";
160902;"gm. Dąbrowa";"opolski";"opolskie";12;11;11;"35,97";"0,85";"55,00";"45,00";"0,00";"99,15";"47,74";"4,82";"7,83";"11,31";;"0,22";;"26,67";;"1,42";
160903;"gm. Dobrzeń Wielki";"opolski";"opolskie";12;6;6;"32,41";"0,71";"58,82";"41,18";"0,00";"99,29";"58,34";"4,88";"5,30";"13,28";;"0,17";;"16,98";;"1,05";
160904;"gm. Komprachcice";"opolski";"opolskie";12;7;7;"31,16";"0,76";"64,71";"35,29";"0,00";"99,24";"53,42";"6,30";"5,30";"12,69";;"0,27";;"20,53";;"1,50";
160905;"gm. Łubniany";"opolski";"opolskie";12;9;9;"33,10";"0,92";"70,83";"29,17";"0,00";"99,08";"59,20";"5,52";"6,15";"11,79";;"0,23";;"15,91";;"1,21";
160906;"gm. Murów";"opolski";"opolskie";12;8;8;"25,39";"0,85";"55,56";"44,44";"0,00";"99,15";"53,54";"5,56";"5,56";"10,82";;"0,19";;"23,37";;"0,96";
160907;"gm. Niemodlin";"opolski";"opolskie";12;15;15;"33,69";"0,82";"59,26";"40,74";"0,00";"99,18";"33,61";"4,84";"5,21";"15,62";;"0,55";;"39,12";;"1,07";
160908;"gm. Ozimek";"opolski";"opolskie";12;17;17;"27,90";"0,66";"62,96";"37,04";"0,00";"99,34";"52,08";"4,36";"5,79";"10,62";;"0,29";;"25,75";;"1,10";
160909;"gm. Popielów";"opolski";"opolskie";12;12;12;"28,64";"0,90";"81,25";"18,75";"0,00";"99,10";"49,60";"4,19";"5,55";"11,10";;"0,28";;"27,86";;"1,42";
160910;"gm. Prószków";"opolski";"opolskie";12;15;15;"29,98";"0,90";"68,42";"31,58";"0,00";"99,10";"51,57";"4,52";"5,04";"14,80";;"0,76";;"21,98";;"1,33";
160911;"gm. Tarnów Opolski";"opolski";"opolskie";12;10;10;"30,10";"0,99";"77,27";"22,73";"0,00";"99,01";"49,66";"7,01";"5,23";"12,61";;"0,32";;"24,31";;"0,86";
160912;"gm. Tułowice";"opolski";"opolskie";12;6;6;"38,66";"0,65";"70,00";"30,00";"0,00";"99,35";"35,02";"4,28";"11,72";"11,65";;"0,39";;"36,27";;"0,66";
160913;"gm. Turawa";"opolski";"opolskie";12;13;13;"31,38";"0,40";"50,00";"50,00";"0,00";"99,60";"56,08";"6,10";"5,74";"10,68";;"0,04";;"20,51";;"0,84";
161001;"gm. Biała";"prudnicki";"opolskie";12;19;19;"23,73";"0,88";"76,47";"23,53";"0,00";"99,12";"45,20";"3,09";"4,35";"16,31";;"0,47";;"29,63";;"0,94";
161002;"gm. Głogówek";"prudnicki";"opolskie";12;20;20;"26,09";"1,04";"51,85";"48,15";"0,00";"98,96";"43,67";"2,60";"3,30";"15,11";;"0,16";;"34,27";;"0,89";
161003;"gm. Lubrza";"prudnicki";"opolskie";12;9;9;"33,64";"1,17";"61,54";"38,46";"0,00";"98,83";"32,72";"3,66";"6,86";"16,18";;"0,09";;"39,67";;"0,82";
161004;"gm. Prudnik";"prudnicki";"opolskie";12;27;27;"34,61";"0,56";"57,89";"42,11";"0,00";"99,44";"35,51";"5,54";"3,65";"12,08";;"0,32";;"41,63";;"1,27";
161101;"gm. Izbicko";"strzelecki";"opolskie";12;9;9;"27,68";"0,95";"54,55";"45,45";"0,00";"99,05";"54,28";"4,81";"4,72";"14,42";;"0,44";;"19,84";;"1,49";
161102;"gm. Jemielnica";"strzelecki";"opolskie";12;9;9;"23,65";"0,79";"36,36";"63,64";"0,00";"99,21";"44,25";"3,13";"6,77";"16,45";;"0,58";;"27,15";;"1,67";
161103;"gm. Kolonowskie";"strzelecki";"opolskie";12;6;6;"23,87";"1,10";"66,67";"33,33";"0,00";"98,90";"52,40";"3,33";"6,01";"10,35";;"0,28";;"25,97";;"1,66";
161104;"gm. Leśnica";"strzelecki";"opolskie";12;10;10;"27,78";"0,80";"69,23";"30,77";"0,00";"99,20";"46,89";"3,35";"4,97";"12,73";;"0,43";;"29,69";;"1,93";
161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";12;33;33;"30,75";"0,97";"66,20";"33,80";"0,00";"99,03";"51,97";"6,25";"5,24";"10,67";;"0,40";;"24,05";;"1,43";
161106;"gm. Ujazd";"strzelecki";"opolskie";12;9;9;"28,11";"1,02";"78,57";"21,43";"0,00";"98,98";"41,45";"4,48";"6,02";"14,45";;"0,59";;"31,84";;"1,17";
161107;"gm. Zawadzkie";"strzelecki";"opolskie";12;5;5;"28,13";"0,67";"37,50";"62,50";"0,00";"99,33";"37,06";"3,64";"4,44";"14,59";;"0,21";;"38,03";;"2,03";
180103;"gm. Czarna";"bieszczadzki";"podkarpackie";9;5;5;"34,47";"0,91";"66,67";"33,33";"0,00";"99,09";"21,63";"3,22";"5,06";"20,71";;"0,31";;"48,62";;"0,46";
180105;"gm. Lutowiska";"bieszczadzki";"podkarpackie";9;4;4;"38,28";"0,00";;;;"100,00";"36,21";"5,52";"3,54";"18,25";;"0,00";;"35,22";;"1,27";
180108;"gm. Ustrzyki Dolne";"bieszczadzki";"podkarpackie";9;28;28;"34,14";"0,61";"75,00";"25,00";"0,00";"99,39";"34,52";"2,91";"4,11";"15,49";;"0,07";;"42,45";;"0,46";
180201;"gm. Brzozów";"brzozowski";"podkarpackie";9;17;17;"34,22";"0,45";"50,00";"50,00";"0,00";"99,55";"18,72";"0,99";"2,99";"14,34";;"0,21";;"61,95";;"0,79";
180202;"gm. Domaradz";"brzozowski";"podkarpackie";9;6;6;"33,31";"1,15";"61,11";"38,89";"0,00";"98,85";"10,06";"1,23";"2,45";"19,60";;"0,06";;"65,70";;"0,90";
180203;"gm. Dydnia";"brzozowski";"podkarpackie";9;12;12;"31,56";"0,56";"54,55";"45,45";"0,00";"99,44";"10,77";"1,42";"3,25";"17,62";;"0,20";;"65,82";;"0,91";
180204;"gm. Haczów";"brzozowski";"podkarpackie";9;8;8;"37,20";"0,79";"66,67";"33,33";"0,00";"99,21";"17,32";"1,06";"2,65";"15,62";;"0,19";;"62,14";;"1,02";
180205;"gm. Jasienica Rosielna";"brzozowski";"podkarpackie";9;5;5;"41,75";"0,52";"53,85";"46,15";"0,00";"99,48";"10,22";"0,64";"2,31";"13,33";;"0,24";;"72,67";;"0,60";
180206;"gm. Nozdrzec";"brzozowski";"podkarpackie";9;11;11;"32,36";"0,79";"75,00";"25,00";"0,00";"99,21";"14,08";"1,19";"4,93";"14,28";;"0,25";;"63,98";;"1,29";
180301;"m. Dębica";"dębicki";"podkarpackie";9;24;24;"42,97";"0,47";"60,00";"40,00";"0,00";"99,53";"30,67";"2,47";"5,58";"13,63";;"0,24";;"46,37";;"1,03";
180302;"gm. Brzostek";"dębicki";"podkarpackie";9;20;20;"36,91";"1,07";"60,00";"40,00";"0,00";"98,93";"8,69";"0,87";"5,12";"13,24";;"0,19";;"70,95";;"0,95";
180303;"gm. Czarna";"dębicki";"podkarpackie";9;15;15;"37,62";"0,78";"50,00";"50,00";"0,00";"99,22";"11,55";"1,54";"11,52";"15,34";;"0,18";;"58,68";;"1,18";
180304;"gm. Dębica";"dębicki";"podkarpackie";9;22;22;"36,33";"0,85";"61,29";"38,71";"0,00";"99,15";"18,60";"1,21";"6,33";"15,78";;"0,25";;"56,84";;"1,00";
180305;"gm. Jodłowa";"dębicki";"podkarpackie";9;6;6;"28,75";"1,25";"46,67";"53,33";"0,00";"98,75";"7,41";"0,84";"6,73";"16,33";;"0,25";;"67,76";;"0,67";
180306;"gm. Pilzno";"dębicki";"podkarpackie";9;17;17;"38,70";"0,93";"50,00";"50,00";"0,00";"99,07";"9,07";"0,92";"7,57";"14,76";;"0,31";;"66,47";;"0,89";
180307;"gm. Żyraków";"dębicki";"podkarpackie";9;14;14;"38,87";"0,63";"67,86";"32,14";"0,00";"99,37";"10,94";"1,16";"11,46";"17,92";;"0,27";;"57,36";;"0,88";
180401;"m. Jarosław";"jarosławski";"podkarpackie";9;23;23;"39,18";"0,62";"54,29";"45,71";"0,00";"99,38";"33,04";"1,85";"3,93";"13,45";;"0,20";;"45,52";;"2,01";
180402;"m. Radymno";"jarosławski";"podkarpackie";9;3;3;"37,54";"0,52";"37,50";"62,50";"0,00";"99,48";"19,99";"2,17";"4,21";"13,87";;"0,33";;"57,73";;"1,71";
180403;"gm. Chłopice";"jarosławski";"podkarpackie";9;7;7;"32,02";"1,37";"52,63";"47,37";"0,00";"98,63";"9,50";"1,32";"4,24";"17,11";;"0,58";;"66,15";;"1,10";
180404;"gm. Jarosław";"jarosławski";"podkarpackie";9;12;12;"34,45";"0,51";"38,89";"61,11";"0,00";"99,49";"17,21";"1,33";"4,06";"15,71";;"0,14";;"58,03";;"3,52";
180405;"gm. Laszki";"jarosławski";"podkarpackie";9;12;12;"33,48";"1,35";"50,00";"50,00";"0,00";"98,65";"8,77";"3,08";"4,73";"17,54";;"0,46";;"62,87";;"2,56";
180406;"gm. Pawłosiów";"jarosławski";"podkarpackie";9;10;10;"40,39";"0,41";"54,55";"45,45";"0,00";"99,59";"20,52";"1,16";"3,92";"19,51";;"0,00";;"52,54";;"2,35";
180407;"gm. Pruchnik";"jarosławski";"podkarpackie";9;11;11;"37,26";"0,71";"65,00";"35,00";"0,00";"99,29";"7,15";"0,86";"3,32";"16,51";;"0,32";;"70,84";;"1,00";
180408;"gm. Radymno";"jarosławski";"podkarpackie";9;14;14;"32,90";"1,35";"53,85";"46,15";"0,00";"98,65";"10,00";"0,92";"3,45";"20,45";;"0,42";;"63,64";;"1,13";
180409;"gm. Rokietnica";"jarosławski";"podkarpackie";9;5;5;"32,68";"0,82";"66,67";"33,33";"0,00";"99,18";"8,56";"1,47";"4,14";"19,89";;"0,28";;"63,26";;"2,39";
180410;"gm. Roźwienica";"jarosławski";"podkarpackie";9;12;12;"35,41";"0,63";"63,64";"36,36";"0,00";"99,37";"11,26";"2,14";"5,31";"16,97";;"0,23";;"63,34";;"0,75";
180411;"gm. Wiązownica";"jarosławski";"podkarpackie";9;11;11;"37,21";"0,60";"52,38";"47,62";"0,00";"99,40";"12,40";"0,78";"3,30";"15,67";;"0,12";;"66,75";;"0,98";
180501;"m. Jasło";"jasielski";"podkarpackie";9;28;28;"41,08";"0,43";"60,42";"39,58";"0,00";"99,57";"36,46";"2,12";"2,42";"11,17";;"0,26";;"46,66";;"0,91";
180502;"gm. Brzyska";"jasielski";"podkarpackie";9;9;9;"35,64";"1,15";"52,38";"47,62";"0,00";"98,85";"9,10";"0,94";"1,77";"11,42";;"0,06";;"76,34";;"0,39";
180503;"gm. Dębowiec";"jasielski";"podkarpackie";9;11;11;"40,13";"1,00";"60,71";"39,29";"0,00";"99,00";"12,42";"0,83";"2,14";"11,73";;"0,22";;"71,64";;"1,01";
180504;"gm. Jasło";"jasielski";"podkarpackie";9;22;22;"39,52";"0,74";"68,42";"31,58";"0,00";"99,26";"18,54";"0,94";"2,22";"15,23";;"0,18";;"61,94";;"0,96";
180505;"gm. Kołaczyce";"jasielski";"podkarpackie";9;8;8;"37,23";"0,69";"66,67";"33,33";"0,00";"99,31";"10,36";"5,72";"2,92";"11,55";;"0,23";;"68,70";;"0,54";
180506;"gm. Krempna";"jasielski";"podkarpackie";9;5;5;"31,43";"1,75";"62,50";"37,50";"0,00";"98,25";"19,33";"3,33";"5,11";"12,44";;"0,22";;"58,89";;"0,67";
180507;"gm. Nowy Żmigród";"jasielski";"podkarpackie";9;14;14;"38,02";"0,59";"56,25";"43,75";"0,00";"99,41";"11,24";"0,78";"3,76";"13,96";;"0,22";;"68,99";;"1,04";
180508;"gm. Osiek Jasielski";"jasielski";"podkarpackie";9;8;8;"36,84";"0,58";"33,33";"66,67";"0,00";"99,42";"9,10";"0,45";"2,14";"13,26";;"0,58";;"73,42";;"1,04";
180509;"gm. Skołyszyn";"jasielski";"podkarpackie";9;12;12;"35,70";"0,63";"68,18";"31,82";"0,00";"99,37";"16,63";"1,72";"3,88";"16,86";;"0,17";;"59,88";;"0,86";
180511;"gm. Tarnowiec";"jasielski";"podkarpackie";9;10;10;"35,24";"0,85";"59,09";"40,91";"0,00";"99,15";"17,93";"1,37";"2,27";"14,61";;"0,27";;"62,89";;"0,66";
180601;"gm. Cmolas";"kolbuszowski";"podkarpackie";9;9;9;"37,12";"0,55";"61,54";"38,46";"0,00";"99,45";"7,41";"0,97";"3,35";"24,06";;"0,21";;"63,32";;"0,68";
180602;"gm. Kolbuszowa";"kolbuszowski";"podkarpackie";9;24;24;"38,17";"0,45";"64,71";"35,29";"0,00";"99,55";"17,11";"1,72";"3,84";"32,78";;"0,19";;"43,77";;"0,60";
180603;"gm. Majdan Królewski";"kolbuszowski";"podkarpackie";9;8;8;"33,76";"0,73";"73,68";"26,32";"0,00";"99,27";"8,32";"1,12";"4,04";"18,61";;"0,15";;"67,06";;"0,69";
180604;"gm. Niwiska";"kolbuszowski";"podkarpackie";9;9;9;"43,55";"2,13";"51,11";"48,89";"0,00";"97,87";"8,14";"1,07";"5,52";"25,19";;"0,29";;"58,96";;"0,82";
180605;"gm. Raniżów";"kolbuszowski";"podkarpackie";9;9;9;"36,79";"0,93";"73,68";"26,32";"0,00";"99,07";"8,20";"1,14";"4,20";"22,28";;"0,05";;"63,29";;"0,84";
180606;"gm. Dzikowiec";"kolbuszowski";"podkarpackie";9;7;7;"31,63";"0,74";"50,00";"50,00";"0,00";"99,26";"6,32";"1,00";"5,69";"23,58";;"0,38";;"62,54";;"0,50";
180701;"gm. Chorkówka";"krośnieński";"podkarpackie";9;14;14;"33,79";"0,66";"50,00";"50,00";"0,00";"99,34";"18,96";"1,53";"2,98";"14,98";;"0,19";;"60,22";;"1,14";
180702;"gm. Dukla";"krośnieński";"podkarpackie";9;15;15;"32,73";"0,54";"50,00";"50,00";"0,00";"99,46";"22,56";"1,98";"3,67";"15,12";;"0,35";;"55,61";;"0,71";
180703;"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";9;8;8;"40,75";"0,56";"75,00";"25,00";"0,00";"99,44";"22,09";"1,52";"3,47";"13,66";;"0,17";;"57,48";;"1,61";
180704;"gm. Jedlicze";"krośnieński";"podkarpackie";9;18;18;"34,50";"0,68";"57,14";"42,86";"0,00";"99,32";"23,70";"2,23";"4,18";"14,75";;"0,27";;"53,75";;"1,12";
180705;"gm. Korczyna";"krośnieński";"podkarpackie";9;10;10;"36,64";"0,77";"60,00";"40,00";"0,00";"99,23";"21,71";"1,87";"2,84";"15,84";;"0,19";;"56,42";;"1,12";
180706;"gm. Krościenko Wyżne";"krośnieński";"podkarpackie";9;4;4;"38,32";"0,36";"66,67";"33,33";"0,00";"99,64";"23,35";"1,44";"2,59";"14,98";;"0,18";;"56,98";;"0,48";
180707;"gm. Miejsce Piastowe";"krośnieński";"podkarpackie";9;9;9;"37,66";"0,54";"50,00";"50,00";"0,00";"99,46";"24,83";"1,31";"3,53";"15,26";;"0,42";;"53,39";;"1,26";
180708;"gm. Rymanów";"krośnieński";"podkarpackie";9;17;17;"40,32";"0,58";"46,67";"53,33";"0,00";"99,42";"22,08";"1,30";"3,16";"14,25";;"0,19";;"57,65";;"1,37";
180709;"gm. Wojaszówka";"krośnieński";"podkarpackie";9;11;11;"31,56";"0,39";"55,56";"44,44";"0,00";"99,61";"23,52";"1,76";"3,83";"17,37";;"0,34";;"51,29";;"1,89";
180710;"gm. Jaśliska";"krośnieński";"podkarpackie";9;5;5;"32,44";"0,48";"0,00";"100,00";"0,00";"99,52";"26,43";"1,27";"1,27";"11,15";;"0,32";;"58,92";;"0,64";
180801;"m. Leżajsk";"leżajski";"podkarpackie";9;9;9;"42,97";"0,53";"50,00";"50,00";"0,00";"99,47";"37,28";"1,21";"1,67";"12,68";;"0,15";;"45,98";;"1,01";
180802;"gm. Grodzisko Dolne";"leżajski";"podkarpackie";9;7;7;"37,18";"0,51";"50,00";"50,00";"0,00";"99,49";"15,39";"0,82";"2,24";"16,29";;"0,34";;"64,36";;"0,56";
180803;"gm. Kuryłówka";"leżajski";"podkarpackie";9;9;9;"35,88";"0,64";"40,00";"60,00";"0,00";"99,36";"16,18";"1,35";"3,02";"16,63";;"0,19";;"61,34";;"1,28";
180804;"gm. Leżajsk";"leżajski";"podkarpackie";9;16;16;"36,21";"0,40";"47,83";"52,17";"0,00";"99,60";"15,11";"0,69";"1,36";"17,70";;"0,19";;"64,46";;"0,49";
180805;"gm. Nowa Sarzyna";"leżajski";"podkarpackie";9;17;17;"41,75";"0,56";"48,72";"51,28";"0,00";"99,44";"13,82";"1,01";"1,63";"14,10";;"0,14";;"68,71";;"0,59";
180901;"m. Lubaczów";"lubaczowski";"podkarpackie";9;8;8;"35,69";"0,39";"46,15";"53,85";"0,00";"99,61";"38,13";"2,15";"3,11";"10,53";;"0,33";;"44,95";;"0,81";
180902;"gm. Cieszanów";"lubaczowski";"podkarpackie";9;10;10;"32,63";"0,87";"68,75";"31,25";"0,00";"99,13";"19,78";"1,32";"6,28";"17,85";;"0,22";;"53,77";;"0,77";
180903;"gm. Horyniec-Zdrój";"lubaczowski";"podkarpackie";9;8;8;"32,40";"1,46";"61,11";"38,89";"0,00";"98,54";"22,47";"3,13";"6,42";"14,49";;"0,25";;"52,67";;"0,58";
180904;"gm. Lubaczów";"lubaczowski";"podkarpackie";9;11;11;"33,43";"0,70";"52,94";"47,06";"0,00";"99,30";"14,34";"1,94";"3,97";"13,68";;"0,17";;"65,29";;"0,62";
180905;"gm. Narol";"lubaczowski";"podkarpackie";9;9;9;"30,26";"1,06";"50,00";"50,00";"0,00";"98,94";"20,83";"1,99";"4,08";"13,37";;"0,32";;"57,65";;"1,77";
180906;"gm. Oleszyce";"lubaczowski";"podkarpackie";9;8;8;"32,20";"0,76";"75,00";"25,00";"0,00";"99,24";"20,30";"1,78";"6,47";"15,48";;"0,13";;"54,57";;"1,27";
180907;"gm. Stary Dzików";"lubaczowski";"podkarpackie";9;6;6;"31,63";"0,47";"80,00";"20,00";"0,00";"99,53";"9,82";"2,76";"5,91";"19,83";;"0,10";;"60,92";;"0,67";
180908;"gm. Wielkie Oczy";"lubaczowski";"podkarpackie";9;7;7;"34,89";"0,70";"42,86";"57,14";"0,00";"99,30";"11,84";"0,90";"4,91";"14,84";;"0,10";;"66,80";;"0,60";
181001;"m. Łańcut";"łańcucki";"podkarpackie";9;15;15;"42,72";"0,48";"51,72";"48,28";"0,00";"99,52";"29,76";"2,67";"5,29";"16,22";;"0,25";;"44,47";;"1,34";
181002;"gm. Białobrzegi";"łańcucki";"podkarpackie";9;5;5;"35,87";"0,37";"44,44";"55,56";"0,00";"99,63";"14,68";"1,36";"4,59";"20,14";;"0,50";;"57,49";;"1,24";
181003;"gm. Czarna";"łańcucki";"podkarpackie";9;8;8;"40,25";"0,65";"41,67";"58,33";"0,00";"99,35";"14,28";"1,09";"3,84";"21,55";;"0,19";;"57,71";;"1,34";
181004;"gm. Łańcut";"łańcucki";"podkarpackie";9;13;13;"41,02";"0,55";"50,00";"50,00";"0,00";"99,45";"15,68";"1,30";"4,30";"19,89";;"0,22";;"57,04";;"1,58";
181005;"gm. Markowa";"łańcucki";"podkarpackie";9;4;4;"35,88";"0,39";"14,29";"85,71";"0,00";"99,61";"13,66";"1,44";"3,82";"19,08";;"0,44";;"60,01";;"1,55";
181006;"gm. Rakszawa";"łańcucki";"podkarpackie";9;7;7;"38,54";"0,40";"55,56";"44,44";"0,00";"99,60";"11,72";"1,44";"4,10";"18,07";;"0,18";;"63,27";;"1,22";
181007;"gm. Żołynia";"łańcucki";"podkarpackie";9;6;6;"37,48";"0,34";"71,43";"28,57";"0,00";"99,66";"16,34";"1,45";"4,26";"15,76";;"0,29";;"60,74";;"1,16";
181101;"m. Mielec";"mielecki";"podkarpackie";9;33;33;"41,06";"0,40";"41,10";"58,90";"0,00";"99,60";"26,88";"2,48";"11,28";"13,14";;"0,17";;"45,27";;"0,78";
181102;"gm. Borowa";"mielecki";"podkarpackie";9;10;10;"36,50";"0,96";"80,00";"20,00";"0,00";"99,04";"10,62";"1,42";"12,75";"13,59";;"0,19";;"60,33";;"1,09";
181103;"gm. Czermin";"mielecki";"podkarpackie";9;9;9;"32,96";"0,49";"77,78";"22,22";"0,00";"99,51";"8,74";"1,70";"7,97";"16,44";;"0,16";;"63,94";;"1,04";
181104;"gm. Gawłuszowice";"mielecki";"podkarpackie";9;7;7;"38,65";"0,95";"75,00";"25,00";"0,00";"99,05";"7,43";"0,96";"7,78";"15,21";;"0,72";;"66,83";;"1,08";
181105;"gm. Mielec";"mielecki";"podkarpackie";9;9;9;"38,01";"0,54";"68,18";"31,82";"0,00";"99,46";"16,84";"1,37";"10,81";"16,81";;"0,20";;"53,10";;"0,87";
181106;"gm. Padew Narodowa";"mielecki";"podkarpackie";9;11;11;"40,56";"0,53";"55,56";"44,44";"0,00";"99,47";"9,04";"1,01";"8,09";"14,09";;"0,06";;"67,36";;"0,36";
181107;"gm. Przecław";"mielecki";"podkarpackie";9;12;12;"34,22";"0,47";"46,67";"53,33";"0,00";"99,53";"12,75";"1,81";"6,15";"16,81";;"0,19";;"61,50";;"0,79";
181108;"gm. Radomyśl Wielki";"mielecki";"podkarpackie";9;14;14;"33,09";"0,79";"72,41";"27,59";"0,00";"99,21";"7,57";"3,38";"9,00";"14,71";;"0,30";;"64,13";;"0,91";
181109;"gm. Tuszów Narodowy";"mielecki";"podkarpackie";9;8;8;"41,64";"0,89";"66,67";"33,33";"0,00";"99,11";"8,78";"0,90";"7,16";"13,35";;"0,08";;"68,87";;"0,86";
181110;"gm. Wadowice Górne";"mielecki";"podkarpackie";9;11;11;"34,67";"0,53";"45,45";"54,55";"0,00";"99,47";"6,56";"1,51";"8,26";"20,61";;"0,15";;"62,23";;"0,68";
181201;"gm. Harasiuki";"niżański";"podkarpackie";9;14;14;"37,40";"0,95";"47,06";"52,94";"0,00";"99,05";"9,94";"1,18";"4,32";"11,12";;"0,17";;"72,43";;"0,84";
181202;"gm. Jarocin";"niżański";"podkarpackie";9;9;9;"31,72";"0,66";"44,44";"55,56";"0,00";"99,34";"12,09";"2,80";"7,30";"12,54";;"0,37";;"64,01";;"0,88";
181203;"gm. Jeżowe";"niżański";"podkarpackie";9;13;13;"41,96";"0,66";"63,64";"36,36";"0,00";"99,34";"3,43";"0,40";"2,52";"13,16";;"0,12";;"79,82";;"0,55";
181204;"gm. Krzeszów";"niżański";"podkarpackie";9;8;8;"36,50";"1,29";"37,50";"62,50";"0,00";"98,71";"12,09";"1,06";"4,00";"13,07";;"0,25";;"68,95";;"0,57";
181205;"gm. Nisko";"niżański";"podkarpackie";9;18;18;"37,96";"0,38";"48,00";"52,00";"0,00";"99,62";"20,52";"1,88";"6,87";"13,72";;"0,22";;"55,91";;"0,89";
181206;"gm. Rudnik nad Sanem";"niżański";"podkarpackie";9;8;8;"34,23";"0,63";"52,94";"47,06";"0,00";"99,37";"19,01";"4,75";"4,27";"15,11";;"0,22";;"55,72";;"0,93";
181207;"gm. Ulanów";"niżański";"podkarpackie";9;13;13;"34,79";"0,81";"52,63";"47,37";"0,00";"99,19";"12,40";"2,07";"4,26";"13,70";;"0,26";;"66,32";;"0,99";
