"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"Frekwencja";"Procent głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Procent głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOMITET WYBORCZY NORMALNY KRAJ";"KOMITET WYBORCZY POLEXIT";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"KOMITET WYBORCZY WYBORCÓW GŁOS SILNEJ POLSKI"
143801;"m. Żyrardów";"żyrardowski";"mazowieckie";5;24;24;"44,35";"0,65";"61,45";"38,55";"0,00";"99,35";"38,33";"5,71";"9,49";"10,28";"0,35";"0,20";"0,07";"33,67";"0,81";"0,88";"0,22"
143802;"gm. Mszczonów";"żyrardowski";"mazowieckie";5;14;14;"36,19";"0,59";"63,16";"36,84";"0,00";"99,41";"23,91";"3,52";"7,68";"14,95";"0,31";"0,35";"0,09";"47,67";"0,41";"0,91";"0,19"
143803;"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";5;9;9;"36,54";"0,56";"35,71";"64,29";"0,00";"99,44";"23,65";"5,14";"10,32";"12,57";"0,16";"0,20";"0,16";"45,82";"0,52";"1,24";"0,20"
143804;"gm. Radziejowice";"żyrardowski";"mazowieckie";5;6;6;"43,12";"0,67";"50,00";"50,00";"0,00";"99,33";"30,35";"4,84";"11,76";"13,99";"0,19";"0,29";"0,10";"37,17";"0,53";"0,68";"0,10"
143805;"gm. Wiskitki";"żyrardowski";"mazowieckie";5;11;11;"35,18";"0,41";"72,73";"27,27";"0,00";"99,59";"21,15";"3,61";"9,18";"15,09";"0,26";"0,41";"0,15";"47,51";"1,26";"1,12";"0,26"
146502;"Bemowo";"Warszawa";"mazowieckie";4;53;53;"59,59";"0,32";"42,53";"57,47";"0,00";"99,68";"50,92";"10,52";"7,39";"10,62";;"0,23";;"19,23";;"1,08";
146503;"Białołęka";"Warszawa";"mazowieckie";4;65;65;"56,14";"0,31";"44,77";"55,23";"0,00";"99,69";"48,22";"10,17";"8,50";"13,09";;"0,26";;"18,46";;"1,31";
146504;"Bielany";"Warszawa";"mazowieckie";4;55;55;"58,34";"0,34";"56,84";"43,16";"0,00";"99,66";"46,43";"11,49";"6,61";"10,19";;"0,24";;"23,89";;"1,15";
146505;"Mokotów";"Warszawa";"mazowieckie";4;100;100;"59,50";"0,39";"49,19";"50,81";"0,00";"99,61";"50,68";"14,04";"6,49";"8,58";;"0,19";;"19,14";;"0,87";
146506;"Ochota";"Warszawa";"mazowieckie";4;50;50;"57,27";"0,43";"54,42";"45,58";"0,00";"99,57";"47,39";"14,95";"6,67";"9,57";;"0,21";;"20,23";;"0,97";
146507;"Praga-Południe";"Warszawa";"mazowieckie";4;89;89;"58,09";"0,41";"47,19";"52,81";"0,00";"99,59";"47,22";"12,79";"6,85";"9,57";;"0,21";;"22,40";;"0,97";
146508;"Praga-Północ";"Warszawa";"mazowieckie";4;31;31;"49,76";"0,40";"57,78";"42,22";"0,00";"99,60";"39,51";"15,49";"5,63";"9,54";;"0,25";;"28,52";;"1,05";
146509;"Rembertów";"Warszawa";"mazowieckie";4;14;14;"57,23";"0,27";"21,43";"78,57";"0,00";"99,73";"44,93";"8,66";"6,73";"13,11";;"0,28";;"25,11";;"1,17";
146510;"Śródmieście";"Warszawa";"mazowieckie";4;47;47;"56,63";"0,38";"42,94";"57,06";"0,00";"99,62";"47,67";"14,89";"5,75";"8,22";;"0,20";;"22,44";;"0,83";
146511;"Targówek";"Warszawa";"mazowieckie";4;53;53;"52,76";"0,40";"50,00";"50,00";"0,00";"99,60";"43,14";"9,73";"7,09";"11,11";;"0,23";;"27,65";;"1,04";
146512;"Ursus";"Warszawa";"mazowieckie";4;29;29;"55,99";"0,25";"43,08";"56,92";"0,00";"99,75";"43,54";"9,56";"8,31";"13,59";;"0,29";;"23,41";;"1,30";
146513;"Ursynów";"Warszawa";"mazowieckie";4;70;70;"64,63";"0,34";"44,76";"55,24";"0,00";"99,66";"54,34";"11,29";"6,78";"8,83";;"0,18";;"17,66";;"0,92";
146514;"Wawer";"Warszawa";"mazowieckie";4;43;43;"60,58";"0,31";"46,49";"53,51";"0,00";"99,69";"46,49";"7,55";"7,94";"11,41";;"0,28";;"25,37";;"0,96";
146515;"Wesoła";"Warszawa";"mazowieckie";4;15;15;"61,96";"0,31";"45,95";"54,05";"0,00";"99,69";"46,63";"8,01";"7,82";"12,39";;"0,24";;"23,74";;"1,18";
146516;"Wilanów";"Warszawa";"mazowieckie";4;22;22;"65,44";"0,27";"48,15";"51,85";"0,00";"99,73";"60,00";"10,16";"7,33";"8,12";;"0,11";;"13,67";;"0,61";
146517;"Włochy";"Warszawa";"mazowieckie";4;26;26;"58,36";"0,31";"60,00";"40,00";"0,00";"99,69";"45,55";"11,23";"7,91";"12,66";;"0,28";;"21,07";;"1,30";
146518;"Wola";"Warszawa";"mazowieckie";4;66;66;"54,42";"0,34";"52,85";"47,15";"0,00";"99,66";"46,23";"13,18";"6,91";"10,55";;"0,24";;"21,88";;"1,02";
146519;"Żoliborz";"Warszawa";"mazowieckie";4;21;21;"63,53";"0,34";"46,59";"53,41";"0,00";"99,66";"50,01";"15,35";"6,75";"8,22";;"0,17";;"18,68";;"0,82";
;"Albania";"zagranica";;4;1;1;"83,54";"0,00";;;;"100,00";"46,97";"15,91";"9,09";"18,18";;"0,00";;"9,85";;"0,00";
;"Algieria";"zagranica";;4;1;1;"91,67";"3,03";"0,00";"100,00";"0,00";"96,97";"28,12";"12,50";"6,25";"15,62";;"3,12";;"28,12";;"6,25";
;"Arabia Saudyjska";"zagranica";;4;1;1;"79,73";"0,00";;;;"100,00";"71,19";"5,08";"8,47";"13,56";;"0,00";;"0,00";;"1,69";
;"Argentyna";"zagranica";;4;1;1;"83,33";"2,67";"0,00";"100,00";"0,00";"97,33";"46,58";"24,66";"9,59";"2,74";;"0,00";;"16,44";;"0,00";
;"Armenia";"zagranica";;4;1;1;"89,74";"0,00";;;;"100,00";"31,43";"31,43";"8,57";"25,71";;"0,00";;"2,86";;"0,00";
;"Australia";"zagranica";;4;6;6;"89,00";"0,13";"100,00";"0,00";"0,00";"99,87";"41,67";"11,46";"5,08";"18,36";;"0,00";;"22,66";;"0,78";
;"Austria";"zagranica";;4;5;5;"92,43";"0,17";"20,00";"80,00";"0,00";"99,83";"39,18";"15,85";"5,36";"17,04";;"0,23";;"21,61";;"0,73";
;"Azerbejdżan";"zagranica";;4;1;1;"89,19";"0,00";;;;"100,00";"48,48";"3,03";"9,09";"18,18";;"0,00";;"21,21";;"0,00";
;"Belgia";"zagranica";;4;7;7;"93,07";"0,45";"26,09";"73,91";"0,00";"99,55";"45,78";"17,06";"7,26";"12,70";;"0,21";;"16,49";;"0,49";
;"Białoruś";"zagranica";;4;1;1;"97,37";"2,70";"0,00";"100,00";"0,00";"97,30";"47,22";"8,33";"2,78";"25,00";;"0,00";;"16,67";;"0,00";
;"Bośnia i Hercegowina";"zagranica";;4;1;1;"97,10";"0,00";;;;"100,00";"40,30";"29,85";"5,97";"7,46";;"0,00";;"16,42";;"0,00";
;"Brazylia";"zagranica";;4;2;2;"89,58";"2,33";"100,00";"0,00";"0,00";"97,67";"28,57";"9,52";"7,14";"16,67";;"2,38";;"33,33";;"2,38";
;"Bułgaria";"zagranica";;4;2;2;"94,30";"0,18";"0,00";"100,00";"0,00";"99,82";"49,73";"15,15";"5,35";"13,01";;"0,18";;"16,40";;"0,18";
;"Chile";"zagranica";;4;1;1;"78,57";"4,55";"0,00";"100,00";"0,00";"95,45";"35,71";"26,19";"7,14";"7,14";;"0,00";;"23,81";;"0,00";
;"Chiny";"zagranica";;4;5;5;"83,23";"1,83";"40,00";"60,00";"0,00";"98,17";"42,91";"22,01";"9,70";"12,69";;"0,37";;"10,07";;"2,24";
;"Chorwacja";"zagranica";;4;2;2;"86,19";"0,50";"0,00";"100,00";"0,00";"99,50";"50,69";"16,23";"10,94";"10,06";;"0,13";;"11,19";;"0,75";
;"Cypr";"zagranica";;4;1;1;"77,51";"0,00";;;;"100,00";"55,96";"11,40";"7,25";"16,58";;"0,00";;"8,29";;"0,52";
;"Czarnogóra";"zagranica";;4;1;1;"95,58";"0,00";;;;"100,00";"50,00";"11,11";"2,78";"15,74";;"0,93";;"18,52";;"0,93";
;"Czechy";"zagranica";;4;2;2;"89,64";"0,21";"50,00";"50,00";"0,00";"99,79";"42,69";"32,67";"5,95";"9,50";;"0,31";;"8,14";;"0,73";
;"Dania";"zagranica";;4;3;3;"84,31";"0,31";"50,00";"50,00";"0,00";"99,69";"39,86";"30,49";"5,53";"14,06";;"0,08";;"9,29";;"0,69";
;"Egipt";"zagranica";;4;2;2;"74,18";"0,74";"100,00";"0,00";"0,00";"99,26";"54,48";"11,94";"8,96";"10,45";;"0,00";;"13,43";;"0,75";
;"Estonia";"zagranica";;4;1;1;"92,22";"0,00";;;;"100,00";"49,40";"19,28";"8,43";"14,46";;"0,00";;"8,43";;"0,00";
;"Etiopia";"zagranica";;4;1;1;"100,00";"0,00";;;;"100,00";"35,71";"28,57";"0,00";"7,14";;"0,00";;"28,57";;"0,00";
;"Filipiny";"zagranica";;4;1;1;"93,55";"0,00";;;;"100,00";"48,28";"13,79";"0,00";"17,24";;"0,00";;"20,69";;"0,00";
;"Finlandia";"zagranica";;4;1;1;"100,00";"1,06";"66,67";"33,33";"0,00";"98,94";"41,79";"33,93";"8,93";"5,71";;"1,07";;"7,14";;"1,43";
;"Francja";"zagranica";;4;9;9;"88,62";"0,34";"23,08";"76,92";"0,00";"99,66";"42,32";"16,91";"6,22";"11,92";;"0,24";;"21,79";;"0,60";
;"Grecja";"zagranica";;4;4;4;"85,47";"1,00";"50,00";"50,00";"0,00";"99,00";"53,03";"12,46";"8,50";"9,60";;"0,08";;"15,32";;"1,01";
;"Gruzja";"zagranica";;4;1;1;"89,84";"0,87";"0,00";"100,00";"0,00";"99,13";"43,86";"14,91";"6,14";"12,28";;"0,00";;"21,05";;"1,75";
;"Hiszpania";"zagranica";;4;10;10;"88,86";"0,14";"33,33";"66,67";"0,00";"99,86";"58,35";"21,51";"5,64";"6,66";;"0,07";;"7,15";;"0,62";
;"Indie";"zagranica";;4;2;2;"87,10";"0,00";;;;"100,00";"42,59";"14,81";"24,07";"9,26";;"0,00";;"5,56";;"3,70";
;"Indonezja";"zagranica";;4;2;2;"80,72";"0,00";;;;"100,00";"53,73";"14,93";"5,97";"19,40";;"0,00";;"5,97";;"0,00";
;"Iran";"zagranica";;4;1;1;"95,65";"0,00";;;;"100,00";"27,27";"13,64";"22,73";"13,64";;"4,55";;"13,64";;"4,55";
;"Irlandia";"zagranica";;4;5;5;"84,73";"0,27";"0,00";"100,00";"0,00";"99,73";"37,91";"12,59";"4,17";"26,22";;"0,36";;"17,75";;"1,00";
;"Islandia";"zagranica";;4;4;4;"90,05";"0,13";"0,00";"100,00";"0,00";"99,87";"30,44";"20,25";"4,15";"27,42";;"0,25";;"15,09";;"2,39";
;"Izrael";"zagranica";;4;1;1;"84,15";"2,60";"25,00";"75,00";"0,00";"97,40";"52,00";"15,33";"5,33";"8,00";;"0,67";;"17,33";;"1,33";
;"Japonia";"zagranica";;4;2;2;"89,43";"0,68";"0,00";"100,00";"0,00";"99,32";"36,05";"32,65";"12,59";"9,18";;"0,34";;"7,48";;"1,70";
;"Jordania";"zagranica";;4;1;1;"90,24";"2,70";"0,00";"100,00";"0,00";"97,30";"50,00";"22,22";"11,11";"5,56";;"0,00";;"11,11";;"0,00";
;"Kanada";"zagranica";;4;9;9;"88,83";"1,11";"18,75";"81,25";"0,00";"98,89";"28,57";"4,97";"2,08";"18,00";;"0,28";;"45,47";;"0,63";
;"Katar";"zagranica";;4;1;1;"89,58";"0,00";;;;"100,00";"51,16";"9,30";"8,14";"17,44";;"1,16";;"12,79";;"0,00";
;"Kazachstan";"zagranica";;4;2;2;"89,66";"0,00";;;;"100,00";"53,85";"13,46";"11,54";"7,69";;"0,00";;"13,46";;"0,00";
;"Kenia";"zagranica";;4;1;1;"95,65";"0,00";;;;"100,00";"34,09";"29,55";"0,00";"9,09";;"0,00";;"22,73";;"4,55";
;"Kolumbia";"zagranica";;4;1;1;"77,78";"0,00";;;;"100,00";"28,57";"25,00";"10,71";"3,57";;"0,00";;"32,14";;"0,00";
;"Korea Południowa";"zagranica";;4;1;1;"91,03";"0,00";;;;"100,00";"30,30";"43,94";"6,06";"11,36";;"0,00";;"7,58";;"0,76";
;"Kosowo";"zagranica";;4;1;1;"89,21";"0,81";"100,00";"0,00";"0,00";"99,19";"13,82";"3,25";"4,88";"66,67";;"0,00";;"10,57";;"0,81";
;"Kuba";"zagranica";;4;1;1;"91,67";"0,00";;;;"100,00";"36,36";"0,00";"18,18";"18,18";;"0,00";;"27,27";;"0,00";
;"Kuwejt";"zagranica";;4;1;1;"92,68";"5,26";"0,00";"100,00";"0,00";"94,74";"61,11";"11,11";"13,89";"8,33";;"0,00";;"2,78";;"2,78";
;"Liban";"zagranica";;4;2;2;;;;;;;;;;;;;;;;;
;"Litwa";"zagranica";;4;1;1;"96,88";"0,36";"0,00";"100,00";"0,00";"99,64";"44,96";"15,11";"9,71";"10,07";;"0,36";;"19,78";;"0,00";
;"Luksemburg";"zagranica";;4;1;1;"89,68";"0,00";;;;"100,00";"53,99";"15,02";"8,20";"10,76";;"0,21";;"10,86";;"0,96";
;"Łotwa";"zagranica";;4;1;1;"93,26";"0,38";"0,00";"100,00";"0,00";"99,62";"34,35";"16,79";"8,78";"22,52";;"0,38";;"15,65";;"1,53";
;"Macedonia Północna";"zagranica";;4;1;1;"95,65";"2,27";"0,00";"100,00";"0,00";"97,73";"67,44";"9,30";"4,65";"6,98";;"0,00";;"11,63";;"0,00";
;"Malezja";"zagranica";;4;1;1;"92,11";"0,00";;;;"100,00";"61,43";"17,14";"10,00";"5,71";;"0,00";;"2,86";;"2,86";
;"Malta";"zagranica";;4;1;1;"87,42";"0,48";"50,00";"50,00";"0,00";"99,52";"43,13";"18,31";"8,43";"16,39";;"0,00";;"12,53";;"1,20";
;"Maroko";"zagranica";;4;1;1;"88,00";"1,52";"0,00";"100,00";"0,00";"98,48";"49,23";"16,92";"9,23";"12,31";;"0,00";;"10,77";;"1,54";
;"Meksyk";"zagranica";;4;1;1;"80,85";"1,32";"100,00";"0,00";"0,00";"98,68";"49,33";"22,67";"6,67";"6,67";;"0,00";;"10,67";;"4,00";
;"Mołdawia";"zagranica";;4;1;1;"98,08";"0,00";;;;"100,00";"50,98";"7,84";"7,84";"11,76";;"0,00";;"21,57";;"0,00";
;"Mongolia";"zagranica";;4;1;1;"94,74";"0,00";;;;"100,00";"55,56";"0,00";"16,67";"11,11";;"0,00";;"11,11";;"5,56";
;"Holandia";"zagranica";;4;11;11;"86,83";"0,23";"30,00";"70,00";"0,00";"99,77";"39,39";"28,06";"5,79";"17,85";;"0,09";;"8,21";;"0,62";
;"Niemcy";"zagranica";;4;27;27;"87,87";"0,29";"69,44";"30,56";"0,00";"99,71";"40,65";"16,27";"4,90";"16,16";;"0,15";;"21,32";;"0,54";
;"Nigeria";"zagranica";;4;1;1;"76,92";"0,00";;;;"100,00";"30,00";"20,00";"30,00";"0,00";;"0,00";;"20,00";;"0,00";
;"Norwegia";"zagranica";;4;14;14;"89,83";"0,54";"58,33";"41,67";"0,00";"99,46";"37,95";"12,90";"5,78";"24,08";;"0,41";;"18,09";;"0,79";
;"Nowa Zelandia";"zagranica";;4;1;1;"75,44";"0,00";;;;"100,00";"44,19";"30,23";"2,33";"9,30";;"0,00";;"13,95";;"0,00";
;"Oman";"zagranica";;4;1;1;"89,29";"0,00";;;;"100,00";"64,00";"8,00";"4,00";"24,00";;"0,00";;"0,00";;"0,00";
;"Pakistan";"zagranica";;4;1;1;"95,24";"0,00";;;;"100,00";"20,00";"15,00";"15,00";"25,00";;"0,00";;"20,00";;"5,00";
;"Panama";"zagranica";;4;1;1;"95,24";"0,00";;;;"100,00";"50,00";"15,00";"5,00";"15,00";;"0,00";;"10,00";;"5,00";
;"Peru";"zagranica";;4;1;1;"83,05";"0,00";;;;"100,00";"65,31";"8,16";"4,08";"10,20";;"2,04";;"6,12";;"4,08";
;"Portugalia";"zagranica";;4;3;3;"87,18";"0,19";"50,00";"50,00";"0,00";"99,81";"48,93";"30,43";"6,30";"6,20";;"0,10";;"7,46";;"0,58";
;"Południowa Afryka";"zagranica";;4;2;2;"93,58";"0,00";;;;"100,00";"51,96";"3,92";"0,98";"22,55";;"0,98";;"19,61";;"0,00";
;"Rosja";"zagranica";;4;1;1;"88,89";"0,00";;;;"100,00";"44,64";"12,50";"10,71";"14,29";;"1,79";;"14,29";;"1,79";
;"Rumunia";"zagranica";;4;1;1;"91,63";"0,00";;;;"100,00";"28,37";"19,23";"9,13";"22,60";;"0,00";;"18,75";;"1,92";
;"Senegal";"zagranica";;4;1;1;"78,95";"0,00";;;;"100,00";"46,67";"6,67";"13,33";"0,00";;"0,00";;"26,67";;"6,67";
;"Serbia";"zagranica";;4;1;1;"91,89";"0,00";;;;"100,00";"48,53";"22,06";"4,41";"16,18";;"0,00";;"8,82";;"0,00";
;"Singapur";"zagranica";;4;1;1;"84,18";"0,00";;;;"100,00";"65,10";"16,78";"4,70";"8,72";;"0,67";;"4,03";;"0,00";
;"Słowacja";"zagranica";;4;1;1;"88,17";"0,00";;;;"100,00";"46,75";"15,15";"9,52";"16,02";;"0,87";;"10,39";;"1,30";
;"Słowenia";"zagranica";;4;1;1;"87,89";"0,00";;;;"100,00";"50,30";"17,37";"9,58";"6,59";;"0,00";;"16,17";;"0,00";
;"Stany Zjednoczone";"zagranica";;4;23;23;"86,94";"0,74";"48,39";"51,61";"0,00";"99,26";"25,01";"5,43";"2,59";"14,48";;"0,19";;"51,73";;"0,58";
;"Szwajcaria";"zagranica";;4;4;4;"88,37";"0,06";"0,00";"100,00";"0,00";"99,94";"47,70";"19,38";"7,36";"13,34";;"0,20";;"11,00";;"1,01";
;"Szwecja";"zagranica";;4;6;6;"90,18";"0,24";"50,00";"50,00";"0,00";"99,76";"43,05";"17,80";"6,22";"14,70";;"0,06";;"17,50";;"0,67";
;"Tajlandia";"zagranica";;4;1;1;"83,33";"0,00";;;;"100,00";"45,56";"22,22";"8,89";"12,22";;"0,00";;"11,11";;"0,00";
;"Miasto Tajpej";"zagranica";;4;1;1;"90,32";"1,19";"0,00";"100,00";"0,00";"98,81";"34,94";"38,55";"8,43";"12,05";;"0,00";;"6,02";;"0,00";
;"Tanzania";"zagranica";;4;1;1;"85,71";"0,00";;;;"100,00";"33,33";"11,11";"22,22";"5,56";;"0,00";;"27,78";;"0,00";
;"Tunezja";"zagranica";;4;1;1;"73,81";"1,61";"0,00";"100,00";"0,00";"98,39";"40,98";"32,79";"8,20";"11,48";;"0,00";;"6,56";;"0,00";
;"Turcja";"zagranica";;4;4;4;"74,94";"0,33";"0,00";"100,00";"0,00";"99,67";"47,18";"17,61";"9,97";"11,96";;"0,66";;"10,96";;"1,66";
;"Uzbekistan";"zagranica";;4;1;1;"97,92";"0,00";;;;"100,00";"40,43";"12,77";"6,38";"6,38";;"0,00";;"31,91";;"2,13";
;"Wenezuela";"zagranica";;4;1;1;"72,22";"3,85";"100,00";"0,00";"0,00";"96,15";"32,00";"8,00";"8,00";"4,00";;"0,00";;"4,00";;"44,00";
;"Węgry";"zagranica";;4;1;1;"92,18";"0,61";"66,67";"33,33";"0,00";"99,39";"42,48";"15,45";"8,33";"8,94";;"0,20";;"23,58";;"1,02";
;"Wielka Brytania";"zagranica";;4;49;49;"86,55";"0,52";"21,93";"78,07";"0,00";"99,48";"40,27";"15,74";"5,09";"20,71";;"0,25";;"17,15";;"0,78";
;"Wietnam";"zagranica";;4;2;2;"93,33";"1,43";"0,00";"100,00";"0,00";"98,57";"46,38";"20,29";"10,14";"13,04";;"0,00";;"8,70";;"1,45";
;"Włochy";"zagranica";;4;9;9;"84,68";"0,48";"37,50";"62,50";"0,00";"99,52";"44,58";"17,58";"6,18";"9,33";;"0,24";;"21,73";;"0,36";
;"Zjednoczone Emiraty Arabskie";"zagranica";;4;2;2;"96,88";"0,50";"50,00";"50,00";"0,00";"99,50";"64,34";"14,21";"6,23";"8,48";;"0,50";;"5,74";;"0,50";
160101;"m. Brzeg";"brzeski";"opolskie";12;24;24;"40,27";"0,36";"45,95";"54,05";"0,00";"99,64";"42,03";"6,34";"3,88";"10,79";;"0,23";;"35,16";;"1,56";
160102;"gm. Skarbimierz";"brzeski";"opolskie";12;12;12;"38,89";"0,73";"66,67";"33,33";"0,00";"99,27";"32,56";"4,31";"4,51";"17,07";;"0,37";;"39,72";;"1,46";
160103;"gm. Grodków";"brzeski";"opolskie";12;31;31;"32,93";"0,74";"57,14";"42,86";"0,00";"99,26";"35,05";"5,15";"5,47";"11,35";;"0,34";;"41,40";;"1,24";
160104;"gm. Lewin Brzeski";"brzeski";"opolskie";12;15;15;"32,00";"0,61";"42,11";"57,89";"0,00";"99,39";"36,07";"4,93";"4,18";"15,96";;"0,29";;"37,24";;"1,33";
160105;"gm. Lubsza";"brzeski";"opolskie";12;11;11;"35,30";"0,29";"57,14";"42,86";"0,00";"99,71";"35,64";"3,49";"4,97";"13,32";;"0,29";;"41,43";;"0,86";
160106;"gm. Olszanka";"brzeski";"opolskie";12;10;10;"40,03";"1,00";"53,33";"46,67";"0,00";"99,00";"25,37";"3,09";"4,16";"18,26";;"0,20";;"47,32";;"1,61";
160201;"gm. Baborów";"głubczycki";"opolskie";12;10;10;"28,72";"0,53";"57,14";"42,86";"0,00";"99,47";"30,09";"3,27";"4,56";"14,44";;"0,23";;"46,35";;"1,06";
160202;"gm. Branice";"głubczycki";"opolskie";12;13;13;"32,87";"2,59";"55,56";"44,44";"0,00";"97,41";"30,77";"5,02";"5,85";"10,10";;"0,83";;"45,30";;"2,13";
160203;"gm. Głubczyce";"głubczycki";"opolskie";12;28;28;"36,45";"0,61";"54,05";"45,95";"0,00";"99,39";"36,69";"4,70";"3,65";"9,65";;"0,31";;"44,18";;"0,81";
160204;"gm. Kietrz";"głubczycki";"opolskie";12;13;13;"32,92";"0,95";"44,00";"56,00";"0,00";"99,05";"30,05";"4,72";"5,49";"11,40";;"0,35";;"46,97";;"1,04";
160301;"m. Kędzierzyn-Koźle";"kędzierzyńsko-kozielski";"opolskie";12;36;36;"36,49";"0,56";"73,56";"26,44";"0,00";"99,44";"48,02";"7,39";"5,42";"10,09";;"0,31";;"27,45";;"1,32";
160302;"gm. Bierawa";"kędzierzyńsko-kozielski";"opolskie";12;9;9;"30,13";"1,00";"66,67";"33,33";"0,00";"99,00";"44,39";"4,99";"6,56";"13,73";;"0,17";;"27,35";;"2,80";
160303;"gm. Cisek";"kędzierzyńsko-kozielski";"opolskie";12;5;5;"24,93";"0,75";"87,50";"12,50";"0,00";"99,25";"45,22";"2,55";"5,87";"15,42";;"0,19";;"29,61";;"1,14";
160304;"gm. Pawłowiczki";"kędzierzyńsko-kozielski";"opolskie";12;10;10;"25,12";"1,53";"72,73";"27,27";"0,00";"98,47";"40,72";"3,11";"5,36";"13,97";;"0,78";;"33,87";;"2,19";
160305;"gm. Polska Cerekiew";"kędzierzyńsko-kozielski";"opolskie";12;5;5;"24,69";"1,05";"62,50";"37,50";"0,00";"98,95";"39,60";"4,37";"5,70";"15,36";;"0,13";;"32,85";;"1,99";
160306;"gm. Reńska Wieś";"kędzierzyńsko-kozielski";"opolskie";12;8;8;"24,86";"0,87";"64,29";"35,71";"0,00";"99,13";"46,13";"3,52";"6,22";"15,78";;"0,38";;"26,52";;"1,45";
160401;"gm. Byczyna";"kluczborski";"opolskie";12;16;16;"32,70";"0,84";"68,42";"31,58";"0,00";"99,16";"41,90";"3,69";"3,87";"8,94";;"0,31";;"40,26";;"1,02";
160402;"gm. Kluczbork";"kluczborski";"opolskie";12;29;29;"35,99";"0,58";"61,40";"38,60";"0,00";"99,42";"52,01";"4,66";"2,82";"10,71";;"0,20";;"29,03";;"0,57";
160403;"gm. Lasowice Wielkie";"kluczborski";"opolskie";12;10;10;"22,81";"0,93";"81,82";"18,18";"0,00";"99,07";"48,64";"3,66";"4,25";"16,75";;"0,60";;"24,91";;"1,19";
160404;"gm. Wołczyn";"kluczborski";"opolskie";12;15;15;"32,45";"0,97";"64,52";"35,48";"0,00";"99,03";"35,07";"3,33";"2,79";"14,00";;"0,25";;"43,51";;"1,05";
160501;"gm. Gogolin";"krapkowicki";"opolskie";12;12;12;"26,36";"0,52";"69,23";"30,77";"0,00";"99,48";"51,52";"3,92";"8,44";"14,32";;"0,48";;"20,24";;"1,08";
160502;"gm. Krapkowice";"krapkowicki";"opolskie";12;19;19;"30,55";"0,81";"73,81";"26,19";"0,00";"99,19";"49,52";"6,04";"5,59";"11,75";;"0,29";;"25,63";;"1,18";
160503;"gm. Strzeleczki";"krapkowicki";"opolskie";12;7;7;"21,78";"1,18";"73,33";"26,67";"0,00";"98,82";"51,67";"2,87";"6,85";"12,74";;"0,56";;"22,13";;"3,18";
160504;"gm. Walce";"krapkowicki";"opolskie";12;8;8;"22,57";"0,63";"33,33";"66,67";"0,00";"99,37";"56,36";"2,86";"3,81";"15,89";;"0,32";;"18,54";;"2,22";
160505;"gm. Zdzieszowice";"krapkowicki";"opolskie";12;11;11;"28,45";"0,48";"66,67";"33,33";"0,00";"99,52";"51,46";"5,00";"6,12";"11,15";;"0,35";;"24,74";;"1,19";
160601;"gm. Domaszowice";"namysłowski";"opolskie";12;8;8;"37,77";"1,43";"46,67";"53,33";"0,00";"98,57";"31,98";"4,73";"3,57";"14,30";;"0,19";;"44,06";;"1,16";
160602;"gm. Namysłów";"namysłowski";"opolskie";12;38;38;"38,50";"0,45";"62,86";"37,14";"0,00";"99,55";"38,21";"6,07";"3,88";"12,78";;"0,25";;"38,00";;"0,82";
160603;"gm. Pokój";"namysłowski";"opolskie";12;11;11;"31,65";"1,17";"73,33";"26,67";"0,00";"98,83";"49,25";"3,71";"6,24";"12,08";;"0,24";;"27,86";;"0,63";
160604;"gm. Świerczów";"namysłowski";"opolskie";12;7;7;"36,99";"0,73";"57,14";"42,86";"0,00";"99,27";"36,13";"5,24";"3,77";"13,51";;"0,42";;"40,00";;"0,94";
160605;"gm. Wilków";"namysłowski";"opolskie";12;7;7;"30,66";"0,59";"33,33";"66,67";"0,00";"99,41";"33,07";"3,94";"5,12";"17,03";;"0,10";;"39,76";;"0,98";
160701;"gm. Głuchołazy";"nyski";"opolskie";12;23;23;"32,51";"0,51";"50,00";"50,00";"0,00";"99,49";"38,25";"6,07";"3,91";"9,64";;"0,48";;"40,77";;"0,89";
