"teryt";"lgw";"pis";"po";"d3";"pis.p";"po.p";"d3.p"
"241607";2678;1524;509;180;56.908140403286;19.0067214339059;6.72143390589993
"241608";2215;1285;479;129;58.0135440180587;21.6252821670429;5.82392776523702
"241609";1553;781;465;65;50.2897617514488;29.9420476497102;4.18544752092724
"241610";1453;888;158;109;61.1149346180317;10.8740536820372;7.50172057811425
"241701";9921;3974;3807;527;40.05644592279;38.3731478681585;5.31196451970567
"241702";2282;1257;617;104;55.0832602979842;27.0376862401402;4.55740578439965
"241703";2015;1074;437;210;53.3002481389578;21.6873449131514;10.4218362282878
"241704";4059;2315;815;432;57.0337521557034;20.0788371520079;10.6430155210643
"241705";789;533;118;47;67.553865652725;14.9556400506971;5.95690747782003
"241706";3294;1465;1071;194;44.474802671524;32.5136612021858;5.88949605343048
"241707";1430;782;327;98;54.6853146853147;22.8671328671329;6.85314685314685
"241708";4895;2296;1493;255;46.9050051072523;30.5005107252298;5.2093973442288
"241709";2932;1769;644;113;60.3342428376535;21.9645293315143;3.85402455661664
"241710";3934;2406;657;234;61.159125571937;16.7005592272496;5.94814438230808
"241711";2434;1439;574;101;59.1207888249795;23.582580115037;4.14954806902219
"241712";1305;839;208;56;64.2911877394636;15.9386973180077;4.2911877394636
"241713";2613;1382;680;189;52.8893991580559;26.0237275162648;7.23306544202067
"241714";1220;672;292;67;55.0819672131148;23.9344262295082;5.49180327868852
"241715";4622;2613;1086;235;56.5339679792298;23.4963219385547;5.08437905668542
"246101";58263;19356;26483;3002;33.2217702486999;45.4542333899731;5.15249815491822
"246201";38812;12572;17891;1743;32.3920436978254;46.0965680717304;4.49087910955375
"246301";28262;7595;14231;1807;26.8735404429977;50.3538320005661;6.39374425022999
"246401";69144;24195;29371;3403;34.992190211732;42.4780168922828;4.92161286590304
"246501";35947;10605;17708;1503;29.5017664895541;49.2614126352686;4.18115559017442
"246601";56309;15436;28398;2856;27.413024560905;50.4324353122947;5.0720133548811
"246701";23601;11308;8139;809;47.9132240159315;34.4858268717427;3.42782085504851
"246801";26589;9757;10946;1209;36.6956260107563;41.1674000526533;4.54699311745459
"246901";100160;26272;50501;6201;26.2300319488818;50.4203274760383;6.19109424920128
"247001";22030;7867;9335;1094;35.7103949160236;42.3740354062642;4.96595551520654
"247101";15309;6184;6347;665;40.3945391599713;41.4592723234699;4.34385002286237
"247201";35579;12898;15227;2162;36.251721521122;42.7977177548554;6.07661822985469
"247301";38879;14714;16939;1367;37.8456236014301;43.5685074204583;3.51603693510636
"247401";19276;5312;9438;1173;27.5575845611123;48.9624403403196;6.08528740402573
"247501";59801;17767;28262;2760;29.7102055149579;47.2600792628886;4.6153074363305
"247601";12218;3974;5551;725;32.5257816336553;45.4329677524963;5.93386806351285
"247701";40145;13413;15249;4819;33.4113837339644;37.9848050815793;12.0039855523726
"247801";40285;13317;18784;1711;33.0569690951967;46.6277770882462;4.24723842621323
"247901";17828;7086;7127;860;39.7464662328921;39.9764415526139;4.82387256001795
"260101";10634;4589;2564;1847;43.1540342298289;24.1113409817566;17.3688170020688
"260102";1155;728;60;173;63.030303030303;5.19480519480519;14.978354978355
"260103";1834;859;93;697;46.8375136314068;5.07088331515812;38.0043620501636
"260104";1872;1023;162;366;54.6474358974359;8.65384615384615;19.5512820512821
"260105";1676;762;228;450;45.4653937947494;13.6038186157518;26.8496420047733
"260106";1985;1097;203;366;55.264483627204;10.2267002518892;18.4382871536524
"260107";933;521;77;145;55.8413719185423;8.2529474812433;15.5412647374062
"260108";1474;869;157;243;58.955223880597;10.651289009498;16.4857530529172
"260201";1054;613;110;187;58.1593927893738;10.4364326375712;17.741935483871
"260202";8033;3684;2125;833;45.8608241005851;26.4533798082908;10.36972488485
"260203";3287;2091;312;374;63.614237906906;9.49193793732887;11.3781563735929
"260204";1302;723;118;132;55.5299539170507;9.06298003072197;10.1382488479263
"260205";1323;751;115;264;56.7649281934996;8.69236583522298;19.9546485260771
"260206";3559;1869;462;607;52.5147513346446;12.9811744872155;17.0553526271425
"260207";1073;580;89;167;54.0540540540541;8.29450139794967;15.5638397017707
"260208";2403;1340;281;280;55.7636287973367;11.6937161880982;11.652101539742
"260209";1818;1032;205;270;56.7656765676568;11.2761276127613;14.8514851485149
"260301";880;422;82;199;47.9545454545455;9.31818181818182;22.6136363636364
"260302";924;497;61;222;53.7878787878788;6.6017316017316;24.025974025974
"260303";3851;1832;691;651;47.5720592054012;17.9433913269281;16.9047000779018
"260304";833;389;76;242;46.6986794717887;9.12364945978391;29.0516206482593
"260305";1477;916;84;248;62.0176032498307;5.68720379146919;16.7907921462424
"260401";2772;1823;170;266;65.7647907647908;6.13275613275613;9.5959595959596
"260402";2954;1603;314;523;54.2654028436019;10.6296547054841;17.7048070412999
"260403";4748;2432;710;632;51.2215669755687;14.9536647009267;13.3108677337826
"260404";3293;1927;379;418;58.5180686304282;11.5092620710598;12.6935924688734
"260405";4682;2515;711;642;53.7163605296882;15.1858180264844;13.7120888509184
"260406";4495;2658;511;516;59.1323692992214;11.3681868743048;11.4794215795328
"260407";1840;1197;79;253;65.054347826087;4.29347826086957;13.75
"260408";2650;1525;245;380;57.5471698113208;9.24528301886792;14.3396226415094
"260409";3677;1536;851;549;41.7731846614088;23.1438672831112;14.930649986402
"260410";4068;1750;689;845;43.0186823992134;16.937069813176;20.771878072763
"260411";2639;1743;215;281;66.0477453580902;8.1470253884047;10.6479727169382
"260412";5615;2533;1181;846;45.1113089937667;21.0329474621549;15.06678539626
"260413";2313;1369;381;190;59.1872027669693;16.4721141374838;8.21444012105491
"260414";4868;2740;616;501;56.2859490550534;12.6540673788003;10.291700903862
"260415";1463;887;150;182;60.6288448393712;10.2529049897471;12.4401913875598
"260416";1510;885;169;183;58.6092715231788;11.1920529801325;12.1192052980132
"260417";2561;1090;570;421;42.5614994142913;22.2569308863725;16.4388910581804
"260418";3443;2003;384;327;58.1760092942202;11.153064188208;9.49753122277084
"260419";4189;2046;880;605;48.8422057770351;21.0074003342086;14.4425877297684
"260501";1064;682;136;88;64.0977443609023;12.781954887218;8.27067669172932
"260502";1321;794;122;119;60.105980317941;9.23542770628312;9.00832702498107
"260503";10889;5003;2071;968;45.9454495362292;19.0191936816971;8.88970520708972
"260504";2320;1463;149;262;63.0603448275862;6.42241379310345;11.2931034482759
"260505";1047;570;121;158;54.4412607449857;11.5568290353391;15.090735434575
"260506";878;524;50;137;59.6810933940774;5.69476082004556;15.6036446469248
"260507";1079;651;93;113;60.3336422613531;8.61909175162187;10.4726598702502
"260508";4326;2078;803;449;48.0351363846509;18.5621821544152;10.3791030975497
"260601";1307;870;58;170;66.5646518745218;4.43764345830145;13.0068859984698
"260602";1849;1204;98;242;65.1162790697674;5.30016224986479;13.0881557598702
"260603";1236;703;104;152;56.8770226537217;8.41423948220065;12.2977346278317
"260604";3214;1619;490;482;50.3733665214686;15.2457996266335;14.9968886123211
"260605";2858;1385;453;456;48.4604618614416;15.850244926522;15.9552134359692
"260606";1033;584;91;127;56.5343659244918;8.80929332042594;12.2942884801549
"260607";1273;780;110;142;61.2725844461901;8.64100549882168;11.1547525530244
"260608";1057;493;81;243;46.6414380321665;7.66319772942289;22.9895931882687
"260701";18024;6919;5644;2310;38.3877052818464;31.3138038171327;12.8162450066578
"260702";908;501;135;110;55.1762114537445;14.8678414096916;12.1145374449339
"260703";3612;1541;743;548;42.6633444075305;20.5703211517165;15.171650055371
"260704";1780;792;347;233;44.4943820224719;19.4943820224719;13.0898876404494
"260705";2455;1208;456;349;49.2057026476578;18.5743380855397;14.2158859470468
"260706";1560;936;102;241;60;6.53846153846154;15.4487179487179
"260801";1228;664;118;248;54.071661237785;9.60912052117264;20.1954397394137
"260802";1234;698;110;183;56.5640194489465;8.91410048622366;14.8298217179903
"260803";1159;661;95;219;57.0319240724763;8.19672131147541;18.8955996548749
"260804";5301;2251;1235;865;42.4636860969628;23.2974910394265;16.3176759102056
"260805";1144;547;98;291;47.8146853146853;8.56643356643357;25.4370629370629
"260901";6903;2475;2070;1059;35.8539765319426;29.986962190352;15.3411560191221
"260902";2118;950;253;503;44.8536355051936;11.9452313503305;23.7488196411709
"260903";1955;1117;233;284;57.1355498721228;11.9181585677749;14.5268542199488
"260904";2033;1170;169;370;57.5504181013281;8.31283817019184;18.1997048696508
"260905";1916;1100;144;361;57.4112734864301;7.51565762004175;18.8413361169102
"260906";1622;855;166;262;52.7127003699137;10.2342786683107;16.1528976572133
"260907";2528;1299;237;486;51.3844936708861;9.375;19.2246835443038
"260908";985;483;75;210;49.0355329949239;7.61421319796954;21.3197969543147
"260909";1133;626;137;180;55.2515445719329;12.0917917034422;15.8870255957635
"261001";13079;5090;4159;1586;38.9173484211331;31.799067206973;12.1263093508678
"261002";2225;1054;487;260;47.3707865168539;21.8876404494382;11.685393258427
"261003";1431;817;112;220;57.0929419986024;7.82669461914745;15.3738644304682
"261004";1645;776;297;258;47.1732522796353;18.0547112462006;15.6838905775076
"261005";2852;1134;708;535;39.7615708274895;24.8246844319776;18.7587657784011
"261101";13792;5259;4421;1649;38.1308004640371;32.0548143851508;11.9562064965197
"261102";2732;1458;461;292;53.3674963396779;16.8740849194729;10.688140556369
"261103";2471;1415;222;342;57.2642654795629;8.98421691622825;13.8405503844597
"261104";3597;2292;273;365;63.71976647206;7.58965804837364;10.1473450097303
"261105";2035;970;444;267;47.6658476658477;21.8181818181818;13.1203931203931
"261201";2038;1234;175;322;60.549558390579;8.58684985279686;15.7998037291462
"261202";1141;703;78;152;61.612620508326;6.83610867659947;13.3216476774759
"261203";935;517;80;196;55.2941176470588;8.55614973262032;20.9625668449198
"261204";2250;1609;118;138;71.5111111111111;5.24444444444444;6.13333333333333
"261205";3488;1880;534;504;53.8990825688073;15.3096330275229;14.4495412844037
"261206";1775;973;187;253;54.8169014084507;10.5352112676056;14.2535211267606
"261207";6926;3448;1267;1013;49.7834247762056;18.2933872365001;14.6260467802483
"261208";1339;691;119;246;51.6056758775205;8.88722927557879;18.3719193427931
"261301";1590;979;111;239;61.5723270440252;6.9811320754717;15.0314465408805
"261302";2890;1693;275;394;58.5813148788927;9.51557093425606;13.6332179930796
"261303";779;386;54;111;49.5507060333761;6.93196405648267;14.2490372272144
"261304";687;364;62;124;52.9839883551674;9.02474526928675;18.0494905385735
"261305";1241;648;109;271;52.2159548751007;8.78323932312651;21.8372280419017
"261306";5716;2675;633;1374;46.7984604618614;11.074177746676;24.037788663401
"266101";66432;22918;22805;8804;34.4984344894027;34.3283357418112;13.2526493256262
"280101";6220;1840;3397;218;29.5819935691318;54.6141479099678;3.5048231511254
"280102";953;250;565;24;26.2329485834208;59.286463798531;2.51836306400839
"280103";2227;848;836;137;38.0781320161652;37.5392905253705;6.15177368657387
"280104";1114;354;469;112;31.7773788150808;42.1005385996409;10.0538599640934
"280105";1405;350;712;87;24.9110320284698;50.6761565836299;6.19217081850534
"280106";1188;519;426;65;43.6868686868687;35.8585858585859;5.47138047138047
"280201";4216;1184;2191;243;28.0834914611006;51.9686907020873;5.76375711574953
"280202";1079;383;354;88;35.4958294717331;32.808155699722;8.15569972196478
"280203";859;219;450;50;25.4947613504075;52.3864959254948;5.82072176949942
"280204";456;171;156;36;37.5;34.2105263157895;7.89473684210526
"280205";1283;539;514;52;42.0109119251754;40.062353858145;4.05300077942323
"280206";493;199;166;32;40.3651115618661;33.6713995943205;6.49087221095335
"280207";529;169;202;45;31.9470699432892;38.1852551984877;8.50661625708885
"280301";5490;1972;2573;254;35.91985428051;46.8670309653916;4.62659380692168
"280302";1801;882;468;124;48.9727928928373;25.9855635757912;6.88506385341477
"280303";1553;725;424;113;46.6838377334192;27.30199613651;7.2762395363812
"280304";3113;1470;935;263;47.2213299068423;30.0353356890459;8.44844201734661
"280305";1091;574;244;105;52.6122823098075;22.3648029330889;9.62419798350138
"280306";1733;910;417;154;52.5100980957876;24.0623196768609;8.8863242931333
"280401";1736;515;767;119;29.6658986175115;44.1820276497696;6.85483870967742
"280402";563;270;148;47;47.9573712255773;26.2877442273535;8.34813499111901
"280403";963;298;415;96;30.944963655244;43.0944963655244;9.96884735202492
"280404";763;327;241;52;42.8571428571429;31.5858453473132;6.81520314547838
"280405";827;294;306;50;35.5501813784764;37.0012091898428;6.0459492140266
"280406";973;336;370;92;34.5323741007194;38.0267214799589;9.45529290853032
"280407";4540;1379;2203;265;30.3744493392071;48.5242290748899;5.83700440528634
"280408";625;222;233;73;35.52;37.28;11.68
"280409";1461;473;608;119;32.3750855578371;41.6153319644079;8.145106091718
"280501";13963;4820;5963;639;34.5198023347418;42.7057222659887;4.57638043400415
"280502";2737;859;1052;179;31.3847278041651;38.4362440628425;6.54000730727073
"280503";1143;565;260;76;49.4313210848644;22.7471566054243;6.64916885389326
"280504";1153;506;336;76;43.8855160450997;29.141370338248;6.59150043365134
"280505";750;251;302;54;33.4666666666667;40.2666666666667;7.2
"280601";7925;2077;4091;484;26.2082018927445;51.6214511041009;6.10725552050473
"280604";2684;738;1248;197;27.4962742175857;46.4977645305514;7.3397913561848
"280605";744;187;383;40;25.1344086021505;51.4784946236559;5.37634408602151
"280606";925;287;327;84;31.027027027027;35.3513513513514;9.08108108108108
"280608";1418;462;652;64;32.5811001410437;45.9802538787024;4.51339915373766
"280610";1421;535;450;114;37.649542575651;31.6678395496129;8.02251935256861
"280701";9927;3042;4835;669;30.6436990027199;48.7055505187871;6.73919613176186
"280702";2627;1056;1004;168;40.1979444232965;38.2185001903312;6.39512752188808
"280703";2943;1045;1082;238;35.5079850492695;36.765205572545;8.08698606863744
"280704";1121;494;251;186;44.0677966101695;22.3907225691347;16.5923282783229
"280705";2277;1189;395;181;52.2178304787;17.3473869126043;7.94905577514273
"280706";2137;855;705;145;40.0093589143659;32.9901731399158;6.78521291530183
"280707";1283;481;542;87;37.4902572096648;42.244738893219;6.78098207326578
"280801";6942;2045;3401;433;29.4583693460098;48.9916450590608;6.23739556323826
"280802";958;367;310;85;38.3089770354906;32.3590814196242;8.87265135699374
"280803";1470;496;519;111;33.7414965986395;35.3061224489796;7.55102040816327
"280804";1760;715;564;112;40.625;32.0454545454545;6.36363636363636
"280805";1778;559;796;113;31.4398200224972;44.7694038245219;6.35545556805399
"280806";784;224;288;57;28.5714285714286;36.734693877551;7.27040816326531
"280901";4376;1087;2634;159;24.8400365630713;60.1919561243144;3.63345521023766
"280902";694;257;269;35;37.0317002881844;38.7608069164265;5.04322766570605
"280903";1362;431;604;67;31.6446402349486;44.3465491923642;4.91923641703377
"280904";652;240;234;40;36.8098159509202;35.8895705521472;6.13496932515337
"280905";2545;909;1163;123;35.7170923379175;45.6974459724951;4.83300589390963
"281001";5882;1769;2935;294;30.0748044882693;49.8979938796328;4.99829989799388
"281002";2177;564;1103;127;25.9072117593018;50.6660542030317;5.83371612310519
"281003";2001;604;849;140;30.1849075462269;42.4287856071964;6.99650174912544
"281004";1808;673;618;135;37.2234513274336;34.1814159292035;7.46681415929204
"281005";987;293;394;94;29.6859169199595;39.918946301925;9.52380952380952
"281101";668;360;129;33;53.8922155688623;19.311377245509;4.94011976047904
"281102";562;268;153;35;47.6868327402135;27.2241992882562;6.22775800711744
"281103";1029;503;275;64;48.8824101068999;26.7249757045675;6.21963070942663
"281104";5064;1948;2087;277;38.4676145339652;41.2124802527646;5.46998420221169
"281201";2863;903;1364;207;31.5403422982885;47.6423332169053;7.23017813482361
"281202";1899;857;507;206;45.1290152711954;26.6982622432859;10.8478146392838
"281203";1408;841;260;92;59.7301136363636;18.4659090909091;6.53409090909091
"281204";2117;1027;535;158;48.5120453471894;25.2716107699575;7.4633915918753
"281205";1867;885;512;161;47.402249598286;27.4236743438672;8.62346009641136
"281303";746;272;217;54;36.4611260053619;29.088471849866;7.23860589812332
"281304";4924;1631;1915;280;33.123476848091;38.8911454102356;5.68643379366369
"281305";752;283;227;47;37.6329787234042;30.186170212766;6.25
"281306";661;255;138;34;38.5779122541604;20.8774583963691;5.14372163388805
"281401";4924;1366;2317;282;27.7416734362307;47.055239642567;5.72705117790414
"281402";4445;1384;1876;435;31.1361079865017;42.2047244094488;9.78627671541057
"281403";3838;1364;1637;192;35.539343408025;42.6524231370505;5.00260552371027
"281404";4318;993;2270;259;22.9967577582214;52.5706345530338;5.99814729041223
"281405";2224;487;1092;187;21.8974820143885;49.1007194244604;8.40827338129496
"281406";1488;567;555;93;38.1048387096774;37.2983870967742;6.25
"281407";2225;502;1114;148;22.561797752809;50.0674157303371;6.65168539325843
"281408";538;198;157;53;36.8029739776952;29.182156133829;9.85130111524164
"281409";3203;956;1493;186;29.847018420231;46.6125507336872;5.80705588510771
"281410";2353;567;1131;173;24.0968975775606;48.0662983425414;7.3523161920952
"281411";4462;726;2517;313;16.2707306140744;56.4096817570596;7.01479157328552
"281412";732;286;264;40;39.0710382513661;36.0655737704918;5.46448087431694
"281501";9096;2455;4939;413;26.9898856640281;54.2985927880387;4.54045734388742
"281502";806;348;255;49;43.1761786600496;31.6377171215881;6.07940446650124
"281503";901;366;335;67;40.6215316315205;37.180910099889;7.4361820199778
"281504";1018;280;478;93;27.5049115913556;46.9548133595285;9.13555992141454
"281505";1179;417;520;65;35.3689567430025;44.1051738761662;5.51314673452078
"281506";976;419;389;37;42.9303278688525;39.8565573770492;3.79098360655738
"281507";1078;315;519;72;29.2207792207792;48.1447124304267;6.67903525046382
"281508";5638;1738;2864;262;30.8265342319972;50.7981553742462;4.64703795672224
"281509";3519;1117;1407;269;31.7419721511793;39.9829497016198;7.64421710713271
"281601";2003;893;515;144;44.583125312032;25.7114328507239;7.1892161757364
"281602";1949;790;657;178;40.5336069779374;33.7095946639302;9.13288866085172
"281603";6344;2771;2212;381;43.6790668348045;34.8675914249685;6.00567465321564
"281604";2301;861;941;136;37.4185136897001;40.8952629291612;5.91047370708388
"281701";6402;2079;2700;476;32.4742268041237;42.174320524836;7.43517650734146
"281702";1287;501;406;145;38.9277389277389;31.5462315462315;11.2665112665113
"281703";989;377;359;108;38.1193124368049;36.2992922143579;10.9201213346815
"281704";1289;427;550;94;33.1264546159814;42.6687354538402;7.29247478665632
"281705";1101;602;187;108;54.677565849228;16.9845594913715;9.80926430517711
"281706";3299;1109;1189;356;33.6162473476811;36.0412246135192;10.7911488329797
"281707";1573;636;545;149;40.4322949777495;34.6471710108074;9.4723458359822
"281708";1193;513;270;179;43.0008382229673;22.6320201173512;15.0041911148365
"281801";643;200;261;47;31.104199066874;40.5909797822706;7.3094867807154
"281802";566;212;157;51;37.4558303886926;27.7385159010601;9.01060070671378
"281803";4470;1263;2133;281;28.255033557047;47.7181208053691;6.28635346756152
"281901";512;231;141;32;45.1171875;27.5390625;6.25
"281902";818;281;308;66;34.3520782396088;37.6528117359413;8.06845965770171
"281903";4146;1106;2003;249;26.6763145200193;48.3116256632899;6.00578871201158
"286101";33045;9463;17319;1609;28.6367075200484;52.4103495233772;4.8691178695718
"286201";55087;13199;28674;3240;23.9602810100387;52.0522083250132;5.88160546045346
"300101";5545;1219;2750;413;21.9837691614067;49.5942290351668;7.44815148782687
"300102";2058;578;732;238;28.0855199222546;35.5685131195335;11.5646258503401
"300103";1672;395;641;208;23.6244019138756;38.3373205741627;12.4401913875598
"300104";1796;550;601;228;30.6236080178174;33.4632516703786;12.6948775055679
"300105";1712;612;572;196;35.7476635514019;33.411214953271;11.4485981308411
"300201";3125;715;1524;261;22.88;48.768;8.352
"300202";2803;860;891;311;30.68141277203;31.7873706742776;11.0952550838387
"300203";1371;529;384;164;38.5849744711889;28.0087527352298;11.962071480671
"300204";1934;636;698;195;32.8852119958635;36.0910031023785;10.0827300930714
"300205";2014;543;719;254;26.961271102284;35.7000993048659;12.6117179741807
"300206";1438;534;369;167;37.134909596662;25.6606397774687;11.6133518776078
"300207";6289;1628;2768;590;25.8864684369534;44.0133566544761;9.38145969152488
"300208";2699;998;812;321;36.9766580214894;30.0852167469433;11.8932938125232
"300301";19574;5316;7995;1370;27.1584755287626;40.8449984673547;6.99908041279248
"300302";2137;750;638;172;35.0959288722508;29.854936827328;8.04866635470285
"300303";3950;1044;1390;373;26.4303797468354;35.1898734177215;9.44303797468354
"300304";1469;473;424;162;32.1987746766508;28.8631722260041;11.0279101429544
"300305";1996;783;448;189;39.2284569138276;22.4448897795591;9.4689378757515
"300306";2094;620;715;231;29.6084049665712;34.14517669532;11.0315186246418
"300307";854;365;202;59;42.7400468384075;23.6533957845433;6.90866510538642
"300308";1514;609;312;125;40.224570673712;20.6076618229855;8.25627476882431
"300309";3074;1100;838;265;35.7839947950553;27.2608978529603;8.62068965517241
"300310";3580;1352;943;256;37.7653631284916;26.340782122905;7.15083798882682
"300401";1637;674;338;191;41.1728772144166;20.6475259621258;11.6676847892486
"300402";7637;2423;2332;653;31.7271179782637;30.5355506088778;8.55047793636245
"300403";3113;1377;646;228;44.2338580147767;20.7516864760681;7.32412463861227
"300404";1606;754;314;124;46.9489414694894;19.5516811955168;7.72104607721046
"300405";2174;835;514;211;38.4084636614535;23.6430542778289;9.70561177552898
"300406";1035;421;203;126;40.6763285024155;19.6135265700483;12.1739130434783
"300407";1546;613;349;116;39.6507115135834;22.5743855109961;7.50323415265201
"300501";1307;488;282;187;37.3374139250191;21.5761285386381;14.3075745983168
"300502";5262;1559;1984;478;29.6275180539719;37.7042949448879;9.08399847966553
"300503";1399;527;350;195;37.6697641172266;25.0178699070765;13.9385275196569
"300504";2777;1017;852;303;36.6222542311847;30.6805905653583;10.9110550954267
"300505";1444;616;324;225;42.6592797783933;22.4376731301939;15.5817174515235
"300601";1947;1006;328;215;51.6692347200822;16.8464304057524;11.0426296866975
"300602";11919;4200;4172;1089;35.2378555247924;35.0029364879604;9.13667253964259
"300603";1665;759;363;168;45.5855855855856;21.8018018018018;10.0900900900901
"300604";2516;1328;438;250;52.7821939586645;17.4085850556439;9.93640699523053
"300701";2538;1028;626;304;40.5043341213554;24.6650906225374;11.9779353821907
"300702";1532;807;218;176;52.6762402088773;14.2297650130548;11.4882506527415
"300703";1104;489;254;145;44.2934782608696;23.0072463768116;13.1340579710145
"300704";2624;1241;589;239;47.2942073170732;22.4466463414634;9.10823170731707
"300705";1859;958;324;149;51.5330823023131;17.4287251210328;8.01506186121571
"300706";1222;610;219;124;49.9181669394435;17.9214402618658;10.1472995090016
"300707";1117;603;148;97;53.9838854073411;13.2497761862131;8.68397493285586
"300708";3246;1399;796;247;43.0991990141713;24.5224892174985;7.60936537276648
"300709";1787;910;372;202;50.923335198657;20.8170117515389;11.3038612199217
"300710";2228;1379;225;205;61.8940754039497;10.0987432675045;9.20107719928187
"300711";2674;1235;554;230;46.1854899027674;20.7180254300673;8.60134629768138
"300801";2172;817;652;163;37.6151012891344;30.0184162062615;7.50460405156538
"300802";1815;652;573;136;35.9228650137741;31.5702479338843;7.4931129476584
"300803";7121;2381;2737;576;33.4363151242803;38.4356129757057;8.08875157983429
"300804";1296;606;281;157;46.7592592592593;21.6820987654321;12.1141975308642
"300805";894;365;262;54;40.82774049217;29.3064876957494;6.04026845637584
"300806";972;437;230;96;44.9588477366255;23.6625514403292;9.87654320987654
"300807";1304;648;310;92;49.6932515337423;23.7730061349693;7.05521472392638
"300901";5945;2176;1915;475;36.6021867115223;32.2119428090833;7.98990748528175
"300902";1790;946;258;115;52.8491620111732;14.413407821229;6.42458100558659
"300903";708;375;78;45;52.9661016949153;11.0169491525424;6.35593220338983
"300904";1777;1058;200;163;59.5385481148002;11.2549240292628;9.17276308384918
"300905";1449;724;206;135;49.9654934437543;14.2167011732229;9.3167701863354
"300906";3201;1382;670;170;43.1740081224617;20.930959075289;5.31084036238675
"300907";2109;962;463;162;45.6140350877193;21.9535324798483;7.68136557610242
"300908";1774;890;327;137;50.1691093573844;18.4329199549042;7.72266065388952
"300909";968;559;85;73;57.7479338842975;8.78099173553719;7.54132231404959
"300910";1565;833;188;160;53.2268370607029;12.0127795527157;10.223642172524
"300911";1063;460;147;61;43.2737535277516;13.8287864534337;5.7384760112888
"301001";3256;1416;798;290;43.4889434889435;24.5085995085995;8.90663390663391
"301002";1179;602;178;147;51.0602205258694;15.09754028838;12.4681933842239
"301003";3214;1360;890;265;42.3148724331052;27.6913503422526;8.2451773490977
"301004";2406;1261;418;183;52.4106400665004;17.3732335827099;7.60598503740648
"301005";2862;1441;520;183;50.3494060097834;18.1691125087352;6.39412997903564
"301006";2077;1046;401;126;50.3610977371209;19.306692344728;6.06644198363024
"301007";2023;1133;315;134;56.0059317844785;15.5709342560554;6.62382600098863
"301008";1805;790;308;262;43.7673130193906;17.0637119113573;14.5152354570637
"301009";1229;596;230;85;48.4947111472742;18.7144019528072;6.91619202603743
"301010";2538;1430;450;130;56.3435776201734;17.7304964539007;5.12214342001576
"301011";3589;1347;1081;314;37.5313457787685;30.1198105321817;8.74895514070772
"301012";3613;1650;915;236;45.6684195959037;25.325214503183;6.53196789371713
"301013";1537;1011;147;79;65.7774886141835;9.56408588158751;5.13988288874431
"301014";1386;740;188;131;53.3910533910534;13.5642135642136;9.45165945165945
"301101";7198;1843;3355;576;25.6043345373715;46.6101694915254;8.00222283967769
"301102";2974;863;1027;343;29.0181573638198;34.53261600538;11.5332885003362
"301103";4049;1178;1319;448;29.093603358854;32.5759446776982;11.0644603605829
"301104";2403;1047;431;225;43.5705368289638;17.9359134415314;9.36329588014981
"301105";4040;1577;1153;383;39.0346534653465;28.539603960396;9.48019801980198
"301201";661;303;102;131;45.839636913767;15.4311649016641;19.8184568835098
"301202";1689;825;352;138;48.8454706927176;20.8407341622262;8.17051509769094
"301203";3011;1270;802;312;42.1786781800066;26.6356692128861;10.3620059780804
"301204";10280;3754;3310;888;36.5175097276265;32.1984435797665;8.63813229571984
"301205";1317;670;162;142;50.8731966590736;12.3006833712984;10.7820804859529
"301206";1773;664;475;133;37.4506486181613;26.790750141004;7.50141003948111
"301301";1941;706;464;183;36.3730036063885;23.9052035033488;9.42812982998454
"301302";2551;654;878;191;25.6370050960408;34.4178753430027;7.48725989807919
"301303";2435;846;716;218;34.7433264887064;29.4045174537988;8.95277207392197
"301304";2805;865;995;224;30.8377896613191;35.4723707664884;7.98573975044563
"301305";2115;648;659;200;30.6382978723404;31.1583924349882;9.45626477541371
"301306";936;343;206;145;36.6452991452991;22.008547008547;15.491452991453
"301307";2293;719;664;274;31.3563017880506;28.9576973397296;11.9494112516354
"301401";693;249;171;102;35.9307359307359;24.6753246753247;14.7186147186147
"301402";1407;400;434;227;28.4292821606254;30.8457711442786;16.1336176261549
"301403";4957;1247;2053;487;25.1563445632439;41.4161791406092;9.82449061932621
"301404";2105;597;832;251;28.3610451306413;39.5249406175772;11.9239904988124
"301501";1343;488;262;214;36.3365599404319;19.5085629188384;15.9344750558451
"301502";2042;665;533;399;32.56611165524;26.101860920666;19.539666993144
"301503";1008;330;260;201;32.7380952380952;25.7936507936508;19.9404761904762
"301504";7762;1767;3147;1031;22.7647513527441;40.5436743107447;13.2826591084772
"301505";4424;1305;1495;608;29.498191681736;33.7929475587703;13.7432188065099
"301506";3850;1041;1355;576;27.038961038961;35.1948051948052;14.961038961039
"301601";9500;2238;3630;1525;23.5578947368421;38.2105263157895;16.0526315789474
"301602";4522;1311;1514;631;28.9915966386555;33.4807607253428;13.9540026536931
"301603";1729;589;444;300;34.0659340659341;25.6795835743204;17.3510699826489
"301701";22223;6199;10236;1481;27.8945236916708;46.060387886424;6.66426675066373
"301702";4086;1625;1214;373;39.7699461576114;29.7112090063632;9.12873225648556
"301703";3957;2189;827;227;55.3196866312863;20.8996714682841;5.73666919383371
"301704";5404;2264;1401;538;41.8948926720947;25.9252405625463;9.95558845299778
"301705";3513;1455;1000;350;41.4175918018787;28.4656988329063;9.96299459151722
"301706";3233;1536;684;296;47.5100525827405;21.1568202907516;9.15558304979895
