"Kod TERYT";"Gmina";"Powiat";"Województwo";"Frekwencja";"% głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście której rejestracja została unieważniona";"% głosów ważnych";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19"
"160903";"gm. Dobrzeń Wielki";"opolski";"opolskie";"51,24";"1,61";"64,52";"35,48";"0,00";"98,39";"38,92";"";"5,91";"8,91";"";"19,20";"";"8,20";"";"18,86"
"160904";"gm. Komprachcice";"opolski";"opolskie";"49,35";"2,33";"80,72";"19,28";"0,00";"97,67";"25,34";"";"4,80";"8,34";"";"24,27";"";"9,49";"";"27,75"
"160905";"gm. Łubniany";"opolski";"opolskie";"49,47";"1,82";"78,57";"21,43";"0,00";"98,18";"30,41";"";"4,66";"11,46";"";"22,39";"";"9,32";"";"21,76"
"160906";"gm. Murów";"opolski";"opolskie";"40,77";"2,03";"86,11";"13,89";"0,00";"97,97";"31,45";"";"4,66";"8,68";"";"26,39";"";"8,11";"";"20,70"
"160907";"gm. Niemodlin";"opolski";"opolskie";"52,03";"1,09";"65,52";"34,48";"0,00";"98,91";"21,23";"";"6,21";"18,18";"";"43,76";"";"9,73";"";"0,89"
"160908";"gm. Ozimek";"opolski";"opolskie";"46,61";"1,95";"69,01";"30,99";"0,00";"98,05";"28,58";"";"5,33";"9,87";"";"31,20";"";"10,72";"";"14,31"
"160909";"gm. Popielów";"opolski";"opolskie";"45,37";"1,78";"69,23";"30,77";"0,00";"98,22";"24,18";"";"5,02";"11,22";"";"32,30";"";"7,60";"";"19,69"
"160910";"gm. Prószków";"opolski";"opolskie";"48,74";"3,22";"84,96";"15,04";"0,00";"96,78";"23,31";"";"5,47";"7,59";"";"27,60";"";"7,27";"";"28,75"
"160911";"gm. Tarnów Opolski";"opolski";"opolskie";"48,93";"1,78";"65,15";"34,85";"0,00";"98,22";"23,91";"";"5,61";"8,85";"";"28,14";"";"10,09";"";"23,41"
"160912";"gm. Tułowice";"opolski";"opolskie";"56,10";"1,37";"84,38";"15,62";"0,00";"98,63";"23,13";"";"8,29";"15,41";"";"42,80";"";"8,72";"";"1,65"
"160913";"gm. Turawa";"opolski";"opolskie";"47,73";"1,47";"83,93";"16,07";"0,00";"98,53";"28,88";"";"3,95";"10,97";"";"23,81";"";"11,72";"";"20,68"
"161001";"gm. Biała";"prudnicki";"opolskie";"40,85";"3,23";"84,07";"15,93";"0,00";"96,77";"16,39";"";"5,31";"8,18";"";"34,48";"";"5,70";"";"29,94"
"161002";"gm. Głogówek";"prudnicki";"opolskie";"45,41";"2,67";"78,74";"21,26";"0,00";"97,33";"20,77";"";"5,30";"6,51";"";"38,39";"";"6,14";"";"22,89"
"161003";"gm. Lubrza";"prudnicki";"opolskie";"53,67";"1,83";"73,53";"26,47";"0,00";"98,17";"15,54";"";"4,67";"14,61";"";"50,25";"";"10,49";"";"4,45"
"161004";"gm. Prudnik";"prudnicki";"opolskie";"55,31";"1,09";"67,72";"32,28";"0,00";"98,91";"20,76";"";"5,71";"9,60";"";"50,14";"";"11,96";"";"1,81"
"161101";"gm. Izbicko";"strzelecki";"opolskie";"46,07";"2,27";"77,78";"22,22";"0,00";"97,73";"19,56";"";"4,85";"6,30";"";"21,83";"";"8,31";"";"39,16"
"161102";"gm. Jemielnica";"strzelecki";"opolskie";"42,31";"2,75";"65,22";"34,78";"0,00";"97,25";"15,29";"";"6,11";"5,29";"";"32,21";"";"5,74";"";"35,37"
"161103";"gm. Kolonowskie";"strzelecki";"opolskie";"40,78";"1,69";"72,73";"27,27";"0,00";"98,31";"20,06";"";"4,52";"6,55";"";"31,08";"";"5,93";"";"31,86"
"161104";"gm. Leśnica";"strzelecki";"opolskie";"47,43";"1,75";"78,43";"21,57";"0,00";"98,25";"18,14";"";"4,68";"6,61";"";"30,02";"";"5,94";"";"34,60"
"161105";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"49,73";"1,87";"68,97";"31,03";"0,00";"98,13";"34,01";"";"5,12";"6,99";"";"29,99";"";"10,99";"";"12,90"
"161106";"gm. Ujazd";"strzelecki";"opolskie";"46,10";"3,06";"67,61";"32,39";"0,00";"96,94";"19,80";"";"4,53";"7,06";"";"38,62";"";"4,79";"";"25,21"
"161107";"gm. Zawadzkie";"strzelecki";"opolskie";"44,35";"1,97";"65,43";"34,57";"0,00";"98,03";"21,30";"";"6,66";"7,28";"";"44,94";"";"7,18";"";"12,63"
"166101";"m. Opole";"Opole";"opolskie";"65,89";"0,68";"60,86";"39,14";"0,00";"99,32";"39,42";"";"5,99";"8,74";"";"26,25";"";"16,19";"";"3,40"
"180103";"gm. Czarna";"bieszczadzki";"podkarpackie";"49,26";"1,01";"70,00";"30,00";"0,00";"98,99";"16,79";"";"6,92";"10,99";"";"58,49";"";"6,82";"";""
"180105";"gm. Lutowiska";"bieszczadzki";"podkarpackie";"58,46";"1,53";"70,00";"30,00";"0,00";"98,47";"27,92";"";"9,88";"14,70";"";"36,78";"";"10,73";"";""
"180108";"gm. Ustrzyki Dolne";"bieszczadzki";"podkarpackie";"51,44";"1,44";"64,76";"35,24";"0,00";"98,56";"21,40";"";"7,42";"11,09";"";"51,01";"";"9,07";"";""
"180201";"gm. Brzozów";"brzozowski";"podkarpackie";"54,46";"0,83";"62,11";"37,89";"0,00";"99,17";"10,70";"";"7,29";"5,14";"";"72,13";"";"4,74";"";""
"180202";"gm. Domaradz";"brzozowski";"podkarpackie";"56,81";"1,05";"51,72";"48,28";"0,00";"98,95";"4,34";"";"5,96";"4,67";"";"81,80";"";"3,24";"";""
"180203";"gm. Dydnia";"brzozowski";"podkarpackie";"52,36";"2,10";"74,65";"25,35";"0,00";"97,90";"6,59";"";"5,44";"4,81";"";"78,68";"";"4,48";"";""
"180204";"gm. Haczów";"brzozowski";"podkarpackie";"57,04";"1,25";"65,38";"34,62";"0,00";"98,75";"9,93";"";"6,23";"5,77";"";"73,34";"";"4,72";"";""
"180205";"gm. Jasienica Rosielna";"brzozowski";"podkarpackie";"65,81";"0,63";"40,00";"60,00";"0,00";"99,37";"4,01";"";"6,42";"4,64";"";"82,77";"";"2,17";"";""
"180206";"gm. Nozdrzec";"brzozowski";"podkarpackie";"53,44";"1,97";"62,32";"37,68";"0,00";"98,03";"7,33";"";"6,37";"7,19";"";"75,06";"";"4,05";"";""
"180301";"m. Dębica";"dębicki";"podkarpackie";"62,62";"0,81";"52,20";"47,80";"0,00";"99,19";"22,46";"";"8,79";"7,13";"";"53,45";"0,49";"7,69";"";""
"180302";"gm. Brzostek";"dębicki";"podkarpackie";"55,29";"1,29";"63,51";"36,49";"0,00";"98,71";"4,87";"";"4,82";"6,82";"";"80,20";"0,37";"2,91";"";""
"180303";"gm. Czarna";"dębicki";"podkarpackie";"58,77";"1,23";"60,00";"40,00";"0,00";"98,77";"8,54";"";"5,50";"11,60";"";"70,43";"0,47";"3,46";"";""
"180304";"gm. Dębica";"dębicki";"podkarpackie";"59,02";"1,15";"57,35";"42,65";"0,00";"98,85";"13,31";"";"7,26";"7,90";"";"66,66";"0,45";"4,41";"";""
"180305";"gm. Jodłowa";"dębicki";"podkarpackie";"51,87";"1,92";"60,47";"39,53";"0,00";"98,08";"5,19";"";"5,47";"9,20";"";"77,49";"0,18";"2,46";"";""
"180306";"gm. Pilzno";"dębicki";"podkarpackie";"60,80";"1,30";"62,28";"37,72";"0,00";"98,70";"8,80";"";"5,80";"7,72";"";"74,50";"0,31";"2,86";"";""
"180307";"gm. Żyraków";"dębicki";"podkarpackie";"60,77";"1,37";"69,89";"30,11";"0,00";"98,63";"8,34";"";"7,23";"10,73";"";"70,32";"0,27";"3,11";"";""
"180401";"m. Jarosław";"jarosławski";"podkarpackie";"58,59";"0,89";"63,06";"36,94";"0,00";"99,11";"23,75";"";"6,89";"8,71";"";"53,87";"";"6,78";"";""
"180402";"m. Radymno";"jarosławski";"podkarpackie";"56,74";"1,33";"75,76";"24,24";"0,00";"98,67";"12,48";"";"8,39";"10,97";"";"62,75";"";"5,40";"";""
"180403";"gm. Chłopice";"jarosławski";"podkarpackie";"56,54";"2,36";"71,67";"28,33";"0,00";"97,64";"6,35";"";"4,38";"9,85";"";"77,00";"";"2,41";"";""
"180404";"gm. Jarosław";"jarosławski";"podkarpackie";"55,83";"1,10";"62,50";"37,50";"0,00";"98,90";"12,02";"";"6,25";"9,28";"";"69,10";"";"3,34";"";""
"180405";"gm. Laszki";"jarosławski";"podkarpackie";"54,98";"2,08";"75,81";"24,19";"0,00";"97,92";"7,11";"";"5,16";"11,83";"";"73,50";"";"2,39";"";""
"180406";"gm. Pawłosiów";"jarosławski";"podkarpackie";"59,72";"0,99";"85,00";"15,00";"0,00";"99,01";"14,35";"";"6,89";"7,44";"";"67,96";"";"3,37";"";""
"180407";"gm. Pruchnik";"jarosławski";"podkarpackie";"59,88";"1,52";"66,20";"33,80";"0,00";"98,48";"9,81";"";"5,23";"4,86";"";"78,33";"";"1,77";"";""
"180408";"gm. Radymno";"jarosławski";"podkarpackie";"54,48";"1,76";"81,40";"18,60";"0,00";"98,24";"6,34";"";"6,13";"10,42";"";"75,20";"";"1,92";"";""
"180409";"gm. Rokietnica";"jarosławski";"podkarpackie";"52,19";"1,77";"69,70";"30,30";"0,00";"98,23";"9,40";"";"4,98";"8,31";"";"75,12";"";"2,19";"";""
"180410";"gm. Roźwienica";"jarosławski";"podkarpackie";"56,13";"1,15";"75,00";"25,00";"0,00";"98,85";"11,73";"";"5,18";"10,18";"";"70,81";"";"2,10";"";""
"180411";"gm. Wiązownica";"jarosławski";"podkarpackie";"62,55";"1,99";"78,26";"21,74";"0,00";"98,01";"24,43";"";"4,90";"3,85";"";"64,84";"";"1,98";"";""
"180501";"m. Jasło";"jasielski";"podkarpackie";"58,38";"0,88";"68,49";"31,51";"0,00";"99,12";"25,22";"";"8,39";"4,27";"";"54,37";"";"7,75";"";""
"180502";"gm. Brzyska";"jasielski";"podkarpackie";"58,24";"1,61";"61,22";"38,78";"0,00";"98,39";"5,32";"";"3,95";"3,58";"";"84,97";"";"2,18";"";""
"180503";"gm. Dębowiec";"jasielski";"podkarpackie";"56,47";"1,66";"60,00";"40,00";"0,00";"98,34";"8,10";"";"4,73";"5,58";"";"78,71";"";"2,88";"";""
"180504";"gm. Jasło";"jasielski";"podkarpackie";"58,58";"1,28";"51,00";"49,00";"0,00";"98,72";"11,75";"";"8,49";"4,54";"";"70,88";"";"4,34";"";""
"180505";"gm. Kołaczyce";"jasielski";"podkarpackie";"56,00";"1,61";"64,06";"35,94";"0,00";"98,39";"8,40";"";"5,49";"4,65";"";"78,80";"";"2,66";"";""
"180506";"gm. Krempna";"jasielski";"podkarpackie";"46,23";"1,67";"41,67";"58,33";"0,00";"98,33";"9,21";"";"7,22";"9,77";"";"68,56";"";"5,24";"";""
"180507";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"58,27";"1,40";"66,67";"33,33";"0,00";"98,60";"7,06";"";"6,87";"4,96";"";"78,98";"";"2,13";"";""
"180508";"gm. Osiek Jasielski";"jasielski";"podkarpackie";"52,91";"1,43";"62,50";"37,50";"0,00";"98,57";"6,08";"";"4,99";"5,40";"";"81,17";"";"2,36";"";""
"180509";"gm. Skołyszyn";"jasielski";"podkarpackie";"57,38";"0,89";"68,63";"31,37";"0,00";"99,11";"11,27";"";"8,41";"5,67";"";"69,68";"";"4,97";"";""
"180511";"gm. Tarnowiec";"jasielski";"podkarpackie";"55,15";"1,13";"70,21";"29,79";"0,00";"98,87";"10,06";"";"6,59";"5,69";"";"72,82";"";"4,84";"";""
"180601";"gm. Cmolas";"kolbuszowski";"podkarpackie";"57,64";"1,21";"53,33";"46,67";"0,00";"98,79";"4,66";"";"8,74";"6,40";"";"77,09";"0,33";"2,78";"";""
"180602";"gm. Kolbuszowa";"kolbuszowski";"podkarpackie";"57,06";"0,96";"62,04";"37,96";"0,00";"99,04";"10,04";"";"12,23";"7,16";"";"64,66";"0,44";"5,47";"";""
"180603";"gm. Majdan Królewski";"kolbuszowski";"podkarpackie";"52,78";"0,94";"66,67";"33,33";"0,00";"99,06";"5,20";"";"6,64";"4,76";"";"80,03";"0,42";"2,95";"";""
"180604";"gm. Niwiska";"kolbuszowski";"podkarpackie";"56,26";"1,22";"42,42";"57,58";"0,00";"98,78";"4,50";"";"9,53";"8,11";"";"74,51";"0,30";"3,04";"";""
"180605";"gm. Raniżów";"kolbuszowski";"podkarpackie";"58,23";"1,44";"57,45";"42,55";"0,00";"98,56";"5,55";"";"8,92";"5,93";"";"76,17";"0,31";"3,12";"";""
"180606";"gm. Dzikowiec";"kolbuszowski";"podkarpackie";"49,34";"1,10";"71,43";"28,57";"0,00";"98,90";"3,35";"";"7,17";"8,01";"";"78,41";"0,44";"2,63";"";""
"180701";"gm. Chorkówka";"krośnieński";"podkarpackie";"56,26";"1,41";"57,65";"42,35";"0,00";"98,59";"11,67";"";"7,68";"6,22";"";"69,11";"";"5,32";"";""
"180702";"gm. Dukla";"krośnieński";"podkarpackie";"53,88";"1,34";"65,48";"34,52";"0,00";"98,66";"11,61";"";"6,79";"7,37";"";"68,96";"";"5,29";"";""
"180703";"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";"64,44";"1,03";"52,54";"47,46";"0,00";"98,97";"14,30";"";"5,76";"7,05";"";"67,65";"";"5,24";"";""
"180704";"gm. Jedlicze";"krośnieński";"podkarpackie";"55,07";"1,29";"63,22";"36,78";"0,00";"98,71";"13,23";"";"6,92";"8,16";"";"63,20";"";"8,49";"";""
"180705";"gm. Korczyna";"krośnieński";"podkarpackie";"58,34";"1,20";"66,67";"33,33";"0,00";"98,80";"17,08";"";"7,35";"6,04";"";"64,43";"";"5,10";"";""
"180706";"gm. Krościenko Wyżne";"krośnieński";"podkarpackie";"61,99";"0,96";"50,00";"50,00";"0,00";"99,04";"13,84";"";"8,04";"7,92";"";"64,62";"";"5,58";"";""
"180707";"gm. Miejsce Piastowe";"krośnieński";"podkarpackie";"59,94";"1,28";"61,90";"38,10";"0,00";"98,72";"14,85";"";"7,35";"11,03";"";"61,90";"";"4,88";"";""
"180708";"gm. Rymanów";"krośnieński";"podkarpackie";"59,32";"1,12";"48,31";"51,69";"0,00";"98,88";"13,13";"";"6,86";"7,78";"";"66,89";"";"5,34";"";""
"180709";"gm. Wojaszówka";"krośnieński";"podkarpackie";"51,72";"0,99";"52,63";"47,37";"0,00";"99,01";"14,22";"";"7,98";"6,19";"";"65,46";"";"6,16";"";""
"180710";"gm. Jaśliska";"krośnieński";"podkarpackie";"51,48";"2,07";"68,18";"31,82";"0,00";"97,93";"12,40";"";"5,00";"8,85";"";"69,81";"";"3,94";"";""
"180801";"m. Leżajsk";"leżajski";"podkarpackie";"58,01";"0,82";"52,83";"47,17";"0,00";"99,18";"17,51";"";"9,78";"7,28";"";"57,40";"0,40";"7,62";"";""
"180802";"gm. Grodzisko Dolne";"leżajski";"podkarpackie";"57,28";"0,84";"48,39";"51,61";"0,00";"99,16";"10,15";"";"7,69";"3,58";"";"76,50";"0,22";"1,86";"";""
"180803";"gm. Kuryłówka";"leżajski";"podkarpackie";"53,52";"1,06";"88,46";"11,54";"0,00";"98,94";"4,25";"";"6,52";"13,38";"";"73,66";"0,17";"2,02";"";""
"180804";"gm. Leżajsk";"leżajski";"podkarpackie";"57,25";"0,75";"64,71";"35,29";"0,00";"99,25";"5,80";"";"9,32";"4,58";"";"77,82";"0,26";"2,22";"";""
"180805";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"60,55";"0,85";"62,79";"37,21";"0,00";"99,15";"5,74";"";"6,01";"3,74";"";"80,84";"0,30";"3,36";"";""
"180901";"m. Lubaczów";"lubaczowski";"podkarpackie";"55,67";"0,78";"67,44";"32,56";"0,00";"99,22";"12,34";"";"8,32";"13,44";"";"51,88";"";"14,01";"";""
"180902";"gm. Cieszanów";"lubaczowski";"podkarpackie";"51,66";"1,92";"79,31";"20,69";"0,00";"98,08";"3,34";"";"6,37";"27,94";"";"57,40";"";"4,95";"";""
"180903";"gm. Horyniec-Zdrój";"lubaczowski";"podkarpackie";"50,72";"1,40";"68,97";"31,03";"0,00";"98,60";"7,63";"";"5,72";"12,22";"";"65,87";"";"8,56";"";""
"180904";"gm. Lubaczów";"lubaczowski";"podkarpackie";"53,91";"1,60";"71,43";"28,57";"0,00";"98,40";"4,23";"";"7,01";"9,25";"";"74,18";"";"5,33";"";""
"180905";"gm. Narol";"lubaczowski";"podkarpackie";"49,51";"1,44";"86,96";"13,04";"0,00";"98,56";"5,30";"";"6,70";"14,03";"";"68,55";"";"5,43";"";""
"180906";"gm. Oleszyce";"lubaczowski";"podkarpackie";"54,25";"1,54";"76,74";"23,26";"0,00";"98,46";"5,42";"";"6,32";"11,20";"";"64,85";"";"12,21";"";""
"180907";"gm. Stary Dzików";"lubaczowski";"podkarpackie";"52,83";"1,53";"64,29";"35,71";"0,00";"98,47";"2,43";"";"6,58";"16,76";"";"69,52";"";"4,70";"";""
"180908";"gm. Wielkie Oczy";"lubaczowski";"podkarpackie";"55,57";"1,43";"70,83";"29,17";"0,00";"98,57";"4,04";"";"6,28";"10,74";"";"74,89";"";"4,04";"";""
"181001";"m. Łańcut";"łańcucki";"podkarpackie";"63,19";"0,76";"55,88";"44,12";"0,00";"99,24";"18,25";"";"9,65";"8,01";"";"54,89";"0,65";"8,56";"";""
"181002";"gm. Białobrzegi";"łańcucki";"podkarpackie";"59,88";"0,60";"41,67";"58,33";"0,00";"99,40";"10,24";"";"10,91";"6,64";"";"68,74";"0,37";"3,10";"";""
"181003";"gm. Czarna";"łańcucki";"podkarpackie";"64,92";"0,92";"43,64";"56,36";"0,00";"99,08";"7,80";"";"8,57";"5,99";"";"74,23";"0,39";"3,02";"";""
"181004";"gm. Łańcut";"łańcucki";"podkarpackie";"63,74";"0,64";"59,42";"40,58";"0,00";"99,36";"7,89";"";"7,67";"8,39";"";"71,89";"0,46";"3,71";"";""
"181005";"gm. Markowa";"łańcucki";"podkarpackie";"59,74";"1,00";"48,39";"51,61";"0,00";"99,00";"5,87";"";"8,43";"6,29";"";"75,06";"0,49";"3,86";"";""
"181006";"gm. Rakszawa";"łańcucki";"podkarpackie";"62,06";"1,00";"47,22";"52,78";"0,00";"99,00";"6,92";"";"7,06";"5,57";"";"77,52";"0,37";"2,56";"";""
"181007";"gm. Żołynia";"łańcucki";"podkarpackie";"58,88";"1,11";"44,44";"55,56";"0,00";"98,89";"8,84";"";"6,93";"7,12";"";"72,89";"0,75";"3,47";"";""
"181101";"m. Mielec";"mielecki";"podkarpackie";"61,52";"0,63";"59,78";"40,22";"0,00";"99,37";"21,36";"";"8,15";"8,34";"";"52,65";"0,91";"8,59";"";""
"181102";"gm. Borowa";"mielecki";"podkarpackie";"57,68";"1,40";"61,11";"38,89";"0,00";"98,60";"7,41";"";"4,61";"15,88";"";"68,39";"0,43";"3,27";"";""
"181103";"gm. Czermin";"mielecki";"podkarpackie";"55,43";"0,86";"44,44";"55,56";"0,00";"99,14";"7,13";"";"3,97";"9,62";"";"75,40";"0,45";"3,42";"";""
"181104";"gm. Gawłuszowice";"mielecki";"podkarpackie";"60,44";"1,61";"76,19";"23,81";"0,00";"98,39";"5,77";"";"3,51";"9,91";"";"78,08";"0,31";"2,42";"";""
"181105";"gm. Mielec";"mielecki";"podkarpackie";"60,86";"1,25";"58,75";"41,25";"0,00";"98,75";"11,26";"";"6,61";"9,76";"";"63,59";"0,62";"8,16";"";""
"181106";"gm. Padew Narodowa";"mielecki";"podkarpackie";"58,38";"1,08";"37,04";"62,96";"0,00";"98,92";"5,82";"";"5,09";"11,32";"";"74,58";"0,12";"3,07";"";""
"181107";"gm. Przecław";"mielecki";"podkarpackie";"58,64";"1,50";"69,14";"30,86";"0,00";"98,50";"8,13";"";"5,01";"8,75";"";"73,86";"0,36";"3,90";"";""
"181108";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"56,23";"1,55";"61,46";"38,54";"0,00";"98,45";"5,19";"";"4,57";"18,34";"";"68,40";"0,43";"3,07";"";""
"181109";"gm. Tuszów Narodowy";"mielecki";"podkarpackie";"61,50";"1,37";"75,93";"24,07";"0,00";"98,63";"5,46";"";"4,95";"14,22";"";"72,15";"0,28";"2,94";"";""
"181110";"gm. Wadowice Górne";"mielecki";"podkarpackie";"55,84";"2,01";"61,19";"38,81";"0,00";"97,99";"4,94";"";"4,75";"11,96";"";"76,12";"0,34";"1,90";"";""
"181201";"gm. Harasiuki";"niżański";"podkarpackie";"53,27";"1,02";"55,56";"44,44";"0,00";"98,98";"5,10";"";"7,62";"6,28";"";"75,71";"0,73";"4,56";"";""
"181202";"gm. Jarocin";"niżański";"podkarpackie";"49,59";"1,14";"56,00";"44,00";"0,00";"98,86";"6,42";"";"8,18";"7,16";"";"72,32";"0,65";"5,27";"";""
"181203";"gm. Jeżowe";"niżański";"podkarpackie";"59,54";"1,23";"43,10";"56,90";"0,00";"98,77";"2,29";"";"5,96";"3,41";"";"86,49";"0,30";"1,54";"";""
"181204";"gm. Krzeszów";"niżański";"podkarpackie";"50,24";"0,97";"47,06";"52,94";"0,00";"99,03";"5,61";"";"7,63";"5,09";"";"76,47";"0,64";"4,57";"";""
"181205";"gm. Nisko";"niżański";"podkarpackie";"55,00";"0,98";"63,54";"36,46";"0,00";"99,02";"10,84";"";"8,65";"7,17";"";"61,74";"0,63";"10,97";"";""
"181206";"gm. Rudnik nad Sanem";"niżański";"podkarpackie";"51,33";"1,03";"60,47";"39,53";"0,00";"98,97";"11,01";"";"9,61";"7,20";"";"63,55";"0,63";"8,00";"";""
"181207";"gm. Ulanów";"niżański";"podkarpackie";"50,07";"1,48";"60,78";"39,22";"0,00";"98,52";"6,34";"";"10,45";"4,69";"";"73,09";"0,68";"4,75";"";""
"181301";"gm. Bircza";"przemyski";"podkarpackie";"50,49";"2,17";"72,41";"27,59";"0,00";"97,83";"8,02";"";"7,33";"9,50";"";"72,21";"";"2,94";"";""
"181302";"gm. Dubiecko";"przemyski";"podkarpackie";"50,51";"1,64";"83,87";"16,13";"0,00";"98,36";"9,04";"";"5,55";"11,94";"";"68,86";"";"4,61";"";""
"181303";"gm. Fredropol";"przemyski";"podkarpackie";"49,50";"2,48";"60,00";"40,00";"0,00";"97,52";"14,42";"";"5,09";"9,80";"";"66,94";"";"3,74";"";""
"181304";"gm. Krasiczyn";"przemyski";"podkarpackie";"54,45";"1,43";"62,50";"37,50";"0,00";"98,57";"17,66";"";"8,17";"9,03";"";"58,28";"";"6,85";"";""
"181305";"gm. Krzywcza";"przemyski";"podkarpackie";"52,93";"1,70";"51,43";"48,57";"0,00";"98,30";"5,24";"";"6,68";"10,53";"";"75,12";"";"2,42";"";""
"181306";"gm. Medyka";"przemyski";"podkarpackie";"53,52";"1,44";"51,22";"48,78";"0,00";"98,56";"11,13";"";"7,42";"10,13";"";"66,83";"";"4,49";"";""
"181307";"gm. Orły";"przemyski";"podkarpackie";"56,10";"1,52";"83,05";"16,95";"0,00";"98,48";"7,86";"";"8,72";"15,80";"";"64,04";"";"3,58";"";""
"181308";"gm. Przemyśl";"przemyski";"podkarpackie";"56,50";"1,54";"72,22";"27,78";"0,00";"98,46";"16,42";"";"8,24";"10,02";"";"59,49";"";"5,83";"";""
"181309";"gm. Stubno";"przemyski";"podkarpackie";"45,28";"2,95";"80,95";"19,05";"0,00";"97,05";"11,80";"";"5,50";"13,18";"";"65,82";"";"3,69";"";""
"181310";"gm. Żurawica";"przemyski";"podkarpackie";"55,74";"1,73";"77,23";"22,77";"0,00";"98,27";"14,01";"";"7,14";"9,44";"";"64,51";"";"4,90";"";""
"181401";"m. Przeworsk";"przeworski";"podkarpackie";"60,33";"0,97";"51,39";"48,61";"0,00";"99,03";"15,55";"";"6,97";"9,60";"";"60,59";"";"7,29";"";""
"181402";"gm. Adamówka";"przeworski";"podkarpackie";"51,45";"2,41";"73,81";"26,19";"0,00";"97,59";"15,47";"";"6,71";"8,76";"";"67,06";"";"2,00";"";""
"181403";"gm. Gać";"przeworski";"podkarpackie";"57,12";"1,85";"76,92";"23,08";"0,00";"98,15";"5,65";"";"6,71";"11,64";"";"72,08";"";"3,91";"";""
"181404";"gm. Jawornik Polski";"przeworski";"podkarpackie";"53,99";"1,68";"73,53";"26,47";"0,00";"98,32";"7,72";"";"5,77";"12,69";"";"69,16";"";"4,66";"";""
"181405";"gm. Kańczuga";"przeworski";"podkarpackie";"51,05";"1,59";"66,67";"33,33";"0,00";"98,41";"9,58";"";"6,04";"14,48";"";"64,81";"";"5,09";"";""
"181406";"gm. Przeworsk";"przeworski";"podkarpackie";"60,29";"1,05";"61,33";"38,67";"0,00";"98,95";"4,84";"";"5,35";"7,49";"";"79,33";"";"2,99";"";""
"181407";"gm. Sieniawa";"przeworski";"podkarpackie";"54,97";"2,08";"63,64";"36,36";"0,00";"97,92";"29,05";"";"5,93";"3,93";"";"57,36";"";"3,74";"";""
"181408";"gm. Tryńcza";"przeworski";"podkarpackie";"58,88";"1,20";"70,21";"29,79";"0,00";"98,80";"5,94";"";"5,32";"3,72";"";"82,47";"";"2,56";"";""
"181409";"gm. Zarzecze";"przeworski";"podkarpackie";"56,80";"1,78";"68,97";"31,03";"0,00";"98,22";"5,06";"";"6,16";"14,59";"";"70,59";"";"3,59";"";""
"181501";"gm. Iwierzyce";"ropczycko-sędziszowski";"podkarpackie";"62,26";"0,93";"65,71";"34,29";"0,00";"99,07";"6,08";"";"6,86";"7,23";"";"74,91";"0,40";"4,51";"";""
"181502";"gm. Ostrów";"ropczycko-sędziszowski";"podkarpackie";"58,54";"1,86";"58,73";"41,27";"0,00";"98,14";"4,76";"";"7,35";"5,91";"";"74,15";"0,36";"7,47";"";""
"181503";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"61,60";"1,18";"58,71";"41,29";"0,00";"98,82";"8,06";"";"7,70";"13,65";"";"66,78";"0,34";"3,47";"";""
"181504";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"62,99";"1,02";"48,76";"51,24";"0,00";"98,98";"8,30";"";"7,30";"6,16";"";"73,93";"0,43";"3,88";"";""
"181505";"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";"57,77";"1,28";"76,60";"23,40";"0,00";"98,72";"2,78";"";"5,94";"9,02";"";"79,67";"0,25";"2,34";"";""
"181601";"m. Dynów";"rzeszowski";"podkarpackie";"59,04";"1,27";"64,86";"35,14";"0,00";"98,73";"11,20";"";"8,80";"7,13";"";"65,11";"0,49";"7,27";"";""
