"TERYT";"Jednostka terytorialna";"Frekwencja";"% głosów nieważnych";"w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"w tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście której rejestracja została unieważniona";"% głosów ważnych";"KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI - ZPOW-603-7/19";"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS - ZPOW-603-4/19";"KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA - ZPOW-603-14/19";"KOMITET WYBORCZY JEDNOŚĆ NARODU - ZPOW-603-11/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-603-5/19";"KOMITET WYBORCZY RUCH PRAWDZIWA EUROPA - EUROPA CHRISTI - ZPOW-603-9/19";"KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA - ZPOW-603-8/19";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY - ZPOW-603-3/19";"KOMITET WYBORCZY WYBORCÓW KUKIZ'15 - ZPOW-603-1/19";"KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI - ZPOW-603-6/19"
"141603";"gm. Boguty-Pianki";"43,37";"0,75";"42,86";"57,14";"0,00";"99,25";"10,49";"0,22";"";"0,11";"84,00";"";"0,86";"1,73";"2,27";"0,32"
"141604";"gm. Brok";"42,89";"0,89";"33,33";"66,67";"0,00";"99,11";"25,47";"0,80";"";"0,10";"61,99";"";"4,38";"4,28";"2,59";"0,40"
"141605";"gm. Małkinia Górna";"42,00";"1,14";"51,11";"48,89";"0,00";"98,86";"19,12";"0,66";"";"0,08";"70,77";"";"2,73";"3,06";"2,73";"0,84"
"141606";"gm. Nur";"43,72";"1,06";"54,55";"45,45";"0,00";"98,94";"13,02";"0,39";"";"0,19";"80,37";"";"1,65";"1,55";"2,14";"0,68"
"141607";"gm. Ostrów Mazowiecka";"39,44";"0,72";"65,52";"34,48";"0,00";"99,28";"16,85";"0,57";"";"0,17";"71,23";"";"2,72";"4,02";"3,79";"0,65"
"141608";"gm. Stary Lubotyń";"40,63";"1,66";"70,00";"30,00";"0,00";"98,34";"9,11";"0,25";"";"0,34";"85,92";"";"0,67";"2,28";"1,18";"0,25"
"141609";"gm. Szulborze Wielkie";"39,46";"1,43";"50,00";"50,00";"0,00";"98,57";"24,91";"0,36";"";"0,00";"67,82";"";"2,36";"3,09";"1,27";"0,18"
"141610";"gm. Wąsewo";"42,73";"1,20";"66,67";"33,33";"0,00";"98,80";"21,98";"0,34";"";"0,00";"68,85";"";"2,29";"3,51";"2,29";"0,74"
"141611";"gm. Zaręby Kościelne";"42,37";"0,79";"50,00";"50,00";"0,00";"99,21";"13,63";"0,16";"";"0,08";"79,79";"";"1,27";"2,46";"1,74";"0,87"
"141701";"m. Józefów";"61,94";"0,63";"34,48";"65,52";"0,00";"99,37";"40,45";"1,03";"";"";"36,66";"";"8,99";"6,26";"4,52";"2,08"
"141702";"m. Otwock";"53,94";"0,76";"51,41";"48,59";"0,00";"99,24";"36,28";"1,26";"";"";"42,70";"";"8,26";"5,08";"4,89";"1,53"
"141703";"gm. Celestynów";"52,42";"1,01";"59,18";"40,82";"0,00";"98,99";"24,14";"1,23";"";"";"58,09";"";"6,06";"4,06";"5,02";"1,40"
"141704";"gm. Karczew";"51,05";"0,85";"53,70";"46,30";"0,00";"99,15";"28,21";"1,29";"";"";"53,57";"";"6,48";"4,57";"4,25";"1,62"
"141705";"gm. Kołbiel";"47,48";"1,40";"65,12";"34,88";"0,00";"98,60";"17,94";"0,93";"";"";"66,26";"";"3,73";"4,49";"5,45";"1,19"
"141706";"gm. Osieck";"47,18";"1,32";"61,11";"38,89";"0,00";"98,68";"13,40";"0,74";"";"";"73,05";"";"2,38";"3,50";"5,81";"1,12"
"141707";"gm. Sobienie-Jeziory";"46,44";"1,19";"75,00";"25,00";"0,00";"98,81";"23,20";"0,90";"";"";"60,91";"";"4,30";"3,39";"6,14";"1,16"
"141708";"gm. Wiązowna";"55,45";"0,77";"63,41";"36,59";"0,00";"99,23";"33,40";"1,06";"";"";"45,65";"";"7,59";"5,23";"5,46";"1,61"
"141801";"gm. Góra Kalwaria";"46,24";"1,01";"58,76";"41,24";"0,00";"98,99";"34,59";"1,40";"";"";"44,97";"";"7,39";"4,98";"4,97";"1,70"
"141802";"gm. Konstancin-Jeziorna";"58,81";"0,68";"51,90";"48,10";"0,00";"99,32";"44,45";"1,11";"";"";"36,84";"";"8,02";"4,49";"3,41";"1,67"
"141803";"gm. Lesznowola";"61,19";"0,56";"50,77";"49,23";"0,00";"99,44";"48,35";"1,27";"";"";"29,50";"";"10,59";"4,59";"4,02";"1,68"
"141804";"gm. Piaseczno";"58,67";"0,67";"41,30";"58,70";"0,00";"99,33";"49,86";"1,29";"";"";"29,81";"";"9,71";"4,03";"3,83";"1,48"
"141805";"gm. Prażmów";"48,36";"0,66";"59,26";"40,74";"0,00";"99,34";"35,48";"1,21";"";"";"44,13";"";"8,23";"5,08";"4,24";"1,63"
"141806";"gm. Tarczyn";"47,68";"0,97";"63,41";"36,59";"0,00";"99,03";"28,17";"1,20";"";"";"54,84";"";"6,47";"3,95";"4,17";"1,20"
"141901";"gm. Bielsk";"37,36";"1,21";"62,50";"37,50";"0,00";"98,79";"23,80";"0,65";"";"0,61";"62,74";"";"3,74";"4,08";"4,00";"0,38"
"141902";"gm. Bodzanów";"37,40";"1,81";"66,67";"33,33";"0,00";"98,19";"26,53";"0,49";"";"0,33";"62,03";"";"3,98";"3,61";"2,01";"1,03"
"141903";"gm. Brudzeń Duży";"36,91";"0,99";"54,17";"45,83";"0,00";"99,01";"19,11";"0,63";"";"0,33";"70,15";"";"3,01";"2,55";"3,47";"0,75"
"141904";"gm. Bulkowo";"34,83";"1,64";"76,92";"23,08";"0,00";"98,36";"16,04";"0,71";"";"0,32";"73,89";"";"2,63";"2,95";"2,31";"1,15"
"141905";"gm. Drobin";"31,06";"1,24";"54,17";"45,83";"0,00";"98,76";"26,16";"0,36";"";"0,10";"64,04";"";"2,45";"2,92";"3,44";"0,52"
"141906";"gm. Gąbin";"40,89";"1,59";"63,79";"36,21";"0,00";"98,41";"24,20";"0,72";"";"0,36";"63,90";"";"3,46";"3,29";"2,84";"1,23"
"141907";"gm. Łąck";"41,56";"1,69";"51,61";"48,39";"0,00";"98,31";"29,52";"0,50";"";"0,33";"56,03";"";"4,28";"4,11";"4,61";"0,61"
"141908";"gm. Mała Wieś";"33,27";"1,41";"43,48";"56,52";"0,00";"98,59";"21,81";"0,87";"";"0,37";"66,23";"";"3,55";"2,49";"3,05";"1,62"
"141909";"gm. Nowy Duninów";"38,73";"1,45";"44,44";"55,56";"0,00";"98,55";"26,98";"0,82";"";"0,25";"61,73";"";"4,50";"2,70";"2,53";"0,49"
"141910";"gm. Radzanowo";"40,31";"0,94";"64,00";"36,00";"0,00";"99,06";"32,86";"0,99";"";"0,27";"54,52";"";"4,38";"3,24";"3,20";"0,53"
"141911";"gm. Słubice";"39,47";"1,13";"25,00";"75,00";"0,00";"98,87";"17,65";"0,43";"";"0,43";"72,74";"";"3,06";"3,06";"2,35";"0,28"
"141912";"gm. Słupno";"48,94";"0,95";"48,28";"51,72";"0,00";"99,05";"45,05";"0,86";"";"0,20";"38,98";"";"7,59";"3,33";"3,40";"0,59"
"141913";"gm. Stara Biała";"42,34";"1,01";"48,72";"51,28";"0,00";"98,99";"29,73";"0,57";"";"0,31";"55,78";"";"5,27";"3,63";"3,81";"0,89"
"141914";"gm. Staroźreby";"33,49";"1,08";"42,86";"57,14";"0,00";"98,92";"18,59";"0,78";"";"0,16";"70,43";"";"3,57";"2,85";"3,06";"0,57"
"141915";"gm. Wyszogród";"35,56";"1,35";"40,91";"59,09";"0,00";"98,65";"26,60";"0,62";"";"0,37";"58,75";"";"5,86";"2,49";"1,43";"3,86"
"142001";"m. Płońsk";"43,33";"1,06";"46,25";"53,75";"0,00";"98,94";"40,96";"1,06";"";"0,29";"44,23";"";"5,71";"4,46";"2,55";"0,74"
"142002";"m. Raciąż";"37,12";"0,82";"63,64";"36,36";"0,00";"99,18";"27,40";"1,06";"";"0,30";"57,66";"";"5,81";"3,77";"3,47";"0,53"
"142003";"gm. Baboszewo";"35,10";"1,30";"65,52";"34,48";"0,00";"98,70";"21,01";"0,64";"";"0,18";"67,99";"";"3,55";"3,50";"2,36";"0,77"
"142004";"gm. Czerwińsk nad Wisłą";"28,42";"1,21";"47,62";"52,38";"0,00";"98,79";"17,05";"0,70";"";"0,29";"70,90";"";"3,03";"2,10";"4,19";"1,75"
"142005";"gm. Dzierzążnia";"37,03";"1,96";"59,09";"40,91";"0,00";"98,04";"18,98";"0,73";"";"0,00";"72,12";"";"1,91";"3,00";"2,45";"0,82"
"142006";"gm. Joniec";"40,89";"0,87";"37,50";"62,50";"0,00";"99,13";"26,98";"1,21";"";"0,77";"58,37";"";"5,51";"3,30";"2,97";"0,88"
"142007";"gm. Naruszewo";"29,78";"1,51";"60,87";"39,13";"0,00";"98,49";"21,21";"0,87";"";"0,13";"67,71";"";"2,54";"3,80";"2,80";"0,93"
"142008";"gm. Nowe Miasto";"40,13";"2,24";"44,12";"55,88";"0,00";"97,76";"26,18";"0,20";"";"0,20";"63,26";"";"3,70";"2,22";"3,30";"0,94"
"142009";"gm. Płońsk";"33,84";"0,99";"61,90";"38,10";"0,00";"99,01";"26,89";"0,90";"";"0,29";"59,10";"";"4,80";"4,37";"2,76";"0,90"
"142010";"gm. Raciąż";"31,03";"2,36";"43,14";"56,86";"0,00";"97,64";"16,89";"0,52";"";"0,28";"72,85";"";"2,37";"2,51";"3,97";"0,61"
"142011";"gm. Sochocin";"37,38";"1,06";"63,16";"36,84";"0,00";"98,94";"24,72";"0,62";"";"0,34";"64,93";"";"2,32";"3,79";"2,09";"1,19"
"142012";"gm. Załuski";"30,45";"2,33";"68,75";"31,25";"0,00";"97,67";"23,60";"0,82";"";"0,30";"64,41";"";"4,99";"3,43";"2,16";"0,30"
"142101";"m. Piastów";"58,06";"0,57";"55,17";"44,83";"0,00";"99,43";"38,22";"1,53";"";"";"39,52";"";"8,82";"5,19";"4,97";"1,75"
"142102";"m. Pruszków";"55,09";"0,49";"57,14";"42,86";"0,00";"99,51";"42,19";"1,34";"";"";"35,29";"";"9,51";"4,53";"5,50";"1,64"
"142103";"gm. Brwinów";"59,22";"0,54";"46,03";"53,97";"0,00";"99,46";"43,24";"1,53";"";"";"34,25";"";"9,88";"4,32";"5,08";"1,70"
"142104";"gm. Michałowice";"66,86";"0,57";"44,23";"55,77";"0,00";"99,43";"48,25";"1,23";"";"";"29,94";"";"9,51";"4,29";"4,72";"2,07"
"142105";"gm. Nadarzyn";"56,55";"0,64";"53,85";"46,15";"0,00";"99,36";"45,51";"1,00";"";"";"33,71";"";"8,85";"4,76";"4,53";"1,65"
"142106";"gm. Raszyn";"56,20";"0,84";"55,70";"44,30";"0,00";"99,16";"34,13";"1,14";"";"";"44,60";"";"8,69";"5,10";"4,98";"1,36"
"142201";"m. Przasnysz";"42,66";"0,81";"54,35";"45,65";"0,00";"99,19";"35,54";"0,90";"";"0,37";"50,78";"";"3,54";"5,25";"2,87";"0,74"
"142202";"gm. Chorzele";"34,24";"1,28";"54,29";"45,71";"0,00";"98,72";"24,06";"0,48";"";"0,19";"68,30";"";"1,97";"2,78";"1,85";"0,37"
"142203";"gm. Czernice Borowe";"36,34";"1,53";"58,82";"41,18";"0,00";"98,47";"15,72";"0,55";"";"0,09";"74,31";"";"2,38";"4,30";"2,19";"0,46"
"142204";"gm. Jednorożec";"31,32";"1,30";"69,57";"30,43";"0,00";"98,70";"20,40";"0,75";"";"0,46";"67,47";"";"2,13";"4,89";"3,10";"0,80"
"142205";"gm. Krasne";"35,72";"0,66";"85,71";"14,29";"0,00";"99,34";"19,05";"0,47";"";"0,28";"71,18";"";"2,09";"3,22";"3,03";"0,66"
"142206";"gm. Krzynowłoga Mała";"42,69";"1,31";"87,50";"12,50";"0,00";"98,69";"11,16";"0,33";"";"0,08";"81,27";"";"0,33";"4,33";"2,16";"0,33"
"142207";"gm. Przasnysz";"37,37";"0,94";"40,00";"60,00";"0,00";"99,06";"17,21";"0,71";"";"0,19";"74,74";"";"1,53";"2,91";"2,24";"0,48"
"142301";"gm. Borkowice";"39,22";"0,85";"50,00";"50,00";"0,00";"99,15";"22,28";"0,85";"";"0,43";"66,98";"";"2,28";"1,99";"4,41";"0,78"
"142302";"gm. Gielniów";"45,03";"1,98";"61,76";"38,24";"0,00";"98,02";"9,17";"0,66";"";"0,18";"80,05";"";"1,73";"2,80";"5,24";"0,18"
"142303";"gm. Klwów";"51,87";"1,89";"48,15";"51,85";"0,00";"98,11";"20,44";"0,36";"";"0,14";"71,01";"";"0,93";"2,64";"4,06";"0,43"
"142304";"gm. Odrzywół";"53,65";"0,81";"64,29";"35,71";"0,00";"99,19";"9,99";"0,41";"";"0,23";"82,06";"";"1,05";"2,81";"2,86";"0,58"
"142305";"gm. Potworów";"39,43";"1,36";"66,67";"33,33";"0,00";"98,64";"10,86";"0,84";"";"0,38";"77,28";"";"1,76";"3,37";"4,67";"0,84"
"142306";"gm. Przysucha";"46,08";"0,82";"55,26";"44,74";"0,00";"99,18";"21,70";"0,65";"";"0,22";"64,16";"";"3,20";"4,10";"5,53";"0,44"
"142307";"gm. Rusinów";"50,60";"0,94";"52,94";"47,06";"0,00";"99,06";"8,41";"0,11";"";"0,11";"79,70";"";"1,23";"2,47";"7,63";"0,34"
"142308";"gm. Wieniawa";"46,79";"0,97";"65,00";"35,00";"0,00";"99,03";"12,54";"0,73";"";"0,15";"78,49";"";"1,57";"2,89";"3,28";"0,34"
"142401";"gm. Gzy";"37,95";"1,52";"61,11";"38,89";"0,00";"98,48";"21,31";"0,17";"";"0,26";"70,10";"";"1,46";"3,26";"2,32";"1,12"
"142402";"gm. Obryte";"44,88";"2,15";"52,63";"47,37";"0,00";"97,85";"22,18";"0,75";"";"0,46";"69,08";"";"2,03";"2,49";"2,32";"0,69"
"142403";"gm. Pokrzywnica";"39,71";"0,94";"33,33";"66,67";"0,00";"99,06";"26,81";"0,63";"";"0,06";"63,18";"";"3,55";"3,36";"1,96";"0,44"
"142404";"gm. Pułtusk";"40,89";"0,79";"50,00";"50,00";"0,00";"99,21";"35,71";"0,64";"";"0,24";"51,41";"";"4,50";"4,21";"2,56";"0,73"
"142405";"gm. Świercze";"34,59";"1,36";"61,11";"38,89";"0,00";"98,64";"25,21";"0,38";"";"0,15";"62,38";"";"4,52";"3,98";"2,91";"0,46"
"142406";"gm. Winnica";"43,64";"1,14";"75,00";"25,00";"0,00";"98,86";"26,56";"0,57";"";"0,43";"64,03";"";"1,87";"4,16";"1,65";"0,72"
"142407";"gm. Zatory";"42,65";"1,25";"57,14";"42,86";"0,00";"98,75";"23,88";"0,36";"";"0,06";"66,81";"";"2,06";"3,93";"2,24";"0,67"
"142501";"m. Pionki";"41,48";"0,84";"57,69";"42,31";"0,00";"99,16";"31,91";"0,94";"";"0,23";"54,01";"";"5,54";"3,88";"2,47";"1,01"
"142502";"gm. Gózd";"47,38";"0,70";"56,52";"43,48";"0,00";"99,30";"10,62";"0,46";"";"0,21";"78,14";"";"2,76";"3,77";"3,28";"0,77"
"142503";"gm. Iłża";"37,08";"0,80";"61,11";"38,89";"0,00";"99,20";"23,58";"0,47";"";"0,18";"64,82";"";"3,47";"3,74";"3,05";"0,69"
"142504";"gm. Jastrzębia";"45,50";"1,23";"54,84";"45,16";"0,00";"98,77";"16,54";"0,36";"";"0,28";"72,35";"";"2,33";"4,02";"3,26";"0,85"
"142505";"gm. Jedlińsk";"42,13";"0,81";"55,26";"44,74";"0,00";"99,19";"16,00";"0,45";"";"0,30";"73,13";"";"3,48";"3,71";"2,38";"0,54"
"142506";"gm. Jedlnia-Letnisko";"48,06";"0,31";"53,33";"46,67";"0,00";"99,69";"20,57";"0,45";"";"0,27";"66,78";"";"4,44";"3,99";"2,87";"0,63"
"142507";"gm. Kowala";"46,35";"0,99";"69,77";"30,23";"0,00";"99,01";"18,21";"0,40";"";"0,14";"69,38";"";"3,24";"4,59";"3,29";"0,75"
"142508";"gm. Pionki";"39,89";"1,09";"47,22";"52,78";"0,00";"98,91";"18,42";"0,43";"";"0,25";"70,23";"";"2,49";"3,78";"3,63";"0,77"
"142509";"gm. Przytyk";"44,35";"0,71";"50,00";"50,00";"0,00";"99,29";"9,41";"0,44";"";"0,16";"82,32";"";"1,62";"4,11";"1,58";"0,36"
"142510";"gm. Skaryszew";"45,11";"0,61";"64,52";"35,48";"0,00";"99,39";"14,16";"0,39";"";"0,28";"76,19";"";"2,22";"3,19";"2,77";"0,81"
"142511";"gm. Wierzbica";"40,84";"1,17";"70,27";"29,73";"0,00";"98,83";"15,57";"0,67";"";"0,29";"71,65";"";"2,83";"4,40";"3,92";"0,67"
"142512";"gm. Wolanów";"43,41";"0,79";"29,17";"70,83";"0,00";"99,21";"14,25";"0,37";"";"0,33";"75,79";"";"2,66";"3,32";"2,59";"0,70"
"142513";"gm. Zakrzew";"48,71";"0,78";"55,26";"44,74";"0,00";"99,22";"16,99";"0,75";"";"0,25";"72,37";"";"2,32";"3,52";"3,23";"0,58"
"142601";"gm. Domanice";"46,04";"0,83";"37,50";"62,50";"0,00";"99,17";"8,98";"0,94";"";"0,00";"82,05";"";"1,04";"3,65";"3,13";"0,21"
"142602";"gm. Korczew";"41,82";"0,86";"62,50";"37,50";"0,00";"99,14";"22,16";"0,32";"";"0,11";"68,32";"";"2,16";"3,68";"2,92";"0,32"
"142603";"gm. Kotuń";"40,56";"1,71";"68,09";"31,91";"0,00";"98,29";"17,47";"0,66";"";"0,44";"66,29";"";"3,77";"5,28";"3,91";"2,18"
"142604";"gm. Mokobody";"44,21";"0,78";"42,86";"57,14";"0,00";"99,22";"10,45";"0,50";"";"0,17";"78,26";"";"1,84";"5,98";"2,46";"0,34"
"142605";"gm. Mordy";"42,68";"0,99";"70,00";"30,00";"0,00";"99,01";"15,22";"0,90";"";"0,20";"71,99";"";"2,64";"5,72";"2,54";"0,80"
"142606";"gm. Paprotnia";"47,87";"0,99";"60,00";"40,00";"0,00";"99,01";"11,69";"0,40";"";"0,20";"79,52";"";"0,70";"3,90";"2,90";"0,70"
"142607";"gm. Przesmyki";"43,31";"0,86";"70,00";"30,00";"0,00";"99,14";"12,90";"0,26";"";"0,09";"80,00";"";"1,21";"3,46";"1,65";"0,43"
"142608";"gm. Siedlce";"44,67";"0,57";"58,33";"41,67";"0,00";"99,43";"19,88";"1,22";"";"0,19";"64,32";"";"3,82";"6,03";"3,69";"0,86"
"142609";"gm. Skórzec";"43,30";"1,33";"48,57";"51,43";"0,00";"98,67";"11,55";"0,65";"";"0,42";"78,28";"";"1,73";"4,30";"2,23";"0,84"
"142610";"gm. Suchożebry";"44,52";"0,90";"33,33";"66,67";"0,00";"99,10";"14,18";"0,48";"";"0,48";"75,62";"";"1,51";"5,19";"2,11";"0,42"
"142611";"gm. Wiśniew";"51,87";"0,88";"57,14";"42,86";"0,00";"99,12";"9,20";"0,46";"";"0,25";"81,05";"";"1,77";"3,12";"3,46";"0,68"
"142612";"gm. Wodynie";"43,61";"1,53";"58,33";"41,67";"0,00";"98,47";"11,30";"0,39";"";"0,13";"79,86";"";"1,42";"3,87";"2,71";"0,32"
"142613";"gm. Zbuczyn";"48,63";"1,07";"39,02";"60,98";"0,00";"98,93";"10,27";"0,42";"";"0,26";"77,83";"";"1,52";"5,23";"3,57";"0,89"
"142701";"m. Sierpc";"41,49";"0,89";"69,81";"30,19";"0,00";"99,11";"36,29";"0,79";"";"0,19";"49,59";"";"5,64";"3,72";"2,82";"0,96"
"142702";"gm. Gozdowo";"32,17";"1,64";"36,00";"64,00";"0,00";"98,36";"21,14";"0,33";"";"0,60";"66,56";"";"3,59";"4,39";"2,79";"0,60"
"142703";"gm. Mochowo";"31,77";"1,55";"58,33";"41,67";"0,00";"98,45";"19,65";"0,33";"";"0,20";"68,99";"";"3,68";"2,96";"3,29";"0,92"
"142704";"gm. Rościszewo";"37,02";"1,20";"73,33";"26,67";"0,00";"98,80";"16,90";"0,49";"";"0,08";"74,41";"";"2,03";"2,84";"2,76";"0,49"
"142705";"gm. Sierpc";"32,01";"1,26";"40,91";"59,09";"0,00";"98,74";"21,40";"0,99";"";"0,52";"66,82";"";"3,36";"3,19";"2,90";"0,81"
"142706";"gm. Szczutowo";"33,68";"2,71";"68,75";"31,25";"0,00";"97,29";"20,00";"1,48";"";"0,35";"68,35";"";"3,57";"2,96";"2,78";"0,52"
"142707";"gm. Zawidz";"36,21";"1,03";"65,00";"35,00";"0,00";"98,97";"21,93";"0,52";"";"0,10";"69,27";"";"2,29";"3,49";"1,98";"0,42"
"142801";"m. Sochaczew";"47,21";"0,62";"65,85";"34,15";"0,00";"99,38";"36,88";"1,08";"";"0,18";"46,78";"";"6,05";"3,69";"2,60";"2,73"
"142802";"gm. Brochów";"37,93";"1,18";"37,50";"62,50";"0,00";"98,82";"20,43";"1,05";"";"0,37";"67,66";"";"3,59";"3,29";"2,54";"1,05"
"142803";"gm. Iłów";"39,75";"0,91";"55,56";"44,44";"0,00";"99,09";"16,66";"0,36";"";"0,15";"73,48";"";"2,20";"4,34";"2,30";"0,51"
"142804";"gm. Młodzieszyn";"38,90";"0,98";"64,71";"35,29";"0,00";"99,02";"16,36";"0,52";"";"0,17";"73,98";"";"2,74";"2,91";"2,33";"0,99"
"142805";"gm. Nowa Sucha";"41,87";"1,37";"63,33";"36,67";"0,00";"98,63";"22,97";"0,92";"";"0,14";"62,85";"";"3,93";"4,25";"3,10";"1,85"
"142806";"gm. Rybno";"39,34";"0,74";"50,00";"50,00";"0,00";"99,26";"16,50";"0,65";"";"0,00";"71,30";"";"1,86";"5,41";"3,63";"0,65"
"142807";"gm. Sochaczew";"42,24";"0,82";"44,83";"55,17";"0,00";"99,18";"26,94";"0,80";"";"0,31";"57,14";"";"5,20";"4,80";"3,26";"1,54"
"142808";"gm. Teresin";"46,03";"1,01";"57,14";"42,86";"0,00";"98,99";"27,68";"0,85";"";"0,32";"56,60";"";"4,56";"4,29";"4,29";"1,41"
"142901";"m. Sokołów Podlaski";"47,68";"0,64";"42,55";"57,45";"0,00";"99,36";"28,67";"0,83";"";"0,21";"57,60";"";"4,57";"4,44";"2,93";"0,76"
"142902";"gm. Bielany";"47,45";"0,49";"42,86";"57,14";"0,00";"99,51";"7,99";"0,21";"";"0,28";"84,85";"";"1,89";"2,73";"1,54";"0,49"
"142903";"gm. Ceranów";"40,30";"0,92";"57,14";"42,86";"0,00";"99,08";"11,89";"0,13";"";"0,13";"81,64";"";"1,19";"2,77";"2,25";"0,00"
"142904";"gm. Jabłonna Lacka";"45,17";"1,04";"61,11";"38,89";"0,00";"98,96";"17,39";"0,41";"";"0,35";"75,61";"";"1,34";"2,45";"1,93";"0,53"
"142905";"gm. Kosów Lacki";"42,27";"0,52";"90,91";"9,09";"0,00";"99,48";"15,13";"0,61";"";"0,28";"76,44";"";"1,79";"3,30";"1,84";"0,61"
"142906";"gm. Repki";"45,87";"0,75";"13,33";"86,67";"0,00";"99,25";"16,53";"0,60";"";"0,05";"75,35";"";"1,01";"4,18";"2,07";"0,20"
"142907";"gm. Sabnie";"43,68";"0,97";"61,54";"38,46";"0,00";"99,03";"21,66";"0,30";"";"0,45";"70,61";"";"1,57";"2,62";"2,47";"0,30"
"142908";"gm. Sokołów Podlaski";"44,58";"0,55";"58,33";"41,67";"0,00";"99,45";"15,65";"0,41";"";"0,23";"73,88";"";"2,10";"4,62";"2,56";"0,55"
"142909";"gm. Sterdyń";"42,21";"1,05";"46,67";"53,33";"0,00";"98,95";"20,88";"0,42";"";"0,21";"72,40";"";"0,99";"2,83";"1,84";"0,42"
"143001";"gm. Chlewiska";"36,77";"1,28";"54,17";"45,83";"0,00";"98,72";"15,54";"0,92";"";"0,38";"74,45";"";"2,87";"2,27";"2,98";"0,60"
"143002";"gm. Jastrząb";"39,10";"1,21";"95,00";"5,00";"0,00";"98,79";"13,52";"0,98";"";"0,12";"75,05";"";"2,27";"4,30";"2,77";"0,98"
"143003";"gm. Mirów";"39,79";"1,56";"63,16";"36,84";"0,00";"98,44";"8,42";"0,33";"";"0,42";"82,65";"";"1,83";"3,92";"1,58";"0,83"
"143004";"gm. Orońsko";"43,99";"0,88";"55,56";"44,44";"0,00";"99,12";"13,20";"0,74";"";"0,25";"76,05";"";"3,04";"3,14";"2,70";"0,88"
"143005";"gm. Szydłowiec";"44,38";"0,69";"65,22";"34,78";"0,00";"99,31";"21,64";"0,89";"";"0,20";"65,75";"";"3,42";"4,10";"3,28";"0,73"
"143201";"gm. Błonie";"49,07";"0,71";"48,28";"51,72";"0,00";"99,29";"36,55";"1,48";"";"";"44,15";"";"8,52";"4,06";"3,65";"1,60"
"143202";"gm. Izabelin";"61,30";"0,50";"68,00";"32,00";"0,00";"99,50";"40,57";"1,35";"";"";"38,52";"";"8,60";"5,99";"3,23";"1,73"
"143203";"gm. Kampinos";"47,12";"0,89";"73,33";"26,67";"0,00";"99,11";"27,02";"1,02";"";"";"54,63";"";"7,35";"2,99";"5,68";"1,32"
"143204";"gm. Leszno";"48,75";"0,93";"75,00";"25,00";"0,00";"99,07";"37,61";"1,65";"";"";"42,79";"";"8,61";"3,82";"4,21";"1,31"
"143205";"gm. Łomianki";"61,46";"0,53";"54,55";"45,45";"0,00";"99,47";"45,98";"1,43";"";"";"33,08";"";"9,57";"4,88";"3,42";"1,63"
"143206";"gm. Ożarów Mazowiecki";"53,44";"0,68";"58,21";"41,79";"0,00";"99,32";"35,97";"1,45";"";"";"42,00";"";"8,61";"5,43";"4,75";"1,78"
"143207";"gm. Stare Babice";"58,15";"0,46";"57,89";"42,11";"0,00";"99,54";"43,84";"1,17";"";"";"35,44";"";"8,42";"5,83";"3,77";"1,53"
"143301";"m. Węgrów";"47,12";"1,40";"48,53";"51,47";"0,00";"98,60";"35,78";"0,61";"";"0,25";"53,44";"";"3,01";"3,98";"2,24";"0,69"
"143302";"gm. Grębków";"37,67";"1,04";"28,57";"71,43";"0,00";"98,96";"14,51";"0,22";"";"0,52";"76,44";"";"1,80";"4,19";"2,09";"0,22"
"143303";"gm. Korytnica";"43,36";"2,06";"64,44";"35,56";"0,00";"97,94";"12,17";"0,66";"";"0,09";"79,32";"";"2,34";"2,90";"2,15";"0,37"
"143304";"gm. Liw";"42,16";"1,30";"51,52";"48,48";"0,00";"98,70";"19,44";"0,36";"";"0,28";"71,39";"";"2,39";"3,19";"2,51";"0,44"
"143305";"gm. Łochów";"47,03";"0,94";"49,21";"50,79";"0,00";"99,06";"20,28";"0,56";"";"0,29";"68,15";"";"3,01";"4,11";"3,12";"0,48"
"143306";"gm. Miedzna";"43,78";"1,12";"75,00";"25,00";"0,00";"98,88";"15,39";"0,28";"";"0,14";"76,52";"";"1,28";"3,48";"2,48";"0,43"
"143307";"gm. Sadowne";"43,32";"0,48";"60,00";"40,00";"0,00";"99,52";"22,53";"0,10";"";"0,05";"70,49";"";"1,93";"2,65";"2,02";"0,24"
"143308";"gm. Stoczek";"41,79";"0,77";"30,77";"69,23";"0,00";"99,23";"17,56";"0,48";"";"0,06";"74,36";"";"2,16";"2,58";"2,22";"0,60"
