kadencja;posel;data.ur;wiek;klub;miejsce.ur;okreg;glosy;plec
1993;Ryszard Smolarek;1952-05-10;41;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Koło;39 Siedlce;;M
1993;Krzysztof Luks;1946-02-23;47;Klub Parlamentarny Unii Wolności;Elbląg;10 Elbląg;;M
1993;Jan Rulewski;1944-04-18;49;Klub Parlamentarny Unii Wolności;Bydgoszcz;06 Bydgoszcz;;M
1993;Wojciech Borowik;1956-06-24;37;Unia Pracy Klub Parlamentarny;Warszawa;02 Warszawa;;M
1993;Tadeusz Zając;1950-05-06;43;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Osiek Grodkowski;17 Gliwice;;M
1993;Włodzimierz Nieporęt;1944-10-07;49;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Kurszab;01 Warszawa;;M
1993;Aleksander Kwaśniewski;1954-11-15;39;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Białogard;01 Warszawa;;M
1993;Wojciech Nowaczyk;1941-02-26;52;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Radomsko;32 Piła;;M
1993;Jan Świrepo;1941-10-11;52;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Talminowicze;12 Gorzów Wielkopolski;;M
1993;Andrzej Malinowski;1947-08-29;46;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Bydgoszcz;47 Toruń;;M
1993;Jan Szymański;1953-09-23;40;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Prudnik;50 Wrocław;;M
1993;Janusz Niemcewicz;1949-07-28;44;Klub Parlamentarny Unii Wolności;Siemianowice Śląskie;16 Katowice;;M
1993;Zbigniew Galek;1947-03-29;46;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Malechowo;42 Słupsk;;M
1993;Władysław Święs;1938-06-16;55;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Siołkowa;20 Koszalin;;M
1993;Jacek Kuroń;1934-03-03;59;Klub Parlamentarny Unii Wolności;Lwów;01 Warszawa;;M
1993;Janusz Cichosz;1929-06-08;64;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Żółkiewka;26 Łomża;;M
1993;Joachim Czernek;1948-10-19;45;Koło Mniejszości Niemieckiej;Walce;30 Opole;;M
1993;Adam Halber;1948-11-07;45;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Bydgoszcz;01 Warszawa;;M
1993;Gwidon Wójcik;1962-06-01;31;Klub Parlamentarny Unii Wolności;Tarnów;46 Tarnów;;M
1993;Karol Działoszyński;1956-07-13;37;Klub Parlamentarny Unii Wolności;Poznań;35 Poznań;;M
1993;Krzysztof Kamiński;1957-03-17;36;poseł niezrzeszony;Lublin;45 Tarnobrzeg;;M
1993;Krzysztof Budnik;1960-08-28;33;Klub Parlamentarny Unii Wolności;Wrocław;48 Wałbrzych;;M
1993;Ludwik Turko;1944-02-17;49;Klub Parlamentarny Unii Wolności;Akmolińsk - Kazachstan;50 Wrocław;;M
1993;Władysław Serafin;1950-07-24;43;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Piaseczno;09 Częstochowa;;M
1993;Jerzy Osiatyński;1941-11-02;52;Klub Parlamentarny Unii Wolności;Ryga;22 Krosno;;M
1993;Andrzej Gołaś;1942-08-31;51;Koło Parlamentarne Porozumienie Prawicy - Solidarni w Wyborach;Warszawa;44 Szczecin;;M
1993;Ryszard Faszyński;1960-10-20;33;Unia Pracy Klub Parlamentarny;Warszawa;25 Lublin;;M
1993;Andrzej Wielowieyski;1927-12-16;66;Klub Parlamentarny Unii Wolności;Warszawa;01 Warszawa;;M
1993;Waldemar Pawlak;1959-09-05;34;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Pacyna;34 Płock;;M
1993;Halina Licnerska;1952-06-30;41;Unia Pracy Klub Parlamentarny;Raciborowice;11 Gdańsk;;F
1993;Mirosław Małachowski;1943-10-13;50;Unia Pracy Klub Parlamentarny;Łódź;27 Łódź;;M
1993;Władysław Wrona;1940-07-09;53;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Przysietnica;22 Krosno;;M
1993;Danuta Polak;1945-01-01;48;Unia Pracy Klub Parlamentarny;Hoduciszki;09 Częstochowa;;F
1993;Piotr Marciniak;1949-09-07;44;Unia Pracy Klub Parlamentarny;Łódź;27 Łódź;;M
1993;Katarzyna Maria Piekarska;1967-09-23;26;poseł niezrzeszony;Warszawa;01 Warszawa;;F
1993;Stanisław Paszczyk;1940-03-16;53;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Pruszków;02 Warszawa;;M
1993;Irena Lipowicz;1953-06-09;40;Klub Parlamentarny Unii Wolności;Gliwice;16 Katowice;;F
1993;Kazimierz Iwaniec;1936-03-26;57;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Rożdżałów, woj. chełmskie;42 Słupsk;;M
1993;Zdzisław Pisarek;1953-01-24;40;Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform;Tokary gm. Długołęka;50 Wrocław;;M
1993;Tadeusz Mazowiecki;1927-04-18;66;Klub Parlamentarny Unii Wolności;Płock;35 Poznań;;M
1993;Andrzej Szarawarski;1948-02-25;45;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Czeladź;15 Sosnowiec;;M
1993;Janusz Zemke;1949-02-24;44;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Kowalewo Pomorskie;06 Bydgoszcz;;M
1993;Jan Mączewski;1943-01-31;50;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Kalinowiec;08 Ciechanów;;M
1993;Jerzy Zdrada;1936-11-26;57;Klub Parlamentarny Unii Wolności;Częstochowa;15 Sosnowiec;;M
1993;Danuta Waniek;1946-10-26;47;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Włocławek;01 Warszawa;;F
1993;Władysław Jasiński;1944-10-07;49;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Srogów Dolny;22 Krosno;;M
1993;Krzysztof Szymański;1954-10-22;39;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Gdynia;34 Płock;;M
1993;Ryszard Kalbarczyk;1945-08-15;48;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Dęblin;25 Lublin;;M
1993;Mieczysław Piecka;1931-01-17;62;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Pruszków;04 Białystok;;M
1993;Mirosław Czech;1962-12-16;31;Klub Parlamentarny Unii Wolności;Wałcz;20 Koszalin;;M
1993;Sławomir Nowakowski;1942-07-31;51;Nowa Demokracja - Koło Poselskie;Grodno;01 Warszawa;;M
1993;Stanisław Kowolik;1953-11-04;40;Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform;Piekary Śląskie;17 Gliwice;;M
1993;Marian Żenkiewicz;1945-03-17;48;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Toruń;47 Toruń;;M
1993;Wojciech Lamentowicz;1946-06-07;47;poseł niezrzeszony;Warszawa;17 Gliwice;;M
1993;Janina Kraus;1952-01-10;41;Federacyjny Klub Parlamentarny na rzecz Akcji Wyborczej Solidarność;Katowice;17 Gliwice;;F
1993;Wiesław Opęchowski;1949-08-23;44;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Ostrołęka;31 Ostrołęka;;M
1993;Anna Skowrońska-Łuczyńska;1942-01-30;51;Klub Parlamentarny Unii Wolności;Dębica;17 Gliwice;;F
1993;Władysław Żabiński;1942-06-27;51;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Olszyny woj. tarnowskie;46 Tarnów;;M
1993;Franciszek Potulski;1943-06-17;50;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Gdynia;11 Gdańsk;;M
1993;Grażyna Kotowicz;1952-07-10;41;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Łużna;28 Nowy Sącz;;F
1993;Jerzy Kossakowski;1952-08-05;41;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Chszczonki;15 Sosnowiec;;M
1993;Stanisław Rogowski;1946-05-01;47;Unia Pracy Klub Parlamentarny;Wschowa;50 Wrocław;;M
1993;Aleksander Andryszak;1955-03-14;38;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Inowrocław;06 Bydgoszcz;;M
1993;Józef Łochowski;1941-01-08;52;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Zagórze;37 Radom;;M
1993;Mieczysław Krajewski;1932-05-05;61;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Mchowo;01 Warszawa;;M
1993;Andrzej Śmietanko;1955-05-11;38;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Kozłowo woj. olsztyńskie;43 Suwałki;;M
1993;Tadeusz Madzia;1933-07-14;60;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Wapiennica Bielsko-Biała;18 Kielce;;M
1993;Jan Bury;1963-10-01;30;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Przeworsk;38 Rzeszów;;M
1993;Zygmunt Cybulski;1935-06-17;58;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Milcz woj. pilskie;06 Bydgoszcz;;M
1993;Tadeusz Jacek Zieliński;1966-06-01;27;Klub Parlamentarny Unii Wolności;Katowice;16 Katowice;;M
1993;Henryk Paniec;1937-06-11;56;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Ożarów k/Opatowa;18 Kielce;;M
1993;Beata Świerczyńska;NA;NA;Unia Pracy Klub Parlamentarny;NA;01 Warszawa;;F
1993;Szczepan Skomra;1949-08-12;44;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Wysoka;03 Biała Podlaska;;M
1993;Maria Walczyńska-Rechmal;1946-08-20;47;Koło Parlamentarne Polskiej Partii Socjalistycznej;Kluczbork;12 Gorzów Wielkopolski;;F
1993;Janusz Wojciechowski;1954-12-06;39;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Rawa Mazowiecka;41 Skierniewice;;M
1993;Andrzej Ostoja-Owsiany;1931-06-16;62;poseł niezrzeszony;Warszawa;27 Łódź;;M
1993;Andrzej Wiśniewski;1953-06-08;40;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Olkowice woj. radomskie;37 Radom;;M
1993;Bogusław Kaczmarek;1957-09-23;36;Unia Pracy Klub Parlamentarny;Gdańsk;11 Gdańsk;;M
1993;Władysław Szkop;1944-09-12;49;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Równe;42 Słupsk;;M
1993;Iwona Śledzińska-Katarasińska;1941-01-03;52;Klub Parlamentarny Unii Wolności;Komorniki;27 Łódź;;F
1993;Waldemar Dobrowolski;1958-12-09;35;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Łęczyca;34 Płock;;M
1993;Marek Wielgus;1950-12-20;43;poseł niezrzeszony;Warszawa;02 Warszawa;;M
1993;Jerzy Koralewski;1939-12-16;54;Klub Parlamentarny Unii Wolności;Ostrów Wielkopolski;14 Kalisz;;M
1993;Andrzej Gaberle;1937-08-02;56;Klub Parlamentarny Unii Wolności;Rozalin;21 Kraków;;M
1993;Tadeusz Matyjek;1935-06-01;58;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Grójec;29 Olsztyn;;M
1993;Seweryn Jurgielaniec;1938-06-16;55;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Grodno;20 Koszalin;;M
1993;Janusz Koza;1962-01-04;31;Federacyjny Klub Parlamentarny na rzecz Akcji Wyborczej Solidarność;Kielce;18 Kielce;;M
1993;Jacek Piechota;1959-04-28;34;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Szczecin;44 Szczecin;;M
1993;Jacek Kocjan;1955-05-12;38;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Klucze;15 Sosnowiec;;M
1993;Bronisław Geremek;1932-03-06;61;Klub Parlamentarny Unii Wolności;Warszawa;01 Warszawa;;M
1993;Tadeusz Kowalczyk;1952-06-03;41;Federacyjny Klub Parlamentarny na rzecz Akcji Wyborczej Solidarność;Krogulcza;37 Radom;;M
1993;Bolesław Machnio;1919-07-04;74;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Jastrzębia woj. radomskie;37 Radom;;M
1993;Ryszard Kujawa;1932-07-03;61;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Przyjma;19 Konin;;M
1993;Maria Olszewska;1948-04-14;45;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Iskrzynia;22 Krosno;;F
1993;Marek Mazurkiewicz;1931-06-20;62;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Wilno;50 Wrocław;;M
1993;Władysław Bułka;1936-03-29;57;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Rycerka Górna;05 Bielsko-Biała;;M
1993;Ryszard Zając;NA;NA;Sojusz Lewicy Demokratycznej Klub Parlamentarny;NA;15 Sosnowiec;;M
1993;Jan Kubik;1944-01-02;49;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Grębocin;21 Kraków;;M
1993;Jerzy Pilarczyk;1949-03-18;44;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Pudłówek;30 Opole;;M
1993;Zdzisław Tuszyński;NA;NA;Sojusz Lewicy Demokratycznej Klub Parlamentarny;NA;35 Poznań;;M
1993;Jerzy Wierchowicz;1951-08-04;42;Klub Parlamentarny Unii Wolności;Gorzów;12 Gorzów Wielkopolski;;M
1993;Andrzej Bober;1950-07-16;43;Klub Parlamentarny Unii Wolności;Boguchwały;29 Olsztyn;;M
1993;Jerzy Ciemniewski;1939-08-02;54;Klub Parlamentarny Unii Wolności;Warszawa;23 Legnica;;M
1993;Wiesław Andrzej Szczepański;1960-06-01;33;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Chrośnica;24 Leszno;;M
1993;Jan Pieniądz;1941-12-05;52;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Bielowy Pilzno;46 Tarnów;;M
1993;Jacek Vieth;1940-05-22;53;poseł niezrzeszony;Radom;37 Radom;;M
1993;Krzysztof Król;1963-10-05;30;Koło Parlamentarne Konfederacji Polski Niepodległej;Warszawa;01 Warszawa;;M
1993;Renata Szynalska;1969-10-14;24;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Kalisz;14 Kalisz;;F
1993;Jerzy Gwiżdż;1954-08-10;39;Koło Parlamentarne Porozumienie Prawicy - Solidarni w Wyborach;Nowy Sącz;28 Nowy Sącz;;M
1993;Adam Słomka;1964-11-23;29;Federacyjny Klub Parlamentarny na rzecz Akcji Wyborczej Solidarność;Cieszyn;16 Katowice;;M
1993;Jan Olszowski;1947-12-23;46;Klub Parlamentarny Unii Wolności;Opole;02 Warszawa;;M
1993;Stanisław Kowalczyk;1942-09-18;51;Sojusz Lewicy Demokratycznej Klub Parlamentarny;Szyszki woj. siedleckie;29 Olsztyn;;M
1993;Henryk Siedlecki;1943-10-04;50;poseł niezrzeszony;Mgoszcz;10 Elbląg;;M
1993;Wiesława Ziółkowska;1950-05-21;43;Unia Pracy Klub Parlamentarny;Poznań;35 Poznań;;F
1993;Ryszard Bondyra;1956-08-24;37;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Komarów;51 Zamość;;M
1993;Jerzy Kado;1941-04-07;52;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Margonin;32 Piła;;M
1993;Aleksandra Małachowska;1950-03-10;43;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Tarczyn;02 Warszawa;;F
1997;Jan Lityński;1946-01-18;51;Klub Parlamentarny Unii Wolności ;Warszawa;48 Wałbrzych;;M
1997;Ryszard Wawryniewicz;1962-01-18;35;Klub Parlamentarny Akcji Wyborczej Solidarność;Wałbrzych;48 Wałbrzych;;M
1997;Mieczysław Piotr Jacków;1954-08-01;43;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Środa Wielkpolska;35 Poznań;;M
1997;Paweł Łączkowski;1942-07-31;55;Klub Parlamentarny Akcji Wyborczej Solidarność;Kielce;35 Poznań;;M
1997;Wiktor Osik;1947-06-14;50;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Łukowiec;39 Siedlce;;M
1997;Wojciech Hausner;1957-01-14;40;Klub Parlamentarny Akcji Wyborczej Solidarność;Kraków;21 Kraków;;M
1997;Waldemar Pawlak;1959-09-05;38;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Model;34 Płock;;M
1997;Lech Szymańczyk;1949-05-15;48;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Wola Młocka;02 Warszawa;;M
1997;Grzegorz Cygonik;1969-02-09;28;Klub Parlamentarny Akcji Wyborczej Solidarność;Bielsko-Biała;46 Tarnów;;M
1997;Wojciech Frank;1962-01-15;35;Klub Parlamentarny Akcji Wyborczej Solidarność;Wodzisław Śląski;17 Gliwice;;M
1997;Jerzy Koralewski;1939-12-16;58;Klub Parlamentarny Unii Wolności ;Ostrów Wlkp.;14 Kalisz;;M
1997;Władysław Bułka;1936-03-29;61;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Rycerka Górna;05 Bielsko-Biała;;M
1997;Michał Janiszewski;1954-09-26;43;Koło Parlamentarne ALTERNATYWA;Łochów;01 Warszawa;;M
1997;Piotr Miszczuk;1953-06-26;44;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Siedliszcze n/Wieprzem;07 Chełm;;M
1997;Wacław Olak;1927-08-17;70;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Warszawa;01 Warszawa;;M
1997;Maria Władysława Smereczyńska;1954-07-12;43;Klub Parlamentarny Akcji Wyborczej Solidarność;Warszawa;01 Warszawa;;F
1997;Jolanta Banach;1958-11-11;39;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Lębork;11 Gdańsk;;F
1997;Zbigniew Kaniewski;1948-11-09;49;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Białogard;27 Łódź;;M
1997;Janusz Onyszkiewicz;1937-12-18;60;Klub Parlamentarny Unii Wolności ;Lwów ;36 Przemyśl;;M
1997;Stanisław Pilniakowski;1944-04-14;53;Klub Parlamentarny Unii Wolności ;Kraków;21 Kraków;;M
1997;Marek Jan Wójcik;1954-01-24;43;Klub Parlamentarny Akcji Wyborczej Solidarność;Częstochowa;09 Częstochowa;;M
1997;Alicja Murynowicz;1957-09-21;40;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Szydłowiec;27 Łódź;;F
1997;Stanisław Misztal;1953-09-28;44;posłowie niezrzeszeni;Hrubieszów;51 Zamość;;M
1997;Zbigniew Mroziński;1945-03-17;52;Klub Parlamentarny Akcji Wyborczej Solidarność;Piotrków Trybunalski;33 Piotrków Trybunalski;;M
1997;Marian Blecharczyk;1959-07-15;38;Klub Parlamentarny Akcji Wyborczej Solidarność;Białystok;04 Białystok;;M
1997;Zbigniew Leraczyk;1948-12-14;49;Klub Parlamentarny Unii Wolności ;Poznań;05 Bielsko-Biała;;M
1997;Mirosław Swoszowski;1956-10-06;41;Klub Parlamentarny Akcji Wyborczej Solidarność;Tarnów;46 Tarnów;;M
1997;Danuta Ciborowska;1947-09-18;50;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Krasnystaw;29 Olsztyn;;F
1997;Lech Nikolski;1955-11-10;42;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Opole Lubelskie;03 Biała Podlaska;;M
1997;Ryszard Brejza;1958-03-13;39;Klub Parlamentarny Akcji Wyborczej Solidarność;Inowrocław;06 Bydgoszcz;;M
1997;Marek Wagner;1946-04-24;51;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Warszawa;14 Kalisz;;M
1997;Jerzy Jacek Widzyk;1959-04-25;38;Klub Parlamentarny Akcji Wyborczej Solidarność;Żywiec;05 Bielsko-Biała;;M
1997;Wiesław Andrzej Szczepański;1960-06-01;37;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Chrośnica;24 Leszno;;M
1997;Jan Król;1950-06-24;47;Klub Parlamentarny Unii Wolności ;Mielec;42 Słupsk;;M
1997;Stefan Niesiołowski;1944-02-04;53;Klub Parlamentarny Akcji Wyborczej Solidarność;Kałączew;27 Łódź;;M
1997;Regina Pawłowska;1945-06-19;52;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Sadek  k.Szydłowca;37 Radom;;F
1997;Tadeusz Jacek Zieliński;1966-06-01;31;Klub Parlamentarny Unii Wolności ;Katowice;16 Katowice;;M
1997;Czesław Pogoda;1952-08-24;45;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;LądekZdrój;48 Wałbrzych;;M
1997;Paweł Graś;1964-02-23;33;posłowie niezrzeszeni;Kęty;21 Kraków;;M
1997;Stanisław Masternak;1946-02-22;51;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Sanborzec;45 Tarnobrzeg;;M
1997;Jerzy Gwiżdż;1954-08-10;43;Klub Parlamentarny Akcji Wyborczej Solidarność;Nowy Sącz;01 Warszawa;;M
1997;Zygmunt Żymełka;1933-11-16;64;posłowie niezrzeszeni;Ruda Śląska;16 Katowice;;M
1997;Stefan Macner;1934-12-09;63;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Bielsko;05 Bielsko-Biała;;M
1997;Józef Bergier;1952-02-17;45;Klub Parlamentarny Akcji Wyborczej Solidarność;Międzyrzec Podlaski;03 Biała Podlaska;;M
1997;Wojciech Arkuszewski;1948-10-31;49;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;Wrocław;08 Ciechanów;;M
1997;Andrzej Smoliński;1951-12-30;46;Klub Parlamentarny Akcji Wyborczej Solidarność;Karolewo;29 Olsztyn;;M
1997;Marian Cycoń;1940-07-17;57;Klub Parlamentarny Unii Wolności ;Barcice Dolne;28 Nowy Sącz;;M
1997;Leszek Szewc;1957-11-02;40;Klub Parlamentarny Akcji Wyborczej Solidarność;Wałbrzych;48 Wałbrzych;;M
1997;Maciej Płażyński;1958-02-10;39;posłowie niezrzeszeni;Młynary;11 Gdańsk;;M
1997;Henryk Wujec;1941-01-01;56;Klub Parlamentarny Unii Wolności ;Podlesie k. Biłgoraja;07 Chełm;;M
1997;Wojciech Nowaczyk;1941-02-26;56;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Radomsko;32 Piła;;M
1997;Maciej Poręba;1951-01-03;46;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Warszawa;01 Warszawa;;M
1997;Maciej Jankowski;1945-11-17;52;Klub Parlamentarny Akcji Wyborczej Solidarność;Krążkowo;52 Zielona Góra;;M
1997;Zbigniew Szymański;1938-09-01;59;Klub Parlamentarny Akcji Wyborczej Solidarność;Lublin;44 Szczecin;;M
1997;Józef Kaleta;1925-02-28;72;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Kasima Wielka;50 Wrocław;;M
1997;Witold Deręgowski;1934-10-07;63;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Bydgoszcz;06 Bydgoszcz;;M
1997;Jan Rzymełka;1952-06-07;45;posłowie niezrzeszeni;Katowice;16 Katowice;;M
1997;Marek Nawara;1956-04-18;41;Klub Parlamentarny Akcji Wyborczej Solidarność;Kraków;21 Kraków;;M
1997;Andrzej Szarawarski;1948-02-25;49;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Czeladź;15 Sosnowiec;;M
1997;Seweryn Kaczmarek;1947-12-16;50;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Oleśnica;14 Kalisz;;M
1997;Wojciech Włodarczyk;1949-07-05;48;Koło Parlamentarne Ruchu Odbudowy Polski;Warszawa;25 Lublin;;M
1997;Tomasz Szyszko;1960-12-22;37;Klub Parlamentarny Akcji Wyborczej Solidarność;Konin;19 Konin;;M
1997;Krzysztof Kłak;1966-03-29;31;Klub Parlamentarny Akcji Wyborczej Solidarność;Przeworsk;36 Przemyśl;;M
1997;Jan Piątkowski;1935-10-04;62;Koło Parlamentarne Ruchu Odbudowy Polski;Gnieszowice;30 Opole;;M
1997;Lesław Podkański;1956-02-11;41;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Tarnawa Mała;51 Zamość;;M
1997;Władysław Adamski;1963-05-23;34;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Ruda Śląska;18 Kielce;;M
1997;Stanisław Brzózka;1952-04-28;45;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Parczówek;37 Radom;;M
1997;Maciej Rudnicki;1970-12-20;27;Klub Parlamentarny Akcji Wyborczej Solidarność;Gorzów Wlkp.;12 Gorzów Wielkopolski;;M
1997;Marek Mazurkiewicz;1931-06-20;66;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Wilno;50 Wrocław;;M
1997;Grzegorz Kurczuk;1949-09-20;48;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Warszawa;25 Lublin;;M
1997;Roman Jagieliński;1947-01-02;50;posłowie niezrzeszeni;Wichradz;33 Piotrków Trybunalski;;M
1997;Edmund Sroka;1947-09-13;50;Klub Parlamentarny Akcji Wyborczej Solidarność;Katowice;16 Katowice;;M
1997;Ludwik Dorn;1954-06-05;43;Klub Parlamentarny "Prawo i Sprawiedliwość";Warszawa;02 Warszawa;;M
1997;Kazimierz Sas;1947-09-04;50;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Maniowy;28 Nowy Sącz;;M
1997;Józef Gruszka;1947-03-16;50;Klub Parlamentarny Polskiego Stronnictwa Ludowego;Kwiatków;14 Kalisz;;M
1997;Ryszard Andrzej Ostrowski;1958-08-03;39;Klub Parlamentarny Unii Wolności ;Rybnik;17 Gliwice;;M
1997;Marek Piotrowicz;1962-01-18;35;Klub Parlamentarny Akcji Wyborczej Solidarność;Gostynin;02 Warszawa;;M
1997;Krystyna Łybacka;1946-02-10;51;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Jutrosin;35 Poznań;;F
1997;Agnieszka Pasternak;1972-01-26;25;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Dąbrowa Górnicza;15 Sosnowiec;;F
1997;Janusz Zemke;1949-02-24;48;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Kowalewo Pomorskie;06 Bydgoszcz;;M
1997;Kazimierz Dzielski;1954-01-28;43;Klub Parlamentarny Akcji Wyborczej Solidarność;Wróblówka woj. nowosądeckie;28 Nowy Sącz;;M
1997;Kazimierz Milner;1942-05-13;55;posłowie niezrzeszeni;Dąbrowa Górnicza;15 Sosnowiec;;M
1997;Helena Góralska;1947-10-20;50;Klub Parlamentarny Unii Wolności ;Warszawa;09 Częstochowa;;F
1997;Zbigniew Zarębski;1957-10-13;40;Klub Parlamentarny Akcji Wyborczej Solidarność;Wieliczka;21 Kraków;;M
1997;Renata Szynalska;1969-10-14;28;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Kalisz;14 Kalisz;;F
1997;Mirosław Andrzej Styczeń;1953-04-24;44;Klub Parlamentarny "Prawo i Sprawiedliwość";Kraków;05 Bielsko-Biała;;M
1997;Izabella Sierakowska;1946-09-22;51;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Góra Śląska woj. leszczyńskie;25 Lublin;;F
1997;Mirosław Kukliński;1959-10-01;38;Klub Parlamentarny Akcji Wyborczej Solidarność;Tomaszów Mazowiecki;33 Piotrków Trybunalski;;M
1997;Andrzej Wielowieyski;1927-12-16;70;Klub Parlamentarny Unii Wolności ;Warszawa;01 Warszawa;;M
1997;Piotr Żak;1957-02-02;40;posłowie niezrzeszeni;Łódź;27 Łódź;;M
1997;Grzegorz Woźny;1946-07-19;51;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Pudliszki;14 Kalisz;;M
1997;Jerzy Polaczek;1961-08-24;36;Klub Parlamentarny "Prawo i Sprawiedliwość";Piekary Śląskie;16 Katowice;;M
1997;Wacław Martyniuk;1949-11-10;48;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;Bytom;17 Gliwice;;M
