Wojciech Borzuchowski;1910-11-61;Wysokie Mazowieckie;Klub Parlamentarny Prawo i Sprawiedliwość;24 Białystok;1468;M
Krystyna Grabicka;1949-04-15;Wylezinek;Koło Poselskie Ruchu Katolicko-Narodowego;11 Sieradz;7594;F
Mieczysław Jedoń;1943-07-28;Suczawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;2 Wałbrzych;20667;M
Bronisław Dutka;1957-08-15;Pisarzowa;Klub Parlamentarny Polskiego Stronnictwa Ludowego;14 Nowy Sącz;4484;M
Sławomir Nowak;1974-12-11;Gdańsk;Klub Parlamentarny Platforma Obywatelska;25 Gdańsk;2130;M
Józef Skowyra;1941-03-23;Sambor;Koło Poselskie "Dom Ojczysty";38 Piła;6711;M
Mariusz Krzysztof Grabowski;1966-05-02;Tarnów;Koło Poselskie Porozumienia Polskiego;15 Tarnów;19002;M
Bogusława Towalewska;1958-01-19;Wyrzysk;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;40 Koszalin;7698;F
Przemysław Gosiewski;1964-05-12;Słupsk;Klub Parlamentarny Prawo i Sprawiedliwość;33 Kielce;7348;M
Krzysztof Filipek;1961-08-01;Węgrów;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;18 Siedlce;16180;M
Czesław Śleziak;1952-06-30;Laliki;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;31 Katowice;7883;M
Tadeusz Tomaszewski;1959-02-21;Niechanowo;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;37 Konin;22033;M
Jerzy Młynarczyk;1931-08-02;Wilno;Klub Parlamentarny Socjaldemokracji Polskiej;25 Gdańsk;5722;M
Grzegorz Tuderek;1938-03-10;Księżomierz k/Kraśnika;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;23 Rzeszów;5343;M
Gabriel Janowski;1947-04-22;Konstantów;Koło Poselskie Ruch Patriotyczny;18 Siedlce;21651;M
Zbigniew Sobotka;1952-08-27;Lidzbark Welski;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;10 Piotrków Trybunalski;17838;M
Henryk Lewczuk;1923-07-04;Chełm;Koło Poselskie Ruchu Odbudowy Polski;7 Chełm;7224;M
Lech Nikolski;1955-11-10;Opole Lubelskie;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;7 Chełm;25692;M
Andrzej Fedorowicz;1950-12-30;Łomża;Klub Parlamentarny Liga Polskich Rodzin;24 Białystok;3920;M
Ewa Kopacz;1956-12-03;Skaryszew;Klub Parlamentarny Platforma Obywatelska;17 Radom;7378;F
Piotr Mateja;1949-01-02;Bytom;Klub Parlamentarny Platforma Obywatelska;31 Katowice;12208;M
Michał Tomasz Kamiński;1972-03-28;Warszawa;Klub Parlamentarny Prawo i Sprawiedliwość;24 Białystok;11035;M
Piotr Krutul;1960-08-08;Suchowola;Koło Poselskie "Dom Ojczysty";24 Białystok;21698;M
Józef Kubica;1944-03-02;Chorzów;Koło Parlamentarne Unii Pracy;29 Gliwice;6064;M
Lech Kaczyński;1949-06-18;Warszawa;Klub Parlamentarny Prawo i Sprawiedliwość;25 Gdańsk;53236;M
Stanisław Zadora;1949-10-03;Witoszów;Klub Parlamentarny Liga Polskich Rodzin;27 Bielsko-Biała;8812;M
Wiesław Woda;1946-08-17;Paleśnica;Klub Parlamentarny Polskiego Stronnictwa Ludowego;15 Tarnów;14746;M
Wojciech Jasiński;1948-04-01;Gostynin;Klub Parlamentarny Prawo i Sprawiedliwość;16 Płock;5595;M
Edward Brzostowski;1935-01-01;Straszęcin;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;23 Rzeszów;16856;M
Barbara Blida;1949-12-03;Siemianowice Śl.;Poseł niezrzeszony;31 Katowice;80035;F
Elżbieta Więcławska-Sauk;1947-11-14;Łódź;Klub Parlamentarny Prawo i Sprawiedliwość;9 Łódź;13186;F
Elżbieta Piela-Mielczarek;1947-11-09;Przeworsk;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;41 Szczecin;12841;F
Krystyna Szumilas;1956-06-28;Knurów;Klub Parlamentarny Platforma Obywatelska;29 Gliwice;5136;F
Renata Basta;1948-02-14;Tuchola;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;4 Bydgoszcz;4927;F
Zbigniew Siemiątkowski;1957-10-08;Ciechanów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;16 Płock;34395;M
Ewa Kantor;1956-06-24;Dębica;Koło Poselskie "Dom Ojczysty";23 Rzeszów;5958;F
Stanisław Żelichowski;1944-04-09;Księżostany;Klub Parlamentarny Polskiego Stronnictwa Ludowego;34 Elbląg;3736;M
Anna Sobecka;1951-03-27;Piotrków Kujawski;Klub Parlamentarny Liga Polskich Rodzin;5 Toruń;18457;F
Witold Hatka;1939-06-25;Bydgoszcz;Klub Parlamentarny Liga Polskich Rodzin;4 Bydgoszcz;12699;M
Tadeusz Myler;1949-01-18;Nowy Lubosz;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;36 Kalisz;9252;M
Eugeniusz Czykwin;1949-09-12;Orla;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;24 Białystok;11834;M
Grażyna Paturalska;1957-09-14;Kętrzyn;Poseł niezrzeszony;25 Gdańsk;4004;F
Barbara Błońska-Fajfrowska;1949-02-09;Bytom;Koło Parlamentarne Unii Pracy;31 Katowice;5861;F
Adam Lipiński;1956-09-11;Głubczyce;Klub Parlamentarny Prawo i Sprawiedliwość;1 Legnica;7932;M
Marek Jurek;1960-06-28;Gorzów Wlkp;Klub Parlamentarny Prawo i Sprawiedliwość;23 Rzeszów;14256;M
Lech Kuropatwiński;1947-07-04;Grodno;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;5 Toruń;2840;M
Grzegorz Napieralski;1974-03-18;Szczecin;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;41 Szczecin;4432;M
Kazimierz Wójcik;1953-04-10;Żarów;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;13 Kraków;9668;M
Waldy Dzikowski;1959-07-23;Wschowa;Klub Parlamentarny Platforma Obywatelska;39 Poznań;27596;M
Donald Tusk;1957-04-22;Gdańsk;Klub Parlamentarny Platforma Obywatelska;26 Gdynia;56048;M
Józef Mioduszewski;1937-03-19;Miodusy Stok;Klub Parlamentarny Polskiego Stronnictwa Ludowego;24 Białystok;3517;M
Zbigniew Ziobro;1970-08-18;Kraków;Klub Parlamentarny Prawo i Sprawiedliwość;13 Kraków;36309;M
Krystyna Łybacka;1946-02-10;Jutrosin;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;39 Poznań;89256;F
Jan Tomaka;1949-01-15;Nowa Wieś;Klub Parlamentarny Platforma Obywatelska;23 Rzeszów;8752;M
Jan Chaładaj;1952-05-14;Radomsko;Poseł niezrzeszony;3 Wrocław;29124;M
Leszek Murzyn;1960-11-15;Wiśniowa;Klub Parlamentarny Liga Polskich Rodzin;12 Chrzanów;5910;M
Jacek Kowalik;1961-07-24;Swornegacie;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;26 Gdynia;9165;M
Marta Fogler;1959-05-19;Warszawa;Klub Parlamentarny Platforma Obywatelska;19 Warszawa;9601;F
Jacek Zdrojewski;1949-05-30;Warszawa;Poseł niezrzeszony;19 Warszawa;3458;M
Tomasz Markowski;1968-05-30;Warszawa;Klub Parlamentarny Prawo i Sprawiedliwość;4 Bydgoszcz;7047;M
Marek Pol;1953-12-08;Słupsk;Koło Parlamentarne Unii Pracy;37 Konin;42546;M
Eugeniusz Wycisło;1948-01-04;Mikołów;Klub Parlamentarny Platforma Obywatelska;30 Rybnik;6023;M
Grzegorz Kurczuk;1949-09-20;Warszawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;6 Lublin;18533;M
Andrzej Diakonow;1950-01-14;Klembów;Klub Parlamentarny Prawo i Sprawiedliwość;21 Opole;2990;M
Ryszard Bonda;1960-02-10;Płoty;Poseł niezrzeszony;1 Legnica;8876;M
Jerzy Feliks Budnik;1951-05-30;Wejherowo;Klub Parlamentarny Platforma Obywatelska;26 Gdynia;5567;M
Jarosław Kalinowski;1962-04-12;Wyszków;Klub Parlamentarny Polskiego Stronnictwa Ludowego;18 Siedlce;38664;M
Teresa Jasztal;1940-12-14;Czeladź;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;3 Wrocław;8551;F
Marek Dyduch;1957-08-27;Świdnica Śląska;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;2 Wałbrzych;33287;M
Mirosław Pawlak;1942-04-02;Zielonki;Klub Parlamentarny Polskiego Stronnictwa Ludowego;33 Kielce;6007;M
Tadeusz Urban;1964-10-25;Kolbuszowa;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;23 Rzeszów;4391;M
Józef Skutecki;1953-06-08;Kalisz;Koło Poselskie Stronnictwa Gospodarczego;36 Kalisz;11961;M
Zbigniew Komorowski;1944-03-17;Szymanów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;16 Płock;6075;M
Tadeusz Wojtkowiak;1952-11-11;Śmigiel;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;36 Kalisz;4884;M
Jan Bury;1963-10-01;Przeworsk;Klub Parlamentarny Polskiego Stronnictwa Ludowego;23 Rzeszów;9852;M
Jerzy Wenderlich;1954-04-22;Toruń;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;5 Toruń;52392;M
Artur Zawisza;1969-03-30;Lublin;Klub Parlamentarny Prawo i Sprawiedliwość;20 Warszawa;5648;M
Andrzej Mańka;1967-04-18;Lublin;Klub Parlamentarny Liga Polskich Rodzin;6 Lublin;5635;M
Leszek Świętochowski;1955-01-1;Lipniak;Klub Parlamentarny Polskiego Stronnictwa Ludowego;6 Lublin;6189;M
Mirosław Krajewski;1946-10-13;Nowiny;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;5 Toruń;6161;M
Joanna Sosnowska;1968-08-26;Lidzbark Warmiński;Klub Parlamentarny Socjaldemokracji Polskiej;35 Olsztyn;6787;F
Barbara Marianowska;1947-05-29;Diddington;Klub Parlamentarny Prawo i Sprawiedliwość;15 Tarnów;6291;F
Marian Widz;1965-07-6;Janów Lubelski;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;6 Lublin;4420;M
Andrzej Namysło;1945-05-23;Katowice;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;21 Opole;4112;M
Joanna Nowiak;1970-04-23;Skierniewice;Poseł niezrzeszony;39 Poznań;3302;F
Cezary Stryjak;1964-07-06;Chorzów;Klub Parlamentarny Socjaldemokracji Polskiej;31 Katowice;7314;M
Wacław Martyniuk;1949-11-10;Bytom;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;29 Gliwice;24793;M
Małgorzata Ostrowska;1958-07-31;Malbork;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;25 Gdańsk;13522;F
Zygmunt Jerzy Szymański;1956-01-12;Dęblin;Poseł niezrzeszony;6 Lublin;5569;M
Marek Sawicki;1958-04-08;Sawice;Klub Parlamentarny Polskiego Stronnictwa Ludowego;18 Siedlce;6543;M
Andrzej Gawłowski;1955-11-30;Warszawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;38 Piła;13645;M
Leszek Samborski;1955-05-19;Dębica;Klub Parlamentarny Platforma Obywatelska;19 Warszawa;5596;M
Marek Zagórski;1967-08-06;Kamień Pomorski;Poseł niezrzeszony;24 Białystok;7181;M
Bronisław Cieślak;1943-10-08;Kraków;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;13 Kraków;24252;M
Bogdan Lewandowski;1946-12-07;Toruń;Klub Parlamentarny Socjaldemokracji Polskiej;5 Toruń;10593;M
Jacek Protasiewicz;1967-06-05;Brzeg;Klub Poselski Platformy Obywatelskiej;3 Wrocław;3035;M
Barbara Ciruk;1956-11-12;Białystok;Klub Parlamentarny Socjaldemokracji Polskiej;24 Białystok;5915;F
Jan Olszewski;1930-08-20;Warszawa;Koło Poselskie Ruchu Odbudowy Polski;19 Warszawa;13255;M
Tomasz Tomczykiewicz;1961-03-02;Pszczyna;Klub Parlamentarny Platforma Obywatelska;27 Bielsko-Biała;8862;M
Stanisław Papież;1965-03-29;Kraków;Klub Parlamentarny Liga Polskich Rodzin;13 Kraków;3080;M
Tadeusz Iwiński;1944-10-28;Piastów k/Warszawy;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;35 Olsztyn;34934;M
Jan Knapik;1951-06-16;Lipinki;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;14 Nowy Sącz;5895;M
Marek Widuch;1975-05-27;Gliwice;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;29 Gliwice;6784;M
Jan Łopuszański;1955-06-10;Gdańsk;Koło Poselskie Porozumienia Polskiego;17 Radom;14355;M
Mirosława Kątna;1949-06-30;Warszawa;Klub Parlamentarny Socjaldemokracji Polskiej;19 Warszawa;5705;F
Mieczysław Czerniawski;1948-07-15;Gminne;Poseł niezrzeszony;24 Białystok;9193;M
Witold Firak;1963-08-18;Ustrzyki Dolne;Poseł niezrzeszony;22 Krosno;11678;M
Krzysztof Baszczyński;1953-02-03;Łódź;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;9 Łódź;3588;M
Józef Jerzy Pilarczyk;1949-03-18;Pudłówek;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;21 Opole;7083;M
Bolesław Bujak;1957-11-03;Brzeziny;Klub Parlamentarny Polskiego Stronnictwa Ludowego;23 Rzeszów;7777;M
Anna Bańkowska;1946-04-30;Żnin;Klub Parlamentarny Socjaldemokracji Polskiej;4 Bydgoszcz;51885;F
Małgorzata Stryjska;1953-08-03;Poznań;Klub Parlamentarny Prawo i Sprawiedliwość;39 Poznań;4488;F
Halina Szustak;1945-04-15;Siedliska;Koło Poselskie "Dom Ojczysty";1 Legnica;7516;F
Halina Murias;1955-04-02;Łańcut;Klub Parlamentarny Liga Polskich Rodzin;23 Rzeszów;4101;F
Roman Giertych;1971-02-27;Śrem;Klub Parlamentarny Liga Polskich Rodzin;20 Warszawa;13261;M
Elżbieta Szparaga;1950-10-10;Nowiny;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;5 Toruń;7474;F
Ryszard Tomczyk;1959-08-17;Bierzwnik;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;40 Koszalin;4923;M
Teresa Piotrowska;1955-02-05;Tczew;Klub Parlamentarny Platforma Obywatelska;4 Bydgoszcz;12196;F
Ryszard Pojda;1947-11-11;Wodzisław Śląski;Koło Parlamentarne Unii Pracy;30 Rybnik;6544;M
Tadeusz Badach;1947-12-10;Gorzków;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;7 Chełm;7588;M
Józef Nowicki;1944-08-14;Gorzów Wielkopolski;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;37 Konin;10215;M
Adam Markiewicz;1944-06-01;Torskie;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;2 Wałbrzych;7194;M
Aleksandra Łuszczyńska;1943-03-15;Mogielnica;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;16 Płock;4783;F
Władysław Rak;1954-06-22;Głogów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;1 Legnica;7852;M
Józef Stasiewski;1951-03-08;Smardze;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;30 Rybnik;5512;M
Jerzy Szteliga;1953-05-09;Zebrzydowice -Kalwaria Zebrzydowska;Poseł niezrzeszony;21 Opole;25813;M
Kazimierz Sas;1947-09-04;Maniowy;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;14 Nowy Sącz;24046;M
Zbigniew Janowski;1955-10-04;Przemyśl;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;7 Chełm;10054;M
Ryszard Zbrzyzny;1955-05-04;Lubawka;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;1 Legnica;19713;M
Zbigniew Chrzanowski;1963-10-07;Maków Mazowiecki;Koło Parlamentarne Stronnictwa Konserwatywno-Ludowego;18 Siedlce;6132;M
Marcin Wnuk;1949-11-11;Inowrocław;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;4 Bydgoszcz;6172;M
Andrzej Umiński;1956-10-1;Rybno;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;34 Elbląg;12251;M
Sebastian Florek;1971-01-28;Olsztyn;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;35 Olsztyn;7654;M
Bogusław Wontor;1967-09-29;Słubice;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;8 Zielona Góra;13367;M
Tadeusz Kędziak;1959-11-21;Zelów;Koło Poselskie Ruchu Odbudowy Polski;10 Piotrków Trybunalski;3853;M
Stanisław Rydzoń;1950-03-08;Brzezinka;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;12 Chrzanów;9914;M
Sylwia Pusz;1972-06-18;Poznań;Klub Parlamentarny Socjaldemokracji Polskiej;39 Poznań;16401;F
Elżbieta Ratajczak;1946-08-14;Leszno;Klub Parlamentarny Liga Polskich Rodzin;36 Kalisz;1894;F
Grzegorz Dolniak;1960-02-17;Będzin;Klub Parlamentarny Platforma Obywatelska;32 Sosnowiec;5796;M
Andrzej Brachmański;1958-06-10;Wolsztyn;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;8 Zielona Góra;32251;M
Stanisław Dulias;1939-04-12;Zbaraż;Poseł niezrzeszony;29 Gliwice;3873;M
Jerzy Czerwiński;1960-06-19;Niemodlin;Koło Poselskie Ruchu Katolicko-Narodowego;21 Opole;5718;M
Wiesław Walendziak;1962-11-28;Gdańsk;Klub Parlamentarny Prawo i Sprawiedliwość;26 Gdynia;16814;M
Wiesław Jędrusik;1945-11-27;Dąbrowa Górnicza;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;32 Sosnowiec;11878;M
Jerzy Czepułkowski;1952-02-05;Pyrzyce;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;35 Olsztyn;9580;M
Zbigniew Kaniewski;1948-11-09;Białogard;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;9 Łódź;4037;M
Danuta Ciborowska;1947-09-18;Krasnystaw;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;34 Elbląg;9895;F
Elżbieta Kruk;1959-11-19;Lublin;Klub Parlamentarny Prawo i Sprawiedliwość;6 Lublin;17478;F
Jan Szwarc;1946-07-08;Ustroń;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;27 Bielsko-Biała;9378;M
Mirosław Drzewiecki;1956-07-08;Łódź;Klub Parlamentarny Platforma Obywatelska;9 Łódź;7823;M
Franciszek Wołowicz;1953-10-04;Nowa Sól;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;8 Zielona Góra;12415;M
Marek Kotlinowski;1956-05-13;Gorlice;Klub Parlamentarny Liga Polskich Rodzin;13 Kraków;22571;M
Franciszek Potulski;1943-06-17;Gdynia;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;25 Gdańsk;12455;M
Robert Smoleń;1964-05-20;Żagań;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;8 Zielona Góra;9682;M
Józef Fortuna;1952-09-11;Maków Podhalański;Klub Parlamentarny Prawo i Sprawiedliwość;12 Chrzanów;3111;M
Aldona Michalak;1955-11-02;Gostynin;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;16 Płock;4912;F
Tadeusz Jarmuziewicz;1957-09-21;Piława Górna;Klub Parlamentarny Platforma Obywatelska;21 Opole;5340;M
Robert Luśnia;1962-07-09;Warszawa;Poseł niezrzeszony;6 Lublin;9205;M
Renata Rochnowska;1949-02-02;Wawrowice;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;11 Sieradz;10489;F
Leszek Korzeniowski;1955-01-01;Warszawa;Klub Parlamentarny Platforma Obywatelska;21 Opole;10644;M
Antoni Mężydło;1954-08-23;Lubawa;Klub Parlamentarny Prawo i Sprawiedliwość;5 Toruń;4686;M
Włodzimierz Cimoszewicz;1950-09-13;Warszawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;24 Białystok;71819;M
Janusz Dobrosz;1954-03-07;Wieruszów;Klub Parlamentarny Liga Polskich Rodzin;3 Wrocław;5131;M
Marian Marczewski;1948-08-09;Turek;Klub Parlamentarny Socjaldemokracji Polskiej;37 Konin;8881;M
Danuta Polak;1945-01-01;Hoduciszki;Koło Parlamentarne Unii Pracy;28 Częstochowa;8801;F
Ryszard Hayn;1944-07-24;Egeln;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;36 Kalisz;12157;M
Dariusz Jacek Bachalski;1963-12-29;Gorzów Wielkopolski;Klub Parlamentarny Platforma Obywatelska;8 Zielona Góra;9186;M
Elżbieta Łukacijewska;1966-11-25;Jasło;Klub Parlamentarny Platforma Obywatelska;22 Krosno;5447;F
Bohdan Kopczyński;1935-10-22;Włodzimierz Wołyński;Poseł niezrzeszony;41 Szczecin;5452;M
Wanda Łyżwińska;1953-07-09;Piaseczno;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;17 Radom;6927;F
Edmund Borawski;1946-04-17;Świdry Podleśne;Klub Parlamentarny Polskiego Stronnictwa Ludowego;24 Białystok;7727;M
Alicja Olechowska;1956-02-10;Grodzisk Mazowiecki;Klub Parlamentarny Platforma Obywatelska;20 Warszawa;7429;F
Zbigniew Musiał;1954-05-03;Radomsko;Koło Poselskie Stronnictwa Gospodarczego;10 Piotrków Trybunalski;10444;M
Zbigniew Wassermann;1949-09-17;Kraków;Klub Parlamentarny Prawo i Sprawiedliwość;13 Kraków;9578;M
Hanna Gucwińska;1932-04-25;Warszawa;Koło Parlamentarne Unii Pracy;3 Wrocław;28847;F
Edmund Stachowicz;1948-02-28;Tczew;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;25 Gdańsk;7600;M
Leszek Sułek;1947-01-17;Grudziądz;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;5 Toruń;10634;M
Joanna Grobel-Proszowska;1949-11-8;Szczecin;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;23 Rzeszów;6009;F
Kazimierz Plocke;1958-05-03;Domatowo;Klub Parlamentarny Platforma Obywatelska;26 Gdynia;4876;M
Krystyna Herman;1951-12-16;Nowa Ruda;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;2 Wałbrzych;7658;F
Jolanta Szczypińska;1957-06-24;Słupsk;Klub Parlamentarny Prawo i Sprawiedliwość;26 Gdynia;3501;F
Krystyna Skowrońska;1954-07-22;Mielec;Klub Parlamentarny Platforma Obywatelska;23 Rzeszów;3894;F
Ewa Maria Janik;1948-12-19;Częstochowa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;28 Częstochowa;33011;F
Krzysztof Jurgiel;1953-11-18;Ogrodniki;Klub Parlamentarny Prawo i Sprawiedliwość;24 Białystok;14355;M
Stanisław Gudzowski;1954-01-03;Żagań;Klub Parlamentarny Liga Polskich Rodzin;8 Zielona Góra;6197;M
Marcin Libicki;1939-02-02;Poznań;Klub Parlamentarny Prawo i Sprawiedliwość;39 Poznań;23300;M
