Andrzej Grzesik;1967-01-04;Lubliniec;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;28 Częstochowa;10196;M
Tomasz Mamiński;1943-07-09;Puławy;Poseł niezrzeszony;30 Rybnik;17979;M
Władysław Szkop;1944-09-12;Równe;Klub Parlamentarny Socjaldemokracji Polskiej;26 Gdynia;19130;M
Michał Figlus;1953-07-09;Strzyżowice;Koło Poselskie Stronnictwa Gospodarczego;32 Sosnowiec;5071;M
Roman Jagieliński;1947-01-02;Wichradz;Koło Poselskie Stronnictwa Gospodarczego;10 Piotrków Trybunalski;15515;M
Tomasz Szczypiński;1953-09-22;Kraków;Klub Parlamentarny Platforma Obywatelska;13 Kraków;9631;M
Bogdan Zdrojewski;1957-05-18;Kłodzko;Klub Parlamentarny Platforma Obywatelska;3 Wrocław;47297;M
Aleksandra Jakubowska;1954-03-15;Pruszków;Poseł niezrzeszony;21 Opole;36496;F
Anita Błochowiak;1973-11-07;Pabianice;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;11 Sieradz;11098;F
Jerzy Michalski;1954-03-01;Gniewoszów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;7 Chełm;15421;M
Jan Kochanowski;1949-06-21;Świebodzin;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;8 Zielona Góra;16017;M
Andrzej Otręba;1949-07-23;Tyniec;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;3 Wrocław;7145;M
Czesław Siekierski;1952-10-08;Stopnica;Klub Parlamentarny Polskiego Stronnictwa Ludowego;33 Kielce;6159;M
Bogusław Liberadzki;1948-09-12;Sochaczew;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;41 Szczecin;16847;M
Sławomir Rybicki;1960-06-23;Gdańsk;Klub Parlamentarny Platforma Obywatelska;5 Toruń;8808;M
Rafał Zagórny;1964-08-21;Częstochowa;Klub Parlamentarny Platforma Obywatelska;31 Katowice;4704;M
Stanisław Gorczyca;1958-07-27;Miłomłyn;Klub Parlamentarny Platforma Obywatelska;34 Elbląg;4293;M
Jerzy Dziewulski;1943-12-15;Warszawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;35 Olsztyn;19792;M
Maria Gajecka-Bożek;1946-07-12;Zawiercie;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;32 Sosnowiec;18384;F
Edward Wojtalik;1948-07-07;Wilków Kolonia;Klub Parlamentarny Socjaldemokracji Polskiej;40 Koszalin;5759;M
Zenon Tyma;1952-05-15;Nysa;Klub Parlamentarny Liga Polskich Rodzin;21 Opole;10853;M
Dariusz Grabowski;1950-08-28;Warszawa;Klub Parlamentarny Liga Polskich Rodzin;17 Radom;5022;M
Marek Żyliński;1952-02-03;Iława;Klub Parlamentarny Platforma Obywatelska;35 Olsztyn;7059;M
Andrzej Grzyb;1956-08-23;Siedlików;Klub Parlamentarny Polskiego Stronnictwa Ludowego;36 Kalisz;4420;M
Henryk Kroll;1949-01-20;Gogolin;Poseł niezrzeszony;21 Opole;11704;M
Jan Orkisz;1954-08-04;Zawada;Koło Parlamentarne Unii Pracy;13 Kraków;7483;M
Anna Borucka-Cieślewicz;1941-10-26;Zygmuntowo;Klub Parlamentarny Prawo i Sprawiedliwość;39 Poznań;2728;F
Maria Zbyrowska;1956-11-02;Jaźwiny;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;23 Rzeszów;13837;F
Jan Zaworski;1951-03-27;Berżniki;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;24 Białystok;8752;M
Arkadiusz Kasznia;1973-09-19;Łuków;Klub Parlamentarny Socjaldemokracji Polskiej;6 Lublin;5721;M
Włodzimierz Czechowski;1933-03-28;Trześń;Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej;31 Katowice;6233;M
Waldemar Pawlak;1959-09-05;Model;Klub Parlamentarny Polskiego Stronnictwa Ludowego;16 Płock;17279;M
Zbigniew Chlebowski;1964-03-08;Żarów;Klub Parlamentarny Platforma Obywatelska;2 Wałbrzych;9300;M
Marek Wikiński;1966-05-23;Sochaczew;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;17 Radom;13196;M
Bogdan Pęk;1953-04-08;Kraków;Klub Parlamentarny Liga Polskich Rodzin;13 Kraków;8113;M
Grzegorz Woźny;1946-07-19;Pudliszki;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;36 Kalisz;16676;M
Kazimierz Chrzanowski;1951-12-25;Łaziska;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;13 Kraków;38802;M
Tadeusz Parchański;1947-06-21;Katowice;Klub Parlamentarny Platforma Obywatelska;14 Nowy Sącz;4926;M
Wiesław Ciesielski;1953-07-14;Syców;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;23 Rzeszów;24553;M
Zbigniew Kuźmiuk;1956-09-19;Komorowo;Klub Parlamentarny Polskiego Stronnictwa Ludowego;17 Radom;6302;M
Tadeusz Maćkała;1962-11-02;Lubin;Klub Parlamentarny Platforma Obywatelska;1 Legnica;12489;M
Mariusz Kamiński;1965-09-25;Sochaczew;Klub Parlamentarny Prawo i Sprawiedliwość;19 Warszawa;5257;M
Jerzy Szmajdziński;1952-04-09;Wrocław;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;1 Legnica;72719;M
