Czesław Cieślak;1946-07-08;Nagórki;Klub Parlamentarny Polskiego Stronnictwa Ludowego;19 Konin;;M
Włodzimierz Wasiński;1953-02-17;Zalewo;Klub Parlamentarny Akcji Wyborczej Solidarność;50 Wrocław;;M
Waldemar Pawłowski;1948-09-01;Ostrołęka;Klub Parlamentarny Akcji Wyborczej Solidarność;04 Białystok;;M
Marian Sołtysiewicz;1959-12-01;Kraków;Klub Parlamentarny Akcji Wyborczej Solidarność;05 Bielsko-Biała;;M
Bogdan Żurek;1956-03-04;Ząbkowice Śląskie;Klub Parlamentarny Akcji Wyborczej Solidarność;15 Sosnowiec;;M
Jerzy Dziewulski;1943-12-15;Warszawa;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;43 Suwałki;;M
Andrzej Brzeski;1953-10-24;Świnoujście;posłowie niezrzeszeni;46 Tarnów;;M
Mariusz Kamiński;1965-09-25;Sochaczew;Klub Parlamentarny "Prawo i Sprawiedliwość";01 Warszawa;;M
Elżbieta Radziszewska;1958-01-06;Białocin;posłowie niezrzeszeni;33 Piotrków Trybunalski;;F
Małgorzata Okońska-Zaremba;1966-05-23;Wieliczka;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;28 Nowy Sącz;;F
Andrzej Umiński;1956-10-01;Rybno;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;29 Olsztyn;;M
Bronisław Dankowski;1944-08-22;Opatówko;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;35 Poznań;;M
Marian Marczewski;1948-08-09;Turek;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;19 Konin;;M
Tadeusz Bernard Lewandowski;1951-10-28;Bydgoszcz;Klub Parlamentarny Akcji Wyborczej Solidarność;06 Bydgoszcz;;M
Władysław Szkop;1944-09-12;Równe;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;42 Słupsk;;M
Janusz Dobrosz;1954-03-07;Wieruszów;Klub Parlamentarny Polskiego Stronnictwa Ludowego;50 Wrocław;;M
Grzegorz Tuderek;1938-03-10;Księżomierz k/Kraśnika;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;38 Rzeszów;;M
Franciszek Szelwicki;1941-01-02;Czarnokońce Małe ;Klub Parlamentarny Akcji Wyborczej Solidarność;30 Opole;;M
Czesław Bielecki;1948-05-03;Warszawa;Klub Parlamentarny Akcji Wyborczej Solidarność;01 Warszawa;;M
Marian Poślednik;1959-08-02;Pasierby;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;24 Leszno;;M
Bogdan Borusewicz;1949-01-11;Lidzbark Warmiński;Klub Parlamentarny Unii Wolności ;11 Gdańsk;;M
Jan Zaciura;1934-01-01;Michałki;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;01 Warszawa;;M
Konstanty Miodowicz;1951-01-09;Gniewkowo woj. bydgoskie;Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego;41 Skierniewice;;M
Jerzy Wierchowicz;1951-08-04;Gorzów Wielkopolski;Klub Parlamentarny Unii Wolności ;12 Gorzów Wielkopolski;;M
Zdzisław Kałamaga;1956-05-21;Staszów;Klub Parlamentarny Sojuszu Lewicy Demokratycznej;18 Kielce;;M
Tadeusz Syryjczyk;1948-02-09;Kraków;Klub Parlamentarny Unii Wolności ;21 Kraków;;M
Tadeusz Pawlus;1957-12-05;Dębica;Klub Parlamentarny Akcji Wyborczej Solidarność;45 Tarnobrzeg;;M
Kazimierz Marcinkiewicz;1959-12-20;Gorzów Wlkp.;Klub Parlamentarny "Prawo i Sprawiedliwość";12 Gorzów Wielkopolski;;M
Jerzy Buzek;1940-07-03;Śmiłowice ;Klub Parlamentarny Akcji Wyborczej Solidarność;17 Gliwice;;M
Wiesław Woda;1946-08-17;Paleśnica;Klub Parlamentarny Polskiego Stronnictwa Ludowego;46 Tarnów;;M
