year;pack;name;age;height;weight;caps;position;poscode
1999;IRE;David Humphreys;28;177;78;19;Flyhalf;FH
1999;IRE;Paddy Johns;31;198;106;55;Lock;SR
1999;IRE;Kevin Maggs;25;180;89;21;Centre;CE
1999;IRE;Mike Mallins;29;178;93;1;Centre;CE
1999;IRE;Angus Mckeen;30;180;106;0;Prop;PR
1999;IRE;Eric Miller;24;190;101;16;Number-8;SR
1999;IRE;Matt Mostyn;25;187;92;3;Wing;WI
1999;IRE;Ross Nesdale;31;177;103;12;Hooker;HK
1999;IRE;Dion O'Cuinneagain;27;193;102;14;Number-8;SR
1999;IRE;Brian O'Driscoll;20;177;83;4;Centre;CE
1999;IRE;Malcolm O'Kelly;25;200;103;16;Lock;SR
1999;IRE;Brian O'Meara;23;175;76;5;Scrumhalf;SH
1999;IRE;Conor O'Shea;29;187;95;31;Fullback;FB
1999;IRE;Tom Tierney;23;182;89;4;Scrumhalf;SH
1999;IRE;James Topping;25;180;89;5;Wing;WI
1999;IRE;Paul Wallace;28;185;102;31;Prop;PR
1999;IRE;Andy Ward;29;190;100;16;Flanker;SR
1999;IRE;Keith Wood;27;182;100;28;Hooker;HK
1999;ITA;Orazio Arancio;32;190;103;34;Flanker;SR
1999;ITA;Mauro Bergamasco;20;185;79;4;Flanker;SR
1999;ITA;Carlo Caione;26;187;95;16;Number-8;SR
1999;ITA;Sandro Ceppolino;25;184;89;3;Centre;CE
1999;ITA;Andrea Castellani;27;190;110;18;Prop;PR
1999;ITA;Carlo Checchinato;29;198;110;50;Number-8;SR
1999;ITA;Walter Cristofoletto;35;190;102;27;Lock;SR
1999;ITA;Giampiero De Carli;29;182;103;15;Prop;PR
1999;ITA;Diego Dominguez;33;172;76;54;Flyhalf;FH
1999;ITA;Mark Giacheri;30;203;113;33;Flanker;SR
1999;ITA;Massimo Giovanelli;32;185;103;58;Flanker;SR
1999;ITA;Luca Martin;26;185;83;18;Centre;CE
1999;ITA;Francesco Mazzariol;24;172;76;16;Wing;WI
1999;ITA;Giampiero Mazzi;25;172;75;5;Scrumhalf;SH
1999;ITA;Nicola Mazzucato;24;189;86;5;Number-8;SR
1999;ITA;Andrea Moretti;27;177;94;3;Hooker;HK
1999;ITA;Alesandro Moscardi;30;193;100;17;Hooker;HK
1999;ITA;Frederico Pucciariello;24;193;100;17;Prop;PR
1999;ITA;Matt Pini;30;182;94;6;Fullback;FB
1999;ITA;Franco Properzi-Curti;34;187;114;50;Prop;PR
1999;ITA;Fabio Roselli;28;175;75;18;Wing;WI
1999;ITA;Stefano Saviozzi;24;185;87;11;Hooker;HK
1999;ITA;Cristian Stoica;23;187;98;19;Centre;CE
1999;ITA;Laurent Travini;27;193;106;3;Lock;SR
1999;ITA;Alessandro Troncon;26;177;83;45;Scrumhalf;SH
1999;ITA;Paolo Vaccari;28;185;89;53;Wing;WI
1999;ITA;Nicholas Zisti;27;189;99;1;Centre;CE
1999;JPN;Graeme Bachop;32;175;90;4;Scrumhalf;SH
1999;JPN;Robert Gordon;34;193;105;11;Number-8;SR
1999;JPN;Shin Hasegawa;27;180;100;13;Prop;PR
1999;JPN;Takafumi Hirao;24;182;82;2;Fullback;FB
1999;JPN;Keiji Hirose;26;167;69;21;Flyhalf;FH
1999;JPN;Ryuji Ishi;29;182;89;1;Flanker;SR
1999;JPN;Takeomi Ito;28;185;90;25;Flanker;SR
1999;JPN;Kensuke Iwabuchi;24;177;78.5;12;Scrumhalf;SH
1999;JPN;Jamie Joseph;30;198;110;5;Flanker;SR
1999;JPN;Atsushi Koga;24;173;85;0.00;Centre;CE
1999;JPN;Hajime Kiso;21;195;96;0.00;Flanker;SR
1999;JPN;Masahiro Kunda;33;177;97;42;Hooker;HK
1999;JPN;Ryohei Miki;21;185;83;1;Wing;WI
1999;JPN;Terunori Masuho;27;177;87.5;37;Wing;WI
1999;JPN;Tsutomu Matsuda;29;180;77.5;33;Fullback;FB
1999;JPN;Andrew McCormick;32;185;92.5;21;Centre;CE
1999;JPN;Yukio Motoki;28;177;92;45;Centre;CE
1999;JPN;Wataru Murata;31;172;73;24;Scrumhalf;SH
1999;JPN;Toshikazu Nakamichi;28;175;105;8;Prop;PR
1999;JPN;Naoto Nakamura;30;177;100;13;Prop;PR
1999;JPN;Kohei Oguchi;31;180;107;4;Prop;PR
1999;JPN;Daisuke Ohata;24;175;80;14;Wing;WI
1999;JPN;Naoya Okubo;24;187;98;4;Lock;SR
1999;JPN;Masaaki Sakata;27;180;97;15;Hooker;HK
1999;JPN;Yoshihiko Sakuraba;33;190;103;41;Lock;SR
1999;JPN;Greg Smith;31;187;105;13;Flanker;SR
1999;JPN;Hiroyuki Tanuma;26;190;87;21;Lock;SR
1999;JPN;Patiliai Tuidraki;30;180;77;11;Wing;WI
1999;JPN;Yasunori Watanabe;25;190;98;12;Flanker;SR
1999;JPN;Akira Yoshida;28;180;81;6;Centre;CE
1999;NAM;Andries Blaauw;29;174;115;12;Prop;PR
1999;NAM;Sybrand De Beer;24;186;108;8;Flanker;SR
1999;NAM;Dirk Farmer;25;187;89;14;Wing;WI
1999;NAM;Frans Fisch;29;187;100;0.00;Hooker;HK
1999;NAM;Sean Furter;22;190;95;3;Number-8;SR
1999;NAM;Lukas Holzhausen;26;178;87;9;Centre;CE
1999;NAM;Hugo Horn;22;181;105;8;Hooker;HK
1999;NAM;Quinn Hough;27;186;100;14;Number-8;SR
1999;NAM;Eben Izaacs;29;191;105;6;Lock;SR
1999;NAM;Mario Jacobs;27;186;103;3;Prop;PR
1999;NAM;Riaan Jantjies;34;158;64;14;Scrumhalf;SH
1999;NAM;Herman Lintvelt;23;193;100;4;Flanker;SR
1999;NAM;Cliff Loubser;26;180;87;2;Centre;CE
1999;NAM;Deon Mouton;25;182;85;2;Wing;WI
1999;NAM;Jaco Olivier;24;190;102;2;Flanker;SR
1999;NAM;Gerhard Opperman;31;168;101;3;Prop;PR
1999;NAM;Ronaldo Pedro;27;178;75;3;Wing;WI
1999;NAM;Attie Samuelson;25;186;84;16;Wing;WI
1999;NAM;Heino Senekal;24;198;114;5;Lock;SR
1999;NAM;Eben Smith;28;176;104;7;Prop;PR
1999;NAM;Pieter Steyn;26;200;110;16;Lock;SR
1999;NAM;Johannes Theron;20;196;110;4;Lock;SR
1999;NAM;Schalk Van Der Merwe;25;182;90;23;Centre;CE
1999;NAM;Leane Van Dyk;23;196;86;9;Fullback;FB
1999;NAM;Francois Van Rensburg;25;182;90;19;Centre;CE
1999;NAM;Sarel Van Rensburg;22;178;76;2;Centre;CE
1999;NAM;Thys Van Rooyen;28;185;103;9;Number-8;SR
1999;NAM;Rudi Van Vuuren;27;188;95;5;Flyhalf;FH
1999;NAM;Glovin Van Wyk;26;180;78;3;Fullback;FB
1999;NAM;Johan Zaayman;26;186;90;13;Flyhalf;FH
1999;NZL;Pita Alatini;23;177;83;1;Centre;CE
1999;NZL;Andrew Blowers;24;193;110;10;Flanker;SR
1999;NZL;Robin Brooke;33;198;109;58;Lock;SR
1999;NZL;Tony Brown;24;177;83;5;Flyhalf;FH
1999;NZL;Christian Cullen;23;180;86;36;Fullback;FB
1999;NZL;Rhys Duggan;27;175;75;0;Flyhalf;FH
1999;NZL;Craig Dowd;30;189;115;49;Prop;PR
1999;NZL;Greg Feek;24;185;112;3;Prop;PR
1999;NZL;Daryl Gibson;24;180;97;7;Centre;CE
1999;NZL;Mark Hammett;27;182;103;2;Hooker;HK
1999;NZL;Carl Hoeft;25;182;113;10;Prop;PR
1999;NZL;Alama Ieremia;29;195;98;20;Centre;CE
1999;NZL;Ian Jones;32;198;103;77;Lock;SR
1999;NZL;Byron Kelleher;23;175;90;4;Scrumhalf;SH
1999;NZL;Josh Kronfeld;28;182;102;43;Flanker;SR
1999;NZL;Jonah Lomu;24;195;112;33;Wing;WI
1999;NZL;Justin Marshall;26;180;88;35;Scrumhalf;SH
1999;NZL;Norm Maxwell;23;198;94;7;Lock;SR
1999;NZL;Kees Meeuws;25;182;117;8;Prop;PR
1999;NZL;Andy Mehrtens;26;177;83;35;Flyhalf;FH
1999;NZL;Dylan Mika;27;195;98;5;Flanker;SR
1999;NZL;Anton Oliver;24;185;100;15;Hooker;HK
1999;NZL;Glenn Osborne;28;185;89;18;Wing;WI
1999;NZL;Taine Randell;25;187;101;26;Flanker;SR
1999;NZL;Scott Robertson;25;190;107;3;Flanker;SR
1999;NZL;Carlos Spencer;24;185;88;13;Flyhalf;FH
1999;NZL;Reuben Thorne;24;198;106;2;Lock;SR
1999;NZL;Tana Umaga;26;187;102;13;Wing;WI
1999;NZL;Royce Willis;24;198;120;7;Lock;SR
1999;NZL;Jeff Wilson;26;180;89;49;Wing;WI
1999;ROU;Petre Balan;23;185;101.6;8;Hooker;HK
1999;ROU;Gabriel Brezoianu;22;175;83.5;9;Centre;CE
1999;ROU;Tibeau Brinza;31;198;115;36;Lock;SR
1999;ROU;Daniel Chriac;26;196;106;3;Lock;SR
1999;ROU;Mihai Ciolacu;22;182;87;4;Wing;WI
1999;ROU;Florin Corodeanu;22;190;95;8;Flanker;SR
1999;ROU;Stefan Demci;24;178;98;0;Hooker;HK
1999;ROU;Bogdan Dima;20;185;100;1;Prop;PR
1999;ROU;Catalin Draguceanu;29;190;106.5;26;Flanker;SR
1999;ROU;Radu Fugigi;26;175;80;8;Wing;WI
1999;ROU;Romeo Gontineac;26;175;83;22;Centre;CE
1999;ROU;Cristian Haldan;26;177;80;4;Wing;WI
1999;ROU;Marius Iacob;27;175;80;6;Scrumhalf;SH
1999;ROU;Cristian Lapu;24;175;87.5;4;Centre;CE
1999;ROU;Florin Marioara;31;182;130;4;Prop;PR
1999;ROU;Petre Mitu;22;175;83.5;12;Fullback;FB
1999;ROU;Dragos Niculae;28;180;112.5;12;Prop;PR
1999;ROU;Alin Petrache;23;193;105;4;Flanker;SR
1999;ROU;Laurentiu Rotaru;29;186;104;1;Prop;PR
1999;ROU;Christian Sauan;25;182;90;1;Wing;WI
1999;ROU;Erdinci Septar;26;193;104;9;Number-8;SR
1999;ROU;Lucian Sirbu;23;180;84;1;Scrumhalf;SH
1999;ROU;Gheorghe Solomie;30;185;93;31;Wing;WI
1999;ROU;Constantin Stan;30;182;121.5;23;Prop;PR
1999;ROU;Marius Tinci;21;181;106;0.00;Flanker;SR
1999;ROU;Ionut Tofan;22;177;73;7;Flyhalf;FH
1999;ROU;Ovidiu Tonita;19;196;95;0.00;Lock;SR
1999;ROU;Constantin Tudar;30;198;115;19;Lock;SR
1999;ROU;Mihai Vioreanu;25;182;82;9;Centre;CE
1999;ROU;Roland Vusec;27;177;80;4;Flyhalf;FH
1999;SCO;Gary Armstrong;33;172;86;49;Scrumhalf;SH
1999;SCO;Gordon Bulloch;24;180;96;17;Hooker;HK
1999;SCO;Paul Burnell;34;185;109;49;Prop;PR
1999;SCO;Iain Fairley;26;177;89;2;Scrumhalf;SH
1999;SCO;George Graham;33;170;108;10;Prop;PR
1999;SCO;Stuart Grimes;25;195;105;17;Lock;SR
1999;SCO;Dave Hilton;29;177;103;37;Prop;PR
1999;SCO;Duncan Hodge;25;182;95;8;Fullback;FB
1999;SCO;John Leslie;29;185;93;7;Centre;CE
1999;SCO;Martin Leslie;28;190;102;9;Flanker;SR
1999;SCO;Kenny Logan;27;185;93;43;Wing;WI
1999;SCO;Shaun Longstaff;27;182;101;11;Wing;WI
1999;SCO;Cameron Mather;27;198;105;1;Flanker;SR
1999;SCO;Jamie Mayer;22;177;92;3;Centre;CE
1999;SCO;James McLaren;27;190;105;2;Centre;CE
1999;SCO;Glenn Metcalfe;28;180;88;11;Fullback;FB
1999;SCO;Cameron Murray;24;177;83;13;Centre;CE
1999;SCO;Scott Murray;23;198;105;16;Lock;SR
1999;SCO;Chris Paterson;21;181;76;0.00;Fullback;FB
1999;SCO;Budge Pountney;26;187;95;9;Flanker;SR
1999;SCO;Andrew Reed;30;200;112;17;Lock;SR
1999;SCO;Bryan Redpath;28;170;74;30;Scrumhalf;SH
1999;SCO;Stuart Reid;29;190;104;3;Flanker;SR
1999;SCO;Robert Russell;23;177;96;2;Hooker;HK
1999;SCO;Gordon Simpson;28;185;108;6;Number-8;SR
1999;SCO;Tom Smith;28;175;110;12;Prop;PR
1999;SCO;Alan Tait;35;180;95;26;Centre;CE
1999;SCO;Gregor Townsend;26;185;86;43;Flyhalf;FH
1999;SCO;Peter Walton;30;190;114;22;Flanker;SR
1999;SCO;Doddie Weir;29;198;111;54;Lock;SR
1999;RSA;Mark Andrews;27;200;112;57;Lock;SR
1999;RSA;Jan (Jannie) Hendrik De Beer;27;182;80;8;Flyhalf;FH
1999;RSA;Naka Drotske;28;182;105;21;Hooker;HK
1999;RSA;Pieter (Os) du Randt;27;190;120;34;Prop;PR
1999;RSA;Johan Erasmus;27;190;100;24;Flanker;SR
1999;RSA;Robbie Fleck;24;182;92;7;Centre;CE
1999;RSA;Adrian Christopher Garvey;29;189;116;27;Prop;PR
1999;RSA;Henry William Honiball;34;190;90;33;Flyhalf;FH
1999;RSA;Wayne Julies;21;186;88;0;Centre;CE
1999;RSA;Deon Kayser;29;175;78;5;Wing;WI
1999;RSA;Ruben Jacobus Kruger;29;189;102;34;Flanker;SR
1999;RSA;Anton Leonard;25;191;106;1;Number-8;SR
1999;RSA;Ollie Le Roux;26;182;122;22;Prop;PR
1999;RSA;Kaya Malotana;23;176;75;0;Centre;CE
1999;RSA;Percy Montgomery;25;182;85;30;Fullback;FB
1999;RSA;Pieter Muller;30;190;90;29;Centre;CE
1999;RSA;Krynauw Otto;28;200;116;29;Lock;SR
1999;RSA;Breyton Paulse;23;174;79;6;Wing;WI
1999;RSA;Christiaan (Chris) Rossouw;30;182;105;7;Hooker;HK
1999;RSA;Pieter Rossouw;28;193;90;30;Wing;WI
1999;RSA;Robert (Bob) Brian Skinstad;23;195;104;11;Flanker;SR
1999;RSA;Werner Swanepoel;26;172;80;13;Scrumhalf;SH
1999;RSA;Stefan Terblanche;24;187;95;17;Wing;WI
1999;RSA;Albert van den Berg;25;201;102;5;Lock;SR
1999;RSA;Joost van der Westhuizen;28;188;89;53;Scrumhalf;SH
1999;RSA;Fritz van Heerden;29;198;112;13;Lock;SR
1999;RSA;Andre Venter;29;195;106;40;Flanker;SR
1999;RSA;Brendan Venter;30;186;90;16;Centre;CE
1999;RSA;Cobus Visagie;26;185;118;7;Prop;PR
1999;RSA;Andre Vos;24;189;104;5;Number-8;SR
1999;ESP;Jaime Alonso;26;175;75;5;Scrumhalf;SH
1999;ESP;Oscar Astarloa;25;185;95;10;Flanker;SR
1999;ESP;Rafael Bastide;22;182;88;11;Centre;CE
1999;ESP;Jordi Camps;26;180;108;26;Prop;PR
1999;ESP;Fernando de La Calle;29;176;95;38;Hooker;HK
1999;ESP;Jose Diaz;36;183;95;6;Flanker;SR
1999;ESP;Fernando Diez;25;175;85;8;Centre;CE
1999;ESP;Alvar Enciso;25;182;82;29;Centre;CE
1999;ESP;Aitor Etxeberria;23;189;93;5;Flyhalf;FH
1999;ESP;Miguel Angel Frechilla;25;183;84;7;Wing;WI
1999;ESP;Aratz Gallastegui;23;173;71;12;Scrumhalf;SH
1999;ESP;Jose Ignacio Inchausti;26;182;73;2;Wing;WI
1999;ESP;Andrei Kovalenco;28;180;81;11;Flyhalf;FH
1999;ESP;Sebastian Loubsens;26;179;84;4;Centre;CE
1999;ESP;Agustin Malet;32;188;102;5;Flanker;SR
1999;ESP;Alberto Malo (Captain);35;190;100;73;Flanker;SR
1999;ESP;Luis Javier Martinez;30;198;115;6;Lock;SR
