rok;nrt;interwencje;in;zng;zngn;zp;zpn;znk;znkn;wypadki;wn;zabici;zn;ranni;rn;d1;d7
2021;12;143485;7;3804;7;2186;7;1235;7;257;7;26;7;296;7;2021-03-21;2021-03-27
2021;13;163691;7;4079;7;2232;7;1440;7;305;7;37;7;330;7;2021-03-28;2021-04-03
2021;14;145059;7;3561;7;1707;7;1231;7;256;7;32;7;310;7;2021-04-04;2021-04-10
2021;15;152754;7;4051;7;2025;7;1342;7;327;7;42;7;379;7;2021-04-11;2021-04-17
2021;16;156178;7;4293;7;2265;7;1486;7;382;7;32;7;425;7;2021-04-18;2021-04-24
2021;17;148914;7;4070;7;2206;7;1467;7;383;7;25;7;461;7;2021-04-25;2021-05-01
2021;18;138662;7;3891;7;1744;7;1454;7;319;7;26;7;387;7;2021-05-02;2021-05-08
2021;19;145829;7;4409;7;2038;7;1616;7;599;7;42;7;665;7;2021-05-09;2021-05-15
2021;20;126829;7;4279;7;2205;7;1662;7;442;7;33;7;501;7;2021-05-16;2021-05-22
2021;21;127784;7;4368;7;2074;7;1621;7;460;7;37;7;499;7;2021-05-23;2021-05-29
2021;22;126055;7;4361;7;1930;7;1781;7;527;7;52;7;576;7;2021-05-30;2021-06-05
2021;23;129741;7;4527;7;2008;7;1809;7;643;7;45;7;729;7;2021-06-06;2021-06-12
2021;24;130226;7;4591;7;2010;7;1819;7;585;7;44;7;658;7;2021-06-13;2021-06-19
2021;25;138198;7;4545;7;2280;7;1806;7;558;7;43;7;638;7;2021-06-20;2021-06-26
2021;26;129472;7;4389;7;2326;7;1828;7;540;7;53;7;632;7;2021-06-27;2021-07-03
2021;27;132875;7;4863;7;2131;7;2030;7;598;7;48;7;680;7;2021-07-04;2021-07-10
2021;28;140163;7;4844;7;2166;7;2060;7;572;7;34;7;635;7;2021-07-11;2021-07-17
2021;29;132346;7;4550;7;2296;7;1880;7;523;7;47;7;587;7;2021-07-18;2021-07-24
2021;30;139978;7;4409;7;2080;7;1842;7;561;7;34;7;689;7;2021-07-25;2021-07-31
2021;31;138118;7;4077;7;1908;7;1671;7;489;7;44;7;635;7;2021-08-01;2021-08-07
2021;32;142255;7;4529;7;2030;7;1840;7;566;7;40;7;632;7;2021-08-08;2021-08-14
2021;33;136094;7;4451;7;1984;7;1829;7;483;7;36;7;563;7;2021-08-15;2021-08-21
2021;34;125903;7;4367;7;2103;7;1818;7;488;7;51;7;569;7;2021-08-22;2021-08-28
2021;35;129398;7;4261;7;2033;7;1726;7;471;7;33;7;562;7;2021-08-29;2021-09-04
2021;36;129459;7;4319;7;1999;7;1792;7;668;7;47;7;753;7;2021-09-05;2021-09-11
2021;37;127047;7;4412;7;1996;7;1747;7;505;7;50;7;582;7;2021-09-12;2021-09-18
2021;38;111327;7;3621;7;1625;7;1376;7;382;7;40;7;420;7;2021-09-19;2021-09-25
2021;39;123332;7;4109;7;1908;7;1747;7;581;7;55;7;648;7;2021-09-26;2021-10-02
2021;40;129189;7;4217;7;2135;7;1668;7;551;7;46;7;607;7;2021-10-03;2021-10-09
2021;41;123566;7;4376;7;2048;7;1639;7;485;7;48;7;543;7;2021-10-10;2021-10-16
2021;42;136139;7;4330;7;2166;7;1614;7;495;7;49;7;570;7;2021-10-17;2021-10-23
2021;43;142921;7;4109;7;1813;7;1444;7;493;7;29;7;544;7;2021-10-24;2021-10-30
2021;44;143155;7;4085;7;1873;7;831;7;442;7;36;7;499;7;2021-10-31;2021-11-06
2021;45;136451;7;3925;7;1721;7;0;7;404;7;49;7;433;7;2021-11-07;2021-11-13
2021;46;142420;7;3930;7;2173;7;0;7;393;7;41;7;415;7;2021-11-14;2021-11-20
2021;47;138817;7;3806;7;2142;7;0;7;479;7;45;7;511;7;2021-11-21;2021-11-27
2021;48;138695;7;3700;7;2733;7;0;7;449;7;44;7;516;7;2021-11-28;2021-12-04
2021;49;148131;7;3481;7;1900;7;0;7;362;7;20;7;416;7;2021-12-05;2021-12-11
2021;50;167105;7;3596;7;2046;7;0;7;402;7;37;7;428;7;2021-12-12;2021-12-18
2021;51;144399;7;3134;7;2007;7;0;7;357;7;25;7;406;7;2021-12-19;2021-12-25
2021;52;139264;7;3221;7;2302;7;0;7;271;7;29;7;303;7;2021-12-26;2022-01-01
2022;01;132238;7;3481;7;1984;7;0;7;280;7;37;7;322;7;2022-01-02;2022-01-08
2022;02;134672;7;3590;7;2029;7;0;7;330;7;20;7;390;7;2022-01-09;2022-01-15
