teryt;powiat;total2012;total2013;total2014;total2015;total2016;total2017;total2018;pp2012;pp2013;pp2014;pp2015;pp2016;pp2017;pp2018;pr2012;pr2013;pr2014;pr2015;pr2016;pr2017;pr2018;pm2012;pm2013;pm2014;pm2015;pm2016;pm2017;pm2018;pn2012;pn2013;pn2014;pn2015;pn2016;pn2017;pn2018;po2012;po2013;po2014;po2015;po2016;po2017;po2018;
1864000;m.Tarnobrzeg;48558;48217;48000;47816;47595;47387;;8199;7989;7758;7605;7500;7407;;31208;30671;30248;29868;29429;28959;;19017;18708;18399;18143;17761;17413;;12191;11963;11849;11725;11668;11546;;9151;9557;9994;10343;10666;11021;;
2001000;augustowski;59873;59558;59374;59103;58905;58669;;11376;11013;10756;10468;10302;10163;;37595;37498;37310;37131;36898;36611;;23752;23652;23422;23206;22953;22605;;13843;13846;13888;13925;13945;14006;;10902;11047;11308;11504;11705;11895;;
2002000;białostocki;144388;144978;145230;145517;146254;147002;;26882;26580;26267;26057;26237;26444;;92275;92632;92654;92450;92413;92222;;57938;58103;58093;57881;57668;57346;;34337;34529;34561;34569;34745;34876;;25231;25766;26309;27010;27604;28336;;
2003000;bielski;58057;57599;57144;56562;56075;55427;;9812;9535;9335;9142;9012;8900;;34854;34613;34336;33911;33421;32897;;21155;20968;20741;20465;20188;19857;;13699;13645;13595;13446;13233;13040;;13391;13451;13473;13509;13642;13630;;
2004000;grajewski;49225;48916;48643;48357;48041;47781;;9679;9349;9029;8792;8605;8461;;31572;31376;31244;30995;30624;30261;;19928;19754;19589;19383;19036;18776;;11644;11622;11655;11612;11588;11485;;7974;8191;8370;8570;8812;9059;;
2005000;hajnowski;45984;45415;44957;44567;44146;43745;;6667;6476;6344;6226;6197;6204;;27695;27301;26896;26550;26033;25530;;15753;15560;15421;15304;15068;14836;;11942;11741;11475;11246;10965;10694;;11622;11638;11717;11791;11916;12011;;
2006000;kolneński;39928;39555;39369;39162;38995;38748;;8255;7863;7626;7391;7241;7052;;25111;25139;25060;25004;24895;24717;;16306;16220;16045;15904;15829;15594;;8805;8919;9015;9100;9066;9123;;6562;6553;6683;6767;6859;6979;;
2007000;łomżyński;52169;51860;51610;51439;51305;51084;;10890;10463;10163;9920;9700;9566;;32476;32487;32531;32475;32465;32303;;20936;20896;20819;20654;20568;20374;;11540;11591;11712;11821;11897;11929;;8803;8910;8916;9044;9140;9215;;
2008000;moniecki;42385;42077;41817;41544;41254;41011;;7721;7413;7164;6946;6751;6650;;26587;26555;26521;26338;26097;25826;;16896;16835;16719;16599;16342;16106;;9691;9720;9802;9739;9755;9720;;8077;8109;8132;8260;8406;8535;;
2009000;sejneński;20963;20891;20778;20606;20417;20270;;3860;3789;3663;3540;3445;3405;;13081;12983;12952;12838;12693;12546;;8126;8087;8084;7963;7836;7709;;4955;4896;4868;4875;4857;4837;;4022;4119;4163;4228;4279;4319;;
2010000;siemiatycki;47358;46938;46479;46072;45538;45191;;8285;7875;7498;7216;6984;6896;;28889;28829;28710;28515;28133;27767;;17655;17589;17444;17290;16985;16733;;11234;11240;11266;11225;11148;11034;;10184;10234;10271;10341;10421;10528;;
2011000;sokólski;71128;70525;70060;69375;68664;68188;;12679;12116;11794;11445;11163;11075;;44320;44064;43784;43328;42806;42297;;27515;27291;27027;26691;26258;25835;;16805;16773;16757;16637;16548;16462;;14129;14345;14482;14602;14695;14816;;
2012000;suwalski;36024;35924;35929;35932;35929;35955;;7636;7372;7165;7012;6988;6994;;22301;22368;22448;22502;22484;22417;;14262;14238;14286;14335;14250;14148;;8039;8130;8162;8167;8234;8269;;6087;6184;6316;6418;6457;6544;;
2013000;wysokomazowiecki;59154;58793;58519;58177;57903;57516;;11555;11238;11006;10776;10603;10441;;36329;36200;36050;35786;35539;35126;;22914;22808;22655;22539;22356;22009;;13415;13392;13395;13247;13183;13117;;11270;11355;11463;11615;11761;11949;;
2014000;zambrowski;44917;44626;44455;44299;44143;44027;;8794;8598;8432;8225;8087;7996;;28440;28244;28108;28007;27815;27525;;17820;17607;17495;17404;17260;17038;;10620;10637;10613;10603;10555;10487;;7683;7784;7915;8067;8241;8506;;
2061000;m.Białystok;294921;295282;295459;295981;296628;297288;;49573;49817;50016;50276;50774;51843;;193523;191930;190212;188588;186885;184411;;123754;122766;121491;120388;119105;117390;;69769;69164;68721;68200;67780;67021;;51825;53535;55231;57117;58969;61034;;
2062000;m.Łomża;62812;62711;62779;62737;62802;63092;;11096;11142;11037;10918;10902;11020;;42312;41653;41274;40775;40272;39870;;25772;25319;25168;24952;24695;24565;;16540;16334;16106;15823;15577;15305;;9404;9916;10468;11044;11628;12202;;
2063000;m.Suwałki;69404;69317;69316;69370;69626;69554;;13692;13371;13165;13044;13096;12909;;45911;45742;45467;45167;44780;44367;;28469;28377;28238;28083;27842;27650;;17442;17365;17229;17084;16938;16717;;9801;10204;10684;11159;11750;12278;;
2201000;bytowski;78331;78307;78631;78780;78834;79134;;17076;16772;16636;16481;16372;16426;;50525;50280;50166;49889;49651;49368;;32027;32020;32035;31883;31682;31588;;18498;18260;18131;18006;17969;17780;;10730;11255;11829;12410;12811;13340;;
2202000;chojnicki;95994;96213;96345;96627;96952;97251;;21074;20815;20528;20430;20359;20451;;60692;60607;60367;60163;59940;59575;;38636;38646;38608;38588;38459;38103;;22056;21961;21759;21575;21481;21472;;14228;14791;15450;16034;16653;17225;;
2203000;człuchowski;57402;57193;57028;56887;56782;56678;;11693;11430;11206;10958;10906;10870;;37315;37027;36719;36374;35872;35321;;22817;22694;22636;22592;22370;22137;;14498;14333;14083;13782;13502;13184;;8394;8736;9103;9555;10004;10487;;
2204000;gdański;103167;105247;107382;109394;111675;113983;;23197;23568;23941;24304;24907;25532;;67411;68319;69300;70052;70839;71628;;45020;45804;46553;47187;47741;48133;;22391;22515;22747;22865;23098;23495;;12559;13360;14141;15038;15929;16823;;
2205000;kartuski;123094;125076;127098;128925;131071;133841;;32112;32329;32585;32918;33493;34558;;76311;77450;78530;79354;80183;81119;;50624;51395;52094;52602;53127;53642;;25687;26055;26436;26752;27056;27477;;14671;15297;15983;16653;17395;18164;;
2206000;kościerski;71041;71241;71394;71624;71771;72311;;16459;16305;16199;16106;16058;16142;;44622;44623;44493;44408;44219;44169;;28731;28761;28656;28633;28449;28365;;15891;15862;15837;15775;15770;15804;;9960;10313;10702;11110;11494;12000;;
2207000;kwidzyński;83783;83611;83627;83464;83495;83423;;17922;17596;17350;17155;17066;16973;;54513;54109;53708;53192;52744;52267;;34708;34525;34410;34177;33944;33634;;19805;19584;19298;19015;18800;18633;;11348;11906;12569;13117;13685;14183;;
2208000;lęborski;66186;66130;66256;66187;66177;66333;;13705;13454;13335;13121;13008;13021;;42727;42387;42103;41779;41431;41119;;26629;26550;26534;26355;26228;26093;;16098;15837;15569;15424;15203;15026;;9754;10289;10818;11287;11738;12193;;
2209000;malborski;64697;64371;64257;64311;64011;63911;;12559;12304;12157;12053;11911;11815;;41886;41487;41097;40745;40125;39644;;25732;25592;25351;25231;24968;24743;;16154;15895;15746;15514;15157;14901;;10252;10580;11003;11513;11975;12452;;
2210000;nowodworski;36459;36332;36254;36154;36018;35891;;7349;7142;6987;6849;6750;6637;;23752;23580;23398;23260;22965;22644;;14578;14577;14579;14516;14381;14260;;9174;9003;8819;8744;8584;8384;;5358;5610;5869;6045;6303;6610;;
2211000;pucki;80738;81597;82414;83080;83752;84687;;18200;18202;18193;18155;18147;18369;;51751;52052;52306;52424;52522;52630;;33014;33247;33513;33680;33677;33678;;18737;18805;18793;18744;18845;18952;;10787;11343;11915;12501;13083;13688;;
2212000;słupski;97367;97437;97727;98140;98501;98737;;19851;19685;19469;19226;19269;19225;;63965;63458;63307;63258;62752;62276;;39745;39485;39619;39822;39575;39373;;24220;23973;23688;23436;23177;22903;;13551;14294;14951;15656;16480;17236;;
2213000;starogardzki;127097;127279;127297;127289;127502;127868;;27558;27277;26958;26632;26386;26439;;81439;81199;80776;80336;80042;79586;;51950;51900;51666;51546;51394;50919;;29489;29299;29110;28790;28648;28667;;18100;18803;19563;20321;21074;21843;;
2214000;tczewski;115975;115962;116040;115610;115836;115896;;24047;23784;23715;23280;23212;23197;;74299;73887;73249;72505;72053;71329;;47384;47164;46860;46493;46259;45693;;26915;26723;26389;26012;25794;25636;;17629;18291;19076;19825;20571;21370;;
2215000;wejherowski;203862;205892;207676;209407;211455;213803;;46398;46579;46845;47051;47555;48308;;130953;131280;131397;131459;131596;131697;;85807;86207;86470;86637;86687;86587;;45146;45073;44927;44822;44909;45110;;26511;28033;29434;30897;32304;33798;;
2216000;sztumski;42658;42511;42482;42377;42250;41946;;8924;8793;8614;8500;8332;8187;;28057;27793;27575;27264;26995;26568;;17551;17441;17355;17213;17078;16813;;10506;10352;10220;10051;9917;9755;;5677;5925;6293;6613;6923;7191;;
2261000;m.Gdańsk;460427;461531;461489;462249;463754;464254;;73435;73911;74542;75649;77467;79252;;291824;289430;285517;281839;278511;274719;;185215;185306;183973;182657;181068;178679;;106609;104124;101544;99182;97443;96040;;95168;98190;101430;104761;107776;110283;;
2262000;m.Gdynia;248726;248042;247820;247478;246991;246306;;39764;39508;39622;39720;39833;39893;;155787;153492;151306;149112;146855;144676;;96452;95734;95075;93994;92797;91275;;59335;57758;56231;55118;54058;53401;;53175;55042;56892;58646;60303;61737;;
2263000;m.Słupsk;94849;93936;93206;92496;91935;91465;;15253;14974;14776;14694;14629;14579;;60996;59565;58285;56897;55706;54614;;36667;35964;35384;34716;34091;33543;;24329;23601;22901;22181;21615;21071;;18600;19397;20145;20905;21600;22272;;
2264000;m.Sopot;38217;37903;37654;37231;36849;36533;;4630;4548;4535;4510;4529;4552;;23349;22919;22500;21904;21311;20799;;14114;13941;13794;13465;13132;12804;;9235;8978;8706;8439;8179;7995;;10238;10436;10619;10817;11009;11182;;
2401000;będziński;151650;151170;150737;150103;149720;149316;;23939;23946;23802;23748;23759;23878;;96628;95222;93889;92296;90813;89319;;57457;57042;56609;55918;55195;54379;;39171;38180;37280;36378;35618;34940;;31083;32002;33046;34059;35148;36119;;
2402000;bielski;159241;160405;161359;162128;162926;164003;;30948;30899;30941;31008;31210;31667;;101805;102014;101898;101750;101414;100987;;63890;64277;64257;64145;63901;63647;;37915;37737;37641;37605;37513;37340;;26488;27492;28520;29370;30302;31349;;
2403000;cieszyński;177124;177479;177708;177562;177863;178251;;33941;33788;33675;33498;33618;33729;;112028;111417;110580;109447;108591;107856;;69461;69190;68698;68105;67627;67084;;42567;42227;41882;41342;40964;40772;;31155;32274;33453;34617;35654;36666;;
2404000;częstochowski;135404;135549;135760;135633;135611;135227;;24093;23736;23365;23014;22860;22730;;86582;86520;86448;85987;85380;84393;;53165;53159;53056;52786;52364;51691;;33417;33361;33392;33201;33016;32702;;24729;25293;25947;26632;27371;28104;;
2405000;gliwicki;115299;115254;115128;115179;115360;115647;;20302;20224;20208;20233;20305;20481;;74880;74378;73707;73109;72582;72015;;45980;45595;45154;44781;44386;43962;;28900;28783;28553;28328;28196;28053;;20117;20652;21213;21837;22473;23151;;
2406000;kłobucki;85735;85576;85396;85256;85180;85094;;15656;15317;15041;14827;14709;14604;;54318;54255;54007;53762;53444;53081;;33882;33722;33498;33283;32972;32627;;20436;20533;20509;20479;20472;20454;;15761;16004;16348;16667;17027;17409;;
2407000;lubliniecki;77347;77205;76980;76951;76837;76768;;14204;14023;13780;13695;13666;13646;;50102;49811;49435;49126;48715;48299;;31221;30896;30569;30383;30083;29784;;18881;18915;18866;18743;18632;18515;;13041;13371;13765;14130;14456;14823;;
2408000;mikołowski;95217;95769;96107;96457;97039;97689;;17741;17839;17920;18076;18376;18733;;61606;61493;61231;60869;60446;60191;;38200;38240;38167;37908;37674;37533;;23406;23253;23064;22961;22772;22658;;15870;16437;16956;17512;18217;18765;;
2409000;myszkowski;71964;72051;71977;71784;71670;71396;;12277;12205;12139;12002;12010;11997;;45824;45587;45129;44642;44104;43436;;27523;27507;27339;27134;26873;26412;;18301;18080;17790;17508;17231;17024;;13863;14259;14709;15140;15556;15963;;
2410000;pszczyński;108657;108910;109409;109852;110215;110626;;22321;22337;22393;22456;22585;22730;;71480;71224;71146;70954;70524;70031;;44752;44433;44308;44067;43730;43400;;26728;26791;26838;26887;26794;26631;;14856;15349;15870;16442;17106;17865;;
2411000;raciborski;109929;109564;109362;109161;109111;108918;;18009;17729;17574;17368;17351;17354;;72658;72107;71541;70845;70155;69349;;44204;43730;43165;42667;42145;41510;;28454;28377;28376;28178;28010;27839;;19262;19728;20247;20948;21605;22215;;
2412000;rybnicki;76597;76915;77150;77431;77703;77942;;14734;14783;14743;14794;14903;15070;;49552;49411;49402;49303;49070;48702;;30866;30786;30775;30623;30467;30136;;18686;18625;18627;18680;18603;18566;;12311;12721;13005;13334;13730;14170;;
2413000;tarnogórski;138770;138351;138502;138837;139079;139300;;23398;23324;23207;23217;23277;23498;;89298;88185;87626;87012;86277;85436;;54549;53962;53724;53372;52882;52212;;34749;34223;33902;33640;33395;33224;;26074;26842;27669;28608;29525;30366;;
2414000;bieruńsko-lędziński;58204;58597;58815;58973;59154;59550;;11170;11183;11243;11319;11351;11582;;38502;38585;38423;38155;37981;37816;;23832;23764;23616;23357;23239;23072;;14670;14821;14807;14798;14742;14744;;8532;8829;9149;9499;9822;10152;;
2415000;wodzisławski;158400;157787;158029;157831;157886;157767;;28909;28479;28450;28272;28321;28388;;100744;99876;99369;98661;97814;96906;;62269;61676;61361;60809;60192;59358;;38475;38200;38008;37852;37622;37548;;28747;29432;30210;30898;31751;32473;;
2416000;zawierciański;122325;121683;121012;120270;119750;119101;;19923;19608;19371;19125;19026;18904;;77250;76310;75163;74023;72901;71742;;45944;45656;45196;44501;43951;43289;;31306;30654;29967;29522;28950;28453;;25152;25765;26478;27122;27823;28455;;
2417000;żywiecki;153119;153108;153189;153047;153197;153187;;29975;29402;29143;28763;28607;28571;;96654;96558;96277;95850;95545;94940;;61179;61140;60851;60502;60067;59501;;35475;35418;35426;35348;35478;35439;;26490;27148;27769;28434;29045;29676;;
2461000;m.Bielsko-Biała;174370;173699;173013;172591;172030;171505;;29361;29292;29239;29178;29195;29439;;109546;107644;105749;104028;102086;100323;;67305;66508;65762;65005;64054;63097;;42241;41136;39987;39023;38032;37226;;35463;36763;38025;39385;40749;41743;;
2462000;m.Bytom;174724;173439;172306;170761;169617;168394;;28259;27878;27460;27027;26850;26750;;111570;109942;108369;106548;104779;102820;;68265;67297;66242;65199;64130;62954;;43305;42645;42127;41349;40649;39866;;34895;35619;36477;37186;37988;38824;;
2463000;m.Chorzów;111168;110761;110337;109757;109398;109021;;18789;18726;18659;18543;18541;18597;;69139;68460;67710;66975;66208;65510;;43244;42881;42487;41871;41259;40663;;25895;25579;25223;25104;24949;24847;;23240;23575;23968;24239;24649;24914;;
2464000;m.Częstochowa;234472;232318;230123;228179;226225;224376;;35782;35367;34852;34511;34212;34146;;149460;146254;143075;139722;136587;133191;;87817;86365;84834;83057;81391;79599;;61643;59889;58241;56665;55196;53592;;49230;50697;52196;53946;55426;57039;;
2465000;m.Dąbrowa Górnicza;124701;123994;123376;122712;121802;121121;;18950;18912;18901;18846;18781;18846;;82645;80948;79148;77226;75071;73133;;48321;47633;47064;46441;45652;44852;;34324;33315;32084;30785;29419;28281;;23106;24134;25327;26640;27950;29142;;
2466000;m.Gliwice;186210;185450;184415;183392;182156;181309;;29076;28924;28844;28894;28960;29297;;120248;118510;116436;114133;111605;109345;;73480;72930;71850;70499;69091;67696;;46768;45580;44586;43634;42514;41649;;36886;38016;39135;40365;41591;42667;;
2467000;m.Jastrzębie-Zdrój;91723;91235;90794;90283;89883;89590;;16817;16434;16032;15709;15462;15430;;57369;56474;55805;55155;54587;54018;;37093;36494;35853;35145;34357;33431;;20276;19980;19952;20010;20230;20587;;17537;18327;18957;19419;19834;20142;;
2468000;m.Jaworzno;94305;93708;93331;92847;92473;92090;;15284;15032;14917;14819;14759;14914;;61731;61025;60253;59410;58604;57538;;36866;36376;35990;35459;34999;34353;;24865;24649;24263;23951;23605;23185;;17290;17651;18161;18618;19110;19638;;
2469000;m.Katowice;307233;304362;301834;299910;298111;296262;;44188;43740;43144;43062;43256;43521;;196063;192198;188581;185081;181513;178156;;117553;115374;113394;111507;109543;107778;;78510;76824;75187;73574;71970;70378;;66982;68424;70109;71767;73342;74585;;
2470000;m.Mysłowice;75305;75129;75037;74851;74592;74647;;12932;12892;12958;13020;13006;13222;;49660;49122;48531;47876;47187;46491;;29875;29633;29361;28925;28559;28231;;19785;19489;19170;18951;18628;18260;;12713;13115;13548;13955;14399;14934;;
2471000;m.Piekary Śląskie;57502;57148;56755;56374;55954;55652;;9468;9370;9304;9178;9081;9094;;37132;36618;35969;35388;34748;34116;;22106;21838;21543;21311;20993;20599;;15026;14780;14426;14077;13755;13517;;10902;11160;11482;11808;12125;12442;;
2472000;m.Ruda Śląska;142346;141521;140669;139844;139125;138578;;25000;24770;24600;24487;24341;24516;;92133;90862;89373;87944;86605;85180;;55421;54800;54132;53492;52901;52130;;36712;36062;35241;34452;33704;33050;;25213;25889;26696;27413;28179;28882;;
2473000;m.Rybnik;140789;140173;140052;139595;139252;139129;;25239;25048;25063;25002;25084;25223;;91794;90659;89565;88267;86909;85679;;56460;55909;55447;54813;53996;53296;;35334;34750;34118;33454;32913;32383;;23756;24466;25424;26326;27259;28227;;
2474000;m.Siemianowice Śląskie;69539;68844;68634;68231;67905;67523;;11111;10890;10857;10889;10936;10945;;44653;43875;43310;42503;41609;40762;;26558;26182;25969;25594;25160;24686;;18095;17693;17341;16909;16449;16076;;13775;14079;14467;14839;15360;15816;;
2475000;m.Sosnowiec;213513;211275;209274;207381;205873;204013;;30328;30025;29553;29383;29353;29317;;138918;135441;132066;128479;125180;121745;;80699;79382;78255;76800;75378;73835;;58219;56059;53811;51679;49802;47910;;44267;45809;47655;49519;51340;52951;;
2476000;m.Świętochłowice;52372;51824;51494;50970;50644;50385;;8858;8723;8645;8533;8458;8467;;33691;33018;32447;31726;31056;30467;;20234;19787;19499;19172;18829;18490;;13457;13231;12948;12554;12227;11977;;9823;10083;10402;10711;11130;11451;;
2477000;m.Tychy;129112;128799;128621;128444;128351;128211;;21187;21303;21408;21626;21815;22126;;85851;84270;82684;81009;79374;77647;;51310;50907;50569;50076;49608;49026;;34541;33363;32115;30933;29766;28621;;22074;23226;24529;25809;27162;28438;;
2478000;m.Zabrze;179452;178357;177188;176327;175459;174349;;28742;28329;27826;27533;27366;27328;;117028;115567;113825;112267;110558;108523;;70621;69452;68265;67245;66159;64847;;46407;46115;45560;45022;44399;43676;;33682;34461;35537;36527;37535;38498;;
2479000;m.Żory;62052;62038;62051;61945;62013;62243;;11870;11916;11944;11878;11900;12004;;41481;40656;39883;39120;38402;37727;;25858;25677;25561;25390;25218;24987;;15623;14979;14322;13730;13184;12740;;8701;9466;10224;10947;11711;12512;;
2601000;buski;73934;73591;73450;73068;72779;72323;;12850;12584;12396;12198;12013;11817;;45756;45422;45203;44733;44303;43741;;28148;28025;27942;27718;27415;26968;;17608;17397;17261;17015;16888;16773;;15328;15585;15851;16137;16463;16765;;
2602000;jędrzejowski;88285;87987;87635;87141;86886;86560;;16492;16145;15933;15698;15540;15404;;55072;54634;54093;53440;52865;52194;;34153;34111;33941;33704;33468;33136;;20919;20523;20152;19736;19397;19058;;16721;17208;17609;18003;18481;18962;;
2603000;kazimierski;35275;34943;34689;34449;34273;34049;;5804;5575;5429;5284;5177;5097;;22132;21983;21751;21534;21331;21043;;13578;13481;13289;13161;13048;12880;;8554;8502;8462;8373;8283;8163;;7339;7385;7509;7631;7765;7909;;
2604000;kielecki;207085;207588;208066;208526;208977;210102;;41982;41379;40720;40309;39882;40047;;134103;134368;134561;134423;134198;134053;;86685;86857;86901;86681;86325;85993;;47418;47511;47660;47742;47873;48060;;31000;31841;32785;33794;34897;36002;;
2605000;konecki;83927;83392;82925;82336;81902;81315;;14520;14159;13857;13535;13302;13066;;52681;52088;51498;50775;50160;49447;;32051;31829;31467;31099;30757;30236;;20630;20259;20031;19676;19403;19211;;16726;17145;17570;18026;18440;18802;;
2606000;opatowski;55082;54656;54248;53821;53361;53028;;9805;9543;9308;9098;8918;8778;;34658;34359;34060;33501;32996;32556;;20907;20837;20738;20558;20228;19944;;13751;13522;13322;12943;12768;12612;;10619;10754;10880;11222;11447;11694;;
2607000;ostrowiecki;115154;114418;113678;112417;111984;111111;;18913;18511;18084;17436;17104;16810;;73130;72083;70989;69681;68642;67208;;42662;42302;41911;41359;41122;40466;;30468;29781;29078;28322;27520;26742;;23111;23824;24605;25300;26238;27093;;
2608000;pińczowski;40930;40611;40350;40081;39838;39497;;6953;6809;6603;6466;6281;6237;;25367;25091;24923;24646;24383;23933;;15157;15037;14980;14849;14733;14518;;10210;10054;9943;9797;9650;9415;;8610;8711;8824;8969;9174;9327;;
2609000;sandomierski;80566;80069;79625;79266;78858;78405;;14264;13873;13480;13225;12972;12787;;50313;49869;49511;49033;48473;47838;;31303;31058;30817;30448;30067;29590;;19010;18811;18694;18585;18406;18248;;15989;16327;16634;17008;17413;17780;;
2610000;skarżyski;78636;78072;77647;77039;76384;75673;;12220;11873;11686;11452;11307;11070;;49930;49291;48434;47575;46590;45679;;29321;29056;28716;28367;27898;27465;;20609;20235;19718;19208;18692;18214;;16486;16908;17527;18012;18487;18924;;
2611000;starachowicki;93805;93216;92540;92032;91449;90888;;16037;15604;15257;14977;14700;14526;;58481;57897;57108;56394;55578;54714;;35186;35011;34614;34308;33837;33393;;23295;22886;22494;22086;21741;21321;;19287;19715;20175;20661;21171;21648;;
2612000;staszowski;73858;73505;73320;73036;72797;72456;;14044;13568;13270;13091;12817;12639;;46769;46524;46320;45818;45472;44894;;28923;28925;28804;28508;28360;27995;;17846;17599;17516;17310;17112;16899;;13045;13413;13730;14127;14508;14923;;
2613000;włoszczowski;46520;46321;46146;45921;45708;45521;;8689;8459;8297;8153;8063;7994;;28933;28763;28563;28311;27983;27691;;17993;17925;17860;17728;17517;17302;;10940;10838;10703;10583;10466;10389;;8898;9099;9286;9457;9662;9836;;
2661000;m.Kielce;200938;199870;198857;198046;197704;196804;;31410;31168;30890;30773;31010;31025;;127913;125513;123181;121015;118993;116763;;78790;77824;76817;75900;74956;73432;;49123;47689;46364;45115;44037;43331;;41615;43189;44786;46258;47701;49016;;
2801000;bartoszycki;60695;60205;59830;59378;58884;58435;;11235;10951;10786;10566;10343;10195;;39623;39111;38540;37930;37284;36649;;24068;23913;23690;23314;22906;22503;;15555;15198;14850;14616;14378;14146;;9837;10143;10504;10882;11257;11591;;
2802000;braniewski;43023;42740;42469;42208;41954;41675;;8222;7979;7732;7517;7326;7211;;28318;28088;27824;27549;27218;26810;;17497;17390;17265;17101;16919;16582;;10821;10698;10559;10448;10299;10228;;6483;6673;6913;7142;7410;7654;;
2803000;działdowski;66712;66485;66286;66113;66011;65772;;13960;13718;13469;13148;12961;12855;;42744;42449;42079;41892;41573;41096;;26837;26631;26444;26258;26075;25717;;15907;15818;15635;15634;15498;15379;;10008;10318;10738;11073;11477;11821;;
2804000;elbląski;58402;58260;58174;58220;58094;57955;;12152;11941;11715;11580;11343;11136;;37947;37730;37566;37356;37011;36676;;23719;23573;23476;23450;23320;23151;;14228;14157;14090;13906;13691;13525;;8303;8589;8893;9284;9740;10143;;
2805000;ełcki;89285;89477;89883;90080;90584;91022;;18232;18091;17982;17833;17724;17882;;58311;58142;58063;57860;57871;57549;;37385;37289;37283;37248;37415;37157;;20926;20853;20780;20612;20456;20392;;12742;13244;13838;14387;14989;15591;;
2806000;giżycki;57765;57616;57562;57286;57141;56922;;10763;10557;10382;10187;10088;10037;;37430;37090;36862;36381;35995;35487;;22762;22602;22525;22349;22138;21798;;14668;14488;14337;14032;13857;13689;;9572;9969;10318;10718;11058;11398;;
2807000;iławski;93201;93134;93052;92795;92791;92811;;19577;19281;18982;18638;18505;18468;;59883;59604;59206;58612;58136;57534;;37722;37583;37431;37201;37022;36758;;22161;22021;21775;21411;21114;20776;;13741;14249;14864;15545;16150;16809;;
2808000;kętrzyński;66108;65509;65040;64450;63969;63470;;11866;11545;11326;11101;10927;10860;;43123;42571;41938;41150;40405;39630;;26040;25745;25465;25061;24669;24232;;17083;16826;16473;16089;15736;15398;;11119;11393;11776;12199;12637;12980;;
2809000;lidzbarski;42965;42582;42506;42266;42039;41840;;8019;7828;7713;7598;7506;7449;;27817;27446;27259;26880;26509;26124;;17173;16965;16882;16698;16479;16197;;10644;10481;10377;10182;10030;9927;;7129;7308;7534;7788;8024;8267;;
2810000;mrągowski;51313;51069;50901;50696;50507;50381;;9938;9675;9458;9276;9135;9044;;33647;33388;33142;32820;32460;32090;;20558;20401;20295;20105;19899;19702;;13089;12987;12847;12715;12561;12388;;7728;8006;8301;8600;8912;9247;;
2811000;nidzicki;34133;33903;33859;33658;33432;33239;;7042;6811;6694;6452;6351;6256;;21929;21804;21641;21503;21187;20930;;13758;13680;13617;13503;13298;13086;;8171;8124;8024;8000;7889;7844;;5162;5288;5524;5703;5894;6053;;
2812000;nowomiejski;44273;44265;44291;44321;44166;44104;;9877;9688;9528;9422;9285;9140;;27641;27679;27636;27550;27394;27263;;17701;17701;17716;17674;17532;17468;;9940;9978;9920;9876;9862;9795;;6755;6898;7127;7349;7487;7701;;
2813000;olecki;34959;34887;34805;34745;34609;34600;;7143;7000;6870;6789;6748;6702;;22402;22268;22153;21967;21685;21514;;14057;13986;14028;13978;13832;13741;;8345;8282;8125;7989;7853;7773;;5414;5619;5782;5989;6176;6384;;
2814000;olsztyński;121710;122483;123049;123479;124205;125220;;24301;24214;23936;23748;23748;23938;;80775;80807;80824;80546;80322;80270;;50389;50578;50623;50560;50514;50467;;30386;30229;30201;29986;29808;29803;;16634;17462;18289;19185;20135;21012;;
2815000;ostródzki;107178;106727;106442;106023;105607;105318;;21402;20927;20585;20230;19972;19833;;69021;68513;67978;67197;66298;65515;;42796;42687;42465;42103;41692;41128;;26225;25826;25513;25094;24606;24387;;16755;17287;17879;18596;19337;19970;;
2816000;piski;58087;57819;57771;57570;57295;56933;;11670;11360;11153;11007;10741;10476;;37458;37287;37110;36791;36503;36106;;23882;23723;23565;23270;23009;22674;;13576;13564;13545;13521;13494;13432;;8959;9172;9508;9772;10051;10351;;
2817000;szczycieński;71309;71027;70891;70570;70466;70153;;14509;14084;13774;13429;13225;13079;;46245;46065;45849;45436;45046;44466;;29042;28925;28820;28609;28344;27912;;17203;17140;17029;16827;16702;16554;;10555;10878;11268;11705;12195;12608;;
2818000;gołdapski;27514;27460;27353;27280;27151;27062;;5640;5544;5414;5363;5268;5208;;17745;17665;17542;17380;17174;16967;;11267;11247;11166;11092;10979;10815;;6478;6418;6376;6288;6195;6152;;4129;4251;4397;4537;4709;4887;;
2819000;węgorzewski;23765;23693;23604;23451;23278;23068;;4191;4110;4085;4002;3930;3891;;15444;15279;15046;14855;14613;14305;;9271;9217;9076;8994;8865;8671;;6173;6062;5970;5861;5748;5634;;4130;4304;4473;4594;4735;4872;;
2861000;m.Elbląg;123659;122899;122368;121642;121191;120895;;21240;20803;20494;20038;19900;19925;;80430;79142;77876;76605;75297;74031;;48605;48197;47787;47332;46714;46113;;31825;30945;30089;29273;28583;27918;;21989;22954;23998;24999;25994;26939;;
2862000;m.Olsztyn;174641;174675;173831;173444;172993;173070;;28704;28725;28770;29013;29338;29737;;114934;113616;111295;109143;106998;105361;;72976;72554;71297;70105;68694;67701;;41958;41062;39998;39038;38304;37660;;31003;32334;33766;35288;36657;37972;;
