teryt;gmina;urzad;kto;typk;bb;center;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type
146501;Warszawa;Prezydent m.st. Warszawy;ŚPIEWAK Jan Dawid;Komitet wyborczy wyborców;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;11;31;wyższe;26689;2.99;-1;Nie;51724;517;1764615;3412;mm
146501;Warszawa;Prezydent m.st. Warszawy;TANAJNO Paweł Jan;Komitet wyborczy wyborców;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;12;42;wyższe;3745;0.42;-1;Nie;51724;517;1764615;3412;mm
146501;Warszawa;Prezydent m.st. Warszawy;TRZASKOWSKI Rafał Kazimierz;PO;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;13;46;wyższe;505187;56.67;-1;Tak;51724;517;1764615;3412;mm
146501;Warszawa;Prezydent m.st. Warszawy;WOJCIECHOWICZ Jacek Piotr;Komitet wyborczy wyborców;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;14;55;wyższe;9002;1.01;-1;Nie;51724;517;1764615;3412;mm
160101;m. Brzeg;Burmistrz Brzegu;CHRZANOWSKI Grzegorz Tomasz;Komitet wyborczy wyborców;50.839017,17.418139 50.878907,17.507573;50.858962,17.462856;R2;1;45;wyższe;5911;46.90;-1;Nie;1461;15;36110;2472;gm
160101;m. Brzeg;Burmistrz Brzegu;WRĘBIAK Jerzy Piotr;PiS;50.839017,17.418139 50.878907,17.507573;50.858962,17.462856;R2;2;50;wyższe;6693;53.10;-1;Tak;1461;15;36110;2472;gm
160105;gm. Lubsza;Wójt Gminy Lubsza;GĄSIOROWSKI Bogusław Edward;Komitet wyborczy wyborców;50.847643,17.427415 50.999789,17.693715;50.923716,17.560565;R2;1;51;wyższe;1841;55.14;-1;Tak;21270;213;8944;42;gw
160105;gm. Lubsza;Wójt Gminy Lubsza;LECHOWSKA Grażyna Bronisława;PP;50.847643,17.427415 50.999789,17.693715;50.923716,17.560565;R2;2;55;wyższe;1498;44.86;-1;Nie;21270;213;8944;42;gw
160201;gm. Baborów;Burmistrz Gminy Baborów;KOBIERSKA-MRÓZ Anna Magdalena;Komitet wyborczy wyborców;50.089826,17.885433 50.218872,18.072638;50.154349,17.9790355;R2;1;37;wyższe ekonomiczne;1104;47.92;-1;Nie;11703;117;6038;52;gmw
160201;gm. Baborów;Burmistrz Gminy Baborów;KRUPA Tomasz Jacek;Komitet wyborczy wyborców;50.089826,17.885433 50.218872,18.072638;50.154349,17.9790355;R2;2;36;wyższe;1200;52.08;-1;Tak;11703;117;6038;52;gmw
160401;gm. Byczyna;Burmistrz Byczyny;SOBANIA Iwona Jadwiga;PSL;51.037494,18.068002 51.174712,18.348055;51.106103,18.2080285;R2;1;52;Wyższe;2122;66.31;-1;Tak;18294;183;9424;52;gmw
160401;gm. Byczyna;Burmistrz Byczyny;WIŚNIEWSKI Zygmunt Józef;Komitet wyborczy wyborców;51.037494,18.068002 51.174712,18.348055;51.106103,18.2080285;R2;2;46;Średnie;1078;33.69;-1;Nie;18294;183;9424;52;gmw
160602;gm. Namysłów;Burmistrz Namysłowa;KRUSZYŃSKI Julian;PO;50.973320,17.514296 51.194600,17.882778;51.08396,17.698537;R2;1;61;wyższe;5249;49.12;-1;Nie;29015;290;25936;89;gmw
160602;gm. Namysłów;Burmistrz Namysłowa;STAWIARSKI Bartłomiej Eugeniusz;PiS;50.973320,17.514296 51.194600,17.882778;51.08396,17.698537;R2;2;39;wyższe;5437;50.88;-1;Tak;29015;290;25936;89;gmw
160604;gm. Świerczów;Wójt Gminy Świerczów;BEDNARZ Barbara Alina;Komitet wyborczy organizacji i stowarzyszeń;50.906993,17.654718 51.013514,17.916200;50.9602535,17.785459;R2;1;48;wyższe;984;60.04;-1;Tak;11035;110;3378;31;gw
160604;gm. Świerczów;Wójt Gminy Świerczów;GIENIECZKO Łukasz;Komitet wyborczy organizacji i stowarzyszeń;50.906993,17.654718 51.013514,17.916200;50.9602535,17.785459;R2;2;34;wyższe;655;39.96;-1;Nie;11035;110;3378;31;gw
160701;gm. Głuchołazy;Burmistrz Głuchołaz;PTAK Grzegorz Leszek;Komitet wyborczy wyborców;50.251621,17.232262 50.411405,17.504836;50.331513,17.368549;R2;1;34;Wyższe;3173;42.60;-1;Nie;16807;168;23962;143;gmw
160701;gm. Głuchołazy;Burmistrz Głuchołaz;SZUPRYCZYŃSKI Edward Leonard;PO;50.251621,17.232262 50.411405,17.504836;50.331513,17.368549;R2;2;59;Wyższe;4276;57.40;-1;Tak;16807;168;23962;143;gmw
160802;gm. Gorzów Śląski;Burmistrz Gorzowa Śląskiego;NOWAK Kryspin;Komitet wyborczy wyborców;50.935934,18.291581 51.139194,18.511708;51.037564,18.4016445;R2;1;68;wyższe;1020;41.72;-1;Nie;15371;154;7162;47;gmw
160802;gm. Gorzów Śląski;Burmistrz Gorzowa Śląskiego;TOMALA Artur Joachim;Komitet wyborczy wyborców;50.935934,18.291581 51.139194,18.511708;51.037564,18.4016445;R2;2;49;wyższe;1425;58.28;-1;Tak;15371;154;7162;47;gmw
160804;gm. Praszka;Burmistrz Praszki;KITAJGRODZKI Zbigniew;PiS;51.006762,18.402622 51.141103,18.580782;51.0739325,18.491702;R2;1;44;wyższe;2213;42.71;-1;Nie;10303;103;13630;132;gmw
160804;gm. Praszka;Burmistrz Praszki;TKACZYŃSKI Jarosław Wojciech;PO;51.006762,18.402622 51.141103,18.580782;51.0739325,18.491702;R2;2;59;wyższe;2969;57.29;-1;Tak;10303;103;13630;132;gmw
160903;gm. Dobrzeń Wielki;Wójt Gminy Dobrzeń Wielki;SZLAPA Piotr Artur;Komitet wyborczy wyborców;50.737305,17.768842 50.839428,17.928725;50.7883665,17.8487835;R2;1;53;wyższe techniczne;2039;68.26;-1;Tak;6347;63;9410;148;gw
160903;gm. Dobrzeń Wielki;Wójt Gminy Dobrzeń Wielki;WRÓBEL Henryk Leon;Komitet wyborczy wyborców;50.737305,17.768842 50.839428,17.928725;50.7883665,17.8487835;R2;2;50;wyższe ekonomiczne;948;31.74;-1;Nie;6347;63;9410;148;gw
160906;gm. Murów;Wójt Gminy Murów;GOLENIA Michał Hubert;Komitet wyborczy wyborców;50.799219,17.885712 50.968158,18.119206;50.8836885,18.002459;R2;1;32;wyższe;1436;66.64;-1;Tak;16002;160;5397;34;gw
160906;gm. Murów;Wójt Gminy Murów;HASIK Ewa Zofia;Komitet wyborczy wyborców;50.799219,17.885712 50.968158,18.119206;50.8836885,18.002459;R2;2;51;wyższe;719;33.36;-1;Nie;16002;160;5397;34;gw
160907;gm. Niemodlin;Burmistrz Niemodlina;KONCEWICZ Dorota;PSL;50.577670,17.466235 50.732149,17.720152;50.6549095,17.5931935;R2;1;55;wyższe;2573;60.57;-1;Tak;18314;183;13305;73;gmw
160907;gm. Niemodlin;Burmistrz Niemodlina;NIECKARZ Mariusz Stanisław;PiS;50.577670,17.466235 50.732149,17.720152;50.6549095,17.5931935;R2;2;46;wyższe;1675;39.43;-1;Nie;18314;183;13305;73;gmw
160909;gm. Popielów;Wójt Gminy Popielów;KUPKA Marieta;Komitet wyborczy wyborców;50.769470,17.592676 50.919002,17.882131;50.844236,17.7374035;R2;1;61;wyższe;930;34.09;-1;Nie;17549;176;8119;46;gw
160909;gm. Popielów;Wójt Gminy Popielów;STELMACH Sybilla;Komitet wyborczy wyborców;50.769470,17.592676 50.919002,17.882131;50.844236,17.7374035;R2;2;55;wyższe;1798;65.91;-1;Tak;17549;176;8119;46;gw
161002;gm. Głogówek;Burmistrz Głogówka;BUJAK Piotr Marek;Komitet wyborczy wyborców;50.265089,17.718175 50.426341,18.032261;50.345715,17.875218;R2;1;29;wyższe;3319;59.64;-1;Tak;16993;170;13351;79;gmw
161002;gm. Głogówek;Burmistrz Głogówka;KAŁAMARZ Andrzej Jan;Komitet wyborczy wyborców;50.265089,17.718175 50.426341,18.032261;50.345715,17.875218;R2;2;51;wyższe;2246;40.36;-1;Nie;16993;170;13351;79;gmw
161003;gm. Lubrza;Wójt Gminy Lubrza;BARWIENIEC Krzysztof Bogusław;PiS;50.265982,17.555480 50.373477,17.768945;50.3197295,17.6622125;R2;1;42;wyższe techniczne;929;47.13;-1;Nie;8311;84;4376;53;gw
161003;gm. Lubrza;Wójt Gminy Lubrza;KOZACZEK Mariusz Ryszard;PSL;50.265982,17.555480 50.373477,17.768945;50.3197295,17.6622125;R2;2;40;wyższe ekonomiczne;1042;52.87;-1;Tak;8311;84;4376;53;gw
161004;gm. Prudnik;Burmistrz Prudnika;FEJDYCH Franciszek;PO;50.269953,17.447659 50.413740,17.610112;50.3418465,17.5288855;R2;1;58;wyższe;3285;35.79;-1;Nie;12226;122;27374;224;gmw
161004;gm. Prudnik;Burmistrz Prudnika;ZAWIŚLAK Grzegorz Józef;Komitet wyborczy wyborców;50.269953,17.447659 50.413740,17.610112;50.3418465,17.5288855;R2;2;42;wyższe techniczne;5894;64.21;-1;Tak;12226;122;27374;224;gmw
161103;gm. Kolonowskie;Burmistrz Kolonowskiego;KOSTON Norbert Józef;Komitet wyborczy wyborców;50.618545,18.260807 50.704463,18.468143;50.661504,18.364475;R2;1;54;wyższe;1189;51.12;-1;Tak;8357;84;5898;71;gmw
161103;gm. Kolonowskie;Burmistrz Kolonowskiego;ŻYŁKA Janusz Piotr;Komitet wyborczy wyborców;50.618545,18.260807 50.704463,18.468143;50.661504,18.364475;R2;2;49;wyższe;1137;48.88;-1;Nie;8357;84;5898;71;gmw
161106;gm. Ujazd;Burmistrz Ujazdu;GOLEC Sebastian Tomasz;Komitet wyborczy wyborców;50.356569,18.236291 50.483442,18.396310;50.4200055,18.3163005;R2;1;38;Wyższe;1402;48.88;-1;Nie;8331;83;6400;77;gmw
161106;gm. Ujazd;Burmistrz Ujazdu;IBROM Hubert Jerzy;Komitet wyborczy wyborców;50.356569,18.236291 50.483442,18.396310;50.4200055,18.3163005;R2;2;27;Wyższe;1466;51.12;-1;Tak;8331;83;6400;77;gmw
180201;gm. Brzozów;Burmistrz Brzozowa;RZEPKA Józef;Komitet wyborczy wyborców;49.618300,21.933100 49.753377,22.113537;49.6858385,22.0233185;R2;1;62;wyższe;4131;37.27;-1;Nie;10307;103;26659;259;gmw
180201;gm. Brzozów;Burmistrz Brzozowa;STAPIŃSKI Szymon Wojciech;Komitet wyborczy wyborców;49.618300,21.933100 49.753377,22.113537;49.6858385,22.0233185;R2;2;31;wyższe;6954;62.73;-1;Tak;10307;103;26659;259;gmw
180203;gm. Dydnia;Wójt Gminy Dydnia;ADAMSKI Jerzy Ferdynand;PiS;49.626712,22.074270 49.736617,22.330238;49.6816645,22.202254;R2;1;61;wyższe;1828;46.01;-1;Nie;13029;130;7997;61;gw
180203;gm. Dydnia;Wójt Gminy Dydnia;POCAŁUŃ Alicja Anna;Komitet wyborczy wyborców;49.626712,22.074270 49.736617,22.330238;49.6816645,22.202254;R2;2;40;wyższe;2145;53.99;-1;Tak;13029;130;7997;61;gw
180206;gm. Nozdrzec;Wójt Gminy Nozdrzec;OWSIANY Marek;Komitet wyborczy wyborców;49.707947,22.028046 49.835591,22.294533;49.771769,22.1612895;R2;1;50;wyższe;1677;46.49;-1;Nie;12077;121;8180;68;gw
180206;gm. Nozdrzec;Wójt Gminy Nozdrzec;ŻELAZNOWSKI Stanisław Jan;Komitet wyborczy wyborców;49.707947,22.028046 49.835591,22.294533;49.771769,22.1612895;R2;2;54;wyższe;1930;53.51;-1;Tak;12077;121;8180;68;gw
180301;m. Dębica;Burmistrz Miasta Dębicy;KUTRZEBA Mateusz Marek;PiS;50.006882,21.366446 50.085020,21.465543;50.045951,21.4159945;R2;1;31;wyższe;7912;45.42;-1;Nie;3383;34;46063;1362;gm
180301;m. Dębica;Burmistrz Miasta Dębicy;SZEWCZYK Mariusz Krzysztof;Komitet wyborczy wyborców;50.006882,21.366446 50.085020,21.465543;50.045951,21.4159945;R2;2;54;wyższe;9508;54.58;-1;Tak;3383;34;46063;1362;gm
180304;gm. Dębica;Wójt Gminy Dębica;PIENIĄŻEK Adam;PiS;49.948354,21.325508 50.168626,21.567961;50.05849,21.4467345;R2;1;38;wyższe;4717;44.66;-1;Nie;13790;138;25766;187;gw
180304;gm. Dębica;Wójt Gminy Dębica;ROKOSZ Stanisław Józef;Komitet wyborczy wyborców;49.948354,21.325508 50.168626,21.567961;50.05849,21.4467345;R2;2;68;wyższe;5846;55.34;-1;Tak;13790;138;25766;187;gw
180307;gm. Żyraków;Wójt Gminy Żyraków;RĄCZKA Marek Stanisław;Komitet wyborczy wyborców;50.046950,21.295007 50.169618,21.483190;50.108284,21.3890985;R2;1;57;wyższe;3248;53.08;-1;Tak;11038;110;13961;126;gw
180307;gm. Żyraków;Wójt Gminy Żyraków;TYLEC Krzysztof Jan;PiS;50.046950,21.295007 50.169618,21.483190;50.108284,21.3890985;R2;2;44;wyższe;2871;46.92;-1;Nie;11038;110;13961;126;gw
180402;m. Radymno;Burmistrz Miasta Radymna;INDRA Krzysztof;PiS;49.931250,22.786919 49.976728,22.872491;49.953989,22.829705;R2;1;44;Wyższe;1039;45.37;-1;Nie;1362;14;5335;392;gm
180402;m. Radymno;Burmistrz Miasta Radymna;PIZIURNY Mieczysław Józef;Komitet wyborczy wyborców;49.931250,22.786919 49.976728,22.872491;49.953989,22.829705;R2;2;55;Wyższe;1251;54.63;-1;Tak;1362;14;5335;392;gm
180403;gm. Chłopice;Wójt Gminy Chłopice;CZYŻ Andrzej Stanisław;PiS;49.904094,22.624619 49.974073,22.787536;49.9390835,22.7060775;R2;1;53;wyższe;991;40.01;-1;Nie;4920;49;5556;113;gw
180403;gm. Chłopice;Wójt Gminy Chłopice;HOMA Andrzej Robert;Komitet wyborczy wyborców;49.904094,22.624619 49.974073,22.787536;49.9390835,22.7060775;R2;2;50;wyższe;1486;59.99;-1;Tak;4920;49;5556;113;gw
180503;gm. Dębowiec;Wójt Gminy Dębowiec;BOLEK Marcin Tomasz;Komitet wyborczy wyborców;49.570466,21.326662 49.707062,21.523272;49.638764,21.424967;R2;1;43;wyższe;2394;59.85;-1;Tak;8647;86;8822;102;gw
180503;gm. Dębowiec;Wójt Gminy Dębowiec;STANISZEWSKI Zbigniew;Komitet wyborczy wyborców;49.570466,21.326662 49.707062,21.523272;49.638764,21.424967;R2;2;56;wyższe;1606;40.15;-1;Nie;8647;86;8822;102;gw
180508;gm. Osiek Jasielski;Wójt Gminy Osiek Jasielski;PYKOSZ Mariusz Feliks;PiS;49.564389,21.382602 49.672164,21.520258;49.6182765,21.45143;R2;1;50;wyższe;1065;44.71;-1;Nie;6040;60;5358;89;gw
180508;gm. Osiek Jasielski;Wójt Gminy Osiek Jasielski;STACHURSKI Andrzej Adam;PP;49.564389,21.382602 49.672164,21.520258;49.6182765,21.45143;R2;2;52;zawodowe;1317;55.29;-1;Tak;6040;60;5358;89;gw
180606;gm. Dzikowiec;Wójt Gminy Dzikowiec;SITO Jerzy;Komitet wyborczy wyborców;50.244076,21.789185 50.414764,21.994680;50.32942,21.8919325;R2;1;55;średnie;879;43.07;-1;Nie;12156;122;6509;54;gw
180606;gm. Dzikowiec;Wójt Gminy Dzikowiec;TĘCZA Józef;Komitet wyborczy wyborców;50.244076,21.789185 50.414764,21.994680;50.32942,21.8919325;R2;2;54;wyższe;1162;56.93;-1;Tak;12156;122;6509;54;gw
180702;gm. Dukla;Burmistrz Dukli;ADAMSKI Łukasz Jacek;Komitet wyborczy wyborców;49.389129,21.569567 49.631316,21.792572;49.5102225,21.6810695;R2;1;42;wyższe;2760;49.24;-1;Nie;23514;235;14665;62;gmw
180702;gm. Dukla;Burmistrz Dukli;BYTNAR Andrzej;PiS;49.389129,21.569567 49.631316,21.792572;49.5102225,21.6810695;R2;2;45;wyższe;2845;50.76;-1;Tak;23514;235;14665;62;gmw
180705;gm. Korczyna;Wójt Gminy Korczyna;PELCZAR Tadeusz Stanisław;PiS;49.659737,21.740082 49.801043,21.912091;49.73039,21.8260865;R2;1;43;średnie;2397;49.98;-1;Nie;9306;93;11179;120;gw
180705;gm. Korczyna;Wójt Gminy Korczyna;ZYCH Jan Władysław;Komitet wyborczy wyborców;49.659737,21.740082 49.801043,21.912091;49.73039,21.8260865;R2;2;63;wyższe;2399;50.02;-1;Tak;9306;93;11179;120;gw
180803;gm. Kuryłówka;Wójt Gminy Kuryłówka;KOŁCZ Bogdan;Komitet wyborczy wyborców;50.256805,22.405448 50.400165,22.687965;50.328485,22.5467065;R2;1;49;wyższe;904;37.48;-1;Nie;14194;142;5703;40;gw
180803;gm. Kuryłówka;Wójt Gminy Kuryłówka;WYSZYŃSKA Agnieszka;Komitet wyborczy wyborców;50.256805,22.405448 50.400165,22.687965;50.328485,22.5467065;R2;2;36;wyższe;1508;62.52;-1;Tak;14194;142;5703;40;gw
180901;m. Lubaczów;Burmistrz Miasta Lubaczowa;ANTONIK Alicja Barbara;PiS;50.122316,23.076888 50.192283,23.163655;50.1572995,23.1202715;R2;1;59;wyższe;1341;31.86;-1;Nie;2573;26;12101;470;gm
180901;m. Lubaczów;Burmistrz Miasta Lubaczowa;SZPYT Krzysztof Antoni;Komitet wyborczy wyborców;50.122316,23.076888 50.192283,23.163655;50.1572995,23.1202715;R2;2;53;wyższe;2868;68.14;-1;Tak;2573;26;12101;470;gm
181001;m. Łańcut;Burmistrz Miasta Łańcuta;KUMEK Rafał Robert;Komitet wyborczy wyborców;50.041178,22.186768 50.097904,22.262287;50.069541,22.2245275;R2;1;44;wyższe;4539;63.60;-1;Tak;1942;19;17777;915;gm
181001;m. Łańcut;Burmistrz Miasta Łańcuta;PILAWA-KRAUS Barbara;PiS;50.041178,22.186768 50.097904,22.262287;50.069541,22.2245275;R2;2;49;wyższe;2598;36.40;-1;Nie;1942;19;17777;915;gm
181005;gm. Markowa;Wójt Gminy Markowa;KUŹNIAR Lucjan;Komitet wyborczy wyborców;49.926495,22.210742 50.052379,22.354129;49.989437,22.2824355;R2;1;60;wyższe;1240;41.03;-1;Nie;6874;69;6528;95;gw
181005;gm. Markowa;Wójt Gminy Markowa;MAC Mirosław Marek;Komitet wyborczy wyborców;49.926495,22.210742 50.052379,22.354129;49.989437,22.2824355;R2;2;34;wyższe;1782;58.97;-1;Tak;6874;69;6528;95;gw
181006;gm. Rakszawa;Wójt Gminy Rakszawa;RZEPKA Agnieszka;Komitet wyborczy wyborców;50.120671,22.161277 50.246768,22.284757;50.1837195,22.223017;R2;1;47;wyższe;1525;49.35;-1;Nie;6646;66;7286;110;gw
181006;gm. Rakszawa;Wójt Gminy Rakszawa;SZUBART Jacek Szymon;Komitet wyborczy wyborców;50.120671,22.161277 50.246768,22.284757;50.1837195,22.223017;R2;2;34;wyższe prawnicze;1565;50.65;-1;Tak;6646;66;7286;110;gw
181101;m. Mielec;Prezydent Miasta Mielca;KAPINOS Fryderyk Sylwester;PiS;50.230270,21.396058 50.330531,21.571271;50.2804005,21.4836645;R2;1;56;wyższe;10075;45.18;-1;Nie;4689;47;60628;1293;gm
181101;m. Mielec;Prezydent Miasta Mielca;WIŚNIEWSKI Jacek Andrzej;Komitet wyborczy organizacji i stowarzyszeń;50.230270,21.396058 50.330531,21.571271;50.2804005,21.4836645;R2;2;42;wyższe;12223;54.82;-1;Tak;4689;47;60628;1293;gm
181102;gm. Borowa;Wójt Gminy Borowa;BŁAŻEJOWSKI Władysław Edward;Komitet wyborczy wyborców;50.341032,21.245350 50.430544,21.396194;50.385788,21.320772;R2;1;60;wyższe;838;33.64;-1;Nie;5531;55;5566;101;gw
181102;gm. Borowa;Wójt Gminy Borowa;MIESZKOWSKI Stanisław Marek;Komitet wyborczy wyborców;50.341032,21.245350 50.430544,21.396194;50.385788,21.320772;R2;2;54;wyższe;1653;66.36;-1;Tak;5531;55;5566;101;gw
181103;gm. Czermin;Wójt Gminy Czermin;SIDUR Sławomir Stanisław;Komitet wyborczy wyborców;50.265230,21.208832 50.376128,21.373195;50.320679,21.2910135;R2;1;41;wyższe;1579;54.86;-1;Tak;8021;80;7032;88;gw
181103;gm. Czermin;Wójt Gminy Czermin;ŚPIEWAK Kazimierz;PiS;50.265230,21.208832 50.376128,21.373195;50.320679,21.2910135;R2;2;63;wyższe;1299;45.14;-1;Nie;8021;80;7032;88;gw
181205;gm. Nisko;Burmistrz Gminy i Miasta Nisko;SROKA Józef;PiS;50.402680,22.058526 50.553099,22.263793;50.4778895,22.1611595;R2;1;57;wyższe;3403;46.16;-1;Nie;14237;142;22412;157;gmw
181205;gm. Nisko;Burmistrz Gminy i Miasta Nisko;ŚLUSARCZYK Waldemar;Komitet wyborczy wyborców;50.402680,22.058526 50.553099,22.263793;50.4778895,22.1611595;R2;2;57;wyższe;3969;53.84;-1;Tak;14237;142;22412;157;gmw
181302;gm. Dubiecko;Wójt Gminy Dubiecko;BEMBENEK Wiesław;Komitet wyborczy wyborców;49.732558,22.294739 49.890843,22.470628;49.8117005,22.3826835;R2;1;57;wyższe;1631;42.58;-1;Nie;15425;154;9277;60;gw
181302;gm. Dubiecko;Wójt Gminy Dubiecko;GRZEGORZAK Jacek Jan;Komitet wyborczy organizacji i stowarzyszeń;49.732558,22.294739 49.890843,22.470628;49.8117005,22.3826835;R2;2;48;wyższe;2199;57.42;-1;Tak;15425;154;9277;60;gw
181304;gm. Krasiczyn;Wójt Gminy Krasiczyn;BOBEK Tadeusz Zdzisław;Komitet wyborczy wyborców;49.682066,22.533451 49.824400,22.737356;49.753233,22.6354035;R2;1;63;Wyższe;1232;56.80;-1;Tak;12436;124;5135;41;gw
181304;gm. Krasiczyn;Wójt Gminy Krasiczyn;KURASZ Jacek Grzegorz;Komitet wyborczy wyborców;49.682066,22.533451 49.824400,22.737356;49.753233,22.6354035;R2;2;42;Średnie;937;43.20;-1;Nie;12436;124;5135;41;gw
181310;gm. Żurawica;Wójt Gminy Żurawica;SKŁADOWSKI Krzysztof Bogdan;Komitet wyborczy wyborców;49.791889,22.594219 49.903950,22.922128;49.8479195,22.7581735;R2;1;50;Wyższe;2726;49.30;-1;Nie;9579;96;12964;135;gw
181310;gm. Żurawica;Wójt Gminy Żurawica;SZELESZCZUK Tomasz;PiS;49.791889,22.594219 49.903950,22.922128;49.8479195,22.7581735;R2;2;40;Wyższe;2803;50.70;-1;Tak;9579;96;12964;135;gw
181409;gm. Zarzecze;Wójt Gminy Zarzecze;BURY Tomasz Wojciech;Komitet wyborczy wyborców;49.944845,22.467705 50.038001,22.580673;49.991423,22.524189;R2;1;41;wyższe;1704;54.27;-1;Tak;4918;49;7223;147;gw
181409;gm. Zarzecze;Wójt Gminy Zarzecze;PIENIĄŻEK Mariusz Józef;PSL;49.944845,22.467705 50.038001,22.580673;49.991423,22.524189;R2;2;43;wyższe;1436;45.73;-1;Nie;4918;49;7223;147;gw
181609;gm. Krasne;Wójt Gminy Krasne;MATERNIA Jacek;Komitet wyborczy wyborców;50.004954,22.053566 50.094554,22.168165;50.049754,22.1108655;R2;1;49;wyższe;2165;47.08;-1;Nie;3910;39;11123;284;gw
181609;gm. Krasne;Wójt Gminy Krasne;WOŹNIAK Wilhelm Andrzej;Komitet wyborczy wyborców;50.004954,22.053566 50.094554,22.168165;50.049754,22.1108655;R2;2;57;wyższe;2434;52.92;-1;Tak;3910;39;11123;284;gw
181701;m. Sanok;Burmistrz Miasta Sanoka;MATUSZEWSKI Tomasz Adam;Komitet wyborczy wyborców;49.522809,22.147385 49.590270,22.283778;49.5565395,22.2155815;R2;1;40;wyższe;8623;59.07;-1;Tak;3808;38;37980;997;gm
181701;m. Sanok;Burmistrz Miasta Sanoka;PIÓRO Tadeusz Wacław;PiS;49.522809,22.147385 49.590270,22.283778;49.5565395,22.2155815;R2;2;61;wyższe;5974;40.93;-1;Nie;3808;38;37980;997;gm
181704;gm. Komańcza;Wójt Gminy Komańcza;BIELAWKA Stanisław Dobrogniew;Komitet wyborczy wyborców;49.173894,21.926033 49.463046,22.250118;49.31847,22.0880755;R2;1;63;wyższe;578;32.71;-1;Nie;38770;388;4652;12;gw
181704;gm. Komańcza;Wójt Gminy Komańcza;BZDYK Roman Mariusz;Komitet wyborczy wyborców;49.173894,21.926033 49.463046,22.250118;49.31847,22.0880755;R2;2;33;wyższe;1189;67.29;-1;Tak;38770;388;4652;12;gw
181707;gm. Zagórz;Burmistrz Miasta i Gminy Zagórz;NOWAK Ernest Piotr;Komitet wyborczy wyborców;49.307719,22.116536 49.542081,22.300493;49.4249,22.2085145;R2;1;43;wyższe;3447;71.77;-1;Tak;15989;160;13099;82;gmw
181707;gm. Zagórz;Burmistrz Miasta i Gminy Zagórz;ŚWIĘCH Tomasz Ireneusz;Komitet wyborczy wyborców;49.307719,22.116536 49.542081,22.300493;49.4249,22.2085145;R2;2;40;wyższe;1356;28.23;-1;Nie;15989;160;13099;82;gmw
181708;gm. Zarszyn;Wójt Gminy Zarszyn;BETLEJ Andrzej;PiS;49.488511,21.923752 49.636613,22.097110;49.562562,22.010431;R2;1;65;wyższe;1658;45.84;-1;Nie;10540;105;9356;89;gw
181708;gm. Zarszyn;Wójt Gminy Zarszyn;GAJEWSKA Magdalena Natalia;Komitet wyborczy wyborców;49.488511,21.923752 49.636613,22.097110;49.562562,22.010431;R2;2;30;wyższe;1959;54.16;-1;Tak;10540;105;9356;89;gw
181901;gm. Czudec;Wójt Gminy Czudec;ŚLIPSKI Andrzej Stanisław;Komitet wyborczy wyborców;49.895512,21.690530 49.972864,21.916420;49.934188,21.803475;R2;1;41;wyższe;2330;50.71;-1;Tak;8470;85;11843;140;gw
181901;gm. Czudec;Wójt Gminy Czudec;ZIELIŃSKI Jerzy Władysław;Komitet wyborczy wyborców;49.895512,21.690530 49.972864,21.916420;49.934188,21.803475;R2;2;60;wyższe;2265;49.29;-1;Nie;8470;85;11843;140;gw
181903;gm. Niebylec;Wójt Gminy Niebylec;CIEPIELOWSKI Antoni;Komitet wyborczy wyborców;49.781093,21.840539 49.918501,22.021912;49.849797,21.9312255;R2;1;53;wyższe;1974;45.76;-1;Nie;10444;104;10504;101;gw
181903;gm. Niebylec;Wójt Gminy Niebylec;KORAB Zbigniew;PiS;49.781093,21.840539 49.918501,22.021912;49.849797,21.9312255;R2;2;55;wyższe;2340;54.24;-1;Tak;10444;104;10504;101;gw
182101;gm. Baligród;Wójt Gminy Baligród;POMYKAŁA Agata Małgorzata;Komitet wyborczy wyborców;49.231180,22.187379 49.414119,22.361835;49.3226495,22.274607;R2;1;50;wyższe;790;46.72;-1;Nie;15823;158;3142;20;gw
182101;gm. Baligród;Wójt Gminy Baligród;STĘPIEŃ Robert;PiS;49.231180,22.187379 49.414119,22.361835;49.3226495,22.274607;R2;2;56;wyższe;901;53.28;-1;Tak;15823;158;3142;20;gw
182103;gm. Lesko;Burmistrz Miasta i Gminy Lesko;ORŁOWSKI Józef Wiesław;PiS;49.379294,22.261703 49.550274,22.431745;49.464784,22.346724;R2;1;56;wyższe;1504;31.98;-1;Nie;11139;111;11439;103;gmw
182103;gm. Lesko;Burmistrz Miasta i Gminy Lesko;SNARSKI Adam;Komitet wyborczy wyborców;49.379294,22.261703 49.550274,22.431745;49.464784,22.346724;R2;2;28;wyższe;3199;68.02;-1;Tak;11139;111;11439;103;gmw
182105;gm. Solina;Wójt Gminy Solina;CIÓŁKOWSKI Łukasz Marian;Komitet wyborczy wyborców;49.256645,22.308342 49.455006,22.521676;49.3558255,22.415009;R2;1;39;wyższe;1387;47.60;-1;Nie;18452;185;5311;29;gw
