teryt;gmina;urzad;kto;typk;bb;center;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type
142510;gm. Skaryszew;Burmistrz Miasta i Gminy Skaryszew;PIĄTEK Dariusz;PSL;51.229239,21.124826 51.386329,21.366259;51.307784,21.2455425;R1;2;47;wyższe;2269;33.39;-1;Druga tura;17127;171;14634;85;gmw
142510;gm. Skaryszew;Burmistrz Miasta i Gminy Skaryszew;SIENKIEWICZ Mirosław Michał;Komitet wyborczy organizacji i stowarzyszeń;51.229239,21.124826 51.386329,21.366259;51.307784,21.2455425;R1;3;57;wyższe;2416;35.56;-1;Druga tura;17127;171;14634;85;gmw
142511;gm. Wierzbica;Wójt Gminy Wierzbica;DULIAS Zdzisław Cezary;PSL;51.195848,21.001757 51.305659,21.198781;51.2507535,21.100269;R1;1;57;wyższe;2752;62.85;-1;Tak;9410;94;9799;104;gw
142511;gm. Wierzbica;Wójt Gminy Wierzbica;MYŚLIWIEC Dariusz Andrzej;Komitet wyborczy wyborców;51.195848,21.001757 51.305659,21.198781;51.2507535,21.100269;R1;2;52;wyższe magisterskie;752;17.17;-1;Nie;9410;94;9799;104;gw
142511;gm. Wierzbica;Wójt Gminy Wierzbica;WIĘCASZEK Maciej Tomasz;PiS;51.195848,21.001757 51.305659,21.198781;51.2507535,21.100269;R1;3;43;wyższe zawodowe;875;19.98;-1;Nie;9410;94;9799;104;gw
142512;gm. Wolanów;Wójt Gminy Wolanów;CIĘŻKOWSKI Marcin;PSL;51.331329,20.838213 51.433797,21.067054;51.382563,20.9526335;R1;1;40;wyższe;1438;33.25;-1;Druga tura;8290;83;8848;107;gw
142512;gm. Wolanów;Wójt Gminy Wolanów;KRAWCZUK Karolina;Komitet wyborczy wyborców;51.331329,20.838213 51.433797,21.067054;51.382563,20.9526335;R1;2;39;wyższe;793;18.34;-1;Nie;8290;83;8848;107;gw
142512;gm. Wolanów;Wójt Gminy Wolanów;MARKOWSKA-BZDUCHA Ewa Iwona;PiS;51.331329,20.838213 51.433797,21.067054;51.382563,20.9526335;R1;3;47;wyższe;2094;48.42;-1;Druga tura;8290;83;8848;107;gw
142513;gm. Zakrzew;Wójt Gminy Zakrzew;BIAŁKOWSKI Sławomir Adam;Komitet wyborczy organizacji i stowarzyszeń;51.397143,20.913888 51.498280,21.128931;51.4477115,21.0214095;R1;1;56;wyższe;2156;34.35;-1;Nie;9630;96;12875;134;gw
142513;gm. Zakrzew;Wójt Gminy Zakrzew;MARGAS Leszek Tadeusz;PiS;51.397143,20.913888 51.498280,21.128931;51.4477115,21.0214095;R1;2;55;wyższe;3399;54.16;-1;Tak;9630;96;12875;134;gw
142513;gm. Zakrzew;Wójt Gminy Zakrzew;SWEND Artur;PP;51.397143,20.913888 51.498280,21.128931;51.4477115,21.0214095;R1;3;53;wyższe;140;2.23;-1;Nie;9630;96;12875;134;gw
142513;gm. Zakrzew;Wójt Gminy Zakrzew;SZYMAŃSKA Katarzyna;PSL;51.397143,20.913888 51.498280,21.128931;51.4477115,21.0214095;R1;4;35;wyższe;347;5.53;-1;Nie;9630;96;12875;134;gw
142513;gm. Zakrzew;Wójt Gminy Zakrzew;WIELGOLEWSKI Bogdan;Komitet wyborczy wyborców;51.397143,20.913888 51.498280,21.128931;51.4477115,21.0214095;R1;5;45;wyższe;234;3.73;-1;Nie;9630;96;12875;134;gw
142601;gm. Domanice;Wójt Gminy Domanice;DŁUSKA-REDES Ewa;Komitet wyborczy wyborców;52.001473,22.067907 52.085464,22.226831;52.0434685,22.147369;R1;1;45;wyższe;385;29.14;-1;Nie;4697;47;2626;56;gw
142601;gm. Domanice;Wójt Gminy Domanice;URBANEK Jolanta Maria;Komitet wyborczy wyborców;52.001473,22.067907 52.085464,22.226831;52.0434685,22.147369;R1;2;43;wyższe;274;20.74;-1;Nie;4697;47;2626;56;gw
142601;gm. Domanice;Wójt Gminy Domanice;ZABŁOCKI Jerzy Wacław;Komitet wyborczy wyborców;52.001473,22.067907 52.085464,22.226831;52.0434685,22.147369;R1;3;63;wyższe;662;50.11;-1;Tak;4697;47;2626;56;gw
142602;gm. Korczew;Wójt Gminy Korczew;WASILCZUK Sławomir;Komitet wyborczy wyborców;52.307930,22.509798 52.410534,22.740658;52.359232,22.625228;R1;1;42;wyższe;877;91.16%;85;Tak;10495;105;2662;25;gw
142603;gm. Kotuń;Wójt Gminy Kotuń;GADOMSKI Leszek Andrzej;PiS;52.090642,21.900325 52.231762,22.163208;52.161202,22.0317665;R1;1;51;średnie;1602;42.06;-1;Nie;15047;150;8575;57;gw
142603;gm. Kotuń;Wójt Gminy Kotuń;GÓRAL Grzegorz;Komitet wyborczy wyborców;52.090642,21.900325 52.231762,22.163208;52.161202,22.0317665;R1;2;43;wyższe;2207;57.94;-1;Tak;15047;150;8575;57;gw
142604;gm. Mokobody;Wójt Gminy Mokobody;DMOWSKA-PACZUSKA Dorota Joanna;Komitet wyborczy wyborców;52.189456,22.042275 52.338237,22.217674;52.2638465,22.1299745;R1;1;39;wyższe prawnicze;956;38.18;-1;Druga tura;11931;119;5040;42;gw
142604;gm. Mokobody;Wójt Gminy Mokobody;KISIELIŃSKA Bożena;PiS;52.189456,22.042275 52.338237,22.217674;52.2638465,22.1299745;R1;2;45;wyższe;596;23.80;-1;Nie;11931;119;5040;42;gw
142604;gm. Mokobody;Wójt Gminy Mokobody;KSIĘŻOPOLSKA Iwona;Komitet wyborczy wyborców;52.189456,22.042275 52.338237,22.217674;52.2638465,22.1299745;R1;3;51;wyższe;952;38.02;-1;Druga tura;11931;119;5040;42;gw
142605;gm. Mordy;Burmistrz Miasta i Gminy Mordy;DĘBSKI Jarosław;PSL;52.120080,22.372891 52.272435,22.647386;52.1962575,22.5101385;R1;1;50;wyższe;820;32.64;-1;Nie;17002;170;5881;35;gmw
142605;gm. Mordy;Burmistrz Miasta i Gminy Mordy;ŁUGOWSKI Jan Paweł;PiS;52.120080,22.372891 52.272435,22.647386;52.1962575,22.5101385;R1;2;59;wyższe;1692;67.36;-1;Tak;17002;170;5881;35;gmw
142606;gm. Paprotnia;Wójt Gminy Paprotnia;BIERNACKI Leszek Józef;Komitet wyborczy wyborców;52.240640,22.350254 52.335213,22.544565;52.2879265,22.4474095;R1;1;48;średnie;522;39.22;-1;Nie;8143;81;2572;32;gw
142606;gm. Paprotnia;Wójt Gminy Paprotnia;TRĘBICKI Leszek Józef;PiS;52.240640,22.350254 52.335213,22.544565;52.2879265,22.4474095;R1;2;43;wyższe;809;60.78;-1;Tak;8143;81;2572;32;gw
142607;gm. Przesmyki;Wójt Gminy Przesmyki;SKOLIMOWSKI Andrzej Lucjan;Komitet wyborczy wyborców;52.209946,22.491392 52.332834,22.730048;52.27139,22.61072;R1;1;58;wyższe;1133;73.86;-1;Tak;11725;117;3228;28;gw
142607;gm. Przesmyki;Wójt Gminy Przesmyki;WIĘCKOWSKI Robert;PiS;52.209946,22.491392 52.332834,22.730048;52.27139,22.61072;R1;2;47;wyższe;401;26.14;-1;Nie;11725;117;3228;28;gw
142608;gm. Siedlce;Wójt Gminy Siedlce;BRODOWSKI Henryk Marian;Komitet wyborczy wyborców;52.109753,22.138170 52.234207,22.438941;52.17198,22.2885555;R1;1;66;wyższe;3147;39.87;-1;Druga tura;14135;141;18054;128;gw
142608;gm. Siedlce;Wójt Gminy Siedlce;MISIURA Marek;Komitet wyborczy wyborców;52.109753,22.138170 52.234207,22.438941;52.17198,22.2885555;R1;2;64;wyższe;656;8.31;-1;Nie;14135;141;18054;128;gw
142608;gm. Siedlce;Wójt Gminy Siedlce;ORZEŁOWSKI Mariusz;PiS;52.109753,22.138170 52.234207,22.438941;52.17198,22.2885555;R1;3;49;wyższe;2165;27.43;-1;Druga tura;14135;141;18054;128;gw
142608;gm. Siedlce;Wójt Gminy Siedlce;RYMUZA Andrzej Leszek;Komitet wyborczy wyborców;52.109753,22.138170 52.234207,22.438941;52.17198,22.2885555;R1;4;39;wyższe;1926;24.40;-1;Nie;14135;141;18054;128;gw
142609;gm. Skórzec;Wójt Gminy Skórzec;DŁUGOSZ Jerzy;PiS;52.035929,21.978164 52.170541,22.210887;52.103235,22.0945255;R1;1;46;wyższe;2375;63.57;-1;Tak;11904;119;7782;65;gw
142609;gm. Skórzec;Wójt Gminy Skórzec;OKNIŃSKI Michał;PSL;52.035929,21.978164 52.170541,22.210887;52.103235,22.0945255;R1;2;32;wyższe administracyjne;1361;36.43;-1;Nie;11904;119;7782;65;gw
142610;gm. Suchożebry;Wójt Gminy Suchożebry;BUJALSKI Krzysztof Włodzimierz;Komitet wyborczy wyborców;52.215148,22.197657 52.317455,22.380404;52.2663015,22.2890305;R1;1;50;wyższe;520;23.52;-1;Druga tura;10054;101;4687;47;gw
142610;gm. Suchożebry;Wójt Gminy Suchożebry;DZIEWULSKI Zbigniew;Komitet wyborczy wyborców;52.215148,22.197657 52.317455,22.380404;52.2663015,22.2890305;R1;2;61;średnie ekonomiczne;215;9.72;-1;Nie;10054;101;4687;47;gw
142610;gm. Suchożebry;Wójt Gminy Suchożebry;KOMAR Marzena Teresa;Komitet wyborczy wyborców;52.215148,22.197657 52.317455,22.380404;52.2663015,22.2890305;R1;3;46;wyższe;957;43.28;-1;Druga tura;10054;101;4687;47;gw
142610;gm. Suchożebry;Wójt Gminy Suchożebry;MĘDZA Paweł Stanisław;Komitet wyborczy wyborców;52.215148,22.197657 52.317455,22.380404;52.2663015,22.2890305;R1;4;41;średnie;320;14.47;-1;Nie;10054;101;4687;47;gw
142610;gm. Suchożebry;Wójt Gminy Suchożebry;WOŹNICA Krzysztof;Komitet wyborczy wyborców;52.215148,22.197657 52.317455,22.380404;52.2663015,22.2890305;R1;5;54;wyższe;199;9.00;-1;Nie;10054;101;4687;47;gw
142611;gm. Wiśniew;Wójt Gminy Wiśniew;KRYSZCZUK Krzysztof Teofil;PiS;51.996004,22.195054 52.125643,22.387559;52.0608235,22.2913065;R1;1;55;wyższe;1488;51.19;-1;Tak;12600;126;5754;46;gw
142611;gm. Wiśniew;Wójt Gminy Wiśniew;RYBACZEWSKA Barbara;Komitet wyborczy wyborców;51.996004,22.195054 52.125643,22.387559;52.0608235,22.2913065;R1;2;51;wyższe;1051;36.15;-1;Nie;12600;126;5754;46;gw
142611;gm. Wiśniew;Wójt Gminy Wiśniew;WYSOCKI Waldemar Mariusz;PSL;51.996004,22.195054 52.125643,22.387559;52.0608235,22.2913065;R1;3;40;wyższe;368;12.66;-1;Nie;12600;126;5754;46;gw
142612;gm. Wodynie;Wójt Gminy Wodynie;KLEPACKI Wojciech;PSL;51.973184,21.867838 52.093181,22.086424;52.0331825,21.977131;R1;1;34;wyższe;1632;81.40;-1;Tak;11540;115;4454;39;gw
142612;gm. Wodynie;Wójt Gminy Wodynie;KLUCZEK Zbigniew;PiS;51.973184,21.867838 52.093181,22.086424;52.0331825,21.977131;R1;2;48;średnie;373;18.60;-1;Nie;11540;115;4454;39;gw
142613;gm. Zbuczyn;Wójt Gminy Zbuczyn;BIARDZKI Stanisław;PSL;52.014160,22.339013 52.174265,22.669148;52.0942125,22.5040805;R1;1;47;wyższe;782;17.22;-1;Nie;21075;212;10087;48;gw
142613;gm. Zbuczyn;Wójt Gminy Zbuczyn;HAPUNOWICZ Tomasz;PiS;52.014160,22.339013 52.174265,22.669148;52.0942125,22.5040805;R1;2;38;wyższe;3758;82.78;-1;Tak;21075;212;10087;48;gw
142701;m. Sierpc;Burmistrz Miasta Sierpc;BACZEWSKI Marcin;PO;52.830319,19.622423 52.876145,19.707969;52.853232,19.665196;R1;1;41;wyższe;1365;16.98;-1;Nie;1859;19;18148;976;gm
142701;m. Sierpc;Burmistrz Miasta Sierpc;CZACHOROWSKA Anna Wioletta;PiS;52.830319,19.622423 52.876145,19.707969;52.853232,19.665196;R1;2;47;wyższe;1434;17.84;-1;Nie;1859;19;18148;976;gm
142701;m. Sierpc;Burmistrz Miasta Sierpc;PERZYŃSKI Jarosław Marcin;Komitet wyborczy wyborców;52.830319,19.622423 52.876145,19.707969;52.853232,19.665196;R1;3;39;wyższe;5241;65.19;-1;Tak;1859;19;18148;976;gm
142702;gm. Gozdowo;Wójt Gminy Gozdowo;KALKOWSKI Dariusz;Komitet wyborczy wyborców;52.676779,19.587678 52.798872,19.828597;52.7378255,19.7081375;R1;1;53;wyższe;2101;75.12;-1;Tak;12635;126;5972;47;gw
142702;gm. Gozdowo;Wójt Gminy Gozdowo;ZYWER Kazimierz;PSL;52.676779,19.587678 52.798872,19.828597;52.7378255,19.7081375;R1;2;51;zasadnicze zawodowe;696;24.88;-1;Nie;12635;126;5972;47;gw
142703;gm. Mochowo;Wójt Gminy Mochowo;KOWALSKI Lucjan;Komitet wyborczy wyborców;52.685965,19.423008 52.867128,19.638153;52.7765465,19.5305805;R1;1;60;zawodowe;208;6.43;-1;Nie;14371;144;6091;42;gw
142703;gm. Mochowo;Wójt Gminy Mochowo;TOMASZEWSKI Zbigniew;PSL;52.685965,19.423008 52.867128,19.638153;52.7765465,19.5305805;R1;2;39;wyższe techniczne;2320;71.72;-1;Tak;14371;144;6091;42;gw
142703;gm. Mochowo;Wójt Gminy Mochowo;WIŚNIEWSKI Jarosław;PiS;52.685965,19.423008 52.867128,19.638153;52.7765465,19.5305805;R1;3;45;średnie;707;21.85;-1;Nie;14371;144;6091;42;gw
142704;gm. Rościszewo;Wójt Gminy Rościszewo;KOŻUCHOWSKI Jacek;PiS;52.847259,19.649999 52.973846,19.885369;52.9105525,19.767684;R1;1;39;wyższe;759;36.83;-1;Nie;11479;115;4169;36;gw
142704;gm. Rościszewo;Wójt Gminy Rościszewo;SUGAJSKI Jan;PSL;52.847259,19.649999 52.973846,19.885369;52.9105525,19.767684;R1;2;58;średnie;1302;63.17;-1;Tak;11479;115;4169;36;gw
142705;gm. Sierpc;Wójt Gminy Sierpc;KORPOLIŃSKI Krzysztof;Komitet wyborczy wyborców;52.760781,19.508759 52.903862,19.786800;52.8323215,19.6477795;R1;1;43;wyższe;2335;70.76;-1;Tak;15009;150;7120;47;gw
142705;gm. Sierpc;Wójt Gminy Sierpc;WEWIÓROWSKA Katarzyna;PSL;52.760781,19.508759 52.903862,19.786800;52.8323215,19.6477795;R1;2;42;średnie;965;29.24;-1;Nie;15009;150;7120;47;gw
142706;gm. Szczutowo;Wójt Gminy Szczutowo;GROMELSKI Andrzej;Komitet wyborczy wyborców;52.867461,19.444664 52.990271,19.696153;52.928866,19.5704085;R1;1;60;średnie;297;13.12;-1;Nie;11268;113;4307;38;gw
142706;gm. Szczutowo;Wójt Gminy Szczutowo;LAZAROWSKI Dariusz;Komitet wyborczy wyborców;52.867461,19.444664 52.990271,19.696153;52.928866,19.5704085;R1;2;52;wyższe;825;36.46;-1;Nie;11268;113;4307;38;gw
142706;gm. Szczutowo;Wójt Gminy Szczutowo;TWARDOWSKI Andrzej Zbigniew;Komitet wyborczy wyborców;52.867461,19.444664 52.990271,19.696153;52.928866,19.5704085;R1;3;47;średnie;1141;50.42;-1;Tak;11268;113;4307;38;gw
142707;gm. Zawidz;Wójt Gminy Zawidz;FRANCZAK Dariusz;Komitet wyborczy wyborców;52.728031,19.757861 52.909386,20.000995;52.8187085,19.879428;R1;1;52;Średnie;2395;65.69;-1;Tak;18583;185;6752;36;gw
142707;gm. Zawidz;Wójt Gminy Zawidz;GAJEWSKI Wojciech Kazimierz;Komitet wyborczy wyborców;52.728031,19.757861 52.909386,20.000995;52.8187085,19.879428;R1;2;64;Średnie;997;27.35;-1;Nie;18583;185;6752;36;gw
142707;gm. Zawidz;Wójt Gminy Zawidz;WIERZBICKI Waldemar Michał;PiS;52.728031,19.757861 52.909386,20.000995;52.8187085,19.879428;R1;3;41;wyższe;254;6.97;-1;Nie;18583;185;6752;36;gw
142801;m. Sochaczew;Burmistrz Miasta Sochaczew;DĄBROWSKI Łukasz;PO;52.191075,20.188423 52.281462,20.300683;52.2362685,20.244553;R1;1;33;średnie;1931;13.29;-1;Nie;2619;26;36790;1405;gm
142801;m. Sochaczew;Burmistrz Miasta Sochaczew;GOŁKOWSKI Marek Maria;Komitet wyborczy wyborców;52.191075,20.188423 52.281462,20.300683;52.2362685,20.244553;R1;2;60;Wyższe Humanistyczne;4868;33.51;-1;Nie;2619;26;36790;1405;gm
142801;m. Sochaczew;Burmistrz Miasta Sochaczew;OSIECKI Piotr Krzysztof;Komitet wyborczy wyborców;52.191075,20.188423 52.281462,20.300683;52.2362685,20.244553;R1;3;56;Wyższe;7727;53.19;-1;Tak;2619;26;36790;1405;gm
142802;gm. Brochów;Wójt Gminy Brochów;SZYMAŃSKI Piotr Andrzej;Komitet wyborczy wyborców;52.275031,20.216847 52.391198,20.423953;52.3331145,20.3204;R1;1;44;Wyższe;1496;61.59;-1;Tak;11981;120;4358;36;gw
142802;gm. Brochów;Wójt Gminy Brochów;WIDEŃSKA Monika Alicja;Komitet wyborczy wyborców;52.275031,20.216847 52.391198,20.423953;52.3331145,20.3204;R1;2;46;Wyższe;933;38.41;-1;Nie;11981;120;4358;36;gw
142803;gm. Iłów;Wójt Gminy Iłów;CIOŁKOWSKI Tomasz Konrad;Komitet wyborczy wyborców;52.261551,19.936113 52.419094,20.132316;52.3403225,20.0342145;R1;1;31;wyższe;109;3.45;-1;Nie;12907;130;6157;48;gw
142803;gm. Iłów;Wójt Gminy Iłów;KRAŚNIEWSKI Jan Paweł;Komitet wyborczy wyborców;52.261551,19.936113 52.419094,20.132316;52.3403225,20.0342145;R1;2;59;wyższe;1063;33.68;-1;Druga tura;12907;130;6157;48;gw
142803;gm. Iłów;Wójt Gminy Iłów;KUJAWA Roman Antoni;PSL;52.261551,19.936113 52.419094,20.132316;52.3403225,20.0342145;R1;3;65;wyższe;1006;31.88;-1;Druga tura;12907;130;6157;48;gw
142803;gm. Iłów;Wójt Gminy Iłów;TOMASZEWSKI Sławomir Antoni;Komitet wyborczy wyborców;52.261551,19.936113 52.419094,20.132316;52.3403225,20.0342145;R1;4;47;średnie;978;30.99;-1;Nie;12907;130;6157;48;gw
142804;gm. Młodzieszyn;Wójt Gminy Młodzieszyn;ORLIŃSKI Piotr;Komitet wyborczy wyborców;52.253387,20.088144 52.386639,20.277431;52.320013,20.1827875;R1;1;41;Wyższe;315;12.37;-1;Nie;11749;117;5598;48;gw
142804;gm. Młodzieszyn;Wójt Gminy Młodzieszyn;PIETRZYK Monika Katarzyna;Komitet wyborczy wyborców;52.253387,20.088144 52.386639,20.277431;52.320013,20.1827875;R1;2;39;Wyższe;1825;71.65;-1;Tak;11749;117;5598;48;gw
142804;gm. Młodzieszyn;Wójt Gminy Młodzieszyn;PRZYWOŹNY Tadeusz Gabryel;Komitet wyborczy wyborców;52.253387,20.088144 52.386639,20.277431;52.320013,20.1827875;R1;3;65;średnie;230;9.03;-1;Nie;11749;117;5598;48;gw
142804;gm. Młodzieszyn;Wójt Gminy Młodzieszyn;SAMSON Wiesław;Komitet wyborczy wyborców;52.253387,20.088144 52.386639,20.277431;52.320013,20.1827875;R1;4;40;Wyższe;177;6.95;-1;Nie;11749;117;5598;48;gw
142805;gm. Nowa Sucha;Wójt Gminy Nowa Sucha;KOWALIK Emil Piotr;Komitet wyborczy wyborców;52.114652,20.078554 52.210267,20.318992;52.1624595,20.198773;R1;1;40;zawodowe;85;2.92;-1;Nie;9015;90;6586;73;gw
142805;gm. Nowa Sucha;Wójt Gminy Nowa Sucha;KOWALSKA Marlena;PiS;52.114652,20.078554 52.210267,20.318992;52.1624595,20.198773;R1;2;31;wyższe;569;19.54;-1;Nie;9015;90;6586;73;gw
142805;gm. Nowa Sucha;Wójt Gminy Nowa Sucha;MOŃKA Maciej Szymon;PSL;52.114652,20.078554 52.210267,20.318992;52.1624595,20.198773;R1;3;52;wyższe;2258;77.54;-1;Tak;9015;90;6586;73;gw
142806;gm. Rybno;Wójt Gminy Rybno;JAWORSKI Damian;Komitet wyborczy wyborców;52.176373,20.016777 52.289295,20.176879;52.232834,20.096828;R1;1;28;Wyższe;757;42.29;-1;Druga tura;7275;73;3476;48;gw
142806;gm. Rybno;Wójt Gminy Rybno;KROPIAK Grzegorz;Komitet wyborczy wyborców;52.176373,20.016777 52.289295,20.176879;52.232834,20.096828;R1;2;59;Wyższe;641;35.81;-1;Druga tura;7275;73;3476;48;gw
142806;gm. Rybno;Wójt Gminy Rybno;KUJAWA Grzegorz;PiS;52.176373,20.016777 52.289295,20.176879;52.232834,20.096828;R1;3;50;średnie;392;21.90;-1;Nie;7275;73;3476;48;gw
142807;gm. Sochaczew;Wójt Gminy Sochaczew;ORLIŃSKI Mirosław;PSL;52.149434,20.156360 52.282554,20.373582;52.215994,20.264971;R1;1;64;wyższe;2994;69.77;-1;Tak;9138;91;10757;118;gw
142807;gm. Sochaczew;Wójt Gminy Sochaczew;PACHOWIAK Jarosław Paweł;PiS;52.149434,20.156360 52.282554,20.373582;52.215994,20.264971;R1;2;39;wyższe;1297;30.23;-1;Nie;9138;91;10757;118;gw
142808;gm. Teresin;Wójt Gminy Teresin;OLECHOWSKI Marek Krzysztof;Komitet wyborczy wyborców;52.129818,20.301046 52.245814,20.490674;52.187816,20.39586;R1;1;60;wyższe;3895;85.94%;637;Tak;8796;88;11453;130;gw
142901;m. Sokołów Podlaski;Burmistrz Miasta Sokołów Podlaski;KARAKULA Bogusław Jan;Komitet wyborczy wyborców;52.388197,22.192143 52.440267,22.275888;52.414232,22.2340155;R1;1;61;wyższe;3930;43.67;-1;Druga tura;1751;18;18924;1081;gm
142901;m. Sokołów Podlaski;Burmistrz Miasta Sokołów Podlaski;NOWOTNIAK Włodzimierz;Komitet wyborczy wyborców;52.388197,22.192143 52.440267,22.275888;52.414232,22.2340155;R1;2;38;wyższe prawnicze;830;9.22;-1;Nie;1751;18;18924;1081;gm
142901;m. Sokołów Podlaski;Burmistrz Miasta Sokołów Podlaski;PASIK Marcin;Komitet wyborczy wyborców;52.388197,22.192143 52.440267,22.275888;52.414232,22.2340155;R1;3;43;wyższe;2945;32.73;-1;Druga tura;1751;18;18924;1081;gm
142901;m. Sokołów Podlaski;Burmistrz Miasta Sokołów Podlaski;TOMCZUK Włodzimierz;Komitet wyborczy wyborców;52.388197,22.192143 52.440267,22.275888;52.414232,22.2340155;R1;4;57;wyższe;1294;14.38;-1;Nie;1751;18;18924;1081;gm
142902;gm. Bielany;Wójt Gminy Bielany;KLEWEK Henryk;Komitet wyborczy wyborców;52.288217,22.076025 52.384979,22.367636;52.336598,22.2218305;R1;1;59;wyższe;791;39.51;-1;Nie;11007;110;3651;33;gw
142902;gm. Bielany;Wójt Gminy Bielany;WOŹNIAK Zbigniew Stanisław;PiS;52.288217,22.076025 52.384979,22.367636;52.336598,22.2218305;R1;2;58;wyższe;1211;60.49;-1;Tak;11007;110;3651;33;gw
142903;gm. Ceranów;Wójt Gminy Ceranów;CZĘŚCIK Ewa Agnieszka;Komitet wyborczy wyborców;52.586147,22.108114 52.702485,22.349895;52.644316,22.2290045;R1;1;42;średnie;289;24.57;-1;Druga tura;11105;111;2263;20;gw
142903;gm. Ceranów;Wójt Gminy Ceranów;MŁYŃSKI Krzysztof;Komitet wyborczy wyborców;52.586147,22.108114 52.702485,22.349895;52.644316,22.2290045;R1;2;35;wyższe;394;33.50;-1;Druga tura;11105;111;2263;20;gw
142903;gm. Ceranów;Wójt Gminy Ceranów;ONYSZK Mirosław;PiS;52.586147,22.108114 52.702485,22.349895;52.644316,22.2290045;R1;3;55;średnie;217;18.45;-1;Nie;11105;111;2263;20;gw
142903;gm. Ceranów;Wójt Gminy Ceranów;ZAKRZEWSKI Józef Janusz;Komitet wyborczy wyborców;52.586147,22.108114 52.702485,22.349895;52.644316,22.2290045;R1;4;53;wyższe;276;23.47;-1;Nie;11105;111;2263;20;gw
142904;gm. Jabłonna Lacka;Wójt Gminy Jabłonna Lacka;MICHALCZUK Wiesław Andrzej;Komitet wyborczy wyborców;52.415578,22.331803 52.586838,22.554234;52.501208,22.4430185;R1;1;55;wyższe admnistracyjne;1483;63.70;-1;Tak;14927;149;4591;31;gw
142904;gm. Jabłonna Lacka;Wójt Gminy Jabłonna Lacka;ROZBICKI Krzysztof Marian;PiS;52.415578,22.331803 52.586838,22.554234;52.501208,22.4430185;R1;2;64;wyższe ekonomiczne;845;36.30;-1;Nie;14927;149;4591;31;gw
142905;gm. Kosów Lacki;Burmistrz Miasta i Gminy Kosów Lacki;GROMEK Anna Beata;PiS;52.497770,21.974121 52.693245,22.241999;52.5955075,22.10806;R1;1;38;średnie;604;21.40;-1;Nie;20013;200;6112;31;gmw
142905;gm. Kosów Lacki;Burmistrz Miasta i Gminy Kosów Lacki;NIEMIEC Gertruda Barbara;Komitet wyborczy wyborców;52.497770,21.974121 52.693245,22.241999;52.5955075,22.10806;R1;2;45;wyższe;114;4.04;-1;Nie;20013;200;6112;31;gmw
142905;gm. Kosów Lacki;Burmistrz Miasta i Gminy Kosów Lacki;SŁOMIAK Jan Stanisław;Komitet wyborczy wyborców;52.497770,21.974121 52.693245,22.241999;52.5955075,22.10806;R1;3;63;wyższe;2104;74.56;-1;Tak;20013;200;6112;31;gmw
142906;gm. Repki;Wójt Gminy Repki;MIKOŁAJCZUK-BOHOWICZ Krystyna;Komitet wyborczy wyborców;52.313728,22.306054 52.439475,22.564640;52.3766015,22.435347;R1;1;60;wyższe;1314;42.36;-1;Nie;16858;168;5326;32;gw
142906;gm. Repki;Wójt Gminy Repki;STASIUK Apolonia;PiS;52.313728,22.306054 52.439475,22.564640;52.3766015,22.435347;R1;2;47;wyższe;1788;57.64;-1;Tak;16858;168;5326;32;gw
142907;gm. Sabnie;Wójt Gminy Sabnie;SMOLIK Edyta;PSL;52.432272,22.185362 52.547692,22.405217;52.489982,22.2952895;R1;1;45;wyższe;903;48.26;-1;Nie;10798;108;3693;34;gw
142907;gm. Sabnie;Wójt Gminy Sabnie;WYSZYŃSKI Ireneusz Piotr;Komitet wyborczy wyborców;52.432272,22.185362 52.547692,22.405217;52.489982,22.2952895;R1;2;39;wyższe;968;51.74;-1;Tak;10798;108;3693;34;gw
142908;gm. Sokołów Podlaski;Wójt Gminy Sokołów Podlaski;KUR Janusz;Komitet wyborczy wyborców;52.342487,22.081324 52.510164,22.341241;52.4263255,22.2112825;R1;1;45;wyższe;1353;41.31;-1;Druga tura;13661;137;6021;44;gw
142908;gm. Sokołów Podlaski;Wójt Gminy Sokołów Podlaski;PODBIELSKI Sławomir Andrzej;PiS;52.342487,22.081324 52.510164,22.341241;52.4263255,22.2112825;R1;2;61;wyższe rolnicze;1134;34.63;-1;Druga tura;13661;137;6021;44;gw
142908;gm. Sokołów Podlaski;Wójt Gminy Sokołów Podlaski;ROZBICKA Urszula;Komitet wyborczy wyborców;52.342487,22.081324 52.510164,22.341241;52.4263255,22.2112825;R1;3;42;wyższe;666;20.34;-1;Nie;13661;137;6021;44;gw
142908;gm. Sokołów Podlaski;Wójt Gminy Sokołów Podlaski;SOBIESKI Mirosław Grzegorz;Komitet wyborczy wyborców;52.342487,22.081324 52.510164,22.341241;52.4263255,22.2112825;R1;4;41;wyższe;122;3.73;-1;Nie;13661;137;6021;44;gw
142909;gm. Sterdyń;Wójt Gminy Sterdyń;GÓRAL Adam;Komitet wyborczy wyborców;52.522684,22.204199 52.655821,22.449228;52.5892525,22.3267135;R1;1;49;wyższe;511;25.26;-1;Nie;12997;130;4023;31;gw
142909;gm. Sterdyń;Wójt Gminy Sterdyń;KOBYLIŃSKA Marianna Jadwiga;Komitet wyborczy wyborców;52.522684,22.204199 52.655821,22.449228;52.5892525,22.3267135;R1;2;53;wyższe;560;27.68;-1;Druga tura;12997;130;4023;31;gw
