woj;okr;komitet;nr;kandydat;wiek;skad;oswidczenie;uwagi
08;o3;RAZEM;5;SNOPEK Leokadia;63;Chlebice;;
08;o3;RAZEM;6;KOŚMICKI Jacek;27;Gorzów Wielkopolski;;
08;o3;RAZEM;7;SZCZEPAŃSKI Mateusz;22;Jenin;;
08;o3;RN;1;PISZCZEK Arkadiusz Andrzej;47;Dzikowo;;
08;o3;RN;2;BUJAKOWSKI Dariusz Artur;43;Żary;;
08;o3;RN;3;MATUSZEWSKA Magdalena Monika;35;Żary;;
08;o3;RN;4;CHOLEWIŃSKI Piotr Marek;46;Gubin;;
08;o3;RN;5;BEDNARCZYK Małgorzata Elżbieta;38;Kołatka;;
08;o3;K15;1;BUŁAJ Maciej Andrzej;39;Krosno Odrzańskie;;
08;o3;K15;2;SZYMCZAK Rafał Marek;44;Kadłubia;;
08;o3;K15;3;ZDÓNEK Natalia Lucyna;49;Gubin;;
08;o3;K15;4;LATKOWSKA Katarzyna Janina;40;Gubin;;
08;o3;K15;5;SZYMCZAK Iwona Anna;41;Kadłubia;;
08;o3;K15;6;BOCHAŃSKI Piotr Bartłomiej;44;Sulechów;;
08;o3;K15;7;WOŹNIAK Piotr Marek;41;Nowa Rola;;
08;o3;PiS;1;ARDELLI Tadeusz;60;Żary;;
08;o3;PiS;2;BAKALARZ Bogdan Adam;56;Lubsko;;
08;o3;PiS;3;KACZMAREK-SKÓRA Krystyna;64;Gubin;;
08;o3;PiS;4;MAJ Agnieszka Barbara;38;Żary;;
08;o3;PiS;5;SZYMAŃSKI Krzysztof Józef;66;Lipinki Łużyckie;;
08;o3;PiS;6;KICHARD Krzysztof Piotr;39;Jasień;;
08;o3;PiS;7;ŚPIEWAK Wanda Janina;57;Krosno Odrzańskie;;
08;o4;BS;1;HARĘŹLAK Wioleta Elżbieta;55;Zielona Góra;;
08;o4;BS;2;SIKORA Krzysztof Ryszard;39;Zielona Góra;;
08;o4;BS;3;GRYKO Lidia;64;Zielona Góra;;
08;o4;BS;4;LEWICKI Sławomir;52;Zielona Góra;;
08;o4;BS;5;MAŁOSZYC Edyta Kazimiera;49;Zielona Góra;;
08;o4;BS;6;RĄCZKA Dariusz Piotr;43;Zielona Góra;;
08;o4;BS;7;RUSAK Jan Janusz;65;Zielona Góra;;
08;o4;BS;8;KUBICKI Robert Szczęsny;51;Zielona Góra;;
08;o4;PSL;1;FIEDOROWICZ Czesław;60;Zielona Góra;;
08;o4;PSL;2;MYŚLIWIEC Stanisław;57;Dąbrowa;;
08;o4;PSL;3;GRUPA Bronisława Regina;71;Sulechów;;
08;o4;PSL;4;OKOPIEŃ Stanisław;69;Trzebiechów;;
08;o4;PSL;5;ŁAGODA Anna Maria;50;Zielona Góra;;
08;o4;PSL;6;WRÓBLEWSKA Brygida;78;Kargowa;;
08;o4;PSL;7;JANIK Tomasz Krzysztof;54;Żary;;
08;o4;PSL;8;KUBICKI Jarosław Piotr;32;Zielona Góra;;
08;o4;ZIELONI;1;ŻELECH Kajetan;29;Zielona Góra;;
08;o4;ZIELONI;2;MAKOWSKA Magdalena Urszula;38;Świebodzin;;
08;o4;ZIELONI;3;CZECHOWSKI Paweł Adrian;41;Zielona Góra;;
08;o4;ZIELONI;4;ANIŚKO Anna Izabela;49;Ośno Lubuskie;;
08;o4;ZIELONI;5;SZPAK Jarosław;53;Zielona Góra;;
08;o4;ZIELONI;6;DREWNIAK Ewa;49;Kostrzyn nad Odrą;;
08;o4;ZIELONI;7;SALIK Władysław;73;Zielona Góra;;
08;o4;PO-N;1;POLAK Elżbieta Anna;59;Zielona Góra;;
08;o4;PO-N;2;MROZEK Aleksandra;64;Zielona Góra;;
08;o4;PO-N;3;CIEMNOCZOŁOWSKI Sebastian Sylwester;42;Zabór;;
08;o4;PO-N;4;PAJĄK Tadeusz;58;Sulechów;;
08;o4;PO-N;5;MAKARSKA Alicja;61;Zielona Góra;;
08;o4;PO-N;6;SZYMAŃSKI Krzysztof Seweryn;68;Zielona Góra;;
08;o4;PO-N;7;WALENCIK Mirosław Jan;57;Nowogród Bobrzański;;
08;o4;PO-N;8;MARCHEWKA Mariusz;33;Zielona Góra;;
08;o4;SLD-LR;1;WONTOR Tomasz Paweł;48;Zielona Góra;;
08;o4;SLD-LR;2;BURDA Bogumiła;60;Zagórze;;
08;o4;SLD-LR;3;RZEŹNIK Jerzy;57;Zielona Góra;;
08;o4;SLD-LR;4;SYBIS-JEŻ Aneta Nina;46;Babimost;;
08;o4;SLD-LR;5;CYGAŃSKI Zbigniew Władysław;68;Radowice;;
08;o4;SLD-LR;6;BOHAREWICZ Agnieszka Anna;29;Sulechów;;
08;o4;SLD-LR;7;SOBOLEWSKA Joanna Henryka;37;Nowogród Bobrzański;;
08;o4;SLD-LR;8;FEDOROWICZ Teresa;65;Zabór;;
08;o4;RAZEM;1;RUSZKOWSKA Adrianna;41;Zielona Góra;;
08;o4;RAZEM;2;KACZMAR Krzysztof;48;Sulechów;;
08;o4;RAZEM;3;PIOTROWICZ Emilia Agnieszka;47;Zielona Góra;;
08;o4;RAZEM;4;PACHOLCZYK Sławomir;57;Gorzów Wielkopolski;;
08;o4;RAZEM;5;SZMYTKOWSKA Anna Maria;23;Gorzów Wielkopolski;;
08;o4;RAZEM;6;GALANTOWICZ Miłosz Zbigniew;48;Zielona Góra;;
08;o4;RAZEM;7;NOWAKOWSKI Adam;58;Zielona Góra;;
08;o4;RN;1;DAJWORSKA Aldona Zaina;48;Zielona Góra;;
08;o4;RN;2;PACHNIK-ŁODZIŃSKA Beata Zofia;51;Zielona Góra;;
08;o4;RN;3;OSTROWSKI Krzysztof;36;Łagów;;
08;o4;RN;4;KLIMCZAK Kamil Przemysław;23;Żary;;
08;o4;RN;5;MASTERNAK Agnieszka Janina;43;Zielona Góra;;
08;o4;RN;6;KUCHARSKI Artur Jerzy;45;Zielona Góra;;
08;o4;K15;1;KOWALSKI Sławomir;45;Zielona Góra;;
08;o4;K15;2;KUNA Anna Teresa;57;Sulechów;;
08;o4;K15;3;RAŹNY Grzegorz Jerzy;39;Buków;;
08;o4;K15;4;PIWECKI Józef Stefan;47;Babimost;;
08;o4;K15;5;BOCK Adrianna Beata;27;Babimost;;
08;o4;PiS;1;KOŚCIK Zbigniew;52;Zielona Góra;;
08;o4;PiS;2;ŁATWIŃSKI Kazimierz;60;Zielona Góra;;
08;o4;PiS;3;TOROŃ-FÓRMANEK Barbara Violetta;54;Czerwieńsk;;
08;o4;PiS;4;BADACH-ROGOWSKI Roman Wiesław;52;Zielona Góra;;
08;o4;PiS;5;DROZD Władysław;78;Zielona Góra;;
08;o4;PiS;6;KAPUSTA Bożena;53;Nowogród Bobrzański;;
08;o4;PiS;7;CZERWIŃSKA Grażyna Teresa;50;Babimost;;
08;o4;PiS;8;KOZAKIEWICZ Ryszard Aleksander;64;Sulechów;;
08;o5;BS;1;KOWAL Sławomir Jan;46;Żagań;;
08;o5;BS;2;OGRODNIK Andrzej Jacek;56;Podbrzezie Dolne;;
08;o5;BS;3;MORYTO Jarosław Tomasz;43;Sława;;
08;o5;BS;4;KUREK Lilianna Dorota;57;Żagań;;
08;o5;BS;5;JERSAK Karol Piotr;64;Żagań;;
08;o5;BS;6;ZUBRZYCKA Małgorzata Bożena;28;Kożuchów;;
08;o5;BS;7;CICHOMSKA-CAPIŃSKA Violetta Izabela;40;Nowa Sól;;
08;o5;BS;8;OSTROWSKI Henryk Ryszard;57;Szprotawa;;
08;o5;PSL;1;TOMCZYSZYN Stanisław;59;Chotków;;
08;o5;PSL;2;POLAK Elżbieta Olga;60;Zielona Góra;;
08;o5;PSL;3;SUSZYŃSKI Józef;61;Nowa Sól;;
08;o5;PSL;4;CZAJKOWSKA Dorota Danuta;53;Gozdnica;;
08;o5;PSL;5;WITYŃSKA Urszula Stanisława;59;Małomice;;
08;o5;PSL;6;WICHER Elżbieta;60;Lipinki;;
08;o5;PSL;7;KOMAR Anna Sylwia;41;Stary Staw;;
08;o5;PSL;8;CHUDY Roman Edward;64;Rejów;;
08;o5;ZIELONI;1;MUSZYŃSKI Adrian Jacek;21;Szprotawa;;
08;o5;ZIELONI;2;GRABOWY Paulina;23;Międzylesie;;
08;o5;ZIELONI;3;BANASIK Iwona;42;Szprotawa;;
08;o5;ZIELONI;4;WOŹNIAK Justyna;32;Czerna;;
08;o5;ZIELONI;5;WIERZCHOSŁAWSKI Roman Marek;66;Sucha Dolna;;
08;o5;ZIELONI;6;MAŁACHOWSKI Stanisław;52;Żagań;;
08;o5;PO-N;1;POTĘGA Grzegorz Michał;46;Niedoradz;;
08;o5;PO-N;2;DYTKO Bogusław Kazimierz;51;Kożuchów;;
08;o5;PO-N;3;CHODOROWSKI Ryszard;66;Żagań;;
08;o5;PO-N;4;LASKOWSKA-TRZECIAK Beata;57;Iłowa;;
08;o5;PO-N;5;DRGAS Regina Anna;71;Długie;;
08;o5;PO-N;6;GANCZAR Stanisława;61;Siecieborzyce;;
08;o5;PO-N;7;DZIŻA Elżbieta Felicja;61;Gozdnica;;
08;o5;PO-N;8;KULCZYCKA Beata Katarzyna;45;Nowa Sól;;
08;o5;SLD-LR;1;GOŹDZIEJEWSKI Zdzisław Tadeusz;60;Żagań;;
08;o5;SLD-LR;2;KĄKALEC Tadeusz;65;Wschowa;;
08;o5;SLD-LR;3;KAŁUSKI Maciej;65;Nowa Sól;;
08;o5;SLD-LR;4;RAU Emil;42;Zielona Góra;;
08;o5;SLD-LR;5;WILCZYŃSKA Bogumiła;60;Kożuchów;;
08;o5;SLD-LR;6;ZAWADZKA Zofia Krystyna;68;Żagań;;
08;o5;SLD-LR;7;MOLENDA Halina;63;Otyń;;
08;o5;SLD-LR;8;PAŃTAK Kazimierz;69;Wilkanowo;;
08;o5;RAZEM;1;SMARDZEWSKI Bogusław Stanisław;56;Iłowa;;
08;o5;RAZEM;2;SMARDZEWSKA Łucja;52;Iłowa;;
08;o5;RAZEM;3;FILIPEK Michał;39;Nowa Sól;;
08;o5;RAZEM;4;MAZUREK Agnieszka Maria;27;Witnica;;
08;o5;RAZEM;5;SNOPEK Zdzisław;70;Chlebice;;
08;o5;RAZEM;6;HALASZ Dorota;55;Trzciel;;
08;o5;RN;1;JABŁOŃSKI Henryk;68;Wiechlice;;
08;o5;RN;2;SUDNIK Paweł Andrzej;48;Nowa Sól;;
08;o5;RN;3;KLIMCZAK Monika Małgorzata;21;Żary;;
08;o5;RN;4;MISZCZAK Grzegorz Przemysław;34;Żary;;
08;o5;RN;5;KUCHARSKA Bernadetta Aleksandra;40;Zielona Góra;;
08;o5;K15;1;HOLC Konrad Wiesław;28;Żagań;;
08;o5;K15;2;ZAPOLSKI Sebastian;26;Szprotawa;;
08;o5;K15;3;URBAN Aleksandra Monika;53;Nowa Sól;;
08;o5;K15;4;OTTO-MAJEWSKA Natalia Milena;25;Żagań;;
08;o5;K15;5;HOLC-JANIKULA Kamila Zofia;35;Żagań;;
08;o5;K15;6;BEJENKA Marek;53;Długie;;
08;o5;PiS;1;GOŚNIOWSKA-KOLA Małgorzata Barbara;54;Przyczyna Górna;;
08;o5;PiS;2;PALUCH-SŁOWIŃSKA Małgorzata Beata;49;Nowa Sól;;
08;o5;PiS;3;BALCERZAK Klaudiusz;74;Sława;;
08;o5;PiS;4;GANCARZ Ewa Danuta;60;Szprotawa;;
08;o5;PiS;5;KLIMEK Tomasz;34;Solniki;;
08;o5;PiS;6;SŁOMIŃSKI Leszek;35;Żagań;;
08;o5;PiS;7;ZAMIATAŁA Stanisław;64;Zielona Góra;;
08;o5;PiS;8;BORKOWSKA Patrycja Janina;26;Sława;;
10;o1;BS;1;HIBNER Elżbieta;68;Łódź;;
10;o1;BS;2;STRZELECKI Jacek Stanisław;70;Łódź;;
10;o1;BS;3;KOŁECKA Izabella Barbara;60;Łódź;;
10;o1;BS;4;JACKOWSKA Anna Maria;69;Łódź;;
10;o1;BS;5;WESOŁOWSKI Krzysztof Michał;64;Łódź;;
10;o1;BS;6;SADOWSKA Agata Jolanta;31;Łódź;;
10;o1;BS;7;WOŹNIAK Krzysztof;65;Łódź;;
10;o1;BS;8;SKOREK Sławomir Maciej;47;Tomaszów Mazowiecki;;
10;o1;BS;9;DERECKI Tomasz;54;Łódź;;
10;o1;PSL;1;SIEMIŃSKI Henryk Stanisław;69;Łódź;;
10;o1;PSL;2;ŁUNIEWSKA-BURY Jolanta;53;Łódź;;
10;o1;PSL;3;KACZMAREK Bogusław Marian;72;Łódź;;
10;o1;PSL;4;MAJEWSKI Eugeniusz Paweł;61;Łódź;;
10;o1;PSL;5;ZGIERSKA Wiesława Teresa;67;Łódź;;
10;o1;PSL;6;BOREK Marcin;39;Łódź;;
10;o1;PSL;7;TOMASIK Sylwia Katarzyna;47;Łódź;;
10;o1;PSL;8;CHMIELEWSKA-PYTKA Beata Joanna;53;Łódź;;
10;o1;PSL;9;KRYZIŃSKI Tomasz Piotr;39;Łódź;;
10;o1;PSL;10;PIONTEK Marcin Tomasz;43;Łódź;;
10;o1;PSL;11;BEDNAREK Maksymilian Patryk;27;Łódź;;
10;o1;ZIELONI;1;GAŁKIEWICZ Magdalena Anna;39;Łódź;;
10;o1;ZIELONI;2;SKOŚKIEWICZ Marcin Aleksander;62;Łódź;;
10;o1;ZIELONI;3;ANDRZEJCZAK Mariola;57;Łódź;;
10;o1;ZIELONI;4;MAŃCZAK Agnieszka Ludwika;36;Łódź;;
10;o1;ZIELONI;5;BAUER Włodzimierz Jacek;59;Łódź;;
10;o1;ZIELONI;6;PEREK-JURA Monika Agnieszka;44;Łódź;;
10;o1;ZIELONI;7;SIERADZKI Marcin Jerzy;38;Łódź;;
10;o1;PO-N;1;BLIŹNIUK Paweł Kazimierz;32;Łódź;;
10;o1;PO-N;2;DRĄŻCZYK Paweł Feliks;55;Łódź;;
10;o1;PO-N;3;SKRZYDLEWSKA Joanna Katarzyna;41;Łódź;;
10;o1;PO-N;4;BUGAJSKI Marcin Andrzej;40;Łódź;;
10;o1;PO-N;5;RABIEGA Anna Barbara;64;Łódź;;
10;o1;PO-N;6;ZIEMNIEWICZ Bożena Maria;62;Łódź;;
10;o1;PO-N;7;BOGUSZ Mateusz Filip;25;Łódź;;
10;o1;PO-N;8;SOZAŃSKI Przemysław Robert;51;Łódź;;
10;o1;PO-N;9;MARCZAK Maciej Szymon;32;Zduńska Wola;;
10;o1;PO-N;10;CIEPŁUCHA Paulina Izabela;31;Łódź;;
10;o1;PO-N;11;SADOWSKA Katarzyna Sandra;28;Łódź;;
10;o1;SLD-LR;1;MAJEWSKI Grzegorz Piotr;33;Łódź;;
10;o1;SLD-LR;2;BORS Piotr Marcin;38;Łódź;;
10;o1;SLD-LR;3;ŚWIDERSKA Beata Katarzyna;44;Łódź;;
10;o1;SLD-LR;4;LESZCZYŃSKI Lech Mirosław;62;Łódź;;
10;o1;SLD-LR;5;SAWICKA-KACPRZAK Monika Maria;46;Łódź;;
10;o1;SLD-LR;6;BŁOCH Jacek Dariusz;45;Łódź;;
10;o1;SLD-LR;7;PAWLIK-NOWACKA Wioleta Kamila;35;Łódź;;
10;o1;SLD-LR;8;BŁASZCZYK Marek;57;Łódź;;
10;o1;SLD-LR;9;WNUK Alina;60;Łódź;;
10;o1;SLD-LR;10;PIERÓG Piotr;46;Łódź;;
10;o1;SLD-LR;11;TEODORCZYK Mieczysław;68;Łódź;;
10;o1;RAZEM;1;KRYSIAK Wioleta Magdalena;28;Bolimowska Wieś;;
10;o1;RAZEM;2;MIGAS Bartosz Piotr;30;Łódź;;
10;o1;RAZEM;3;CHMURSKA Alicja;26;Łódź;;
10;o1;RAZEM;4;PAWŁOWSKI Adam Kazimierz;42;Łódź;;
10;o1;RAZEM;5;KORCZYŃSKA Agnieszka Anna;31;Łódź;;
10;o1;RAZEM;6;BRUDZ Bartosz Sebastian;31;Łódź;;
10;o1;RAZEM;7;URBAŃCZYK Ewa Krystyna;58;Łódź;;
10;o1;RAZEM;8;WILMOWSKI Adam Marek;24;Łódź;;
10;o1;RAZEM;9;JÓŹWIAK Weronika Bronisława;34;Łódź;;
10;o1;RAZEM;10;RACHALEWSKI Michał Cezary;29;Zduńska Wola;;
10;o1;RN;1;ZIEMBA Dariusz Zdzisław;36;Łódź;;
10;o1;RN;2;ROGALSKI Andrzej Leszek;57;Łódź;;
10;o1;RN;3;MATERA Bolesław Tadeusz;74;Łódź;;
10;o1;RN;4;ANTONIAK Justyna;21;Skierniewice;;
10;o1;RN;5;SOCHACZEWSKI Sebastian Dariusz;23;Łódź;;
10;o1;RN;6;TOMASZEWSKA Marta Maria;38;Łódź;;
10;o1;RN;7;WIERZBOWSKA Bożena Aneta;39;Łódź;;
10;o1;RN;8;GWARDECKA Martyna Katarzyna;21;Reczyce;;
10;o1;RN;9;PYTLICZEK Małgorzata;53;Łódź;;
10;o1;RN;10;KRASZEWSKI Adam Grzegorz;31;Łódź;;
10;o1;RN;11;HEJNIAK Sebastian Patryk;39;Łódź;;
10;o1;K15;1;JABŁOŃSKI Ireneusz;57;Łódź;;
10;o1;K15;2;PETERMAN Radosław Włodzimierz;50;Łódź;;
10;o1;K15;3;FRANEK Zofia;61;Łódź;;
10;o1;K15;4;STĘPNIEWSKI Marek;68;Łódź;;
10;o1;K15;5;PASTWA Katarzyna;54;Łódź;;
10;o1;K15;6;SKRZYŃSKA Ewa;44;Łódź;;
10;o1;K15;7;SZTEMBOROWSKI Grzegorz Zbigniew;63;Łódź;;
10;o1;K15;8;NOWACKI Jacek Tomasz;56;Łódź;;
10;o1;K15;9;PASTWA Łukasz Marek;23;Łódź;;
10;o1;K15;10;MARCINKOWSKA-PIEKUT Urszula Izabela;50;Wykno;;
10;o1;K15;11;MUSSUR Mirosław;65;Łódź;;
10;o1;WwS;1;LIPCZYK Zbigniew Jerzy;59;Sokolniki-Las;;
10;o1;WwS;2;LUTOMSKI Dawid Sebastian;22;Andrespol;;
10;o1;WwS;3;RENGERT Magdalena Anna;37;Łódź;;
10;o1;WwS;4;DOMAGAŁA Rafał Michał;28;Łódź;;
10;o1;WwS;5;UTECHT-JARZYŃSKA Greta;27;Sieradz;;
10;o1;WwS;6;MROŻEK Damian Robert;28;Łódź;;
10;o1;WwS;7;ANIMUCKI Paweł Jan;20;Chechło Pierwsze;;
10;o1;WwS;8;KULIŚ Jakub Stanisław;19;Łódź;;
10;o1;WwS;9;NOWIŃSKA Justyna;34;Łódź;;
10;o1;WwS;10;MODRZEJEWSKA Justyna Katarzyna;25;Eufeminów;;
10;o1;WwS;11;TUREK Michał Maksymilian;35;Łódź;;
10;o1;PiS;1;ADAMCZYK Piotr;45;Łódź;;
10;o1;PiS;2;FISIAK Włodzimierz;57;Łódź;;
10;o1;PiS;3;GĘBSKI Krzysztof Jan;57;Łódź;;
10;o1;PiS;4;MAGIN Łukasz;40;Łódź;;
10;o1;PiS;5;ROSIAK Halina Barbara;68;Łódź;;
10;o1;PiS;6;KRÓL Michał Tomasz;45;Łódź;;
10;o1;PiS;7;LIK Krzysztof Jerzy;66;Łódź;;
10;o1;PiS;8;BOBRAS-PAJĄK Jolanta Ewa;49;Łódź;;
10;o1;PiS;9;CAŁA Jolanta Barbara;68;Łódź;;
10;o1;PiS;10;ZBIDI Anna Franciszka;70;Łódź;;
10;o1;PiS;11;KARDAS Paulina Marianna;25;Łódź;;
10;o1;BS;1;PAWŁOWSKA Barbara Sława;54;Łódź;;
10;o1;BS;2;PIOTROWSKI Piotr;64;Łódź;;
10;o1;BS;3;SMOLIŃSKI Adam Karol;50;Łódź;;
10;o1;BS;4;SADAWA Franciszek Kazimierz;70;Leśmierz;;
10;o1;BS;5;JAKUBOWSKA Sylwia Elżbieta;39;Łódź;;
10;o1;BS;6;WIERUSZYŃSKI Miłosz Jarosław;21;Łódź;;
10;o1;BS;7;CZARNOTA-KRAKOWIAK Barbara Teresa;40;Łódź;;
10;o1;BS;1;KULA Zbigniew Andrzej;67;Rekle;;
10;o1;BS;2;ANDRYSIAK Piotr Karol;54;Łódź;;
10;o1;BS;3;TRZEBIŃSKA Aneta;35;Łódź;;
10;o1;BS;4;RYCERZ Aleksandra;34;Łódź;;
10;o1;BS;5;BREWIŃSKI Henryk;69;Łódź;;
10;o1;BS;6;SOMPOLSKA Teresa;61;Łódź;;
10;o1;BS;7;WRÓBEL Cezary;52;Łódź;;
10;o1;BS;8;KOŹLIK Waldemar Andrzej;69;Jarosty;;
10;o1;BS;9;JASZCZUK Barbara Kazimiera;57;Zgierz;;
10;o1;BS;10;NOWAKOWSKI Zdzisław Kazimierz;74;Łódź;;
10;o1;BS;1;KRYSKA Jolanta Grażyna;67;Łódź;;
10;o1;BS;2;ŁASKA Konrad Dariusz;23;Łódź;;
10;o1;BS;3;SKIBIŃSKI Dawid Piotr;23;Łódź;;
10;o1;BS;4;GRZĘDOWSKI Mirosław;63;Łódź;;
10;o1;BS;5;GOŁĘBIOWSKA Anna Maria;68;Łódź;;
10;o1;BS;6;MALICKA Julia;20;Łódź;;
10;o1;BS;7;DOMINIAK Grzegorz Maciej;55;Łódź;;
10;o2;BS;1;WALCZYK Artur Jan;41;Zgierz;;
10;o2;BS;2;PIECHOCKI Dariusz Robert;46;Zgierz;;
10;o2;BS;3;SADOWSKA Urszula;57;Zgierz;;
10;o2;BS;4;FRYDRYSIAK Renata;43;Zgierz;;
10;o2;BS;5;AUGUSTYNIAK Artur;28;Kania Góra;;
10;o2;PSL;1;SZPAKOWSKI Dariusz Jarosław;58;Cedrowice-Parcela;;
10;o2;PSL;2;PACHOLSKI Michał Tomasz;32;Łęczyca;;
10;o2;PSL;3;WOŁOSZYN Paweł Tadeusz;61;Żychlin;;
10;o2;PSL;4;MOTYLIŃSKA Bożena;61;Wola Błędowa;;
10;o2;PSL;5;PIETRZAK Maria Wanda;69;Szymanowice;;
10;o2;PSL;6;MIKOŁAJCZYK Anna;61;Żychlin;;
10;o2;PSL;7;MYCZKA Andrzej;62;Bednary;;
10;o2;ZIELONI;1;MIGALA Anna Gabriela;30;Łódź;;
10;o2;ZIELONI;2;GAJEWSKI Aleksander Grzegorz;19;Klęk;;
10;o2;ZIELONI;3;DĘBIŃSKA Sylwia Weronika;33;Łódź;;
10;o2;ZIELONI;4;ZEMLER Norbert Maria;28;Łódź;;
10;o2;ZIELONI;5;KAMEDUŁA Anna Maria;30;Łódź;;
10;o2;ZIELONI;6;ROŻNOWSKI Marcin Kazimierz;39;Łódź;;
10;o2;PO-N;1;JOŃSKI Dariusz;39;Łódź;;
10;o2;PO-N;2;RAFALSKA Ilona Maria;45;Aleksandrów Łódzki;;
10;o2;PO-N;3;LEWANDOWSKA Iwona Elżbieta;57;Łódź;;
10;o2;PO-N;4;GROEGER Martin Józef;28;Łódź;;
10;o2;PO-N;5;WÓJCIK Zbigniew;57;Łowicz;;
10;o2;PO-N;6;WRÓBLEWSKI Marek Henryk;67;Zgierz;;
10;o2;PO-N;7;STRUMIAN Edyta Grażyna;45;Głowno;;
10;o2;SLD-LR;1;ADAMSKA-MAKOWSKA Anna Małgorzata;44;Łódź;;
10;o2;SLD-LR;2;BARANOWSKI Bogdan;52;Kutno;;
10;o2;SLD-LR;3;CZAJKA Aneta;44;Łowicz;;
10;o2;SLD-LR;4;CHLEBNA Wanda;71;Mieczysławów;;
10;o2;SLD-LR;5;SZYDLIK Grzegorz;46;Lipka;;
10;o2;SLD-LR;6;MAMIŃSKA Zuzanna Wanda;18;Zgierz;;
10;o2;SLD-LR;7;CIEŚLAK Janusz Antoni;59;Rąbień;;
10;o2;RAZEM;1;MIRYS Mateusz Piotr;30;Zgierz;;
10;o2;RAZEM;2;BARTOCHOWSKA Grażyna Maria;65;Łódź;;
10;o2;RAZEM;3;ROGALSKI Piotr;32;Łódź;;
10;o2;RAZEM;4;BABSKA Justyna;31;Łódź;;
10;o2;RAZEM;5;GRABSKI Rafał;21;Sobień;;
10;o2;RAZEM;6;SZEWCZYK Daria Magdalena;27;Łódź;;
10;o2;RN;1;SOBCZAK Justyna;29;Aleksandrów Łódzki;;
10;o2;RN;2;KARASIEWICZ Andrzej Damian;20;Siemianów;;
10;o2;RN;3;ZAREMBA Krzysztof Piotr;23;Łęczyca;;
10;o2;RN;4;SKOWRONEK Angelika;22;Krępa;;
10;o2;RN;5;BEDNAREK Krzysztof Jan;62;Łódź;;
10;o2;K15;1;MIKLAS Krzysztof;70;Michałówek;;
10;o2;K15;2;CZWAJDA Liliana Maria;39;Ozorków;;
10;o2;K15;3;ZIÓŁKOWSKA Justyna;25;Kutno;;
10;o2;K15;4;OLCZAK Dariusz Jan;33;Łęczyca;;
10;o2;K15;5;ŁUCZAK-FILIPEK Bogumiła Katarzyna;43;Zgierz;;
10;o2;K15;6;KOŹLIK Marta;37;Głowno;;
10;o2;K15;7;CHOŁUJ Jacek;50;Łowicz;;
10;o2;WwS;1;WANDACHOWICZ Krystian;24;Odechów;;
10;o2;WwS;2;UTECHT Bożena Teresa;53;Sieradz;;
10;o2;WwS;3;SZOSZKIEWICZ Anna;43;Chociszew;;
10;o2;WwS;4;KĘDZIERSKA Ewa;46;Pabianice;;
10;o2;WwS;5;MUSZYŃSKI Jakub;55;Chwalborzyce;;
10;o2;PiS;1;ANTCZAK Alicja Elżbieta;51;Głowno;;
10;o2;PiS;2;BARYŁA Robert Piotr;44;Kutno;;
10;o2;PiS;3;LINKOWSKI Zbigniew Sylwester;26;Zgierz;;
10;o2;PiS;4;GÓRCZYŃSKI Andrzej Robert;44;Wola Kałkowa;;
10;o2;PiS;5;NICIAK Ewelina Elżbieta;28;Leźnica Mała;;
10;o2;PiS;6;ŚMIAŁEK Jolanta Krystyna;52;Kutno;;
10;o2;PiS;7;WOJCIECHOWSKI Waldemar Jan;52;Wicie;;
10;o2;BS;1;KLIMCZAK Kamil Michał;23;Zgierz;;
10;o2;BS;2;PERSOWSKI Krzysztof Tadeusz;30;Łęczyca;;
10;o2;BS;3;KUBIAK Bożenna Zofia;63;Ozorków;;
10;o2;BS;4;KUCHARSKA Agata Maria;30;Stryków;;
10;o2;BS;5;WŁOSTEK Jarosław Maciej;39;Wola Mąkolska;;
10;o2;BS;1;OLEJNICZAK Bogusław Andrzej;54;Mięsośnia;;
10;o2;BS;2;JÓŹWIAK Katarzyna Monika;22;Łubno;;
10;o2;BS;3;BALCERAK Tomasz;59;Aleksandrów Łódzki;;
10;o2;BS;4;SZAŁKIEWICZ Sławomir;47;Suchodębie;;
10;o2;BS;5;DURKA Zofia;77;Łódź;;
10;o2;BS;6;WAWRZYNIAK Magdalena Małgorzata;42;Aleksandrów Łódzki;;
10;o3;BS;1;PILARSKA Magdalena Izabela;39;Zgierz;;
10;o3;BS;2;FREMEL Radosław Dariusz;40;Zgierz;;
10;o3;BS;3;GŁOWACKI Krzysztof;58;Zgierz;;
10;o3;BS;4;GAWRON Anna Małgorzata;42;Zgierz;;
10;o3;BS;5;DANISIEWICZ Robert Dariusz;41;Łódź;;
10;o3;BS;6;STAWIŃSKI Robert Krzysztof;44;Łódź;;
10;o3;BS;7;ROBACZYŃSKI Adrian Piotr;31;Łódź;;
10;o3;BS;8;KAROLEWSKA Renata Grażyna;50;Sokolniki-Las;;
10;o3;PSL;1;ZIĘBA-GZIK Jolanta;43;Zduńska Wola;;
10;o3;PSL;2;CHOWIS Andrzej Franciszek;63;Ostrówek;;
10;o3;PSL;3;NAWROCKA Elżbieta Renata;54;Wieruszów;;
10;o3;PSL;4;WRÓBEL Jerzy;56;Kwasków;;
10;o3;PSL;5;OLAS-BERNACKA Ewa Katarzyna;54;Łódź;;
10;o3;PSL;6;WEŁNA Jarosław Leszek;50;Łask;;
10;o3;PSL;7;NOWAK Adam Paweł;28;Marzęcice;;
