teryt;exteryt;bb;center;razem;rok
302408;3;52.639900,16.013770 52.794057,16.455369;52.7169785,16.2345695;3;2018
241604;2;50.503244,19.510661 50.624715,19.736306;50.5639795,19.6234835;1;2018
141106;2;52.892901,20.972607 53.070288,21.186949;52.9815945,21.079778;5;2018
140611;3;51.680511,20.974645 51.901234,21.288226;51.7908725,21.1314355;1;2018
041104;2;52.573278,18.634784 52.721540,18.828557;52.647409,18.7316705;2;2018
060209;2;50.343396,22.829664 50.461032,23.117983;50.402214,22.9738235;3;2018
040201;1;53.222122,19.356845 53.293801,19.456109;53.2579615,19.406477;3;2018
060915;2;50.838888,22.588873 50.976032,22.800751;50.90746,22.694812;3;2018
260414;2;50.827043,20.296779 50.921037,20.547588;50.87404,20.4221835;6;2018
020803;1;50.406922,16.195576 50.484674,16.342050;50.445798,16.268813;4;2018
261207;3;50.494090,21.047853 50.648228,21.411321;50.571159,21.229587;2;2018
300905;2;52.146890,18.678491 52.278914,18.844142;52.212902,18.7613165;2;2018
041002;3;53.180533,17.412663 53.294901,17.706855;53.237717,17.559759;2;2018
100608;2;51.754665,19.547179 51.864591,19.680894;51.809628,19.6140365;3;2018
140301;1;51.868216,21.571658 51.923752,21.674733;51.895984,21.6231955;3;2018
020207;3;50.660110,16.725854 50.770744,16.895113;50.715427,16.8104835;4;2018
220404;2;54.191881,18.469835 54.346535,18.868651;54.269208,18.669243;3;2018
302005;2;51.759661,17.826906 51.908448,18.042968;51.8340545,17.934937;3;2018
020606;2;50.909469,15.633367 51.013184,15.836494;50.9613265,15.7349305;2;2018
220405;2;54.137023,18.215348 54.277406,18.452990;54.2072145,18.334169;2;2018
142404;3;52.649728,20.977583 52.803773,21.190630;52.7267505,21.0841065;5;2018
101603;2;51.654536,19.912923 51.728151,20.068038;51.6913435,19.9904805;1;2018
141605;2;52.621575,21.912012 52.780217,22.134928;52.700896,22.02347;3;2018
121113;2;49.543570,19.751483 49.599316,19.874950;49.571443,19.8132165;2;2018
060101;1;51.960453,22.724189 52.001570,22.829590;51.9810115,22.7768895;2;2018
080207;2;52.028523,14.789871 52.218880,15.059446;52.1237015,14.9246585;2;2018
142405;2;52.613739,20.694593 52.722046,20.908792;52.6678925,20.8016925;2;2018
060207;3;50.421570,22.948322 50.566017,23.187963;50.4937935,23.0681425;3;2018
020103;2;51.283835,15.616778 51.517392,15.858353;51.4006135,15.7375655;3;2018
261302;2;50.819519,19.984048 50.990207,20.249664;50.904863,20.116856;1;2018
060704;2;50.771627,21.917931 50.958243,22.096299;50.864935,22.007115;4;2018
020808;3;50.289286,16.744505 50.409175,16.939320;50.3492305,16.8419125;5;2018
201109;3;53.501160,22.927823 53.683649,23.282317;53.5924045,23.10507;2;2018
142603;2;52.090642,21.900325 52.231762,22.163208;52.161202,22.0317665;2;2018
321408;2;53.314994,15.126720 53.464817,15.353793;53.3899055,15.2402565;4;2018
160906;2;50.799219,17.885712 50.968158,18.119206;50.8836885,18.002459;4;2018
180307;2;50.046950,21.295007 50.169618,21.483190;50.108284,21.3890985;3;2018
260208;2;50.635295,20.298138 50.788255,20.584499;50.711775,20.4413185;4;2018
140103;2;51.511536,20.757368 51.612069,20.927846;51.5618025,20.842607;1;2018
301706;3;51.656900,17.609920 51.816052,17.829495;51.736476,17.7197075;1;2018
080106;2;52.693347,15.276002 52.818170,15.605472;52.7557585,15.440737;4;2018
022504;3;51.187013,14.965036 51.363905,15.221041;51.275459,15.0930385;2;2018
201206;2;54.259740,22.863784 54.390989,23.063165;54.3253645,22.9634745;2;2018
141910;2;52.539842,19.730786 52.633994,19.973421;52.586918,19.8521035;1;2018
180702;3;49.389129,21.569567 49.631316,21.792572;49.5102225,21.6810695;5;2018
201108;3;53.254703,23.307141 53.490040,23.725913;53.3723715,23.516527;4;2018
041803;2;52.396751,18.802861 52.520099,18.961070;52.458425,18.8819655;2;2018
260207;2;50.539339,19.788101 50.640371,20.078813;50.589855,19.933457;3;2018
080107;3;52.594154,14.667270 52.784522,15.052697;52.689338,14.8599835;3;2018
120508;2;49.527161,20.999404 49.621087,21.126107;49.574124,21.0627555;3;2018
302110;3;52.167356,16.732171 52.333879,17.019608;52.2506175,16.8758895;3;2018
101602;2;51.530511,19.708049 51.634959,19.841657;51.582735,19.774853;2;2018
101211;3;50.962420,19.850733 51.202137,20.056236;51.0822785,19.9534845;4;2018
020603;1;50.776117,15.534677 50.879360,15.640634;50.8277385,15.5876555;7;2018
161003;2;50.265982,17.555480 50.373477,17.768945;50.3197295,17.6622125;3;2018
200706;2;53.331054,22.235331 53.437848,22.406372;53.384451,22.3208515;3;2018
142808;2;52.129818,20.301046 52.245814,20.490674;52.187816,20.39586;1;2018
200303;2;52.659283,22.974498 52.913469,23.378667;52.786376,23.1765825;3;2018
140208;2;52.898602,20.440817 52.995919,20.726476;52.9472605,20.5836465;2;2018
226201;1;54.422750,18.357981 54.584478,18.569123;54.503614,18.463552;5;2018
221310;2;53.743938,18.421691 53.866739,18.636697;53.8053385,18.529194;3;2018
260209;2;50.447224,20.070505 50.589164,20.370500;50.518194,20.2205025;3;2018
180509;2;49.691380,21.241772 49.812061,21.401983;49.7517205,21.3218775;3;2018
021006;2;51.018519,15.121106 51.101860,15.265266;51.0601895,15.193186;2;2018
060203;2;50.465849,22.505641 50.642844,22.840130;50.5543465,22.6728855;2;2018
060312;2;51.192004,23.206755 51.362317,23.403654;51.2771605,23.3052045;3;2018
300602;3;51.873397,17.384545 52.055022,17.633459;51.9642095,17.509002;4;2018
142801;1;52.191075,20.188423 52.281462,20.300683;52.2362685,20.244553;3;2018
240311;3;49.840933,18.655687 49.938140,18.802748;49.8895365,18.7292175;3;2018
060901;3;51.097187,22.119611 51.221103,22.370671;51.159145,22.245141;5;2018
200505;2;52.564594,23.355376 52.715987,23.622192;52.6402905,23.488784;2;2018
143805;2;51.999429,20.243295 52.156344,20.454328;52.0778865,20.3488115;3;2018
281305;2;53.928806,22.149802 54.116585,22.446101;54.0226955,22.2979515;3;2018
021301;2;51.564865,17.208318 51.647915,17.478384;51.60639,17.343351;2;2018
160103;3;50.578816,17.207207 50.794919,17.510583;50.6868675,17.358895;3;2018
021103;2;51.432553,16.177917 51.612394,16.482172;51.5224735,16.3300445;3;2018
121605;3;50.041931,20.734517 50.170281,20.898910;50.106106,20.8167135;2;2018
081008;2;51.481710,14.987576 51.561679,15.169602;51.5216945,15.078589;7;2018
121503;2;49.738554,19.617498 49.831750,19.804224;49.785152,19.710861;1;2018
101304;2;51.700648,20.111504 51.850915,20.349021;51.7757815,20.2302625;2;2018
220606;2;54.039893,17.662393 54.179573,17.879017;54.109733,17.770705;1;2018
180701;2;49.577315,21.571471 49.691440,21.732806;49.6343775,21.6521385;3;2018
041005;3;52.910653,17.563325 53.113949,17.878377;53.012301,17.720851;5;2018
040601;2;53.362205,18.596798 53.610794,18.892144;53.4864995,18.744471;2;2018
220508;3;54.262316,18.266737 54.479599,18.492445;54.3709575,18.379591;3;2018
141210;2;51.973573,21.652907 52.084046,21.887857;52.0288095,21.770382;2;2018
201001;1;52.376375,22.821323 52.464737,22.929075;52.420556,22.875199;2;2018
240105;2;50.385818,19.063780 50.504691,19.200294;50.4452545,19.132037;2;2018
302306;2;52.223895,17.783223 52.376229,18.067645;52.300062,17.925434;2;2018
200703;2;53.071672,21.693122 53.205396,21.925355;53.138534,21.8092385;3;2018
260905;2;50.509281,21.410837 50.626039,21.628674;50.56766,21.5197555;3;2018
260206;3;50.500165,19.901469 50.614356,20.210625;50.5572605,20.056047;3;2018
142901;1;52.388197,22.192143 52.440267,22.275888;52.414232,22.2340155;4;2018
060904;2;51.314679,22.251216 51.429965,22.436758;51.372322,22.343987;2;2018
240603;2;50.982926,18.671961 51.076444,18.894966;51.029685,18.7834635;3;2018
120707;2;49.633838,20.292394 49.823349,20.591559;49.7285935,20.4419765;2;2018
166101;1;50.587657,17.779591 50.769974,18.032696;50.6788155,17.9061435;6;2018
101209;2;51.031093,19.204542 51.121784,19.421663;51.0764385,19.3131025;4;2018
302805;3;52.566791,17.031057 52.745926,17.342544;52.6563585,17.1868005;4;2018
160910;3;50.501672,17.748132 50.642532,17.972306;50.572102,17.860219;2;2018
021904;3;50.856581,16.376061 50.957777,16.497881;50.907179,16.436971;3;2018
302303;2;52.461696,17.906065 52.555034,18.133490;52.508365,18.0197775;3;2018
041409;3;53.297525,18.287006 53.495535,18.618388;53.39653,18.452697;4;2018
121810;2;49.861355,19.298353 49.964335,19.452302;49.912845,19.3753275;3;2018
020602;1;50.742721,15.791700 50.814725,15.893832;50.778723,15.842766;5;2018
280502;2;53.703456,22.116857 53.954731,22.546863;53.8290935,22.33186;5;2018
142613;2;52.014160,22.339013 52.174265,22.669148;52.0942125,22.5040805;2;2018
220305;2;53.814262,16.977629 54.011349,17.241209;53.9128055,17.109419;3;2018
301902;2;53.071874,17.054937 53.162461,17.227939;53.1171675,17.141438;2;2018
022309;2;50.899999,16.936004 51.034821,17.162897;50.96741,17.0494505;4;2018
301103;2;51.985399,16.522682 52.172342,16.865253;52.0788705,16.6939675;1;2018
142606;2;52.240640,22.350254 52.335213,22.544565;52.2879265,22.4474095;2;2018
101607;2;51.591544,19.720808 51.710237,19.882663;51.6508905,19.8017355;3;2018
060214;2;50.755238,22.578176 50.884387,22.898100;50.8198125,22.738138;3;2018
281601;3;53.495697,21.906033 53.758429,22.305639;53.627063,22.105836;3;2018
220904;2;53.988106,18.943786 54.111146,19.142360;54.049626,19.043073;1;2018
302603;3;51.972338,17.083838 52.109675,17.326815;52.0410065,17.2053265;4;2018
280306;2;53.297321,19.829481 53.438533,20.068776;53.367927,19.9491285;6;2018
326301;1;53.768626,14.185311 53.931781,14.440949;53.8502035,14.31313;4;2018
120601;2;49.974814,19.558274 50.065531,19.762648;50.0201725,19.660461;3;2018
300201;1;52.881212,16.505679 52.921212,16.598017;52.901212,16.551848;4;2018
221205;3;54.084545,16.711381 54.319037,17.033032;54.201791,16.8722065;1;2018
061304;3;51.516997,22.783998 51.684297,23.047195;51.600647,22.9155965;2;2018
100108;3;51.391640,19.056016 51.555608,19.335779;51.473624,19.1958975;6;2018
240407;2;50.662729,18.913007 50.772249,19.074171;50.717489,18.993589;6;2018
126201;1;49.554923,20.648407 49.665563,20.764873;49.610243,20.70664;7;2018
180203;2;49.626712,22.074270 49.736617,22.330238;49.6816645,22.202254;3;2018
142007;2;52.459031,20.188150 52.582239,20.461530;52.520635,20.32484;3;2018
141702;1;52.083406,21.210347 52.148731,21.368350;52.1160685,21.2893485;7;2018
321805;3;53.468281,15.346880 53.623267,15.735671;53.545774,15.5412755;2;2018
206301;1;54.040416,22.863758 54.165018,22.994671;54.102717,22.9292145;5;2018
280801;1;54.061233,21.344869 54.103405,21.405275;54.082319,21.375072;3;2018
040904;3;52.528655,18.058947 52.732581,18.290724;52.630618,18.1748355;3;2018
060907;2;51.245429,22.275193 51.344235,22.541655;51.294832,22.408424;2;2018
302304;2;52.309436,17.935806 52.446974,18.089771;52.378205,18.0127885;4;2018
041102;2;52.507695,18.542571 52.607955,18.698977;52.557825,18.620774;4;2018
220105;2;53.871127,17.176730 54.083191,17.559143;53.977159,17.3679365;2;2018
120103;2;50.000461,20.340132 50.143355,20.512171;50.071908,20.4261515;2;2018
101208;2;51.094172,19.233461 51.190821,19.412657;51.1424965,19.323059;2;2018
160305;2;50.167211,18.051423 50.267968,18.185635;50.2175895,18.118529;2;2018
181001;1;50.041178,22.186768 50.097904,22.262287;50.069541,22.2245275;4;2018
101902;3;51.652446,18.801564 51.773401,19.107897;51.7129235,18.9547305;3;2018
140503;2;52.083595,20.394518 52.203233,20.559950;52.143414,20.477234;2;2018
121616;2;49.776104,21.128486 49.854670,21.348954;49.815387,21.23872;2;2018
320507;2;54.039238,14.895819 54.119723,15.187062;54.0794805,15.0414405;4;2018
041602;2;53.415592,17.719600 53.574175,17.900311;53.4948835,17.8099555;1;2018
306301;1;51.806660,16.527728 51.881495,16.624136;51.8440775,16.575932;5;2018
041501;1;53.169308,18.580159 53.215464,18.637467;53.192386,18.608813;3;2018
060709;2;50.942290,22.243849 51.051467,22.387446;50.9968785,22.3156475;3;2018
120901;3;49.821554,20.016010 49.928349,20.185277;49.8749515,20.1006435;3;2018
061809;2;50.482263,23.290507 50.566589,23.492577;50.524426,23.391542;1;2018
221202;2;54.423022,17.137735 54.570789,17.429487;54.4969055,17.283611;3;2018
141310;2;52.983800,20.207678 53.111554,20.413307;53.047677,20.3104925;4;2018
100705;2;51.261665,19.982361 51.351020,20.202145;51.3063425,20.092253;3;2018
141403;2;52.285082,20.397586 52.429286,20.632161;52.357184,20.5148735;2;2018
280707;3;53.710069,19.471882 53.916676,19.768080;53.8133725,19.619981;2;2018
141611;2;52.692136,22.037286 52.799791,22.227085;52.7459635,22.1321855;2;2018
260415;2;50.631734,20.679290 50.741061,20.889783;50.6863975,20.7845365;2;2018
260502;2;51.217778,20.363931 51.342426,20.539167;51.280102,20.451549;6;2018
261205;3;50.379621,21.184421 50.481377,21.386595;50.430499,21.285508;5;2018
100903;2;50.982418,19.016776 51.120526,19.257010;51.051472,19.136893;2;2018
060603;2;50.902120,22.879143 51.007997,23.079249;50.9550585,22.979196;4;2018
102105;2;51.770489,19.787952 51.895229,19.949799;51.832859,19.8688755;1;2018
301302;2;51.855718,16.467197 51.973884,16.655816;51.914801,16.5615065;2;2018
080201;1;51.918394,14.704880 51.996127,14.793220;51.9572605,14.74905;2;2018
181501;2;49.964159,21.688269 50.081757,21.821699;50.022958,21.754984;2;2018
280703;2;53.501987,19.352822 53.772999,19.808642;53.637493,19.580732;3;2018
061801;1;50.426332,23.393868 50.469417,23.459128;50.4478745,23.426498;4;2018
201401;1;52.942844,22.204247 53.009192,22.290331;52.976018,22.247289;3;2018
020702;2;50.669526,15.859248 50.838961,16.179514;50.7542435,16.019381;1;2018
120706;2;49.719548,20.402379 49.801834,20.595837;49.760691,20.499108;2;2018
301602;3;52.657296,16.847171 52.831836,17.132496;52.744566,16.9898335;3;2018
182001;3;50.386067,21.482107 50.520816,21.690540;50.4534415,21.5863235;2;2018
302704;2;51.834193,18.412967 51.961065,18.594860;51.897629,18.5039135;2;2018
181102;2;50.341032,21.245350 50.430544,21.396194;50.385788,21.320772;5;2018
240102;1;50.294344,19.045113 50.344041,19.119551;50.3191925,19.082332;4;2018
121205;3;50.188999,19.492354 50.346646,19.685969;50.2678225,19.5891615;5;2018
261206;2;50.458084,21.110495 50.555927,21.369657;50.5070055,21.240076;3;2018
320203;3;53.110001,15.606603 53.314108,16.037087;53.2120545,15.821845;3;2018
281504;2;53.712602,19.927054 53.891403,20.182606;53.8020025,20.05483;2;2018
161004;3;50.269953,17.447659 50.413740,17.610112;50.3418465,17.5288855;4;2018
181708;2;49.488511,21.923752 49.636613,22.097110;49.562562,22.010431;3;2018
280504;2;53.626759,22.174708 53.779857,22.626494;53.703308,22.400601;6;2018
141804;3;51.985703,20.867942 52.112903,21.130500;52.049303,20.999221;4;2018
141105;2;52.918410,21.287662 53.025926,21.497275;52.972168,21.3924685;3;2018
181803;2;50.527912,22.044988 50.669545,22.263986;50.5987285,22.154487;2;2018
060302;2;50.919196,23.669221 51.020658,23.887617;50.969927,23.778419;2;2018
101703;2;51.301853,18.705897 51.410696,18.913181;51.3562745,18.809539;3;2018
061804;2;50.545928,23.297021 50.611067,23.524310;50.5784975,23.4106655;3;2018
246201;1;50.316708,18.788584 50.413355,18.964021;50.3650315,18.8763025;7;2018
180206;2;49.707947,22.028046 49.835591,22.294533;49.771769,22.1612895;3;2018
221306;2;53.736897,18.239165 53.906736,18.495428;53.8218165,18.3672965;3;2018
200214;3;52.890925,23.198815 53.125577,23.503189;53.008251,23.351002;2;2018
240413;2;50.690961,19.048384 50.758368,19.223021;50.7246645,19.1357025;3;2018
300505;3;52.033254,16.260112 52.181442,16.469789;52.107348,16.3649505;1;2018
260501;2;51.060008,19.981770 51.202722,20.166244;51.131365,20.074007;3;2018
161102;2;50.496864,18.311834 50.639756,18.482539;50.56831,18.3971865;1;2018
320803;3;53.954571,15.567136 54.109292,15.754519;54.0319315,15.6608275;2;2018
101001;2;51.180163,19.892270 51.358062,20.067431;51.2691125,19.9798505;2;2018
060108;2;52.075985,22.933059 52.178567,23.153189;52.127276,23.043124;1;2018
142306;3;51.231179,20.492627 51.442143,20.770377;51.336661,20.631502;3;2018
060805;2;51.369904,22.356854 51.520076,22.539418;51.44499,22.448136;2;2018
141405;2;52.435098,20.626231 52.549780,20.903005;52.492439,20.764618;1;2018
301804;2;51.293083,17.704280 51.443288,17.923945;51.3681855,17.8141125;2;2018
201203;2;54.156193,22.784251 54.273983,23.000072;54.215088,22.8921615;2;2018
221201;1;54.554404,16.823119 54.592045,16.897257;54.5732245,16.860188;2;2018
040701;1;52.743734,18.207166 52.819656,18.293228;52.781695,18.250197;5;2018
220406;2;54.132974,18.621059 54.226716,18.738820;54.179845,18.6799395;3;2018
260705;3;50.915526,21.196209 51.040454,21.420351;50.97799,21.30828;2;2018
260706;2;50.819296,21.127624 50.960385,21.319000;50.8898405,21.223312;1;2018
021203;3;51.044693,15.443262 51.199301,15.761442;51.121997,15.602352;3;2018
220603;2;53.835272,17.796768 53.997914,18.030666;53.916593,17.913717;2;2018
240409;2;50.637013,19.523727 50.776666,19.785962;50.7068395,19.6548445;1;2018
140905;2;51.013112,21.381750 51.188153,21.630164;51.1006325,21.505957;2;2018
061401;1;51.370888,21.924889 51.482279,22.029233;51.4265835,21.977061;4;2018
142003;2;52.634780,20.148856 52.787663,20.395026;52.7112215,20.271941;4;2018
022201;3;51.239914,16.575740 51.354935,16.812323;51.2974245,16.6940315;6;2018
081002;1;51.574961,15.260251 51.655008,15.371084;51.6149845,15.3156675;5;2018
220803;2;54.354158,17.597815 54.520051,17.886816;54.4371045,17.7423155;2;2018
143306;2;52.434331,21.970839 52.574447,22.182227;52.504389,22.076533;3;2018
026401;1;51.042775,16.807413 51.209458,17.176219;51.1261165,16.991816;10;2018
120703;2;49.620326,20.127137 49.773599,20.291496;49.6969625,20.2093165;3;2018
320101;1;53.974280,15.915923 54.053994,16.035191;54.014137,15.975557;6;2018
121808;2;49.892169,19.445185 49.958323,19.588857;49.925246,19.517021;2;2018
040210;2;53.287127,19.247783 53.412641,19.526587;53.349884,19.387185;3;2018
221303;1;53.934226,18.481317 53.996615,18.571825;53.9654205,18.526571;4;2018
181609;2;50.004954,22.053566 50.094554,22.168165;50.049754,22.1108655;3;2018
021804;3;51.080644,16.460672 51.251417,16.713922;51.1660305,16.587297;4;2018
143702;2;53.036529,19.924798 53.168117,20.137931;53.102323,20.0313645;4;2018
160807;2;50.715267,18.225246 50.827812,18.442495;50.7715395,18.3338705;2;2018
320706;3;53.767629,14.470795 53.999783,14.801213;53.883706,14.636004;6;2018
120201;2;50.003802,20.625210 50.127880,20.798169;50.065841,20.7116895;1;2018
221403;2;53.768966,18.587492 53.888370,18.750260;53.828668,18.668876;1;2018
261005;3;50.996119,20.751407 51.087868,20.920922;51.0419935,20.8361645;2;2018
241608;3;50.552148,19.713211 50.729075,19.922185;50.6406115,19.817698;3;2018
200702;2;53.040210,21.911452 53.249286,22.313943;53.144748,22.1126975;3;2018
120404;2;50.243076,20.906981 50.316039,21.029492;50.2795575,20.9682365;1;2018
281506;3;53.902163,19.977308 54.078973,20.207624;53.990568,20.092466;3;2018
100907;2;51.092257,19.074284 51.172637,19.280657;51.132447,19.1774705;3;2018
246401;1;50.734728,19.011254 50.884545,19.233184;50.8096365,19.122219;6;2018
142706;2;52.867461,19.444664 52.990271,19.696153;52.928866,19.5704085;3;2018
302003;3;51.791673,17.514029 51.903675,17.739724;51.847674,17.6268765;2;2018
121302;3;49.938027,19.083123 50.017660,19.210031;49.9778435,19.146577;4;2018
101406;2;51.724312,18.402742 51.854383,18.613048;51.7893475,18.507895;3;2018
221001;1;54.320121,19.331370 54.458280,19.648736;54.3892005,19.490053;3;2018
