Teryt;Gmina;Powiat;Urząd;Imiona;Nazwisko;Komitet;Sygnatura;Typ;Wykształcenie;Wiek;Płeć;"Teryt m. z.";"Gmina zamieszkania";Miejscowość;Członek;Poparcie
302109;"gm. Kórnik";poznański;"Burmistrz Miasta i Gminy Kórnik";"Adam Zbigniew";ZYDROŃ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;46;M;302109;"gm. Kórnik";Kórnik;;
220502;"gm. Kartuzy";kartuski;"Burmistrz Kartuz";Tomasz;BELGRAU;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;49;M;220502;"gm. Kartuzy";Kolonia;;
300301;"m. Gniezno";gnieźnieński;"Prezydent Miasta Gniezna";"Tomasz Jakub";BUDASZ;"KOMITET WYBORCZY WYBORCÓW TOMASZ BUDASZ - KOALICJA OBYWATELSKA";DKN-6043-66/18;"Komitet wyborczy wyborców";"wyższe ekonomiczne";46;M;300301;"m. Gniezno";Gniezno;"Platforma Obywatelska RP";
281407;"gm. Jonkowo";olsztyński;"Wójt Gminy Jonkowo";Arkadiusz;JURKIEWICZ;"KOMITET WYBORCZY WYBORCÓW ARKADIUSZA JURKIEWICZA - NASZE JONKOWO";DOL-6043-191/18;"Komitet wyborczy wyborców";wyższe;35;M;281407;"gm. Jonkowo";Węgajty;;
141907;"gm. Łąck";płocki;"Wójt Gminy Łąck";Sylwia;DOMAŃSKA;"KOMITET WYBORCZY WYBORCÓW INICJATYWA MIESZKAŃCÓW - ROZWÓJ GMINY ŁĄCK";DPŁ-6043-141/18;"Komitet wyborczy wyborców";wyższe;40;K;141907;"gm. Łąck";Koszelówka;;
142802;"gm. Brochów";sochaczewski;"Wójt Gminy Brochów";"Monika Alicja";WIDEŃSKA;"KOMITET WYBORCZY WYBORCÓW MONIKA WIDEŃSKA";DPŁ-6043-75/18;"Komitet wyborczy wyborców";Wyższe;46;K;142802;"gm. Brochów";Brochów;;
240507;"gm. Toszek";gliwicki;"Burmistrz Toszka";"Krzysztof Wojciech";KLONEK;"KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA KLONKA";DKT-6043-145/18;"Komitet wyborczy wyborców";Wyższe;32;M;240507;"gm. Toszek";Toszek;;
120614;"gm. Świątniki Górne";krakowski;"Burmistrz Miasta i Gminy Świątniki Górne";"Małgorzata Maria";DUŻY;"KOMITET WYBORCZY WYBORCÓW GMINA ŚWIĄTNIKI BLIŻEJ LUDZI";DKR-6043-178/18;"Komitet wyborczy wyborców";wyższe;47;K;120614;"gm. Świątniki Górne";"Świątniki Górne";;
220501;"gm. Chmielno";kartuski;"Wójt Gminy Chmielno";"Magdalena Anna";POKOJSKA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;44;K;226101;"m. Gdańsk";Gdańsk;"Prawo i Sprawiedliwość";
201002;"gm. Drohiczyn";siemiatycki;"Burmistrz Drohiczyna";Mirosław;KRASOWSKI;"KOMITET WYBORCZY WYBORCÓW MIROSŁAWA KRASOWSKIEGO - GMINA Z PASJĄ";DBŁ-6043-60/18;"Komitet wyborczy wyborców";średnie;54;M;201002;"gm. Drohiczyn";Drohiczyn;;
301707;"gm. Sieroszewice";ostrowski;"Wójt Gminy Sieroszewice";Anatol;PIASKOWSKI;"KOMITET WYBORCZY WYBORCÓW ANATOLA PIASKOWSKIEGO";DKL-6043-2/18;"Komitet wyborczy wyborców";wyższe;44;M;301707;"gm. Sieroszewice";Wielowieś;;
220501;"gm. Chmielno";kartuski;"Wójt Gminy Chmielno";"Andrzej Jan";CZAJA;"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY";DSŁ-6043-58/18;"Komitet wyborczy wyborców";wyższe;59;M;220501;"gm. Chmielno";Chmielno;;
281004;"gm. Piecki";mrągowski;"Wójt Gminy Piecki";"Agnieszka Anna";KURCZEWSKA;"KOMITET WYBORCZY WYBORCÓW AGNIESZKI ANNY KURCZEWSKIEJ";DOL-6043-35/18;"Komitet wyborczy wyborców";wyższe;44;K;281004;"gm. Piecki";Piecki;;
141803;"gm. Lesznowola";piaseczyński;"Wójt Gminy Lesznowola";"Maria Jolanta";BATYCKA-WĄSIK;"KOMITET WYBORCZY WYBORCÓW MARII JOLANTY BATYCKIEJ-WĄSIK";DWW-6043-158/18;"Komitet wyborczy wyborców";wyższe;58;K;141804;"gm. Piaseczno";"Wola Gołkowska";;
241306;"gm. Ożarowice";tarnogórski;"Wójt Gminy Ożarowice";"Danuta Maria";ZIMNIK-FREJ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;44;K;241306;"gm. Ożarowice";Zendek;;
220501;"gm. Chmielno";kartuski;"Wójt Gminy Chmielno";Michał;MELIBRUDA;"KOMITET WYBORCZY WYBORCÓW RAZEM DLA POWIATU I GMIN";DSŁ-6043-19/18;"Komitet wyborczy wyborców";wyższe;40;M;220501;"gm. Chmielno";Miechucino;;
140705;"gm. Kozienice";kozienicki;"Burmistrz Gminy Kozienice";Martin;BOŻEK;"KOMITET WYBORCZY WYBORCÓW ""KOZIENICE.2018""";DRD-6043-12/18;"Komitet wyborczy wyborców";wyższe;43;M;140705;"gm. Kozienice";Łuczynów;;
220101;"gm. Borzytuchom";bytowski;"Wójt Gminy Borzytuchom";"Wojciech Paweł";SZCZYPIOR;"KOMITET WYBORCZY WYBORCÓW „UZDROWISKO BORZYTUCHOM-ZDRÓJ”";DSŁ-6043-226/18;"Komitet wyborczy wyborców";średnie;32;M;220101;"gm. Borzytuchom";Borzytuchom;;
240604;"gm. Miedźno";kłobucki;"Wójt Gminy Miedźno";Piotr;DEREJCZYK;"KOMITET WYBORCZY WYBORCÓW „DOBRO WSPÓLNE”";DCZ-6043-7/18;"Komitet wyborczy wyborców";wyższe;40;M;240604;"gm. Miedźno";Wapiennik;;
101901;"m. Zduńska Wola";zduńskowolski;"Prezydent Miasta Zduńska Wola";Dawid;ZEMLAK;"KOMITET WYBORCZY WYBORCÓW „PRZYJAZNE MIASTO”";DSR-6043-105/18;"Komitet wyborczy wyborców";wyższe;33;M;101901;"m. Zduńska Wola";"Zduńska Wola";;
220504;"gm. Sierakowice";kartuski;"Wójt Gminy Sierakowice";Michał;SMENTOCH;"KOMITET WYBORCZY WYBORCÓW ""DOBRA ZMIANA""";DSŁ-6043-18/18;"Komitet wyborczy wyborców";Wyższe;36;M;220504;"gm. Sierakowice";"Stara Huta";;
041704;"gm. Płużnica";wąbrzeski;"Wójt Gminy Płużnica";"Marcin Seweryn";SKONIECZKA;"KOMITET WYBORCZY WYBORCÓW DLA ROZWOJU GMINY PŁUŻNICA";DTR-6043-14/18;"Komitet wyborczy wyborców";wyższe;39;M;041704;"gm. Płużnica";Wieldządz;;
180706;"gm. Krościenko Wyżne";krośnieński;"Wójt Gminy Krościenko Wyżne";Mateusz;LIPUT;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;29;M;180706;"gm. Krościenko Wyżne";"Krościenko Wyżne";;
020207;"gm. Niemcza";dzierżoniowski;"Burmistrz Miasta i Gminy Niemcza";Jarosław;WĘGŁOWSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";średnie;55;M;020207;"gm. Niemcza";Kietlin;;
300705;"gm. Koźminek";kaliski;"Wójt Gminy Koźminek";"Mariusz Antoni";KRUPIŃSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;39;M;300705;"gm. Koźminek";Bogdanów;PSL;
061407;"gm. Markuszów";puławski;"Wójt Gminy Markuszów";"Przemysław Piotr";RUDYK;"KOMITET WYBORCZY WYBORCÓW „WSPÓLNA GMINA MARKUSZÓW”";DLB-6043-317/18;"Komitet wyborczy wyborców";wyższe;32;M;061407;"gm. Markuszów";Markuszów;;
200102;"gm. Augustów";augustowski;"Wójt Gminy Augustów";Michał;SZCZEPAŃSKI;"KOMITET WYBORCZY WYBORCÓW NASZA GMINA AUGUSTÓW";DSW-6043-89/18;"Komitet wyborczy wyborców";średnie;32;M;200102;"gm. Augustów";Janówka;;
240802;"m. Mikołów";mikołowski;"Burmistrz Mikołowa";"Adam Henryk";ZAWISZOWSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;47;M;240802;"m. Mikołów";Mikołów;;
121016;"gm. Stary Sącz";nowosądecki;"Burmistrz Starego Sącza";"Jacek Tomasz";LELEK;"KOMITET WYBORCZY WYBORCÓW GMINNE POROZUMIENIE WYBORCZE W STARYM SĄCZU";DNS-6043-76/18;"Komitet wyborczy wyborców";Wyższe;48;M;121016;"gm. Stary Sącz";"Stary Sącz";;
280306;"gm. Rybno";działdowski;"Wójt Gminy Rybno";Piotr;GURGIELEWICZ;"KOMITET WYBORCZY WYBORCÓW ZJEDNOCZENI DLA GMINY RYBNO";DEL-6043-88/18;"Komitet wyborczy wyborców";średnie;47;M;280306;"gm. Rybno";Rybno;;
060312;"gm. Wierzbica";chełmski;"Wójt Gminy Wierzbica";"Zdzisława Bożena";DENISZCZUK;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;54;K;060312;"gm. Wierzbica";Wygoda;"Polskie Stronnictwo Ludowe";
141605;"gm. Małkinia Górna";ostrowski;"Wójt Gminy Małkinia Górna";"Arkadiusz Stanisław";MURAWSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;51;M;141605;"gm. Małkinia Górna";"Małkinia Górna";;
081101;"m. Łęknica";żarski;"Burmistrz Łęknicy";Piotr;KULINIAK;"KOMITET WYBORCZY WYBORCÓW PIOTRA KULINIAKA";DZG-6043-65/18;"Komitet wyborczy wyborców";wyższe;46;M;081101;"m. Łęknica";Łęknica;;
100104;"gm. Kleszczów";bełchatowski;"Wójt Gminy Kleszczów";"Jarosław Stefan";RZEŹNIK;"KOMITET WYBORCZY WYBORCÓW PRZYMIERZE DLA GMINY KLESZCZÓW";DPT-6043-20/18;"Komitet wyborczy wyborców";wyższe;36;M;100104;"gm. Kleszczów";Łękińsko;;
040302;"gm. Dąbrowa Chełmińska";bydgoski;"Wójt Gminy Dąbrowa Chełmińska";"Małgorzata Krystyna";DERDA;"KOMITET WYBORCZY WYBORCÓW SZYDŁO SŁAWOMIR";DBD-6043-174/18;"Komitet wyborczy wyborców";Wyższe;39;K;040403;"gm. Kijewo Królewskie";Szymborno;;
060605;"gm. Krasnystaw";krasnostawski;"Wójt Gminy Krasnystaw";"Tomasz Andrzej";BARCZUK;"KOMITET WYBORCZY WYBORCÓW TOMASZA BARCZUKA";DCH-6043-69/18;"Komitet wyborczy wyborców";Wyższe;39;M;060605;"gm. Krasnystaw";Krupe;"Platforma Obywatelska Rzeczypospolitej Polskiej";
240311;"gm. Strumień";cieszyński;"Burmistrz Strumienia";"Sławomir Adam";ROZMARYNOWSKI;"KOMITET WYBORCZY WYBORCÓW SŁAWOMIRA ROZMARYNOWSKIEGO";DBB-6043-163/18;"Komitet wyborczy wyborców";Wyższe;43;M;240311;"gm. Strumień";Zbytków;;
143207;"gm. Stare Babice";"warszawski zachodni";"Wójt Gminy Stare Babice";Tomasz;SZUBA;"KOMITET WYBORCZY WYBORCÓW ""DZIAŁAJMY RAZEM""";DWW-6043-87/18;"Komitet wyborczy wyborców";wyższe;45;M;143207;"gm. Stare Babice";"Stare Babice";;
142007;"gm. Naruszewo";płoński;"Wójt Gminy Naruszewo";Beata;PIERŚCIŃSKA;"KOMITET WYBORCZY WYBORCÓW BEATY PIERŚCIŃSKIEJ";DCI-6043-35/18;"Komitet wyborczy wyborców";wyższe;44;K;142007;"gm. Naruszewo";Naruszewo;PSL;
241201;"gm. Czerwionka-Leszczyny";rybnicki;"Burmistrz Gminy i Miasta Czerwionka-Leszczyny";"Izabela Bogumiła";RAJCA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;40;K;241201;"gm. Czerwionka-Leszczyny";Czerwionka-Leszczyny;"Prawo i Sprawiedliwość";
160913;"gm. Turawa";opolski;"Wójt Gminy Turawa";Dominik;PIKOS;"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE MOŻEMY WIĘCEJ";DOP-6043-106/18;"Komitet wyborczy wyborców";wyższe;36;M;160913;"gm. Turawa";Zawada;;
220101;"gm. Borzytuchom";bytowski;"Wójt Gminy Borzytuchom";"Witold Adam";CYBA;"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNOŚĆ BORZYTUCHOM";DSŁ-6043-27/18;"Komitet wyborczy wyborców";wyższe;51;M;220101;"gm. Borzytuchom";Borzytuchom;;
241609;"gm. Włodowice";zawierciański;"Wójt Gminy Włodowice";"Adam Bogdan";SZMUKIER;"KOMITET WYBORCZY WYBORCÓW GMINA DLA WSZYSTKICH 2018";DKT-6043-53/18;"Komitet wyborczy wyborców";wyższe;54;M;241609;"gm. Włodowice";Rudniki;;
141102;"gm. Czerwonka";makowski;"Wójt Gminy Czerwonka";Paweł;KOBYLIŃSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";średnie;32;M;141102;"gm. Czerwonka";"Guty Duże";;
220804;"gm. Nowa Wieś Lęborska";lęborski;"Wójt Gminy Nowa Wieś Lęborska";"Marek Michał";BARANOWSKI;"KOMITET WYBORCZY WYBORCÓW „SWOJSKA GMINA”";DSŁ-6043-44/18;"Komitet wyborczy wyborców";średnie;49;M;220804;"gm. Nowa Wieś Lęborska";"Nowa Wieś Lęborska";;
200502;"gm. Białowieża";hajnowski;"Wójt Gminy Białowieża";Sławomir;DROŃ;"KOMITET WYBORCZY WYBORCÓW WSPÓLNA BIAŁOWIEŻA";DBŁ-6043-105/18;"Komitet wyborczy wyborców";wyższe;49;M;200502;"gm. Białowieża";Białowieża;;
022404;"gm. Stoszowice";ząbkowicki;"Wójt Gminy Stoszowice";"Tomasz Gabriel";KRZESZOWIEC;"KOMITET WYBORCZY WYBORCÓW TOMASZA KRZESZOWCA";DWB-6043-137/18;"Komitet wyborczy wyborców";wyższe;36;M;022404;"gm. Stoszowice";Lutomierz;;
121405;"gm. Proszowice";proszowicki;"Burmistrz Gminy i Miasta Proszowice";"Mateusz Wojciech";GAJDA;"KOMITET WYBORCZY KPR RAZEM";DKR-6042-1/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;30;M;121405;"gm. Proszowice";Proszowice;;
201403;"gm. Rutki";zambrowski;"Wójt Gminy Rutki";"Dariusz Sławomir";MODZELEWSKI;"KOMITET WYBORCZY WYBORCÓW LEPSZA GMINA RUTKI";DŁM-6043-60/18;"Komitet wyborczy wyborców";średnie;54;M;201403;"gm. Rutki";Rutki-Kossaki;;
101709;"gm. Wieluń";wieluński;"Burmistrz Wielunia";"Paweł Piotr";OKRASA;"KOMITET WYBORCZY ŁĄCZY NAS WIELUŃ";DSR-6042-4/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;46;M;101709;"gm. Wieluń";Kurów;;
200902;"gm. Giby";sejneński;"Wójt Gminy Giby";Krystian;SOŁDRZYŃSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";"średnie ogólne";38;M;200902;"gm. Giby";Zelwa;"Prawo i Sprawiedliwość";
041206;"gm. Wąpielsk";rypiński;"Wójt Gminy Wąpielsk";Henryk;KOWALSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;61;M;040501;"m. Golub-Dobrzyń";Golub-Dobrzyń;;
280501;"m. Ełk";ełcki;"Prezydent Miasta Ełku";"Tomasz Mariusz";ANDRUKIEWICZ;"KOMITET WYBORCZY WYBORCÓW DOBRO WSPÓLNE";DOL-6043-93/18;"Komitet wyborczy wyborców";wyższe;44;M;280501;"m. Ełk";Ełk;;
181103;"gm. Czermin";mielecki;"Wójt Gminy Czermin";"Jarosław Stanisław";ĆWIĘKA;"KOMITET WYBORCZY WYBORCÓW KUKIZ'15";ZPOW-6043-4/18;"Komitet wyborczy wyborców";wyższe;39;M;181103;"gm. Czermin";Trzciana;;
140501;"m. Milanówek";grodziski;"Burmistrz Miasta Milanówka";"Piotr Józef";REMISZEWSKI;"KOMITET WYBORCZY WYBORCÓW ""PIOTRA REMISZEWSKIEGO""";DWW-6043-134/18;"Komitet wyborczy wyborców";Wyższe;47;M;140501;"m. Milanówek";Milanówek;;
261203;"gm. Oleśnica";staszowski;"Wójt Gminy Oleśnica";"Edward Józef";LALEWICZ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";"Średnie techniczne";58;M;261203;"gm. Oleśnica";Oleśnica;;
121206;"gm. Trzyciąż";olkuski;"Wójt Gminy Trzyciąż";Roman;ŻELAZNY;"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA TRZYCIĄŻ";DKR-6043-72/18;"Komitet wyborczy wyborców";Wyższe;53;M;121206;"gm. Trzyciąż";Zadroże;;
246701;"m. Jastrzębie-Zdrój";"m. Jastrzębie-Zdrój";"Prezydent Miasta Jastrzębie-Zdrój";"Łukasz Marcin";KASZA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;28;M;246701;"m. Jastrzębie-Zdrój";Jastrzębie-Zdrój;"Prawo i Sprawiedliwość";
140501;"m. Milanówek";grodziski;"Burmistrz Miasta Milanówka";"Jarosław Paweł";PAĆKO;"KOMITET WYBORCZY WYBORCÓW PROJEKT MILANÓWEK";DWW-6043-97/18;"Komitet wyborczy wyborców";Średnie;49;M;140501;"m. Milanówek";Milanówek;;
041506;"gm. Łysomice";toruński;"Wójt Gminy Łysomice";"Rafał Grzegorz";WĄDOŁOWSKI;"KOMITET WYBORCZY WYBORCÓW PROSPOŁECZNI W GMINIE ŁYSOMICE";DTR-6043-10/18;"Komitet wyborczy wyborców";wyższe;46;M;041506;"gm. Łysomice";Łysomice;;
201401;"m. Zambrów";zambrowski;"Burmistrz Miasta Zambrów";Karol;KOSSAKOWSKI;"KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA";ZPOW-6041-1/18;"Koalicyjny komitet wyborczy";wyższe;42;M;201401;"m. Zambrów";Zambrów;"Platforma Obywatelska RP";
240107;"gm. Siewierz";będziński;"Burmistrz Miasta i Gminy Siewierz";"Marcin Leonard";MIZERSKI;"KOMITET WYBORCZY WYBORCÓW KSIĘSTWO SIEWIERSKIE";DKT-6043-136/18;"Komitet wyborczy wyborców";wyższe;47;M;240107;"gm. Siewierz";Siewierz;;
200707;"gm. Śniadowo";łomżyński;"Wójt Gminy Śniadowo";Daniel;KOŁOTA;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;35;M;200707;"gm. Śniadowo";"Stare Ratowo";;
260505;"gm. Ruda Maleniecka";konecki;"Wójt Gminy Ruda Maleniecka";"Leszek Zenon";KUCA;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;50;M;260505;"gm. Ruda Maleniecka";"Ruda Maleniecka";"Polskie Stronnictwo Ludowe";
280201;"m. Braniewo";braniewski;"Burmistrz Miasta Braniewa";"Elżbieta Monika";RUDA;"KOMITET WYBORCZY WYBORCÓW NASZE BRANIEWO NBR 2018";DEL-6043-79/18;"Komitet wyborczy wyborców";Średnie;45;K;280201;"m. Braniewo";Braniewo;;
140501;"m. Milanówek";grodziski;"Burmistrz Miasta Milanówka";Marcin;TYLCZYŃSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;33;M;140501;"m. Milanówek";Milanówek;"Prawo i Sprawiedliwość";
121610;"gm. Tuchów";tarnowski;"Burmistrz Tuchowa";"Adam Mikołaj";DROGOŚ;"KOMITET WYBORCZY WYBORCÓW ADAMA DROGOSIA „NASZA WSPÓLNA GMINA”";DTA-6043-29/18;"Komitet wyborczy wyborców";wyższe;60;M;121610;"gm. Tuchów";Tuchów;;
180304;"gm. Dębica";dębicki;"Wójt Gminy Dębica";Agnieszka;ŻUREK;"KOMITET WYBORCZY WYBORCÓW „AKTYWNA GMINA DĘBICA”";DRZ-6043-69/18;"Komitet wyborczy wyborców";wyższe;44;K;180304;"gm. Dębica";Brzeźnica;;
240901;"m. Myszków";myszkowski;"Burmistrz Miasta Myszków";"Sławomir Stanisław";KACZYŃSKI;"KOMITET WYBORCZY WYBORCÓW „PRZYSZŁOŚĆ” W MYSZKOWIE";DCZ-6043-52/18;"Komitet wyborczy wyborców";średnie;54;M;240901;"m. Myszków";Myszków;;
101602;"gm. Będków";tomaszowski;"Wójt Gminy Będków";Dariusz;MISZTAL;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;45;M;101602;"gm. Będków";Rosocha;"Pawo i Sprawiedliwość";
181602;"gm. Błażowa";rzeszowski;"Burmistrz Błażowej";"Jerzy Walenty";KOCÓJ;"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA 2018";DRZ-6043-63/18;"Komitet wyborczy wyborców";wyższe;47;M;181602;"gm. Błażowa";Błażowa;"Polskie Stronnictwo Ludowe";
140502;"m. Podkowa Leśna";grodziski;"Burmistrz Miasta Podkowa Leśna";"Agnieszka Joanna";SZONERT;"KOMITET WYBORCZY WYBORCÓW PODKOWA DLA POKOLEŃ";DWW-6043-238/18;"Komitet wyborczy wyborców";Wyższe;58;K;140502;"m. Podkowa Leśna";"Podkowa Leśna";;
080701;"gm. Krzeszyce";sulęciński;"Wójt Gminy Krzeszyce";Stanisław;PECZKAJTIS;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";średnie;61;M;080701;"gm. Krzeszyce";Krępiny;PSL;
180704;"gm. Jedlicze";krośnieński;"Burmistrz Gminy Jedlicze";"Jolanta Teresa";URBANIK;"KOMITET WYBORCZY WYBORCÓW WSPÓLNA GMINA";DKO-6043-121/18;"Komitet wyborczy wyborców";wyższe;48;K;180704;"gm. Jedlicze";Jaszczew;;
200804;"gm. Knyszyn";moniecki;"Burmistrz Knyszyna";Jolanta;OKRASIŃSKA;"KOMITET WYBORCZY WYBORCÓW - DZIŚ TWORZYMY JUTRO";DBŁ-6043-137/18;"Komitet wyborczy wyborców";średnie;53;K;200804;"gm. Knyszyn";Knyszyn;;
100508;"gm. Łyszkowice";łowicki;"Wójt Gminy Łyszkowice";"Tadeusz Adam";MARKUS;"KOMITET WYBORCZY WYBORCÓW TAK DLA ŁYSZKOWIC";DŁD-6043-188/18;"Komitet wyborczy wyborców";"wyższe zawodowe";66;M;100508;"gm. Łyszkowice";Kalenice;;
021601;"gm. Chocianów";polkowicki;"Burmistrz Miasta i Gminy Chocianów";"Tomasz Ireneusz";KULCZYŃSKI;"KOMITET WYBORCZY WYBORCÓW TOMASZ KULCZYŃSKI 2018";DLG-6043-1/18;"Komitet wyborczy wyborców";wyższe;32;M;021101;"m. Lubin";Lubin;;
141403;"gm. Leoncin";nowodworski;"Wójt Gminy Leoncin";"Krystian Stanisław";BUSZTA;"KOMITET WYBORCZY WYBORCÓW CENTRUM SAMORZĄDOWE GMINY LEONCIN";DWW-6043-55/18;"Komitet wyborczy wyborców";WYŻSZE;44;M;141403;"gm. Leoncin";"Nowe Grochale";;
141206;"gm. Dobre";miński;"Wójt Gminy Dobre";Marek;HUTKOWSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";średnie;40;M;141206;"gm. Dobre";Czarnogłów;;
180403;"gm. Chłopice";jarosławski;"Wójt Gminy Chłopice";Sławomir;ZIELIŃSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;40;M;180403;"gm. Chłopice";Chłopice;"Polskie Stronnictwo Ludowe";
280106;"gm. Sępopol";bartoszycki;"Burmistrz Sępopola";"Bogdan Jan";SUCHOSTAWSKI;"KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA";ZPOW-6041-1/18;"Koalicyjny komitet wyborczy";wyższe;50;M;280106;"gm. Sępopol";Sępopol;"Platforma Obywatelska Rzeczypospolitej Polskiej";
143506;"gm. Zabrodzie";wyszkowski;"Wójt Gminy Zabrodzie";"Elżbieta Zofia";OLEKSIAK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;56;K;143506;"gm. Zabrodzie";Zabrodzie;;
141309;"gm. Wieczfnia Kościelna";mławski;"Wójt Gminy Wieczfnia Kościelna";Natalia;KOZIEŁ-JĘDRZEJEWSKA;"KOMITET WYBORCZY WYBORCÓW NASZA GMINA WIECZFNIA KOŚCIELNA";DCI-6043-120/18;"Komitet wyborczy wyborców";"wyższe ekonomiczne";29;K;141309;"gm. Wieczfnia Kościelna";Łęg;;
021601;"gm. Chocianów";polkowicki;"Burmistrz Miasta i Gminy Chocianów";Andrzej;BOBER;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";średnie;41;M;021601;"gm. Chocianów";Chocianów;PiS;
060209;"gm. Łukowa";biłgorajski;"Wójt Gminy Łukowa";Stanisław;KOZYRA;"KOMITET WYBORCZY WYBORCÓW STANISŁAWA KOZYRY";DZM-6043-7/18;"Komitet wyborczy wyborców";wyższe;58;M;060209;"gm. Łukowa";Łukowa;;
062004;"gm. Krasnobród";zamojski;"Burmistrz Krasnobrodu";Tomasz;SKÓRA;"KOMITET WYBORCZY WYBORCÓW TOMASZ SKÓRA";DZM-6043-68/18;"Komitet wyborczy wyborców";"wyższe ekonomiczne";38;M;062004;"gm. Krasnobród";Zielone;;
180704;"gm. Jedlicze";krośnieński;"Burmistrz Gminy Jedlicze";"Wojciech Piotr";KŁOSOWICZ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";"wyższe techniczne";38;M;180704;"gm. Jedlicze";Potok;"Prawo i Sprawiedliwość";
160403;"gm. Lasowice Wielkie";kluczborski;"Wójt Gminy Lasowice Wielkie";"Daniel Józef";GAGAT;"KOMITET WYBORCZY WYBORCÓW WSI OPOLSKIEJ";DOP-6043-97/18;"Komitet wyborczy wyborców";średnie;46;M;160403;"gm. Lasowice Wielkie";Wędrynia;;
