teryt;gmina;urzad;kto;typk;bb;cc;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type;retention;typg14;tura14;teryt14;kto14;komitet14;glosy14;glosyp14;dochody2017;wdistkm
160402;gm. Kluczbork;Burmistrz Miasta Kluczborka;KIELAR Jarosław Krzysztof;KWW;50.893801,18.061414 51.060614,18.380633;50.9772075,18.2210235;R1;1;57;wyższe;10659;77.76;-1;Tak;21696;217;36116;166;gmw;1;M;R1;160402;KIELAR Jarosław Krzysztof;KWW Ziemia Kluczborska;8115;73.73;3626.42;40
160401;gm. Byczyna;Burmistrz Byczyny;SOBANIA Iwona Jadwiga;PSL;51.037494,18.068002 51.174712,18.348055;51.106103,18.2080285;R2;1;52;Wyższe;2122;66.31;-1;Tak;18294;183;9424;52;gmw;0;M;R1;160401;ŚWIERCZEK Robert Henryk;KWW Roberta Świerczka Nasza Gmina;1933;52.06;4398.45;53
160403;gm. Lasowice Wielkie;Wójt Gminy Lasowice Wielkie;GAGAT Daniel Józef;KWW;50.796834,18.092351 50.965553,18.360116;50.8811935,18.2262335;R1;1;46;średnie;1619;69.51;-1;Tak;21104;211;6901;33;gw;1;M;R1;160403;GAGAT Daniel Józef;KWW Wsi Opolskiej;1570;76.92;3392.06;32
160404;gm. Wołczyn;Burmistrz Wołczyna;WIĄCEK Jan Leszek;KWW;50.937994,17.924207 51.144738,18.189825;51.041366,18.057016;R1;2;60;Wyższe;3650;75.21;-1;Tak;24097;241;13748;57;gmw;1;M;R1;160404;WIĄCEK Jan Leszek;KWW Ziemia Wołczyńska;3453;76.55;3559.96;43
160910;gm. Prószków;Burmistrz Prószkowa;CEBULA Krzysztof Paweł;KWW;50.501672,17.748132 50.642532,17.972306;50.572102,17.860219;R1;1;55;wyższe;1712;51.49;-1;Tak;11826;118;9066;77;gmw;0;S;R1;160910;MALIK Róża Maria;KWW Mniejszość Niemiecka;2016;100.00;3699.25;12
160904;gm. Komprachcice;Wójt Gminy Komprachcice;PIETRUSZKA Leonard Józef;KWW;50.582488,17.735735 50.670557,17.876540;50.6265225,17.8061375;R1;1;47;wyższe;2658;93.43%;187;Tak;5059;50;9064;179;gw;1;M;R1;160904;PIETRUSZKA Leonard Józef;KWW Mniejszość Niemiecka;2261;61.52;3086.34;10
160903;gm. Dobrzeń Wielki;Wójt Gminy Dobrzeń Wielki;SZLAPA Piotr Artur;KWW;50.737305,17.768842 50.839428,17.928725;50.7883665,17.8487835;R2;1;53;wyższe techniczne;2039;68.26;-1;Tak;6347;63;9410;148;gw;0;S;R1;160903;WRÓBEL Henryk Leon;KWW Mniejszość Niemiecka;3070;100.00;5433.69;15
160902;gm. Dąbrowa;Wójt Gminy Dąbrowa;GOŁĘBIOWSKA - JAREK Katarzyna;KWW;50.631494,17.657516 50.776098,17.880639;50.703796,17.7690775;R1;1;42;Wyższe;1893;54.84;-1;Tak;11411;114;8213;72;gw;0;S;R1;160902;LEJA Marek Karol;KWW Tu Jest Nasz Dom;2199;100.00;3662.34;12
181301;gm. Bircza;Wójt Gminy Bircza;GĄGOLA Grzegorz Jan;KWW;49.588332,22.253640 49.772103,22.585022;49.6802175,22.419331;R1;2;29;średnie;1863;57.97;-1;Tak;25405;254;6656;26;gw;1;D;R2;181301;GĄGOLA Grzegorz Jan;KWW Równe Szanse;2051;63.70;5092.81;50
181302;gm. Dubiecko;Wójt Gminy Dubiecko;GRZEGORZAK Jacek Jan;Komitet wyborczy organizacji i stowarzyszeń;49.732558,22.294739 49.890843,22.470628;49.8117005,22.3826835;R2;2;48;wyższe;2199;57.42;-1;Tak;15425;154;9277;60;gw;0;M;R1;181302;BEMBENEK Wiesław;KWW Powiatowe Forum Samorządowe Prawicy;1970;56.48;4308.46;37
181905;gm. Wiśniowa;Wójt Gminy Wiśniowa;KUT Marcin;KWW;49.816313,21.541482 49.932289,21.730761;49.874301,21.6361215;R1;1;44;wyższe;2697;83.76;-1;Tak;8338;83;8122;97;gw;1;M;R1;181905;KUT Marcin;KWW Nasze Sprawy;2157;60.91;4185.71;34
181310;gm. Żurawica;Wójt Gminy Żurawica;SZELESZCZUK Tomasz;PiS;49.791889,22.594219 49.903950,22.922128;49.8479195,22.7581735;R2;2;40;Wyższe;2803;50.70;-1;Tak;9579;96;12964;135;gw;0;M;R1;181310;SKŁADOWSKI Krzysztof Bogdan;KWW Wspólnota Samorządowa Gminy Żurawica;2994;52.03;4249.48;58
182002;gm. Gorzyce;Wójt Gminy Gorzyce;SURDY Leszek Janusz;PSL;50.598103,21.772393 50.739241,21.883910;50.668672,21.8281515;R1;2;55;wyższe;3795;65.59;-1;Tak;6890;69;13292;193;gw;1;M;R1;182002;SURDY Leszek Janusz;KW-PSL;3117;57.27;3713.61;70
181306;gm. Medyka;Wójt Gminy Medyka;IWASIECZKO Marek Marian;PiS;49.736394,22.834369 49.867464,22.987732;49.801929,22.9110505;R1;1;61;wyższe;2261;82.91%;466;Tak;6062;61;6554;108;gw;1;S;R1;181306;IWASIECZKO Marek Marian;KWW Marka Iwasieczko;2030;100.00;4699.74;70
182001;gm. Baranów Sandomierski;BMiG Baranów Sandomierski;MAZUR Marek;PiS;50.386067,21.482107 50.520816,21.690540;50.4534415,21.5863235;R1;1;39;wyższe;3107;58.19;-1;Tak;12155;122;11980;99;gmw;1;M;R1;182001;MAZUR Marek;KWW Porozumienie dla Gminy Baranów Sandomierski;2636;52.52;3982.81;54
181304;gm. Krasiczyn;Wójt Gminy Krasiczyn;BOBEK Tadeusz Zdzisław;KWW;49.682066,22.533451 49.824400,22.737356;49.753233,22.6354035;R2;1;63;Wyższe;1232;56.80;-1;Tak;12436;124;5135;41;gw;1;D;R2;181304;BOBEK Tadeusz Zdzisław;KWW Gospodarna Gmina;1078;53.95;4240.91;55
182003;gm. Grębów;Wójt Gminy Grębów;SKÓRA Kazimierz Stanisław;KWW;50.472885,21.711457 50.626050,21.990499;50.5494675,21.850978;R1;2;55;wyższe;3676;74.75;-1;Tak;18720;187;9926;53;gw;1;M;R1;182003;SKÓRA Kazimierz Stanisław;KWW Gmina XXI wieku;3963;79.26;4279.49;57
181305;gm. Krzywcza;Wójt Gminy Krzywcza;PAWŁOWSKI Wacław Stanisław;KWW;49.721089,22.418133 49.849104,22.606907;49.7850965,22.51252;R1;2;56;średnie;1600;74.31;-1;Tak;9495;95;4924;52;gw;1;D;R2;181305;PAWŁOWSKI Wacław Stanisław;KW-PSL;1057;53.01;4036.36;46
182004;gm. Nowa Dęba;BMiG Nowa Dęba;ORDON Wiesław Kazimierz;KWW;50.387786,21.612429 50.538910,21.866163;50.463348,21.739296;R1;1;55;wyższe;4303;63.13%;2513;Tak;14341;143;18190;127;gmw;1;M;R1;182004;ORDON Wiesław Kazimierz;KWW NASZ SAMORZĄD;5017;69.37;3730.82;50
182102;gm. Cisna;Wójt Gminy Cisna;SZCZEPAŃSKA Renata Marta;KWW;49.085863,22.222093 49.276761,22.553060;49.181312,22.3875765;R1;3;52;wyższe;492;52.01;-1;Tak;28726;287;1749;6;gw;1;M;R1;182102;SZCZEPAŃSKA Renata Marta;KWW Razem Dla Gminy Cisna;425;50.30;6239.35;100
181307;gm. Orły;Wójt Gminy Orły;SŁABICKI Bogusław Andrzej;PiS;49.834260,22.692454 49.925408,22.915600;49.879834,22.804027;R1;1;48;Wyższe;3247;85.54%;549;Tak;7047;70;8879;126;gw;1;M;R1;181307;SŁABICKI Bogusław Andrzej;KWW Razem Dla Gminy Orły;2509;62.29;4427.14;59
182101;gm. Baligród;Wójt Gminy Baligród;STĘPIEŃ Robert;PiS;49.231180,22.187379 49.414119,22.361835;49.3226495,22.274607;R2;2;56;wyższe;901;53.28;-1;Tak;15823;158;3142;20;gw;1;D;R2;182101;STĘPIEŃ Robert;KWW Gmina Baligród Wspólna Sprawa;915;54.40;4659.76;83
181309;gm. Stubno;Wójt Gminy Stubno;SŁABICKI Janusz Stanisław;Komitet wyborczy organizacji i stowarzyszeń;49.841057,22.888186 49.949486,23.092851;49.8952715,22.9905185;R1;2;58;wyższe;895;57.30;-1;Tak;8870;89;3915;44;gw;1;M;R1;181309;SŁABICKI Janusz Stanisław;Komitet Wyborczy Ochotniczej Straży Pożarnej w Stubnie;1172;73.34;4994.67;72
182104;gm. Olszanica;Wójt Gminy Olszanica;ZAPAŁA Krzysztof Wojciech;KWW;49.425561,22.362265 49.553535,22.533633;49.489548,22.447949;R1;2;49;wyższe;1465;70.20;-1;Tak;9354;94;4965;53;gw;1;S;R1;182104;ZAPAŁA Krzysztof Wojciech;KWW Skuteczny Samorząd - Sprawna Gmina;1557;100.00;3876.89;70
181405;gm. Kańczuga;BMiG Kańczuga;ŻYGADŁO Andrzej Marek;KWW;49.887895,22.303614 50.009488,22.492844;49.9486915,22.398229;R1;3;46;Wyższe magisterskie;3528;56.60;-1;Tak;10503;105;12422;118;gmw;0;M;R1;181405;SOŁEK Jacek;KWW Porozumienie Samorządowe Kańczuga;3048;50.90;3998.64;30
182103;gm. Lesko;BMiG Lesko;SNARSKI Adam;KWW;49.379294,22.261703 49.550274,22.431745;49.464784,22.346724;R2;2;28;wyższe;3199;68.02;-1;Tak;11139;111;11439;103;gmw;0;M;R1;182103;JANKIEWICZ Barbara Ewa;KWW Miasto i Gmina Lesko-Nasz Wspólny Dom;2374;54.90;4137.16;69
181403;gm. Gać;Wójt Gminy Gać;PIENIĄŻEK Grażyna Maria;KWW;49.997856,22.341283 50.053885,22.468395;50.0258705,22.404839;R1;1;52;Wyższe;1423;60.53;-1;Tak;3596;36;4618;128;gw;0;M;R1;181403;PIENIĄŻEK Grażyna  Maria;KWW Nasza Przyjazna Gmina;1319;55.72;4736.86;28
182105;gm. Solina;Wójt Gminy Solina;PIĄTKOWSKI Adam Piotr;PiS;49.256645,22.308342 49.455006,22.521676;49.3558255,22.415009;R2;2;53;wyższe;1527;52.40;-1;Tak;18452;185;5311;29;gw;1;M;R1;182105;PIĄTKOWSKI Adam Piotr;KWW Odrodzenie;1438;51.34;7558.69;82
181401;m. Przeworsk;Burmistrz Miasta Przeworska;KISIEL Leszek Marek;KWW;50.021035,22.467549 50.087993,22.534763;50.054514,22.501156;R1;1;51;wyższe;3846;57.05;-1;Tak;2213;22;15452;698;gm;1;D;R2;181401;KISIEL Leszek Marek;KWW Leszka Kisiela;2502;51.57;3957.17;35
186101;m. Krosno;PrezM Krosna;PRZYTOCKI Piotr Marian;KWW;49.646586,21.694717 49.732001,21.811347;49.6892935,21.753032;R1;1;61;wyższe;11874;62.95;-1;Tak;4350;44;46600;1071;mm;1;M;R1;186101;PRZYTOCKI Piotr Marian;KWW Samorządne Krosno Piotra Przytockiego;12064;69.91;6123.07;44
181402;gm. Adamówka;Wójt Gminy Adamówka;JARMUZIEWICZ Edward Jan;PiS;50.207307,22.573617 50.305919,22.841302;50.256613,22.7074595;R1;2;58;wyższe;1298;72.07;-1;Tak;13428;134;4081;30;gw;1;M;R1;181402;JARMUZIEWICZ Edward Jan;KW-PiS;1293;71.12;4617.61;54
186301;m. Rzeszów;PrezM Rzeszowa;FERENC Tadeusz;Komitet wyborczy organizacji i stowarzyszeń;49.933452,21.858684 50.078321,22.093970;50.0058865,21.976327;R1;3;78;wyższe;51029;63.76;-1;Tak;12041;120;189662;1575;mm;1;M;R1;186301;FERENC Tadeusz;Komitet Wyborczy Stowarzyszenie Rozwój Rzeszowa Tadeusza Ferenca w Rzeszowie;43704;66.31;6145.78;6
181404;gm. Jawornik Polski;Wójt Gminy Jawornik Polski;PETYNIA Stanisław Jan;KWW;49.872367,22.232347 49.958436,22.380302;49.9154015,22.3063245;R1;1;46;wyższe;1697;78.42%;467;Tak;6293;63;4475;71;gw;1;M;R1;181404;PETYNIA Stanisław Jan;KWW Stanisława Petyni;1821;69.56;4874.16;26
186201;m. Przemyśl;PrezM Przemyśla;BAKUN Wojciech Antoni;KWW;49.746351,22.713109 49.820646,22.855421;49.7834985,22.784265;R2;1;37;Średnie;17682;74.84;-1;Tak;4617;46;61808;1339;mm;0;D;R2;186201;CHOMA Robert Jan;KWW Roberta Chomy Porozumienie dla Przemyśla;10075;60.62;5853.68;62
181407;gm. Sieniawa;BMiG Sieniawa;WOŚ Adam;KWW;50.128843,22.552417 50.243918,22.777826;50.1863805,22.6651215;R1;3;62;Wyższe;1853;50.59;-1;Tak;12765;128;7022;55;gmw;1;D;R2;181407;WOŚ Adam;KWW Rozwój Ziemi Sieniawskiej;1987;52.18;5289.88;49
181004;gm. Łańcut;Wójt Gminy Łańcut;CZARNOTA Jakub Daniel;KWW;49.966814,22.122684 50.097381,22.383799;50.0320975,22.2532415;R1;1;34;wyższe;6395;64.58;-1;Tak;10630;107;21770;205;gw;0;M;R1;181004;ŁOZA Zbigniew;KWW Samorząd Gminy Łańcut;4627;53.34;4068.08;17
181007;gm. Żołynia;Wójt Gminy Żołynia;DUDEK Piotr Gustaw;KWW;50.114121,22.246979 50.205695,22.386367;50.159908,22.316673;R1;1;57;wyższe;2163;64.07;-1;Tak;5671;57;6994;123;gw;0;S;R1;181007;BENEDYK Andrzej;KWW Żołynia 2014;1447;100.00;4051.14;25
181006;gm. Rakszawa;Wójt Gminy Rakszawa;SZUBART Jacek Szymon;KWW;50.120671,22.161277 50.246768,22.284757;50.1837195,22.223017;R2;2;34;wyższe prawnicze;1565;50.65;-1;Tak;6646;66;7286;110;gw;0;M;R1;181006;KULA Maria;KWW Rakszawa 2014;1502;52.28;4233.45;21
181103;gm. Czermin;Wójt Gminy Czermin;SIDUR Sławomir Stanisław;KWW;50.265230,21.208832 50.376128,21.373195;50.320679,21.2910135;R2;1;41;wyższe;1579;54.86;-1;Tak;8021;80;7032;88;gw;0;M;R1;181103;GETINGER Leon;KWW Sołtysów i Strażaków Gminy Czermin;1449;54.84;3848.99;60
181102;gm. Borowa;Wójt Gminy Borowa;MIESZKOWSKI Stanisław Marek;KWW;50.341032,21.245350 50.430544,21.396194;50.385788,21.320772;R2;2;54;wyższe;1653;66.36;-1;Tak;5531;55;5566;101;gw;0;M;R1;181102;BŁAŻEJOWSKI Władysław Edward;KWW Borowa Wspólna Sprawa;1480;56.68;3626.21;62
181104;gm. Gawłuszowice;Wójt Gminy Gawłuszowice;NOWAK Jan;KWW;50.365770,21.339071 50.441203,21.455699;50.4034865,21.397385;R1;1;70;wyższe;753;55.49;-1;Tak;3401;34;2764;81;gw;1;M;R1;181104;NOWAK Jan;KWW Jana Nowaka;794;59.48;3769.89;59
181106;gm. Padew Narodowa;Wójt Gminy Padew Narodowa;PLUTA Robert;KWW;50.376635,21.400087 50.496438,21.596366;50.4365365,21.4982265;R1;1;44;wyższe;1624;63.61;-1;Tak;7125;71;5376;75;gw;0;S;R1;181106;PLUTA Robert Jacek;KWW Porozumienie Samorządowe dla Gminy Padew Narodowa;1948;100.00;3997.77;57
181108;gm. Radomyśl Wielki;Burmistrz Radomyśla Wielkiego;RYBIŃSKI Józef;KWW;50.131294,21.142206 50.256873,21.395341;50.1940835,21.2687735;R1;2;67;wyższe;2924;57.66;-1;Tak;15978;160;14225;89;gmw;1;M;R1;181108;RYBIŃSKI Józef;Komitet Wyborczy Porozumienie Samorządowo-Gospodarcze w Mielcu;3830;69.81;4252.78;56
180710;gm. Jaśliska;Wójt Gminy Jaśliska;DAŃCZAK Adam;PiS;49.346266,21.731596 49.489473,21.972477;49.4178695,21.8520365;R1;1;57;wyższe;569;56.84;-1;Tak;16586;166;2225;13;gw;1;M;R1;180710;DAŃCZAK Adam;KW-PiS;546;53.16;4838.94;71
181107;gm. Przecław;Burmistrz Przecławia;SIEMBAB Renata Aleksandra;PiS;50.159351,21.355823 50.271057,21.611306;50.215204,21.4835645;R1;1;50;wyższe;3141;60.45;-1;Tak;13419;134;11898;89;gmw;0;D;R2;181107;WOLANIN Ryszard;Komitet Wyborczy Porozumienie Samorządowo-Gospodarcze w Mielcu;2872;59.51;4428.22;42
180802;gm. Grodzisko Dolne;Wójt Gminy Grodzisko Dolne;CHMURA Jacek;KWW;50.123015,22.352088 50.206909,22.537904;50.164962,22.444996;R1;1;48;wyższe;2109;61.06;-1;Tak;7857;79;8050;102;gw;1;M;R1;180802;CHMURA Jacek;KWW Przyjazna Gmina Grodzisko Dolne;2516;70.36;4097.47;33
180801;m. Leżajsk;Burmistrz Leżajska;STEFAŃSKI Ireneusz Marian;PiS;50.235499,22.371619 50.295678,22.465613;50.2655885,22.418616;R1;3;56;wyższe;2971;50.39;-1;Tak;2058;21;13990;680;gm;1;M;R1;180801;STEFAŃSKI Ireneusz Marian;KW-PiS;2833;53.06;3561.08;37
180803;gm. Kuryłówka;Wójt Gminy Kuryłówka;WYSZYŃSKA Agnieszka;KWW;50.256805,22.405448 50.400165,22.687965;50.328485,22.5467065;R2;2;36;wyższe;1508;62.52;-1;Tak;14194;142;5703;40;gw;0;M;R1;180803;HALESIAK Tadeusz;KWW Rozwój Gminy i Powiatu;1278;55.02;4372.33;49
180805;gm. Nowa Sarzyna;BMiG Nowa Sarzyna;RYCHEL Andrzej;PiS;50.252475,22.188716 50.396776,22.402655;50.3246255,22.2956855;R1;2;46;wyższe;6028;66.52;-1;Tak;14373;144;21629;150;gmw;0;M;R1;180805;PAUL Jerzy Stanisław;KW-PiS;5942;68.30;3947.33;36
180906;gm. Oleszyce;BMiG Oleszyce;GRYNIEWICZ Andrzej;KWW;50.064920,22.850205 50.220687,23.095944;50.1428035,22.9730745;R1;2;45;wyższe;1740;61.01;-1;Tak;15184;152;6423;42;gmw;1;M;R1;180906;GRYNIEWICZ Andrzej;KWW Przyszłość Gminy Oleszyce;2286;78.61;4404.68;69
180902;gm. Cieszanów;BMiG Cieszanów;ZADWORNY Zdzisław;KWW;50.184675,23.012088 50.354320,23.299663;50.2694975,23.1558755;R1;2;56;Wyższe;1781;55.48;-1;Tak;21944;219;7328;33;gmw;1;M;R1;180902;ZADWORNY Zdzisław;KWW Gmina Cieszanów;2063;58.88;4620.25;85
180901;m. Lubaczów;Burmistrz Miasta Lubaczowa;SZPYT Krzysztof Antoni;KWW;50.122316,23.076888 50.192283,23.163655;50.1572995,23.1202715;R2;2;53;wyższe;2868;68.14;-1;Tak;2573;26;12101;470;gm;1;D;R2;180901;SZPYT Krzysztof Antoni;KWW Obywatelski Samorząd;2106;51.45;4066.50;80
180904;gm. Lubaczów;Wójt Gminy Lubaczów;KAPEL Wiesław Krzysztof;PiS;50.065817,23.028162 50.209447,23.357728;50.137632,23.192945;R1;1;49;wyższe;3407;79.88;-1;Tak;20285;203;9195;45;gw;1;S;R1;180904;KAPEL Wiesław Krzysztof;KWW Porozumienie Dla Gminy Lubaczów;3611;100.00;4672.63;84
180903;gm. Horyniec-Zdrój;Wójt Gminy Horyniec-Zdrój;SERKIS Robert Marek;KWW;50.144129,23.251772 50.307654,23.547882;50.2258915,23.399827;R1;2;43;wyższe;1492;72.82;-1;Tak;20310;203;4785;24;gw;1;D;R2;180903;SERKIS Robert Marek;KWW Razem Zmienimy Horyniec;1508;74.80;4325.66;101
180905;gm. Narol;BMiG Narol;DOMINIK Grzegorz Leon;PiS;50.269653,23.123984 50.410542,23.436153;50.3400975,23.2800685;R1;1;35;Wyższe;2113;59.42;-1;Tak;20347;203;8134;40;gmw;0;S;R1;180905;WOŚ Stanisław Andrzej;KW-PSL;2391;100.00;4273.37;96
180908;gm. Wielkie Oczy;Wójt Gminy Wielkie Oczy;HAWRYLAK Albert;KWW;49.980787,23.002184 50.104887,23.251066;50.042837,23.126625;R1;1;28;wyższe;1096;61.13;-1;Tak;14624;146;3852;26;gw;0;S;R1;180908;LORENC Tomasz Andrzej;KWW Rozwój Gminy Wielkie Oczy;1368;100.00;4609.24;79
180410;gm. Roźwienica;Wójt Gminy Roźwienica;KOTLIŃSKI Tomasz Michał;KWW;49.838557,22.514953 49.982899,22.645995;49.910728,22.580474;R1;1;52;wyższe;1608;71.50%;641;Tak;6875;69;6232;91;gw;1;M;R1;180410;KOTLIŃSKI Tomasz Michał;KWW Samorządna Gmina Roźwienica;1582;55.51;4305.00;43
180606;gm. Dzikowiec;Wójt Gminy Dzikowiec;TĘCZA Józef;KWW;50.244076,21.789185 50.414764,21.994680;50.32942,21.8919325;R2;2;54;wyższe;1162;56.93;-1;Tak;12156;122;6509;54;gw;0;M;R1;180606;KLECHA Krzysztof;KWW Troska o Przyszłość;1567;69.68;4308.39;32
180602;gm. Kolbuszowa;Burmistrz Kolbuszowej;ZUBA Jan;PiS;50.150983,21.682400 50.284518,21.934651;50.2177505,21.8085255;R1;2;61;wyższe techniczne;5751;55.54;-1;Tak;17084;171;24829;145;gmw;1;S;R1;180602;ZUBA Jan;KW-PiS;6871;100.00;3880.00;24
180601;gm. Cmolas;Wójt Gminy Cmolas;GALEK Eugeniusz Jan;KWW;50.263327,21.566860 50.389958,21.840324;50.3266425,21.703592;R1;1;62;średnie;2234;73.34%;812;Tak;13399;134;8085;60;gw;1;S;R1;180601;GALEK Eugeniusz Jan;KWW Porozumienie dla Rozwoju;2234;100.00;3981.87;38
180604;gm. Niwiska;Wójt Gminy Niwiska;WRÓBEL Elżbieta Stanisława;KWW;50.176014,21.529724 50.302126,21.731004;50.23907,21.630364;R1;1;60;wyższe;2001;84.36%;371;Tak;9486;95;6044;64;gw;1;S;R1;180604;WRÓBEL Elżbieta Stanisława;KWW Nasz Głos w Samorządzie;1900;100.00;4625.32;35
180603;gm. Majdan Królewski;Wójt Gminy Majdan Królewski;WILK Jerzy;KWW;50.332733,21.635421 50.482245,21.904702;50.407489,21.7700615;R1;1;56;wyższe;2457;78.20%;685;Tak;15526;155;9858;63;gw;1;M;R1;180603;WILK Jerzy;KWW Nasza Gmina Majdan Królewski;2319;67.47;4142.31;43
180605;gm. Raniżów;Wójt Gminy Raniżów;GRĄDZIEL Władysław;KWW;50.230697,21.891812 50.333672,22.096591;50.2821845,21.9942015;R1;1;53;wyższe techniczne;1871;58.87;-1;Tak;9666;97;7076;73;gw;1;M;R1;180605;GRĄDZIEL Władysław;KWW Nowa Inicjatywa;2309;75.46;4245.67;26
180501;m. Jasło;Burmistrz Miasta Jasła;PABIAN Ryszard Józef;KWW;49.710437,21.401780 49.783583,21.541602;49.74701,21.471691;R1;2;61;wyższe;7083;54.85;-1;Tak;3652;37;35445;971;gm;1;D;R2;180501;PABIAN Ryszard Józef;KW-PiS;6346;57.09;4636.55;52
180503;gm. Dębowiec;Wójt Gminy Dębowiec;BOLEK Marcin Tomasz;KWW;49.570466,21.326662 49.707062,21.523272;49.638764,21.424967;R2;1;43;wyższe;2394;59.85;-1;Tak;8647;86;8822;102;gw;0;M;R1;180503;STANISZEWSKI Zbigniew;KWW Praworządność;2226;59.28;4037.41;62
180502;gm. Brzyska;Wójt Gminy Brzyska;PAPCIAK Rafał;KWW;49.767145,21.290339 49.873028,21.427750;49.8200865,21.3590445;R1;1;41;wyższe prawnicze;1628;64.37%;901;Tak;4487;45;6545;146;gw;1;M;R1;180502;PAPCIAK Rafał;KWW Dla Gminy Brzyska Razem;1542;53.84;4177.33;54
180507;gm. Nowy Żmigród;Wójt Gminy Nowy Żmigród;BARA Grzegorz Witold;KWW;49.532220,21.430938 49.669149,21.625199;49.6006845,21.5280685;R1;2;44;wyższe;3127;75.79;-1;Tak;10359;104;9149;88;gw;1;D;R2;180507;BARA Grzegorz Witold;KWW Nasza Gmina Nasz Wspólny Dom;1962;52.18;4297.59;61
180505;gm. Kołaczyce;Burmistrz Kołaczyc;ŻYGŁOWICZ Stanisław Franciszek;KWW;49.774413,21.409067 49.840546,21.560157;49.8074795,21.484612;R1;2;69;wyższe;1858;51.93;-1;Tak;6110;61;8964;147;gmw;0;M;R1;180505;SALACHA Małgorzata;KWW Porozumienie Samorządowe Ponad Podziałami;1864;50.04;4317.80;47
180506;gm. Krempna;Wójt Gminy Krempna;MIŚKOWICZ Kazimierz Jan;KWW;49.412250,21.358474 49.575931,21.614160;49.4940905,21.486317;R1;1;59;średnie;451;52.69;-1;Tak;20386;205;1887;9;gw;1;M;R1;180506;MIŚKOWICZ Kazimierz Jan;KW-PSL;537;66.63;4586.16;73
180302;gm. Brzostek;Burmistrz Brzostku;STANISZEWSKI Wojciech Piotr;KWW;49.828609,21.326614 49.955068,21.523523;49.8918385,21.4250685;R1;2;51;średnie;2951;53.04;-1;Tak;12233;122;13091;107;gmw;1;M;R1;180302;STANISZEWSKI Wojciech Piotr;KWW Samorząd dla mieszkańców;2937;57.35;4479.43;46
180307;gm. Żyraków;Wójt Gminy Żyraków;RĄCZKA Marek Stanisław;KWW;50.046950,21.295007 50.169618,21.483190;50.108284,21.3890985;R2;1;57;wyższe;3248;53.08;-1;Tak;11038;110;13961;126;gw;1;D;R2;180307;RĄCZKA Marek Stanisław;KWW Gmina Żyraków 2014;2861;60.24;3916.83;45
180306;gm. Pilzno;Burmistrz Pilzna;GOŁĘBIOWSKA Ewa Marianna;KWW;49.919123,21.149072 50.031890,21.424252;49.9755065,21.286662;R1;1;50;wyższe;5276;63.66;-1;Tak;16513;165;18176;110;gmw;1;M;R1;180306;GOŁĘBIOWSKA Ewa Marianna;KWW Ewy Gołębiowskiej;4317;56.57;4041.76;53
180409;gm. Rokietnica;Wójt Gminy Rokietnica;SZAJNY WITOLD JAN;PSL;49.837387,22.563389 49.931030,22.702126;49.8842085,22.6327575;R1;3;55;WYŻSZE;1286;61.09;-1;Tak;5708;57;4376;77;gw;0;M;R1;180409;GMYREK BOŻENA ZOFIA;KWW Na Rzecz Rozwoju Gminy Rokietnica;1347;65.29;4096.93;48
180403;gm. Chłopice;Wójt Gminy Chłopice;HOMA Andrzej Robert;KWW;49.904094,22.624619 49.974073,22.787536;49.9390835,22.7060775;R2;2;50;wyższe;1486;59.99;-1;Tak;4920;49;5556;113;gw;0;D;R2;180403;CZYŻ Andrzej Stanisław;KWW Nasza Gmina;1335;55.33;3844.90;51
180401;m. Jarosław;Burmistrz Miasta Jarosławia;PALUCH Waldemar Krzysztof;KWW;49.993282,22.616875 50.086808,22.724213;50.040045,22.670544;R1;2;48;wyższe ekonomiczne;10190;63.85;-1;Tak;3461;35;37892;1095;gm;1;D;R2;180401;PALUCH Waldemar Krzysztof;Komitet Wyborczy Stowarzyszenia Przedsiębiorców Ziemi Jarosławskiej Rozwój i Postęp;5635;50.52;3783.58;47
180402;m. Radymno;Burmistrz Miasta Radymna;PIZIURNY Mieczysław Józef;KWW;49.931250,22.786919 49.976728,22.872491;49.953989,22.829705;R2;2;55;Wyższe;1251;54.63;-1;Tak;1362;14;5335;392;gm;0;M;R1;180402;ROMAN Krzysztof Stanisław;KWW Odnówmy Radymno;1271;51.23;3976.10;59
180405;gm. Laszki;Wójt Gminy Laszki;GONCIARZ Stanisław Jan;PiS;49.963963,22.769551 50.077888,23.070949;50.0209255,22.92025;R1;1;51;wyższe;2626;80.50;-1;Tak;13800;138;6976;51;gw;1;M;R1;180405;GONCIARZ Stanisław Jan;KW-PiS;1846;53.66;4266.98;65
180406;gm. Pawłosiów;Wójt Gminy Pawłosiów;REŃ Mariusz Władysław;PiS;49.969287,22.551066 50.043617,22.698282;50.006452,22.624674;R1;2;49;Wyższe;2542;69.47;-1;Tak;4742;47;8467;179;gw;1;M;R1;180406;REŃ Mariusz Władysław;KWW Wspólnota Samorządowa;2765;70.14;3469.38;44
180407;gm. Pruchnik;Burmistrz Pruchnika;SZKOŁA Wacław Stanisław;PiS;49.842681,22.410473 49.952612,22.569291;49.8976465,22.489882;R1;2;66;wyższe;2294;50.98;-1;Tak;8034;80;9801;122;gmw;1;D;R2;180407;SZKOŁA Wacław Stanisław;KW-PiS;2367;53.60;4654.61;38
