teryt;nr;kto;glosy;prc;totalG;urzad;mode
146512;10;IKONOWICZ Piotr Igor;160;0.56;28479;P m.st. Warszawy;M
146512;11;TANAJNO Paweł Jan;132;0.46;28479;P m.st. Warszawy;M
146512;12;STEFANIAK Jakub Łukasz;104;0.37;28479;P m.st. Warszawy;M
146512;13;POTOCKI Jan Zbigniew;87;0.31;28479;P m.st. Warszawy;M
146512;14;KRZEKOTOWSKA Krystyna Anna;65;0.23;28479;P m.st. Warszawy;M
146513;1;TRZASKOWSKI Rafał Kazimierz;51061;63.06;80966;P m.st. Warszawy;M
146513;2;JAKI Patryk Tomasz;18577;22.94;80966;P m.st. Warszawy;M
146513;3;ŚPIEWAK Jan Dawid;2428;3.00;80966;P m.st. Warszawy;M
146513;4;JAKUBIAK Marek;2077;2.57;80966;P m.st. Warszawy;M
146513;5;GLUSMAN Justyna;1735;2.14;80966;P m.st. Warszawy;M
146513;6;ROZENEK Andrzej Tadeusz;1252;1.55;80966;P m.st. Warszawy;M
146513;7;KORWIN-MIKKE Janusz Ryszard;1037;1.28;80966;P m.st. Warszawy;M
146513;8;WOJCIECHOWICZ Jacek Piotr;923;1.14;80966;P m.st. Warszawy;M
146513;9;ANTONIK Sławomir Wawrzyniec;502;0.62;80966;P m.st. Warszawy;M
146513;10;IKONOWICZ Piotr Igor;469;0.58;80966;P m.st. Warszawy;M
146513;11;TANAJNO Paweł Jan;375;0.46;80966;P m.st. Warszawy;M
146513;12;STEFANIAK Jakub Łukasz;253;0.31;80966;P m.st. Warszawy;M
146513;13;POTOCKI Jan Zbigniew;146;0.18;80966;P m.st. Warszawy;M
146513;14;KRZEKOTOWSKA Krystyna Anna;131;0.16;80966;P m.st. Warszawy;M
146514;1;TRZASKOWSKI Rafał Kazimierz;21061;52.93;39791;P m.st. Warszawy;M
146514;2;JAKI Patryk Tomasz;13267;33.34;39791;P m.st. Warszawy;M
146514;3;JAKUBIAK Marek;1329;3.34;39791;P m.st. Warszawy;M
146514;4;GLUSMAN Justyna;866;2.18;39791;P m.st. Warszawy;M
146514;5;ŚPIEWAK Jan Dawid;837;2.10;39791;P m.st. Warszawy;M
146514;6;KORWIN-MIKKE Janusz Ryszard;589;1.48;39791;P m.st. Warszawy;M
146514;7;WOJCIECHOWICZ Jacek Piotr;423;1.06;39791;P m.st. Warszawy;M
146514;8;ROZENEK Andrzej Tadeusz;407;1.02;39791;P m.st. Warszawy;M
146514;9;ANTONIK Sławomir Wawrzyniec;266;0.67;39791;P m.st. Warszawy;M
146514;10;IKONOWICZ Piotr Igor;258;0.65;39791;P m.st. Warszawy;M
146514;11;TANAJNO Paweł Jan;215;0.54;39791;P m.st. Warszawy;M
146514;12;STEFANIAK Jakub Łukasz;108;0.27;39791;P m.st. Warszawy;M
146514;13;POTOCKI Jan Zbigniew;98;0.25;39791;P m.st. Warszawy;M
146514;14;KRZEKOTOWSKA Krystyna Anna;67;0.17;39791;P m.st. Warszawy;M
146515;1;TRZASKOWSKI Rafał Kazimierz;6923;52.22;13257;P m.st. Warszawy;M
146515;2;JAKI Patryk Tomasz;3984;30.05;13257;P m.st. Warszawy;M
146515;3;WOJCIECHOWICZ Jacek Piotr;670;5.05;13257;P m.st. Warszawy;M
146515;4;JAKUBIAK Marek;415;3.13;13257;P m.st. Warszawy;M
146515;5;ŚPIEWAK Jan Dawid;311;2.35;13257;P m.st. Warszawy;M
146515;6;GLUSMAN Justyna;308;2.32;13257;P m.st. Warszawy;M
146515;7;KORWIN-MIKKE Janusz Ryszard;187;1.41;13257;P m.st. Warszawy;M
146515;8;ROZENEK Andrzej Tadeusz;131;0.99;13257;P m.st. Warszawy;M
146515;9;ANTONIK Sławomir Wawrzyniec;79;0.60;13257;P m.st. Warszawy;M
146515;10;IKONOWICZ Piotr Igor;74;0.56;13257;P m.st. Warszawy;M
146515;11;TANAJNO Paweł Jan;64;0.48;13257;P m.st. Warszawy;M
146515;12;STEFANIAK Jakub Łukasz;50;0.38;13257;P m.st. Warszawy;M
146515;13;POTOCKI Jan Zbigniew;38;0.29;13257;P m.st. Warszawy;M
146515;14;KRZEKOTOWSKA Krystyna Anna;23;0.17;13257;P m.st. Warszawy;M
146516;1;TRZASKOWSKI Rafał Kazimierz;13782;68.21;20205;P m.st. Warszawy;M
146516;2;JAKI Patryk Tomasz;3911;19.36;20205;P m.st. Warszawy;M
146516;3;ŚPIEWAK Jan Dawid;576;2.85;20205;P m.st. Warszawy;M
146516;4;JAKUBIAK Marek;522;2.58;20205;P m.st. Warszawy;M
146516;5;GLUSMAN Justyna;393;1.95;20205;P m.st. Warszawy;M
146516;6;KORWIN-MIKKE Janusz Ryszard;258;1.28;20205;P m.st. Warszawy;M
146516;7;ROZENEK Andrzej Tadeusz;215;1.06;20205;P m.st. Warszawy;M
146516;8;WOJCIECHOWICZ Jacek Piotr;158;0.78;20205;P m.st. Warszawy;M
146516;9;ANTONIK Sławomir Wawrzyniec;116;0.57;20205;P m.st. Warszawy;M
146516;10;TANAJNO Paweł Jan;89;0.44;20205;P m.st. Warszawy;M
146516;11;IKONOWICZ Piotr Igor;66;0.33;20205;P m.st. Warszawy;M
146516;12;STEFANIAK Jakub Łukasz;61;0.30;20205;P m.st. Warszawy;M
146516;13;KRZEKOTOWSKA Krystyna Anna;33;0.16;20205;P m.st. Warszawy;M
146516;14;POTOCKI Jan Zbigniew;25;0.12;20205;P m.st. Warszawy;M
146517;1;TRZASKOWSKI Rafał Kazimierz;11580;54.16;21383;P m.st. Warszawy;M
146517;2;JAKI Patryk Tomasz;6425;30.05;21383;P m.st. Warszawy;M
146517;3;JAKUBIAK Marek;760;3.55;21383;P m.st. Warszawy;M
146517;4;ŚPIEWAK Jan Dawid;622;2.91;21383;P m.st. Warszawy;M
146517;5;GLUSMAN Justyna;548;2.56;21383;P m.st. Warszawy;M
146517;6;KORWIN-MIKKE Janusz Ryszard;367;1.72;21383;P m.st. Warszawy;M
146517;7;ROZENEK Andrzej Tadeusz;266;1.24;21383;P m.st. Warszawy;M
146517;8;WOJCIECHOWICZ Jacek Piotr;230;1.08;21383;P m.st. Warszawy;M
146517;9;IKONOWICZ Piotr Igor;159;0.74;21383;P m.st. Warszawy;M
146517;10;ANTONIK Sławomir Wawrzyniec;147;0.69;21383;P m.st. Warszawy;M
146517;11;TANAJNO Paweł Jan;94;0.44;21383;P m.st. Warszawy;M
146517;12;STEFANIAK Jakub Łukasz;78;0.36;21383;P m.st. Warszawy;M
146517;13;POTOCKI Jan Zbigniew;62;0.29;21383;P m.st. Warszawy;M
146517;14;KRZEKOTOWSKA Krystyna Anna;45;0.21;21383;P m.st. Warszawy;M
146518;1;TRZASKOWSKI Rafał Kazimierz;36792;54.46;67557;P m.st. Warszawy;M
146518;2;JAKI Patryk Tomasz;20582;30.47;67557;P m.st. Warszawy;M
146518;3;ŚPIEWAK Jan Dawid;2463;3.65;67557;P m.st. Warszawy;M
146518;4;JAKUBIAK Marek;2033;3.01;67557;P m.st. Warszawy;M
146518;5;GLUSMAN Justyna;1563;2.31;67557;P m.st. Warszawy;M
146518;6;ROZENEK Andrzej Tadeusz;896;1.33;67557;P m.st. Warszawy;M
146518;7;KORWIN-MIKKE Janusz Ryszard;831;1.23;67557;P m.st. Warszawy;M
146518;8;IKONOWICZ Piotr Igor;711;1.05;67557;P m.st. Warszawy;M
146518;9;WOJCIECHOWICZ Jacek Piotr;600;0.89;67557;P m.st. Warszawy;M
146518;10;ANTONIK Sławomir Wawrzyniec;342;0.51;67557;P m.st. Warszawy;M
146518;11;TANAJNO Paweł Jan;271;0.40;67557;P m.st. Warszawy;M
146518;12;STEFANIAK Jakub Łukasz;194;0.29;67557;P m.st. Warszawy;M
146518;13;POTOCKI Jan Zbigniew;160;0.24;67557;P m.st. Warszawy;M
146518;14;KRZEKOTOWSKA Krystyna Anna;119;0.18;67557;P m.st. Warszawy;M
146519;1;TRZASKOWSKI Rafał Kazimierz;16788;58.94;28485;P m.st. Warszawy;M
146519;2;JAKI Patryk Tomasz;7238;25.41;28485;P m.st. Warszawy;M
146519;3;GLUSMAN Justyna;1221;4.29;28485;P m.st. Warszawy;M
146519;4;ŚPIEWAK Jan Dawid;997;3.50;28485;P m.st. Warszawy;M
146519;5;JAKUBIAK Marek;742;2.60;28485;P m.st. Warszawy;M
146519;6;ROZENEK Andrzej Tadeusz;331;1.16;28485;P m.st. Warszawy;M
146519;7;KORWIN-MIKKE Janusz Ryszard;330;1.16;28485;P m.st. Warszawy;M
146519;8;WOJCIECHOWICZ Jacek Piotr;244;0.86;28485;P m.st. Warszawy;M
146519;9;IKONOWICZ Piotr Igor;210;0.74;28485;P m.st. Warszawy;M
146519;10;ANTONIK Sławomir Wawrzyniec;124;0.44;28485;P m.st. Warszawy;M
146519;11;TANAJNO Paweł Jan;102;0.36;28485;P m.st. Warszawy;M
146519;12;POTOCKI Jan Zbigniew;59;0.21;28485;P m.st. Warszawy;M
146519;13;STEFANIAK Jakub Łukasz;58;0.20;28485;P m.st. Warszawy;M
146519;14;KRZEKOTOWSKA Krystyna Anna;41;0.14;28485;P m.st. Warszawy;M
160101;1;WRĘBIAK Jerzy Piotr;6774;48.87;13860;B Brzegu;M
160101;2;CHRZANOWSKI Grzegorz Tomasz;4012;28.95;13860;B Brzegu;M
160101;3;NIESŁUCHOWSKI Jacek Rafał;3074;22.18;13860;B Brzegu;M
160102;1;PULIT Andrzej;730;50.00;1460;WG Skarbimierz;S
160103;1;ANTONIEWICZ Marek Andrzej;3568;53.61;6655;B Grodkowa;M
160103;2;WASILENKO-MIKUTA Agata Danuta;1893;28.44;6655;B Grodkowa;M
160103;3;JÓŹKÓW Jan Wiktor;1194;17.94;6655;B Grodkowa;M
160104;1;KOTARA Artur Leopold;893;50.00;1786;B Lewina Brzeskiego;S
160105;1;GĄSIOROWSKI Bogusław Edward;1755;49.70;3531;WG Lubsza;M
160105;2;LECHOWSKA Grażyna Bronisława;672;19.03;3531;WG Lubsza;M
160105;3;BEZUSZKO Łukasz Krzysztof;577;16.34;3531;WG Lubsza;M
160105;4;MINOSORA Jan Krzysztof;527;14.92;3531;WG Lubsza;M
160106;1;RABCZEWSKA Aneta Ewa;497;50.00;994;WG Olszanka;S
160201;1;KRUPA Tomasz Jacek;1029;39.02;2637;B Gminy Baborów;M
160201;2;KOBIERSKA-MRÓZ Anna Magdalena;814;30.87;2637;B Gminy Baborów;M
160201;3;KIELSKA Elżbieta;794;30.11;2637;B Gminy Baborów;M
160202;1;BACA Sebastian Rafał;2346;85.25;2752;WG Branice;M
160202;2;SŁOWIK Krzysztof;406;14.75;2752;WG Branice;M
160203;1;KRUPA Adam;5830;60.92;9570;B Głubczyc;M
160203;2;SŁODKOWSKA Elżbieta Regina;2075;21.68;9570;B Głubczyc;M
160203;3;MRÓZ Mariusz Józef;1665;17.40;9570;B Głubczyc;M
160204;1;PRZYSIĘŻNA - BATOR Dorota Iwona;2546;54.85;4642;B Kietrza;M
160204;2;KAMIŃSKI Dariusz;1067;22.99;4642;B Kietrza;M
160204;3;ŁOBOS Krzysztof Zygmunt;1029;22.17;4642;B Kietrza;M
160301;1;NOWOSIELSKA Sabina Józefa;11807;53.58;22035;PM Kędzierzyn-Koźle;M
160301;2;PIASECKI Marek Jarosław;4579;20.78;22035;PM Kędzierzyn-Koźle;M
160301;3;CHRZANOWSKI Andrzej;4257;19.32;22035;PM Kędzierzyn-Koźle;M
160301;4;MAZUR Andrzej Michał;1392;6.32;22035;PM Kędzierzyn-Koźle;M
160302;1;FICOŃ Krzysztof Marek;410;50.00;820;WG Bierawa;S
160303;1;FRISCHKO Rajmund Jan;1495;73.28;2040;WG Cisek;M
160303;2;SĄCZAWA Elżbieta Barbara;545;26.72;2040;WG Cisek;M
160304;1;TREFFON Jerzy Mikołaj;512;50.00;1024;WG Pawłowiczki;S
160305;1;KANZY Piotr Paweł;1258;81.58;1542;WG Polska Cerekiew;M
160305;2;KORECKI Jerzy;284;18.42;1542;WG Polska Cerekiew;M
160306;1;KANDZIORA Tomasz Hubert;1698;59.29;2864;WG Reńska Wieś;M
160306;2;GREGER Norbert Jan;898;31.35;2864;WG Reńska Wieś;M
160306;3;SAMBOK Klaudiusz Antoni;181;6.32;2864;WG Reńska Wieś;M
160306;4;IZAAK Patryk Marian;87;3.04;2864;WG Reńska Wieś;M
160401;1;SOBANIA Iwona Jadwiga;1837;48.93;3754;B Byczyny;M
160401;2;WIŚNIEWSKI Zygmunt Józef;1004;26.74;3754;B Byczyny;M
160401;3;ŚWIERCZEK Robert Henryk;913;24.32;3754;B Byczyny;M
160402;1;KIELAR Jarosław Krzysztof;10659;77.76;13707;BM Kluczborka;M
160402;2;KONARSKI Stanisław Jan;3048;22.24;13707;BM Kluczborka;M
160403;1;GAGAT Daniel Józef;1619;69.51;2329;WG Lasowice Wielkie;M
160403;2;KINDER Rajmund Józef;710;30.49;2329;WG Lasowice Wielkie;M
160404;1;WIĄCEK Jan Leszek;3650;75.21;4853;B Wołczyna;M
160404;2;KOŻUCHOWSKI Piotr Marek;1203;24.79;4853;B Wołczyna;M
160501;1;WOJTALA Joachim Jerzy;3062;74.00;4138;B Gogolina;M
160501;2;SZYMAŁA Piotr;1076;26.00;4138;B Gogolina;M
160502;1;KASIURA Andrzej;4758;52.82;9008;B Krapkowic;M
160502;2;SONIK Maciej Ryszard;4250;47.18;9008;B Krapkowic;M
160503;1;PIETRUSZKA Marek Jan;2140;68.24;3136;WG Strzeleczki;M
160503;2;KNURA Zygmunt Marian;996;31.76;3136;WG Strzeleczki;M
160504;1;ŚMIECH Marek Paweł;211;50.00;422;WG Walce;S
160505;1;ZIMERMAN Sybila Antonina;4166;83.37;4997;B Zdzieszowic;M
160505;2;STANUCHOWSKI Dariusz;831;16.63;4997;B Zdzieszowic;M
160601;1;MEDYK Urszula Teresa;980;50.28;1949;WG Domaszowice;M
160601;2;DŁUBAK Tomasz Aleksander;969;49.72;1949;WG Domaszowice;M
160602;1;STAWIARSKI Bartłomiej Eugeniusz;4604;39.49;11660;B Namysłowa;M
160602;2;KRUSZYŃSKI Julian;3171;27.20;11660;B Namysłowa;M
160602;3;WŁODARCZYK Artur Zenon;2735;23.46;11660;B Namysłowa;M
160602;4;KUCHCZYŃSKI Krzysztof Andrzej;1150;9.86;11660;B Namysłowa;M
160603;1;ZAJĄC Barbara;1368;70.66;1936;WG Pokój;M
160603;2;ROGALSKI Józef Eugeniusz;568;29.34;1936;WG Pokój;M
160604;1;BEDNARZ Barbara Alina;620;35.21;1761;WG Świerczów;M
160604;2;GIENIECZKO Łukasz;498;28.28;1761;WG Świerczów;M
160604;3;ZAJĄC Cezary Jan;465;26.41;1761;WG Świerczów;M
160604;4;PIESZCZYK Agnieszka Stanisława;178;10.11;1761;WG Świerczów;M
160605;1;ZDYB Bogdan Franciszek;956;50.72;1885;WG Wilków;M
160605;2;MARSZAŁEK Irena Stefania;929;49.28;1885;WG Wilków;M
160701;1;SZUPRYCZYŃSKI Edward Leonard;4292;47.96;8950;B Głuchołaz;M
160701;2;PTAK Grzegorz Leszek;2314;25.85;8950;B Głuchołaz;M
160701;3;WOJNAROWSKI Jerzy Stanisław;1525;17.04;8950;B Głuchołaz;M
160701;4;CHABASIŃSKA Ewa;819;9.15;8950;B Głuchołaz;M
160702;1;CEBRAT Kazimierz;909;62.91;1445;WG Kamiennik;M
160702;2;TKACZ Krzysztof;279;19.31;1445;WG Kamiennik;M
160702;3;HELMIN - MAŁEK Lidia;257;17.79;1445;WG Kamiennik;M
160703;1;WÓJCIK Janusz Kazimierz;206;50.00;412;B Korfantowa;S
160704;1;KARPIŃSKI Tomasz Włodzimierz;305;50.00;610;WG Łambinowice;S
160705;1;KOLBIARZ Kordian Jan;14063;61.90;22718;B Nysy;M
160705;2;NAKONIECZNY Paweł Jerzy;2920;12.85;22718;B Nysy;M
160705;3;SMOTER Piotr;2682;11.81;22718;B Nysy;M
160705;4;TRYTKO-WARCZAK Jolanta Elżbieta;1924;8.47;22718;B Nysy;M
160705;5;HANKUS Tomasz Edward;1129;4.97;22718;B Nysy;M
160706;1;WOŹNIAK Jan Franciszek;3579;57.87;6185;B Otmuchowa;M
160706;2;NOWAKOWSKI Damian Sławomir;1531;24.75;6185;B Otmuchowa;M
160706;3;STĘPKOWSKI Jan Michał;1075;17.38;6185;B Otmuchowa;M
160707;1;ROLKA Artur Piotr;3908;74.40;5253;B Gminy Paczków;M
160707;2;DZIASEK Justyna Monika;1345;25.60;5253;B Gminy Paczków;M
160708;1;RACZYŃSKI Adam Piotr;1031;59.73;1726;WG Pakosławice;M
160708;2;NOSAL Jarosław Kazimierz;476;27.58;1726;WG Pakosławice;M
160708;3;STACHOŃ Wojciech Piotr;219;12.69;1726;WG Pakosławice;M
160709;1;DYBCZAK Barbara Alicja;1715;63.78;2689;WG Skoroszyce;M
160709;2;OSTACHOWSKA-BŁOCH Marzena Lucyna;719;26.74;2689;WG Skoroszyce;M
160709;3;WOREK Marcin Bartłomiej;255;9.48;2689;WG Skoroszyce;M
160801;1;JASIŃSKI Andrzej Ryszard;2094;62.98;3325;B Dobrodzienia;M
160801;2;KOŹLIK Róża Maria;1231;37.02;3325;B Dobrodzienia;M
160802;1;TOMALA Artur Joachim;1194;43.58;2740;B Gorzowa Śląskiego;M
160802;2;NOWAK Kryspin;1024;37.37;2740;B Gorzowa Śląskiego;M
160802;3;BACHOWSKA Agnieszka Izabela;522;19.05;2740;B Gorzowa Śląskiego;M
160803;1;LEWICKI Sylwester Piotr;1245;50.00;2490;B Olesna;S
160804;1;TKACZYŃSKI Jarosław Wojciech;2505;40.76;6145;B Praszki;M
160804;2;KITAJGRODZKI Zbigniew;1732;28.19;6145;B Praszki;M
160804;3;BILSKI Łukasz Damian;956;15.56;6145;B Praszki;M
160804;4;STOCHNIAŁEK Włodzimierz;952;15.49;6145;B Praszki;M
160805;1;KIERAT Włodzimierz Stanisław;863;55.11;1566;WG Radłów;M
160805;2;SZOPRUN Justyna Bożena;703;44.89;1566;WG Radłów;M
160806;1;DOMAŃSKI Grzegorz Roman;2147;56.20;3820;WG Rudniki;M
160806;2;PYZIAK Andrzej Tadeusz;1408;36.86;3820;WG Rudniki;M
160806;3;BELKA Ewa;265;6.94;3820;WG Rudniki;M
160807;1;CZAJA Waldemar Andrzej;830;57.16;1452;WG Zębowice;M
160807;2;LANGOSZ Edmund;622;42.84;1452;WG Zębowice;M
160901;1;CIECIOR Florian Jan;307;50.00;614;WG Chrząstowice;S
160902;1;GOŁĘBIOWSKA - JAREK Katarzyna;1893;54.84;3452;WG Dąbrowa;M
160902;2;LEJA Marek Karol;1559;45.16;3452;WG Dąbrowa;M
160903;1;SZLAPA Piotr Artur;1692;48.52;3487;WG Dobrzeń Wielki;M
160903;2;WRÓBEL Henryk Leon;961;27.56;3487;WG Dobrzeń Wielki;M
160903;3;SOŚNIK Franciszek Andrzej;834;23.92;3487;WG Dobrzeń Wielki;M
160904;1;PIETRUSZKA Leonard Józef;187;50.00;374;WG Komprachcice;S
160905;1;WĄSIAK Paweł Władysław;2137;55.62;3842;WG Łubniany;M
160905;2;BALDY Krystian Andrzej;1705;44.38;3842;WG Łubniany;M
160906;1;GOLENIA Michał Hubert;899;40.98;2194;WG Murów;M
160906;2;HASIK Ewa Zofia;552;25.16;2194;WG Murów;M
160906;3;PUŁAWSKI Andrzej Jan;542;24.70;2194;WG Murów;M
160906;4;JANAS Andrzej Mirosław;201;9.16;2194;WG Murów;M
160907;1;KONCEWICZ Dorota;2185;45.37;4816;B Niemodlina;M
160907;2;NIECKARZ Mariusz Stanisław;1339;27.80;4816;B Niemodlina;M
160907;3;WAJMAN Bartosz Eugeniusz;1096;22.76;4816;B Niemodlina;M
160907;4;ŻUREK Andrzej;196;4.07;4816;B Niemodlina;M
160908;1;LABUS Jan Józef;4238;59.07;7174;B Ozimka;M
160908;2;KLESZCZ Krzysztof;924;12.88;7174;B Ozimka;M
160908;3;JUROS Józef Tomasz;853;11.89;7174;B Ozimka;M
160908;4;GAJDA Ryszard Jan;705;9.83;7174;B Ozimka;M
160908;5;ADAMCZYK Kewin Jerzy;235;3.28;7174;B Ozimka;M
160908;6;BARTNICKA - SZEWCZYK Aleksandra Anna;219;3.05;7174;B Ozimka;M
160909;1;STELMACH Sybilla;1496;47.78;3131;WG Popielów;M
160909;2;KUPKA Marieta;1180;37.69;3131;WG Popielów;M
160909;3;SZAFRAŃSKI Piotr Józef;455;14.53;3131;WG Popielów;M
160910;1;CEBULA Krzysztof Paweł;1712;51.49;3325;B Prószkowa;M
160910;2;MALIK Róża Maria;1613;48.51;3325;B Prószkowa;M
160911;1;MUTZ Krzysztof;2507;69.87;3588;WG Tarnów Opolski;M
160911;2;JOŚKO Gabriela Franciszka;1081;30.13;3588;WG Tarnów Opolski;M
160912;1;WESOŁOWSKI Andrzej;271;50.00;542;B Tułowic;S
160913;1;PIKOS Dominik;1954;55.18;3541;WG Turawa;M
160913;2;KAMPA Waldemar Józef;1587;44.82;3541;WG Turawa;M
161001;1;PLICKO Edward Józef;2819;68.37;4123;B Białej;M
161001;2;RODEN Robert Jan;1304;31.63;4123;B Białej;M
161002;1;KAŁAMARZ Andrzej Jan;1945;36.99;5258;B Głogówka;M
161002;2;BUJAK Piotr Marek;1913;36.38;5258;B Głogówka;M
161002;3;PELKA Marek Jan;1400;26.63;5258;B Głogówka;M
161003;1;KOZACZEK Mariusz Ryszard;968;47.97;2018;WG Lubrza;M
161003;2;BARWIENIEC Krzysztof Bogusław;811;40.19;2018;WG Lubrza;M
161003;3;JĘDRZEJ Grzegorz Aleksander;239;11.84;2018;WG Lubrza;M
161004;1;ZAWIŚLAK Grzegorz Józef;3922;37.33;10507;B Prudnika;M
161004;2;FEJDYCH Franciszek;3174;30.21;10507;B Prudnika;M
161004;3;BARAŃSKA Teresa;2579;24.55;10507;B Prudnika;M
161004;4;RYGOROWICZ Witold Tomasz;832;7.92;10507;B Prudnika;M
161101;1;PYTEL Brygida Teresa;535;50.00;1070;WG Izbicko;S
161102;1;WYCISŁO Marcin Piotr;195;50.00;390;WG Jemielnica;S
161103;1;ŻYŁKA Janusz Piotr;1093;49.95;2188;B Kolonowskiego;M
161103;2;KOSTON Norbert Józef;903;41.27;2188;B Kolonowskiego;M
161103;3;BEDNORZ Maria Magdalena;192;8.78;2188;B Kolonowskiego;M
161104;1;JASTRZEMBSKI Łukasz Stefan;548;50.00;1096;B Leśnicy;S
161105;1;GOC Tadeusz Franciszek;5488;51.60;10636;B Strzelec Opolskich;M
161105;2;RUDNER Henryk Wilhelm;3334;31.35;10636;B Strzelec Opolskich;M
161105;3;CHABRASZEWSKI Jan;1814;17.06;10636;B Strzelec Opolskich;M
161106;1;IBROM Hubert Jerzy;1289;46.43;2776;B Ujazdu;M
161106;2;GOLEC Sebastian Tomasz;1178;42.44;2776;B Ujazdu;M
161106;3;KOŁODZIEJ Piotr Jan;309;11.13;2776;B Ujazdu;M
161107;1;STACHOWSKI Mariusz Kazimierz;2011;58.85;3417;B Zawadzkiego;M
161107;2;KOWALCZYK Bartłomiej Stanisław;1235;36.14;3417;B Zawadzkiego;M
161107;3;DZIEMBALA Przemysław Szymon;171;5.00;3417;B Zawadzkiego;M
166101;1;WIŚNIEWSKI Arkadiusz;38285;70.35;54420;PM Opola;M
166101;2;POROWSKA Violetta Teresa;6289;11.56;54420;PM Opola;M
166101;3;KAMIŃSKA Barbara Ewa;5890;10.82;54420;PM Opola;M
166101;4;GAMBIEC Marcin Roch;1886;3.47;54420;PM Opola;M
166101;5;GRABOWSKI Paweł;1050;1.93;54420;PM Opola;M
166101;6;KLEPACZ Apolonia Weronika;1020;1.87;54420;PM Opola;M
180103;1;KOCHANOWICZ Bogusław Wojciech;354;50.00;708;WG w Czarnej;S
180105;1;MRÓZ Krzysztof Jacek;481;52.57;915;WG Lutowiska;M
180105;2;KRUPA Janusz Andrzej;279;30.49;915;WG Lutowiska;M
180105;3;GĄDEK Krzysztof;155;16.94;915;WG Lutowiska;M
180108;1;ROMOWICZ Bartosz;3786;51.45;7358;B Ustrzyk Dolnych;M
180108;2;URBAN Ryszard Marian;2221;30.18;7358;B Ustrzyk Dolnych;M
180108;3;GĄSIOR Krzysztof Jan;1351;18.36;7358;B Ustrzyk Dolnych;M
180201;1;STAPIŃSKI Szymon Wojciech;4753;42.94;11069;B Brzozowa;M
180201;2;RZEPKA Józef;3695;33.38;11069;B Brzozowa;M
180201;3;SZMYD Zdzisław Andrzej;2198;19.86;11069;B Brzozowa;M
180201;4;SZAŁAJKO Stanisław Michał;423;3.82;11069;B Brzozowa;M
180202;1;KĘDRA Jan;1535;53.63;2862;WG Domaradz;M
180202;2;WRONA Andrzej Zbigniew;733;25.61;2862;WG Domaradz;M
180202;3;LEŃ Zbigniew;427;14.92;2862;WG Domaradz;M
180202;4;RACHWAŁ Paweł Marian;167;5.84;2862;WG Domaradz;M
180203;1;ADAMSKI Jerzy Ferdynand;1586;44.87;3535;WG Dydnia;M
180203;2;POCAŁUŃ Alicja Anna;1567;44.33;3535;WG Dydnia;M
180203;3;KOT Andrzej;382;10.81;3535;WG Dydnia;M
180204;1;JAKIEL Stanisław;2071;54.12;3827;WG Haczów;M
180204;2;DĄBROWSKI Michał;1756;45.88;3827;WG Haczów;M
180205;1;BRZUSZEK Urszula Teresa;641;50.00;1282;WG Jasienica Rosielna;S
180206;1;ŻELAZNOWSKI Stanisław Jan;1552;43.99;3528;WG Nozdrzec;M
180206;2;OWSIANY Marek;1205;34.16;3528;WG Nozdrzec;M
180206;3;DOBOSZ Rafał Andrzej;771;21.85;3528;WG Nozdrzec;M
180301;1;SZEWCZYK Mariusz Krzysztof;8416;44.65;18850;BM Dębicy;M
180301;2;KUTRZEBA Mateusz Marek;7630;40.48;18850;BM Dębicy;M
180301;3;MICHOŃ Piotr Grzegorz;1709;9.07;18850;BM Dębicy;M
180301;4;GORCZYCA Tomasz;1095;5.81;18850;BM Dębicy;M
180302;1;STANISZEWSKI Wojciech Piotr;2951;53.04;5564;B Brzostku;M
180302;2;HIPSZER Paweł;2613;46.96;5564;B Brzostku;M
180303;1;CHUDY Józef;3567;63.75;5595;WG Czarna;M
180303;2;SUTKOWSKI Witold Piotr;2028;36.25;5595;WG Czarna;M
180304;1;ROKOSZ Stanisław Józef;5359;49.21;10891;WG Dębica;M
180304;2;PIENIĄŻEK Adam;3632;33.35;10891;WG Dębica;M
180304;3;ŻUREK Agnieszka;1900;17.45;10891;WG Dębica;M
180305;1;JANIGA Jan Józef;1813;73.70;2460;WG Jodłowa;M
180305;2;KAPŁON Stanisław Jan;328;13.33;2460;WG Jodłowa;M
180305;3;KITA Grzegorz;319;12.97;2460;WG Jodłowa;M
180306;1;GOŁĘBIOWSKA Ewa Marianna;5276;63.66;8288;B Pilzna;M
180306;2;URJASZ Jerzy;3012;36.34;8288;B Pilzna;M
180307;1;RĄCZKA Marek Stanisław;3028;47.72;6345;WG Żyraków;M
180307;2;TYLEC Krzysztof Jan;2516;39.65;6345;WG Żyraków;M
180307;3;MOSKAL Krzysztof;801;12.62;6345;WG Żyraków;M
180401;1;PALUCH Waldemar Krzysztof;10190;63.85;15959;BM Jarosławia;M
180401;2;WOŁOSZYN Bogdan Jerzy;4384;27.47;15959;BM Jarosławia;M
180401;3;MUZYCZKA Michał Piotr;1385;8.68;15959;BM Jarosławia;M
180402;1;PIZIURNY Mieczysław Józef;1068;42.52;2512;BM Radymna;M
180402;2;INDRA Krzysztof;752;29.94;2512;BM Radymna;M
180402;3;PIROŻEK Wiesław;509;20.26;2512;BM Radymna;M
180402;4;PUZIO Marek;183;7.29;2512;BM Radymna;M
180403;1;CZYŻ Andrzej Stanisław;998;39.48;2528;WG Chłopice;M
