teryt;exteryt;bb;center;===;tura;teryt;nrk;kto;wiek;miasto;glosy;glosyp;glosyn;wynik
320101;1;53.974280,15.915923 54.053994,16.035191;54.014137,15.975557;===;R1;320101;3;BURY Emilia Barbara;38;wyższe;Białogard,;3091;30.46;-1;Druga tura
320101;1;53.974280,15.915923 54.053994,16.035191;54.014137,15.975557;===;R1;320101;4;GLINKA Daniel Adam;41;wyższe;Białogard,;977;9.63;-1;Nie
320101;1;53.974280,15.915923 54.053994,16.035191;54.014137,15.975557;===;R1;320101;5;HARŁACZ Jerzy;55;średnie;Białogard,;1055;10.40;-1;Nie
320101;1;53.974280,15.915923 54.053994,16.035191;54.014137,15.975557;===;R1;320101;6;STRZAŁKOWSKI Stefan Zdzisław;61;wyższe;Białogard,;1832;18.05;-1;Nie
320102;2;53.873690,15.754439 54.115228,16.183952;53.994459,15.9691955;===;R1;320102;1;KUBSIK Piotr;35;Wyższe;Białogard,;606;20.70;-1;Nie
320102;2;53.873690,15.754439 54.115228,16.183952;53.994459,15.9691955;===;R1;320102;2;SMOLIŃSKI Jacek Wojciech;44;wyższe;Nasutowo,;1793;61.26;-1;Tak
320102;2;53.873690,15.754439 54.115228,16.183952;53.994459,15.9691955;===;R1;320102;3;SZTYMA-HORWAT Monika Małgorzata;44;Wyższe;Klępino Białogardzkie,;528;18.04;-1;Nie
320103;3;53.953831,15.720135 54.145655,15.952588;54.049743,15.8363615;===;R1;320103;1;BEDNARZ Krzysztof Józef;35;Wyższe;Karlino,;1041;31.98;-1;Nie
320103;3;53.953831,15.720135 54.145655,15.952588;54.049743,15.8363615;===;R1;320103;2;MIŚKO Waldemar Włodzimierz;57;wyższe;Karlino,;2214;68.02;-1;Tak
320104;3;53.808066,16.058665 54.042618,16.456955;53.925342,16.25781;===;R1;320104;1;FALANA Robert;41;wyższe;Tychowo,;1663;54.56;-1;Tak
320104;3;53.808066,16.058665 54.042618,16.456955;53.925342,16.25781;===;R1;320104;2;GUMIŃSKA-WASIAK Elżbieta Henryka;66;wyższe;Koszalin,;923;30.28;-1;Nie
320104;3;53.808066,16.058665 54.042618,16.456955;53.925342,16.25781;===;R1;320104;3;PAWLIK Jolanta;52;wyższe;Modrolas,;462;15.16;-1;Nie
320201;2;52.976401,15.543661 53.139411,15.859988;53.057906,15.7018245;===;R1;320201;1;BŁASZCZYK Adam;43;wyższe;Bierzwnik,;1081;49.84;-1;Nie
320201;2;52.976401,15.543661 53.139411,15.859988;53.057906,15.7018245;===;R1;320201;2;KOŁUDA Aneta Maria;43;wyższe;Płoszkowo,;1088;50.16;-1;Tak
320202;3;53.091013,15.253990 53.254634,15.670427;53.1728235,15.4622085;===;R1;320202;1;ADAMCZYK Robert;47;wyższe;Choszczno,;4158;46.72;-1;Druga tura
320202;3;53.091013,15.253990 53.254634,15.670427;53.1728235,15.4622085;===;R1;320202;2;KORZENIEWSKI Andrzej;46;wyższe;Choszczno,;3218;36.16;-1;Druga tura
320202;3;53.091013,15.253990 53.254634,15.670427;53.1728235,15.4622085;===;R1;320202;3;WIERZBA Piotr;36;średnie branżowe;Choszczno,;1524;17.12;-1;Nie
320203;3;53.110001,15.606603 53.314108,16.037087;53.2120545,15.821845;===;R1;320203;1;CHMIELEWSKI Andrzej Wojciech;59;Wyższe;Kiełpino,;969;44.82;-1;Druga tura
320203;3;53.110001,15.606603 53.314108,16.037087;53.2120545,15.821845;===;R1;320203;2;OLEJNIK-CZERWONKA Irmina Ewa;40;Wyższe;Barnimie,;1008;46.62;-1;Druga tura
320203;3;53.110001,15.606603 53.314108,16.037087;53.2120545,15.821845;===;R1;320203;3;SŁOTWIŃSKA Joanna Aneta;43;Wyższe;Drawno,;185;8.56;-1;Nie
320204;2;52.987286,15.387340 53.133295,15.594852;53.0602905,15.491096;===;R1;320204;1;BRZUSTOWICZ Bogdan Wojciech;52;Wyższe;Krzęcin,;1214;78.02;-1;Tak
320204;2;52.987286,15.387340 53.133295,15.594852;53.0602905,15.491096;===;R1;320204;2;SAJDAK-WASIK Agnieszka Andżelika;41;Wyższe;Chłopowo,;342;21.98;-1;Nie
320205;3;52.941641,15.204913 53.135341,15.457562;53.038491,15.3312375;===;R1;320205;1;KLUK Mirosław Józef;61;wyższe;Pełczyce,;1641;63.33%;950;Tak
320206;3;53.184137,15.451204 53.343908,15.698425;53.2640225,15.5748145;===;R1;320206;1;ŁOŃSKI Wiesław;57;wyższe;Recz,;890;41.26;-1;Druga tura
320206;3;53.184137,15.451204 53.343908,15.698425;53.2640225,15.5748145;===;R1;320206;2;POKORSKA Barbara;55;wyższe;Recz,;920;42.65;-1;Druga tura
320206;3;53.184137,15.451204 53.343908,15.698425;53.2640225,15.5748145;===;R1;320206;3;ŚLĘZAK Stefan Józef;55;wyższe;Recz,;347;16.09;-1;Nie
320301;3;53.421194,16.051917 53.693897,16.457906;53.5575455,16.2549115;===;R1;320301;1;GRZYMAŁA Jan Stanisław;37;Wyższe;Kołomąt,;685;14.50;-1;Nie
320301;3;53.421194,16.051917 53.693897,16.457906;53.5575455,16.2549115;===;R1;320301;2;KOŚMIDER Adam Sylwester;68;Wyższe;Czaplinek,;1013;21.44;-1;Nie
320301;3;53.421194,16.051917 53.693897,16.457906;53.5575455,16.2549115;===;R1;320301;3;KUCZYŃSKI Stanisław;52;Wyższe;Czarne Wielkie,;1636;34.62;-1;Druga tura
320301;3;53.421194,16.051917 53.693897,16.457906;53.5575455,16.2549115;===;R1;320301;4;NARUSZEWICZ Marcin Piotr;44;Wyższe;Koszalin,;1142;24.17;-1;Druga tura
320301;3;53.421194,16.051917 53.693897,16.457906;53.5575455,16.2549115;===;R1;320301;5;NOWICKI Maciej Mateusz;39;Średnie;Czaplinek,;249;5.27;-1;Nie
320302;3;53.380944,15.647045 53.677428,15.966624;53.529186,15.8068345;===;R1;320302;1;BUDZYŃSKI Tomasz Jan;41;wyższe;Łabędzie,;389;5.84;-1;Nie
320302;3;53.380944,15.647045 53.677428,15.966624;53.529186,15.8068345;===;R1;320302;2;CHOJNACKI Michał;39;Średnie;Drawsko Pomorskie,;576;8.65;-1;Nie
320302;3;53.380944,15.647045 53.677428,15.966624;53.529186,15.8068345;===;R1;320302;3;CZERWIŃSKI Krzysztof Jan;48;wyższe;Drawsko Pomorskie,;1723;25.87;-1;Druga tura
320302;3;53.380944,15.647045 53.677428,15.966624;53.529186,15.8068345;===;R1;320302;4;KOWALCZYK Wojciech Jan;43;Średnie;Żółte,;269;4.04;-1;Nie
320302;3;53.380944,15.647045 53.677428,15.966624;53.529186,15.8068345;===;R1;320302;5;PTAK Zbigniew;63;wyższe;Drawsko Pomorskie,;2183;32.77;-1;Druga tura
320302;3;53.380944,15.647045 53.677428,15.966624;53.529186,15.8068345;===;R1;320302;6;TALKO Leszek Antoni;60;wyższe;Drawsko Pomorskie,;733;11.00;-1;Nie
320302;3;53.380944,15.647045 53.677428,15.966624;53.529186,15.8068345;===;R1;320302;7;TYLKA Andrzej Stefan;42;wyższe;Drawsko Pomorskie,;788;11.83;-1;Nie
320303;3;53.200979,15.584516 53.439180,16.076150;53.3200795,15.830333;===;R1;320303;1;GARBACZ Janusz;59;wyższe ekonomiczne;Drawsko Pomorskie,;1348;44.21;-1;Druga tura
320303;3;53.200979,15.584516 53.439180,16.076150;53.3200795,15.830333;===;R1;320303;2;HYPKI Michał Robert;39;średnie;Kalisz Pomorski,;1020;33.45;-1;Druga tura
320303;3;53.200979,15.584516 53.439180,16.076150;53.3200795,15.830333;===;R1;320303;3;ROMANIUK Jacek;35;wyższe;Kalisz Pomorski,;344;11.28;-1;Nie
320303;3;53.200979,15.584516 53.439180,16.076150;53.3200795,15.830333;===;R1;320303;4;WIŚNIEWSKI Krzysztof;43;wyższe;Cybowo,;219;7.18;-1;Nie
320303;3;53.200979,15.584516 53.439180,16.076150;53.3200795,15.830333;===;R1;320303;5;ZYCH-TYTKO Joanna Krystyna;42;wyższe humanistyczne;Kalisz Pomorski,;118;3.87;-1;Nie
320305;2;53.365697,15.987466 53.510169,16.371090;53.437933,16.179278;===;R1;320305;1;SŁOMKA Maciej;48;Wyższe;Świerczyna,;780;45.88;-1;Nie
320305;2;53.365697,15.987466 53.510169,16.371090;53.437933,16.179278;===;R1;320305;2;SZEWCZYK Jan;64;wyższe;Wierzchowo,;920;54.12;-1;Tak
320306;3;53.418461,15.821107 53.651395,16.161010;53.534928,15.9910585;===;R1;320306;1;GŁODEK Małgorzata Mirosława;45;wyższe;Złocieniec,;1155;17.53;-1;Nie
320306;3;53.418461,15.821107 53.651395,16.161010;53.534928,15.9910585;===;R1;320306;2;SZADZEWICZ Jacek Piotr;33;wyższe;Złocieniec,;1142;17.34;-1;Nie
320306;3;53.418461,15.821107 53.651395,16.161010;53.534928,15.9910585;===;R1;320306;3;WŁODARCZYK Waldemar Krzysztof;60;wyższe techniczne;Złocieniec,;1890;28.69;-1;Druga tura
320306;3;53.418461,15.821107 53.651395,16.161010;53.534928,15.9910585;===;R1;320306;4;ZACHARZEWSKI Krzysztof Robert;46;wyższe;Złocieniec,;2400;36.44;-1;Druga tura
320402;3;53.402980,14.597607 53.682622,14.990773;53.542801,14.79419;===;R1;320402;1;BŹDZIUCH Mieczysław Andrzej;57;wyższe;Goleniów,;1197;8.64;-1;Nie
320402;3;53.402980,14.597607 53.682622,14.990773;53.542801,14.79419;===;R1;320402;2;FARYNIARZ Danuta;64;wyższe;Goleniów,;1917;13.83;-1;Nie
320402;3;53.402980,14.597607 53.682622,14.990773;53.542801,14.79419;===;R1;320402;3;KRUPOWICZ Robert Wiesław;51;wyższe;Stawno,;7358;53.10;-1;Tak
320402;3;53.402980,14.597607 53.682622,14.990773;53.542801,14.79419;===;R1;320402;4;MITUŁA Łukasz;36;wyższe;Goleniów,;1571;11.34;-1;Nie
320402;3;53.402980,14.597607 53.682622,14.990773;53.542801,14.79419;===;R1;320402;5;MUSZYŃSKA Aleksandra;32;wyższe;Goleniów,;1814;13.09;-1;Nie
320403;3;53.448240,14.910287 53.609094,15.236488;53.528667,15.0733875;===;R1;320403;1;BARYGA Grzegorz;45;średnie;Przemocze,;587;17.09;-1;Nie
320403;3;53.448240,14.910287 53.609094,15.236488;53.528667,15.0733875;===;R1;320403;2;PIESIO Paweł Franciszek;46;wyższe;MASZEWO,;1133;32.99;-1;Druga tura
320403;3;53.448240,14.910287 53.609094,15.236488;53.528667,15.0733875;===;R1;320403;3;STORMA-PIOTROWSKA Małgorzata Krystyna;37;wyższe;Nastazin,;1025;29.85;-1;Druga tura
320403;3;53.448240,14.910287 53.609094,15.236488;53.528667,15.0733875;===;R1;320403;4;ŻABICKA Izabela Małgorzata;44;wyższe;MASZEWO,;689;20.06;-1;Nie
320404;3;53.586971,14.932881 53.796538,15.326968;53.6917545,15.1299245;===;R1;320404;1;CZAPLA Robert Antoni;43;wyższe;Nowogard,;4960;47.13;-1;Druga tura
320404;3;53.586971,14.932881 53.796538,15.326968;53.6917545,15.1299245;===;R1;320404;2;NIERADKA Marcin Michał;34;wyższe;Nowogard,;1072;10.19;-1;Nie
320404;3;53.586971,14.932881 53.796538,15.326968;53.6917545,15.1299245;===;R1;320404;3;PAWLAK Jowita Agata;44;wyższe;Nowogard,;3442;32.71;-1;Druga tura
320404;3;53.586971,14.932881 53.796538,15.326968;53.6917545,15.1299245;===;R1;320404;4;SANIUK Stanisław Michał;64;wyższe;Nowogard,;563;5.35;-1;Nie
320404;3;53.586971,14.932881 53.796538,15.326968;53.6917545,15.1299245;===;R1;320404;5;SŁOMSKI Piotr;34;wyższe;Nowogard,;486;4.62;-1;Nie
320405;2;53.559898,14.902916 53.681949,15.106999;53.6209235,15.0049575;===;R1;320405;1;SZWEDO Krzysztof Zbigniew;59;wyższe;Osina,;934;70.49;-1;Tak
320405;2;53.559898,14.902916 53.681949,15.106999;53.6209235,15.0049575;===;R1;320405;2;WRÓBEL Rafał Andrzej;42;wyższe;Kościuszki,;391;29.51;-1;Nie
320406;2;53.664084,14.658520 53.817724,14.971416;53.740904,14.814968;===;R1;320406;1;KUBIAK Anna Katarzyna;33;wyższe;Czarnogłowy,;584;34.80;-1;Nie
320406;2;53.664084,14.658520 53.817724,14.971416;53.740904,14.814968;===;R1;320406;2;ŁAWICKA Lilia Julia;61;wyższe;Łoźnica,;1094;65.20;-1;Tak
320407;3;53.597232,14.381416 53.796681,14.834775;53.6969565,14.6080955;===;R1;320407;1;KORDZIELEWSKI Sasza Radosław;26;wyższe;Stepnica,;371;22.65;-1;Nie
320407;3;53.597232,14.381416 53.796681,14.834775;53.6969565,14.6080955;===;R1;320407;2;WYGANOWSKI Andrzej;67;wyższe;Stepniczka,;1267;77.35;-1;Tak
320501;2;53.910258,15.262880 54.040834,15.466359;53.975546,15.3646195;===;R1;320501;1;GNOSOWSKI Stanisław;58;średnie rolnicze;Mołstowo,;360;22.14;-1;Nie
320501;2;53.910258,15.262880 54.040834,15.466359;53.975546,15.3646195;===;R1;320501;2;PRZYBYSŁAWSKA Lilia Agata;63;średnie;Dargosław,;295;18.14;-1;Nie
320501;2;53.910258,15.262880 54.040834,15.466359;53.975546,15.3646195;===;R1;320501;3;ZINOWIK Michał;32;wyższe humanistyczne;Brojce,;971;59.72;-1;Tak
320502;3;53.812354,15.021293 54.008691,15.307066;53.9105225,15.1641795;===;R1;320502;1;BROŻYŃSKI Krzysztof Mieczysław;53;wyższe;Gryfice,;1173;11.76;-1;Nie
320502;3;53.812354,15.021293 54.008691,15.307066;53.9105225,15.1641795;===;R1;320502;2;CHABOWSKI Zbigniew Tadeusz;59;wyższe;Świeszewo,;958;9.60;-1;Nie
320502;3;53.812354,15.021293 54.008691,15.307066;53.9105225,15.1641795;===;R1;320502;3;SMOLEŃSKA Beata;42;wyższe ekonomiczne;Gryfice,;3503;35.12;-1;Druga tura
320502;3;53.812354,15.021293 54.008691,15.307066;53.9105225,15.1641795;===;R1;320502;4;SZCZYGIEŁ Andrzej Wacław;72;wyższe;Trzygłów,;4341;43.52;-1;Druga tura
320503;2;53.960773,14.953732 54.093751,15.208863;54.027262,15.0812975;===;R1;320503;1;MRUK Henryk Andrzej;54;wyższe;Konarzewo,;826;39.88;-1;Nie
320503;2;53.960773,14.953732 54.093751,15.208863;54.027262,15.0812975;===;R1;320503;2;PUZDROWSKI Lech Andrzej;54;wyższe;Karnice,;1245;60.12;-1;Tak
320504;3;53.726792,15.083317 53.938800,15.484674;53.832796,15.2839955;===;R1;320504;1;KLIMKO Szymon Ryszard;45;wyższe;Płoty,;1075;27.95;-1;Druga tura
320504;3;53.726792,15.083317 53.938800,15.484674;53.832796,15.2839955;===;R1;320504;2;KOLANICA Mirosław;44;wyższe;Płoty,;265;6.89;-1;Nie
320504;3;53.726792,15.083317 53.938800,15.484674;53.832796,15.2839955;===;R1;320504;3;MACKIEWICZ Radosław Wojciech;63;wyższe;Płoty,;979;25.46;-1;Druga tura
320504;3;53.726792,15.083317 53.938800,15.484674;53.832796,15.2839955;===;R1;320504;4;PRZEDASZEK Jan;65;średnie;Płoty,;609;15.83;-1;Nie
320504;3;53.726792,15.083317 53.938800,15.484674;53.832796,15.2839955;===;R1;320504;5;PUTEK Alan;25;wyższe;Słudwia, Prawo i Sprawiedliwość;816;21.22;-1;Nie
320504;3;53.726792,15.083317 53.938800,15.484674;53.832796,15.2839955;===;R1;320504;6;ŚLĘGA Jarosław;37;wyższe;Czarne,;102;2.65;-1;Nie
320507;2;54.039238,14.895819 54.119723,15.187062;54.0794805,15.0414405;===;R1;320507;1;BRZEZIŃSKA Wioletta Maria;55;Wyższe;Rewal,;224;10.94;-1;Nie
320507;2;54.039238,14.895819 54.119723,15.187062;54.0794805,15.0414405;===;R1;320507;2;OŚWIĘCIMSKI Konstanty Tomasz;54;Wyższe;Niechorze,;929;45.38;-1;Druga tura
320507;2;54.039238,14.895819 54.119723,15.187062;54.0794805,15.0414405;===;R1;320507;3;ROGOWSKI Artur Bogumił;43;Wyższe;Rewal,;111;5.42;-1;Nie
320507;2;54.039238,14.895819 54.119723,15.187062;54.0794805,15.0414405;===;R1;320507;4;SALAMON Marzena;47;Średnie;Pobierowo,;783;38.25;-1;Druga tura
320508;3;53.979241,15.136189 54.159138,15.454918;54.0691895,15.2955535;===;R1;320508;1;BARAŃSKI Bogusław Stanisław;60;wyższe;Trzebiatów,;489;8.05;-1;Nie
320508;3;53.979241,15.136189 54.159138,15.454918;54.0691895,15.2955535;===;R1;320508;2;DOMAŃSKI Józef;70;średnie;Trzebiatów,;4197;69.05;-1;Tak
320508;3;53.979241,15.136189 54.159138,15.454918;54.0691895,15.2955535;===;R1;320508;3;WYSOCZAŃSKA Małgorzata Agata;52;wyższe;Mrzeżyno,;1392;22.90;-1;Nie
320601;2;52.989401,14.515386 53.192708,14.757231;53.0910545,14.6363085;===;R1;320601;1;AUGUSTYNIAK Arkadiusz;48;wyższe;Banie,;1109;46.89;-1;Druga tura
320601;2;52.989401,14.515386 53.192708,14.757231;53.0910545,14.6363085;===;R1;320601;2;BINKOWSKI Andrzej Józef;57;wyższe;Piaseczno,;300;12.68;-1;Nie
320601;2;52.989401,14.515386 53.192708,14.757231;53.0910545,14.6363085;===;R1;320601;3;KĘPA Michał;49;wyższe;Banie,;148;6.26;-1;Nie
320601;2;52.989401,14.515386 53.192708,14.757231;53.0910545,14.6363085;===;R1;320601;4;LESIEWICZ Szymon Tomasz;38;wyższe;Banie,;338;14.29;-1;Nie
320601;2;52.989401,14.515386 53.192708,14.757231;53.0910545,14.6363085;===;R1;320601;5;WOJTYŁA Małgorzata;48;wyższe;Sosnowo,;470;19.87;-1;Druga tura
320602;3;52.790092,14.122930 52.988795,14.318958;52.8894435,14.220944;===;R1;320602;1;KOTOWICZ Gabriela Barbara;54;wyższe;Stara Rudnica,;1029;48.36;-1;Nie
320602;3;52.790092,14.122930 52.988795,14.318958;52.8894435,14.220944;===;R1;320602;2;ZARZYCKI Adam Andrzej;63;wyższe;Cedynia,;1099;51.64;-1;Tak
320603;3;52.844097,14.209786 53.067426,14.626460;52.9557615,14.418123;===;R1;320603;1;FEDOROWICZ Adam Wojciech;56;Wyższe;Krajnik Górny,;1077;19.13;-1;Druga tura
320603;3;52.844097,14.209786 53.067426,14.626460;52.9557615,14.418123;===;R1;320603;2;MRÓZ Piotr;45;Wyższe;Chojna,;1066;18.93;-1;Nie
320603;3;52.844097,14.209786 53.067426,14.626460;52.9557615,14.418123;===;R1;320603;3;RAWECKA Barbara;57;Wyższe magisterskie;Chojna,;2590;46.00;-1;Druga tura
320603;3;52.844097,14.209786 53.067426,14.626460;52.9557615,14.418123;===;R1;320603;4;STEC Radosław;54;Średnie;Chojna,;897;15.93;-1;Nie
320604;3;53.142489,14.427999 53.361251,14.717673;53.25187,14.572836;===;R1;320604;1;KAWKA Jacek;51;wyższe techniczne i prawnicze;Gryfino,;1017;7.95;-1;Nie
320604;3;53.142489,14.427999 53.361251,14.717673;53.25187,14.572836;===;R1;320604;2;ROMANICZ Piotr;45;wyższe;Gryfino,;1903;14.87;-1;Nie
320604;3;53.142489,14.427999 53.361251,14.717673;53.25187,14.572836;===;R1;320604;3;SAWARYN Mieczysław Edward;58;wyższe;Szczawno,;6599;51.58;-1;Tak
320604;3;53.142489,14.427999 53.361251,14.717673;53.25187,14.572836;===;R1;320604;4;URBAŃSKI Andrzej;66;wyższe;Gryfino,;3275;25.60;-1;Nie
320605;3;52.679900,14.252710 52.862803,14.637035;52.7713515,14.4448725;===;R1;320605;1;GÓRECKA Anna Zofia;42;średnie;Mieszkowice,;348;12.70;-1;Nie
320605;3;52.679900,14.252710 52.862803,14.637035;52.7713515,14.4448725;===;R1;320605;2;MAZIAR Mirosław;40;wyższe;Plany,;558;20.36;-1;Nie
320605;3;52.679900,14.252710 52.862803,14.637035;52.7713515,14.4448725;===;R1;320605;3;SALWA Andrzej;56;średnie;Mieszkowice,;1835;66.95;-1;Tak
320606;3;52.796048,14.286715 52.909833,14.509486;52.8529405,14.3981005;===;R1;320606;1;OSTROWSKI Maciej Albin;45;średnie;Moryń,;283;15.99;-1;Nie
320606;3;52.796048,14.286715 52.909833,14.509486;52.8529405,14.3981005;===;R1;320606;2;PIĄTEK Józef Ryszard;58;Wyższe;Moryń,;1197;67.63;-1;Tak
320606;3;52.796048,14.286715 52.909833,14.509486;52.8529405,14.3981005;===;R1;320606;3;ŚMIŚNIEWICZ Ewelina Jadwiga;37;Wyższe;Gądno,;290;16.38;-1;Nie
320607;2;53.237527,14.575121 53.366065,14.875208;53.301796,14.7251645;===;R1;320607;1;GRZYWIŃSKA Marzena Mariola;58;wyższe;Stare Czarnowo,;1263;67.18;-1;Tak
320607;2;53.237527,14.575121 53.366065,14.875208;53.301796,14.7251645;===;R1;320607;2;ŁYSIK Arkadiusz;41;wyższe;Stare Czarnowo,;617;32.82;-1;Nie
320608;3;52.823475,14.504340 53.007051,14.761158;52.915263,14.632749;===;R1;320608;1;KITLAS Zbigniew Leszek;63;wyższe;Trzcińsko-Zdrój,;646;25.60;-1;Nie
320608;3;52.823475,14.504340 53.007051,14.761158;52.915263,14.632749;===;R1;320608;2;WOŹNIAK Maria;50;wyższe;Trzcińsko-Zdrój,;424;16.81;-1;Nie
320608;3;52.823475,14.504340 53.007051,14.761158;52.915263,14.632749;===;R1;320608;3;WRÓBEL Bartłomiej Daniel;38;wyższe;Trzcińsko-Zdrój,;1453;57.59;-1;Tak
320609;2;53.012369,14.357842 53.254941,14.570170;53.133655,14.464006;===;R1;320609;1;KUSY-KŁOS Anna Katarzyna;45;wyższe;Marwice,;1055;50.50;-1;Tak
320609;2;53.012369,14.357842 53.254941,14.570170;53.133655,14.464006;===;R1;320609;2;NOWAK Julitta Małgorzata;63;wyższe;Dobra,;1034;49.50;-1;Nie
320701;3;53.966830,14.650272 54.054619,14.904187;54.0107245,14.7772295;===;R1;320701;1;JÓŹWIAK Grzegorz Maciej;55;wyższe;Kamień Pomorski,;1496;85.44;-1;Tak
320701;3;53.966830,14.650272 54.054619,14.904187;54.0107245,14.7772295;===;R1;320701;2;OLSZEWSKI Marek;67;wyższe;Kamień Pomorski,;255;14.56;-1;Nie
320702;3;53.767820,14.769857 53.912067,15.096698;53.8399435,14.9332775;===;R1;320702;1;ADAMOWICZ Jadwiga Małgorzata;59;wyższe;Golczewo,;662;23.02;-1;Nie
320702;3;53.767820,14.769857 53.912067,15.096698;53.8399435,14.9332775;===;R1;320702;2;DANIELUK Andrzej Jan;59;wyższe;Golczewo,;831;28.89;-1;Druga tura
320702;3;53.767820,14.769857 53.912067,15.096698;53.8399435,14.9332775;===;R1;320702;3;MAŚLAK Marek Wincenty;59;wyższe;Kamień Pomorski,;172;5.98;-1;Nie
320702;3;53.767820,14.769857 53.912067,15.096698;53.8399435,14.9332775;===;R1;320702;4;ZIELIŃSKI Maciej;32;wyższe;Golczewo,;1211;42.11;-1;Druga tura
320703;3;53.859369,14.659761 54.038325,14.991794;53.948847,14.8257775;===;R1;320703;1;ABRAMOWICZ Dariusz Marek;60;Wyższe;Kamień Pomorski,;425;7.16;-1;Nie
320703;3;53.859369,14.659761 54.038325,14.991794;53.948847,14.8257775;===;R1;320703;2;HOMIK Jacek Józef;48;Wyższe;Kamień Pomorski,;740;12.46;-1;Nie
320703;3;53.859369,14.659761 54.038325,14.991794;53.948847,14.8257775;===;R1;320703;3;KURYŁŁO Stanisław;44;Średnie;Jarszewo,;3785;63.75;-1;Tak
320703;3;53.859369,14.659761 54.038325,14.991794;53.948847,14.8257775;===;R1;320703;4;MOTYKA Stanisław Jan;51;Wyższe;Kamień Pomorski,;987;16.62;-1;Nie
320704;3;53.772643,14.391693 53.987966,14.604353;53.8803045,14.498023;===;R1;320704;1;BOBEK Mateusz Witold;32;wyższe;MIĘDZYZDROJE,;1100;41.18;-1;Druga tura
320704;3;53.772643,14.391693 53.987966,14.604353;53.8803045,14.498023;===;R1;320704;2;CZYŻ Iwona;47;wyższe;MIĘDZYZDROJE,;641;24.00;-1;Nie
320704;3;53.772643,14.391693 53.987966,14.604353;53.8803045,14.498023;===;R1;320704;3;MAGDA Jan;61;średnie;WAPNICA,;747;27.97;-1;Druga tura
320704;3;53.772643,14.391693 53.987966,14.604353;53.8803045,14.498023;===;R1;320704;4;RING Stanisław Kazimierz;72;wyższe;MIĘDZYZDROJE,;183;6.85;-1;Nie
320705;2;53.883863,14.852324 54.047971,15.075728;53.965917,14.964026;===;R1;320705;1;ATRAS Krzysztof Stanisław;67;wyższe;Stuchowo,;636;32.87;-1;Nie
320705;2;53.883863,14.852324 54.047971,15.075728;53.965917,14.964026;===;R1;320705;2;DROZDOWICZ Radosław Daniel;32;wyższe;Świerzno,;1299;67.13;-1;Tak
320706;3;53.767629,14.470795 53.999783,14.801213;53.883706,14.636004;===;R1;320706;1;DUBRAWSKI Waldemar Marcin;42;Wyższe;Łuskowo,;1248;24.06;-1;Druga tura
320706;3;53.767629,14.470795 53.999783,14.801213;53.883706,14.636004;===;R1;320706;2;GRZYBOWSKA Ewa Małgorzata;53;Wyższe;Wolin,;1867;36.00;-1;Druga tura
320706;3;53.767629,14.470795 53.999783,14.801213;53.883706,14.636004;===;R1;320706;3;ŁUCZAK-ARYS Renata Jadwiga;54;Wyższe;Wolin,;242;4.67;-1;Nie
320706;3;53.767629,14.470795 53.999783,14.801213;53.883706,14.636004;===;R1;320706;4;MARCINIAK Krzysztof Wiesław;67;Wyższe;Wolin,;550;10.61;-1;Nie
320706;3;53.767629,14.470795 53.999783,14.801213;53.883706,14.636004;===;R1;320706;5;MATYS Marek Grzegorz;57;Wyższe;Wolin,;1060;20.44;-1;Nie
320706;3;53.767629,14.470795 53.999783,14.801213;53.883706,14.636004;===;R1;320706;6;SZUBERT Danuta Ewa;63;Wyższe;Wolin,;219;4.22;-1;Nie
320801;1;54.150005,15.513214 54.200946,15.686112;54.1754755,15.599663;===;R1;320801;1;BEJNAROWICZ Maciej;45;wyższe;Kołobrzeg,;4463;24.06;-1;Nie
320801;1;54.150005,15.513214 54.200946,15.686112;54.1754755,15.599663;===;R1;320801;2;BŁASZCZUK Zbigniew Antoni;68;wyższe;Kołobrzeg,;315;1.70;-1;Nie
320801;1;54.150005,15.513214 54.200946,15.686112;54.1754755,15.599663;===;R1;320801;3;MIECZKOWSKA Anna;51;wyższe;Kołobrzeg,;7561;40.76;-1;Druga tura
320801;1;54.150005,15.513214 54.200946,15.686112;54.1754755,15.599663;===;R1;320801;4;WOŹNIAK Jacek Artur;45;wyższe;Kołobrzeg,;5779;31.16;-1;Druga tura
320801;1;54.150005,15.513214 54.200946,15.686112;54.1754755,15.599663;===;R1;320801;5;ZARZYCKI Ireneusz;70;wyższe;Kołobrzeg,;431;2.32;-1;Nie
320802;2;54.066447,15.632065 54.173778,15.880526;54.1201125,15.7562955;===;R1;320802;1;STARCZYK Grzegorz;37;Wyższe;Miechęcino,;1851;89.12%;226;Tak
320803;3;53.954571,15.567136 54.109292,15.754519;54.0319315,15.6608275;===;R1;320803;1;SIERADZKI Marian Józef;60;wyższe;Gościno,;1308;70.51;-1;Tak
320803;3;53.954571,15.567136 54.109292,15.754519;54.0319315,15.6608275;===;R1;320803;2;SŁOMCZEWSKI Ryszard;64;wyższe;Robuń,;547;29.49;-1;Nie
