pgnw_psl;pgnw_pis;pgn_po;pgnw;psl;pis;po;teryt;powiat;powiatsrodek;bbpowiat
-0.0008707672;-0.088647606;-0.094760941;20.793091;39.079477;28.920385;12.338425;1425;radomski;51.4025081 21.1632039;51.4814862 21.2585886 51.3486449 21.0493592
-0.0024514485;0.022583030;-0.163991409;16.337826;16.416179;8.937749;67.702767;2009;sejneński;54.0502486 23.3185391;54.2970594 23.5286376 53.8935909 23.0800489
-0.0042883333;-0.143745328;-0.048097778;21.195677;25.090607;46.120715;18.361192;1216;tarnowski;50.0366554 20.9777456;50.0665457 21.0623702 49.9857418 20.891442
-0.0059065684;-0.064229524;-0.209666174;14.328182;9.317914;18.011008;24.541937;3063;m.Leszno;51.8419861 16.5937545;51.881439 16.6239259 51.8066771 16.5272701
-0.0062079463;-0.237489085;-0.407997335;20.953333;55.863489;20.969817;9.226149;1436;zwoleński;51.3354069 21.5724503;51.5006226 21.8564877 51.216734 21.3248294
-0.0064254267;-0.342749934;-0.221146139;22.640526;53.288163;22.264173;10.509751;1015;skierniewicki;51.9607088 20.1602619;51.993307 20.2334071 51.9232019 20.1049414
-0.0113628874;-0.565229416;-0.582811949;26.646389;35.603487;33.965631;11.440824;1009;pajęczański;51.1816467 19.0385025;51.2999488 19.3125376 50.9708179 18.740648
-0.0115548957;-0.069777986;-0.219150763;15.145345;74.130372;11.675719;6.652675;2601;buski;50.4263927 20.8517485;50.6383231 21.1423371 50.2732875 20.6057215
-0.0126325723;-0.350932327;-0.135950211;15.862500;34.115251;46.795095;4.931602;0605;janowski;50.7250326 22.4424755;50.911765 22.6815608 50.5780121 22.1415613
-0.0169281082;-0.368889753;-0.225065477;18.981633;36.994563;34.470535;13.721206;1807;krośnieński(podkarpackie);49.7051244 21.7519259;49.7327295 21.8113959 49.6465801 21.6921313
-0.0276961693;0.187718442;0.061439965;9.551538;17.335597;38.971832;28.664474;1861;m.Krosno;49.6824761 21.7660531;49.7327295 21.8113959 49.6465801 21.6921313
-0.0280370990;-0.245942189;-0.303750067;13.417500;11.900562;26.940228;26.195561;0262;m.Legnica;51.2070067 16.1553231;51.2489915 16.2330988 51.1603912 16.0875623
-0.0286525219;0.066620112;-0.260546440;22.688276;41.594718;13.515345;23.470768;2210;nowodworski(pomorskie);54.2838325 19.070453;54.458356 19.6489457 54.1159752 18.8393144
-0.0308836357;-0.295798436;-0.203220195;24.261884;40.155836;19.999154;10.588183;2406;kłobucki;50.9492568 18.8752116;51.0993559 19.1292878 50.7679822 18.6126881
-0.0421510814;-0.252067621;-0.471442912;13.021000;10.707396;21.720051;23.432163;2470;m.Mysłowice;50.2080466 19.1660513;50.2669305 19.2392299 50.1530394 19.0683751
-0.0428473516;-0.187581640;-0.302393484;17.536979;17.352539;28.020484;20.960642;2415;wodzisławski;49.9884454 18.4693242;50.0869511 18.6118509 49.8994359 18.2390234
-0.0451926930;-0.186209737;-0.209901592;19.571803;18.567953;12.091836;27.672854;1603;kędzierzyńsko-kozielski;50.292428 18.1705709;50.4206059 18.4277288 50.1673598 17.9118433
-0.0459871656;-0.197438740;-0.223564332;22.553699;21.431922;17.400611;25.747791;2405;gliwicki;50.2874115 18.6576037;50.3752324 18.7546441 50.2272469 18.5445885
-0.0539723441;-0.209167778;-0.263734029;22.402339;44.677704;14.585535;21.900015;2814;olsztyński;53.783365 20.4735725;53.8289417 20.5660418 53.7230797 20.3653558
-0.0565830209;0.022833746;-0.118299880;24.185652;33.356232;20.610767;19.840133;0209;legnicki;51.2067684 16.1593249;51.2489915 16.2330988 51.1603912 16.0875623
-0.0660609138;-0.149122497;-0.221543673;16.510139;54.764497;22.807482;8.414816;1007;opoczyński;51.4037758 20.2645148;51.6011589 20.534255 51.1836361 19.8558701
-0.0830371254;-0.429789493;-0.318921508;30.436585;45.446906;12.944918;18.626355;2216;sztumski;53.8977272 19.2164378;54.0276689 19.5829572 53.774778 18.8603072
-0.0838858289;-0.072260517;-0.137805019;19.825517;44.225609;30.859500;9.153210;0620;zamojski;50.7220225 23.2525495;50.7503649 23.3067911 50.6924001 23.190234
-0.0856636633;-0.024135743;-0.089968124;21.358242;35.665369;19.416567;32.646509;0603;chełmski;51.1368642 23.4784508;51.1678962 23.5593773 51.1032703 23.420034
-0.0871182925;-0.096384625;-0.193845161;18.364524;46.071690;30.560718;9.385466;0609;lubelski;51.2474183 22.5734334;51.2964846 22.6735312 51.1397334 22.4540091
-0.0892498174;-0.457453127;-0.480805823;9.472692;8.214539;30.728916;30.230171;2461;m.Bielsko-Biała;49.8223768 19.0583845;49.8877222 19.1300201 49.7366781 18.9445044
-0.0950027031;0.173209028;-0.245682421;26.193077;33.604210;18.590879;18.503904;3212;pyrzycki;53.1032411 14.9137558;53.2823789 15.21121 52.9698261 14.6644447
-0.0952348577;-0.234898311;-0.425572899;20.459706;36.053052;22.631131;28.605989;0217;strzeliński;50.8161834 17.0007158;50.9204088 17.354682 50.6131945 16.8584492
-0.0964040625;-0.196424207;-0.315379396;20.463878;41.272113;14.900725;34.629279;0416;tucholski;53.5545868 17.9946402;53.7809987 18.2754629 53.3828039 17.602688
-0.1060801995;-0.245703462;-0.241666276;23.991111;23.702097;25.490517;15.719145;0216;polkowicki;51.5113955 16.2543274;51.5115922 16.2634802 51.5096179 16.244933
-0.1167879040;0.129325461;0.083738843;23.207627;33.292749;32.004757;21.929545;1215;suski;49.7009444 19.6586221;49.831824 19.9124542 49.5682165 19.3706961
-0.1243462354;0.024817957;-0.163901839;23.140909;53.150457;22.199352;6.614506;1411;makowski;52.9226319 21.1729039;53.138345 21.4916421 52.7563203 20.8601717
-0.1267888782;-0.240508394;-0.216331844;23.345854;36.794105;15.353216;24.750985;0406;grudziądzki;53.4684288 18.7487561;53.5241893 18.8707562 53.4207959 18.6945624
-0.1321965358;-0.242002347;-0.268476247;9.673571;16.745593;34.853526;24.429817;1464;m.Siedlce;52.1676031 22.2901645;52.1958223 22.332724 52.1274696 22.2207208
-0.1423666532;-0.277415200;-0.250959184;22.847089;40.570321;20.877861;18.976719;0410;nakielski;53.0886873 17.5465361;53.2952398 17.8775263 52.8949211 17.301629
-0.1440698861;-0.251974987;-0.231812321;17.797000;67.457469;21.009455;3.063352;2613;włoszczowski;50.845232 19.979099;51.0481623 20.2411882 50.6158431 19.7044002
-0.1463575036;-0.058921383;-0.239492557;21.908485;42.936392;26.441639;11.903735;2012;suwalski;54.0962169 22.9216482;54.1648911 22.9945758 54.0405359 22.8636798
-0.1463891116;0.086093280;0.082068474;21.506842;46.364371;26.751636;15.051516;1021;brzeziński;51.8403972 19.7813314;51.9519824 20.0165037 51.7294475 19.6444941
-0.1470963065;-0.215370719;-0.160621947;23.527838;42.146452;14.030405;24.462893;0806;strzelecko-drezdenecki;52.9102052 15.7119884;53.1239582 15.9978252 52.7010452 15.282123
-0.1520729178;-0.113418864;-0.208769773;18.287424;54.961490;27.808538;7.610695;2612;staszowski;50.5333986 21.2017972;50.70485 21.5165016 50.3306514 20.8742405
-0.1532813194;-0.284310129;-0.198498975;23.330444;66.730338;12.346114;8.840883;3012;krotoszyński;51.6999106 17.4343646;51.9011551 17.7145658 51.5823431 17.1269524
-0.1540345117;-0.448146797;-0.399576560;11.714118;16.421247;37.650317;24.855808;0664;m.Zamość;50.7230879 23.2519686;50.7503649 23.3067911 50.6924001 23.190234
-0.1601859913;-0.166574625;-0.019970056;19.512212;43.421188;23.985628;7.227451;0601;bialski;52.0331887 23.1298104;52.0618288 23.2113791 51.9964631 23.0651822
-0.1673184171;-0.082645946;-0.185105388;18.049048;23.131432;47.892874;6.440735;1819;strzyżowski;49.9062558 21.7658112;49.9726542 22.0219393 49.7810651 21.4760868
-0.1757564514;-0.302038768;-0.167888136;20.254225;53.258186;22.066082;9.560218;1005;łowicki;52.0953911 19.8347615;52.3109661 20.128548 51.909387 19.5124228
-0.1777180784;0.052010534;-0.312660254;26.641509;51.987484;20.156350;15.075474;2803;działdowski;53.3050749 20.050474;53.4384817 20.4145814 53.1399971 19.68688
-0.1779057950;-0.104643394;-0.032010030;18.268194;57.577830;19.132301;9.749898;0616;rycki;51.6164904 21.9411996;51.7951426 22.2434373 51.52906 21.6171249
-0.1961292487;0.055276847;-0.158020442;19.838462;25.255671;36.010871;28.419640;1204;dąbrowski;50.232478 20.9656068;50.3537108 21.2228485 50.1066486 20.7273709
-0.2058577134;-0.254846725;-0.269979377;22.341528;36.389680;37.279643;9.561561;1416;ostrowski(mazowieckie);52.7570729 22.0412064;52.9805431 22.4736175 52.6095763 21.5906652
-0.2357714669;-0.103276024;0.046352521;19.079565;42.202307;32.088637;14.677875;1820;tarnobrzeski;50.5798603 21.6925451;50.655239 21.7961309 50.5129169 21.6032375
-0.2499489855;-0.022269116;-0.123590772;23.655278;29.649157;17.059014;22.639937;0224;ząbkowicki;50.589523 16.8122514;50.7161262 17.1626567 50.3973778 16.5795329
-0.2674416729;0.022328532;0.109412193;17.169111;51.779763;7.587253;12.144589;2005;hajnowski;52.7104134 23.6072363;52.9899911 23.9395652 52.4268491 23.1714893
-0.3093727644;-0.144260560;-0.200364733;17.295091;56.188001;23.867001;5.752227;0615;radzyński;51.7483711 22.6145744;51.9739839 23.0625838 51.5910078 22.3525126
-0.3760152798;0.009220977;-0.128989277;11.956279;9.245839;31.619430;23.760322;2467;m.Jastrzębie-Zdrój;49.9454207 18.6101103;50.023654 18.6867324 49.8965761 18.5138197
-0.3968914985;-0.455090266;-0.422050866;10.367778;21.042009;22.442619;39.657299;0662;m.Chełm;51.1431232 23.4711986;51.1678962 23.5593773 51.1032703 23.420034
-0.5065029638;-0.213741234;-0.085575664;16.812500;41.293799;33.725031;11.820106;2014;zambrowski;53.0024585 22.2851817;53.2035306 22.5894733 52.8418311 21.97606
-0.5394160259;0.075775191;-0.020954891;16.955625;62.656202;21.790092;6.042725;1410;łosicki;52.2287911 22.8868723;52.3835429 23.1283212 52.0656451 22.5657863
-0.5984602241;0.002773700;0.472630530;16.944194;72.264543;14.924517;4.986713;2603;kazimierski;50.2940577 20.519199;50.3906918 20.7745593 50.1855379 20.2826494
