pgnw_psl;pgnw_pis;pgn_po;pgnw;psl;pis;po;teryt
0.0245320579;-0.091175205;0.032495199;23.098831;52.155490;21.774253;10.243596;1406
0.0230796701;-0.529250467;-0.341824179;20.786364;60.523345;15.746708;12.730136;2816
0.0212029065;-0.327864807;-0.350046284;20.758644;42.413525;28.605021;10.128444;0612
0.0076205647;-0.254464015;-0.376658622;17.185000;31.439903;40.773119;19.441240;2013
0.0066023729;-0.207670261;-0.231699440;17.007952;31.262603;24.672230;27.855739;1212
0.0031680183;-0.108344256;-0.311126140;25.499333;23.734295;32.465008;24.349566;1801
-0.0008707672;-0.088647606;-0.094760941;20.793091;39.079477;28.920385;12.338425;1425
-0.0024514485;0.022583030;-0.163991409;16.337826;16.416179;8.937749;67.702767;2009
-0.0042883333;-0.143745328;-0.048097778;21.195677;25.090607;46.120715;18.361192;1216
-0.0059065684;-0.064229524;-0.209666174;14.328182;9.317914;18.011008;24.541937;3063
-0.0062079463;-0.237489085;-0.407997335;20.953333;55.863489;20.969817;9.226149;1436
-0.0064254267;-0.342749934;-0.221146139;22.640526;53.288163;22.264173;10.509751;1015
-0.0113628874;-0.565229416;-0.582811949;26.646389;35.603487;33.965631;11.440824;1009
-0.0115548957;-0.069777986;-0.219150763;15.145345;74.130372;11.675719;6.652675;2601
-0.0126325723;-0.350932327;-0.135950211;15.862500;34.115251;46.795095;4.931602;0605
-0.0169281082;-0.368889753;-0.225065477;18.981633;36.994563;34.470535;13.721206;1807
-0.0276961693;0.187718442;0.061439965;9.551538;17.335597;38.971832;28.664474;1861
-0.0280370990;-0.245942189;-0.303750067;13.417500;11.900562;26.940228;26.195561;0262
-0.0286525219;0.066620112;-0.260546440;22.688276;41.594718;13.515345;23.470768;2210
-0.0308836357;-0.295798436;-0.203220195;24.261884;40.155836;19.999154;10.588183;2406
-0.0421510814;-0.252067621;-0.471442912;13.021000;10.707396;21.720051;23.432163;2470
-0.0428473516;-0.187581640;-0.302393484;17.536979;17.352539;28.020484;20.960642;2415
-0.0451926930;-0.186209737;-0.209901592;19.571803;18.567953;12.091836;27.672854;1603
-0.0459871656;-0.197438740;-0.223564332;22.553699;21.431922;17.400611;25.747791;2405
-0.0539723441;-0.209167778;-0.263734029;22.402339;44.677704;14.585535;21.900015;2814
-0.0565830209;0.022833746;-0.118299880;24.185652;33.356232;20.610767;19.840133;0209
-0.0660609138;-0.149122497;-0.221543673;16.510139;54.764497;22.807482;8.414816;1007
-0.0830371254;-0.429789493;-0.318921508;30.436585;45.446906;12.944918;18.626355;2216
-0.0838858289;-0.072260517;-0.137805019;19.825517;44.225609;30.859500;9.153210;0620
-0.0856636633;-0.024135743;-0.089968124;21.358242;35.665369;19.416567;32.646509;0603
-0.0871182925;-0.096384625;-0.193845161;18.364524;46.071690;30.560718;9.385466;0609
-0.0892498174;-0.457453127;-0.480805823;9.472692;8.214539;30.728916;30.230171;2461
-0.0950027031;0.173209028;-0.245682421;26.193077;33.604210;18.590879;18.503904;3212
-0.0952348577;-0.234898311;-0.425572899;20.459706;36.053052;22.631131;28.605989;0217
-0.0964040625;-0.196424207;-0.315379396;20.463878;41.272113;14.900725;34.629279;0416
-0.1060801995;-0.245703462;-0.241666276;23.991111;23.702097;25.490517;15.719145;0216
-0.1167879040;0.129325461;0.083738843;23.207627;33.292749;32.004757;21.929545;1215
-0.1243462354;0.024817957;-0.163901839;23.140909;53.150457;22.199352;6.614506;1411
-0.1267888782;-0.240508394;-0.216331844;23.345854;36.794105;15.353216;24.750985;0406
-0.1321965358;-0.242002347;-0.268476247;9.673571;16.745593;34.853526;24.429817;1464
-0.1423666532;-0.277415200;-0.250959184;22.847089;40.570321;20.877861;18.976719;0410
-0.1440698861;-0.251974987;-0.231812321;17.797000;67.457469;21.009455;3.063352;2613
-0.1463575036;-0.058921383;-0.239492557;21.908485;42.936392;26.441639;11.903735;2012
-0.1463891116;0.086093280;0.082068474;21.506842;46.364371;26.751636;15.051516;1021
-0.1470963065;-0.215370719;-0.160621947;23.527838;42.146452;14.030405;24.462893;0806
-0.1520729178;-0.113418864;-0.208769773;18.287424;54.961490;27.808538;7.610695;2612
-0.1532813194;-0.284310129;-0.198498975;23.330444;66.730338;12.346114;8.840883;3012
-0.1540345117;-0.448146797;-0.399576560;11.714118;16.421247;37.650317;24.855808;0664
-0.1601859913;-0.166574625;-0.019970056;19.512212;43.421188;23.985628;7.227451;0601
-0.1673184171;-0.082645946;-0.185105388;18.049048;23.131432;47.892874;6.440735;1819
-0.1757564514;-0.302038768;-0.167888136;20.254225;53.258186;22.066082;9.560218;1005
-0.1777180784;0.052010534;-0.312660254;26.641509;51.987484;20.156350;15.075474;2803
-0.1779057950;-0.104643394;-0.032010030;18.268194;57.577830;19.132301;9.749898;0616
-0.1961292487;0.055276847;-0.158020442;19.838462;25.255671;36.010871;28.419640;1204
-0.2058577134;-0.254846725;-0.269979377;22.341528;36.389680;37.279643;9.561561;1416
-0.2357714669;-0.103276024;0.046352521;19.079565;42.202307;32.088637;14.677875;1820
-0.2499489855;-0.022269116;-0.123590772;23.655278;29.649157;17.059014;22.639937;0224
-0.2674416729;0.022328532;0.109412193;17.169111;51.779763;7.587253;12.144589;2005
-0.3093727644;-0.144260560;-0.200364733;17.295091;56.188001;23.867001;5.752227;0615
-0.3760152798;0.009220977;-0.128989277;11.956279;9.245839;31.619430;23.760322;2467
-0.3968914985;-0.455090266;-0.422050866;10.367778;21.042009;22.442619;39.657299;0662
-0.5065029638;-0.213741234;-0.085575664;16.812500;41.293799;33.725031;11.820106;2014
-0.5394160259;0.075775191;-0.020954891;16.955625;62.656202;21.790092;6.042725;1410
-0.5984602241;0.002773700;0.472630530;16.944194;72.264543;14.924517;4.986713;2603
