event;year;cat;sex;fid;cntry1;name1;winner;name2;cntry2;score1;score2;time;round;idr;ippon;stime;in;wn;yn
wc;2011;66;M;81;JPN;MORISHITA=Jumpei;L;SKILINSKAS=Vytautas;LTU;1 0 0=;0=;01:02;best 64;best 64;1;62;1;0;0
wc;2011;66;M;80;AZE;KARIMOV=Tarlan;L;SZOKE=Laszlo;ROU;1 0 0= █;0=;05:00;best 64;best 64;1;300;1;0;0
wc;2011;66;M;79;BEN;GNAHOUI=Jacob;R;KOZLOVS=Deniss;LAT;0=;1 0 1=;05:00;best 64;best 64;1;300;1;0;1
wc;2011;66;M;78;HUN;UNGVARI=Miklos;L;IVANOV=Martin;BUL;1 0=;0= █ █ █;05:00;best 64;best 64;0;300;0;1;0
wc;2011;66;M;77;ESP;URIARTE=Sugoi;R;POLLACK=Golan;ISR;1= █;1 1= █ █;05:00;best 64;best 64;0;300;0;1;2
wc;2011;66;M;76;UZB;FARMONOV=Mirzokhid;L;MALA=Neil;MOZ;1 0 0=;0=;00:11;best 64;best 64;1;11;1;0;0
wc;2011;66;M;75;POL;KOWALSKI=Tomasz;L;MONYATSIWA=Advent;BOT;1 0 1=;0=;02:42;best 64;best 64;1;162;1;0;1
wc;2011;66;M;74;CAN;POPIEL=Michal;R;MUKANOV=Azamat;KAZ;0= █ █;1 0 1= █;03:41;best 64;best 64;1;221;1;0;1
wc;2011;66;M;73;RUS;MOGUSHKOV=Musa;L;FARALDO=Francesco;ITA;1= █;0= █ █;05:51;best 64;best 64;0;351;0;0;1
wc;2011;66;M;72;VEN;VALDERRAMA=Ricardo;L;DUPRAT=Pierre;FRA;1 0 0= █ █;1=;03:55;best 64;best 64;1;235;1;0;1
wc;2011;66;M;71;LTU;TECHOV=Albert;R;SAYWELL=Jeremy;MLT;0= █ █;1= █;05:00;best 64;best 64;0;300;0;0;1
wc;2011;66;M;70;AUS;BROWN=Steven;L;DOLIVEIRA=Yanick;CPV;2=;0= █;05:00;best 64;best 64;0;300;0;0;2
wc;2011;66;M;69;JPN;EBINUMA=Masashi;L;BOLEN=Bradford;USA;1 1 0=;0=;02:53;best 64;best 64;1;173;1;1;0
wc;2011;66;M;68;BAR;WEITHERS=Asa;R;CHO=Jun-ho;KOR;0=;1 1 0=;00:34;best 64;best 64;1;34;1;1;0
wc;2011;66;M;67;PER;WONG=Alonso;R;NIEMELA=Niko-Tapio;FIN;0=;1 1=;05:00;best 64;best 64;0;300;0;1;1
wc;2011;66;M;66;GEO;ASUMBANI=David;L;DUBSKY=David;CZE;1 0= █;0= █;05:00;best 64;best 64;0;300;0;1;0
wc;2011;66;M;65;MGL;KHASHBAATAR=Tsagaanbaatar;L;LIU=Renwang;CHN;1 0= █;0= █;05:00;best 64;best 64;0;300;0;1;0
wc;2011;66;M;63;HAI;ALTENOR=Reginald;R;DE JONG=Jasper;NED;0= █;1 0 0= █;03:09;best 128;best 128;1;189;1;0;0
wc;2011;66;M;59;UZB;NORKOBILOV=Ulugbek;L;GEBISA=Seifu mekonnen;ETH;1 0 0=;0=;00:12;best 128;best 128;1;12;1;0;0
wc;2011;66;M;53;UAE;ALDEREI=Humaid;L;DZHANYBEK UULU=Ruslan;KGZ;1= █;0= █ █;05:00;best 128;best 128;0;300;0;0;1
wc;2011;66;M;49;RUS;GADANOV=Alim;L;EL KADIRI=Rachid;MAR;1 0 0=;0=;00:39;best 128;best 128;1;39;1;0;0
wc;2011;66;M;46;ALG;NOUARI=Youcef;R;AN=Jeong-Hwan;KOR;0=;1 0 1= █;04:36;best 128;best 128;1;276;1;0;1
wc;2011;66;M;42;ROU;FASIE=Dan;R;NAZARYAN=Armen;ARM;1= █ █ █;1 1= █ █;05:00;best 128;best 128;0;300;0;1;2
wc;2011;66;M;39;ZAM;PUNZA=Mathews;R;DOS SANTOS=Ivo;AUS;0= █;1 0 0= █;04:03;best 128;best 128;1;243;1;0;0
wc;2011;66;M;35;MDA;SOROCA=Igor;L;HONG=Kuk hyon;PRK;1 0 0= █;0= █;07:33;best 128;best 128;1;453;1;0;0
wc;2011;66;M;33;JPN;MORISHITA=Jumpei;L;MEHMEDOVIC=Sasha;CAN;1 0 1=;0= █ █;04:30;best 128;best 128;1;270;1;0;1
wc;2011;66;M;32;TKM;TEJENOV=Tejen;R;SZOKE=Laszlo;ROU;0= █ █;1 0 3=;05:00;best 128;best 128;1;300;1;0;3
wc;2011;66;M;28;BUL;IVANOV=Martin;L;FALLON=Craig;GBR;1 0 0= █;1 0= █;03:26;best 128;best 128;1;206;1;1;0
wc;2011;66;M;23;UKR;PLIIEV=Sergii;R;FARMONOV=Mirzokhid;UZB;1= █;1 0 1=;05:00;best 128;best 128;1;300;1;0;2
wc;2011;66;M;21;ESA;FIGUEROA=Carlos;R;KOWALSKI=Tomasz;POL;0= █ █;1 0 2=;04:23;best 128;best 128;1;263;1;0;2
wc;2011;66;M;17;RUS;MOGUSHKOV=Musa;L;MERIKHI=Mohamed;ALG;1 0 0=█;0=█;00:01;best 128;best 128;1;NA;1;0;0
wc;2011;66;M;16;CMR;MBIDA OBAMA=Francis;R;DUPRAT=Pierre;FRA;0=;1 0 0=;00:56;best 128;best 128;1;56;1;0;0
wc;2011;66;M;9;JPN;EBINUMA=Masashi;L;BAIALINOV=Islam;KGZ;1=;0=;05:00;best 128;best 128;0;300;0;0;1
wc;2011;66;M;8;MDA;OLEINIC=Vladimir;R;CHO=Jun-ho;KOR;0= █ █ █;1 0=;05:00;best 128;best 128;0;300;0;1;0
wc;2011;66;M;1;MGL;KHASHBAATAR=Tsagaanbaatar;L;NANDAL=Manjeet;IND;1 1 0=;0= █;03:37;best 128;best 128;1;217;1;1;0
wc;2011;70;F;67;FRA;DECOSSE=Lucie;L;BOSCH=Edith;NED;1 0= █;0= █ █ █;05:00;Final;r8;0;300;0;1;0
wc;2011;70;F;66;SLO;SRAKA=Rasa;R;MESZAROS=Anett;HUN;0= █;1 0 1= █;04:43;Bronze;r8;1;283;1;0;1
wc;2011;70;F;65;JPN;KUNIHARA=Yoriko;L;CORTES ALDAMA=Onix;CUB;1 0= █;0=;05:00;Bronze;r8;0;300;0;1;0
wc;2011;70;F;64;NED;BOSCH=Edith;L;CORTES ALDAMA=Onix;CUB;1= █;0= █ █;05:00;Semi Final;Semi Final;0;300;0;0;1
wc;2011;70;F;63;FRA;DECOSSE=Lucie;L;MESZAROS=Anett;HUN;1 0 0= █;0= █;02:15;Semi Final;Semi Final;1;135;1;0;0
wc;2011;70;F;62;SLO;SRAKA=Rasa;L;PASQUET=Marie;FRA;1=;0= █ █;05:00;Repechage;r5;0;300;0;0;1
wc;2011;70;F;61;PRK;SOL=Kyong;R;KUNIHARA=Yoriko;JPN;0= █ █;1 1=;05:00;Repechage;r5;0;300;0;1;1
wc;2011;70;F;60;FRA;PASQUET=Marie;R;CORTES ALDAMA=Onix;CUB;0= █ █;1 1= █;05:00;Quarter Final;Quarter Final;0;300;0;1;1
wc;2011;70;F;59;NED;BOSCH=Edith;L;SRAKA=Rasa;SLO;1 0 0=;0= █;05:00;Quarter Final;Quarter Final;1;300;1;0;0
wc;2011;70;F;58;JPN;KUNIHARA=Yoriko;R;MESZAROS=Anett;HUN;1=;1 1= █;05:00;Quarter Final;Quarter Final;0;300;0;1;2
wc;2011;70;F;57;FRA;DECOSSE=Lucie;L;SOL=Kyong;PRK;1 0 2= █;0= █ █;03:42;Quarter Final;Quarter Final;1;222;1;0;2
wc;2011;70;F;56;JPN;TACHIMOTO=Haruka;R;CORTES ALDAMA=Onix;CUB;0= █ █;2= █;05:00;best 16;best 16;0;300;0;0;2
wc;2011;70;F;55;ECU;CHALA=Vanessa;R;PASQUET=Marie;FRA;0=;1 0 0=;05:57;best 16;best 16;1;357;1;0;0
wc;2011;70;F;54;SLO;SRAKA=Rasa;L;PORTELA=Maria;BRA;1= █;0= █ █;05:00;best 16;best 16;0;300;0;0;1
wc;2011;70;F;53;NED;BOSCH=Edith;L;SMAL=Nataliya;UKR;1 0 0=;0= █;02:44;best 16;best 16;1;164;1;0;0
wc;2011;70;F;52;HUN;MESZAROS=Anett;L;MOSSONG=Lynn;LUX;1 0 1=;0= █;01:26;best 16;best 16;1;86;1;0;1
wc;2011;70;F;51;JPN;KUNIHARA=Yoriko;L;MILED=Houda;TUN;1 0=;0= █ █ █;05:00;best 16;best 16;0;300;0;1;0
wc;2011;70;F;50;GER;MARZOK=Iljana;R;SOL=Kyong;PRK;2= █ █;3= █ █;04:49;best 16;best 16;0;289;0;0;5
wc;2011;70;F;49;FRA;DECOSSE=Lucie;L;GUBADOVA=Anastasia;RUS;1 0 0=;0=;00:26;best 16;best 16;1;26;1;0;0
wc;2011;70;F;48;RUS;DAVYDOVA=Daria;R;CORTES ALDAMA=Onix;CUB;0= █ █ █;1 2=;05:00;best 32;best 32;0;300;0;1;2
wc;2011;70;F;47;JPN;TACHIMOTO=Haruka;L;BERNABEU=Maria;ESP;1 0 0=;0=;01:00;best 32;best 32;1;60;1;0;0
wc;2011;70;F;46;FRA;PASQUET=Marie;L;GEDUTYTE=Raimonda;LTU;1 0 1=;0= █ █ █;05:00;best 32;best 32;1;300;1;0;1
wc;2011;70;F;45;KOR;HWANG=Ye-sul;R;CHALA=Vanessa;ECU;0=;1 0 0=;01:14;best 32;best 32;1;74;1;0;0
wc;2011;70;F;44;BRA;PORTELA=Maria;L;ZUPANCIC=Kelita;CAN;1=;0= █;05:00;best 32;best 32;0;300;0;0;1
wc;2011;70;F;43;SLO;SRAKA=Rasa;L;CONWAY=Sally;GBR;1 0 2=;0= █ █;03:21;best 32;best 32;1;201;1;0;2
wc;2011;70;F;42;MRI;ST PIERRE=Melissa;R;SMAL=Nataliya;UKR;0=;1 0 0=;05:00;best 32;best 32;1;300;1;0;0
wc;2011;70;F;41;NED;BOSCH=Edith;L;CHEN=Fei;CHN;1 0 0=;0= █;08:00;best 32;best 32;1;480;1;0;0
wc;2011;70;F;40;LUX;MOSSONG=Lynn;L;COLLINS=Sara;AUS;1=;0=;05:00;best 32;best 32;0;300;0;0;1
wc;2011;70;F;39;HUN;MESZAROS=Anett;L;MENDOZA=Veronica;ESA;1 0 1=;0=;05:00;best 32;best 32;1;300;1;0;1
wc;2011;70;F;38;THA;THONGSRI=Surattana;R;MILED=Houda;TUN;0= █ █;2= █;05:00;best 32;best 32;0;300;0;0;2
wc;2011;70;F;37;JPN;KUNIHARA=Yoriko;L;BLANCO=Cecilia;ESP;1 0 0=;0= █;02:58;best 32;best 32;1;178;1;0;0
wc;2011;70;F;36;USA;SELL=Kathleen;R;SOL=Kyong;PRK;0= █ █ █;1 0 0=;05:00;best 32;best 32;1;300;1;0;0
wc;2011;70;F;35;COL;ALVEAR=Yuri;R;MARZOK=Iljana;GER;0=;1 1 1=;02:17;best 32;best 32;1;137;1;1;1
wc;2011;70;F;34;RUS;GUBADOVA=Anastasia;L;SAVENKO=Tetyana;UKR;1 0 0=;0=;01:01;best 32;best 32;1;61;1;0;0
wc;2011;70;F;33;FRA;DECOSSE=Lucie;L;BOLDER=Linda;NED;1 0 0= █;0=;03:20;best 32;best 32;1;200;1;0;0
wc;2011;70;F;32;CUB;CORTES ALDAMA=Onix;L;MARIJANOVIC=Kristina;CRO;1 0 0=;0= █ █ █;05:00;best 64;best 64;1;300;1;0;0
wc;2011;70;F;29;JPN;TACHIMOTO=Haruka;L;PUKITE=Evija;LAT;1 0 0=;0=;00:17;best 64;best 64;1;17;1;0;0
wc;2011;70;F;28;LTU;GEDUTYTE=Raimonda;L;HUANG=Shih han;TPE;1 0 0=;0=;02:57;best 64;best 64;1;177;1;0;0
wc;2011;70;F;25;KOR;HWANG=Ye-sul;L;KLYS=Katarzyna;POL;1=;0= █;05:20;best 64;best 64;0;320;0;0;1
wc;2011;70;F;21;SLO;SRAKA=Rasa;L;TRAN THI=Phuong Trang;VIE;1 0 0=;0= █;02:53;best 64;best 64;1;173;1;0;0
wc;2011;70;F;20;UKR;SMAL=Nataliya;L;NGARLEMDANA=Carine;CHA;1 0 0=;0=;00:01;best 64;best 64;1;NA;1;0;0
wc;2011;70;F;17;NED;BOSCH=Edith;L;URDABAYEVA=Marian;KAZ;1 1=;1 0=;05:00;best 64;best 64;0;300;0;2;1
wc;2011;70;F;15;NZL;DE VILLIERS=Moira;R;MOSSONG=Lynn;LUX;0=;1=;05:00;best 64;best 64;0;300;0;0;1
wc;2011;70;F;13;HUN;MESZAROS=Anett;L;ROBRA=Juliane;SUI;1= █;0=;08:00;best 64;best 64;0;480;0;0;1
wc;2011;70;F;11;RSA;DODDEMEADE=Chantelle;R;THONGSRI=Surattana;THA;0=;1 0 1=;05:00;best 64;best 64;1;300;1;0;1
wc;2011;70;F;9;JPN;KUNIHARA=Yoriko;L;BARBIERI=Erica;ITA;1 0 1=;0= █;01:47;best 64;best 64;1;107;1;0;1
wc;2011;70;F;7;USA;SELL=Kathleen;L;ZHANZUNOVA=Zhanar;KAZ;1= █;0=;05:00;best 64;best 64;0;300;0;0;1
wc;2011;70;F;6;KOR;CHOI=Mi-Young;R;MARZOK=Iljana;GER;0=;1 0 1=;05:00;best 64;best 64;1;300;1;0;1
wc;2011;70;F;3;ALG;HADDID=Kahina;R;GUBADOVA=Anastasia;RUS;1=;1 0 0=;03:21;best 64;best 64;1;201;1;0;1
wc;2011;70;F;1;FRA;DECOSSE=Lucie;L;MOREIRA=Antonia;ANG;1 0 1=;0= █;05:00;best 64;best 64;1;300;1;0;1
wc;2011;73;M;131;NED;ELMONT=Dex;R;NAKAYA=Riki;JPN;0= █ █;1= █;05:00;Final;r8;0;300;0;0;1
wc;2011;73;M;130;KAZ;IBRAGIMOV=Rinat;R;LEGRAND=Ugo;FRA;0=;1=;05:00;Bronze;r8;0;300;0;0;1
wc;2011;73;M;129;UZB;JURAKOBILOV=Navruz;L;AKIMOTO=Hiroyuki;JPN;1 0= █;1= █;05:00;Bronze;r8;0;300;0;1;1
wc;2011;73;M;128;JPN;NAKAYA=Riki;L;AKIMOTO=Hiroyuki;JPN;1 0= █;0=;05:00;Semi Final;Semi Final;0;300;0;1;0
wc;2011;73;M;127;FRA;LEGRAND=Ugo;R;ELMONT=Dex;NED;0=;0=;10:00;Semi Final;Semi Final;0;NA;0;0;0
wc;2011;73;M;126;KAZ;IBRAGIMOV=Rinat;L;ISAEV=Mansur;RUS;1=;0= █ █;05:00;Repechage;r5;0;300;0;0;1
wc;2011;73;M;125;UZB;JURAKOBILOV=Navruz;L;VAN TICHELT=Dirk;BEL;1 0= █;0=;05:54;Repechage;r5;0;354;0;1;0
wc;2011;73;M;124;JPN;AKIMOTO=Hiroyuki;L;ISAEV=Mansur;RUS;1=;0= █ █;05:00;Quarter Final;Quarter Final;0;300;0;0;1
wc;2011;73;M;123;JPN;NAKAYA=Riki;L;IBRAGIMOV=Rinat;KAZ;1 0 0=;0=;06:13;Quarter Final;Quarter Final;1;373;1;0;0
wc;2011;73;M;122;NED;ELMONT=Dex;L;VAN TICHELT=Dirk;BEL;1 0 0=;0=;01:15;Quarter Final;Quarter Final;1;75;1;0;0
wc;2011;73;M;121;FRA;LEGRAND=Ugo;L;JURAKOBILOV=Navruz;UZB;1= █;0= █ █;05:00;Quarter Final;Quarter Final;0;300;0;0;1
wc;2011;73;M;120;RUS;ISAEV=Mansur;L;DARBELET=Benjamin;FRA;1 1 1=;1 0=;04:33;best 16;best 16;1;273;1;2;1
wc;2011;73;M;119;JPN;AKIMOTO=Hiroyuki;L;ROTHBERG=Kunter;EST;1 1 2=;1 0=;03:16;best 16;best 16;1;196;1;2;2
wc;2011;73;M;118;POR;PINA=Joao;R;IBRAGIMOV=Rinat;KAZ;0=;1 0 0=;00:41;best 16;best 16;1;41;1;0;0
wc;2011;73;M;117;JPN;NAKAYA=Riki;L;SAINJARGAL=Nyam-ochir;MGL;1 0 0= █;0= █;05:40;best 16;best 16;1;340;1;0;0
wc;2011;73;M;116;BEL;VAN TICHELT=Dirk;L;ADAMIEC=Tomasz;POL;1=;0= █ █;03:44;best 16;best 16;0;224;0;0;1
wc;2011;73;M;115;NED;ELMONT=Dex;L;RIVAS=Antonio;VEN;1 0 0=;0=;00:13;best 16;best 16;1;13;1;0;0
wc;2011;73;M;114;UZB;JURAKOBILOV=Navruz;L;ELDRED=Michael;USA;1 0 1= █;0=;04:30;best 16;best 16;1;270;1;0;1
wc;2011;73;M;113;KOR;WANG=Ki-chun;R;LEGRAND=Ugo;FRA;0=;1 0 0=;00:15;best 16;best 16;1;15;1;0;0
wc;2011;73;M;112;FRA;DARBELET=Benjamin;L;JEZEK=Jaromir;CZE;1 0= █;0=;05:00;best 32;best 32;0;300;0;1;0
wc;2011;73;M;111;RUS;ISAEV=Mansur;L;WILLIAMS=Daniel;GBR;1=;0= █ █;05:00;best 32;best 32;0;300;0;0;1
wc;2011;73;M;110;EST;ROTHBERG=Kunter;L;MENDONCA=Bruno;BRA;1 0 1=;0= █;01:58;best 32;best 32;1;118;1;0;1
wc;2011;73;M;109;JPN;AKIMOTO=Hiroyuki;L;UEMATSU=Kiyoshi;ESP;1 1 1=;0= █ █;04:20;best 32;best 32;1;260;1;1;1
wc;2011;73;M;108;KAZ;IBRAGIMOV=Rinat;L;TYSHCHENKO=Anton;UKR;1 0 0=;0=;00:24;best 32;best 32;1;24;1;0;0
wc;2011;73;M;107;POR;PINA=Joao;L;SCHARINGER=Peter;AUT;1 1= █;0= █ █;05:00;best 32;best 32;0;300;0;1;1
wc;2011;73;M;106;MGL;SAINJARGAL=Nyam-ochir;L;REGIS=Andrea;ITA;1=;0= █;05:00;best 32;best 32;0;300;0;0;1
wc;2011;73;M;105;JPN;NAKAYA=Riki;L;CAMARA=Mohamed;MLI;1 1 1=;0= █;02:34;best 32;best 32;1;154;1;1;1
wc;2011;73;M;104;POL;ADAMIEC=Tomasz;L;MIRZALIYEV=Renat;AZE;1 0 0=;0=;00:28;best 32;best 32;1;28;1;0;0
wc;2011;73;M;103;BEL;VAN TICHELT=Dirk;L;NARTEY=Emmanuel;GHA;1= █;0= █ █;05:42;best 32;best 32;0;342;0;0;1
wc;2011;73;M;102;HKG;CHEUNG=Chi yip;R;RIVAS=Antonio;VEN;0=;1 1 0=;03:04;best 32;best 32;1;184;1;1;0
wc;2011;73;M;101;NED;ELMONT=Dex;L;LIU=Wei;CHN;1= █;0= █ █;07:18;best 32;best 32;0;438;0;0;1
wc;2011;73;M;100;USA;ELDRED=Michael;L;AYAD=Yassir;KSA;1 0 1=;0= █;04:07;best 32;best 32;1;247;1;0;1
wc;2011;73;M;99;RUS;KODZOKOV=Murat;R;JURAKOBILOV=Navruz;UZB;0=;1 0 0= █;04:01;best 32;best 32;1;241;1;0;0
wc;2011;73;M;98;FRA;LEGRAND=Ugo;L;ZARIPKANOV=Eldar;KAZ;1= █;0= █ █;05:00;best 32;best 32;0;300;0;0;1
wc;2011;73;M;97;KOR;WANG=Ki-chun;L;JEREB=Saso;SLO;1 0 1=;0=;03:37;best 32;best 32;1;217;1;0;1
wc;2011;73;M;96;NZL;CALDER=Lee;R;JEZEK=Jaromir;CZE;0= █;1 0 1=;03:08;best 64;best 64;1;188;1;0;1
wc;2011;73;M;95;FRA;DARBELET=Benjamin;L;MENDES=Magner;CPV;1 0 0=;0=;00:26;best 64;best 64;1;26;1;0;0
wc;2011;73;M;94;GEO;PAPOSHVILI=Tengizi;R;WILLIAMS=Daniel;GBR;1=;1 0= █ █;05:00;best 64;best 64;0;300;0;1;1
wc;2011;73;M;93;RUS;ISAEV=Mansur;L;DELPOPOLO=Nicholas;USA;1 0 0=;0=;03:59;best 64;best 64;1;239;1;0;0
wc;2011;73;M;92;BRA;MENDONCA=Bruno;L;MERGE=Adrian nicolae;ROU;1= █;0=;05:00;best 64;best 64;0;300;0;0;1
wc;2011;73;M;91;EST;ROTHBERG=Kunter;L;KINYANJUI=Isaac;KEN;1 0 0=;0= █;00:39;best 64;best 64;1;39;1;0;0
wc;2011;73;M;90;POL;WILKOMIRSKI=Krzysztof;R;UEMATSU=Kiyoshi;ESP;0= █;1=;06:47;best 64;best 64;0;407;0;0;1
wc;2011;73;M;89;JPN;AKIMOTO=Hiroyuki;L;VUI=Kinsley;PNG;1 0 0=;0=;00:14;best 64;best 64;1;14;1;0;0
wc;2011;73;M;88;NGR;SALIHU=Abbas;R;TYSHCHENKO=Anton;UKR;0= █;1 1 1=;01:43;best 64;best 64;1;103;1;1;1
wc;2011;73;M;87;KAZ;IBRAGIMOV=Rinat;L;BOODHOO=Jean yves;MRI;1 0 1=;0=;02:26;best 64;best 64;1;146;1;0;1
wc;2011;73;M;86;KGZ;KUBAKAEV=Azat;R;SCHARINGER=Peter;AUT;0= █ █ █;1 0=;05:00;best 64;best 64;0;300;0;1;0
wc;2011;73;M;85;POR;PINA=Joao;L;VANLIOGLU=Hasan;TUR;1 0 1= █ █;1=;05:10;best 64;best 64;1;310;1;0;2
wc;2011;73;M;84;ITA;REGIS=Andrea;L;RAMANCHYK=Aliaksei;BLR;1= █;0= █ █;05:00;best 64;best 64;0;300;0;0;1
wc;2011;73;M;83;MGL;SAINJARGAL=Nyam-ochir;L;TRUDOV=Marcel;MDA;1 0=;0= █;05:00;best 64;best 64;0;300;0;1;0
wc;2011;73;M;82;YEM;MATER=Zeyad;R;CAMARA=Mohamed;MLI;0= █ █;1=;05:00;best 64;best 64;0;300;0;0;1
wc;2011;73;M;81;JPN;NAKAYA=Riki;L;TRITTON=Nicholas;CAN;1 0 1=;0= █ █;05:00;best 64;best 64;1;300;1;0;1
wc;2011;73;M;80;THA;RALLI=Achilleus;R;MIRZALIYEV=Renat;AZE;0= █ █ █;1 1 0= █;04:46;best 64;best 64;1;286;1;1;0
wc;2011;73;M;79;ISR;PALELASHVILI=Josef;R;ADAMIEC=Tomasz;POL;0= █ █;1=;05:00;best 64;best 64;0;300;0;0;1
wc;2011;73;M;78;UKR;SOROKA=Volodymyr;R;NARTEY=Emmanuel;GHA;0= █;1 0 0=;02:01;best 64;best 64;1;121;1;0;0
wc;2011;73;M;77;BEL;VAN TICHELT=Dirk;L;MALOMAT=Ali;IRI;1= █;0= █ █;05:00;best 64;best 64;0;300;0;0;1
wc;2011;73;M;76;TKM;NURMUHAMMEDOV=Arslan;R;RIVAS=Antonio;VEN;0= █ █ █;1 1 0=;04:18;best 64;best 64;1;258;1;1;0
wc;2011;73;M;75;HKG;CHEUNG=Chi yip;L;MADEIRA=Edson;MOZ;1=;0= █ █;05:00;best 64;best 64;0;300;0;0;1
wc;2011;73;M;74;CHN;LIU=Wei;L;WATERHOUSE=Abner;SAM;1 0 1= █;0= █ █;02:14;best 64;best 64;1;134;1;0;1
wc;2011;73;M;73;NED;ELMONT=Dex;L;TATALASHVILI=Nugzari;GEO;1 0 0= █;0=;01:58;best 64;best 64;1;118;1;0;0
wc;2011;73;M;71;USA;ELDRED=Michael;L;KIM=Chol Su;PRK;1 0 0=;0=;05:00;best 64;best 64;1;300;1;0;0
wc;2011;73;M;70;SUI;PAPAUX=David;R;JURAKOBILOV=Navruz;UZB;0= █ █;1=;05:00;best 64;best 64;0;300;0;0;1
wc;2011;73;M;69;RUS;KODZOKOV=Murat;L;HAFIZ=Hussein;EGY;1 0 0= █;0= █;05:00;best 64;best 64;1;300;1;0;0
wc;2011;73;M;68;KAZ;ZARIPKANOV=Eldar;L;CAMOES=Mario;CPV;1 1 0=;0= █;01:39;best 64;best 64;1;99;1;1;0
wc;2011;73;M;67;COL;CASTRO=Derian;R;LEGRAND=Ugo;FRA;0=;1 0 0=;01:29;best 64;best 64;1;89;1;0;0
wc;2011;73;M;66;SLO;JEREB=Saso;L;KARAMPOURNIOTIS=Victor;GRE;1 0 0=;0=;00:22;best 64;best 64;1;22;1;0;0
wc;2011;73;M;65;KOR;WANG=Ki-chun;L;GANBAATAR=Odbayar;MGL;1 0 0= █;0= █;04:36;best 64;best 64;1;276;1;0;0
wc;2011;73;M;64;UAE;AL QUBAISI=Khalifa;R;JEZEK=Jaromir;CZE;0= █;1 0 0=;03:15;best 128;best 128;1;195;1;0;0
wc;2011;73;M;61;GER;VOELK=Christopher;R;DARBELET=Benjamin;FRA;0=;1 0 2=;04:52;best 128;best 128;1;292;1;0;2
wc;2011;73;M;59;GEO;PAPOSHVILI=Tengizi;L;MEJIA DE LA ROCA=Juan;GUA;1 1 0=;0= █ █ █;02:16;best 128;best 128;1;136;1;1;0
wc;2011;73;M;55;BRA;MENDONCA=Bruno;L;SHARIPOV=Mirali;UZB;1 0= █;0=;05:00;best 128;best 128;0;300;0;1;0
wc;2011;73;M;53;EST;ROTHBERG=Kunter;L;KOO=Hwan;KOR;1 0 0=;0=;01:06;best 128;best 128;1;66;1;0;0
wc;2011;73;M;52;CYP;LAZAROU=Alekos;R;UEMATSU=Kiyoshi;ESP;0=;1 1= █;05:00;best 128;best 128;0;300;0;1;1
wc;2011;73;M;49;JPN;AKIMOTO=Hiroyuki;L;GIRONES=Ronald;CUB;1 0 0=;0=;00:53;best 128;best 128;1;53;1;0;0
wc;2011;73;M;48;UKR;TYSHCHENKO=Anton;L;NAZAROV=Grigorios;GRE;3=;0= █ █;05:00;best 128;best 128;0;300;0;0;3
wc;2011;73;M;45;KAZ;IBRAGIMOV=Rinat;L;MIJALKOVIC=Milos;SRB;1 0=;0= █ █ █;05:00;best 128;best 128;0;300;0;1;0
wc;2011;73;M;42;CHN;ZENG=Qingdong;R;VANLIOGLU=Hasan;TUR;0=;1 0 1= █;04:14;best 128;best 128;1;254;1;0;1
wc;2011;73;M;39;ITA;REGIS=Andrea;L;BOQIEV=Rasul;TJK;1 0= █;0= █ █ █;05:00;best 128;best 128;0;300;0;1;0
wc;2011;73;M;37;MGL;SAINJARGAL=Nyam-ochir;L;MRDIC=Mitar;BIH;1 0 1= █ █;1= █;04:50;best 128;best 128;1;290;1;0;2
wc;2011;73;M;36;MLI;CAMARA=Mohamed;L;DONEGAN=Benjamin;AUS;1 0 0=;0= █ █ █;05:00;best 128;best 128;1;300;1;0;0
wc;2011;73;M;33;JPN;NAKAYA=Riki;L;SMITH=Aleni;SAM;1 0 1=;0= █;05:00;best 128;best 128;1;300;1;0;1
wc;2011;73;M;32;MRI;PAULIN=Macleon;R;MIRZALIYEV=Renat;AZE;0= █;1 0 0=;01:19;best 128;best 128;1;79;1;0;0
wc;2011;73;M;30;ANG;JOAO=Henrique;R;ADAMIEC=Tomasz;POL;0= █;1 0 0=;01:41;best 128;best 128;1;101;1;0;0
wc;2011;73;M;27;KGZ;MANTOBETOV=Alisher;R;SOROKA=Volodymyr;UKR;0= █;1 0 0=;02:14;best 128;best 128;1;134;1;0;0
wc;2011;73;M;22;MOZ;MADEIRA=Edson;L;DOWABOBO=Sled;NRU;1 0 0=;0= █;02:34;best 128;best 128;1;154;1;0;0
wc;2011;73;M;19;CHN;LIU=Wei;L;LAMOUR=Abdias Philippe;HAI;1 0 1=;0= █ █;05:00;best 128;best 128;1;300;1;0;1
wc;2011;73;M;17;NED;ELMONT=Dex;L;HUYSUZ=Sezer;TUR;1 0 0=;0=;01:17;best 128;best 128;1;77;1;0;0
wc;2011;73;M;16;BAR;MAXWELL=Kyle;R;AYAD=Yassir;KSA;0= █;1 0 0=;03:00;best 128;best 128;1;180;1;0;0
wc;2011;73;M;13;AUS;PEJIC=Nikola;R;ELDRED=Michael;USA;0=;1 0 0=;01:48;best 128;best 128;1;108;1;0;0
wc;2011;73;M;11;MDA;SCVORTOV=Victor;R;PAPAUX=David;SUI;1=;1 0 0=;05:00;best 128;best 128;1;300;1;0;1
wc;2011;73;M;10;EGY;HAFIZ=Hussein;L;MVONDO ETOGA=Bernard;CMR;1 0 0=;1=;02:09;best 128;best 128;1;129;1;0;1
