event;year;cat;sex;fid;cntry1;name1;winner;name2;cntry2;score1;score2;time;round;idr;ippon;stime;in;wn;yn
oo;2012;63;F;9;FRA;EMANE=Gevrise;L;HOWELL=Gemma;GBR;1 0 0=;0=;04:32;best 32;best 32;1;272;1;0;0
oo;2012;63;F;7;NED;WILLEBOORDSE=Elisabeth;L;CHAMMAS=Caren;LBN;1 1 0=;0= █;02:46;best 32;best 32;1;166;1;1;0
oo;2012;63;F;5;CHN;XU=Lili;L;SILVA=Mariana;BRA;1 0=;0= █;05:00;best 32;best 32;0;300;0;1;0
oo;2012;63;F;4;AZE;YUSUBOVA=Ramila;L;HAYYTBAYEVA=Gulnar;TKM;1 1= █;0=;05:00;best 32;best 32;0;300;0;1;1
oo;2012;63;F;1;JPN;UENO=Yoshie;L;CHOUDHARY=Garima;IND;1 0 0=;0=;05:00;best 32;best 32;1;300;1;0;0
oo;2012;66;M;60;JPN;EBINUMA=Masashi;L;CHO=Jun-ho;KOR;0= █;0= █;10:00;Quarter Final;Quarter Final;0;NA;0;0;0
oo;2012;66;M;59;GBR;OATES=Colin;R;SHAVDATUASHVILI=Lasha;GEO;0=;1 0=;06:32;Quarter Final;Quarter Final;0;392;0;1;0
oo;2012;66;M;58;POL;ZAGRODNIK=Pawel;R;UNGVARI=Miklos;HUN;0= █ █;1=;05:00;Quarter Final;Quarter Final;0;300;0;0;1
oo;2012;66;M;57;AZE;KARIMOV=Tarlan;R;URIARTE=Sugoi;ESP;0= █;2= █;05:00;Quarter Final;Quarter Final;0;300;0;0;2
oo;2012;66;M;56;KOR;CHO=Jun-ho;L;FARMONOV=Mirzokhid;UZB;1= █;0= █;06:27;best 16;best 16;0;387;0;0;1
oo;2012;66;M;55;JPN;EBINUMA=Masashi;L;LIM=Sergey;KAZ;1 0=;0= █;07:02;best 16;best 16;0;422;0;1;0
oo;2012;66;M;54;FRA;LAROSE=David;R;SHAVDATUASHVILI=Lasha;GEO;0= █;1 0 0=;06:06;best 16;best 16;1;366;1;0;0
oo;2012;66;M;53;MGL;KHASHBAATAR=Tsagaanbaatar;R;OATES=Colin;GBR;0=;1= █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;66;M;52;SLO;DRAKSIC=Rok;R;UNGVARI=Miklos;HUN;0= █ █;1= █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;66;M;51;POL;ZAGRODNIK=Pawel;L;NAZARYAN=Armen;ARM;1 1= █;1 0= █ █;07:49;best 16;best 16;0;469;0;2;1
oo;2012;66;M;50;ESP;URIARTE=Sugoi;L;GARCIA GONZALEZ=Daniel;AND;1 3=;0= █ █;05:00;best 16;best 16;0;300;0;1;3
oo;2012;66;M;49;AZE;KARIMOV=Tarlan;L;AWAD=Ahmed;EGY;2=;0= █ █;05:00;best 16;best 16;0;300;0;0;2
oo;2012;66;M;48;UZB;FARMONOV=Mirzokhid;L;ELKAWISAH=Ahmed yousef;LBA;1 0 1= █;0= █ █;04:31;best 32;best 32;1;271;1;0;1
oo;2012;66;M;47;KOR;CHO=Jun-ho;L;DREBOT=Serhiy;UKR;1= █;0= █ █;05:00;best 32;best 32;0;300;0;0;1
oo;2012;66;M;46;KAZ;LIM=Sergey;L;IVANOV=Martin;BUL;1 0= █;0= █;05:00;best 32;best 32;0;300;0;1;0
oo;2012;66;M;45;JPN;EBINUMA=Masashi;L;MEHMEDOVIC=Sasha;CAN;1 1 1=;0=;02:50;best 32;best 32;1;170;1;1;1
oo;2012;66;M;44;GEO;SHAVDATUASHVILI=Lasha;L;ZUNIGA=Alejandro;CHI;1 0 1=;0= █ █;01:54;best 32;best 32;1;114;1;0;1
oo;2012;66;M;43;FRA;LAROSE=David;L;FASIE=Dan;ROU;1 0 0=;0=;00:51;best 32;best 32;1;51;1;0;0
oo;2012;66;M;42;AUS;DOS SANTOS=Ivo;R;OATES=Colin;GBR;0= █ █;2=;05:00;best 32;best 32;0;300;0;0;2
oo;2012;66;M;41;MGL;KHASHBAATAR=Tsagaanbaatar;L;TU=Kai-wen;TPE;1 1= █;1=;05:00;best 32;best 32;0;300;0;1;2
oo;2012;66;M;40;BIZ;SANCHEZ=Eddermys;R;UNGVARI=Miklos;HUN;0=;1 0 0=;00:18;best 32;best 32;1;18;1;0;0
oo;2012;66;M;39;SLO;DRAKSIC=Rok;L;VALDERRAMA=Ricardo;VEN;1 0 0=;0= █;05:00;best 32;best 32;1;300;1;0;0
oo;2012;66;M;38;PNG;OVINOU=Raymond;R;NAZARYAN=Armen;ARM;0=;1 0 0=;00:22;best 32;best 32;1;22;1;0;0
oo;2012;66;M;37;BRA;CUNHA=Leandro;R;ZAGRODNIK=Pawel;POL;0= █;1 0= █;05:00;best 32;best 32;0;300;0;1;0
oo;2012;66;M;36;AND;GARCIA GONZALEZ=Daniel;L;ACEVEDO=Abraham;PAR;1 0 0=;0= █;02:22;best 32;best 32;1;142;1;0;0
oo;2012;66;M;35;ESP;URIARTE=Sugoi;L;MATA=Jayme;ARU;1 0 0=;0=;05:00;best 32;best 32;1;300;1;0;0
oo;2012;66;M;34;EGY;AWAD=Ahmed;L;ALDEREI=Humaid;UAE;1 0 1=;0= █;05:00;best 32;best 32;1;300;1;0;1
oo;2012;66;M;33;RUS;MOGUSHKOV=Musa;R;KARIMOV=Tarlan;AZE;1= █;2= █;05:29;best 32;best 32;0;329;0;0;3
oo;2012;66;M;26;ESA;FIGUEROA=Carlos;R;MEHMEDOVIC=Sasha;CAN;0=;1 0=;05:00;best 64;best 64;0;300;0;1;0
oo;2012;66;M;21;FRA;LAROSE=David;L;POLLACK=Golan;ISR;1= █;0=;05:00;best 64;best 64;0;300;0;0;1
oo;2012;66;M;16;AFG;FAIZ ZADA=Ajmal;R;UNGVARI=Miklos;HUN;0=;1 0 0=;00:17;best 64;best 64;1;17;1;0;0
oo;2012;66;M;5;ESP;URIARTE=Sugoi;L;FARALDO=Francesco;ITA;1 0 0=;0=;05:00;best 64;best 64;1;300;1;0;0
oo;2012;70;F;28;JPN;TACHIMOTO=Haruka;R;CHEN=Fei;CHN;2=;2=;04:42;Quarter Final;Quarter Final;0;282;0;0;4
oo;2012;70;F;27;NED;BOSCH=Edith;R;TEICHERT=Kerstin;GER;0=;1 0= █;05:00;Quarter Final;Quarter Final;0;300;0;1;0
oo;2012;70;F;26;SLO;SRAKA=Rasa;R;HWANG=Ye-sul;KOR;0= █;1 0 0=;06:29;Quarter Final;Quarter Final;1;389;1;0;0
oo;2012;70;F;25;FRA;DECOSSE=Lucie;L;ALVEAR=Yuri;COL;1 0 0=;0=;00:10;Quarter Final;Quarter Final;1;10;1;0;0
oo;2012;70;F;24;CHN;CHEN=Fei;L;MILED=Houda;TUN;1 0 0=;0= █;05:00;best 16;best 16;1;300;1;0;0
oo;2012;70;F;23;JPN;TACHIMOTO=Haruka;L;CORTES ALDAMA=Onix;CUB;0=;0= █;10:00;best 16;best 16;0;NA;0;0;0
oo;2012;70;F;22;HUN;MESZAROS=Anett;R;TEICHERT=Kerstin;GER;0= █;0= █;10:00;best 16;best 16;0;NA;0;0;0
oo;2012;70;F;21;NED;BOSCH=Edith;L;CONWAY=Sally;GBR;1 0=;0= █;05:00;best 16;best 16;0;300;0;1;0
oo;2012;70;F;20;KOR;HWANG=Ye-sul;L;ROBRA=Juliane;SUI;1= █;0= █ █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;70;F;19;SLO;SRAKA=Rasa;L;BLANCO=Cecilia;ESP;1 1 0= █ █;1=;03:27;best 16;best 16;1;207;1;1;1
oo;2012;70;F;18;COL;ALVEAR=Yuri;L;MOREIRA=Antonia;ANG;1 0 0=;0= █;04:34;best 16;best 16;1;274;1;0;0
oo;2012;70;F;17;FRA;DECOSSE=Lucie;L;ZUPANCIC=Kelita;CAN;1 0 0= █;0= █;04:29;best 16;best 16;1;269;1;0;0
oo;2012;70;F;15;CHN;CHEN=Fei;L;KLYS=Katarzyna;POL;1 0 0= █;0=;07:19;best 32;best 32;1;439;1;0;0
oo;2012;70;F;12;GER;TEICHERT=Kerstin;L;DE VILLIERS=Moira;NZL;1=;0= █ █;05:00;best 32;best 32;0;300;0;0;1
oo;2012;70;F;10;GBR;CONWAY=Sally;L;NGARLEMDANA=Carine;CHA;1 1 1=;0= █ █;04:51;best 32;best 32;1;291;1;1;1
oo;2012;70;F;7;KOR;HWANG=Ye-sul;L;BARBIERI=Erica;ITA;1 0= █ █;1=;05:00;best 32;best 32;0;300;0;1;1
oo;2012;70;F;6;UKR;SMAL=Nataliya;R;BLANCO=Cecilia;ESP;0= █ █;1 1=;05:00;best 32;best 32;0;300;0;1;1
oo;2012;70;F;3;BRA;PORTELA=Maria;R;ALVEAR=Yuri;COL;0=;1 1 0=;02:04;best 32;best 32;1;124;1;1;0
oo;2012;73;M;60;NED;ELMONT=Dex;L;LEGRAND=Ugo;FRA;1 0 0=;0=;06:57;Quarter Final;Quarter Final;1;417;1;0;0
oo;2012;73;M;59;JPN;NAKAYA=Riki;L;BOQIEV=Rasul;TJK;1= █;0= █ █;05:00;Quarter Final;Quarter Final;0;300;0;0;1
oo;2012;73;M;58;RUS;ISAEV=Mansur;L;SAINJARGAL=Nyam-ochir;MGL;1 0 0=;0= █;02:37;Quarter Final;Quarter Final;1;157;1;0;0
oo;2012;73;M;57;KOR;WANG=Ki-chun;L;DELPOPOLO=Nicholas;USA;0=;0=;10:00;Quarter Final;Quarter Final;0;NA;0;0;0
oo;2012;73;M;56;FRA;LEGRAND=Ugo;L;HAFIZ=Hussein;EGY;1 0 0=;1 0=█;05:45;best 16;best 16;1;345;1;1;0
oo;2012;73;M;55;NED;ELMONT=Dex;L;MENDONCA=Bruno;BRA;1= █;0= █ █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;73;M;54;UZB;JURAKOBILOV=Navruz;R;BOQIEV=Rasul;TJK;0= █;1 0 0= █;07:27;best 16;best 16;1;447;1;0;0
oo;2012;73;M;53;JPN;NAKAYA=Riki;L;PALELASHVILI=Josef;ISR;1 0 1=;0=;03:34;best 16;best 16;1;214;1;0;1
oo;2012;73;M;52;MGL;SAINJARGAL=Nyam-ochir;L;SOROKA=Volodymyr;UKR;1= █;0= █ █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;73;M;51;RUS;ISAEV=Mansur;L;ORUJOV=Rustam;AZE;1 0 0= █;0=;02:44;best 16;best 16;1;164;1;0;0
oo;2012;73;M;50;BEL;VAN TICHELT=Dirk;R;DELPOPOLO=Nicholas;USA;0=;1=;05:00;best 16;best 16;0;300;0;0;1
oo;2012;73;M;49;KOR;WANG=Ki-chun;L;JEZEK=Jaromir;CZE;1=;0= █;06:50;best 16;best 16;0;410;0;0;1
oo;2012;73;M;48;CRC;MURILLO SEGURA=Osman;R;HAFIZ=Hussein;EGY;0= █ █ █;1 0 0=;05:00;best 32;best 32;1;300;1;0;0
oo;2012;73;M;47;FRA;LEGRAND=Ugo;L;ADAMIEC=Tomasz;POL;1 0=;0=;05:00;best 32;best 32;0;300;0;1;0
oo;2012;73;M;46;RWA;UWASE=Fred;R;MENDONCA=Bruno;BRA;0=;1 0 0=;00:53;best 32;best 32;1;53;1;0;0
oo;2012;73;M;45;NED;ELMONT=Dex;L;NARTEY=Emmanuel;GHA;1 1 1=;0= █ █ █;03:56;best 32;best 32;1;236;1;1;1
oo;2012;73;M;44;GBR;WILLIAMS=Daniel;R;BOQIEV=Rasul;TJK;0=;1 0 0= █;04:39;best 32;best 32;1;279;1;0;0
oo;2012;73;M;43;UZB;JURAKOBILOV=Navruz;L;TRITTON=Nicholas;CAN;1= █;0= █ █;05:00;best 32;best 32;0;300;0;0;1
oo;2012;73;M;42;ISR;PALELASHVILI=Josef;L;HUYSUZ=Sezer;TUR;1 0= █ █;1=;05:00;best 32;best 32;0;300;0;1;1
oo;2012;73;M;41;JPN;NAKAYA=Riki;L;MAXWELL=Kyle;BAR;1 0 0=;0= █;02:05;best 32;best 32;1;125;1;0;0
oo;2012;73;M;40;POR;PINA=Joao;R;SOROKA=Volodymyr;UKR;1= █;1 0= █ █;05:00;best 32;best 32;0;300;0;1;1
oo;2012;73;M;39;MGL;SAINJARGAL=Nyam-ochir;L;VOELK=Christopher;GER;1 1= █ █;1 0= █;05:00;best 32;best 32;0;300;0;2;1
oo;2012;73;M;38;AZE;ORUJOV=Rustam;L;VAN ZYL=Gideon;RSA;1 0 0=;1 0= █;04:28;best 32;best 32;1;268;1;1;0
oo;2012;73;M;37;RUS;ISAEV=Mansur;L;UEMATSU=Kiyoshi;ESP;1= █;0= █ █;06:43;best 32;best 32;0;403;0;0;1
oo;2012;73;M;36;HKG;CHEUNG=Chi yip;R;DELPOPOLO=Nicholas;USA;0=;1 0 0=;05:00;best 32;best 32;1;300;1;0;0
oo;2012;73;M;35;BEL;VAN TICHELT=Dirk;L;ABU RMILAH=Maher;PLE;1 0 0=;0=;01:16;best 32;best 32;1;76;1;0;0
oo;2012;73;M;34;CZE;JEZEK=Jaromir;L;SMITH=Aleni;SAM;1 0 0=;0=;00:38;best 32;best 32;1;38;1;0;0
oo;2012;73;M;33;KOR;WANG=Ki-chun;L;IBRAGIMOV=Rinat;KAZ;1 0 0= █;0=;07:43;best 32;best 32;1;463;1;0;0
oo;2012;73;M;21;UZB;JURAKOBILOV=Navruz;L;DOWABOBO=Sled;NRU;1 0 0=;0= █;01:09;best 64;best 64;1;69;1;0;0
oo;2012;73;M;1;KOR;WANG=Ki-chun;L;TATALASHVILI=Nugzari;GEO;1=;0=;05:00;best 64;best 64;0;300;0;0;1
oo;2012;78;F;28;FRA;TCHEUMEO=Audrey;L;YANG=Xiuli;CHN;1 0= █;0= █;05:00;Quarter Final;Quarter Final;0;300;0;1;0
oo;2012;78;F;27;NED;VERKERK=Marhinde;R;GIBBONS=Gemma;GBR;0=;1 0=;05:00;Quarter Final;Quarter Final;0;300;0;1;0
oo;2012;78;F;26;USA;HARRISON=Kayla;L;ERDELYI-JOO=Abigel;HUN;1 0 1=;1 0=;03:05;Quarter Final;Quarter Final;1;185;1;1;1
oo;2012;78;F;25;BRA;AGUIAR=Mayra;L;POGORZELEC=Daria;POL;1 1 0=;0=;02:11;Quarter Final;Quarter Final;1;131;1;1;0
oo;2012;78;F;24;CHN;YANG=Xiuli;L;AUNG=Aye aye;MYA;1 0 0=;0=;01:13;best 16;best 16;1;73;1;0;0
oo;2012;78;F;23;FRA;TCHEUMEO=Audrey;L;PRYSHCHEPA=Maryna;UKR;1 0 0=;0=;00:36;best 16;best 16;1;36;1;0;0
oo;2012;78;F;22;MGL;PUREVJARGAL=Lkhamdegd;R;GIBBONS=Gemma;GBR;1=;2= █;05:00;best 16;best 16;0;300;0;0;3
oo;2012;78;F;21;JPN;OGATA=Akari;R;VERKERK=Marhinde;NED;2=;1 1=;05:00;best 16;best 16;0;300;0;1;3
oo;2012;78;F;20;HUN;ERDELYI-JOO=Abigel;L;KOUMBA=Audrey;GAB;1 0 0=;0=;00:38;best 16;best 16;1;38;1;0;0
oo;2012;78;F;19;USA;HARRISON=Kayla;L;MOSKALYUK=Vera;RUS;1 0 0=;0=;00:56;best 16;best 16;1;56;1;0;0
oo;2012;78;F;18;GER;WOLLERT=Heide;R;POGORZELEC=Daria;POL;0=;1 0 0=;01:30;best 16;best 16;1;90;1;0;0
oo;2012;78;F;17;BRA;AGUIAR=Mayra;L;MAREGHNI=Hana;TUN;1 0 0=;0= █ █ █;05:00;best 16;best 16;1;300;1;0;0
oo;2012;78;F;13;FRA;TCHEUMEO=Audrey;L;COTTON=Amy;CAN;1=;0= █;05:00;best 32;best 32;0;300;0;0;1
oo;2012;78;F;12;GBR;GIBBONS=Gemma;L;RAMIREZ=Yahima;POR;1 0 0=;0=;02:13;best 32;best 32;1;133;1;0;0
oo;2012;78;F;9;JPN;OGATA=Akari;L;JEONG=Gyeong-Mi;KOR;1=;0= █ █;05:00;best 32;best 32;0;300;0;0;1
oo;2012;78;F;8;BDI;NTAHOMVUKIYE=Odette;R;KOUMBA=Audrey;GAB;0=;1 0 0=;05:00;best 32;best 32;1;300;1;0;0
oo;2012;78;F;4;SLO;VELENSEK=Anamari;R;POGORZELEC=Daria;POL;0=;1=;05:00;best 32;best 32;0;300;0;0;1
oo;2012;81;M;60;CAN;VALOIS-FORTIER=Antoine;R;NIFONTOV=Ivan;RUS;0=;1 0=;05:00;Quarter Final;Quarter Final;0;300;0;1;0
oo;2012;81;M;59;KOR;KIM=Jae-Bum;L;LUCENTI=Emmanuel;ARG;1 0=;0= █ █ █;05:00;Quarter Final;Quarter Final;0;300;0;1;0
oo;2012;81;M;58;GER;BISCHOF=Ole;L;NAKAI=Takahiro;JPN;1 0 1=;0=;02:50;Quarter Final;Quarter Final;1;170;1;0;1
oo;2012;81;M;57;BRA;GUILHEIRO=Leandro;R;STEVENS=Travis;USA;0=;1 0= █;05:00;Quarter Final;Quarter Final;0;300;0;1;0
oo;2012;81;M;56;RUS;NIFONTOV=Ivan;L;BOTTIEAU=Joachim;BEL;1 0= █;0= █;05:11;best 16;best 16;0;311;0;1;0
oo;2012;81;M;55;CAN;VALOIS-FORTIER=Antoine;L;MRVALJEVIC=Srdjan;MNE;1 1= █ █;1= █;05:00;best 16;best 16;0;300;0;1;2
oo;2012;81;M;54;FRA;SCHMITT=Alain;R;LUCENTI=Emmanuel;ARG;0=;1 0 0=;04:24;best 16;best 16;1;264;1;0;0
oo;2012;81;M;53;KOR;KIM=Jae-Bum;L;CSOKNYAI=Laszlo;HUN;1=;0= █ █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;81;M;52;JPN;NAKAI=Takahiro;L;TOMA=Sergiu;MDA;1 0= █;0= █ █ █;05:00;best 16;best 16;0;300;0;1;0
oo;2012;81;M;51;GER;BISCHOF=Ole;L;BOZBAYEV=Islam;KAZ;1 0 1= █;1= █ █;07:14;best 16;best 16;1;434;1;0;2
oo;2012;81;M;50;USA;STEVENS=Travis;L;TCHRIKISHVILI=Avtandili;GEO;1 0 0= █;0= █;06:38;best 16;best 16;1;398;1;0;0
oo;2012;81;M;49;BRA;GUILHEIRO=Leandro;L;ATTAF=Safouane;MAR;1 0 0= █;0= █;02:36;best 16;best 16;1;156;1;0;0
oo;2012;81;M;48;PAN;SIMMONDS=Omar;R;BOTTIEAU=Joachim;BEL;0= █;1 1 0=;02:18;best 32;best 32;1;138;1;1;0
oo;2012;81;M;47;RUS;NIFONTOV=Ivan;L;DE WINDT=Reginald;AHO;1 0 0=;0=█;03:55;best 32;best 32;1;235;1;0;0
oo;2012;81;M;46;FIJ;NAULU=Josateki;R;MRVALJEVIC=Srdjan;MNE;0= █ █ █;1 1= █;05:00;best 32;best 32;0;300;0;1;1
oo;2012;81;M;45;CAN;VALOIS-FORTIER=Antoine;L;BURTON=Euan;GBR;1 0 0=;0=;01:45;best 32;best 32;1;105;1;0;0
oo;2012;81;M;44;MAD;RATSIMIZIVA=Fetra;R;LUCENTI=Emmanuel;ARG;0= █;1 0 0=;01:15;best 32;best 32;1;75;1;0;0
oo;2012;81;M;43;FRA;SCHMITT=Alain;L;ELMONT=Guillaume;NED;0=;0= █;10:00;best 32;best 32;0;NA;0;0;0
oo;2012;81;M;42;INA;ADESTA=Putu wiradamungga;R;CSOKNYAI=Laszlo;HUN;0= █;1 0 0=;05:00;best 32;best 32;1;300;1;0;0
oo;2012;81;M;41;KOR;KIM=Jae-Bum;L;IMAMOV=Yakhyo;UZB;1= █;0= █;05:00;best 32;best 32;0;300;0;0;1
oo;2012;81;M;40;CZE;MUSIL=Jaromir;R;TOMA=Sergiu;MDA;0= █;1 0 0=;03:28;best 32;best 32;1;208;1;0;0
oo;2012;81;M;39;JPN;NAKAI=Takahiro;L;MUNYONGA=Boas;ZAM;1 0 0=;0=;00:27;best 32;best 32;1;27;1;0;0
oo;2012;81;M;38;KAZ;BOZBAYEV=Islam;L;DENANYOH=Sacha;TOG;1 0 0=;0=;01:00;best 32;best 32;1;60;1;0;0
oo;2012;81;M;37;GER;BISCHOF=Ole;L;CIANO=Antonio;ITA;1 0= █;0= █;05:00;best 32;best 32;0;300;0;1;0
oo;2012;81;M;36;CRO;MARIJANOVIC=Tomislav;R;TCHRIKISHVILI=Avtandili;GEO;0= █;1 0=;05:00;best 32;best 32;0;300;0;1;0
oo;2012;81;M;35;USA;STEVENS=Travis;L;SEDEJ=Aljaz;SLO;1 0 1=;0= █ █;04:21;best 32;best 32;1;261;1;0;1
oo;2012;81;M;34;LBR;SARYEE=Liva;R;ATTAF=Safouane;MAR;0=;1 0 0=;00:00;best 32;best 32;1;NA;1;0;0
oo;2012;81;M;33;BRA;GUILHEIRO=Leandro;L;OVCHINNIKOVS=Konstantins;LAT;1=;0= █ █;05:00;best 32;best 32;0;300;0;0;1
oo;2012;81;M;25;AZE;MAMMADLI=Elnur;R;VALOIS-FORTIER=Antoine;CAN;0= █;0= █;10:00;best 64;best 64;0;NA;0;0;0
oo;2012;81;M;11;UKR;VASYLENKO=Artem;R;BOZBAYEV=Islam;KAZ;0= █;1 0 0=;01:36;best 64;best 64;1;96;1;0;0
oo;2012;90;M;28;UZB;CHORIEV=Dilshod;R;CAMILO=Tiago;BRA;0= █ █;1=;05:00;Quarter Final;Quarter Final;0;300;0;0;1
oo;2012;90;M;27;JPN;NISHIYAMA=Masashi;R;SONG=Dae-nam;KOR;1 0= █;1 1= █;05:00;Quarter Final;Quarter Final;0;300;0;2;1
oo;2012;90;M;26;AUS;ANTHONY=Mark;R;GONZALEZ=Asley;CUB;0= █ █;1=;05:00;Quarter Final;Quarter Final;0;300;0;0;1
oo;2012;90;M;25;GRE;ILIADIS=Ilias;R;DENISOV=Kirill;RUS;0=;2=;05:00;Quarter Final;Quarter Final;0;300;0;0;2
oo;2012;90;M;24;BRA;CAMILO=Tiago;L;MELONI=Roberto;ITA;1 0 1= █;0= █;04:02;best 16;best 16;1;242;1;0;1
oo;2012;90;M;23;UZB;CHORIEV=Dilshod;L;MADARASZ=Tamas;HUN;1 0 0= █;0= █;04:02;best 16;best 16;1;242;1;0;0
oo;2012;90;M;22;AZE;MAMMADOV=Elkhan;R;SONG=Dae-nam;KOR;0=;1 1=;05:00;best 16;best 16;0;300;0;1;1
oo;2012;90;M;21;JPN;NISHIYAMA=Masashi;L;BOLAT=Timur;KAZ;1=;0=;05:00;best 16;best 16;0;300;0;0;1
oo;2012;90;M;20;CUB;GONZALEZ=Asley;L;GERASIMENKO=Dmitri;SRB;1= █;0= █ █;05:00;best 16;best 16;0;300;0;0;1
oo;2012;90;M;19;GEO;LIPARTELIANI=Varlam;R;ANTHONY=Mark;AUS;2=;1 0= █;05:00;best 16;best 16;0;300;0;1;2
oo;2012;90;M;18;RUS;DENISOV=Kirill;L;GORDON=Winston;GBR;1=;0=;05:00;best 16;best 16;0;300;0;0;1
oo;2012;90;M;17;GRE;ILIADIS=Ilias;L;BAUZA=Karolis;LTU;1 0=;0= █ █ █;05:00;best 16;best 16;0;300;0;1;0
oo;2012;90;M;16;ITA;MELONI=Roberto;L;SOBIROV=Parviz;TJK;1 0= █;1= █ █ █;07:15;best 32;best 32;0;435;0;1;1
oo;2012;90;M;15;BRA;CAMILO=Tiago;L;GONTIUK=Roman;UKR;1 0 0= █;0= █;03:02;best 32;best 32;1;182;1;0;0
oo;2012;90;M;13;UZB;CHORIEV=Dilshod;L;NYMAN=Marcus;SWE;1 0= █;1= █ █ █;04:25;best 32;best 32;0;265;0;1;1
oo;2012;90;M;12;KOR;SONG=Dae-nam;L;ROMERO=Juan;URU;1 0 0= █;0=;03:16;best 32;best 32;1;196;1;0;0
oo;2012;90;M;11;AZE;MAMMADOV=Elkhan;L;LAMBERT=Christophe;GER;1 1= █;0= █;05:00;best 32;best 32;0;300;0;1;1
oo;2012;90;M;10;EGY;MESBAH=Hesham;R;BOLAT=Timur;KAZ;1= █;1 0 0= █ █;04:59;best 32;best 32;1;299;1;0;1
oo;2012;90;M;9;JPN;NISHIYAMA=Masashi;L;MAMEDOV=Chingiz;KGZ;1 1=;0=;05:00;best 32;best 32;0;300;0;1;1
oo;2012;90;M;8;CIV;KONE=Kinapeya romeo;R;GERASIMENKO=Dmitri;SRB;0=;1 0 0=;00:42;best 32;best 32;1;42;1;0;0
oo;2012;90;M;7;CUB;GONZALEZ=Asley;L;CAMPOS=Hector;ARG;1 0 0=;0=;00:45;best 32;best 32;1;45;1;0;0
oo;2012;90;M;5;GEO;LIPARTELIANI=Varlam;L;DOLASSEM=Dieudonne;CMR;1 0= █;0= █ █ █;05:00;best 32;best 32;0;300;0;1;0
oo;2012;90;M;4;CAN;EMOND=Alexandre;R;GORDON=Winston;GBR;0=;1 0 0=;01:45;best 32;best 32;1;105;1;0;0
oo;2012;90;M;3;RUS;DENISOV=Kirill;L;REMARENCO=Ivan;MDA;1 0 0=;0= █;05:00;best 32;best 32;1;300;1;0;0
oo;2012;90;M;2;LTU;BAUZA=Karolis;L;BUFFET=Romain;FRA;1 0=;1=;05:00;best 32;best 32;0;300;0;1;1
oo;2012;90;M;1;GRE;ILIADIS=Ilias;L;RANDL=Milan;SVK;1 1= █;0= █ █;05:00;best 32;best 32;0;300;0;1;1
oo;2016;100;M;67;AZE;GASIMOV=Elmar;R;KRPALEK=Lukas;CZE;0=;1 0 0=;04:29;Final;r8;1;269;1;0;0
oo;2016;100;M;66;JPN;HAGA=Ryunosuke;L;BLOSHENKO=Artem;UKR;1 0 0= █;0= █ █;03:00;Bronze;r8;1;180;1;0;0
oo;2016;100;M;65;GER;FREY=Karl-Richard;R;MARET=Cyrille;FRA;0=;1 0 0=;01:56;Bronze;r8;1;116;1;0;0
oo;2016;100;M;64;FRA;MARET=Cyrille;R;KRPALEK=Lukas;CZE;0= █;1 0 0=;04:21;Semi-Final;r7;1;261;1;0;0
oo;2016;100;M;63;AZE;GASIMOV=Elmar;L;BLOSHENKO=Artem;UKR;1 0 0=;0= █;02:18;Semi-Final;r7;1;138;1;0;0
oo;2016;100;M;62;GEO;GVINIASHVILI=Beka;R;HAGA=Ryunosuke;JPN;0= █;0=;05:00;Repechage;r5;0;300;0;0;0
oo;2016;100;M;61;EGY;DARWISH=Ramadan;R;FREY=Karl-Richard;GER;0= █;1 0 0= █;02:48;Repechage;r5;1;168;1;0;0
oo;2016;100;M;60;CZE;KRPALEK=Lukas;L;HAGA=Ryunosuke;JPN;0= █;0= █ █;05:00;Quarter-Final;r6;0;300;0;0;0
oo;2016;100;M;59;FRA;MARET=Cyrille;L;GVINIASHVILI=Beka;GEO;1 0= █;0= █;05:00;Quarter-Final;r6;0;300;0;1;0
oo;2016;100;M;58;UKR;BLOSHENKO=Artem;L;FREY=Karl-Richard;GER;1 1= █ █;0=;05:00;Quarter-Final;r6;0;300;0;1;1
oo;2016;100;M;57;AZE;GASIMOV=Elmar;L;DARWISH=Ramadan;EGY;1 0 0=;0=;00:40;Quarter-Final;r6;1;40;1;0;0
oo;2016;100;M;56;JPN;HAGA=Ryunosuke;L;BUZACARINI=Rafael;BRA;0=;0= █;05:00;Round 3;r3;0;300;0;0;0
oo;2016;100;M;55;CZE;KRPALEK=Lukas;L;RAKOV=Maxim;KAZ;0=;0= █ █;05:00;Round 3;r3;0;300;0;0;0
oo;2016;100;M;54;BEL;NIKIFOROV=Toma;R;GVINIASHVILI=Beka;GEO;0= █;1 0 1=;02:33;Round 3;r3;1;153;1;0;1
oo;2016;100;M;53;FRA;MARET=Cyrille;L;GROL=Henk;NED;1= █;0= █;05:00;Round 3;r3;0;300;0;0;1
oo;2016;100;M;52;GER;FREY=Karl-Richard;L;YAN NAING SOE=;MYA;1 0 0=;0=;00:00;Round 3;r3;1;NA;1;0;0
