cat;sex;fid;cntry1;name1;winner;name2;cntry2;score1;score2;time;round;comment;ippon;idr
81;M;123;ISR;MUKI=Sagi;L;BOLTABOEV=Sharofiddin; UZB;1 0 0=;0=;00:22;Quarter-Final;;1;r6
81;M;122;BEL;CASSE=Matthias;L;RESSEL=Dominic; GER;1 0 0=;0= █;07:03;Quarter-Final;;1;r6
81;M;121;IRI;MOLLAEI=Saeid;L;VALOIS-FORTIER=Antoine; CAN;1 0 0= █;0= █;01:19;Quarter-Final;;1;r6
81;M;120;GEO;MAISURADZE=Luka;L;CHOUCHI=Sami; BEL;1 0 0= █;0= █;02:33;Round 4;;1;r4
81;M;119;EGY;ABDELAAL=Mohamed;L;BRIAND=Etienne; CAN;0= █;0= █ █;05:53;Round 4;;0;r4
81;M;118;UZB;BOLTABOEV=Sharofiddin;L;NTANATSIDIS=Alexios; GRE;1 0 0=;0=;01:00;Round 4;;1;r4
81;M;117;ISR;MUKI=Sagi;L;ZOLOEV=Vladimir; KGZ;1 0 0=;0= █ █;01:52;Round 4;;1;r4
81;M;116;GER;RESSEL=Dominic;L;MOHAMED=Abdelrahman; EGY;1 0= █;0= █ █;04:11;Round 4;;0;r4
81;M;115;BEL;CASSE=Matthias;L;STANCEL=Filip; SVK;1 1 0=;0= █;02:47;Round 4;;1;r4
81;M;114;CAN;VALOIS-FORTIER=Antoine;L;ELIAS=Nacif; LBN;1 0= █;0= █ █;04:00;Round 4;;0;r4
81;M;113;IRI;MOLLAEI=Saeid;L;KHALMURZAEV=Khasan; RUS;1 0= █;0=;04:00;Round 4;;0;r4
81;M;112;BEL;CHOUCHI=Sami;L;GANDIA=Adrian; PUR;1 0=;0= █ █;04:55;Round 3;;0;r3
81;M;111;GEO;MAISURADZE=Luka;L;OTGONBAATAR=Uuganbaatar; MGL;1 0= █;0= █;04:13;Round 3;;0;r3
81;M;110;BRA;SANTOS=Eduardo Yudy;R;BRIAND=Etienne; CAN;0=;1 0 0=;00:32;Round 3;;1;r3
81;M;109;DOM;DEL ORBE CORTORREAL=Medickson;R;ABDELAAL=Mohamed; EGY;0= █ █;1 0= █ █;03:58;Round 3;;0;r3
81;M;108;GER;WIECZERZAK=Alexander;R;NTANATSIDIS=Alexios; GRE;0=;1 0= █;04:00;Round 3;;0;r3
81;M;107;UZB;BOLTABOEV=Sharofiddin;L;BORCHASHVILI=Shamil; AUT;1 1 0=;0=;02:04;Round 3;;1;r3
81;M;106;USA;HATTON=Jack;R;ZOLOEV=Vladimir; KGZ;0= █ █;1 0 0=;03:58;Round 3;;1;r3
81;M;105;ISR;MUKI=Sagi;L;UNGVARI=Attila; HUN;1 1 0=;0=;01:16;Round 3;;1;r3
81;M;104;EGY;MOHAMED=Abdelrahman;L;DJALO=Alpha Oumar; FRA;1 1 0= █;0=;03:26;Round 3;;1;r3
81;M;103;GER;RESSEL=Dominic;L;MARCINKIEWICZ=Sebastian; POL;1 0= █;0= █ █;04:00;Round 3;;0;r3
81;M;102;SVK;STANCEL=Filip;L;ANGELES SOTELO=Luis; PER;1 0 0=;0=;00:46;Round 3;;1;r3
81;M;101;BEL;CASSE=Matthias;L;ESPOSITO=Antonio; ITA;1 0= █;0= █;04:33;Round 3;;0;r3
81;M;100;LBN;ELIAS=Nacif;L;MURODOV=Akmal; TJK;1 1 0= █;0= █ █;03:36;Round 3;;1;r3
81;M;99;CAN;VALOIS-FORTIER=Antoine;L;MORALES=Tomas; ARG;1 1 0=;0= █ █;03:26;Round 3;;1;r3
81;M;98;QAT;ZEMOURI=Morad;R;KHALMURZAEV=Khasan; RUS;0= █;1 0 0= █;02:16;Round 3;;1;r3
81;M;97;IRI;MOLLAEI=Saeid;L;LUZ=Carlos; POR;1 0 0= █;0= █;01:05;Round 3;;1;r3
81;M;96;TAN;ABDULLA=Mansab Alawi;R;GANDIA=Adrian; PUR;0=;1 0 0=;00:23;Round 2;;1;r2
81;M;95;ITA;PARLATI=Christian;R;CHOUCHI=Sami; BEL;0= █;1 0 0= █ █;02:41;Round 2;;1;r2
81;M;94;MGL;OTGONBAATAR=Uuganbaatar;L;RATSIMIZIVA=Fetra; MAD;1 0 0=;0= █;03:35;Round 2;;1;r2
81;M;93;TUR;ALBAYRAK=Vedat;R;MAISURADZE=Luka; GEO;0= █;1 1 0= █;02:28;Round 2;;1;r2
81;M;92;MEX;TORRES=Jesus;R;BRIAND=Etienne; CAN;0= █;1 1 0= █;02:11;Round 2;;1;r2
81;M;91;BRA;SANTOS=Eduardo Yudy;L;EGUTIDZE=Anri; POR;1 0= █;0= █ █;04:39;Round 2;;0;r2
81;M;90;EGY;ABDELAAL=Mohamed;L;SARWAI=Muhammad Zaher; AFG;1 0 0=;0= █;00:55;Round 2;;1;r2
81;M;89;NED;DE WIT=Frank;R;DEL ORBE CORTORREAL=Medickson; DOM;0= █;1 0 0= █ █;03:55;Round 2;;1;r2
81;M;88;ALB;MADDALONI=Marco;R;NTANATSIDIS=Alexios; GRE;0= █ █;1 0 0= █ █;04:43;Round 2;;1;r2
81;M;87;AUS;COUGHLAN=Eoin;R;WIECZERZAK=Alexander; GER;0=;1 1 0= █;02:33;Round 2;;1;r2
81;M;86;POL;SZWARNOWIECKI=Damian;R;BORCHASHVILI=Shamil; AUT;0= █;1 1 0=;02:21;Round 2;;1;r2
81;M;85;JPN;FUJIWARA=Sotaro;R;BOLTABOEV=Sharofiddin; UZB;0=;1 0= █ █;04:00;Round 2;;0;r2
81;M;84;COD;MBUYI=Kalonji;R;ZOLOEV=Vladimir; KGZ;0= █ █;1 1 0= █;02:09;Round 2;;1;r2
81;M;83;ISL;IURA=Sveinbjorn;R;HATTON=Jack; USA;0= █ █;0=;04:27;Round 2;;0;r2
81;M;82;SWE;PACEK=Robin;R;UNGVARI=Attila; HUN;0= █ █;1 0 0= █ █;06:41;Round 2;;1;r2
81;M;81;ISR;MUKI=Sagi;L;MUSSAYEV=Ruslan; KAZ;1 0 0= █;0= █;00:38;Round 2;;1;r2
81;M;80;FRA;DJALO=Alpha Oumar;L;TERADA=Masayuki; THA;1 0=;0= █ █;02:32;Round 2;;0;r2
81;M;79;EGY;MOHAMED=Abdelrahman;L;MRVALJEVIC=Srdjan; MNE;1 0 0=;0=;00:00;Round 2;;1;r2
81;M;78;MDA;GOTONOAGA=Dorin;R;MARCINKIEWICZ=Sebastian; POL;0= █ █;1 0 0=;03:53;Round 2;;1;r2
81;M;77;GER;RESSEL=Dominic;L;KHAMZA=Didar; KAZ;1 0 0= █ █;0= █ █;07:01;Round 2;;1;r2
81;M;76;KUW;ALBATHALI=Mohammad;R;ANGELES SOTELO=Luis; PER;0= █;1 1 0=;02:30;Round 2;;1;r2
81;M;75;JOR;ALZIDANEEN=Baker;R;STANCEL=Filip; SVK;0= █ █;0= █;01:57;Round 2;;0;r2
81;M;74;IJF;AL MAWARDE=Odai;R;ESPOSITO=Antonio; ITA;0= █ █;0= █;03:40;Round 2;;0;r2
81;M;73;BEL;CASSE=Matthias;L;ZHA=Lasai; CHN;1 1 0=;0= █;03:31;Round 2;;1;r2
81;M;72;TJK;MURODOV=Akmal;L;KALONGA=Cedrick; COD;1 0 0=;0= █;01:55;Round 2;;1;r2
81;M;71;KOR;LEE=Sungho;R;ELIAS=Nacif; LBN;0= █ █;0= █ █;05:46;Round 2;;0;r2
81;M;70;AFG;QADERI=Jamaluddin;R;MORALES=Tomas; ARG;0= █ █;1 0= █ █;03:32;Round 2;;0;r2
81;M;69;BUL;IVANOV=Ivaylo;R;VALOIS-FORTIER=Antoine; CAN;0= █ █;0= █ █;06:42;Round 2;;0;r2
81;M;68;RUS;KHALMURZAEV=Khasan;L;ALI=Khamis Hussein; TAN;1 0 0=;0=;00:19;Round 2;;1;r2
81;M;67;GUM;ANDREW=Joshter;R;ZEMOURI=Morad; QAT;0= █ █;0=;02:00;Round 2;;0;r2
81;M;66;IND;SINGH=Jobandeep;R;LUZ=Carlos; POR;0=;1 1 0=;02:23;Round 2;;1;r2
81;M;65;IRI;MOLLAEI=Saeid;L;MOUTII=Achraf; MAR;1 1 0= █;0= █ █;02:08;Round 2;;1;r2
81;M;62;KUW;ALKHUZAM=Abdullah;R;CHOUCHI=Sami; BEL;0= █;1 1 0=;02:37;Round 1;;1;r1
81;M;58;SAM;PERCIVAL=Peniamina;R;MAISURADZE=Luka; GEO;0=;2 0 0=;00:27;Round 1;;0;r1
81;M;54;POR;EGUTIDZE=Anri;L;LUCENTI=Emmanuel; ARG;0=;0= █ █;03:45;Round 1;;0;r1
81;M;50;TOG;DENANYOH=Sacha;R;DEL ORBE CORTORREAL=Medickson; DOM;0= █ █;0=;02:01;Round 1;;0;r1
81;M;48;GBR;MCWATT=Stuart;R;NTANATSIDIS=Alexios; GRE;0= █;1 1 0= █ █;03:56;Round 1;;1;r1
81;M;42;MDA;ZABOROSCIUC=Nicon;R;BOLTABOEV=Sharofiddin; UZB;0=;1 1 0=;01:32;Round 1;;1;r1
81;M;38;PHI;TUMAMPAD=Marco;R;HATTON=Jack; USA;0=;1 0 0=;00:29;Round 1;;1;r1
81;M;35;RUS;LAPPINAGOV=Aslan;R;PACEK=Robin; SWE;0=;1 0= █ █;04:00;Round 1;;0;r1
81;M;34;EST;TONISTE=Kristjan;R;MUSSAYEV=Ruslan; KAZ;0= █;1 0 0= █;03:54;Round 1;;1;r1
81;M;32;THA;TERADA=Masayuki;L;WRIGHT=Arthur; USA;1 0=;0= █;04:00;Round 1;;0;r1
81;M;28;URU;APRAHAMIAN=Alain;R;MARCINKIEWICZ=Sebastian; POL;0= █;1 1 0= █;02:18;Round 1;;1;r1
81;M;22;SVK;STANCEL=Filip;L;KOUAMBA=Terence; GAB;1 0 0=;0=;01:28;Round 1;;1;r1
81;M;13;KOR;LEE=Sungho;L;DRUZETA=Dominik; CRO;1 0= █;0= █ █;04:38;Round 1;;0;r1
81;M;10;CAN;VALOIS-FORTIER=Antoine;L;WEITHERS=Asa; BAR;2 1 0=;0=;01:07;Round 1;;0;r1
81;M;5;GUM;ANDREW=Joshter;L;CUMBO=Hugo; VAN;1 0 0=;0=;00:51;Round 1;;1;r1
81;M;4;POR;LUZ=Carlos;L;GUILLEN VARGAS=David; CRC;1 1 0=;0= █;03:14;Round 1;;1;r1
81;M;2;SYR;KASEM=Mohamad;R;MOUTII=Achraf; MAR;0= █ █;0= █;03:04;Round 1;;0;r1
90;M;131;NED;VAN T END=Noel;L;MUKAI=Shoichiro; JPN;1 0= █ █;0= █;04:00;Final;;0;r8
90;M;130;HUN;TOTH=Krisztian;R;MAJDOV=Nemanja; SRB;0= █ █;1 1 0= █ █;03:11;Bronze;;1;r8
90;M;129;FRA;CLERGET=Axel;L;NYMAN=Marcus; SWE;1 0 0= █;0=;03:57;Bronze;;1;r8
90;M;128;SWE;NYMAN=Marcus;R;MUKAI=Shoichiro; JPN;0= █ █;0= █;06:17;Semi-Final;;0;r7
90;M;127;NED;VAN T END=Noel;L;MAJDOV=Nemanja; SRB;1 0 0= █ █;0= █ █;05:18;Semi-Final;;1;r7
90;M;126;HUN;TOTH=Krisztian;L;SILVA MORALES=Ivan Felipe; CUB;1 0= █ █;0= █;05:03;Repechage;;0;r5
90;M;125;FRA;CLERGET=Axel;L;MEHDIYEV=Mammadali; AZE;0= █ █;0= █ █;04:46;Repechage;;0;r5
90;M;124;CUB;SILVA MORALES=Ivan Felipe;R;MUKAI=Shoichiro; JPN;0= █;1 0 0= █ █;06:35;Quarter-Final;;1;r6
90;M;123;HUN;TOTH=Krisztian;R;NYMAN=Marcus; SWE;0=;1 1 0=;02:38;Quarter-Final;;1;r6
90;M;122;AZE;MEHDIYEV=Mammadali;R;MAJDOV=Nemanja; SRB;0= █ █;1 1 0= █;02:20;Quarter-Final;;1;r6
90;M;121;FRA;CLERGET=Axel;R;VAN T END=Noel; NED;0=;1 0= █ █;04:00;Quarter-Final;;0;r6
90;M;120;NED;SMINK=Jesper;R;MUKAI=Shoichiro; JPN;0= █;1 1 0= █;02:56;Round 4;;1;r4
90;M;119;CUB;SILVA MORALES=Ivan Felipe;L;STEWART=Max; GBR;1 0 0=;0= █;03:39;Round 4;;1;r4
90;M;118;SWE;NYMAN=Marcus;L;GROSSKLAUS=Ciril; SUI;1 0 0=;0=;00:50;Round 4;;1;r4
90;M;117;HUN;TOTH=Krisztian;L;KUUSIK=Mattias; EST;1 0 0=;0= █ █;02:43;Round 4;;1;r4
90;M;116;SRB;MAJDOV=Nemanja;L;KOCHMAN=Li; ISR;1 1 0= █ █;1 0= █ █;05:04;Round 4;;1;r4
90;M;115;AZE;MEHDIYEV=Mammadali;L;OZERLER=Mikail; TUR;1 1 0= █;0=;02:30;Round 4;;1;r4
90;M;114;KOR;GWAK=Donghan;R;VAN T END=Noel; NED;0= █ █;0= █ █;03:35;Round 4;;0;r4
90;M;113;FRA;CLERGET=Axel;L;BROWN=Colton; USA;1 0 0=;0=;00:39;Round 4;;1;r4
90;M;112;SVK;ZILKA=Peter;R;MUKAI=Shoichiro; JPN;0= █ █;1 0= █;03:51;Round 3;;0;r3
90;M;111;GEO;GVINIASHVILI=Beka;R;SMINK=Jesper; NED;0= █;1 0 0= █ █;04:51;Round 3;;1;r3
90;M;110;GBR;STEWART=Max;L;MACEDO=Rafael; BRA;1 0= █ █;0= █;04:00;Round 3;;0;r3
90;M;109;CUB;SILVA MORALES=Ivan Felipe;L;BENAMADI=Abderrahmane; ALG;0=;0= █ █;03:26;Round 3;;0;r3
90;M;108;SUI;GROSSKLAUS=Ciril;L;KLAMMERT=David; CZE;1 0 0= █;0= █ █;06:06;Round 3;;1;r3
90;M;107;SRB;KUKOLJ=Aleksandar;R;NYMAN=Marcus; SWE;0=;1 0 0=;01:42;Round 3;;1;r3
90;M;106;ITA;MUNGAI=Nicholas;R;KUUSIK=Mattias; EST;0= █ █;0= █;03:45;Round 3;;0;r3
90;M;105;HUN;TOTH=Krisztian;L;YAMAMOTO SERVAN=Daryl; PER;1 0= █;0= █ █;04:00;Round 3;;0;r3
90;M;104;ITA;MARCONCINI=Matteo;R;KOCHMAN=Li; ISR;1 0=;1 1 0= █;02:05;Round 3;;1;r3
90;M;103;SRB;MAJDOV=Nemanja;L;PACHER=Johannes; AUT;1 1 0=;0= █;01:24;Round 3;;1;r3
90;M;102;TUR;OZERLER=Mikail;L;VARAPAYEU=Yahor; BLR;0= █;0= █ █;04:55;Round 3;;0;r3
90;M;101;AZE;MEHDIYEV=Mammadali;L;FEUILLET=Remi; MRI;1 0= █ █;0= █ █;04:00;Round 3;;0;r3
90;M;100;NED;VAN T END=Noel;L;CASSAR=Harrison; AUS;1 0 0=;0=;00:28;Round 3;;1;r3
90;M;99;KOR;GWAK=Donghan;L;KALJULAID=Klen Kristofer; EST;1 0 0= █ █;0= █ █;05:37;Round 3;;1;r3
90;M;98;USA;BROWN=Colton;L;BOZBAYEV=Islam; KAZ;0= █ █;0= █ █;03:44;Round 3;;0;r3
90;M;97;ESP;SHERAZADISHVILI=Nikoloz;R;CLERGET=Axel; FRA;0= █;1 0= █ █;04:00;Round 3;;0;r3
90;M;96;JPN;MUKAI=Shoichiro;L;KLIAVUSAU=Viktar; BLR;1 0 0=;0= █;01:56;Round 2;;1;r2
90;M;95;SVK;ZILKA=Peter;L;BLONDAL=Egill; ISL;1 0 0=;0= █;01:48;Round 2;;1;r2
90;M;94;NED;SMINK=Jesper;L;NHABALI=Quedjau; UKR;1 0= █ █;0=;04:00;Round 2;;0;r2
90;M;93;GEO;GVINIASHVILI=Beka;L;MISTRY=Ajay Devilal; IND;1 1 0=;0=;00:33;Round 2;;1;r2
90;M;92;BRA;MACEDO=Rafael;L;BU=Hebilige; CHN;1 0= █ █;0=;04:00;Round 2;;0;r2
90;M;91;TJK;USTOPIRIYON=Komronshokh;R;STEWART=Max; GBR;0=;1 0= █ █;04:00;Round 2;;0;r2
90;M;90;ALG;BENAMADI=Abderrahmane;L;BALANTA=Francisco; COL;1 1 0= █;1 0= █ █;05:18;Round 2;;1;r2
90;M;89;CUB;SILVA MORALES=Ivan Felipe;L;LAAMANEN=Aatu; FIN;1 1 0=;0= █ █;03:33;Round 2;;1;r2
90;M;88;CZE;KLAMMERT=David;L;UERA=Iniki; NRU;1 0 0=;0=;01:11;Round 2;;1;r2
90;M;87;GHA;AHIAVOR=Victor;R;GROSSKLAUS=Ciril; SUI;0= █;1 0=;04:00;Round 2;;0;r2
90;M;86;EGY;HAZEM=Ali;R;NYMAN=Marcus; SWE;0=;1 0 0=;01:25;Round 2;;1;r2
90;M;85;SRB;KUKOLJ=Aleksandar;L;FLORENTINO=Robert; DOM;1 0 0=;0=;00:37;Round 2;;1;r2
90;M;84;KGZ;SHEROV=Erlan;R;KUUSIK=Mattias; EST;0= █ █;0= █ █;05:02;Round 2;;0;r2
90;M;83;MGL;GANTULGA=Altanbagana;R;MUNGAI=Nicholas; ITA;0= █ █;1 0= █ █;04:11;Round 2;;0;r2
90;M;82;AUT;BUBANJA=Marko;R;YAMAMOTO SERVAN=Daryl; PER;1 0= █ █;1 0 0= █ █;02:23;Round 2;;1;r2
90;M;81;HUN;TOTH=Krisztian;L;BURT=Zachary; CAN;1 1 0= █;0= █ █;02:58;Round 2;;1;r2
90;M;80;THA;HANTRATIN=Kittipong;R;KOCHMAN=Li; ISR;0=;1 1 0=;00:43;Round 2;;1;r2
90;M;79;IJF;MISENGA=Popole;R;MARCONCINI=Matteo; ITA;0=;1 0 0= █;02:52;Round 2;;1;r2
90;M;78;AUT;PACHER=Johannes;L;HAYARI=Mohamed Hashim; JOR;1 1 0=;0= █;01:23;Round 2;;1;r2
90;M;77;SRB;MAJDOV=Nemanja;L;ABD EL AKHER=Hatem; EGY;1 0= █ █;0= █ █;04:00;Round 2;;0;r2
90;M;76;CHN;WANG=Xuewen;R;VARAPAYEU=Yahor; BLR;0= █;1 0 0= █;02:34;Round 2;;1;r2
90;M;75;KEN;KIRIMI=John;R;OZERLER=Mikail; TUR;0=;1 1 0=;01:11;Round 2;;1;r2
90;M;74;MRI;FEUILLET=Remi;L;ALENEZI=Talal; KUW;0= █;0= █ █;02:56;Round 2;;0;r2
90;M;73;AZE;MEHDIYEV=Mammadali;L;PETR=Jiri; CZE;1 1 0= █ █;0= █ █;03:58;Round 2;;1;r2
90;M;72;GUI;MILLIMONO=Abdoulaye;R;CASSAR=Harrison; AUS;0=;1 0 0=;00:25;Round 2;;1;r2
90;M;71;GER;TRIPPEL=Eduard;R;VAN T END=Noel; NED;0= █;1 0 0= █;03:14;Round 2;;1;r2
90;M;70;EST;KALJULAID=Klen Kristofer;L;GALARRETA VILLAR=Yuta; PER;1 0 0= █;0= █ █;01:53;Round 2;;1;r2
90;M;69;KOR;GWAK=Donghan;L;TEJENOV=Tejen; TKM;0= █;0= █ █;01:49;Round 2;;0;r2
90;M;68;SVK;RANDL=Milan;R;BOZBAYEV=Islam; KAZ;0=;1 0 0=;00:15;Round 2;;1;r2
90;M;67;SMR;PERSOGLIA=Paolo;R;BROWN=Colton; USA;0= █ █;0=;01:29;Round 2;;0;r2
90;M;66;GBR;CHAMBERLAIN=Frazer;R;CLERGET=Axel; FRA;0=;1 1 0= █ █;03:41;Round 2;;1;r2
90;M;65;ESP;SHERAZADISHVILI=Nikoloz;L;LE BEAU=Eyale; COD;1 2 0= █;0=;01:49;Round 2;;1;r2
90;M;61;SEY;FINESSE=Nantenaina;R;ZILKA=Peter; SVK;0=;1 1 0=;01:09;Round 1;;1;r1
90;M;44;UZB;IMAMOV=Yakhyo;R;NYMAN=Marcus; SWE;1 0= █;1 0 0= █;03:42;Round 1;;1;r1
90;M;18;CZE;PETR=Jiri;L;DUDA=Davis; LAT;1 0 0= █;0= █;03:10;Round 1;;1;r1
90;M;16;BEN;DOSSOU YOVO=Celtus Williams Abiola;R;CASSAR=Harrison; AUS;1 0=;1 0 0=;01:03;Round 1;;1;r1
90;M;2;PHI;FERRER=John Viron;R;LE BEAU=Eyale; COD;0=;1 0 0=;00:08;Round 1;;1;r1
100;M;67;POR;FONSECA=Jorge;L;ILYASOV=Niyaz; RUS;1 0= █ █;0= █;04:00;Final;;0;r8
100;M;66;JPN;WOLF=Aaron;L;GASIMOV=Elmar; AZE;1 0= █ █;0=;04:00;Bronze;;0;r8
100;M;65;NED;KORREL=Michael;L;CHO=Guham; KOR;1 0= █ █;0= █ █;04:00;Bronze;;0;r8
100;M;64;KOR;CHO=Guham;R;ILYASOV=Niyaz; RUS;0= █ █;0= █ █;09:41;Semi-Final;;0;r7
100;M;63;POR;FONSECA=Jorge;L;GASIMOV=Elmar; AZE;1 0=;0= █;04:00;Semi-Final;;0;r7
100;M;62;JPN;WOLF=Aaron;L;ELNAHAS=Shady; CAN;1 1 0=;0=;02:54;Repechage;;1;r5
100;M;61;GEO;LIPARTELIANI=Varlam;R;KORREL=Michael; NED;0= █;1 0= █ █;04:00;Repechage;;0;r5
100;M;60;CAN;ELNAHAS=Shady;R;ILYASOV=Niyaz; RUS;0= █;1 0 0=;03:15;Quarter-Final;;1;r6
100;M;59;KOR;CHO=Guham;L;WOLF=Aaron; JPN;1 0= █;0= █;05:13;Quarter-Final;;0;r6
100;M;58;NED;KORREL=Michael;R;GASIMOV=Elmar; AZE;0=;1 1 0= █;03:09;Quarter-Final;;1;r6
100;M;57;GEO;LIPARTELIANI=Varlam;R;FONSECA=Jorge; POR;0= █ █;1 0 0= █;03:11;Quarter-Final;;1;r6
100;M;56;FRA;MARET=Cyrille;R;ILYASOV=Niyaz; RUS;0=;1 0 0=;01:54;Round 3;;1;r3
100;M;55;CAN;ELNAHAS=Shady;L;FARA=Aaron; AUT;1 0 0= █;0=;05:15;Round 3;;1;r3
100;M;54;JPN;WOLF=Aaron;L;SVIRYD=Mikita; BLR;1 0=;0= █ █;04:17;Round 3;;0;r3
100;M;53;KOR;CHO=Guham;L;CATHARINA=Simeon; NED;0= █ █;0= █ █;03:53;Round 3;;0;r3
100;M;52;BRA;BUZACARINI=Rafael;R;GASIMOV=Elmar; AZE;0= █;1 0 0=;01:35;Round 3;;1;r3
100;M;51;NED;KORREL=Michael;L;DICHEV=Daniel; BUL;1 0=;0= █ █;03:24;Round 3;;0;r3
100;M;50;POR;FONSECA=Jorge;L;FLETCHER=Benjamin; IRL;1 1 0=;0=;01:15;Round 3;;1;r3
100;M;49;GEO;LIPARTELIANI=Varlam;L;IDDIR=Alexandre; FRA;1 0= █;0= █;04:00;Round 3;;0;r3
100;M;48;SWE;DVARBY=Joakim;R;ILYASOV=Niyaz; RUS;0=;1 1 0=;01:24;Round 2;;1;r2
100;M;47;EGY;DARWISH=Ramadan;R;MARET=Cyrille; FRA;1 0= █;1 1 0= █;04:00;Round 2;;1;r2
100;M;46;MNE;PANTIC=Danilo;R;FARA=Aaron; AUT;0=;1 0 0=;00:41;Round 2;;1;r2
100;M;45;UZB;KHURRAMOV=Mukhammadkarim;R;ELNAHAS=Shady; CAN;0= █ █;0= █ █;05:09;Round 2;;0;r2
100;M;44;BLR;SVIRYD=Mikita;L;SMITH III=L.A.; USA;0=;0= █ █;05:45;Round 2;;0;r2
100;M;43;JPN;WOLF=Aaron;L;KOTSOIEV=Zelym; AZE;0=;0=;03:28;Round 2;;0;r2
100;M;42;NED;CATHARINA=Simeon;L;MEDINA=Lewis; DOM;1 0 0= █ █;1 0= █ █;03:52;Round 2;;1;r2
100;M;41;KOR;CHO=Guham;L;ALLI=Jaakko; FIN;1 0=;0= █ █;02:18;Round 2;;0;r2
100;M;40;RUS;ADAMIAN=Arman;R;GASIMOV=Elmar; AZE;0=;1 1 0=;01:15;Round 2;;1;r2
100;M;39;GER;FREY=Karl-Richard;R;BUZACARINI=Rafael; BRA;0= █ █;1 0 0= █ █;06:15;Round 2;;1;r2
100;M;38;BUL;DICHEV=Daniel;L;SHAH=Hussain Shah; PAK;1 1 0= █;0= █ █;03:31;Round 2;;1;r2
100;M;37;NED;KORREL=Michael;L;ARROYO OSORIO=Jose Luis; PER;1 0 0=;0= █ █;02:35;Round 2;;1;r2
100;M;36;CAN;REYES=Kyle;R;FLETCHER=Benjamin; IRL;0= █ █;1 0 0= █;05:15;Round 2;;1;r2
100;M;35;POR;FONSECA=Jorge;L;SINGH=Avtar; IND;1 1 0=;0=;00:18;Round 2;;1;r2
100;M;34;CRO;KUMRIC=Zlatko;R;IDDIR=Alexandre; FRA;0= █ █;1 0= █;04:50;Round 2;;0;r2
100;M;33;GEO;LIPARTELIANI=Varlam;L;MINASKIN=Grigori; EST;0= █ █;0= █ █;03:51;Round 2;;0;r2
100;M;32;RUS;ILYASOV=Niyaz;L;FIZEL=Marius; SVK;1 1 0=;0=;01:26;Round 1;;1;r1
100;M;31;SWE;DVARBY=Joakim;L;APRAHAMIAN=Pablo; URU;1 0= █;0= █;04:00;Round 1;;0;r1
100;M;30;FRA;MARET=Cyrille;L;LYSENKO=Oleksii; POL;1 0 0=;0=;01:58;Round 1;;1;r1
100;M;29;EGY;DARWISH=Ramadan;L;OHAT=Zalan; HUN;0= █;0= █ █;02:15;Round 1;;0;r1
100;M;28;LTU;BAUZA=Karolis;R;FARA=Aaron; AUT;0= █;1 1 0=;02:47;Round 1;;1;r1
100;M;27;PHI;ASENETA=Carl Dave;R;PANTIC=Danilo; MNE;0= █;1 0 0= █ █;01:31;Round 1;;1;r1
100;M;26;NZL;KOSTER=Jason;R;ELNAHAS=Shady; CAN;0= █;1 1 0=;01:49;Round 1;;1;r1
100;M;25;ISR;PALTCHIK=Peter;R;KHURRAMOV=Mukhammadkarim; UZB;0=;1 0= █ █;04:00;Round 1;;0;r1
100;M;24;USA;SMITH III=L.A.;L;BORODAVKO=Jevgenijs; LAT;1 0 0= █ █;0=;02:47;Round 1;;1;r1
100;M;22;AZE;KOTSOIEV=Zelym;L;GONCALVES=Leonardo; BRA;1 0 0= █;0=;01:11;Round 1;;1;r1
100;M;21;JPN;WOLF=Aaron;L;KOBENA=Koffi Kreme; CIV;0= █;0= █ █;03:34;Round 1;;0;r1
100;M;20;NRU;KAM=Joshua;R;MEDINA=Lewis; DOM;0=;1 0 0=;00:09;Round 1;;1;r1
100;M;19;SRB;DOSEN=Bojan;R;CATHARINA=Simeon; NED;0= █;1 0 0=;03:42;Round 1;;1;r1
100;M;18;IJF;KHANKAN=Adnan;R;ALLI=Jaakko; FIN;0= █;1 0 0=;02:00;Round 1;;1;r1
100;M;16;AZE;GASIMOV=Elmar;L;MUKETE=Daniel; BLR;1 0=;0= █ █;04:44;Round 1;;0;r1
100;M;15;KEN;MBURU=George;R;ADAMIAN=Arman; RUS;0=;1 0 0=;00:12;Round 1;;1;r1
100;M;14;BRA;BUZACARINI=Rafael;L;REMARENCO=Ivan; UAE;0=;0= █ █;03:18;Round 1;;0;r1
100;M;13;MGL;LKHAGVASUREN=Otgonbaatar;R;FREY=Karl-Richard; GER;0= █ █;1 0 0= █ █;06:50;Round 1;;1;r1
100;M;12;TJK;SAIDOV=Saidzhalol;R;SHAH=Hussain Shah; PAK;0=;1 0 0=;01:51;Round 1;;1;r1
100;M;11;KAZ;SERIKBAYEV=Aibek;R;DICHEV=Daniel; BUL;0= █ █;1 0= █ █;04:00;Round 1;;0;r1
100;M;9;NED;KORREL=Michael;L;BOEHLER=Laurin; AUT;1 1 0= █;0=;03:27;Round 1;;1;r1
100;M;8;IRL;FLETCHER=Benjamin;L;BARANIEWSKI=Iwo; POL;1 1 0= █;0= █ █;03:21;Round 1;;1;r1
100;M;7;CAN;REYES=Kyle;L;DUBRETA=Anto; MNE;1 1 0=;0= █ █;02:05;Round 1;;1;r1
100;M;6;IND;SINGH=Avtar;L;TAKAYAWA=Tevita; FIJ;1 1 0=;0=;01:20;Round 1;;1;r1
