okreg;nrlisty;komitet;numer;kto;glosy;procent;NX
16;4;KORWiN;15;Magdalena MĘDRALA;145;0.05;NX
16;4;KORWiN;16;Liliana Maria KONARZEWSKA-PRUSKA;63;0.02;NX
16;4;KORWiN;17;Rafał Bogumił WISZNIOWSKI;33;0.01;NX
16;4;KORWiN;18;Karolina CZUCHRA;117;0.04;NX
16;4;KORWiN;19;Michał FAJKOWSKI;166;0.06;NX
16;4;KORWiN;20;Mateusz SIENNICKI;498;0.17;NX
16;5;PSL;1;Piotr ZGORZELSKI;8070;2.69;PX
16;5;PSL;2;Mirosław Adam ORLIŃSKI;4581;1.53;NX
16;5;PSL;3;Wiesława KRAWCZYK;1906;0.63;NX
16;5;PSL;4;Konrad WOJNAROWSKI;2797;0.93;NX
16;5;PSL;5;Elżbieta SZYMANIK;2118;0.71;NX
16;5;PSL;6;Jolanta Grażyna ŁUKASIAK-MALICKA;530;0.18;NX
16;5;PSL;7;Sławomir Arkadiusz ŚWIERZYŃSKI;2182;0.73;NX
16;5;PSL;8;Ireneusz REJMUS;1680;0.56;NX
16;5;PSL;9;Lucjan Krzysztof CHRZANOWSKI;326;0.11;NX
16;5;PSL;10;Tomasz MATUSZEWSKI;529;0.18;NX
16;5;PSL;11;Paweł PAKIEŁA;984;0.33;NX
16;5;PSL;12;Aleksander Wiesław JAROSŁAWSKI;1726;0.57;NX
16;5;PSL;13;Tomasz KOMINEK;932;0.31;NX
16;5;PSL;14;Łukasz KAPCZYŃSKI;964;0.32;NX
16;5;PSL;15;Agnieszka SULKOWSKA;323;0.11;NX
16;5;PSL;16;Ewa KOWALAK;611;0.20;NX
16;5;PSL;17;Teresa Emilia LUBECKA;89;0.03;NX
16;5;PSL;18;Ewa Iwona SZTUBA;233;0.08;NX
16;5;PSL;19;Jadwiga Ewa DURCZAK;115;0.04;NX
16;5;PSL;20;Wiktor Władysław SZMULEWICZ;1298;0.43;NX
16;6;ZLEW;1;Włodzimierz CZARZASTY;13156;4.38;NX
16;6;ZLEW;2;Stanisław Jan JAKUBOWSKI;1421;0.47;NX
16;6;ZLEW;3;Marek BUDZICH;1766;0.59;NX
16;6;ZLEW;4;Marek KIWIT;1173;0.39;NX
16;6;ZLEW;5;Magdalena Łucja PRĘGOWSKA;889;0.30;NX
16;6;ZLEW;6;Krzysztof Jerzy WAŚKOWSKI;544;0.18;NX
16;6;ZLEW;7;Jerzy SPODOBALSKI;436;0.15;NX
16;6;ZLEW;8;Sławomir Jerzy WIŚNIEWSKI;549;0.18;NX
16;6;ZLEW;9;Arkadiusz GÓRALCZYK;394;0.13;NX
16;6;ZLEW;10;Ilona IWANIAK;1061;0.35;NX
16;6;ZLEW;11;Jacek KOZŁOWSKI;484;0.16;NX
16;6;ZLEW;12;Zbigniew KRÓLIKOWSKI;213;0.07;NX
16;6;ZLEW;13;Piotr Andrzej SKIERKOWSKI;325;0.11;NX
16;6;ZLEW;14;Wojciech Józef ROMALSKI;135;0.04;NX
16;6;ZLEW;15;Małgorzata LINOWSKA;257;0.09;NX
16;6;ZLEW;16;Aldona SKORUPSKA;136;0.05;NX
16;6;ZLEW;17;Elżbieta PODWIĄZKA;165;0.05;NX
16;6;ZLEW;18;Agata Anna RULL QUESADA;205;0.07;NX
16;6;ZLEW;19;Wojciech CICHOCKI;179;0.06;NX
16;6;ZLEW;20;Teresa MALINOWSKA;952;0.32;NX
16;7;KUKIZ;1;Marek JAKUBIAK;11131;3.71;PX
16;7;KUKIZ;2;Edyta Joanna KRÓLEWIECKA;1762;0.59;NX
16;7;KUKIZ;3;Iwona Krystyna WIERZBICKA;1424;0.47;NX
16;7;KUKIZ;4;Michał NOWAKOWSKI;2056;0.68;NX
16;7;KUKIZ;5;Wojciech JARZYNKA;852;0.28;NX
16;7;KUKIZ;6;Paweł KŁOBUKOWSKI;956;0.32;NX
16;7;KUKIZ;7;Łukasz CHROSTOWSKI;933;0.31;NX
16;7;KUKIZ;8;Paweł Krzysztof NOWICKI;715;0.24;NX
16;7;KUKIZ;9;Marcin BARSKI;448;0.15;NX
16;7;KUKIZ;10;Monika GÓRSKA;1228;0.41;NX
16;7;KUKIZ;11;Andrzej Ryszard KALWASIŃSKI;518;0.17;NX
16;7;KUKIZ;12;Michał Piotr GĄSIOROWSKI;384;0.13;NX
16;7;KUKIZ;13;Kamil Szczęsny LUBIŃSKI;329;0.11;NX
16;7;KUKIZ;14;Klaudia PAPIEROWSKA;350;0.12;NX
16;7;KUKIZ;15;Anna DĄBROWSKA;804;0.27;NX
16;7;KUKIZ;16;Agnieszka Monika PAWLAK;386;0.13;NX
16;7;KUKIZ;17;Wioleta Renata MAJEWSKA;393;0.13;NX
16;7;KUKIZ;18;Michał Marcin HAJEL;588;0.20;NX
16;8;PETRU;1;Marcin PODSĘDEK;6155;2.05;NX
16;8;PETRU;2;Małgorzata Alicja KAMIŃSKA;2628;0.88;NX
16;8;PETRU;3;Jacek DRĄŻKIEWICZ;1105;0.37;NX
16;8;PETRU;4;Jacek Zbigniew WIETESKA;778;0.26;NX
16;8;PETRU;5;Kamil KOPROWSKI;523;0.17;NX
16;8;PETRU;6;Dariusz Włodzimierz LEWANDOWSKI;524;0.17;NX
16;8;PETRU;7;Anna Małgorzata DYMKOWSKA;417;0.14;NX
16;8;PETRU;8;Rafał PLISZKA;375;0.12;NX
16;8;PETRU;9;Krzysztof Janusz TAŃSKI;268;0.09;NX
16;8;PETRU;10;Dariusz Euzebiusz WOŹNIAK;269;0.09;NX
16;8;PETRU;11;Dorota WAŚNIEWSKA;238;0.08;NX
16;8;PETRU;12;Katarzyna PYDYNOWSKA;256;0.09;NX
16;8;PETRU;13;Marcin BONDAR;187;0.06;NX
16;8;PETRU;14;Małgorzata Anna BUKOWSKA;150;0.05;NX
16;8;PETRU;15;Paweł Janusz PRZEDPEŁSKI;250;0.08;NX
16;8;PETRU;16;Aneta STEGENKA;163;0.05;NX
16;8;PETRU;17;Aneta LIGNER;94;0.03;NX
16;8;PETRU;18;Izabela SURYNOWICZ;122;0.04;NX
16;8;PETRU;19;Łukasz Grzegorz PRUSIK;117;0.04;NX
16;8;PETRU;20;Krzysztof Adam ZAKRZEWSKI;832;0.28;NX
17;1;PiS;1;Marek Witold SUSKI;36542;13.27;PX
17;1;PiS;2;Wojciech SKURKIEWICZ;7058;2.56;PX
17;1;PiS;3;Andrzej Tomasz KOSZTOWNIAK;23521;8.54;PX
17;1;PiS;4;Dariusz BĄK;17961;6.52;PX
17;1;PiS;5;Anna KWIECIEŃ;7458;2.71;PX
17;1;PiS;6;Radosław Aleksander FOGIEL;6968;2.53;NX
17;1;PiS;7;Waldemar Dariusz TRELKA;3151;1.14;NX
17;1;PiS;8;Lucyna Emilia WIŚNIEWSKA;6382;2.32;NX
17;1;PiS;9;Agnieszka GÓRSKA;4548;1.65;NX
17;1;PiS;10;Małgorzata Danuta PÓŁBRATEK;951;0.35;NX
17;1;PiS;11;Anna Monika FIET;1266;0.46;NX
17;1;PiS;12;Ewa Iwona MARKOWSKA-BZDUCHA;1174;0.43;NX
17;1;PiS;13;Ewa BIAŁECKA;4064;1.48;NX
17;1;PiS;14;Zbigniew Wojciech TUZINEK;2146;0.78;NX
17;1;PiS;15;Lidia Janina LIGOROWSKA;649;0.24;NX
17;1;PiS;16;Grażyna Bożena KUC;985;0.36;NX
17;1;PiS;17;Michał Piotr JANKOWSKI;1747;0.63;NX
17;1;PiS;18;Jan REJCZAK;4187;1.52;NX
17;2;PO;1;Leszek Jan RUSZCZYK;14537;5.28;PX
17;2;PO;2;Ludwik Stanisław DORN;4214;1.53;NX
17;2;PO;3;Anna Maria BIAŁKOWSKA;7466;2.71;PX
17;2;PO;4;Tomasz Józef ŚMIETANKA;3824;1.39;NX
17;2;PO;5;Małgorzata Anna WOŹNIAK;1976;0.72;NX
17;2;PO;6;Anita Elżbieta GOŁOSZ;1086;0.39;NX
17;2;PO;7;Aneta BORS;1248;0.45;NX
17;2;PO;8;Wojciech Bogdan KUTYŁA;522;0.19;NX
17;2;PO;9;Witold WÓJCIK;1095;0.40;NX
17;2;PO;10;Marek Michał WIKIŃSKI;3550;1.29;NX
17;2;PO;11;Aneta Izabela ŚLEDŹ;638;0.23;NX
17;2;PO;12;Mariola Izabela SZYMCZYK;778;0.28;NX
17;2;PO;13;Jakub WIECZOREK;317;0.12;NX
17;2;PO;14;Alina Maria SZELIGA;359;0.13;NX
17;2;PO;15;Magdalena Dorota LASOTA;1521;0.55;NX
17;2;PO;16;Izabela Maria WOŁEK;169;0.06;NX
17;2;PO;17;Jacek Adam KACPRZAK;475;0.17;NX
17;2;PO;18;Marta Ewelina MICHALSKA - WILK;4557;1.66;NX
17;3;RAZEM;1;Alicja Izabela CZUBEK;2739;0.99;NX
17;3;RAZEM;2;Krzysztof PACZKOWSKI;771;0.28;NX
17;3;RAZEM;3;Małgorzata Maria ZIEMNICKA;809;0.29;NX
17;3;RAZEM;4;Jan Witold MALINOWSKI;277;0.10;NX
17;3;RAZEM;5;Agata Ewa CHUTKIEWICZ;253;0.09;NX
17;3;RAZEM;6;Michał Bernard RADECKI;307;0.11;NX
17;3;RAZEM;7;Justyna Agnieszka KOSIEC;373;0.14;NX
17;3;RAZEM;8;Szymon Piotr MAJEWSKI;348;0.13;NX
17;3;RAZEM;9;Anna Maria ŻMUDZIN;222;0.08;NX
17;3;RAZEM;10;Piotr Paweł KRUPA;390;0.14;NX
17;3;RAZEM;11;Katarzyna Anna KOWALSKA;714;0.26;NX
17;4;KORWiN;1;Stefan BŁASZCZYK;3823;1.39;NX
17;4;KORWiN;2;Sławomir GRZYB;664;0.24;NX
17;4;KORWiN;3;Augustyn CIECIELĄG;309;0.11;NX
17;4;KORWiN;4;Bartosz Jan SANIEWSKI;492;0.18;NX
17;4;KORWiN;5;Krzysztof Grzegorz LECHOWSKI;403;0.15;NX
17;4;KORWiN;6;Jarosław Piotr JARGOT;204;0.07;NX
17;4;KORWiN;7;Anna Izabela BADEŃSKA;241;0.09;NX
17;4;KORWiN;8;Marta Patrycja ŁYCZAK;126;0.05;NX
17;4;KORWiN;9;Marcin NAZIMEK;299;0.11;NX
17;4;KORWiN;10;Tobiasz Jarosław JAGIEŁŁO;263;0.10;NX
17;4;KORWiN;11;Bożena SZARA;106;0.04;NX
17;4;KORWiN;12;Agata Patrycja KOŚCIOWSKA;54;0.02;NX
17;4;KORWiN;13;Paulina Urszula LEŚNIEWSKA;105;0.04;NX
17;4;KORWiN;14;Krzysztof Jerzy SZTUK;171;0.06;NX
17;4;KORWiN;15;Milena BAZYLEWICZ;56;0.02;NX
17;4;KORWiN;16;Ewa WIŚNIEWSKA;212;0.08;NX
17;4;KORWiN;17;Jacek Baltazar KORWIN-MIKKE;2857;1.04;NX
17;4;KORWiN;18;Jacek Michał WOŹNIAK;385;0.14;NX
17;5;PSL;1;Mirosław Wojciech MALISZEWSKI;7959;2.89;PX
17;5;PSL;2;Zbigniew GOŁĄBEK;2901;1.05;NX
17;5;PSL;3;Piotr PAPIS;5845;2.12;NX
17;5;PSL;4;Artur DĄBROWSKI;988;0.36;NX
17;5;PSL;5;Bogusława Janina JAWORSKA;1520;0.55;NX
17;5;PSL;6;Stanisław BRZÓZKA;462;0.17;NX
17;5;PSL;7;Teresa Jadwiga BARTOSIEWICZ;774;0.28;NX
17;5;PSL;8;Krzysztof FERENSZTAJN;736;0.27;NX
17;5;PSL;9;Barbara Elżbieta GĄSIOROWSKA;670;0.24;NX
17;5;PSL;10;Maria Agnieszka WĘGRZECKA;406;0.15;NX
17;5;PSL;11;Roman Bogusław WOŹNIAK;603;0.22;NX
17;5;PSL;12;Olga Agata JUREK;316;0.11;NX
17;5;PSL;13;Agnieszka Barbara STOLARCZYK;583;0.21;NX
17;5;PSL;14;Tomasz Jan SKIBA;818;0.30;NX
17;5;PSL;15;Bronisława Krystyna JASTRZĘBSKA;109;0.04;NX
17;5;PSL;16;Ryszard Marek JONCZYK;208;0.08;NX
17;5;PSL;17;Katarzyna Ewa KOŁODZIEJSKA;168;0.06;NX
17;5;PSL;18;Dariusz PIĄTEK;867;0.31;NX
17;6;ZLEW;1;Elżbieta FORNALCZYK;3258;1.18;NX
17;6;ZLEW;2;Leszek REJMER;3129;1.14;NX
17;6;ZLEW;3;Dorota Anna JANKOWSKA;967;0.35;NX
17;6;ZLEW;4;Marcin DĄBROWSKI;803;0.29;NX
17;6;ZLEW;5;Bogdan SOCHA;309;0.11;NX
17;6;ZLEW;6;Roman Antoni WYSOCKI;666;0.24;NX
17;6;ZLEW;7;Jan PSZCZOŁA;976;0.35;NX
17;6;ZLEW;8;Grażyna Janina MARYNIAK-GAWRYLIK;536;0.19;NX
17;6;ZLEW;9;Marcin Paweł FERUŚ;149;0.05;NX
17;6;ZLEW;10;Krzysztof MUNIAK;102;0.04;NX
17;6;ZLEW;11;Katarzyna Anna GÓRNICKA;205;0.07;NX
17;6;ZLEW;12;Stanisław GĄSIOR;176;0.06;NX
17;6;ZLEW;13;Piotr Przemysław GUZA;423;0.15;NX
17;6;ZLEW;14;Wioletta Katarzyna WÓJCIK;192;0.07;NX
17;6;ZLEW;15;Łucja ŁYŻWA;162;0.06;NX
17;6;ZLEW;16;Mariusz Tomasz WOJNO;735;0.27;NX
17;6;ZLEW;17;Anna NIZIŃSKA;185;0.07;NX
17;6;ZLEW;18;Magda Olga ZDYRA;285;0.10;NX
17;7;KUKIZ;1;Robert Dariusz MORDAK;7781;2.83;PX
17;7;KUKIZ;2;Paweł MACIAK;2471;0.90;NX
17;7;KUKIZ;3;Karolina KRAWCZUK;2494;0.91;NX
17;7;KUKIZ;4;Zbigniew PETNIAK;560;0.20;NX
17;7;KUKIZ;5;Marek Wacław SZEWCZYK;877;0.32;NX
17;7;KUKIZ;6;Marcin NOWAK;1963;0.71;NX
17;7;KUKIZ;7;Michał MICHALSKI;967;0.35;NX
17;7;KUKIZ;8;Irena BORDZIO-BERUS;325;0.12;NX
17;7;KUKIZ;9;Tomasz MAKUCH;776;0.28;NX
17;7;KUKIZ;10;Teresa Anna KASIŃSKA;543;0.20;NX
17;7;KUKIZ;11;Roksana ŁOJEK;512;0.19;NX
17;7;KUKIZ;12;Agata Bożena PATER;827;0.30;NX
17;7;KUKIZ;13;Małgorzata KOMOROWSKA;408;0.15;NX
17;7;KUKIZ;14;Elżbieta Agnieszka KOMOSA;770;0.28;NX
17;7;KUKIZ;15;Krzysztof Kamil JOPEK;412;0.15;NX
17;7;KUKIZ;16;Paweł Wiesław IWANICKI;574;0.21;NX
17;7;KUKIZ;17;Jerzy Piotr MIEŚNIK;462;0.17;NX
17;7;KUKIZ;18;Tadeusz Klemens BARTOLD;427;0.16;NX
17;8;PETRU;1;Katarzyna KALINOWSKA;5793;2.10;NX
17;8;PETRU;2;Cezary Edward BRYMORA;3469;1.26;NX
17;8;PETRU;3;Mariusz MEJKA;578;0.21;NX
17;8;PETRU;4;Emil Artur MENDREK;322;0.12;NX
17;8;PETRU;5;Agata Katarzyna GANCARZ-PEŁKA;361;0.13;NX
17;8;PETRU;6;Adam Wojciech FUNDOWICZ;282;0.10;NX
17;8;PETRU;7;Małgorzata GÓRNIEWSKA;215;0.08;NX
17;8;PETRU;8;Piotr Wojciech MOŻYŁOWSKI;101;0.04;NX
17;8;PETRU;9;Michał Damian ŻAK;342;0.12;NX
17;8;PETRU;10;Łukasz MIŚKIEWICZ;385;0.14;NX
17;8;PETRU;11;Ewa Agnieszka WIJATKOWSKA;115;0.04;NX
17;8;PETRU;12;Marcin Edward KOZAWSKI;104;0.04;NX
17;8;PETRU;13;Anna SKOCKA;141;0.05;NX
17;8;PETRU;14;Mariusz GRABOWSKI;178;0.06;NX
17;8;PETRU;15;Sylwia Patrycja TOMASZEWSKA;117;0.04;NX
17;8;PETRU;16;Natalia WRÓBEL;214;0.08;NX
17;8;PETRU;17;Beata JAKUBOWSKA;207;0.08;NX
17;8;PETRU;18;Jakub Bartłomiej STĘPIEŃ;309;0.11;NX
17;10;STONOGA;1;Artur Jacek GRZYBOWSKI;983;0.36;NX
17;10;STONOGA;2;Piotr Łukasz DZIEDZIC;180;0.07;NX
17;10;STONOGA;3;Magdalena POSTEK;80;0.03;NX
17;10;STONOGA;4;Artur KOBYLARCZYK;53;0.02;NX
17;10;STONOGA;5;Agata Anna WITKOWSKA;74;0.03;NX
17;10;STONOGA;6;Łukasz Roman CHRZANOWSKI;90;0.03;NX
17;10;STONOGA;7;Karolina Natalia NOWAKOWSKA;87;0.03;NX
17;10;STONOGA;8;Piotr GRABUSIŃSKI;34;0.01;NX
17;10;STONOGA;9;Bartłomiej DUDEK;104;0.04;NX
17;10;STONOGA;10;Katarzyna Honorata SIERAKOWSKA;35;0.01;NX
17;10;STONOGA;11;Grzegorz KRAWCZYK;47;0.02;NX
17;10;STONOGA;12;Luiza Magdalena MATYJASZKIEWICZ;24;0.01;NX
17;10;STONOGA;13;Bartosz PIOŚ;48;0.02;NX
17;10;STONOGA;14;Katarzyna KWIECIŃSKA;30;0.01;NX
17;10;STONOGA;15;Hubert Marek BANASIK;25;0.01;NX
17;10;STONOGA;16;Anna Katarzyna KAZAŁA;43;0.02;NX
17;10;STONOGA;17;Krzysztof Zbigniew GASEK;52;0.02;NX
17;10;STONOGA;18;Magdalena Helena SADOWSKA - SNOPCZYŃSKA;61;0.02;NX
17;15;KNP;1;Marek AUGUŚCIK;148;0.05;NX
17;15;KNP;2;Robert Kamil KUMOR;50;0.02;NX
17;15;KNP;3;Jakub MACIEJEWSKI;40;0.01;NX
17;15;KNP;4;Krzysztof SKRZYPCZAK;42;0.02;NX
17;15;KNP;5;Ewa Jadwiga KUMOR;32;0.01;NX
17;15;KNP;6;Zofia Julia CHŁOPICKA;25;0.01;NX
17;15;KNP;7;Cezary Józef STĄPOR;34;0.01;NX
17;15;KNP;8;Ireneusz Paweł ROLKA;17;0.01;NX
17;15;KNP;9;Anna Maria SZNYROWSKA;23;0.01;NX
17;15;KNP;10;Urszula Marzena BEDNIK;29;0.01;NX
17;15;KNP;11;Wojciech Grzegorz CZARNOCKI;18;0.01;NX
17;15;KNP;12;Kazimierz Czesław CHŁOPICKI;11;0.00;NX
17;15;KNP;13;Wojciech Ryszard SOKOŁOWSKI;26;0.01;NX
17;15;KNP;14;Monika Katarzyna RAFALSKA;26;0.01;NX
17;15;KNP;15;Jolanta Janina STEFAŃSKA;24;0.01;NX
17;15;KNP;16;Marcin KUMOR;22;0.01;NX
17;15;KNP;17;Alicja Maria CZARNOCKA;29;0.01;NX
17;15;KNP;18;Dariusz GRUSZCZYŃSKI;60;0.02;NX
18;1;PiS;1;Marek Tadeusz ZAGÓRSKI;19018;5.07;PX
18;1;PiS;2;Krzysztof Józef TCHÓRZEWSKI;26372;7.03;PX
18;1;PiS;3;Arkadiusz CZARTORYSKI;24747;6.59;PX
18;1;PiS;4;Henryk KOWALCZYK;22850;6.09;PX
18;1;PiS;5;Krystyna PAWŁOWICZ;18070;4.82;PX
18;1;PiS;6;Grzegorz Adam WOŹNIAK;16516;4.40;PX
18;1;PiS;7;Teresa Anna WARGOCKA;8567;2.28;PX
18;1;PiS;8;Marian PIŁKA;6625;1.77;NX
18;1;PiS;9;Dariusz ANDRZEJEWSKI;3377;0.90;NX
18;1;PiS;10;Krzysztof WINIARSKI;5428;1.45;NX
18;1;PiS;11;Urszula KAPUSTA;2063;0.55;NX
18;1;PiS;12;Katarzyna KLIMIUK;2733;0.73;NX
18;1;PiS;13;Elżbieta WOŹNIAK-SIONEK;2172;0.58;NX
18;1;PiS;14;Dorota SKRZYPEK;1659;0.44;NX
18;1;PiS;15;Eliza DREWNOWSKA;980;0.26;NX
18;1;PiS;16;Marek GAŁĄZKA;1654;0.44;NX
18;1;PiS;17;Zdzisław ŻOCHOWSKI;2124;0.57;NX
18;1;PiS;18;Zofia CZYŻ;2929;0.78;NX
18;1;PiS;19;Małgorzata Elżbieta BRODZIK;1407;0.37;NX
18;1;PiS;20;Anna Grażyna BRODACKA-BARTOSZUK;1157;0.31;NX
18;1;PiS;21;Krzysztof FILIPEK;2685;0.72;NX
18;1;PiS;22;Joanna BALA;2979;0.79;NX
18;1;PiS;23;Marcin FIDURA;2319;0.62;NX
18;1;PiS;24;Daniel George MILEWSKI;13302;3.54;PX
18;2;PO;1;Jolanta Emilia HIBNER;12899;3.44;PX
18;2;PO;2;Czesław MROCZEK;11901;3.17;PX
18;2;PO;3;Elżbieta LANC;4675;1.25;NX
18;2;PO;4;Mariusz Piotr POPIELARZ;4880;1.30;NX
18;2;PO;5;Marta SOSNOWSKA;3834;1.02;NX
18;2;PO;6;Patrycja Maria CHMIEL;1351;0.36;NX
18;2;PO;7;Stefan Marian GORA;2202;0.59;NX
18;2;PO;8;Jolanta JASTRZĘBOWSKA;1110;0.30;NX
18;2;PO;9;Marcin Antoni KULICKI;1006;0.27;NX
18;2;PO;10;Witold SKŁADANOWSKI;383;0.10;NX
18;2;PO;11;Bogumiła Maria WUJEK;529;0.14;NX
18;2;PO;12;Norbert Tomasz WILBIK;454;0.12;NX
18;2;PO;13;Janusz ŚWIDERSKI;803;0.21;NX
18;2;PO;14;Beata KRASKA-ROMANOWSKA;342;0.09;NX
18;2;PO;15;Paweł ŚRODA;703;0.19;NX
18;2;PO;16;Hanna Bożenna KELLEHER;178;0.05;NX
18;2;PO;17;Hanna SZYMBORSKA;851;0.23;NX
18;2;PO;18;Karol MINARCZUK;385;0.10;NX
18;2;PO;19;Beata WARYŃSKA-MAJEROWICZ;110;0.03;NX
18;2;PO;20;Sylwia Marta CZUBKOWSKA;317;0.08;NX
18;2;PO;21;Andrzej DANILUK;781;0.21;NX
18;2;PO;22;Adam Waldemar KOSESKI;1164;0.31;NX
18;3;RAZEM;1;Marta Małgorzata NOWAK;4587;1.22;NX
18;3;RAZEM;2;Artur Piotr KARPIŃSKI;1252;0.33;NX
18;3;RAZEM;3;Dorota Zofia OLKO;874;0.23;NX
18;3;RAZEM;4;Michał Aleksander SKRZYNIARZ;295;0.08;NX
18;3;RAZEM;5;Monika Zofia GODLEWSKA;518;0.14;NX
18;3;RAZEM;6;Grzegorz HAJDUK;406;0.11;NX
18;3;RAZEM;7;Małgorzata Barbara GLATZ;172;0.05;NX
18;3;RAZEM;8;Norbert Wojciech MIĘTUS;355;0.09;NX
18;3;RAZEM;9;Katarzyna MURAWSKA;427;0.11;NX
18;3;RAZEM;10;Krzysztof BRODOWICZ;151;0.04;NX
18;3;RAZEM;11;Agata Iwona TOMASZEWSKA;220;0.06;NX
18;3;RAZEM;12;Wojciech KUŚMIEREK;136;0.04;NX
18;3;RAZEM;13;Paulina Maria ŁOPATNIUK;174;0.05;NX
18;3;RAZEM;14;Łukasz BASTRZYK;397;0.11;NX
18;4;KORWiN;1;Paweł Stanisław WYRZYKOWSKI;7345;1.96;NX
18;4;KORWiN;2;Izabela REDUCH;772;0.21;NX
18;4;KORWiN;3;Krystian Aleksander JAWORSKI;392;0.10;NX
18;4;KORWiN;4;Piotr Paweł STEFANIUK;397;0.11;NX
18;4;KORWiN;5;Jakub Andrzej ŻMUDZIŃSKI;649;0.17;NX
18;4;KORWiN;6;Adrian JASZCZAK;453;0.12;NX
18;4;KORWiN;7;Hanna SOCHARSKA;184;0.05;NX
18;4;KORWiN;8;Paulina GRZESZCZUK;171;0.05;NX
18;4;KORWiN;9;Jakub GĄGOL;193;0.05;NX
18;4;KORWiN;10;Bogumiła LIPIŃSKA;83;0.02;NX
18;4;KORWiN;11;Michał PIÓRO;236;0.06;NX
18;4;KORWiN;12;Tomasz ROMANYSZYN;171;0.05;NX
18;4;KORWiN;13;Aneta Anna SALAMON;154;0.04;NX
18;4;KORWiN;14;Łukasz ZDUNEK;254;0.07;NX
18;4;KORWiN;15;Ewa ROSŁAN;109;0.03;NX
18;4;KORWiN;16;Mateusz Bronisław KOZŁOWSKI;130;0.03;NX
18;4;KORWiN;17;Wanda Maria ŁUGOWSKA;54;0.01;NX
18;4;KORWiN;18;Piotr SOBIESZUK;157;0.04;NX
18;4;KORWiN;19;Maciej CZAPLICKI;118;0.03;NX
18;4;KORWiN;20;Ewa KĄDZIELA;137;0.04;NX
18;4;KORWiN;21;Sławomir JANOWSKI;156;0.04;NX
18;4;KORWiN;22;Anna KORWIN-MIKKE;3375;0.90;NX
18;4;KORWiN;23;Stanisław Józef GÓRSKI;213;0.06;NX
18;4;KORWiN;24;Roman Ryszard SKŁADANOWSKI;429;0.11;NX
18;5;PSL;1;Marek Wacław SAWICKI;11892;3.17;PX
18;5;PSL;2;Tadeusz NALEWAJK;6380;1.70;NX
18;5;PSL;3;Krzysztof Wawrzyniec BORKOWSKI;4507;1.20;NX
18;5;PSL;4;Mirosław Jan AUGUSTYNIAK;2839;0.76;NX
18;5;PSL;5;Rafał Józef KOWALCZYK;3334;0.89;NX
18;5;PSL;6;Maria CAŁKA;1393;0.37;NX
18;5;PSL;7;Stanisław JASTRZĘBSKI;1688;0.45;NX
18;5;PSL;8;Krzysztof Konstanty BAŁDYGA;549;0.15;NX
18;5;PSL;9;Antoni Jan TARCZYŃSKI;1401;0.37;NX
18;5;PSL;10;Andrzej SUCHENEK;566;0.15;NX
18;5;PSL;11;Dorota Agata BOJDO;372;0.10;NX
18;5;PSL;12;Anna GÓRSKA;217;0.06;NX
18;5;PSL;13;Antoni BOMBIK;84;0.02;NX
18;5;PSL;14;Teresa OROWIECKA;273;0.07;NX
18;5;PSL;15;Marek Aleksander BŁASZCZAK;234;0.06;NX
18;5;PSL;16;Hanna WOCIAL;374;0.10;NX
18;5;PSL;17;Iwona KSIĘŻOPOLSKA;307;0.08;NX
18;5;PSL;18;Dorota CZYŻ;130;0.03;NX
18;5;PSL;19;Magdalena KURAK;102;0.03;NX
18;5;PSL;20;Agnieszka Barbara DUSIŃSKA;378;0.10;NX
18;5;PSL;21;Anna Agnieszka WIECZOREK;478;0.13;NX
18;5;PSL;22;Mariusz KOZERA;299;0.08;NX
18;5;PSL;23;Jolanta Krystyna WAKULIŃSKA;96;0.03;NX
18;5;PSL;24;Ryszard SMOLAREK;503;0.13;NX
18;6;ZLEW;1;Paulina Krystyna PIECHNA-WIĘCKIEWICZ;7597;2.02;NX
18;6;ZLEW;2;Kamil ŻEBROWSKI;1251;0.33;NX
18;6;ZLEW;3;Jacek KRUPA;853;0.23;NX
18;6;ZLEW;4;Zbigniew Jan JASZCZUK;597;0.16;NX
18;6;ZLEW;5;Beata ZYGMUNT;706;0.19;NX
18;6;ZLEW;6;Jolanta Maria ABRAMCZYK;521;0.14;NX
18;6;ZLEW;7;Piotr Mirosław PODOLECKI;179;0.05;NX
18;6;ZLEW;8;Wacław Maksymilian KRUSZEWSKI;391;0.10;NX
18;6;ZLEW;9;Katarzyna KARWACKA;378;0.10;NX
18;6;ZLEW;10;Barbara Stefania DOMAŃSKA;550;0.15;NX
18;6;ZLEW;11;Tadeusz Andrzej CZYŻEWICZ;86;0.02;NX
18;6;ZLEW;12;Paweł LIPOWSKI;323;0.09;NX
18;6;ZLEW;13;Katarzyna SZYMANIUK;297;0.08;NX
18;6;ZLEW;14;Henryk Wawrzyniec BĄK;129;0.03;NX
18;6;ZLEW;15;Barbara Anna BAGIŃSKA;378;0.10;NX
18;6;ZLEW;16;Adam KOWALCZYK;283;0.08;NX
18;6;ZLEW;17;Małgorzata SIKORSKA;288;0.08;NX
18;6;ZLEW;18;Izabela Aldona TRZPIL;314;0.08;NX
18;6;ZLEW;19;Robert IDYCKI;76;0.02;NX
18;6;ZLEW;20;Jacek DOMARECKI;227;0.06;NX
18;6;ZLEW;21;Krzysztof Apolinary HYŻY;176;0.05;NX
18;6;ZLEW;22;Błażej MAKAREWICZ;727;0.19;NX
