nrk;pgnw;freq;lgw;lgnw
86249;10.37;35.42;147;17
86250;3.05;29.84;127;4
86251;9.43;28.42;96;10
86252;5.06;41.24;601;32
86253;3.99;41.28;409;17
86254;4.08;38.13;376;16
86255;6.06;32.75;124;8
86256;2.87;36.40;169;5
86257;9.32;31.32;146;15
86258;2.75;37.53;177;5
86259;5.85;36.94;193;12
86260;3.51;35.48;165;6
86261;6.21;29.54;151;10
86262;6.36;31.63;162;11
86263;4.35;36.51;22;1
86264;3.14;36.10;278;9
86265;3.66;52.04;184;7
86266;3.65;33.25;132;5
86267;3.75;40.61;231;9
86268;1.78;35.83;221;4
86269;4.92;32.71;116;6
86270;5.47;27.47;121;7
86271;2.96;28.85;131;4
86272;7.17;32.44;246;19
86273;6.70;43.18;334;24
86274;4.25;38.13;203;9
86275;2.56;34.98;152;4
86276;5.52;44.34;137;8
86277;6.15;38.01;229;15
86278;2.16;41.64;363;8
86279;4.93;32.79;212;11
86280;2.76;41.06;317;9
86281;4.15;43.10;416;18
86282;1.91;44.95;463;9
86283;2.35;47.76;374;9
86284;2.34;47.12;375;9
86285;1.55;47.89;446;7
86286;3.53;46.18;437;16
86287;1.13;56.67;437;5
86288;3.95;46.34;413;17
86289;5.33;42.25;320;18
86290;4.28;52.24;425;19
86291;6.09;27.19;216;14
86292;2.64;47.60;405;11
86293;3.12;46.38;31;1
86294;3.28;38.48;383;13
86295;2.00;32.53;343;7
86296;5.03;31.80;321;17
86297;6.12;36.36;368;24
86298;4.55;52.38;21;1
86299;5.20;39.14;328;18
86300;9.09;29.06;140;14
86301;5.03;26.41;151;8
86302;7.25;34.85;128;10
86303;4.53;30.08;274;13
86304;4.23;37.72;181;8
86305;4.59;30.65;291;14
86306;3.86;37.75;548;22
86307;0.83;30.89;238;2
86308;3.46;29.95;251;9
86309;2.26;33.89;259;6
86310;6.25;30.52;285;19
86311;4.23;37.43;362;16
86312;4.14;45.55;417;18
86313;5.38;34.83;176;10
86314;3.67;41.18;315;12
86315;2.91;29.40;167;5
86316;1.80;34.47;328;6
86317;2.16;35.58;227;5
86318;1.06;25.68;93;1
86319;7.54;32.89;184;15
86320;4.86;28.12;176;9
86321;2.52;28.74;116;3
86322;4.50;33.11;191;9
86323;4.06;44.61;449;19
86324;4.35;46.94;330;15
86325;9.49;31.86;229;24
86326;3.99;34.54;265;11
86327;3.85;39.03;325;13
86328;4.78;37.77;219;11
86329;13.06;41.34;193;29
86330;8.11;57.81;34;3
86331;4.69;41.03;325;16
86332;5.31;39.65;339;19
86333;1.95;50.87;403;8
86334;2.41;46.89;486;12
86335;2.00;51.60;442;9
86336;1.93;51.24;406;8
86337;3.07;47.25;316;10
86338;2.22;55.20;353;8
86339;2.05;49.06;334;7
86340;3.25;27.95;268;9
86341;3.82;32.91;252;10
86342;2.62;42.24;297;8
86343;3.18;40.26;304;10
86344;4.11;34.65;327;14
86345;5.65;37.18;334;20
86346;6.05;29.05;202;13
86347;5.31;36.18;321;18
86348;5.73;45.31;296;18
86349;3.77;32.66;357;14
86350;7.03;25.91;119;9
86351;1.25;49.56;551;7
86352;2.13;38.92;459;10
86353;3.30;47.03;352;12
86354;2.60;43.91;337;9
86355;2.39;37.81;286;7
86356;5.04;33.16;245;13
86357;3.21;36.89;211;7
86358;3.95;37.29;438;18
86359;5.28;42.32;269;15
86360;2.23;26.80;175;4
86361;4.10;36.35;281;12
86362;1.48;44.42;400;6
86363;9.09;78.57;20;2
86364;3.57;66.67;27;1
86365;4.51;49.18;402;19
86366;7.09;46.29;249;19
86367;5.66;30.17;150;9
86368;5.60;39.87;236;14
86369;8.11;27.75;204;18
86370;6.82;36.36;205;15
86371;2.51;26.71;194;5
86372;3.28;40.66;383;13
86373;2.62;31.73;186;5
86374;5.30;38.94;250;14
86375;3.99;33.91;265;11
86376;1.88;45.18;313;6
86377;1.34;33.68;221;3
86378;4.12;48.21;233;10
86379;4.79;44.52;298;15
86380;3.78;36.06;280;11
86381;2.92;34.90;166;5
86382;2.39;45.80;245;6
86383;4.00;40.16;192;8
86384;8.18;38.73;202;18
86385;6.21;43.51;151;10
86386;4.82;33.15;395;20
86387;3.49;48.94;581;21
86388;3.70;42.76;469;18
86389;5.05;45.10;564;30
86390;2.31;29.89;127;3
86391;5.76;31.77;262;16
86392;4.58;37.33;229;11
86393;4.26;45.25;315;14
86394;2.01;49.72;342;7
86395;4.86;35.51;176;9
86396;3.59;50.42;349;13
86397;3.96;43.91;485;20
86398;5.40;36.79;473;27
86399;2.88;38.03;506;15
86400;1.06;51.03;467;5
86401;5.45;28.37;191;11
86402;2.55;34.81;268;7
86403;5.56;20.62;119;7
86404;2.00;29.67;98;2
86405;3.01;23.96;129;4
86406;1.61;22.96;122;2
86407;3.81;41.39;379;15
86408;3.05;37.29;286;9
86409;7.39;47.15;376;30
86410;4.38;44.29;393;18
86411;3.31;38.37;292;10
86412;3.51;49.65;550;20
86413;3.96;48.70;631;26
86414;10.55;46.28;195;23
86415;2.68;51.33;544;15
86416;4.18;46.44;275;12
86417;3.88;41.06;446;18
86418;3.25;48.52;238;8
86419;3.25;34.84;357;12
86420;20.00;39.77;28;7
86421;18.75;78.05;26;6
86422;3.52;53.91;685;25
86423;2.99;47.60;616;19
86424;2.31;29.42;296;7
86425;3.36;37.25;460;16
86426;3.94;37.22;488;20
86427;1.96;51.92;651;13
86428;2.62;49.69;707;19
86429;2.65;47.72;550;15
86430;2.73;47.70;676;19
86431;3.08;51.46;630;20
86432;2.03;47.44;580;12
86433;2.74;51.45;604;17
86434;0.83;53.90;720;6
86435;1.29;59.65;534;7
86436;2.89;54.00;537;16
86437;5.46;31.99;329;19
86438;3.61;43.49;480;18
86439;4.46;32.98;300;14
86440;5.58;40.39;508;30
86441;3.74;33.31;438;17
86442;4.31;47.17;599;27
86443;21.50;32.42;84;23
86444;9.76;36.28;37;4
86445;21.43;43.75;11;3
86446;0.00;7.14;4;0
86447;2.54;56.25;307;8
86448;4.44;41.98;215;10
86449;7.98;38.60;173;15
86450;10.85;28.54;115;14
86451;4.11;37.15;140;6
86452;2.31;43.47;169;4
86453;3.91;36.75;614;25
86454;2.80;24.61;139;4
86455;8.09;28.75;125;11
86456;2.80;36.58;208;6
86457;7.37;30.38;289;23
86458;8.73;40.06;230;22
86459;4.57;33.13;689;33
86460;3.29;32.53;471;16
86461;2.11;44.97;696;15
86462;3.54;41.71;900;33
86463;4.15;52.66;370;16
86464;3.60;48.95;722;27
86465;3.68;44.02;681;26
86466;16.67;66.67;10;2
86467;6.13;37.62;291;19
86468;6.44;33.77;334;23
86469;1.39;39.78;639;9
86470;3.20;31.97;333;11
86471;0.61;32.47;162;1
86472;4.08;34.70;447;19
86473;2.86;41.39;238;7
86474;7.89;39.26;175;15
86475;15.79;49.14;48;9
86476;12.50;11.59;7;1
86477;3.70;41.28;547;21
86478;5.95;31.27;332;21
86479;4.87;30.20;293;15
86480;5.92;33.89;461;29
86481;2.60;47.23;524;14
86482;3.42;27.53;226;8
86483;1.53;57.03;579;9
86484;3.64;44.65;318;12
86485;2.96;42.34;394;12
86486;1.93;45.32;508;10
86487;3.12;48.48;372;12
86488;1.76;44.63;335;6
86489;5.87;43.60;401;25
86490;4.09;49.76;492;21
86491;2.10;45.60;513;11
86492;3.19;53.36;607;20
86493;1.70;57.22;923;16
86494;1.05;57.30;563;6
86495;2.12;51.53;462;10
86496;1.37;56.55;647;9
86497;5.21;46.67;637;35
86498;4.24;42.42;407;18
86499;2.59;57.33;640;17
86500;1.68;46.37;352;6
86501;1.39;36.97;284;4
86502;2.38;42.76;862;21
86503;3.32;37.07;582;20
86504;2.16;55.48;817;18
86505;2.28;43.38;429;10
86506;1.08;55.09;642;7
86507;3.57;56.15;784;29
86508;1.65;51.73;895;15
86509;4.76;44.28;520;26
86510;3.11;43.26;840;27
86511;4.01;47.97;909;38
86512;3.28;52.59;943;32
86513;1.80;54.59;601;11
86514;1.81;58.58;543;10
86515;3.10;49.43;375;12
86516;2.85;48.81;477;14
86517;2.77;55.22;386;11
86518;0.00;39.55;53;0
86519;6.45;36.90;29;2
86520;2.89;44.69;976;29
86521;6.33;40.41;503;34
86522;4.70;37.24;345;17
86523;5.70;41.72;893;54
86524;1.06;62.45;1308;14
86525;4.70;49.40;548;27
86526;5.93;35.11;254;16
86527;2.87;34.73;305;9
86528;3.14;31.68;278;9
86529;4.10;41.10;257;11
86530;3.88;50.29;495;20
86531;3.76;49.30;512;20
86532;4.82;40.14;217;11
86533;4.76;34.19;140;7
86534;2.81;39.46;242;7
86535;3.64;44.25;371;14
86536;2.75;48.23;424;12
86537;4.26;32.19;225;10
86538;6.76;42.65;276;20
86539;6.25;35.63;150;10
86540;5.10;34.27;242;13
86541;9.73;27.97;102;11
86542;5.54;47.81;341;20
86543;7.82;38.17;165;14
86544;2.90;42.33;268;8
86545;4.44;45.85;280;13
86546;2.48;44.16;354;9
86547;8.40;43.10;229;21
86548;9.04;34.16;151;15
86549;2.91;46.93;267;8
86550;6.23;39.10;316;21
86551;3.64;39.65;238;9
86552;8.58;38.99;309;29
86553;5.58;39.76;220;13
86554;4.43;45.41;388;18
86555;3.56;50.21;352;13
86556;4.38;50.63;306;14
86557;2.96;46.04;525;16
86558;1.65;55.69;655;11
86559;2.85;53.42;478;14
86560;2.24;43.40;392;9
86561;2.75;53.42;531;15
86562;2.61;52.00;596;16
86563;1.81;45.62;542;10
86564;2.68;49.01;508;14
86565;0.74;47.80;538;4
86566;3.39;48.16;228;8
86567;7.56;38.65;159;13
86568;6.55;30.25;214;15
86569;6.06;33.24;217;14
86570;6.25;32.43;90;6
86571;3.31;46.94;468;16
86572;2.84;51.51;514;15
86573;3.37;40.29;401;14
86574;2.42;43.06;121;3
86575;0.00;70.73;29;0
86576;8.11;43.02;34;3
86577;4.06;35.99;260;11
86578;1.47;46.72;737;11
86579;2.13;57.06;368;8
86580;2.83;45.19;653;19
86581;2.83;34.64;206;6
86582;1.77;47.18;609;11
86583;3.49;37.28;249;9
86584;4.56;37.87;544;26
86585;2.23;36.52;526;12
86586;2.10;51.95;326;7
86587;0.00;12.99;10;0
86588;3.21;37.36;332;11
86589;4.52;30.23;211;10
86590;4.04;35.90;309;13
86591;2.68;38.18;363;10
86592;6.70;37.87;348;25
86593;6.05;32.80;233;15
86594;8.07;33.89;205;18
86595;3.24;43.35;328;11
86596;4.63;33.55;247;12
86597;6.98;35.19;400;30
86598;6.11;32.35;338;22
86599;4.28;36.06;291;13
86600;4.64;38.24;637;31
86601;3.28;29.90;295;10
86602;5.21;40.80;309;17
86603;4.88;34.37;390;20
86604;4.05;35.09;237;10
86605;5.85;33.79;161;10
86606;3.73;41.61;413;16
86607;7.37;40.21;352;28
86608;3.39;45.94;399;14
86609;9.62;76.47;47;5
86610;5.45;44.01;295;17
86611;3.86;36.22;249;10
86612;3.68;32.82;183;7
86613;4.01;32.43;263;11
86614;0.00;70.00;28;0
86615;4.68;35.78;265;13
86616;3.91;36.22;221;9
86617;4.23;40.73;181;8
86618;3.92;35.29;196;8
86619;3.62;40.12;133;5
86620;0.95;45.56;523;5
86621;3.62;36.33;533;20
86622;2.75;37.99;389;11
86623;4.49;43.28;723;34
86624;4.14;32.64;255;11
86625;3.80;28.79;177;7
86626;3.42;36.83;254;9
86627;1.49;39.76;199;3
86628;3.37;34.31;373;13
86629;5.20;36.98;510;28
86630;3.52;30.02;274;10
86631;3.95;35.23;292;12
86632;5.50;34.51;378;22
86633;12.12;23.68;87;12
86634;17.53;23.60;80;17
86635;2.33;29.05;126;3
86636;7.23;31.01;231;18
86637;22.22;50.00;21;6
86638;4.99;45.28;419;22
86639;1.56;41.90;252;4
86640;7.58;28.70;183;15
86641;3.50;26.73;276;10
86642;6.51;23.28;158;11
86643;4.04;27.09;190;8
86644;5.68;27.85;83;5
86645;1.49;53.23;924;14
86646;3.53;31.93;520;19
86647;2.75;39.77;531;15
86648;5.35;34.40;478;27
86649;2.86;40.43;544;16
86650;3.91;39.41;492;20
86651;5.67;32.79;416;25
86652;6.61;32.97;226;16
86653;6.48;32.01;332;23
86654;4.85;35.52;294;15
86655;3.19;33.98;273;9
86656;6.65;38.30;449;32
86657;6.25;36.36;240;16
86658;5.26;38.26;162;9
86659;2.64;32.68;258;7
86660;3.48;31.60;194;7
86661;4.05;45.17;426;18
86662;5.29;43.67;340;19
86663;6.07;32.46;232;15
86664;2.90;39.06;201;6
86665;2.68;49.25;545;15
86666;2.82;32.93;241;7
86667;3.96;35.07;291;12
86668;10.48;23.03;94;11
86669;4.95;24.11;96;5
86670;3.41;26.00;170;6
86671;8.15;37.47;169;15
86672;6.90;25.49;108;8
86673;5.58;32.30;237;14
86674;13.33;71.43;13;2
86675;5.84;44.77;629;39
86676;3.27;45.53;710;24
86677;5.89;36.98;591;37
86678;7.65;32.83;181;15
86679;5.39;43.76;614;35
86680;4.17;42.78;230;10
86681;4.33;45.56;265;12
86682;0.80;42.96;124;1
86683;8.22;32.16;268;24
86684;5.56;36.87;289;17
86685;4.74;43.47;241;12
86686;3.91;46.41;590;24
86687;4.78;45.37;737;37
86688;4.74;45.22;442;22
86689;3.65;49.10;422;16
86690;4.47;41.84;235;11
86691;3.72;43.77;311;12
86692;3.87;46.67;323;13
86693;4.26;46.34;315;14
86694;3.55;48.29;299;11
86695;0.97;46.19;306;3
86696;2.46;38.90;277;7
86697;4.20;43.54;342;15
86698;8.87;24.08;185;18
86699;5.97;32.42;189;12
86700;2.99;38.43;324;10
86701;3.61;37.31;347;13
86702;3.54;32.48;245;9
86703;3.67;40.45;367;14
86704;2.30;46.33;382;9
86705;3.94;41.56;317;13
86706;4.08;36.16;94;4
86707;5.66;40.15;300;18
86708;7.75;42.09;238;20
86709;2.86;46.82;407;12
86710;4.04;41.36;356;15
86711;4.51;50.86;254;12
86712;1.85;45.71;424;8
86713;7.14;38.00;169;13
86714;6.21;41.55;166;11
86715;5.59;38.49;169;10
86716;3.03;27.73;64;2
86717;3.03;36.67;96;3
86718;6.71;27.90;139;10
86719;2.86;42.24;238;7
86720;8.02;31.27;149;13
86721;5.99;35.16;157;10
86722;4.55;86.27;42;2
86723;4.99;44.10;419;22
86724;4.43;41.69;410;19
86725;4.10;43.80;444;19
86726;2.78;41.78;210;6
86727;6.64;39.72;211;15
86728;6.32;37.02;163;11
86729;7.87;41.08;246;21
86730;2.48;41.80;236;6
86731;1.81;38.88;163;3
86732;7.22;34.16;167;13
86733;2.92;30.31;133;4
86734;6.82;30.99;41;3
86735;3.20;36.34;121;4
86736;3.38;52.20;515;18
86737;3.70;42.76;364;14
86738;7.94;39.87;232;20
86739;7.74;39.49;298;25
86740;5.31;42.11;303;17
86741;4.36;35.39;285;13
86742;6.86;34.00;190;14
86743;2.49;47.85;391;10
86744;2.32;51.76;547;13
86745;2.36;53.03;538;13
86746;2.09;52.63;421;9
86747;2.29;47.12;384;9
86748;2.93;49.77;530;16
86749;3.47;49.28;529;19
86750;5.22;43.65;381;21
86751;2.75;48.02;425;12
86752;3.28;40.41;383;13
86753;4.77;50.60;439;22
86754;2.99;47.61;455;14
86755;4.79;42.28;318;16
86756;5.01;33.50;322;17
86757;3.38;41.37;257;9
86758;4.36;40.73;395;18
86759;5.31;34.56;232;13
86760;3.12;49.00;497;16
86761;3.60;43.39;348;13
86762;5.85;32.44;306;19
86763;4.98;35.08;305;16
86764;6.67;32.61;14;1
86765;6.06;47.83;31;2
86766;0.99;62.44;1195;12
86767;2.69;57.77;579;16
86768;1.43;57.22;1172;17
86769;1.06;48.83;558;6
86770;2.87;38.22;372;11
86771;1.82;51.24;809;15
86772;2.64;36.43;591;16
86773;1.00;47.74;887;9
86774;2.54;38.53;383;10
86775;1.24;56.49;1272;16
86776;0.74;56.54;536;4
86777;1.73;58.64;1081;19
86778;0.92;61.05;1289;12
86779;0.79;58.38;874;7
86780;1.17;61.55;1348;16
86781;2.67;65.14;1202;33
86782;2.54;53.58;883;23
86783;1.00;66.08;1188;12
86784;0.73;65.29;818;6
86785;1.83;59.41;1020;19
86786;1.36;62.45;507;7
86787;0.85;59.96;812;7
86788;1.79;55.10;769;14
86789;1.32;55.52;1047;14
86790;1.11;61.62;624;7
86791;2.12;62.57;877;19
86792;1.83;60.31;537;10
86793;1.36;56.81;1086;15
86794;0.65;53.50;760;5
86795;1.87;65.81;525;10
86796;0.99;60.65;699;7
86797;0.16;61.32;641;1
86798;1.22;59.21;565;7
86799;0.71;59.61;1112;8
86800;2.58;57.36;755;20
86801;1.04;65.00;1147;12
86802;1.51;62.33;717;11
86803;0.95;55.34;832;8
86804;1.29;67.50;691;9
86805;1.02;67.97;876;9
86806;1.25;89.66;1181;15
86807;1.39;61.53;708;10
86808;1.32;60.48;749;10
86809;0.75;63.77;931;7
86810;1.06;58.15;1119;12
86811;1.50;60.28;921;14
86812;2.39;61.97;859;21
86813;0.66;60.77;908;6
86814;1.75;52.29;392;7
86815;2.04;40.02;432;9
86816;1.74;44.84;508;9
86817;1.68;56.49;586;10
86818;1.35;59.82;874;12
86819;1.01;62.21;590;6
86820;0.66;60.34;603;4
86821;1.40;60.30;843;12
86822;1.08;67.79;456;5
86823;1.72;59.90;571;10
86824;0.66;64.36;1053;7
86825;1.41;60.92;979;14
86826;1.15;57.89;1374;16
86827;0.64;57.21;773;5
86828;0.68;59.29;732;5
86829;1.74;60.10;848;15
86830;1.44;56.76;823;12
86831;1.46;58.40;606;9
86832;1.89;57.61;884;17
86833;2.36;56.07;704;17
86834;0.83;60.13;836;7
86835;1.96;53.12;451;9
86836;2.28;52.12;899;21
86837;1.21;56.46;1062;13
86838;1.64;54.87;421;7
86839;1.75;53.30;897;16
86840;1.22;56.74;1135;14
86841;1.17;51.55;590;7
86842;1.50;56.22;525;8
86843;0.53;52.08;561;3
86844;1.93;64.35;609;12
86845;1.05;54.31;661;7
86846;0.81;59.07;1218;10
86847;1.75;56.89;1181;21
86848;1.92;54.91;510;10
86849;1.95;51.71;654;13
86850;1.41;53.96;981;14
86851;0.39;59.20;1266;5
86852;0.96;50.95;926;9
86853;2.74;42.54;746;21
86854;1.71;43.68;574;10
86855;2.00;36.32;147;3
86856;0.77;58.04;1035;8
86857;1.04;52.98;668;7
86858;1.18;62.56;502;6
86859;1.82;58.57;594;11
86860;1.07;49.77;743;8
86861;1.30;58.96;1062;14
86862;0.81;55.26;985;8
86863;1.65;54.65;717;12
86864;2.04;52.26;817;17
86865;1.85;41.62;585;11
86866;2.96;40.39;426;13
86867;1.21;58.22;654;8
86868;0.95;53.65;1047;10
86869;2.31;56.16;677;16
86870;1.57;59.30;1067;17
86871;1.69;56.78;930;16
86872;1.18;63.19;1174;14
86873;1.19;61.02;1324;16
86874;1.01;61.76;1378;14
86875;1.95;44.96;603;12
86876;1.86;60.72;528;10
86877;2.76;49.43;422;12
86878;1.71;55.13;861;15
86879;2.58;49.23;718;19
86880;1.93;50.57;913;18
86881;1.12;55.69;1146;13
86882;1.68;61.60;1284;22
86883;1.85;59.84;904;17
86884;0.69;53.56;724;5
86885;2.12;62.65;509;11
86886;1.34;58.88;883;12
86887;1.87;58.69;1209;23
86888;1.41;59.51;700;10
86889;2.19;65.26;759;17
86890;1.86;51.27;475;9
86891;1.02;60.32;969;10
86892;1.49;55.26;725;11
86893;0.70;63.15;1428;10
86894;0.58;69.63;857;5
86895;1.26;65.84;1176;15
86896;0.22;64.37;447;1
86897;1.66;57.06;1010;17
86898;1.29;57.53;1071;14
86899;1.34;63.24;959;13
86900;0.73;58.70;948;7
86901;2.26;58.87;1126;26
86902;1.54;38.32;449;7
86903;0.62;60.43;1120;7
86904;2.24;60.74;1006;23
86905;0.90;61.81;1105;10
86906;1.14;61.35;871;10
86907;1.08;57.95;826;9
86908;1.29;62.17;842;11
86909;0.91;62.05;985;9
86910;1.86;61.32;792;15
86911;1.09;62.93;1177;13
86912;1.24;58.32;1035;13
86913;0.99;61.01;1103;11
86914;2.44;57.71;960;24
86915;2.40;56.69;1017;25
86916;1.44;59.64;1024;15
86917;1.41;62.63;907;13
86918;1.09;62.64;995;11
86919;2.13;50.83;689;15
86920;2.25;47.82;740;17
86921;1.65;47.81;656;11
86922;1.27;54.01;858;11
86923;0.58;58.86;1020;6
86924;1.62;57.87;912;15
86925;0.65;62.98;1063;7
86926;0.85;42.24;467;4
86927;1.15;55.88;1028;12
86928;2.06;59.03;855;18
86929;1.72;58.56;686;12
86930;1.99;53.48;790;16
86931;1.56;51.53;629;10
86932;1.19;34.39;331;4
86933;2.64;34.48;517;14
86934;1.90;44.18;309;6
86935;1.81;42.31;705;13
86936;2.86;40.19;645;19
86937;2.94;39.08;429;13
86938;0.88;36.08;452;4
86939;1.48;38.22;465;7
86940;1.45;33.45;272;4
86941;3.04;39.13;543;17
86942;0.78;44.28;507;4
86943;1.15;40.30;429;5
86944;1.80;43.57;546;10
86945;2.42;36.25;525;13
86946;1.11;43.78;268;3
86947;0.86;55.73;689;6
86948;1.23;50.59;806;10
86949;1.43;46.77;621;9
86950;1.84;47.02;534;10
86951;1.46;54.41;608;9
86952;1.99;45.06;246;5
86953;0.81;45.78;738;6
86954;1.85;39.83;425;8
86955;0.00;36.76;50;0
86956;0.00;47.22;34;0
86957;2.08;28.24;47;1
86958;5.80;22.22;130;8
86959;0.85;36.88;117;1
86960;1.03;22.88;96;1
86961;15.38;34.21;22;4
86962;4.55;41.12;42;2
86963;0.00;42.42;28;0
86964;2.70;17.41;72;2
86965;4.76;22.58;20;1
86966;16.67;30.77;10;2
86967;0.00;21.74;5;0
86968;8.70;92.00;21;2
86969;7.98;39.17;173;15
86970;9.13;45.22;189;19
86971;0.57;44.50;519;3
86972;0.82;50.86;966;8
86973;1.80;47.65;925;17
86974;0.74;39.34;401;3
86975;2.40;43.91;447;11
86976;1.28;46.77;771;10
86977;2.60;44.76;449;12
86978;1.63;47.05;542;9
86979;2.82;39.32;621;18
86980;2.07;35.98;662;14
86981;4.84;35.71;433;22
86982;2.12;40.27;231;5
86983;3.50;45.92;331;12
86984;0.87;49.93;1030;9
86985;1.57;48.66;375;6
86986;0.50;50.19;402;2
86987;2.65;47.16;880;24
86988;3.31;37.78;643;22
86989;4.65;33.53;431;21
86990;2.39;32.52;327;8
86991;3.41;39.28;283;10
86992;3.86;33.48;224;9
86993;3.74;31.21;283;11
86994;3.41;35.77;368;13
86995;1.81;46.29;704;13
86996;0.82;45.15;730;6
86997;1.24;42.44;557;7
86998;1.53;50.53;710;11
86999;2.01;52.94;732;15
87000;1.06;52.91;1024;11
87001;2.40;50.55;978;24
87002;1.25;54.47;1023;13
87003;1.93;53.05;1066;21
87004;4.76;32.49;220;11
87005;2.05;49.57;957;20
87006;2.63;41.22;592;16
87007;1.94;45.15;456;9
87008;1.69;49.85;991;17
87009;2.10;54.33;977;21
87010;1.91;53.45;668;13
87011;1.52;52.84;843;13
87012;1.71;49.24;862;15
87013;3.57;49.66;998;37
87014;1.67;55.01;1058;18
87015;1.08;56.93;1008;11
87016;1.27;55.17;858;11
87017;3.30;50.67;909;31
87018;4.10;44.23;632;27
87019;0.75;50.89;1053;8
87020;15.56;38.46;38;7
87021;12.50;48.78;35;5
87022;3.31;52.01;175;6
87023;26.82;28.95;161;59
87024;13.04;33.33;100;15
87025;0.53;54.26;937;5
87026;1.85;48.22;957;18
87027;1.65;47.96;358;6
87028;1.28;53.19;1005;13
87029;2.15;47.62;910;20
87030;0.93;49.11;962;9
87031;0.96;61.56;1340;13
87032;0.95;61.24;1252;12
87033;1.43;47.53;275;4
87034;0.86;57.55;1032;9
87035;0.96;66.02;1243;12
87036;1.12;56.33;972;11
87037;1.43;57.22;621;9
87038;2.00;51.98;539;11
87039;1.23;59.80;886;11
87040;1.70;59.13;1155;20
87041;1.49;59.67;1061;16
87042;1.00;61.60;994;10
87043;2.66;55.88;953;26
87044;0.75;51.00;531;4
87045;1.21;60.88;818;10
87046;1.41;60.58;768;11
87047;0.60;59.22;664;4
87048;1.98;57.80;694;14
87049;1.36;60.16;654;9
87050;1.61;53.06;674;11
87051;0.38;47.61;785;3
87052;0.91;55.86;1199;11
87053;1.89;47.80;415;8
87054;1.30;53.42;832;11
87055;1.36;55.70;651;9
87056;1.84;57.13;480;9
87057;1.70;50.26;865;15
87058;1.90;50.78;414;8
87059;2.79;56.34;1011;29
87060;1.05;39.94;377;4
87061;3.31;54.45;497;17
87062;0.94;55.03;634;6
87063;1.83;50.09;537;10
87064;2.05;54.82;574;12
87065;1.39;42.09;567;8
87066;0.85;63.07;933;8
87067;0.99;59.05;601;6
87068;1.17;57.08;506;6
87069;1.57;63.19;566;9
87070;0.59;64.43;1181;7
87071;0.23;74.83;430;1
87072;0.82;60.19;1327;11
87073;1.66;56.28;828;14
87074;1.46;37.48;202;3
87075;3.05;47.12;413;13
87076;2.82;46.79;241;7
87077;3.74;42.06;283;11
87078;2.51;35.76;350;9
87079;0.55;41.36;364;2
87080;2.83;41.01;275;8
87081;1.61;58.76;1158;19
87082;1.61;60.05;976;16
87083;1.64;59.82;902;15
87084;2.91;53.86;501;15
87085;1.04;57.33;666;7
87086;1.14;57.56;952;11
87087;1.43;60.78;1031;15
87088;0.87;56.23;801;7
87089;1.56;60.88;1011;16
87090;1.95;61.25;1361;27
87091;0.87;65.73;1247;11
87092;1.32;64.37;1043;14
87093;0.74;60.99;1350;10
87094;2.25;57.90;1261;29
87095;1.04;60.48;1336;14
87096;1.50;63.59;1309;20
87097;0.68;64.25;1471;10
87098;1.47;51.07;871;13
87099;0.00;25.65;177;0
87100;1.35;43.59;292;4
87101;2.90;31.94;134;4
87102;0.96;58.71;928;9
87103;1.86;60.64;579;11
87104;1.99;57.96;935;19
87105;1.72;41.75;343;6
87106;0.96;56.84;617;6
87107;2.29;56.72;812;19
87108;1.92;54.59;717;14
87109;1.47;56.68;535;8
87110;0.83;58.82;476;4
87111;0.45;58.78;1106;5
87112;1.60;49.18;799;13
87113;1.53;64.10;835;13
87114;2.84;48.75;719;21
87115;3.21;34.67;151;5
87116;1.20;61.75;984;12
87117;2.58;58.25;870;23
87118;1.81;54.32;704;13
87119;1.72;56.16;972;17
87120;1.68;60.38;469;8
87121;1.16;56.02;851;10
87122;1.87;60.89;683;13
87123;1.36;54.29;724;10
87124;0.88;60.81;449;4
87125;2.04;58.65;817;17
87126;2.22;52.00;661;15
87127;1.08;56.73;730;8
87128;1.44;56.91;1092;16
87129;2.80;46.90;626;18
87130;1.82;54.80;700;13
87131;1.79;54.08;657;12
87132;2.21;46.49;576;13
87133;0.95;47.24;934;9
87134;0.60;60.47;660;4
87135;2.52;58.00;774;20
87136;13.21;46.09;46;7
87137;4.76;46.15;80;4
87138;5.22;35.94;109;6
87139;20.00;59.32;28;7
87140;7.14;28.57;13;1
87141;11.11;28.12;16;2
87142;7.84;50.00;47;4
87143;0.00;28.95;11;0
87144;35.71;73.68;9;5
87145;15.38;44.83;22;4
87146;40.91;100.00;13;9
87147;2.76;89.60;176;5
87148;2.95;92.49;263;8
87149;2.47;43.89;553;14
87150;3.15;34.62;338;11
87151;6.04;33.66;420;27
87152;7.14;25.27;325;25
87153;2.20;36.82;355;8
87154;2.70;41.11;396;11
87155;2.85;40.39;580;17
87156;2.88;37.02;539;16
87157;2.28;42.55;686;16
87158;3.85;46.28;825;33
87159;1.54;47.95;829;13
87160;2.55;49.00;689;18
87161;1.97;51.35;597;12
87162;2.43;42.55;842;21
87163;0.47;43.00;636;3
87164;3.73;36.55;619;24
87165;2.47;48.97;671;17
87166;2.25;50.12;826;19
87167;3.85;43.32;624;25
87168;3.98;48.79;676;28
87169;1.96;47.89;500;10
87170;4.49;46.68;659;31
87171;2.06;44.00;524;11
87172;0.81;60.56;862;7
87173;1.52;49.29;648;10
87174;4.48;38.00;384;18
