nrk;pgnw;freq;lgw;lgnw
85324;1.05;71.90;1324;14
85325;0.55;70.66;1459;8
85326;0.70;72.20;1279;9
85327;0.90;71.75;1100;10
85328;1.28;65.06;1463;19
85329;0.48;64.78;1439;7
85330;1.12;67.84;1145;13
85331;1.02;69.17;975;10
85332;0.84;74.70;1531;13
85333;0.84;58.34;1068;9
85334;0.70;59.75;706;5
85335;1.70;60.90;810;14
85336;0.63;69.54;953;6
85337;0.44;66.45;905;4
85338;1.63;64.25;725;12
85339;1.04;51.88;1145;12
85340;1.02;66.75;777;8
85341;1.04;66.30;952;10
85342;1.88;55.92;626;12
85343;1.19;60.77;831;10
85344;1.02;51.23;681;7
85345;1.06;52.75;750;8
85346;0.55;67.85;1083;6
85347;1.35;69.91;1240;17
85348;0.56;68.76;1418;8
85349;1.22;65.06;1293;16
85350;0.68;66.86;1451;10
85351;0.20;69.51;1472;3
85352;0.25;69.40;1581;4
85353;1.08;66.32;1190;13
85354;0.86;62.41;1157;10
85355;1.30;65.37;1140;15
85356;0.00;64.29;1226;0
85357;1.11;60.39;980;11
85358;1.05;59.87;849;9
85359;0.76;54.01;1175;9
85360;0.80;66.06;1367;11
85361;0.91;59.41;1307;12
85362;1.69;60.05;1219;21
85363;0.88;64.53;1019;9
85364;1.19;63.15;1160;14
85365;0.75;66.48;1315;10
85366;0.98;64.52;1113;11
85367;0.86;65.02;1034;9
85368;1.23;68.11;1044;13
85369;1.72;63.85;802;14
85370;1.02;65.05;1258;13
85371;1.04;64.49;947;10
85372;1.03;64.10;1154;12
85373;1.41;59.12;1256;18
85374;1.13;60.55;965;11
85375;0.95;64.96;1045;10
85376;0.88;66.88;1121;10
85377;0.72;65.38;1243;9
85378;0.60;68.66;1322;8
85379;1.39;60.15;1207;17
85380;1.36;69.61;1376;19
85381;1.12;61.03;1239;14
85382;0.92;61.42;1074;10
85383;0.81;62.89;859;7
85384;1.19;57.12;1165;14
85385;1.08;58.04;1286;14
85386;1.06;64.96;1115;12
85387;0.81;59.18;854;7
85388;0.55;63.87;907;5
85389;1.18;64.47;1006;12
85390;0.77;60.21;1027;8
85391;0.85;62.92;1050;9
85392;0.49;64.94;1025;5
85393;1.25;65.17;1029;13
85394;0.89;57.37;891;8
85395;0.84;51.02;1068;9
85396;1.54;58.75;1217;19
85397;1.18;56.37;1085;13
85398;1.25;57.62;1023;13
85399;1.85;47.47;957;18
85400;0.81;63.43;984;8
85401;1.28;65.80;1468;19
85402;1.32;56.23;1194;16
85403;0.72;65.01;1376;10
85404;0.73;58.36;1220;9
85405;1.93;59.93;355;7
85406;0.45;65.34;1096;5
85407;0.74;71.29;1203;9
85408;0.59;68.57;1004;6
85409;0.84;58.38;1064;9
85410;2.36;58.20;745;18
85411;0.76;58.22;1040;8
85412;0.57;58.09;1231;7
85413;0.64;61.21;1408;9
85414;0.55;63.34;1275;7
85415;0.35;68.07;1404;5
85416;1.41;58.89;976;14
85417;1.49;62.51;859;13
85418;1.38;64.01;1284;18
85419;1.01;58.85;1182;12
85420;0.64;64.26;777;5
85421;1.55;56.90;889;14
85422;1.27;62.96;621;8
85423;0.90;61.91;1319;12
85424;1.46;64.30;1214;18
85425;0.89;66.16;558;5
85426;0.81;62.57;985;8
85427;0.78;62.12;1147;9
85428;1.21;60.49;655;8
85429;0.48;56.70;417;2
85430;0.97;63.66;817;8
85431;1.03;72.82;965;10
85432;0.91;69.05;1196;11
85433;1.10;62.31;806;9
85434;0.94;66.33;1364;13
85435;1.13;59.82;1051;12
85436;1.92;64.47;1123;22
85437;1.36;60.12;1231;17
85438;1.90;46.88;824;16
85439;1.41;60.37;907;13
85440;0.64;61.46;1242;8
85441;1.38;56.95;1285;18
85442;1.38;61.56;1289;18
85443;2.09;52.82;935;20
85444;0.48;66.93;1450;7
85445;1.18;60.66;1001;12
85446;0.70;57.46;711;5
85447;0.86;68.46;919;8
85448;2.12;61.76;1110;24
85449;1.37;63.00;791;11
85450;2.18;55.72;629;14
85451;1.56;51.95;694;11
85452;1.53;58.27;1291;20
85453;2.04;53.26;48;1
85454;16.70;65.97;394;79
85455;4.00;24.94;96;4
85456;14.17;48.00;206;34
85457;5.00;61.54;38;2
85458;12.20;33.88;36;5
85459;19.77;43.56;426;105
85460;2.94;42.86;99;3
85461;5.56;88.52;51;3
85462;1.59;52.07;62;1
85463;3.97;22.38;121;5
85464;5.60;39.81;118;7
85465;0.68;48.84;146;1
85466;4.55;44.00;42;2
85467;4.00;27.93;48;2
85468;4.35;44.66;88;4
85469;18.52;38.57;44;10
85470;5.88;29.31;16;1
85471;3.06;23.61;95;3
85472;15.62;23.36;27;5
85473;0.00;23.81;15;0
85474;0.00;15.87;40;0
85475;3.90;43.50;74;3
85476;0.00;95.24;20;0
85477;7.14;64.37;52;4
85478;2.20;44.94;178;4
85479;1.68;59.03;938;16
85480;3.67;37.40;473;18
85481;1.91;46.28;719;14
85482;0.97;64.07;814;8
85483;1.86;53.65;1053;20
85484;1.28;51.91;847;11
85485;1.67;52.30;885;15
85486;3.28;49.88;795;27
85487;1.82;51.78;969;18
85488;1.07;50.68;925;10
85489;1.19;51.63;500;6
85490;1.34;50.95;664;9
85491;2.31;43.44;718;17
85492;1.68;57.07;936;16
85493;1.63;57.95;1269;21
85494;1.14;59.12;1125;13
85495;1.79;56.98;1098;20
85496;2.47;56.18;829;21
85497;1.81;55.31;921;17
85498;1.86;56.14;1005;19
85499;1.35;54.35;1165;16
85500;1.54;58.79;896;14
85501;2.06;56.25;807;17
85502;5.77;32.62;359;22
85503;2.66;38.84;476;13
85504;1.78;41.54;497;9
85505;4.53;47.12;696;33
85506;4.00;28.77;240;10
85507;2.11;43.59;556;12
85508;3.24;41.36;628;21
85509;2.27;41.12;604;14
85510;3.65;34.93;528;20
85511;1.52;42.30;519;8
85512;3.82;29.32;478;19
85513;2.14;30.27;229;5
85514;2.96;46.85;491;15
85515;2.12;39.46;462;10
85516;2.57;34.68;645;17
85517;5.88;33.46;160;10
85518;3.31;39.81;555;19
85519;3.78;41.16;356;14
85520;3.32;38.20;349;12
85521;5.29;35.61;376;21
85522;1.33;41.39;370;5
85523;1.98;51.45;694;14
85524;1.53;43.14;387;6
85525;3.49;45.83;249;9
85526;5.96;30.53;379;24
85527;4.70;36.46;304;15
85528;4.59;34.86;312;15
85529;2.12;40.67;369;8
85530;3.47;34.18;390;14
85531;4.11;33.82;397;17
85532;2.19;55.12;358;8
85533;4.60;26.20;415;20
85534;4.47;34.08;449;21
85535;2.42;45.82;808;20
85536;1.95;43.96;653;13
85537;3.80;41.45;583;23
85538;3.85;41.47;624;25
85539;1.19;48.44;583;7
85540;1.79;46.85;825;15
85541;3.95;35.30;511;21
85542;2.41;35.12;486;12
85543;3.56;39.35;488;18
85544;5.00;47.62;19;1
85545;0.00;14.49;10;0
85546;3.64;31.07;53;2
85547;7.25;31.51;64;5
85548;20.51;63.93;31;8
85549;25.00;52.17;18;6
85550;1.88;41.89;575;11
85551;4.02;40.40;525;22
85552;3.70;43.81;572;22
85553;3.61;34.70;187;7
85554;1.94;44.30;606;12
85555;1.99;46.92;493;10
85556;2.28;46.55;599;14
85557;3.75;45.93;565;22
85558;4.08;39.52;47;2
85559;0.00;16.00;8;0
85560;1.81;60.05;760;14
85561;1.91;66.57;1127;22
85562;4.39;63.94;763;35
85563;2.17;55.10;766;17
85564;2.17;64.92;811;18
85565;1.34;61.79;737;10
85566;2.60;58.83;1126;30
85567;6.06;46.15;248;16
85568;4.35;52.37;264;12
85569;3.11;44.29;218;7
85570;3.69;36.45;496;19
85571;2.22;39.54;484;11
85572;2.94;36.17;231;7
85573;6.06;34.10;403;26
85574;4.45;42.80;429;20
85575;3.56;45.92;244;9
85576;5.90;38.15;271;17
85577;6.27;35.31;284;19
85578;2.26;41.80;476;11
85579;4.46;46.69;364;17
85580;8.71;35.67;283;27
85581;8.64;35.68;296;28
85582;4.85;42.87;392;20
85583;3.66;33.81;184;7
85584;3.64;34.88;159;6
85585;5.58;34.62;203;12
85586;5.20;33.46;164;9
85587;5.69;40.19;199;12
85588;4.17;39.46;253;11
85589;4.56;42.36;230;11
85590;4.26;49.19;292;13
85591;3.90;43.18;222;9
85592;27.50;22.35;29;11
85593;3.79;39.70;254;10
85594;9.41;45.37;231;24
85595;1.92;41.40;255;5
85596;7.10;35.26;170;13
85597;6.99;37.05;133;10
85598;2.68;38.60;145;4
85599;6.25;39.26;180;12
85600;4.72;42.19;242;12
85601;5.23;34.33;163;9
85602;5.77;39.39;343;21
85603;6.54;40.23;300;21
85604;20.51;42.39;31;8
85605;0.52;49.07;577;3
85606;3.86;48.19;498;20
85607;2.11;44.90;788;17
85608;2.47;52.00;1028;26
85609;3.17;50.13;947;31
85610;5.11;41.52;390;21
85611;1.69;52.40;580;10
85612;2.71;44.00;789;22
85613;2.15;51.32;910;20
85614;1.91;50.10;514;10
85615;2.21;53.68;663;15
85616;1.87;50.92;734;14
85617;2.58;52.43;567;15
85618;0.97;53.28;813;8
85619;2.50;42.45;507;13
85620;0.00;20.95;22;0
85621;6.22;41.23;377;25
85622;4.02;42.80;382;16
85623;4.15;35.93;208;9
85624;4.04;41.18;309;13
85625;8.87;29.34;185;18
85626;3.82;37.93;378;15
85627;45.45;32.35;6;5
85628;3.24;48.43;658;22
85629;2.95;39.35;362;11
85630;4.96;41.72;383;20
85631;4.88;41.21;156;8
85632;7.53;39.37;356;29
85633;3.42;39.59;509;18
85634;8.04;46.68;343;30
85635;5.06;38.60;225;12
85636;4.98;34.48;210;11
85637;4.21;47.42;387;17
85638;4.26;49.39;539;24
85639;5.22;29.78;127;7
85640;5.75;35.88;164;10
85641;6.82;38.85;164;12
85642;7.22;43.15;257;20
85643;8.22;41.89;346;31
85644;5.31;44.53;428;24
85645;3.85;42.62;250;10
85646;3.54;39.37;436;16
85647;5.39;46.01;650;37
85648;8.74;44.35;595;57
85649;4.97;36.89;516;27
85650;8.97;26.67;142;14
85651;5.17;36.95;459;25
85652;6.60;36.24;283;20
85653;6.47;41.32;376;26
85654;7.30;32.15;368;29
85655;4.52;32.97;317;15
85656;2.36;53.23;539;13
85657;3.73;42.21;464;18
85658;4.43;28.68;151;7
85659;3.91;37.33;344;14
85660;2.63;47.20;222;6
85661;3.78;42.33;483;19
85662;2.74;47.22;603;17
85663;4.42;33.87;281;13
85664;4.63;45.28;206;10
85665;2.81;52.20;415;12
85666;1.60;58.99;552;9
85667;3.67;52.77;394;15
85668;1.89;52.48;363;7
85669;0.99;50.80;600;6
85670;1.04;53.39;476;5
85671;4.30;53.55;512;23
85672;0.99;58.23;697;7
85673;1.57;51.88;313;5
85674;1.00;60.36;594;6
85675;2.13;57.86;688;15
85676;1.86;57.82;686;13
85677;2.06;58.46;619;13
85678;1.26;58.27;703;9
85679;1.46;55.57;472;7
85680;1.71;35.35;115;2
85681;3.53;33.14;164;6
85682;1.68;44.31;176;3
85683;4.21;47.98;205;9
85684;2.77;40.53;281;8
85685;2.18;52.75;403;9
85686;2.30;39.13;255;6
85687;4.04;36.20;190;8
85688;3.82;38.64;327;13
85689;4.03;42.32;381;16
85690;3.51;53.55;714;26
85691;3.24;42.70;538;18
85692;3.72;44.89;596;23
85693;4.04;49.68;522;22
85694;1.72;52.94;514;9
85695;4.17;54.55;368;16
85696;3.98;42.26;241;10
85697;4.17;40.08;184;8
85698;4.26;44.87;247;11
85699;6.45;28.24;261;18
85700;3.54;28.73;327;12
85701;3.29;40.51;588;20
85702;2.65;53.76;515;14
85703;3.04;51.90;542;17
85704;3.58;48.65;485;18
85705;1.01;49.40;488;5
85706;2.26;51.16;432;10
85707;5.17;31.87;330;18
85708;3.94;33.39;195;8
85709;2.59;44.97;488;13
85710;1.70;40.98;346;6
85711;5.43;41.82;244;14
85712;2.73;37.93;356;10
85713;2.80;32.96;312;9
85714;3.14;38.23;247;8
85715;4.86;32.89;235;12
85716;8.36;33.33;274;25
85717;0.75;57.11;530;4
85718;5.13;55.24;185;10
85719;0.00;42.86;84;0
85720;16.67;58.06;15;3
85721;8.18;35.37;202;18
85722;4.02;41.38;645;27
85723;2.18;47.18;762;17
85724;2.16;44.54;543;12
85725;1.34;55.07;739;10
85726;0.45;44.29;220;1
85727;3.63;48.95;292;11
85728;6.82;23.66;41;3
85729;4.90;31.29;97;5
85730;0.62;71.02;962;6
85731;2.64;56.21;626;17
85732;2.23;55.65;703;16
85733;3.41;51.77;198;7
85734;2.08;69.57;517;11
85735;5.22;41.61;127;7
85736;1.27;59.28;388;5
85737;1.31;60.74;829;11
85738;1.63;63.27;422;7
85739;1.11;74.24;533;6
85740;0.71;74.80;560;4
85741;4.97;40.77;172;9
85742;5.66;38.55;367;22
85743;5.29;37.03;215;12
85744;4.05;44.58;237;10
85745;1.85;50.86;583;11
85746;7.78;35.57;166;14
85747;2.74;46.65;426;12
85748;6.21;32.22;136;9
85749;2.74;50.17;711;20
85750;1.99;56.53;246;5
85751;8.97;33.48;71;7
85752;2.53;46.85;733;19
85753;1.92;56.29;1071;21
85754;1.29;51.05;458;6
85755;2.82;52.53;585;17
85756;5.12;49.09;537;29
85757;2.79;44.74;732;21
85758;1.89;50.36;829;16
85759;1.54;45.14;512;8
85760;3.87;45.99;298;12
85761;0.00;39.06;50;0
85762;4.29;37.23;67;3
85763;2.56;38.24;190;5
85764;6.71;41.26;403;29
85765;2.99;43.32;390;12
85766;7.14;34.69;325;25
85767;6.89;31.22;284;21
85768;1.72;51.41;572;10
85769;2.55;53.88;534;14
85770;3.00;38.11;356;11
85771;1.50;54.00;459;7
85772;1.10;50.56;450;5
85773;3.40;55.36;569;20
85774;2.91;49.85;500;15
85775;2.62;51.61;483;13
85776;3.47;51.70;500;18
85777;3.66;45.85;527;20
85778;4.83;43.67;453;23
85779;8.11;25.87;34;3
85780;15.62;49.23;27;5
85781;5.88;54.84;16;1
85782;2.33;35.16;420;10
85783;3.42;34.08;395;14
85784;2.55;29.35;268;7
85785;3.40;38.72;398;14
85786;1.94;47.25;354;7
85787;3.75;45.43;488;19
85788;3.85;33.39;200;8
85789;8.33;35.15;154;14
85790;5.49;34.67;172;10
85791;5.19;34.30;292;16
85792;3.92;44.94;589;24
85793;5.25;35.77;325;18
85794;6.80;35.21;274;20
85795;8.00;92.59;23;2
85796;1.08;33.70;184;2
85797;4.12;28.38;163;7
85798;3.24;37.93;418;14
85799;2.45;34.81;199;5
85800;5.33;29.39;160;9
85801;7.69;29.28;120;10
85802;1.99;34.79;148;3
85803;4.52;45.57;211;10
85804;7.25;35.29;307;24
85805;2.34;40.38;250;6
85806;3.64;36.88;397;15
85807;2.12;50.54;692;15
85808;3.33;36.20;407;14
85809;3.71;38.69;415;16
85810;8.16;34.03;180;16
85811;3.38;47.72;515;18
85812;5.42;37.80;523;30
85813;3.67;40.19;708;27
85814;2.60;40.12;524;14
85815;3.14;49.72;1019;33
85816;2.80;52.28;938;27
85817;1.34;40.35;516;7
85818;0.00;13.24;9;0
85819;4.00;46.19;384;16
85820;5.09;45.53;261;14
85821;1.59;38.75;310;5
85822;7.76;39.23;321;27
85823;7.06;35.99;500;38
85824;5.49;35.07;465;27
85825;2.75;37.35;425;12
85826;3.66;43.44;606;23
85827;2.75;35.59;496;14
85828;2.73;48.24;892;25
85829;3.55;47.24;951;35
85830;1.96;37.77;451;9
85831;4.08;37.35;470;20
85832;4.21;40.61;205;9
85833;5.36;38.10;159;9
85834;3.04;41.67;478;15
85835;1.72;35.66;171;3
85836;3.55;44.10;353;13
85837;3.57;43.55;270;10
85838;2.18;35.51;404;9
85839;3.52;37.70;247;9
85840;4.96;34.07;364;19
85841;8.11;41.57;170;15
85842;7.26;28.82;217;17
85843;4.34;37.29;397;18
85844;5.04;42.96;113;6
85845;4.96;37.44;364;19
85846;1.85;44.88;636;12
85847;1.09;37.18;452;5
85848;2.05;45.59;572;12
85849;1.42;48.82;692;10
85850;2.55;33.91;191;5
85851;7.83;35.55;153;13
85852;9.23;38.01;118;12
85853;1.31;52.61;378;5
85854;0.98;42.32;202;2
85855;2.11;46.16;371;8
85856;4.12;34.41;326;14
85857;2.16;42.25;272;6
85858;5.86;40.10;225;14
85859;3.19;37.40;273;9
85860;4.20;28.83;137;6
85861;3.90;34.68;296;12
85862;5.25;43.59;361;20
85863;1.98;43.54;347;7
85864;3.86;45.91;399;16
85865;5.65;35.28;217;13
85866;3.49;33.12;249;9
85867;4.71;30.69;243;12
85868;4.88;29.11;234;12
85869;3.32;30.10;204;7
85870;20.00;10.87;4;1
85871;5.00;34.19;266;14
85872;2.21;31.22;221;5
85873;8.47;26.50;162;15
85874;0.60;33.67;165;1
85875;5.64;35.78;184;11
85876;6.73;39.47;194;14
85877;1.45;34.92;339;5
85878;3.95;42.27;486;20
85879;6.60;31.88;184;13
85880;2.55;36.94;153;4
85881;7.30;21.17;127;10
85882;4.50;29.67;276;13
85883;0.76;43.91;261;2
85884;3.91;31.81;221;9
85885;6.82;21.20;82;6
85886;3.12;46.81;653;21
85887;1.92;58.18;663;13
85888;3.45;34.40;364;13
85889;2.94;45.01;595;18
85890;2.93;48.46;564;17
85891;2.27;42.48;516;12
85892;3.23;33.07;449;15
85893;1.94;34.17;456;9
85894;4.34;31.07;485;22
85895;1.98;46.29;594;12
85896;3.94;31.03;341;14
85897;4.36;47.66;614;28
85898;2.21;51.68;753;17
85899;2.44;49.40;878;22
85900;1.51;45.59;586;9
85901;4.07;48.23;613;26
85902;2.96;49.75;590;18
85903;3.76;47.94;537;21
85904;2.24;59.24;1003;23
85905;1.25;58.63;1030;13
85906;1.60;51.09;369;6
85907;4.23;38.65;543;24
85908;2.95;45.97;493;15
85909;2.09;45.77;561;12
85910;2.98;51.43;716;22
85911;4.50;45.50;807;38
85912;2.14;48.44;502;11
85913;1.20;57.50;659;8
85914;2.19;57.64;716;16
85915;2.06;48.13;619;13
85916;0.51;54.27;392;2
85917;3.33;48.81;377;13
85918;1.55;64.64;637;10
85919;1.21;60.44;655;8
85920;3.36;52.93;690;24
85921;2.34;53.19;627;15
85922;2.30;53.97;638;15
85923;1.33;54.31;740;10
85924;2.10;53.37;605;13
85925;3.27;53.27;710;24
85926;2.16;50.97;953;21
85927;2.71;51.67;754;21
85928;2.64;52.20;775;21
85929;3.28;55.15;678;23
85930;3.28;45.69;590;20
85931;25.00;39.51;24;8
85932;3.39;22.69;57;2
85933;8.51;29.10;86;8
85934;2.19;73.36;536;12
85935;0.65;84.62;153;1
85936;2.10;82.06;327;7
85937;2.29;88.38;171;4
85938;3.97;37.52;290;12
85939;4.35;29.02;264;12
85940;7.56;30.55;159;13
85941;6.58;31.28;142;10
85942;2.27;32.41;172;4
85943;3.17;37.56;244;8
85944;5.41;77.08;35;2
85945;2.34;46.54;460;11
85946;2.34;46.32;418;10
85947;2.77;38.28;246;7
85948;2.52;46.82;387;10
85949;2.78;34.48;350;10
85950;1.94;52.25;455;9
85951;7.49;30.51;210;17
85952;6.55;37.30;328;23
85953;4.26;33.29;225;10
85954;5.56;38.90;255;15
85955;5.91;31.93;207;13
85956;2.90;39.77;268;8
85957;4.51;34.41;233;11
85958;3.87;35.37;273;11
85959;20.00;48.08;20;5
85960;4.10;47.41;281;12
85961;3.00;38.17;485;15
85962;3.52;34.84;438;16
85963;5.49;38.45;258;15
85964;1.66;58.98;297;5
85965;4.15;38.39;577;25
85966;2.78;42.86;280;8
85967;3.08;44.24;283;9
85968;8.90;35.96;133;13
85969;5.26;44.56;396;22
85970;3.12;46.83;279;9
85971;4.60;41.48;311;15
85972;2.66;46.64;621;17
85973;6.12;38.09;506;33
85974;4.78;48.09;299;15
85975;2.31;43.94;676;16
85976;2.07;47.54;758;16
85977;5.79;37.29;228;14
85978;5.29;40.86;555;31
85979;3.47;34.69;445;16
85980;33.33;54.00;18;9
85981;4.74;44.86;362;18
85982;5.65;39.78;334;20
85983;2.91;47.17;534;16
85984;1.73;47.54;569;10
85985;2.33;45.87;504;12
85986;7.06;41.16;158;12
85987;7.14;41.93;234;18
85988;3.96;34.01;194;8
85989;3.17;35.86;183;6
85990;3.88;31.21;198;8
85991;4.79;32.19;179;9
85992;8.63;40.48;233;22
85993;4.72;26.90;101;5
85994;1.85;37.33;159;3
85995;7.80;27.11;201;17
85996;3.52;39.34;274;10
85997;4.04;43.04;261;11
85998;3.17;28.57;122;4
85999;3.46;49.66;279;10
86000;5.48;43.47;362;21
86001;2.29;46.37;511;12
86002;3.85;33.62;150;6
86003;3.90;48.50;591;24
86004;3.05;52.01;476;15
86005;4.34;34.39;375;17
86006;5.44;35.04;278;16
86007;4.21;38.62;91;4
86008;2.88;31.52;101;3
86009;3.02;44.26;449;14
86010;3.09;39.81;439;14
86011;5.49;43.54;86;5
86012;3.60;43.03;134;5
86013;5.44;33.49;139;8
86014;6.46;53.24;246;17
86015;6.15;33.33;183;12
86016;4.76;39.47;200;10
86017;3.72;46.27;233;9
86018;7.23;41.85;231;18
86019;6.94;31.58;134;10
86020;9.19;34.91;168;17
86021;3.17;47.38;673;22
86022;8.90;37.52;471;46
86023;2.19;40.14;223;5
86024;4.76;36.52;160;8
86025;7.91;27.47;128;11
86026;1.83;43.71;215;4
86027;4.07;32.51;165;7
86028;7.65;29.43;181;15
86029;5.05;30.37;94;5
86030;5.23;45.55;417;23
86031;4.25;39.41;631;28
86032;3.72;38.55;569;22
86033;3.84;41.42;576;23
86034;4.19;41.84;526;23
86035;2.70;52.31;397;11
86036;2.25;43.03;522;12
86037;4.08;40.10;587;25
86038;2.91;51.39;501;15
86039;2.10;50.65;419;9
86040;8.77;58.16;52;5
86041;6.53;55.35;358;25
86042;7.63;50.71;230;19
86043;5.79;36.89;228;14
86044;5.88;32.80;96;6
86045;2.41;26.35;81;2
86046;4.87;37.60;215;11
86047;5.34;32.83;248;14
86048;6.25;34.31;165;11
86049;7.78;32.75;154;13
86050;8.46;36.06;303;28
86051;4.51;47.48;423;20
86052;2.55;33.78;268;7
86053;9.41;37.12;154;16
86054;8.66;29.58;211;20
86055;7.27;35.44;255;20
86056;2.82;37.97;138;4
86057;4.65;33.33;123;6
86058;8.72;33.94;136;13
86059;9.57;25.78;104;11
86060;4.33;50.71;376;17
86061;6.23;51.66;497;33
86062;4.47;37.65;278;13
86063;8.76;31.97;229;22
86064;3.01;35.14;484;15
86065;10.80;34.88;289;35
86066;3.91;39.38;492;20
86067;5.95;40.84;174;11
86068;4.46;36.16;428;20
86069;8.52;35.62;204;19
86070;7.63;35.06;424;35
86071;4.94;31.15;366;19
86072;6.23;30.47;346;23
86073;10.63;40.62;269;32
86074;4.27;36.61;381;17
86075;3.94;43.32;536;22
86076;2.49;47.52;392;10
86077;6.36;22.07;162;11
86078;4.42;34.73;238;11
86079;5.88;30.43;128;8
86080;1.27;23.37;78;1
86081;6.95;36.43;281;21
86082;3.95;48.41;365;15
86083;2.95;50.48;461;14
86084;4.07;38.06;283;12
86085;6.32;29.44;163;11
86086;2.69;33.16;253;7
86087;5.21;33.05;182;10
86088;6.07;35.90;232;15
86089;9.89;32.97;82;9
86090;3.54;42.09;436;16
86091;2.36;31.73;289;7
86092;5.11;36.24;130;7
86093;6.09;34.14;185;12
86094;2.63;36.08;111;3
86095;4.80;36.98;119;6
86096;9.38;28.92;87;9
86097;11.34;33.56;86;11
86098;8.33;80.00;44;4
86099;4.24;43.01;271;12
86100;6.06;37.93;186;12
86101;10.93;28.55;163;20
86102;6.31;38.08;208;14
86103;6.28;34.54;224;15
86104;2.02;40.36;242;5
86105;2.78;41.20;280;8
86106;6.79;37.08;206;15
86107;5.72;37.35;313;19
86108;4.20;29.20;228;10
86109;7.91;45.45;198;17
86110;5.29;37.53;161;9
86111;14.81;55.10;23;4
86112;1.79;51.52;549;10
86113;3.12;45.13;435;14
86114;1.98;44.70;347;7
86115;2.30;47.07;424;10
86116;3.52;44.47;411;15
86117;2.84;50.22;445;13
86118;3.11;49.14;468;15
86119;3.15;45.86;461;15
86120;2.56;47.44;532;14
86121;3.08;48.85;472;15
86122;3.02;35.06;289;9
86123;4.37;39.24;328;15
86124;5.30;41.37;411;23
86125;5.94;39.76;380;24
86126;4.78;39.10;398;20
86127;5.54;37.28;256;15
86128;4.87;39.29;410;21
86129;2.87;43.95;339;10
86130;2.75;46.51;389;11
86131;2.81;43.68;346;10
86132;2.93;38.29;365;11
86133;25.00;22.22;3;1
86134;2.00;50.87;686;14
86135;5.76;48.82;507;31
86136;6.70;42.80;571;41
86137;5.33;35.39;391;22
86138;5.45;36.29;364;21
86139;5.56;46.24;238;14
86140;7.11;36.07;196;15
86141;3.70;37.31;286;11
86142;4.38;35.86;240;11
86143;7.76;32.80;226;19
86144;9.09;34.38;10;1
86145;4.70;47.54;709;35
86146;4.86;44.47;646;33
86147;4.31;45.40;599;27
86148;5.43;38.98;174;10
86149;7.04;49.74;264;20
86150;10.29;38.40;279;32
86151;2.29;49.90;469;11
86152;8.59;38.67;117;11
86153;12.02;34.88;205;28
86154;7.17;33.00;272;21
86155;6.06;27.82;155;10
86156;6.67;36.04;182;13
86157;6.19;34.14;106;7
86158;4.69;38.53;325;16
86159;4.20;39.50;137;6
86160;5.26;37.80;414;23
86161;3.02;44.51;417;13
86162;3.91;36.62;221;9
86163;2.73;37.73;178;5
86164;4.89;45.63;253;13
86165;2.42;35.13;121;3
86166;3.77;31.93;153;6
86167;2.71;37.33;215;6
86168;3.45;36.71;224;8
86169;1.71;51.48;633;11
86170;1.78;51.84;498;9
86171;1.63;55.89;905;15
86172;3.24;41.76;628;21
86173;5.23;43.25;507;28
86174;6.11;34.98;246;16
86175;5.16;48.17;588;32
86176;5.43;41.47;331;19
86177;3.98;40.24;507;21
86178;2.52;49.49;619;16
86179;1.27;55.86;701;9
86180;2.88;53.39;574;17
86181;5.84;35.01;242;15
86182;4.52;37.53;444;21
86183;5.62;47.66;655;39
86184;3.09;48.98;627;20
86185;3.85;44.10;600;24
86186;4.02;45.51;549;23
86187;2.63;34.76;222;6
86188;3.75;45.56;385;15
86189;4.22;41.10;409;18
86190;1.79;44.44;55;1
86191;20.29;41.95;326;83
86192;46.43;93.33;15;13
86193;0.00;6.67;4;0
86194;6.06;50.77;31;2
86195;4.00;43.53;336;14
86196;5.33;42.20;320;18
86197;6.84;42.13;177;13
86198;12.41;40.28;127;18
86199;8.62;22.75;106;10
86200;5.76;28.02;131;8
86201;6.59;33.81;156;11
86202;5.65;41.80;267;16
86203;2.43;39.46;201;5
86204;6.53;34.08;186;13
86205;4.09;56.61;563;24
86206;3.14;47.13;493;16
86207;3.21;56.67;452;15
86208;2.44;55.74;559;14
86209;3.00;56.90;452;14
86210;4.37;44.80;350;16
86211;6.08;45.32;355;23
86212;3.00;57.29;549;17
86213;5.05;43.52;376;20
86214;2.57;52.06;492;13
86215;3.30;46.68;381;13
86216;2.28;52.46;386;9
86217;4.13;49.05;348;15
86218;4.29;45.05;357;16
86219;5.64;33.27;318;19
86220;3.56;30.98;271;10
86221;7.74;40.65;417;35
86222;3.44;34.70;253;9
86223;6.76;27.94;193;14
86224;5.11;41.66;353;19
86225;2.75;40.47;318;9
86226;11.11;22.50;8;1
86227;4.20;45.35;388;17
86228;3.13;44.24;402;13
86229;4.22;42.20;386;17
86230;3.45;50.49;448;16
86231;2.15;50.16;456;10
86232;15.87;36.00;53;10
86233;4.64;40.43;288;14
86234;1.46;33.25;135;2
86235;8.27;35.61;244;22
86236;11.67;35.24;212;28
86237;3.16;33.76;153;5
86238;5.17;42.82;495;27
86239;3.38;38.91;200;7
86240;2.44;36.92;439;11
86241;1.89;33.62;156;3
86242;1.75;29.38;56;1
86243;3.48;26.74;222;8
86244;3.45;39.40;560;20
86245;3.83;33.69;301;12
86246;3.22;50.23;631;21
86247;3.89;38.09;272;11
86248;5.65;32.55;234;14
