NRO;SiedzibaOKW;Nrlisty;Komitet;Sygnatura;Typ;Pozycja;Nazwisko;Imiona;Plec;Zawod;Adres.MZ;TERYT.MZ;Gmina.MZ.;Partia;Poparcie
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;2;SŁUGOCKI;Waldemar Jan;Mężczyzna;nauczyciel akademicki;Zielona Góra;086201;m. Zielona Góra;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;3;SIBIŃSKA;Krystyna Mieczysława;Kobieta;poseł;Chwalęcice;080104;gm. Kłodawa;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;4;OSOS;Katarzyna;Kobieta;radca prawny;Łagów;080802;gm. Łagów;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;5;WIERCHOWICZ;Jerzy;Mężczyzna;adwokat;Gorzów Wielkopolski;086101;m. Gorzów Wielkopolski;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;6;KUCHARSKI;Tomasz Bogusław;Mężczyzna;pracownik samorządowy;Gorzów Wielkopolski;086101;m. Gorzów Wielkopolski;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;7;JABŁOŃSKI;Marcin Artur;Mężczyzna;menadżer;Słubice;080505;gm. Słubice;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;8;PAHL;Witold;Mężczyzna;radca prawny;Chwalęcice;080104;gm. Kłodawa;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;9;POTĘGA;Grzegorz Michał;Mężczyzna;przedsiębiorca;Niedoradz;080407;gm. Otyń;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;10;BRODZIŃSKA;Cecylia;Kobieta;nauczyciel;Wiechlice;081007;gm. Szprotawa;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;11;NAPIÓRKOWSKI;Olaf Krzysztof;Mężczyzna;pracownik samorządowy;Żary;081102;m. Żary;BEZP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;12;MAGDZIAREK;Krystyna Maria;Kobieta;nauczyciel;Zielona Góra;086201;m. Zielona Góra;Nowoczesna;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;13;SUJAK;Radosław Zenon;Mężczyzna;animator kultury;Krosno Odrzańskie;080206;gm. Krosno Odrzańskie;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;14;WDOWIAK;Agata Małgorzata;Kobieta;pracownik samorządowy;Torzym;080705;gm. Torzym;BEZP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;15;KOLA;Krzysztof Stanisław;Mężczyzna;radca prawny;Wschowa;081203;gm. Wschowa;BEZP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;16;JĄGOWSKA;Alina Wanda;Kobieta;biolog;Babimost;080901;gm. Babimost;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;17;KOWALSKI;Piotr Stanisław;Mężczyzna;manager;Żagań;081002;m. Żagań;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;18;MALINOWSKA;Danuta Teresa;Kobieta;nauczyciel;Sulęcin;080704;gm. Sulęcin;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;19;BRODZIKOWSKI;Miłosz Mateusz;Mężczyzna;dyrektor;Sulechów;080906;gm. Sulechów;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;20;PABIEROWSKI;Marcin Bogusław;Mężczyzna;przedsiębiorca;Zielona Góra;086201;m. Zielona Góra;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;21;KRAŚNY;Marek Mirosław;Mężczyzna;inżynier budownictwa;Wschowa;081203;gm. Wschowa;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;22;KOZAK;Elżbieta;Kobieta;manager;Świebodzin;080805;gm. Świebodzin;BEZP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;23;KANIEWSKA;Jolanta Teresa;Kobieta;pielęgniarka;Kożuchów;080404;gm. Kożuchów;PORP;
8;Zielona Góra;;KOBW;ZPOW-601-6/19;KKW;24;ZABOROWSKI;Bogusław Michał;Mężczyzna;lekarz weterynarz;Przytoczna;080303;gm. Przytoczna;PORP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;1;KUCHARSKA-DZIEDZIC;Anita Agnieszka;Kobieta;nauczycielka akademicka-nauki humanistyczne;Zielona Góra;086201;m. Zielona Góra;Wiosna;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;2;WONTOR;Bogusław Tadeusz;Mężczyzna;ekonomista;Sulechów;080906;gm. Sulechów;SLD;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;3;RUSZKOWSKA;Adrianna;Kobieta;psycholog;Zielona Góra;086201;m. Zielona Góra;LRazem;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;4;STOJANOWSKI;Artur;Mężczyzna;inżynier;Pyrzany;080107;gm. Witnica;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;5;GARGUL;Anna;Kobieta;filolog klasyczny;Czerna;081109;gm. Tuplice;LRazem;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;6;STARSZAK;Wojciech Kazimierz;Mężczyzna;zegarmistrz;Sulechów;080906;gm. Sulechów;SLD;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;7;OCH;Ewa Maria;Kobieta;technik rolnik;Kostrzyn nad Odrą;080101;m. Kostrzyn nad Odrą;SLD;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;8;ŁYSIAK;Bernard Krzysztof;Mężczyzna;prawnik;Słubice;080505;gm. Słubice;LRazem;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;9;BUZAREWICZ-KOWAL;Irena;Kobieta;filolog;Międzyrzecz;080302;gm. Międzyrzecz;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;10;HAŁABURA;Damian Karol;Mężczyzna;socjolog;Żary;081102;m. Żary;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;11;RAKSA;Iwona Marzena;Kobieta;chemik;Drezdenko;080602;gm. Drezdenko;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;12;WŁODEK;Waldemar Jacek;Mężczyzna;stolarz meblowy;Nowy Świat;080906;gm. Sulechów;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;13;BĄK;Monika;Kobieta;przedsiębiorca;Wschowa;081203;gm. Wschowa;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;14;ROŻEK;Eugeniusz;Mężczyzna;technik budowlany;Gorzów Wielkopolski;086101;m. Gorzów Wielkopolski;LRazem;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;15;SZKUDLAREK;Julita Monika;Kobieta;socjolog;Kostrzyn nad Odrą;080101;m. Kostrzyn nad Odrą;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;16;WALCZAK;Tomasz;Mężczyzna;pedagog teatru;Drezdenko;080602;gm. Drezdenko;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;17;ŻEGILEWICZ - ZAWADZKA;Katarzyna Magdalena;Kobieta;ekonomista;Gorzów Wielkopolski;086101;m. Gorzów Wielkopolski;SLD;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;18;WITA;Paweł;Mężczyzna;pracownik biurowy;Sulechów;080906;gm. Sulechów;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;19;KOMAJDA;Natalia Roksana;Kobieta;kelnerka;Bezrzecze;321101;gm. Dobra (Szczecińska);LRazem;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;20;SOKOŁOWSKI;Leszek;Mężczyzna;nauczyciel;Gorzów Wielkopolski;086101;m. Gorzów Wielkopolski;Nowoczesna;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;21;GRANDE;Julieta;Kobieta;socjoterapeuta;Gorzów Wielkopolski;086101;m. Gorzów Wielkopolski;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;22;WIŚNIEWSKI;Wacław Andrzej;Mężczyzna;rolnik;Gorzów Wielkopolski;086101;m. Gorzów Wielkopolski;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;23;DRUBKOWSKA;Monika;Kobieta;socjolog;Gorzów Wielkopolski;086101;m. Gorzów Wielkopolski;BEZP;
8;Zielona Góra;;SLD;ZPOW-601-1/19;KWPP;24;SZMYTKOWSKI;Michał Paweł;Mężczyzna;ratownik medyczny;Gorzów Wielkopolski;086101;m. Gorzów Wielkopolski;LRazem;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;1;GLIŃSKI;Piotr Tadeusz;Mężczyzna;nauczyciel akademicki;Warszawa;146507;Praga-Południe;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;2;RAU;Zbigniew Włodzimierz;Mężczyzna;prawnik;Grotniki;102009;gm. Zgierz;BEZP;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;3;BUDA;Waldemar Grzegorz;Mężczyzna;prawnik;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;4;ADAMCZYK;Piotr;Mężczyzna;pedagog;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;5;FISIAK;Włodzimierz;Mężczyzna;przedstawiciel władzy samorządowej;Łódź;106101;m. Łódź;PorozumienieJarosławaGowina;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;6;KACZOROWSKA;Alicja Grażyna;Kobieta;lekarz;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;7;SASIN;Roman;Mężczyzna;ekonomista;Brzeziny;102101;m. Brzeziny;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;8;CIEPLUCHA;Piotr Paweł;Mężczyzna;wyższy urzędnik administracji rządowej;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;9;KOBIERA;Renata Agnieszka;Kobieta;ekonomista;Paprotnia;102102;gm. Brzeziny;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;10;JAKUBOWSKI;Jacek Grzegorz;Mężczyzna;lekarz;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;11;WĘCŁAW;Halina;Kobieta;pielęgniarka;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;12;ANIELAK;Tomasz Lucjan;Mężczyzna;poligraf;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;13;ŁUCZYŃSKA;Justyna Aleksandra;Kobieta;politolog;Babichy;100610;gm. Rzgów;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;14;PIETRZAK;Sławomir;Mężczyzna;księgowy;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;15;LIK;Krzysztof Jerzy;Mężczyzna;lekarz;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;16;PRZYBYŁ;Anna;Kobieta;asystent usług pocztowych;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;17;LEWANDOWSKA;Barbara;Kobieta;geodeta;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;18;EMANUEL;Sławomir;Mężczyzna;technik mechanik;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;19;KARDAS;Paulina Marianna;Kobieta;asystent usług pocztowych;Łódź;106101;m. Łódź;PiS;
9;Łódź;;PiS;ZPOW-601-9/19;KWPP;20;TOMASZEWSKI;Włodzimierz;Mężczyzna;pedagog;Łódź;106101;m. Łódź;PorozumienieJarosławaGowina;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;1;TRELA;Tomasz Dominik;Mężczyzna;ekonomista;Łódź;106101;m. Łódź;SLD;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;2;GILL-PIĄTEK;Hanna Beata;Kobieta;specjalista do spraw konsultingu;Łódź;106101;m. Łódź;Wiosna;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;3;KWIATKOWSKI;Michał Wojciech;Mężczyzna;dziennikarz;Łódź;106101;m. Łódź;LRazem;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;4;PAWŁOWSKI;Sylwester Stefan;Mężczyzna;historyk;Łódź;106101;m. Łódź;SLD;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;5;FRĄCZAK;Tomasz;Mężczyzna;kierownik projektu;Łódź;106101;m. Łódź;Wiosna;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;6;URBAŃCZYK;Martyna Natalia;Kobieta;kulturoznawca;Łódź;106101;m. Łódź;LRazem;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;7;WIETESKA;Agnieszka Maria;Kobieta;ekonomista;Łódź;106101;m. Łódź;SLD;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;8;MARKOWSKA-KURC;Maria Wanda;Kobieta;nauczyciel języka obcego;Koluszki;100607;gm. Koluszki;BEZP;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;9;RACHALEWSKI;Michał Cezary;Mężczyzna;biolog;Łódź;106101;m. Łódź;LRazem;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;10;OLEJNICZAK;Michał Andrzej;Mężczyzna;prawnik;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;11;MELANIUK;Patrycja Karolina;Kobieta;funkcjonariusz służby penitencjarnej;Stróża;100602;gm. Andrespol;BEZP;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;12;WOJCIECHOWSKI;Igor Marcin;Mężczyzna;kierownik działu w lokalu gastronomicznym;Zduńska Wola;101901;m. Zduńska Wola;Wiosna;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;13;ŚWIDERSKA;Beata Katarzyna;Kobieta;nauczyciel wychowania fizycznego;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;14;SOKOŁOWICZ;Mariusz Paweł;Mężczyzna;nauczyciel akademicki - nauki ekonomiczne;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;15;WOJECH;Adam;Mężczyzna;student;Łódź;106101;m. Łódź;SLD;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;16;MINKIEWICZ;Tomasz Jacek;Mężczyzna;administrator systemów komputerowych;Łódź;106101;m. Łódź;LRazem;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;17;KOŁACIŃSKI;Jakub Zdzisław;Mężczyzna;specjalista do spraw stosunków międzynarodowych;Łódź;106101;m. Łódź;członek partii politycznej: Polska Partia Socjalistyczna;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;18;PAWLIK-NOWACKA;Wioleta Kamila;Kobieta;ekonomista;Łódź;106101;m. Łódź;SLD;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;19;PĘDZIWIATR;Elżbieta Bogumiła;Kobieta;przewodnik turystyczny miejski;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;SLD;ZPOW-601-1/19;KWPP;20;BORS;Piotr Marcin;Mężczyzna;socjolog;Łódź;106101;m. Łódź;SLD;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;1;GRABARCZYK;Tomasz Michał;Mężczyzna;politolog;Łódź;106101;m. Łódź;KWiN;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;2;ANTONIAK;Adrian;Mężczyzna;maszynista;Skierniewice;106301;m. Skierniewice;RuchNarodowy;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;3;LIPCZYK;Krzysztof Gniewomir;Mężczyzna;ekonomista;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;4;KAMIŃSKI;Michał Antoni;Mężczyzna;kierowca;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;5;LUTOMSKI;Dawid Sebastian;Mężczyzna;statystyk;Andrespol;100602;gm. Andrespol;BEZP;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;6;STANGRECIAK;Ryszard Józef;Mężczyzna;ekonomista;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;7;JAWORNIK;Piotr;Mężczyzna;specjalista ds. eksportu;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;8;SŁOTA;Tomasz Andrzej;Mężczyzna;lobbysta;Łódź;106101;m. Łódź;Korwin;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;9;MAZUR;Joanna Sylwia;Kobieta;grafik komputerowy;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;10;ZIEMBA;Dariusz Zdzisław;Mężczyzna;technik ekonomista;Łódź;106101;m. Łódź;RuchNarodowy;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;11;DOMAGAŁA;Klaudia Ewa;Kobieta;księgowa;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;12;GRANISZ;Patryk Tadeusz;Mężczyzna;przedstawiciel handlowy;Łódź;106101;m. Łódź;RuchNarodowy;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;13;GÓRSKI;Wojciech Antoni;Mężczyzna;ekonomista;Łódź;106101;m. Łódź;Korwin;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;14;KORWIN-MIKKE;Anna;Kobieta;architekt;Warszawa;146514;Wawer;BEZP;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;15;CIEŚLAK;Anna Paulina;Kobieta;pedagog;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;16;CIUPKA;Bogusław Piotr;Mężczyzna;logistyk;Łódź;106101;m. Łódź;RuchNarodowy;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;17;SZCZESEK;Marzena Elżbieta;Kobieta;krojczy;Teodorów;102102;gm. Brzeziny;RuchNarodowy;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;18;MODRZEJEWSKA;Justyna Katarzyna;Kobieta;przedstawiciel handlowy;Eufeminów;102102;gm. Brzeziny;Korwin;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;19;GACEK;Aleksandra Kamila;Kobieta;projektant wnętrz;Busko-Zdrój;260101;gm. Busko-Zdrój;BEZP;
9;Łódź;;KONFEDERACJA;ZPOW-601-5/19;KWPP;20;KICOWSKI;Przemysław Patryk;Mężczyzna;inżynier elektryk;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;1;ZIMOCH;Tomasz Franciszek;Mężczyzna;dziennikarz;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;2;PIĄTKOWSKI;Krzysztof Mariusz;Mężczyzna;historyk;Łódź;106101;m. Łódź;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;3;ŚLEDZIŃSKA-KATARASIŃSKA;Iwona Elżbieta;Kobieta;dziennikarz;Łódź;106101;m. Łódź;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;4;NIEMCZYK;Małgorzata Barbara;Kobieta;ekonomista;Łódź;106101;m. Łódź;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;5;GOŁASZEWSKI;Marcin Łukasz;Mężczyzna;nauczyciel akademicki;Łódź;106101;m. Łódź;Nowoczesna;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;6;KACPRZAK;Tomasz Piotr;Mężczyzna;prawnik;Łódź;106101;m. Łódź;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;7;KOBYLIŃSKA;Agata;Kobieta;pedagog;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;8;GAŁKIEWICZ;Magdalena Anna;Kobieta;programista aplikacji;Łódź;106101;m. Łódź;Zieloni;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;9;MAKOWSKI;Krzysztof Michał;Mężczyzna;biotechnolog;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;10;HENCZ;Marcin Krzysztof;Mężczyzna;grafik;Łódź;106101;m. Łódź;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;11;CHOJNACKA-DURAJ;Justyna Maria;Kobieta;ekonomista;Łódź;106101;m. Łódź;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;12;MAMULSKA;Monika Joanna;Kobieta;ekonomista;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;13;MAJCHRZAK;Antonina;Kobieta;student;Łódź;106101;m. Łódź;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;14;CABAN-PIASKOWSKA;Katarzyna Paulina;Kobieta;nauczyciel akademicki;Łódź;106101;m. Łódź;Nowoczesna;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;15;NOWAK;Renata Anna;Kobieta;urzędnik samorządowy;Wągry;102105;gm. Rogów;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;16;STĘPIEŃ;Radosław Adam;Mężczyzna;prawnik;Łódź;106101;m. Łódź;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;17;KARWOWSKI;Mateusz;Mężczyzna;socjolog;Koluszki;100607;gm. Koluszki;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;18;RAHNEMA-BAJ;Niloufar;Kobieta;lekarz;Łódź;106101;m. Łódź;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;19;KRAWCZYK;Maria Teresa;Kobieta;pielęgniarka;Tuszyn;100611;gm. Tuszyn;PORP;
9;Łódź;;KOBW;ZPOW-601-6/19;KKW;20;BONISŁAWSKI;Ryszard Wiesław;Mężczyzna;filolog;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;1;BIŃCZYCKA;Elżbieta;Kobieta;teatrolog;Kraków;126101;m. Kraków;członek partii politycznej: Unia Europejskich Demokratów;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;2;SIEMIŃSKI;Henryk Stanisław;Mężczyzna;historyk;Łódź;106101;m. Łódź;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;3;MAJEWSKI;Eugeniusz Paweł;Mężczyzna;technik mechanik;Łódź;106101;m. Łódź;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;4;GŁADYSZ;Ewa Małgorzata;Kobieta;inż. rolnictwa;Brójce;100603;gm. Brójce;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;5;GRALEWSKA-JAGIEŁŁO;Irena;Kobieta;nauczyciel;Brzeziny;102101;m. Brzeziny;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;6;ZABOROWSKA-GORZKIEWICZ;Klaudia Czesława;Kobieta;kierownik projektu;Guzew;100610;gm. Rzgów;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;7;PIONTEK;Marcin Tomasz;Mężczyzna;ekonomista;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;8;KULESZKA;Agata;Kobieta;pielęgniarka;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;9;BEDNAREK;Maksymilian Patryk;Mężczyzna;ekonomista;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;10;KACPRZYCKI;Adam Tomasz;Mężczyzna;doradca inwestycyjny;Łódź;106101;m. Łódź;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;11;LIPSKI;Bartłomiej;Mężczyzna;wyższy urzędnik samorządowy;Dąbrówka Duża;102102;gm. Brzeziny;BEZP;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;12;TOMASIK;Sylwia Katarzyna;Kobieta;prawnik;Łódź;106101;m. Łódź;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;13;JACKIEWICZ;Jerzy Andrzej;Mężczyzna;ekonomista;Łódź;106101;m. Łódź;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;14;OLEKSIEWICZ;Monika Dorota;Kobieta;nauczyciel;Mąkoszyn;100611;gm. Tuszyn;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;15;MATYSIAK;Michał;Mężczyzna;rolnik;Jeżów;102104;gm. Jeżów;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;16;WOJCIECHOWSKI;Adam Grzegorz;Mężczyzna;politolog;Łódź;106101;m. Łódź;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;17;MIELCZAREK;Witold Adam;Mężczyzna;oficer sił zbrojnych;Łódź;106101;m. Łódź;PSL;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;18;KASPRZYK-KOSTRZEWA;Anna;Kobieta;ekonomista;Wiączyń Dolny;100608;gm. Nowosolna;BEZP;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;19;PIEKIELNY;Piotr Witold;Mężczyzna;strażnik miejski;Łódź;106101;m. Łódź;BEZP;
9;Łódź;;PSL;ZPOW-601-19/19;KWPP;20;JĘDRASIK;Krzysztof Piotr;Mężczyzna;ekonomista;Łódź;106101;m. Łódź;BEZP;
10;Piotrków Trybunalski;;PiS;ZPOW-601-9/19;KWPP;1;MACIEREWICZ;Antoni;Mężczyzna;historyk;Warszawa;146504;Bielany;PiS;
10;Piotrków Trybunalski;;PiS;ZPOW-601-9/19;KWPP;2;WOJCIECHOWSKI;Grzegorz Michał;Mężczyzna;rolnik;Regnów;101305;gm. Regnów;PiS;
10;Piotrków Trybunalski;;PiS;ZPOW-601-9/19;KWPP;3;TELUS;Robert;Mężczyzna;rolnik;Ostrów;100704;gm. Opoczno;PiS;
10;Piotrków Trybunalski;;PiS;ZPOW-601-9/19;KWPP;4;MILCZANOWSKA;Anna Maria;Kobieta;pedagog;Radomsko;101201;m. Radomsko;PiS;
10;Piotrków Trybunalski;;PiS;ZPOW-601-9/19;KWPP;5;DRÓŻDŻ;Beata Zofia;Kobieta;dyrektor generalny;Piotrków Trybunalski;106201;m. Piotrków Trybunalski;PiS;
10;Piotrków Trybunalski;;PiS;ZPOW-601-9/19;KWPP;6;LOREK;Grzegorz Andrzej;Mężczyzna;parlamentarzysta;Piotrków Trybunalski;106201;m. Piotrków Trybunalski;PiS;
10;Piotrków Trybunalski;;PiS;ZPOW-601-9/19;KWPP;7;KUBIAK;Dariusz Jan;Mężczyzna;parlamentarzysta;Bełchatów;100101;m. Bełchatów;PiS;
