id;nro;siedzibaokw;nrlisty;komitet;typ;pozycja;nazwisko;imiona;plec;zawod;adres.mz;teryt.mz;gmina.mz.;partia;poparcie;glosy;glosy2;procent;mandat;id
1296650;41;Szczecin;1;PSL;KWP;18;LIWAK;Jacek;Mężczyzna;nauczyciel;Ińsko;321405;gm. Ińsko;PSL;;317;317;0.07;nie;
1296653;6;Lublin;8;BS;KWW;30;CINNER;Dominika;Kobieta;politolog;Łęczna;061003;gm. Łęczna;BEZPARTYJNY;;510;510;0.09;nie;
1296655;41;Szczecin;1;PSL;KWP;19;JAKUBOWICZ-DZIDUCH;Justyna;Kobieta;prawnik;Szczecin;326201;m. Szczecin;PSL;;313;313;0.07;nie;
1296658;17;Radom;2;PiS;KWP;18;STRZEŻEK;Jan Longin;Mężczyzna;student;Warszawa;146504;Bielany;PJGowina;;2477;2477;0.74;nie;
1296660;41;Szczecin;1;PSL;KWP;20;JASIEWICZ;Eugeniusz;Mężczyzna;inżynier budownictwa lądowego;Wolin;320706;gm. Wolin;PSL;;479;479;0.10;nie;
1296663;41;Szczecin;1;PSL;KWP;21;KOREK;Renata Teresa;Kobieta;menedżer kultury;Trzebiatów;320508;gm. Trzebiatów;BEZPARTYJNY;;587;587;0.12;nie;
1296666;41;Szczecin;1;PSL;KWP;22;TOSZEK;Bartłomiej Henryk;Mężczyzna;prawnik;Szczecin;326201;m. Szczecin;PSL;;196;196;0.04;nie;
1296669;41;Szczecin;1;PSL;KWP;23;CHRAŁOWICZ;Adam Wacław;Mężczyzna;politolog;Stargard;321401;m. Stargard;PSL;;512;512;0.11;nie;
1296671;41;Szczecin;1;PSL;KWP;24;KUSTOSZ;Olgierd;Mężczyzna;technik pszczelarz;Przelewice;321204;gm. Przelewice;PSL;;1562;1562;0.33;nie;
1296681;31;Katowice;2;PiS;KWP;1;MORAWIECKI;Mateusz Jakub;Mężczyzna;polityk;Warszawa;146505;Mokotów;PiS;;133687;133687;28.47;tak;
1296705;5;Toruń;4;KONFEDERACJA;KWP;1;MENTZEN;Sławomir Jerzy;Mężczyzna;doradca podatkowy;Toruń;046301;m. Toruń;KONFEDERACJA_WiN;;16892;16892;3.73;nie;
1296708;5;Toruń;4;KONFEDERACJA;KWP;2;CZAJKOWSKI;Piotr;Mężczyzna;operator maszyn i urządzeń;Lipno;040801;m. Lipno;RuchNarodowy;;1977;1977;0.44;nie;
1296709;26;Słupsk;2;PiS;KWP;1;HORAŁA;Marcin Michał;Mężczyzna;parlamentarzysta;Gdynia;226201;m. Gdynia;PiS;;86079;86079;14.82;tak;
1296710;5;Toruń;4;KONFEDERACJA;KWP;3;ŁASIŃSKI;Marcin Tomasz;Mężczyzna;audytor;Grudziądz;046201;m. Grudziądz;BEZPARTYJNY;;1049;1049;0.23;nie;
1296711;26;Słupsk;2;PiS;KWP;2;MRÓWCZYŃSKI;Aleksander Mikołaj;Mężczyzna;parlamentarzysta;Chojnice;220201;m. Chojnice;PiS;;16726;16726;2.88;tak;
1296716;5;Toruń;4;KONFEDERACJA;KWP;4;BUCZEK;Grzegorz Bogusław;Mężczyzna;cieśla;Łysomice;041506;gm. Łysomice;RuchNarodowy;;595;595;0.13;nie;
1296717;26;Słupsk;2;PiS;KWP;3;MÜLLER;Piotr Józef;Mężczyzna;prawnik;Słupsk;226301;m. Słupsk;PiS;;26892;26892;4.63;tak;
1296718;26;Słupsk;2;PiS;KWP;4;ŚNIADEK;Janusz;Mężczyzna;inżynier mechanik;Gdynia;226201;m. Gdynia;PiS;;9342;9342;1.61;tak;
1296719;5;Toruń;4;KONFEDERACJA;KWP;5;ROMANOWSKI;Jarosław Robert;Mężczyzna;inżynier telekomunikacji;Jabłonowo Pomorskie;040207;gm. Jabłonowo Pomorskie;BEZPARTYJNY;;580;580;0.13;nie;
1296720;26;Słupsk;2;PiS;KWP;5;ZWIERCAN;Małgorzata Grażyna;Kobieta;instruktor terapii uzależnień;Gdynia;226201;m. Gdynia;BEZPARTYJNY;;7879;7879;1.36;nie;
1296723;26;Słupsk;2;PiS;KWP;6;ZARUDZKI;Ryszard Janusz;Mężczyzna;zootechnik;Gdynia;226201;m. Gdynia;PiS;;2368;2368;0.41;nie;
1296725;26;Słupsk;2;PiS;KWP;7;SROKA;Magdalena Joanna;Kobieta;specjalista ds. administracji i zarządzania;Trąbki Wielkie;220408;gm. Trąbki Wielkie;PJGowina;;9349;9349;1.61;tak;
1296726;26;Słupsk;2;PiS;KWP;8;ŁUCZYK;Mariusz Wojciech;Mężczyzna;polityk;Miastko;220106;gm. Miastko;PiS;;4317;4317;0.74;nie;
1296727;5;Toruń;4;KONFEDERACJA;KWP;6;ZIELIŃSKI;Leszek;Mężczyzna;inżynier rolnictwa;Bydgoszcz;046101;m. Bydgoszcz;BEZPARTYJNY;;639;639;0.14;nie;
1296728;26;Słupsk;2;PiS;KWP;9;KARCZEWSKI;Piotr Mariusz;Mężczyzna;przedsiębiorca;Kościerzyna;220601;m. Kościerzyna;PiS;;6768;6768;1.17;nie;
1296729;5;Toruń;4;KONFEDERACJA;KWP;7;JACKOWSKI;Artur;Mężczyzna;przedsiębiorca;Bydgoszcz;046101;m. Bydgoszcz;BEZPARTYJNY;;538;538;0.12;nie;
1296730;26;Słupsk;2;PiS;KWP;10;DAMBEK;Roman Witold;Mężczyzna;inżynier mechanik;Gdynia;226201;m. Gdynia;PiS;;1549;1549;0.27;nie;
1296731;12;Kraków;1;PSL;KWP;1;BRYNKUS;Józef;Mężczyzna;nauczyciel akademicki;Wadowice;121809;gm. Wadowice;BEZPARTYJNY;;8122;8122;2.57;nie;
1296732;5;Toruń;4;KONFEDERACJA;KWP;8;MALENDOWICZ;Anna Agnieszka;Kobieta;asystent parlamentarny;Bydgoszcz;046101;m. Bydgoszcz;BEZPARTYJNY;;578;578;0.13;nie;
1296733;26;Słupsk;2;PiS;KWP;11;TREDER;Adam;Mężczyzna;ekonomista;Słupsk;226301;m. Słupsk;PiS;;3253;3253;0.56;nie;
1296736;26;Słupsk;2;PiS;KWP;12;DREWA;Marcin Paweł;Mężczyzna;politolog;Wejherowo;221503;m. Wejherowo;PiS;;3934;3934;0.68;nie;
1296737;12;Kraków;1;PSL;KWP;2;KAŁA;Józef;Mężczyzna;inżynier hutnik;Polanka Wielka;121307;gm. Polanka Wielka;PSL;;3904;3904;1.23;nie;
1296740;26;Słupsk;2;PiS;KWP;13;WETTA;Krzysztof Adam;Mężczyzna;dyrektor szkoły;Lębork;220801;m. Lębork;PiS;;1623;1623;0.28;nie;
1296741;5;Toruń;4;KONFEDERACJA;KWP;9;WALCZUK;Tomasz;Mężczyzna;lekarz weterynarii;Rypin;041201;m. Rypin;Korwin;;468;468;0.10;nie;
1296742;12;Kraków;1;PSL;KWP;3;HERBUT;Dawid Julian;Mężczyzna;policjant;Kalwaria Zebrzydowska;121803;gm. Kalwaria Zebrzydowska;BEZPARTYJNY;;1998;1998;0.63;nie;
1296743;5;Toruń;4;KONFEDERACJA;KWP;10;SEWERYNOWICZ;Joanna Dorota;Kobieta;pielęgniarka;Toruń;046301;m. Toruń;BEZPARTYJNY;;276;276;0.06;nie;
1296744;12;Kraków;1;PSL;KWP;4;ZAWADZKI;Grzegorz Roman;Mężczyzna;górnik;Jawiszowice;121302;gm. Brzeszcze;BEZPARTYJNY;;668;668;0.21;nie;
1296745;26;Słupsk;2;PiS;KWP;14;MACKIEWICZ-SASIAK;Violetta Lilianna;Kobieta;socjolog;Reda;221501;m. Reda;PiS;;1194;1194;0.21;nie;
1296746;5;Toruń;4;KONFEDERACJA;KWP;11;LISIECKI;Jakub Andrzej;Mężczyzna;nauczyciel akademicki;Włocławek;046401;m. Włocławek;BEZPARTYJNY;;980;980;0.22;nie;
1296747;26;Słupsk;2;PiS;KWP;15;STOLARCZYK;Paweł;Mężczyzna;prawnik;Gdynia;226201;m. Gdynia;PiS;;1644;1644;0.28;nie;
1296748;12;Kraków;1;PSL;KWP;5;DĘBIŃSKA;Maria;Kobieta;rolnik;Juszczyn;121506;gm. Maków Podhalański;BEZPARTYJNY;;1290;1290;0.41;nie;
1296751;5;Toruń;4;KONFEDERACJA;KWP;12;SZCZECH;Przemysław;Mężczyzna;specjalista do spraw handlu;Grudziądz;046201;m. Grudziądz;BEZPARTYJNY;;229;229;0.05;nie;
1296752;26;Słupsk;2;PiS;KWP;16;LEYK;Andrzej;Mężczyzna;specjalista ochrony informacji niejawnych;Prokowo-Prokowskie Chrósty;220502;gm. Kartuzy;PiS;;2585;2585;0.45;nie;
1296753;12;Kraków;1;PSL;KWP;6;GOŁĄB;Katarzyna;Kobieta;nauczyciel;Radocza;121808;gm. Tomice;BEZPARTYJNY;;1616;1616;0.51;nie;
1296754;5;Toruń;4;KONFEDERACJA;KWP;13;LIPIŃSKI;Remigiusz;Mężczyzna;magazynier;Bobrowo;040202;gm. Bobrowo;BEZPARTYJNY;;328;328;0.07;nie;
1296755;26;Słupsk;2;PiS;KWP;17;BUNIOWSKA;Wiesława Barbara;Kobieta;nauczyciel;Jastarnia;221102;gm. Jastarnia;PiS;;833;833;0.14;nie;
1296756;12;Kraków;1;PSL;KWP;7;BOLEK;Magdalena;Kobieta;inżynier energetyk;Babice;120302;gm. Babice;BEZPARTYJNY;;1151;1151;0.36;nie;
1296757;26;Słupsk;2;PiS;KWP;18;LIS;Anna;Kobieta;dyrektor szkoły;Przewłoka;221210;gm. Ustka;BEZPARTYJNY;;3162;3162;0.54;nie;
1296758;21;Opole;1;PSL;KWP;1;KUKIZ;Paweł Piotr;Mężczyzna;muzyk;Łosiów;160104;gm. Lewin Brzeski;BEZPARTYJNY;;23468;23468;5.77;tak;
1296759;5;Toruń;4;KONFEDERACJA;KWP;14;KUK;Justyna Krystyna;Kobieta;student matematyki stosowanej;Częstochowa;246401;m. Częstochowa;BEZPARTYJNY;;310;310;0.07;nie;
1296760;12;Kraków;1;PSL;KWP;8;BEDRA;Renata Barbara;Kobieta;monter elektroniki samochodowej;Jawiszowice;121302;gm. Brzeszcze;BEZPARTYJNY;;342;342;0.11;nie;
1296761;26;Słupsk;2;PiS;KWP;19;BIAŁOOKA-KOSTENECKA;Danuta Jadwiga;Kobieta;prawnik;Gdynia;226201;m. Gdynia;PiS;;423;423;0.07;nie;
1296762;21;Opole;1;PSL;KWP;2;RAKOCZY;Stanisław;Mężczyzna;przedstawiciel władzy samorządowej;Kluczbork;160402;gm. Kluczbork;PSL;;3837;3837;0.94;nie;
1296763;12;Kraków;1;PSL;KWP;9;MICHALEC;Sylwia;Kobieta;specjalista zarządzania kryzysowego;Bachowice;121806;gm. Spytkowice;BEZPARTYJNY;;800;800;0.25;nie;
1296764;26;Słupsk;2;PiS;KWP;20;KUŻOWNIK;Jan;Mężczyzna;przedsiębiorca;Łeba;220802;m. Łeba;PiS;;299;299;0.05;nie;
1296765;21;Opole;1;PSL;KWP;3;GRABOWSKI;Paweł;Mężczyzna;radca prawny;Brzeg;160101;m. Brzeg;BEZPARTYJNY;;2396;2396;0.59;nie;
1296766;12;Kraków;1;PSL;KWP;10;SIKORA;Marek Andrzej;Mężczyzna;projektant grafiki;Biertowice;120907;gm. Sułkowice;BEZPARTYJNY;;668;668;0.21;nie;
1296767;5;Toruń;4;KONFEDERACJA;KWP;15;ZWOLIŃSKI;Paweł;Mężczyzna;programista aplikacji;Golub-Dobrzyń;040501;m. Golub-Dobrzyń;KONFEDERACJA_WiN;;513;513;0.11;nie;
1296768;26;Słupsk;2;PiS;KWP;21;BIROSZ;Mariusz Krzysztof;Mężczyzna;inżynier mechanik - maszyny i urządzenia energetyczne;Czarne;220302;gm. Czarne;PiS;;657;657;0.11;nie;
1296769;21;Opole;1;PSL;KWP;4;KONOPKA;Antoni Jacek;Mężczyzna;rolnik;Sękowice;160705;gm. Nysa;PSL;;1561;1561;0.38;nie;
1296770;26;Słupsk;2;PiS;KWP;22;TOBOLSKA;Monika;Kobieta;specjalista ds. zamówień publicznych;Chojnice;220201;m. Chojnice;PiS;;852;852;0.15;nie;
1296771;5;Toruń;4;KONFEDERACJA;KWP;16;KRZYWIŃSKA;Maria Magdalena;Kobieta;student administracji;Janowo;040209;gm. Świedziebnia;BEZPARTYJNY;;195;195;0.04;nie;
1296772;12;Kraków;1;PSL;KWP;11;HYJEK;Ewa Maria;Kobieta;pedagog;Myślenice;120903;gm. Myślenice;PSL;;350;350;0.11;nie;
1296773;21;Opole;1;PSL;KWP;5;POŚPIECH;Piotr;Mężczyzna;prawnik;Kluczbork;160402;gm. Kluczbork;PSL;;1883;1883;0.46;nie;
1296774;26;Słupsk;2;PiS;KWP;23;WAŃTUCHOWICZ;Anna Marta;Kobieta;przedsiębiorca;Ustka;221201;m. Ustka;PiS;;611;611;0.11;nie;
1296775;5;Toruń;4;KONFEDERACJA;KWP;17;CZARNECKA;Anna;Kobieta;sprzedawca;Toruń;046301;m. Toruń;BEZPARTYJNY;;492;492;0.11;nie;
1296776;12;Kraków;1;PSL;KWP;12;PAJĄK;Dorota;Kobieta;ekonomista;Ponikiew;121809;gm. Wadowice;BEZPARTYJNY;;1073;1073;0.34;nie;
1296777;21;Opole;1;PSL;KWP;6;OSZAŃCA;Marcin Krzysztof;Mężczyzna;przedstawiciel władzy samorządowej;Skarbiszowice;160912;gm. Tułowice;PSL;;450;450;0.11;nie;
1296778;26;Słupsk;2;PiS;KWP;24;BYSTRON;Andrzej Grzegorz;Mężczyzna;kurator sądowy;Mezowo;220502;gm. Kartuzy;SolidarnaPolska;;3560;3560;0.61;nie;
1296779;5;Toruń;4;KONFEDERACJA;KWP;18;TARAZEWICZ;Ewa Sabina;Kobieta;specjalista do spraw kredytów;Toruń;046301;m. Toruń;BEZPARTYJNY;;75;75;0.02;nie;
1296780;12;Kraków;1;PSL;KWP;13;JAKUBOWSKI;Tomasz Marek;Mężczyzna;nauczyciel;Wadowice;121809;gm. Wadowice;PSL;;452;452;0.14;nie;
1296781;26;Słupsk;2;PiS;KWP;25;KRYGIER-NOWAK;Urszula Grażyna;Kobieta;urzędnik;Łeba;220802;m. Łeba;PiS;;450;450;0.08;nie;
1296782;21;Opole;1;PSL;KWP;7;ZAGOLA;Agnieszka Izabela;Kobieta;prezes spółki;Opole;166101;m. Opole;PSL;;694;694;0.17;nie;
1296783;5;Toruń;4;KONFEDERACJA;KWP;19;GONTAREK;Andrzej Mariusz;Mężczyzna;rolnik;Rakutowo;041809;gm. Kowal;BEZPARTYJNY;;NA;NA;NA;NA;
1296784;12;Kraków;1;PSL;KWP;14;KIERPIEC;Daniel Józef;Mężczyzna;prawnik;Kęty;121304;gm. Kęty;BEZPARTYJNY;;198;198;0.06;nie;
1296785;26;Słupsk;2;PiS;KWP;26;KURZELEWSKA;Arleta;Kobieta;radca prawny;Człuchów;220301;m. Człuchów;BEZPARTYJNY;;893;893;0.15;nie;
1296786;21;Opole;1;PSL;KWP;8;JAGIEŁŁO;Wojciech Jan;Mężczyzna;pracownik samorządowy;Opole;166101;m. Opole;BEZPARTYJNY;;726;726;0.18;nie;
1296787;5;Toruń;4;KONFEDERACJA;KWP;20;SIKOROWSKI;Tomasz;Mężczyzna;rolnik;Bytoń;041102;gm. Bytoń;BEZPARTYJNY;;NA;NA;NA;NA;
1296788;26;Słupsk;2;PiS;KWP;27;KOWALSKI;Michał Bartosz;Mężczyzna;nauczyciel;Władysławowo;221104;gm. Władysławowo;PiS;;9000;9000;1.55;nie;
1296789;12;Kraków;1;PSL;KWP;15;GÓRECKI;Andrzej;Mężczyzna;inżynier mechanik;Stanisław Górny;121809;gm. Wadowice;PSL;;885;885;0.28;nie;
1296790;21;Opole;1;PSL;KWP;9;GŁOWACKI;Kazimierz;Mężczyzna;pośrednik obrotu nieruchomościami;Nowa Cerekwia;160204;gm. Kietrz;PSL;;220;220;0.05;nie;
1296792;26;Słupsk;2;PiS;KWP;28;KLAWITER;Kazimierz;Mężczyzna;urzędnik państwowy;Rumia;221502;m. Rumia;PiS;;5340;5340;0.92;nie;
1296793;5;Toruń;4;KONFEDERACJA;KWP;21;TOCZYSKA;Lucyna Klaudia;Kobieta;chemik;Toruń;046301;m. Toruń;BEZPARTYJNY;;NA;NA;NA;NA;
1296794;21;Opole;1;PSL;KWP;10;WICIAK;Tomasz Paweł;Mężczyzna;przedstawiciel władzy samorządowej;Kowalowice;160602;gm. Namysłów;PSL;;1464;1464;0.36;nie;
1296795;12;Kraków;1;PSL;KWP;16;MOTYKA;Miłosz Maksymilian;Mężczyzna;inżynier ochrony środowiska;Tokarnia;120908;gm. Tokarnia;PSL;;1479;1479;0.47;nie;
1296796;5;Toruń;4;KONFEDERACJA;KWP;22;KULIŃSKA;Klaudyna Barbara;Kobieta;inżynier geodeta;Toruń;046301;m. Toruń;BEZPARTYJNY;;NA;NA;NA;NA;
1296799;21;Opole;1;PSL;KWP;11;ZAJĄC;Barbara;Kobieta;przedstawiciel władzy samorządowej;Pokój;160603;gm. Pokój;PSL;;977;977;0.24;nie;
1296800;5;Toruń;4;KONFEDERACJA;KWP;23;BŁAŻEJOWSKI;Rafał;Mężczyzna;technik-mechanik;Toruń;046301;m. Toruń;BEZPARTYJNY;;200;200;0.04;nie;
1296801;21;Opole;1;PSL;KWP;12;KRZESIŃSKI;Jan;Mężczyzna;przedstawiciel władzy samorządowej;Niemodlin;160907;gm. Niemodlin;PSL;;306;306;0.08;nie;
1296802;5;Toruń;4;KONFEDERACJA;KWP;24;DOMAŃSKA;Karolina;Kobieta;pracownik administracyjny;Ciechocinek;040102;m. Ciechocinek;BEZPARTYJNY;;276;276;0.06;nie;
1296803;21;Opole;1;PSL;KWP;13;MALIK-MENDELSKA;Katarzyna Agnieszka;Kobieta;politolog;Głubczyce;160203;gm. Głubczyce;BEZPARTYJNY;;161;161;0.04;nie;
1296804;5;Toruń;4;KONFEDERACJA;KWP;25;CYBUCHOWSKA;Agata;Kobieta;telemarketer;Włocławek;046401;m. Włocławek;BEZPARTYJNY;;281;281;0.06;nie;
1296805;21;Opole;1;PSL;KWP;14;MARKIEWICZ;Jolanta;Kobieta;doradca zawodowy;Czepielowice;160105;gm. Lubsza;BEZPARTYJNY;;253;253;0.06;nie;
1296806;5;Toruń;4;KONFEDERACJA;KWP;26;JANUSZEWSKI;Paweł;Mężczyzna;regionalny kierownik sprzedaży;Kijewo Królewskie;040403;gm. Kijewo Królewskie;BEZPARTYJNY;;488;488;0.11;nie;
1296807;21;Opole;1;PSL;KWP;15;KAŁWAK;Leszek;Mężczyzna;rolnik;Skotnica;160804;gm. Praszka;PSL;;318;318;0.08;nie;
1296808;20;Warszawa;2;PiS;KWP;1;BŁASZCZAK;Mariusz;Mężczyzna;urzędnik państwowy;Legionowo;140801;m. Legionowo;PiS;;135189;135189;22.58;tak;
1296809;20;Warszawa;2;PiS;KWP;2;CZERWIŃSKA;Anita;Kobieta;prawnik;Wyględy;143204;gm. Leszno;PiS;;22911;22911;3.83;tak;
1296810;21;Opole;1;PSL;KWP;16;KUPNY;Danuta Teresa;Kobieta;dyrektor placówki opiekuńczo-wychowawczej;Góra Świętej Anny;161104;gm. Leśnica;BEZPARTYJNY;;153;153;0.04;nie;
1296811;21;Opole;1;PSL;KWP;17;ZAWIŚLAK;Alicja;Kobieta;przedstawiciel władzy samorządowej;Czyżowice;161004;gm. Prudnik;BEZPARTYJNY;;245;245;0.06;nie;
1296812;20;Warszawa;2;PiS;KWP;3;SMIRNOW;Andrzej;Mężczyzna;nauczyciel akademicki;Łazy;141803;gm. Lesznowola;PiS;;5250;5250;0.88;nie;
1296813;21;Opole;1;PSL;KWP;18;GAJDA;Ryszard Jan;Mężczyzna;inspektor bezpieczeństwa i higieny pracy;Antoniów;160908;gm. Ozimek;PSL;;316;316;0.08;nie;
1296814;21;Opole;1;PSL;KWP;19;LEWIŃSKA;Bożena Zofia;Kobieta;lekarz medycyny;Łambinowice;160704;gm. Łambinowice;PSL;;240;240;0.06;nie;
1296816;21;Opole;1;PSL;KWP;20;KROK;Miłosz Stanisław;Mężczyzna;nauczyciel;Grodków;160103;gm. Grodków;BEZPARTYJNY;;731;731;0.18;nie;
1296817;21;Opole;1;PSL;KWP;21;WIECZOREK-GRINER;Agnieszka Danuta;Kobieta;ekonomista;Zakrzów;160305;gm. Polska Cerekiew;BEZPARTYJNY;;207;207;0.05;nie;
1296818;20;Warszawa;2;PiS;KWP;5;SIPIERA;Zdzisław Tadeusz;Mężczyzna;wyższy urzędnik państwowy;Pruszków;142102;m. Pruszków;PiS;;8131;8131;1.36;tak;
1296819;21;Opole;1;PSL;KWP;22;ŚMIGIELSKA;Maria Ewa;Kobieta;nauczyciel akademicki - nauki o ziemi;Narok;160902;gm. Dąbrowa;BEZPARTYJNY;;244;244;0.06;nie;
1296821;21;Opole;1;PSL;KWP;23;HANKUS;Mirosław;Mężczyzna;kierownik oddziału utrzymania ruchu i remontów;Zdzieszowice;160505;gm. Zdzieszowice;PSL;;352;352;0.09;nie;
1296822;20;Warszawa;2;PiS;KWP;6;UŚCIŃSKI;Piotr Michał;Mężczyzna;parlamentarzysta;Ząbki;143403;m. Ząbki;PiS;;13665;13665;2.28;tak;
1296824;12;Kraków;2;PiS;KWP;1;BOCHENEK;Rafał Paweł;Mężczyzna;prawnik;Strumiany;121905;gm. Wieliczka;BEZPARTYJNY;;46816;46816;14.81;tak;
1296825;21;Opole;1;PSL;KWP;24;SAWICKI;Grzegorz Adam;Mężczyzna;dyrektor do spraw badawczo-rozwojowych;Suchy Bór;160901;gm. Chrząstowice;PSL;;699;699;0.17;nie;
1296826;20;Warszawa;2;PiS;KWP;7;BITTEL;Andrzej;Mężczyzna;prawnik;Warszawa;146511;Targówek;PiS;;1566;1566;0.26;nie;
1296829;20;Warszawa;2;PiS;KWP;8;OLSZEWSKI;Dariusz;Mężczyzna;dyrektor do spraw administracyjnych;Karczew;141704;gm. Karczew;SolidarnaPolska;;7454;7454;1.24;tak;
1296830;20;Warszawa;2;PiS;KWP;9;KLINOWSKI;Marcel Józef;Mężczyzna;specjalista ds. transportu;Warszawa;146518;Wola;PJGowina;;1175;1175;0.20;nie;
1296833;12;Kraków;2;PiS;KWP;2;POLAK;Marek Władysław;Mężczyzna;parlamentarzysta;Andrychów;121801;gm. Andrychów;PiS;;16130;16130;5.10;tak;
1296834;20;Warszawa;2;PiS;KWP;10;PRÓSZYŃSKI;Michał Feliks;Mężczyzna;politolog;Warszawa;146518;Wola;PiS;;5499;5499;0.92;nie;
1296835;20;Warszawa;2;PiS;KWP;11;KWIEK;Monika Joanna;Kobieta;nauczyciel języka obcego;Otwock;141702;m. Otwock;PiS;;2359;2359;0.39;nie;
1296836;12;Kraków;2;PiS;KWP;3;BIERNAT;Zbigniew Stanisław;Mężczyzna;parlamentarzysta;Zator;121309;gm. Zator;PiS;;9125;9125;2.89;nie;
1296837;20;Warszawa;2;PiS;KWP;12;SZYDLIK;Robert;Mężczyzna;wyższy urzędnik samorządowy;Tłuszcz;143411;gm. Tłuszcz;PiS;;4977;4977;0.83;nie;
1296840;12;Kraków;2;PiS;KWP;4;FILIPIAK;Ewa Maria;Kobieta;parlamentarzysta;Klecza Dolna;121809;gm. Wadowice;PiS;;14010;14010;4.43;tak;
1296841;20;Warszawa;2;PiS;KWP;13;TRACZYK;Stefan;Mężczyzna;leśnik;Celestynów;141703;gm. Celestynów;PiS;;4674;4674;0.78;nie;
1296842;12;Kraków;2;PiS;KWP;5;KOZIK;Krzysztof Janusz;Mężczyzna;inżynier górnik górnictwo podziemne;Libiąż;120304;gm. Libiąż;PiS;;12460;12460;3.94;tak;
1296843;31;Katowice;2;PiS;KWP;2;WÓJCIK;Michał Marek;Mężczyzna;polityk;Czeladź;240102;m. Czeladź;SolidarnaPolska;;8315;8315;1.77;tak;
1296844;20;Warszawa;2;PiS;KWP;14;LASKUS;Tomasz Bogumił;Mężczyzna;politolog;Karczew;141704;gm. Karczew;PiS;;2168;2168;0.36;nie;
1296845;12;Kraków;2;PiS;KWP;6;HAJOS;Sławomir Paweł;Mężczyzna;parlamentarzysta;Zawoja;121508;gm. Zawoja;PiS;;10435;10435;3.30;nie;
1296846;20;Warszawa;2;PiS;KWP;15;BOJEMSKA;Dorota Małgorzata;Kobieta;zawodowy działacz organizacji pozarządowej;Warszawa;146513;Ursynów;BEZPARTYJNY;;3008;3008;0.50;nie;
1296847;31;Katowice;2;PiS;KWP;3;POLACZEK;Jerzy Jan;Mężczyzna;prawnik;Piekary Śląskie;247101;m. Piekary Śląskie;PiS;;7621;7621;1.62;tak;
1296848;12;Kraków;2;PiS;KWP;7;KUROWSKI;Władysław Michał;Mężczyzna;wyższy urzędnik samorządowy;Jawornik;120903;gm. Myślenice;BEZPARTYJNY;;10525;10525;3.33;tak;
1296849;20;Warszawa;2;PiS;KWP;16;MADZIAR;Jolanta Monika;Kobieta;prezes zarządu;Wołomin;143412;gm. Wołomin;BEZPARTYJNY;;3217;3217;0.54;nie;
1296850;20;Warszawa;2;PiS;KWP;17;PRUSZCZYK;Grzegorz;Mężczyzna;administrator baz danych;Krupia Wólka;141805;gm. Prażmów;PiS;;2365;2365;0.40;nie;
1296851;12;Kraków;2;PiS;KWP;8;STARZEC;Zbigniew Władysław;Mężczyzna;wyższy urzędnik państwowy;Oświęcim;121301;m. Oświęcim;PiS;;5676;5676;1.79;nie;
1296852;20;Warszawa;2;PiS;KWP;18;NIEZABITOWSKI;Zbigniew;Mężczyzna;kierownik wydziału;Czeczotki;141402;gm. Czosnów;PiS;;727;727;0.12;nie;
1296853;12;Kraków;2;PiS;KWP;9;GIBAS;Iwona Józefa;Kobieta;specjalista do spraw zarządzania i organizacji;Brzeszcze;121302;gm. Brzeszcze;BEZPARTYJNY;;7961;7961;2.52;nie;
1296854;20;Warszawa;2;PiS;KWP;19;ZALEWSKA;Aurelia;Kobieta;ekonomista;Komorów;142104;gm. Michałowice;PiS;;2233;2233;0.37;nie;
1296855;12;Kraków;2;PiS;KWP;10;KASPROWSKI;Wojciech Marcin;Mężczyzna;politolog;Kraków;126101;m. Kraków;PJGowina;;1194;1194;0.38;nie;
1296856;20;Warszawa;2;PiS;KWP;20;MIROSŁAW;Renata;Kobieta;nauczyciel nauczania początkowego;Piaseczno;141804;gm. Piaseczno;PiS;;904;904;0.15;nie;
1296857;12;Kraków;2;PiS;KWP;11;MAJKA;Jolanta Maria;Kobieta;ogrodnik;Zegartowice;120905;gm. Raciechowice;PiS;;4326;4326;1.37;nie;
1296858;20;Warszawa;2;PiS;KWP;21;CHOROŚ;Piotr;Mężczyzna;właściciel firmy budowlanej;Jabłonna;140802;gm. Jabłonna;PiS;;1512;1512;0.25;nie;
1296859;12;Kraków;2;PiS;KWP;12;KACZYŃSKI;Filip Roman;Mężczyzna;politolog;Wadowice;121809;gm. Wadowice;PiS;;14731;14731;4.66;tak;
1296860;20;Warszawa;2;PiS;KWP;22;SZYMAŃSKA-SUCHECKA;Małgorzata;Kobieta;psycholog;Wycinki Osowskie;140506;gm. Żabia Wola;PiS;;1645;1645;0.27;nie;
1296861;31;Katowice;2;PiS;KWP;4;SOŚNIERZ;Andrzej Stanisław;Mężczyzna;lekarz medycyny;Kobiór;241002;gm. Kobiór;PJGowina;;6061;6061;1.29;tak;
1296862;20;Warszawa;2;PiS;KWP;23;RUDZKA;Anna Krystyna;Kobieta;historyk;Łomianki;143205;gm. Łomianki;PiS;;1298;1298;0.22;nie;
1296863;12;Kraków;2;PiS;KWP;13;ŚWIERKOSZ;Grażyna;Kobieta;wyższy urzędnik samorządowy;Lachowice;121507;gm. Stryszawa;BEZPARTYJNY;;1777;1777;0.56;nie;
