id;nro;siedzibaokw;nrlisty;komitet;typ;pozycja;nazwisko;imiona;plec;zawod;adres.mz;teryt.mz;gmina.mz.;partia;poparcie;glosy;glosy2;procent;mandat;id
1295768;4;Bydgoszcz;2;PiS;KWP;23;WARDA;Maria Alina;Kobieta;dziennikarz;Gogółkowo;041902;gm. Gąsawa;PiS;;1093;1093;0.24;nie;
1295769;18;Siedlce;2;PiS;KWP;14;KUROWSKA;Iwona Teresa;Kobieta;urzędnik samorządowy;Garwolin;140301;m. Garwolin;PiS;;5003;5003;1.10;nie;
1295770;4;Bydgoszcz;2;PiS;KWP;24;CIESIELCZYK;Dariusz;Mężczyzna;pracownik samorządowy;Wójcin;040902;gm. Jeziora Wielkie;PiS;;1559;1559;0.34;nie;
1295771;24;Białystok;2;PiS;KWP;5;ŻALEK;Jacek;Mężczyzna;poseł;Białystok;206101;m. Białystok;PJGowina;;12141;12141;2.33;tak;
1295773;18;Siedlce;2;PiS;KWP;15;PIEŃKOWSKI;Bartłomiej Tomasz;Mężczyzna;kierownik ds. sportu i rekreacji;Ostrów Mazowiecka;141601;m. Ostrów Mazowiecka;PiS;;3891;3891;0.86;nie;
1295774;24;Białystok;2;PiS;KWP;6;BASZKO;Mieczysław Kazimierz;Mężczyzna;nauczyciel wychowania fizycznego;Sokółka;201108;gm. Sokółka;PJGowina;;11060;11060;2.12;tak;
1295777;18;Siedlce;2;PiS;KWP;16;ROGALSKA;Barbara;Kobieta;nauczyciel kształcenia zawodowego;Maków Mazowiecki;141101;m. Maków Mazowiecki;PiS;;3045;3045;0.67;nie;
1295778;24;Białystok;2;PiS;KWP;7;KOŁAKOWSKI;Lech Antoni;Mężczyzna;poseł na Sejm RP;Łomża;206201;m. Łomża;PiS;;16138;16138;3.10;tak;
1295781;18;Siedlce;2;PiS;KWP;17;MAKOWIECKI;Grzegorz;Mężczyzna;urzędnik państwowy;Ostrołęka;146101;m. Ostrołęka;PiS;;1114;1114;0.25;nie;
1295783;18;Siedlce;2;PiS;KWP;18;KASZUBA;Anna;Kobieta;urzędnik administracji państwowej;Sokółka;143307;gm. Sadowne;PiS;;3805;3805;0.84;nie;
1295786;24;Białystok;2;PiS;KWP;8;KRYNICKA;Bernadeta;Kobieta;parlamentarzysta;Łomża;206201;m. Łomża;PiS;;9328;9328;1.79;nie;
1295788;18;Siedlce;2;PiS;KWP;19;ŚNIADACH;Anna Agnieszka;Kobieta;doradca rolny;Kadzidło;141505;gm. Kadzidło;BEZPARTYJNY;;2195;2195;0.48;nie;
1295789;37;Konin;7;ZEiR;KWP;1;JANKOWSKI;Zdzisław Kazimierz;Mężczyzna;technik mechanik;Konin;306201;m. Konin;BEZPARTYJNY;;679;679;0.19;nie;
1295790;18;Siedlce;2;PiS;KWP;20;RUNO;Ewa Grażyna;Kobieta;dyrektor szkoły;Ochudno;143503;gm. Rząśnik;PiS;;2605;2605;0.58;nie;
1295791;24;Białystok;2;PiS;KWP;9;WNOROWSKI;Henryk Jan;Mężczyzna;nauczyciel akademicki - nauki ekonomiczne;Białystok;206101;m. Białystok;BEZPARTYJNY;;9228;9228;1.77;nie;
1295793;18;Siedlce;2;PiS;KWP;21;ŻYLUK;Zygmunt Czesław;Mężczyzna;rolnik;Wyrozęby-Konaty;142906;gm. Repki;BEZPARTYJNY;;3022;3022;0.67;nie;
1295796;18;Siedlce;2;PiS;KWP;22;HAWRYLUK;Urszula Maria;Kobieta;nauczyciel;Kiczki Drugie;141204;gm. Cegłów;PiS;;1013;1013;0.22;nie;
1295797;18;Siedlce;2;PiS;KWP;23;GAŚ;Agnieszka;Kobieta;dyrektor szkoły;Małkinia Górna;141605;gm. Małkinia Górna;BEZPARTYJNY;;2327;2327;0.51;nie;
1295800;18;Siedlce;2;PiS;KWP;24;MILEWSKI;Daniel George;Mężczyzna;prawnik;Mińsk Mazowiecki;141201;m. Mińsk Mazowiecki;PiS;;40152;40152;8.87;tak;
1295801;24;Białystok;2;PiS;KWP;10;ANDRUSZKIEWICZ;Adam;Mężczyzna;parlamentarzysta;Grajewo;200401;m. Grajewo;BEZPARTYJNY;;29829;29829;5.73;tak;
1295803;37;Konin;7;ZEiR;KWP;2;MACIEJEWSKI;Eugeniusz;Mężczyzna;inżynier technologii żywności;Turek;302701;m. Turek;PIAST;;236;236;0.07;nie;
1295804;24;Białystok;2;PiS;KWP;11;MUZYK;Agnieszka Barbara;Kobieta;nauczyciel akademicki - nauki humanistyczne;Łomża;206201;m. Łomża;BEZPARTYJNY;;5580;5580;1.07;nie;
1295806;37;Konin;7;ZEiR;KWP;3;PATERKIEWICZ;Mirosław Sławomir;Mężczyzna;kucharz małej gastronomii;Rzgów Drugi;301008;gm. Rzgów;BEZPARTYJNY;;63;63;0.02;nie;
1295810;37;Konin;7;ZEiR;KWP;4;URBANOWSKA;Julia;Kobieta;technik architektury krajobrazu;Poznań;306401;m. Poznań;BEZPARTYJNY;;216;216;0.06;nie;
1295811;24;Białystok;2;PiS;KWP;12;SIEKIERKO;Łukasz;Mężczyzna;radca prawny;Wysokie Mazowieckie;201301;m. Wysokie Mazowieckie;PiS;;7733;7733;1.49;nie;
1295813;37;Konin;7;ZEiR;KWP;5;KRENZ;Mariola Ewa;Kobieta;stolarz;Rogoźno;301602;gm. Rogoźno;BEZPARTYJNY;;88;88;0.02;nie;
1295816;24;Białystok;2;PiS;KWP;13;CZEPE;Roman;Mężczyzna;przedstawiciel władzy samorządowej;Łapy;200206;gm. Łapy;PiS;;4797;4797;0.92;nie;
1295817;37;Konin;7;ZEiR;KWP;6;CIESIELSKA;Milena;Kobieta;fryzjerka;Kleczew;301004;gm. Kleczew;BEZPARTYJNY;;153;153;0.04;nie;
1295820;37;Konin;7;ZEiR;KWP;7;RUSIN;Andrzej;Mężczyzna;rzeźbiarz;Konin;306201;m. Konin;BEZPARTYJNY;;154;154;0.04;nie;
1295822;24;Białystok;2;PiS;KWP;14;MODZELEWSKI;Piotr;Mężczyzna;pozostali wyżsi urzędnicy administracji rządowej;Łomża;206201;m. Łomża;PiS;;2453;2453;0.47;nie;
1295825;24;Białystok;2;PiS;KWP;15;MADRAS;Tomasz Stefan;Mężczyzna;nauczyciel akademicki;Białystok;206101;m. Białystok;PiS;;1642;1642;0.32;nie;
1295827;24;Białystok;2;PiS;KWP;16;JELSKA-JAROŚ;Bożena Jolanta;Kobieta;rolnik;Franckowa Buda;201102;gm. Janów;BEZPARTYJNY;;5998;5998;1.15;nie;
1295830;24;Białystok;2;PiS;KWP;17;PUCZYŁOWSKA;Elżbieta;Kobieta;nauczyciel nauczania początkowego;Augustów;200101;m. Augustów;PiS;;2692;2692;0.52;nie;
1295831;37;Konin;7;ZEiR;KWP;8;MISIAK;Danuta;Kobieta;technik rolnik;Miłkowice;302703;gm. Dobra;BEZPARTYJNY;;161;161;0.05;nie;
1295833;24;Białystok;2;PiS;KWP;18;KUCHAREWICZ;Grzegorz;Mężczyzna;farmaceuta;Białystok;206101;m. Białystok;PiS;;712;712;0.14;nie;
1295834;37;Konin;7;ZEiR;KWP;9;GÓRA;Mieczysław Piotr;Mężczyzna;menadżer artystyczny;Sokołowo Budzyńskie;300102;gm. Budzyń;BEZPARTYJNY;;50;50;0.01;nie;
1295837;24;Białystok;2;PiS;KWP;19;SUPIŃSKI;Rafał;Mężczyzna;przedstawiciel władzy samorządowej;Mońki;200806;gm. Mońki;PiS;;2849;2849;0.55;nie;
1295838;37;Konin;7;ZEiR;KWP;10;ŚWIĄTEK;Piotr;Mężczyzna;technik mechanik;Poznań;306401;m. Poznań;AZEiR;;115;115;0.03;nie;
1295841;24;Białystok;2;PiS;KWP;20;BIAŁY;Alicja;Kobieta;przedstawiciel władzy samorządowej;Białystok;206101;m. Białystok;PiS;;1922;1922;0.37;nie;
1295842;37;Konin;7;ZEiR;KWP;11;KURCZEWSKA;Urszula Halina;Kobieta;nauczyciel chemii;Poznań;306401;m. Poznań;BEZPARTYJNY;;54;54;0.02;nie;
1295844;24;Białystok;2;PiS;KWP;21;MIODUSZEWSKI;Andrzej;Mężczyzna;prezes;Zambrów;201401;m. Zambrów;PiS;;5409;5409;1.04;nie;
1295845;37;Konin;7;ZEiR;KWP;12;DOROSZUK;Agnieszka Joanna;Kobieta;specjalista administracji publicznej;Czapury;302110;gm. Mosina;AZEiR;;71;71;0.02;nie;
1295848;24;Białystok;2;PiS;KWP;22;NIENAŁTOWSKA;Bożena;Kobieta;dyrektor departamentu;Kleosin;200205;gm. Juchnowiec Kościelny;PiS;;471;471;0.09;nie;
1295849;37;Konin;7;ZEiR;KWP;13;HYBIAK;Tomasz;Mężczyzna;mechanik samochodowy;Luboń;302101;m. Luboń;BEZPARTYJNY;;221;221;0.06;nie;
1295850;24;Białystok;2;PiS;KWP;23;DZIATKOWSKI;Marek;Mężczyzna;rolnik;Filipów Czwarty;201202;gm. Filipów;BEZPARTYJNY;;725;725;0.14;nie;
1295851;24;Białystok;2;PiS;KWP;24;ŁUKASZEWICZ;Henryk;Mężczyzna;nauczyciel informatyki w szkole podstawowej;Hajnówka;200501;m. Hajnówka;PiS;;695;695;0.13;nie;
1295852;24;Białystok;2;PiS;KWP;25;BUJNO;Bożena Teresa;Kobieta;przedstawiciel władzy samorządowej;Perlejewo;201008;gm. Perlejewo;BEZPARTYJNY;;1061;1061;0.20;nie;
1295854;27;Bielsko-Biała;2;PiS;KWP;1;SZWED;Stanisław;Mężczyzna;parlamentarzysta;Grodziec;240205;gm. Jasienica;PiS;;65315;65315;16.78;tak;
1295855;24;Białystok;2;PiS;KWP;26;ZDUŃCZYK;Agnieszka;Kobieta;dyrektor szkoły;Miastkowo;200703;gm. Miastkowo;BEZPARTYJNY;;1520;1520;0.29;nie;
1295858;24;Białystok;2;PiS;KWP;27;WASILEWSKA;Izabela;Kobieta;pedagog;Ptaki;200606;gm. Turośl;PiS;;1170;1170;0.22;nie;
1295860;24;Białystok;2;PiS;KWP;28;SZCZUDŁO;Aleksandra;Kobieta;dyrektor do spraw energetyki;Ciechanowiec;201302;gm. Ciechanowiec;BEZPARTYJNY;;12222;12222;2.35;tak;
1295861;27;Bielsko-Biała;2;PiS;KWP;2;PUDA;Grzegorz Paweł;Mężczyzna;parlamentarzysta;Bielsko-Biała;246101;m. Bielsko-Biała;PiS;;23907;23907;6.14;tak;
1295863;27;Bielsko-Biała;2;PiS;KWP;3;MATUSZNY;Kazimierz Władysław;Mężczyzna;parlamentarzysta;Milówka;241709;gm. Milówka;PiS;;12967;12967;3.33;tak;
1295866;27;Bielsko-Biała;2;PiS;KWP;4;DRABEK;Przemysław Mieczysław;Mężczyzna;menadżer;Bielsko-Biała;246101;m. Bielsko-Biała;PiS;;19770;19770;5.08;tak;
1295873;27;Bielsko-Biała;2;PiS;KWP;5;WÓJCIK;Magdalena Ewa;Kobieta;tłumacz;Bielsko-Biała;246101;m. Bielsko-Biała;BEZPARTYJNY;;5816;5816;1.49;nie;
1295874;27;Bielsko-Biała;2;PiS;KWP;6;GAŻA;Grzegorz Krzysztof;Mężczyzna;przedsiębiorca;Pszczyna;241005;gm. Pszczyna;PiS;;11526;11526;2.96;tak;
1295875;27;Bielsko-Biała;2;PiS;KWP;7;MACURA;Ryszard Arkadiusz;Mężczyzna;nauczyciel;Cieszyn;240301;m. Cieszyn;BEZPARTYJNY;;7924;7924;2.04;nie;
1295876;27;Bielsko-Biała;2;PiS;KWP;8;KANAFEK-LEWANDOWSKA;Marcela Joanna;Kobieta;pedagog;Pszczyna;241005;gm. Pszczyna;PiS;;8414;8414;2.16;nie;
1295878;1;Legnica;2;PiS;KWP;1;LIPIŃSKI;Adam Józef;Mężczyzna;ekonomista;Warszawa;146513;Ursynów;PiS;;33269;33269;7.69;tak;
1295879;27;Bielsko-Biała;2;PiS;KWP;9;ADAMSKA;Barbara Lucyna;Kobieta;nauczyciel-pedagog;Czechowice-Dziedzice;240204;gm. Czechowice-Dziedzice;PiS;;2336;2336;0.60;nie;
1295880;27;Bielsko-Biała;2;PiS;KWP;18;BIAŁOWĄS;Beata Iwona;Kobieta;filozof;Katowice;246901;m. Katowice;SolidarnaPolska;;1999;1999;0.51;nie;
1295883;1;Legnica;2;PiS;KWP;2;WITEK;Elżbieta Barbara;Kobieta;parlamentarzysta;Jawor;020501;m. Jawor;PiS;;46171;46171;10.68;tak;
1295885;1;Legnica;2;PiS;KWP;3;MACHAŁEK;Marzena Anna;Kobieta;parlamentarzysta;Jelenia Góra;026101;m. Jelenia Góra;PiS;;22481;22481;5.20;tak;
1295886;27;Bielsko-Biała;2;PiS;KWP;17;PASIERBEK;Łukasz Grzegorz;Mężczyzna;fizjoterapeuta;Bestwina;240202;gm. Bestwina;PiS;;1161;1161;0.30;nie;
1295889;27;Bielsko-Biała;2;PiS;KWP;10;ŁOŚ;Konrad Tomasz;Mężczyzna;nauczyciel akademicki;Bielsko-Biała;246101;m. Bielsko-Biała;PiS;;4964;4964;1.28;nie;
1295890;15;Tarnów;4;KONFEDERACJA;KWP;1;KWAŚNIAK;Czesław Alfred;Mężczyzna;ekonomista;Tarnów;126301;m. Tarnów;ZChR;;10908;10908;3.14;nie;
1295891;27;Bielsko-Biała;2;PiS;KWP;11;MIDOR;Adrian Kamil;Mężczyzna;nauczyciel;Żywiec;241701;m. Żywiec;PiS;;5280;5280;1.36;nie;
1295892;1;Legnica;2;PiS;KWP;4;KUBÓW;Krzysztof Jan;Mężczyzna;parlamentarzysta;Lubin;021101;m. Lubin;PiS;;23834;23834;5.51;tak;
1295893;27;Bielsko-Biała;2;PiS;KWP;16;MICHNIK;Renata Anna;Kobieta;pracownik samorządowy;Dębowiec;240306;gm. Dębowiec;BEZPARTYJNY;;970;970;0.25;nie;
1295896;27;Bielsko-Biała;2;PiS;KWP;12;GOWIN;Jarosław;Mężczyzna;technik elektronik;Żywiec;241701;m. Żywiec;BEZPARTYJNY;;5209;5209;1.34;nie;
1295897;15;Tarnów;4;KONFEDERACJA;KWP;2;MACOŃ;Radosław Michał;Mężczyzna;inżynier geodeta;Bochnia;120101;m. Bochnia;Korwin;;3166;3166;0.91;nie;
1295900;27;Bielsko-Biała;2;PiS;KWP;15;WAWRZECZKO;Magdalena Elżbieta;Kobieta;student;Rudzica;240205;gm. Jasienica;PiS;;1027;1027;0.26;nie;
1295901;1;Legnica;2;PiS;KWP;5;ZUBOWSKI;Wojciech Michał;Mężczyzna;parlamentarzysta;Głogów;020301;m. Głogów;PiS;;12868;12868;2.98;tak;
1295902;27;Bielsko-Biała;2;PiS;KWP;13;DZIEDZIC;Janusz Witold;Mężczyzna;socjolog;Chybie;240305;gm. Chybie;PiS;;1340;1340;0.34;nie;
1295903;15;Tarnów;4;KONFEDERACJA;KWP;3;WÓJCIKIEWICZ;Konrad Mariusz;Mężczyzna;agent ubezpieczeniowy;Błonie;121609;gm. Tarnów;RuchNarodowy;;1179;1179;0.34;nie;
1295904;27;Bielsko-Biała;2;PiS;KWP;14;BIEGUN;Agnieszka Magdalena;Kobieta;nauczyciel;Juszczyna;241710;gm. Radziechowy-Wieprz;BEZPARTYJNY;;2102;2102;0.54;nie;
1295905;1;Legnica;2;PiS;KWP;6;SZYMAŃSKA;Ewa Zofia;Kobieta;biegły rewident;Legnica;026201;m. Legnica;PiS;;8930;8930;2.07;tak;
1295906;15;Tarnów;4;KONFEDERACJA;KWP;4;ŁACH;Barbara Janina;Kobieta;pielęgniarka;Zabawa;160805;gm. Radłów;BEZPARTYJNY;;871;871;0.25;nie;
1295908;1;Legnica;2;PiS;KWP;7;ZEMBIK;Teresa;Kobieta;nauczyciel informatyki/ technologii informacyjnej;Lubań;021001;m. Lubań;PiS;;3284;3284;0.76;nie;
1295909;15;Tarnów;4;KONFEDERACJA;KWP;5;POCIĘGIEL;Grzegorz Wojciech;Mężczyzna;ekonomista;Brzegi;121905;gm. Wieliczka;BEZPARTYJNY;;405;405;0.12;nie;
1295910;15;Tarnów;4;KONFEDERACJA;KWP;6;SZUBA;Andrzej Piotr;Mężczyzna;rolnik;Wólka Grądzka;120404;gm. Mędrzechów;BEZPARTYJNY;;981;981;0.28;nie;
1295913;15;Tarnów;4;KONFEDERACJA;KWP;7;SMOŁA;Agata Magdalena;Kobieta;lekarz stomatolog;Nowy Wiśnicz;120106;gm. Nowy Wiśnicz;BEZPARTYJNY;;688;688;0.20;nie;
1295915;1;Legnica;2;PiS;KWP;8;BABUŚKA;Adam;Mężczyzna;przedstawiciel władzy samorządowej - Starosta;Nowa Wieś Legnicka;020905;gm. Legnickie Pole;PiS;;3361;3361;0.78;nie;
1295921;15;Tarnów;4;KONFEDERACJA;KWP;8;JEZIOREK;Ewelina Anna;Kobieta;pedagog;Poręba Spytkowska;120202;gm. Brzesko;RuchNarodowy;;525;525;0.15;nie;
1295924;15;Tarnów;4;KONFEDERACJA;KWP;9;MUCHA;Marta Magdalena;Kobieta;handlowiec;Bochnia;120101;m. Bochnia;BEZPARTYJNY;;766;766;0.22;nie;
1295926;15;Tarnów;4;KONFEDERACJA;KWP;10;LECHOWICZ;Maria Barbara;Kobieta;przedsiębiorca;Tarnów;126301;m. Tarnów;BEZPARTYJNY;;555;555;0.16;nie;
1295927;1;Legnica;2;PiS;KWP;9;RYPIŃSKI;Józef;Mężczyzna;fizyk;Jelenia Góra;026101;m. Jelenia Góra;SolidarnaPolska;;3167;3167;0.73;nie;
1295930;15;Tarnów;4;KONFEDERACJA;KWP;11;STACHOWICZ;Kamil;Mężczyzna;tłumacz języków obcych;Wieliczka;121905;gm. Wieliczka;RuchNarodowy;;830;830;0.24;nie;
1295931;15;Tarnów;4;KONFEDERACJA;KWP;12;BORYCZKA;Alina Barbara;Kobieta;przedsiębiorca;Olesno;120405;gm. Olesno;BEZPARTYJNY;;387;387;0.11;nie;
1295932;1;Legnica;2;PiS;KWP;10;POGODA;Szymon Marek;Mężczyzna;kierownik biura;Bolesławiec;020101;m. Bolesławiec;PiS;;4876;4876;1.13;nie;
1295933;15;Tarnów;4;KONFEDERACJA;KWP;13;SERAFIN;Karol Zygmunt;Mężczyzna;geodeta;Ostrów Szlachecki;120102;gm. Bochnia;BEZPARTYJNY;;435;435;0.13;nie;
1295934;40;Koszalin;2;PiS;KWP;7;OWSIAK;Jan Andrzej;Mężczyzna;urzędnik;Świdwin;321601;m. Świdwin;BEZPARTYJNY;;2548;2548;0.94;nie;
1295935;15;Tarnów;4;KONFEDERACJA;KWP;14;SOSIN;Maciej Zbigniew;Mężczyzna;inżynier elektronik;Lednica Górna;121905;gm. Wieliczka;BEZPARTYJNY;;616;616;0.18;nie;
1295936;1;Legnica;2;PiS;KWP;11;MARCINIAK;Wojciech;Mężczyzna;filolog;Sobin;021604;gm. Polkowice;PiS;;3293;3293;0.76;nie;
1295937;15;Tarnów;4;KONFEDERACJA;KWP;15;NOWAK;Jadwiga Maria;Kobieta;pielęgniarka;Nowy Wiśnicz;120106;gm. Nowy Wiśnicz;BEZPARTYJNY;;302;302;0.09;nie;
1295938;15;Tarnów;4;KONFEDERACJA;KWP;16;NIEDZIUŁKA;Bartłomiej Bogusław;Mężczyzna;student;Marszowice;121902;gm. Gdów;BEZPARTYJNY;;647;647;0.19;nie;
1295940;40;Koszalin;2;PiS;KWP;8;SOZAŃSKA-MAJCHRZAK;Izabella Marzena;Kobieta;pedagog;Sławno;321302;m. Sławno;BEZPARTYJNY;;1231;1231;0.45;nie;
1295941;1;Legnica;2;PiS;KWP;12;KARWAN;Jacek;Mężczyzna;prezes;Gierałtowiec;022606;gm. Złotoryja;PiS;;3161;3161;0.73;nie;
1295942;40;Koszalin;2;PiS;KWP;1;HOC;Czesław;Mężczyzna;lekarz medycyny;Kołobrzeg;320801;m. Kołobrzeg;PiS;;33083;33083;12.18;tak;
1295943;15;Tarnów;4;KONFEDERACJA;KWP;17;GAGATEK;Krzysztof Grzegorz;Mężczyzna;ekonomista;Czchów;120203;gm. Czchów;BEZPARTYJNY;;1434;1434;0.41;nie;
1295946;1;Legnica;2;PiS;KWP;13;KREDKOWSKI;Andrzej;Mężczyzna;nauczyciel religii w szkole podstawowej;Lwówek Śląski;021203;gm. Lwówek Śląski;PiS;;2978;2978;0.69;nie;
1295947;40;Koszalin;2;PiS;KWP;2;SZEFERNAKER;Paweł Maciej;Mężczyzna;prawnik;Szczecin;326201;m. Szczecin;PiS;;22116;22116;8.14;tak;
1295948;40;Koszalin;2;PiS;KWP;9;PYŻANOWSKI;Jakub Mikołaj;Mężczyzna;menedżer;Węgorzewo Koszalińskie;320907;gm. Sianów;PJGowina;;1071;1071;0.39;nie;
1295949;40;Koszalin;2;PiS;KWP;3;GOLIŃSKA;Małgorzata Joanna;Kobieta;leśnik;Szczecinek;321501;m. Szczecinek;PiS;;16497;16497;6.07;tak;
1295950;40;Koszalin;2;PiS;KWP;10;CHRUŚCIEL;Ryszard Ambroży;Mężczyzna;pułkownik służby więziennej;Choszczno;320202;gm. Choszczno;PiS;;1045;1045;0.38;nie;
1295951;40;Koszalin;2;PiS;KWP;4;STRZAŁKOWSKI;Stefan Zdzisław;Mężczyzna;nauczyciel;Białogard;320101;m. Białogard;PiS;;4266;4266;1.57;nie;
1295953;40;Koszalin;2;PiS;KWP;5;SUBOCZ;Marek Andrzej;Mężczyzna;urzędnik administracji rządowej;Wałcz;321701;m. Wałcz;PiS;;7937;7937;2.92;nie;
1295955;40;Koszalin;2;PiS;KWP;11;NAGÓRSKA;Barbara;Kobieta;przedsiębiorca;Drawsko Pomorskie;320302;gm. Drawsko Pomorskie;PiS;;1438;1438;0.53;nie;
1295957;40;Koszalin;2;PiS;KWP;6;WIŚNIEWSKI;Artur;Mężczyzna;nauczyciel;Koszalin;326101;m. Koszalin;PiS;;2744;2744;1.01;nie;
1295959;1;Legnica;2;PiS;KWP;14;BUCIUTO;Jadwiga Barbara;Kobieta;nauczyciel matematyki;Zgorzelec;022502;m. Zgorzelec;PiS;;1327;1327;0.31;nie;
1295960;40;Koszalin;2;PiS;KWP;12;BŁASZCZYK;Grzegorz;Mężczyzna;rolnik;Barwice;321502;gm. Barwice;PiS;;1414;1414;0.52;nie;
1295962;40;Koszalin;2;PiS;KWP;15;SZADZEWICZ;Jacek Piotr;Mężczyzna;radca prawny;Złocieniec;320306;gm. Złocieniec;PiS;;1270;1270;0.47;nie;
1295963;40;Koszalin;2;PiS;KWP;13;KĘDZIOR;Barbara;Kobieta;ekonomista;Połczyn-Zdrój;321603;gm. Połczyn-Zdrój;BEZPARTYJNY;;1065;1065;0.39;nie;
1295964;1;Legnica;2;PiS;KWP;15;GĘBORYS;Dagmara Helena;Kobieta;ekonomista;Kamienna Góra;020701;m. Kamienna Góra;BEZPARTYJNY;;818;818;0.19;nie;
1295967;40;Koszalin;2;PiS;KWP;14;SZTREJA;Halina Zofia;Kobieta;nauczyciel;Sarbinowo;320905;gm. Mielno;PiS;;565;565;0.21;nie;
1295969;1;Legnica;2;PiS;KWP;16;BRZOZOWSKA;Kamila Dorota;Kobieta;kierownik wydziału;Złotoryja;022602;m. Złotoryja;PiS;;1427;1427;0.33;nie;
1295970;40;Koszalin;2;PiS;KWP;16;NIEMYT;Emilia Kazimiera;Kobieta;inżynier nawigacji morskiej;Nowe Laski;320305;gm. Wierzchowo;PiS;;1788;1788;0.66;nie;
1295973;1;Legnica;2;PiS;KWP;17;BADZIŃSKA;Agnieszka Ewa;Kobieta;ekonomista;Głogów;020301;m. Głogów;PiS;;741;741;0.17;nie;
1295974;1;Legnica;2;PiS;KWP;18;SADOWSKA-KOWALSKA;Aurelia Barbara;Kobieta;pracownik do spraw osobowych;Szklary Górne;021102;gm. Lubin;PiS;;723;723;0.17;nie;
1295975;19;Warszawa;2;PiS;KWP;1;KACZYŃSKI;Jarosław Aleksander;Mężczyzna;prawnik;Warszawa;146519;Żoliborz;PiS;;248935;248935;18.01;tak;
1295977;1;Legnica;2;PiS;KWP;19;CZYRKO;Eurydyka Maria;Kobieta;nauczyciel języka polskiego w szkole podstawowej;Olszyna;021005;gm. Olszyna;PiS;;734;734;0.17;nie;
1295982;19;Warszawa;2;PiS;KWP;2;KAMIŃSKI;Mariusz;Mężczyzna;historyk;Warszawa;146507;Praga-Południe;PiS;;19797;19797;1.43;tak;
1295983;1;Legnica;2;PiS;KWP;20;KWIATKOWSKA;Ewa;Kobieta;pielęgniarka;Polkowice;021604;gm. Polkowice;PiS;;1553;1553;0.36;nie;
1295985;1;Legnica;2;PiS;KWP;21;URBANOWICZ;Łukasz Franciszek;Mężczyzna;technik mechanik pojazdów samochodowych;Wola Augustowska;021204;gm. Mirsk;PiS;;530;530;0.12;nie;
1295986;19;Warszawa;2;PiS;KWP;3;GOSIEWSKA;Małgorzata Maria;Kobieta;poseł na Sejm RP;Warszawa;146518;Wola;PiS;;12693;12693;0.92;tak;
1295989;1;Legnica;2;PiS;KWP;22;SARBAK;Dawid Łukasz;Mężczyzna;specjalista administracji publicznej;Bolesławiec;020101;m. Bolesławiec;PiS;;352;352;0.08;nie;
1295990;9;Łódź;2;PiS;KWP;1;GLIŃSKI;Piotr Tadeusz;Mężczyzna;nauczyciel akademicki;Warszawa;146507;Praga-Południe;PiS;;43626;43626;10.50;tak;
1295992;19;Warszawa;2;PiS;KWP;4;NAIMSKI;Piotr Aleksander;Mężczyzna;biochemik;Warszawa;146507;Praga-Południe;PiS;;5900;5900;0.43;nie;
1295993;1;Legnica;2;PiS;KWP;23;BOJAKOWSKA;Dorota;Kobieta;specjalista administracji publicznej;Bogatynia;022503;gm. Bogatynia;PiS;;1787;1787;0.41;nie;
1295997;9;Łódź;2;PiS;KWP;2;RAU;Zbigniew Włodzimierz;Mężczyzna;prawnik;Grotniki;102009;gm. Zgierz;BEZPARTYJNY;;6833;6833;1.64;tak;
1296001;9;Łódź;2;PiS;KWP;3;BUDA;Waldemar Grzegorz;Mężczyzna;prawnik;Łódź;106101;m. Łódź;PiS;;50114;50114;12.06;tak;
1296002;19;Warszawa;2;PiS;KWP;5;KRAJEWSKI;Jarosław Karol;Mężczyzna;politolog;Warszawa;146510;Śródmieście;PiS;;15121;15121;1.09;tak;
1296003;1;Legnica;2;PiS;KWP;24;LESZCZYK;Wojciech Paweł;Mężczyzna;fizyk;Jelenia Góra;026101;m. Jelenia Góra;PiS;;1699;1699;0.39;nie;
1296004;9;Łódź;2;PiS;KWP;4;ADAMCZYK;Piotr;Mężczyzna;pedagog;Łódź;106101;m. Łódź;PiS;;3420;3420;0.82;nie;
1296006;9;Łódź;2;PiS;KWP;5;FISIAK;Włodzimierz;Mężczyzna;przedstawiciel władzy samorządowej;Łódź;106101;m. Łódź;PJGowina;;2092;2092;0.50;nie;
1296007;30;Bielsko-Biała;2;PiS;KWP;1;PIECHA;Bolesław Grzegorz;Mężczyzna;lekarz medycyny;Rybnik;247301;m. Rybnik;PiS;;38809;38809;11.63;tak;
1296008;19;Warszawa;2;PiS;KWP;6;LISIECKI;Paweł Jacek;Mężczyzna;historyk;Warszawa;146507;Praga-Południe;PiS;;13093;13093;0.95;tak;
1296009;9;Łódź;2;PiS;KWP;6;KACZOROWSKA;Alicja Grażyna;Kobieta;lekarz;Łódź;106101;m. Łódź;PiS;;4662;4662;1.12;nie;
1296010;9;Łódź;2;PiS;KWP;7;SASIN;Roman;Mężczyzna;ekonomista;Brzeziny;102101;m. Brzeziny;PiS;;5735;5735;1.38;nie;
1296011;30;Bielsko-Biała;2;PiS;KWP;2;WOŚ;Michał Piotr;Mężczyzna;prawnik;Racibórz;241101;m. Racibórz;BEZPARTYJNY;;37763;37763;11.31;tak;
1296012;9;Łódź;2;PiS;KWP;8;CIEPLUCHA;Piotr Paweł;Mężczyzna;wyższy urzędnik administracji rządowej;Łódź;106101;m. Łódź;BEZPARTYJNY;;3202;3202;0.77;nie;
