rok;nro;nrlisty;komitet;nrk;nazwisko;imiona;plec;zawod;partia;glosy;procent;mandat
2015;13;7;KUKIZ;8;SZTAB;Ewelina Bogusława;K;doradca ubezpieczeniowy;BEZPARTYJNY;436;0.08;n
2015;13;7;KUKIZ;9;KINECKA;Lucyna Ewelina;K;prawnik;BEZPARTYJNY;471;0.09;n
2015;13;7;KUKIZ;10;DZIURA;Paweł Mariusz;M;technik handlowiec;Ruch Narodowy;1381;0.25;n
2015;13;7;KUKIZ;11;MŁYNAREK;Paweł Sebastian;M;student;BEZPARTYJNY;416;0.08;n
2015;13;7;KUKIZ;12;BOCHENEK;Joanna Maria;K;pośrednik nieruchomości;BEZPARTYJNY;1075;0.20;n
2015;13;7;KUKIZ;13;KOPKO;Paweł Piotr;M;rolnik;BEZPARTYJNY;669;0.12;n
2015;13;7;KUKIZ;15;OSŁOŃSKI;Wojciech Aleksander;M;pedagog;BEZPARTYJNY;245;0.05;n
2015;13;7;KUKIZ;16;KUBICZEK;Piotr Janusz;M;handlowiec;BEZPARTYJNY;468;0.09;n
2015;13;7;KUKIZ;17;PACEWICZ;Piotr Dariusz;M;informatyk;BEZPARTYJNY;217;0.04;n
2015;13;7;KUKIZ;18;KREMPICKI;Zbigniew Krzysztof;M;pedagog;BEZPARTYJNY;196;0.04;n
2015;13;7;KUKIZ;19;NOWAK;Dariusz Grzegorz;M;politolog;BEZPARTYJNY;1048;0.19;n
2015;13;7;KUKIZ;20;MOLIK;Stanisław Paweł;M;doradca inwestycyjny;BEZPARTYJNY;741;0.14;n
2015;13;7;KUKIZ;21;SZENDERA;Aneta Agnieszka;K;optyk;BEZPARTYJNY;865;0.16;n
2015;13;7;KUKIZ;22;MAZUREK;Radosław;M;oficer Wojska Polskiego;BEZPARTYJNY;2180;0.40;n
2015;13;8;PETRU;1;MEYSZTOWICZ;Jerzy Witold;M;przedsiębiorca;BEZPARTYJNY;26164;4.82;t
2015;13;8;PETRU;2;ASEŃKO;Anna Katarzyna;K;lekarz;BEZPARTYJNY;6313;1.16;n
2015;13;8;PETRU;3;BRZOSTOWSKI;Tomasz Dominik;M;ekonomista;BEZPARTYJNY;4831;0.89;n
2015;13;8;PETRU;4;KRAWCZYK;Patrycja Maria;K;prawnik;BEZPARTYJNY;2096;0.39;n
2015;13;8;PETRU;5;KWARCIAK;Krzysztof;M;przedsiębiorca;BEZPARTYJNY;795;0.15;n
2015;13;8;PETRU;6;BORYCZKO;Bożena Karmena;K;nauczyciel akademicki;BEZPARTYJNY;927;0.17;n
2015;13;8;PETRU;7;MOCNY;Grzegorz Janusz;M;lekarz;BEZPARTYJNY;1774;0.33;n
2015;13;8;PETRU;8;SALWIŃSKA;Sylwia Kinga;K;manager;BEZPARTYJNY;941;0.17;n
2015;13;8;PETRU;9;WÓJCIK;Jerzy Tomasz;M;politolog;BEZPARTYJNY;548;0.10;n
2015;13;8;PETRU;10;BUSZEK;Artur Ziemowit;M;przedsiębiorca;BEZPARTYJNY;685;0.13;n
2015;13;8;PETRU;11;CEDRYCH;Ida Bronisława;K;lekarz;BEZPARTYJNY;269;0.05;n
2015;13;8;PETRU;12;ANTOSIEWICZ;Waldemar Tadeusz;M;księgowy;BEZPARTYJNY;366;0.07;n
2015;13;8;PETRU;13;BOGACZ;Karolina;K;przedsiębiorca;BEZPARTYJNY;792;0.15;n
2015;13;8;PETRU;14;SWOLKIEŃ;Andrzej Jan;M;inżynier automatyk;BEZPARTYJNY;358;0.07;n
2015;13;8;PETRU;15;LATAWIEC;Małgorzata;K;finansista;BEZPARTYJNY;490;0.09;n
2015;13;8;PETRU;16;JAKUBOWSKI;Miłosz Janusz;M;architekt;BEZPARTYJNY;421;0.08;n
2015;13;8;PETRU;17;KULIKOWSKI;Jerzy Jan;M;lekarz;BEZPARTYJNY;302;0.06;n
2015;13;8;PETRU;18;OLEJNIK;Justyna Anna;K;zarządca nieruchomości;BEZPARTYJNY;568;0.10;n
2015;13;8;PETRU;19;WĘGRZYN;Ewelina Teresa;K;politolog;BEZPARTYJNY;414;0.08;n
2015;13;8;PETRU;20;ZARODKIEWICZ;Łukasz;M;inżynier informatyk;BEZPARTYJNY;410;0.08;n
2015;13;8;PETRU;21;KOTARBA;Dominika Katarzyna;K;prawnik;BEZPARTYJNY;1088;0.20;n
2015;13;8;PETRU;22;WOJTANOWICZ;Wojciech Michał;M;inżynier elektrotechnik;BEZPARTYJNY;368;0.07;n
2015;13;8;PETRU;23;OLSZAŃSKI;Maciej Michał;M;ekonomista;BEZPARTYJNY;568;0.10;n
2015;13;8;PETRU;24;CHRABOTA;Dorota Elżbieta;K;radca prawny;BEZPARTYJNY;1334;0.25;n
2015;13;14;BRAUN;1;KOZŁOWSKI;Ryszard Henryk;M;nauczyciel akademicki;BEZPARTYJNY;566;0.10;n
2015;13;14;BRAUN;2;ŁOPACIŃSKA;Barbara;K;nauczyciel;BEZPARTYJNY;61;0.01;n
2015;13;14;BRAUN;3;PAPIEŻ;Stanisław;M;dziennikarz;BEZPARTYJNY;237;0.04;n
2015;13;14;BRAUN;4;PIOTEREK;Grzegorz;M;inżynier;BEZPARTYJNY;25;0.00;n
2015;13;14;BRAUN;5;PENC;Wiesław Maciej;M;ekonomista;BEZPARTYJNY;16;0.00;n
2015;13;14;BRAUN;6;GARLAND;Teresa Jadwiga;K;projektant mody;BEZPARTYJNY;31;0.01;n
2015;13;14;BRAUN;7;BOGACZ-ROSTWOROWSKA;Izabela Anna;K;architekt wnętrz;BEZPARTYJNY;42;0.01;n
2015;13;14;BRAUN;8;SAROTA;Fabian Grzegorz;M;specjalista ds. marketingu;BEZPARTYJNY;37;0.01;n
2015;13;14;BRAUN;9;KALINOWSKI;Fryderyk Janusz;M;specjalista ds. logistyki;BEZPARTYJNY;23;0.00;n
2015;13;14;BRAUN;10;BUBNICKI;Krzysztof Jan;M;dziennikarz;BEZPARTYJNY;10;0.00;n
2015;13;14;BRAUN;11;ADAMSKI;Piotr Jan;M;nauczyciel;SolidarnaPolska;39;0.01;n
2015;13;14;BRAUN;12;HEMPEL-DYBLIK;Maria Felicja;K;rzeźbiarz;Prawica Rzeczypospolitej;12;0.00;n
2015;13;14;BRAUN;14;HESZEN;Piotr Maria;M;pośrednik nieruchomości;BEZPARTYJNY;12;0.00;n
2015;13;14;BRAUN;15;HESZEN;Agnieszka Magdalena;K;nauczyciel akademicki;BEZPARTYJNY;7;0.00;n
2015;13;14;BRAUN;16;GURGUL;Maria;K;ekonomista;BEZPARTYJNY;26;0.00;n
2015;13;14;BRAUN;17;ŻELAZNY;Marek;M;nauczyciel języka polskiego;BEZPARTYJNY;47;0.01;n
2015;13;14;BRAUN;18;WĄSOWICZ;Joanna Anna;K;filolog;BEZPARTYJNY;18;0.00;n
2015;13;14;BRAUN;19;SZCZUREK;Szymon Antoni;M;przedsiębiorca;BEZPARTYJNY;13;0.00;n
2015;13;14;BRAUN;20;CHOJNACKI;Marcin;M;inżynier budownictwa;BEZPARTYJNY;12;0.00;n
2015;13;14;BRAUN;21;GÓRKA;Karolina;K;specjalista ds. zarządzania zasobami ludzkimi;BEZPARTYJNY;41;0.01;n
2015;13;14;BRAUN;22;MARCINKOWSKA;Lucyna Maria;K;ekonomista;BEZPARTYJNY;41;0.01;n
2015;13;14;BRAUN;24;MARCZEWSKI;Sławomir Gabriel;M;technolog chemik;BEZPARTYJNY;56;0.01;n
2015;13;15;KNP;1;WALICKI;Lech Karol;M;aktor;Kongres Nowej Prawicy;331;0.06;n
2015;13;15;KNP;2;CZARNEK;Norbert Jerzy;M;programista;Kongres Nowej Prawicy;130;0.02;n
2015;13;15;KNP;3;ŻÓŁTEK;Halina Irena;K;nauczyciel;Kongres Nowej Prawicy;58;0.01;n
2015;13;15;KNP;4;MLECZKO;Konrad Adam;M;zarządca nieruchomości;BEZPARTYJNY;68;0.01;n
2015;13;15;KNP;5;SIERANT;Maciej Zbigniew;M;przedsiębiorca;Kongres Nowej Prawicy;28;0.01;n
2015;13;15;KNP;6;SUDER;Stanisława Agata;K;nauczyciel;BEZPARTYJNY;48;0.01;n
2015;13;15;KNP;7;PASTERNAK;Wojciech Jan;M;reżyser;BEZPARTYJNY;39;0.01;n
2015;13;15;KNP;8;KRZCIUK;Agnieszka Dorota;K;przedsiębiorca;BEZPARTYJNY;26;0.00;n
2015;13;15;KNP;9;RUSEK;Szymon Józef;M;handlowiec;Kongres Nowej Prawicy;15;0.00;n
2015;13;15;KNP;10;CHERJAN;Marcelina Magdalena;K;specjalista ds. zarządzania ;BEZPARTYJNY;14;0.00;n
2015;13;15;KNP;11;KRZCIUK;Tomasz Andrzej;M;przedsiębiorca;Kongres Nowej Prawicy;42;0.01;n
2015;13;15;KNP;12;MICHAŁOWSKA;Marta Urszula;K;emeryt;BEZPARTYJNY;19;0.00;n
2015;13;15;KNP;13;JUTKIEWICZ;Joanna;K;masażystka;BEZPARTYJNY;10;0.00;n
2015;13;15;KNP;14;GANKIEWICZ;Piotr Franciszek;M;informatyk;BEZPARTYJNY;9;0.00;n
2015;13;15;KNP;15;MILA;Andrzej Paweł;M;inżynier budownictwa;Kongres Nowej Prawicy;21;0.00;n
2015;13;15;KNP;16;FRANCZYK;Marek Marcin;M;programista;Kongres Nowej Prawicy;10;0.00;n
2015;13;15;KNP;17;GĘBKA;Grzegorz Rafał;M;przedsiębiorca;BEZPARTYJNY;5;0.00;n
2015;13;15;KNP;18;ŻMIGRODZKI;Stanisław Michał;M;mechanik;Kongres Nowej Prawicy;22;0.00;n
2015;13;15;KNP;19;SZYMUSIAK;Janusz;M;zarządca nieruchomości;Kongres Nowej Prawicy;4;0.00;n
2015;13;15;KNP;20;BORKOWSKA;Monika Elżbieta;K;pedagog;BEZPARTYJNY;32;0.01;n
2015;13;15;KNP;21;OGRODNIK;Kamil Roman;M;finansista;BEZPARTYJNY;21;0.00;n
2015;13;15;KNP;22;BACA;Sylwia;K;student;BEZPARTYJNY;23;0.00;n
2015;13;15;KNP;23;GREGORCZYK;Andrzej Mariusz;M;informatyk;BEZPARTYJNY;18;0.00;n
2015;13;15;KNP;24;GRUBA;Sylwia Kamila;K;student;BEZPARTYJNY;24;0.00;n
2015;13;15;KNP;25;NOWAK;Jakub Krzysztof;M;filozof;Kongres Nowej Prawicy;35;0.01;n
2015;13;15;KNP;26;RUDNIK;Leszek;M;wiertacz naftowy ;Kongres Nowej Prawicy;19;0.00;n
2015;13;15;KNP;27;BOŻEK;Paulina Agnieszka;K;księgowa;BEZPARTYJNY;36;0.01;n
2015;13;15;KNP;28;SZATAN;Jarosław Kazimierz;M;przedsiębiorca;Kongres Nowej Prawicy;137;0.03;n
2015;14;1;PiS;1;NAIMSKI;Piotr Aleksander;M;biochemik;PiS;20408;6.57;t
2015;14;1;PiS;2;LEŚNIAK;Józef Krzysztof;M;politolog;PiS;16167;5.21;t
2015;14;1;PiS;3;PALUCH;Anna;K;parlamentarzysta;PiS;15049;4.85;t
2015;14;1;PiS;4;JANCZYK;Wiesław Stanisław;M;parlamentarzysta;PiS;16349;5.27;t
2015;14;1;PiS;5;BARTUŚ;Barbara Halina;K;prawnik;PiS;20725;6.68;t
2015;14;1;PiS;6;PICZURA;Jan;M;ekonomista;PiS;7085;2.28;n
2015;14;1;PiS;7;MULARCZYK;Arkadiusz;M;adwokat;SolidarnaPolska;36903;11.89;t
2015;14;1;PiS;8;SIARKA;Edward;M;nauczyciel;SolidarnaPolska;13953;4.49;t
2015;14;1;PiS;9;MORDARSKA;Marta;K;pedagog;PiS;5590;1.80;n
2015;14;1;PiS;10;DUDA;Jan Wiesław;M;rolnik-przedsiębiorca;PiS;9110;2.93;t
2015;14;1;PiS;11;STOPKA;Julian;M;nauczyciel;PiS;3149;1.01;n
2015;14;1;PiS;12;FILIPIAK;Ewa;K;samorządowiec;PiS;4449;1.43;n
2015;14;1;PiS;13;RYBA;Marian Józef;M;samorządowiec;PiS;1276;0.41;n
2015;14;1;PiS;14;GRABOWSKI;Tadeusz Kajetan;M;adwokat;PiS;1070;0.34;n
2015;14;1;PiS;15;JANCZURA;Teresa;K;pielęgniarka;PiS;744;0.24;n
2015;14;1;PiS;16;CIEŚLAK;Wojciech Andrzej;M;przedsiębiorca;BEZPARTYJNY;1465;0.47;n
2015;14;1;PiS;17;ŚLIWA;Paweł;M;adwokat;BEZPARTYJNY;6397;2.06;n
2015;14;1;PiS;18;TYLKA;Grażyna Katarzyna;K;pielęgniarka;BEZPARTYJNY;2283;0.74;n
2015;14;1;PiS;19;GANCARCZYK;Karolina Elżbieta;K;technik administracji;BEZPARTYJNY;905;0.29;n
2015;14;1;PiS;20;BELSKA;Małgorzata Agnieszka;K;ekonomista;PiS;4933;1.59;n
2015;14;2;PO;1;CZERWIŃSKI;Andrzej Stanisław;M;inżynier elektryk;PO;17487;5.63;t
2015;14;2;PO;2;GUT-MOSTOWY;Andrzej Józef;M;ekonomista;PO;10120;3.26;n
2015;14;2;PO;3;SUKIENNIK;Grażyna Karolina;K;inżynier wiertnictwa;BEZPARTYJNY;1348;0.43;n
2015;14;2;PO;4;PATALITA;Tadeusz;M;urzędnik samorządowy;PO;2674;0.86;n
2015;14;2;PO;5;KRÓL-MIREK;Agata Kazimiera;K;nauczyciel;PO;1020;0.33;n
2015;14;2;PO;6;DIDUCH;Michał Szczepan;M;politolog;PO;3393;1.09;n
2015;14;2;PO;7;ZAJĄCZKOWSKI;Eugeniusz Józef;M;radca prawny;PO;859;0.28;n
2015;14;2;PO;8;JEŻ;Zofia;K;ekonomista;BEZPARTYJNY;754;0.24;n
2015;14;2;PO;9;NOWAK;Renata Helena;K;technik budowlany;BEZPARTYJNY;454;0.15;n
2015;14;2;PO;10;GĄSIENICA-MAKOWSKI;Andrzej Tadeusz;M;inżynier mechanik;BEZPARTYJNY;1426;0.46;n
2015;14;2;PO;11;CIKOWSKI;Andrzej;M;kucharz;PO;162;0.05;n
2015;14;2;PO;12;GUBERNAT;Janusz Tomasz;M;mechanizator rolnictwa;PO;209;0.07;n
2015;14;2;PO;13;WĄSOWSKA-SCHIRMER;Halina Maria;K;doradca zawodowy i personalny;PO;245;0.08;n
2015;14;2;PO;14;SZTENCEL;Danuta Joanna;K;lekarz;BEZPARTYJNY;461;0.15;n
2015;14;2;PO;15;OLEKSY;Wioletta Jadwiga;K;nauczyciel;BEZPARTYJNY;383;0.12;n
2015;14;2;PO;16;GUCWIŃSKA;Małgorzata Grażyna;K;technik dentystyczny;BEZPARTYJNY;179;0.06;n
2015;14;2;PO;17;ŁABNO;Grażyna;K;nauczyciel;BEZPARTYJNY;378;0.12;n
2015;14;2;PO;18;OLSZYŃSKI;Waldemar Paweł;M;pracownik administracji samorządowej;PO;310;0.10;n
2015;14;2;PO;19;WACHAŁOWICZ-KIERSZTYN;Maria Dominika;K;historyk sztuki;BEZPARTYJNY;184;0.06;n
2015;14;2;PO;20;PORĘBA;Marcin Mateusz;M;nauczyciel akademicki;BEZPARTYJNY;1263;0.41;n
2015;14;3;PRAZEM;1;BUDACZ;Dorota Ewa;K;projektantka;PRAZEM;3040;0.98;n
2015;14;3;PRAZEM;2;ZAWADA;Tomasz Leszek;M;przedsiębiorca;PRAZEM;812;0.26;n
2015;14;3;PRAZEM;3;ŻYLIŃSKA;Jolanta Aleksandra;K;emerytka;PRAZEM;450;0.14;n
2015;14;3;PRAZEM;4;MARCZYK;Piotr Paweł;M;zawodowy działacz organizacji pozarządowej;PRAZEM;536;0.17;n
2015;14;3;PRAZEM;5;ALCHOWŚKA;Maria Jolanta;K;pielęgniarka;BEZPARTYJNY;160;0.05;n
2015;14;3;PRAZEM;6;KARCZEWSKI;Michał;M;inżynier elektronik;PRAZEM;231;0.07;n
2015;14;3;PRAZEM;7;ŁUKOWSKA;Marta;K;pracownik naukowy;PRAZEM;301;0.10;n
2015;14;3;PRAZEM;8;BIŃCZYCKI;Jan Jerzy;M;bibliotekarz;PRAZEM;181;0.06;n
2015;14;3;PRAZEM;9;JĘDRYKA;Katarzyna Krystyna;K;fizjoterapeutka;BEZPARTYJNY;143;0.05;n
2015;14;3;PRAZEM;10;CZAPLA;Kajetan Szymon;M;alpinista przemysłowy;PRAZEM;300;0.10;n
2015;14;3;PRAZEM;11;POHORECKA;Aleksandra Wanda;K;psycholożka;PRAZEM;123;0.04;n
2015;14;3;PRAZEM;12;GALENT;Marcin;M;nauczyciel akademicki;PRAZEM;350;0.11;n
2015;14;4;KORWiN;1;FAŁOWSKI;Kazimierz Szczepan;M;historyk sztuki;BEZPARTYJNY;6264;2.02;n
2015;14;4;KORWiN;2;SOKOŁOWSKA-WOŹNIAK;Justyna Ewa;K;ekonomista;BEZPARTYJNY;944;0.30;n
2015;14;4;KORWiN;3;SUŁKOWSKI;Piotr Emilian;M;przedsiębiorca;BEZPARTYJNY;1134;0.37;n
2015;14;4;KORWiN;4;JAMRO;Szymon;M;inżynier budownictwa;BEZPARTYJNY;1048;0.34;n
2015;14;4;KORWiN;5;GIENIEC;Leszek Jakub;M;przedsiębiorca;BEZPARTYJNY;666;0.21;n
2015;14;4;KORWiN;6;WAJRAK-FAŁOWSKA;Alicja Ewa;K;lekarz pediatra;BEZPARTYJNY;218;0.07;n
2015;14;4;KORWiN;7;SKUPIEŃ;Andrzej;M;inżynier telekomunikacji;BEZPARTYJNY;1344;0.43;n
2015;14;4;KORWiN;8;MATUSIK-BOCHEŃSKA;Celina Zofia;K;przedsiębiorca;BEZPARTYJNY;118;0.04;n
2015;14;4;KORWiN;9;KOŚCIÓŁEK;Jacek;M;rolnik;BEZPARTYJNY;439;0.14;n
2015;14;4;KORWiN;10;HASLIK;Adrian;M;kierownik biura;BEZPARTYJNY;192;0.06;n
2015;14;4;KORWiN;11;REIMSCHÜSSL;Anna Dorota;K;handlowiec;BEZPARTYJNY;128;0.04;n
2015;14;4;KORWiN;12;ROGOWSKA;Agnieszka Paulina;K;pielęgniarka;BEZPARTYJNY;261;0.08;n
2015;14;4;KORWiN;13;LAZAR;Radosław Ryszard;M;przedsiębiorca;BEZPARTYJNY;253;0.08;n
2015;14;4;KORWiN;14;BEREZOWSKI;Maciej Henryk;M;przedsiębiorca;BEZPARTYJNY;370;0.12;n
2015;14;5;PSL;1;DUTKA;Bronisław;M;inżynier rolnik;PSL;3262;1.05;n
2015;14;5;PSL;2;PASOŃ;Stanisław Wojciech;M;rolnik;PSL;3334;1.07;n
2015;14;5;PSL;3;BARNAŚ;Stanisław;M;strażak;PSL;1655;0.53;n
2015;14;5;PSL;4;NALEPKA;Jerzy Andrzej;M;nauczyciel;PSL;972;0.31;n
2015;14;5;PSL;5;KOLBRECKA;Józefa;K;bibliotekarz;PSL;330;0.11;n
2015;14;5;PSL;7;BARAN;Krystyna;K;nauczyciel;BEZPARTYJNY;333;0.11;n
2015;14;5;PSL;8;NIEMIEC;Urszula Zofia;K;ekonomista;BEZPARTYJNY;562;0.18;n
2015;14;5;PSL;9;PABIS;Grzegorz Jerzy;M;przedsiębiorca;PSL;152;0.05;n
2015;14;5;PSL;10;SARNA;Izabela Zuzanna;K;inżynier zootechnik;BEZPARTYJNY;245;0.08;n
2015;14;5;PSL;11;KANTOR;Dariusz Paweł;M;inżynier budownictwa;PSL;288;0.09;n
2015;14;5;PSL;12;KRÓLCZYK;Czesława Maria;K;nauczyciel;PSL;152;0.05;n
2015;14;5;PSL;13;MAJDA;Anna Helena;K;inżynier ogrodnik;BEZPARTYJNY;149;0.05;n
2015;14;5;PSL;14;ZBOROWSKI;Józef;M;operator sprzętu ciężkiego;PSL;100;0.03;n
2015;14;5;PSL;15;POTOCZEK;Jan Stanisław;M;prawnik;BEZPARTYJNY;218;0.07;n
2015;14;5;PSL;16;TALAR;Paweł Leszek;M;nauczyciel;PSL;352;0.11;n
2015;14;5;PSL;17;BABIŃSKI;Jacek Edward;M;przedsiębiorca;BEZPARTYJNY;41;0.01;n
2015;14;5;PSL;18;BARNA;Andrzej;M;rolnik;BEZPARTYJNY;160;0.05;n
2015;14;5;PSL;19;WRÓBEL;Małgorzata Anna;K;pedagog;BEZPARTYJNY;166;0.05;n
2015;14;5;PSL;20;TOBIASZ;Józef;M;nauczyciel;PSL;458;0.15;n
2015;14;6;SLD;1;LEJA;Joanna Maria;K;przedsiębiorca;Twój Ruch;2992;0.96;n
2015;14;6;SLD;2;BARTKOWSKA;Katarzyna Justyna;K;bezrobotna;SLD;1357;0.44;n
2015;14;6;SLD;3;PLATO;Henryk;M;emeryt;SLD;1096;0.35;n
2015;14;6;SLD;4;ŁOPATA;Antoni Mieczysław;M;nauczyciel akademicki;BEZPARTYJNY;0;0;n
2015;14;6;SLD;5;HOŁOWEŃKO;Elżbieta Maria;K;artystka plastyczka;Zieloni;107;0.03;n
2015;14;6;SLD;6;KOLASA;Grażyna Jadwiga;K;emerytka;BEZPARTYJNY;191;0.06;n
2015;14;6;SLD;7;HĘDRZAK;Mieczysław;M;kuśnierz;BEZPARTYJNY;97;0.03;n
2015;14;6;SLD;8;WOLSKI;Henryk Roman;M;emeryt;SLD;297;0.10;n
2015;14;6;SLD;9;JAWORSKA;Katarzyna Anna;K;ekonomista;SLD;301;0.10;n
2015;14;6;SLD;10;LEJA;Adrian Dawid;M;przedstawiciel handlowy;Twój Ruch;124;0.04;n
2015;14;6;SLD;11;KLINK;Karolina;K;fotograf;BEZPARTYJNY;89;0.03;n
2015;14;6;SLD;12;ZARZYCKI;Janusz Czesław;M;technik garbarz futrzarz;BEZPARTYJNY;103;0.03;n
2015;14;6;SLD;13;PIĄTKOWSKI;Wiesław Jan;M;technik administracji;Twój Ruch;69;0.02;n
2015;14;6;SLD;14;GOŁĄB;Małgorzata;K;kelner;BEZPARTYJNY;140;0.05;n
2015;14;6;SLD;15;RYŁKO;Ewelina Alicja;K;przedsiębiorca;BEZPARTYJNY;121;0.04;n
2015;14;6;SLD;16;PIWOWARCZYK;Anna Maria;K;pracownik biurowy;Twój Ruch;104;0.03;n
2015;14;6;SLD;17;OLSZEWSKI;Tomasz;M;prawnik;BEZPARTYJNY;104;0.03;n
2015;14;6;SLD;18;ŻUCHOWICZ;Anna Maria;K;sprzedawca;BEZPARTYJNY;119;0.04;n
2015;14;6;SLD;19;ZABRZEWSKI;Dariusz Juliusz;M;elektryk;BEZPARTYJNY;79;0.03;n
2015;14;6;SLD;20;ZAPIÓRKOWSKI;Włodzimierz Tadeusz;M;zootechnik;BEZPARTYJNY;302;0.10;n
2015;14;7;KUKIZ;1;BOROWSKA;Elżbieta Joanna;K;politolog;BEZPARTYJNY;8115;2.61;t
2015;14;7;KUKIZ;2;PROSTKO;Maciej;M;prawnik;BEZPARTYJNY;1875;0.60;n
2015;14;7;KUKIZ;3;WCISŁO;Mariusz Jerzy;M;księgowy;BEZPARTYJNY;2361;0.76;n
2015;14;7;KUKIZ;4;GLIŃSKI;Jarosław;M;nauczyciel;BEZPARTYJNY;1572;0.51;n
2015;14;7;KUKIZ;5;KOBUS;Piotr Stanisław;M;geodeta;BEZPARTYJNY;412;0.13;n
2015;14;7;KUKIZ;6;MÓL;Dawid Bogumił;M;przedsiębiorca;BEZPARTYJNY;1693;0.55;n
2015;14;7;KUKIZ;7;SIKORA;Zbigniew Kazimierz;M;przedsiębiorca;BEZPARTYJNY;1306;0.42;n
2015;14;7;KUKIZ;8;KWIATKOWSKI;Amadeusz Klaudiusz;M;nauczyciel;BEZPARTYJNY;1052;0.34;n
2015;14;7;KUKIZ;9;URBAŃSKA;Ewelina Katarzyna;K;ekonomista;BEZPARTYJNY;497;0.16;n
2015;14;7;KUKIZ;10;WNENK;Mariusz;M;doradca finansowo-ubezpieczeniowy;BEZPARTYJNY;1037;0.33;n
2015;14;7;KUKIZ;11;GRABIAK;Barbara;K;prawnik;BEZPARTYJNY;286;0.09;n
2015;14;7;KUKIZ;12;ZYGMUNT;Szczepan Alfred;M;żołnierz zawodowy;BEZPARTYJNY;512;0.16;n
2015;14;7;KUKIZ;13;SKOCZEŃ;Marta;K;nauczyciel;BEZPARTYJNY;521;0.17;n
2015;14;7;KUKIZ;14;PYCIŃSKA;Iwona Helena;K;nauczyciel;BEZPARTYJNY;147;0.05;n
2015;14;7;KUKIZ;15;SARATA;Kinga Dominika;K;kosmetolog;BEZPARTYJNY;372;0.12;n
2015;14;7;KUKIZ;16;BIELSKI;Piotr Stanisław;M;politolog;BEZPARTYJNY;456;0.15;n
2015;14;7;KUKIZ;17;PŁAWECKA;Monika Maria;K;fizjoterapeutka;BEZPARTYJNY;238;0.08;n
2015;14;7;KUKIZ;18;KMAK;Krzysztof Paweł;M;przedsiębiorca;BEZPARTYJNY;393;0.13;n
2015;14;7;KUKIZ;19;WOJCIECHOWSKA;Katarzyna Małgorzata;K;ekonomista;BEZPARTYJNY;437;0.14;n
2015;14;7;KUKIZ;20;ROGÓŻ;Maciej Jakub;M;student;BEZPARTYJNY;1036;0.33;n
2015;14;8;PETRU;1;GABRYŚ;Tomasz Jakub;M;nauczyciel;BEZPARTYJNY;4985;1.61;n
2015;14;8;PETRU;2;WOJTAS;Adam Michał;M;manager ochrony;BEZPARTYJNY;1057;0.34;n
2015;14;8;PETRU;3;ENDRES;Małgorzata Joanna;K;lekarz stomatolog;BEZPARTYJNY;1424;0.46;n
2015;14;8;PETRU;4;GWÓŹDŹ;Jacek Józef;M;programista aplikacji;BEZPARTYJNY;428;0.14;n
2015;14;8;PETRU;5;SŁUGOCKA;Agnieszka Katarzyna;K;specjalista ds. administracji;BEZPARTYJNY;794;0.26;n
2015;14;8;PETRU;6;KONSUR;Krzysztof Łukasz;M;dyrektor oddziału banku;BEZPARTYJNY;365;0.12;n
2015;14;8;PETRU;7;SMOTER;Robert Mieczysław;M;elektronik;PO;470;0.15;n
2015;14;8;PETRU;8;NOWAKOWSKA;Maria Małgorzata;K;adwokat;BEZPARTYJNY;448;0.14;n
2015;14;8;PETRU;9;KURPIEL;Kazimierz Tadeusz;M;inżynier ds. przemysłu i produkcji;BEZPARTYJNY;157;0.05;n
2015;14;8;PETRU;10;GAWLIK-POCIECHA;Alicja;K;księgowa;BEZPARTYJNY;292;0.09;n
2015;14;8;PETRU;11;ŚMIGOWSKA-KACZKA;Lidia Ewa;K;nauczyciel nauczania początkowego;BEZPARTYJNY;183;0.06;n
2015;14;8;PETRU;12;GIERA;Agata Anna;K;student;BEZPARTYJNY;139;0.04;n
2015;14;8;PETRU;13;ŁUKASIK;Ryszard;M;specjalista ds. bhp;BEZPARTYJNY;726;0.23;n
2015;14;10;STONOGA;1;KLESZYK;Barbara Emilia;K;przedsiębiorca;BEZPARTYJNY;521;0.17;n
2015;14;10;STONOGA;2;NIŻNIK;Kazimierz Józef;M;przedsiębiorca;BEZPARTYJNY;116;0.04;n
2015;14;10;STONOGA;3;CZUBIŃSKI;Szczepan Franciszek;M;technik administracji;BEZPARTYJNY;69;0.02;n
2015;14;10;STONOGA;4;SUTOR;Małgorzata;K;przedsiębiorca;BEZPARTYJNY;118;0.04;n
2015;14;10;STONOGA;5;PERGÓŁ;Sławomir Marek;M;listonosz;BEZPARTYJNY;56;0.02;n
2015;14;10;STONOGA;6;GÓRSKI;Konrad Janusz;M;technik elektronik;BEZPARTYJNY;118;0.04;n
2015;14;10;STONOGA;7;WYPART;Damian Michał;M;przedsiębiorca;BEZPARTYJNY;40;0.01;n
2015;14;10;STONOGA;8;USTUPSKA;Beata Zofia;K;fryzjer;BEZPARTYJNY;37;0.01;n
2015;14;10;STONOGA;9;KOCIK;Elżbieta Stanisława;K;sekretarka;BEZPARTYJNY;30;0.01;n
2015;14;10;STONOGA;10;PAJDZIK;Wiktor Andrzej;M;architekt;BEZPARTYJNY;48;0.02;n
2015;14;10;STONOGA;11;KALATA;Jacek;M;przedsiębiorca;BEZPARTYJNY;126;0.04;n
