Komitet;Typ;Pozycja;Nazwisko;Imiona;Plec;Partia;Zawod
PiS;KWPP;17;MAKOWIECKI;Grzegorz;Mężczyzna;PiS;urzędnik państwowy
PiS;KWPP;18;KASZUBA;Anna;Kobieta;PiS;urzędnik administracji państwowej
PiS;KWPP;19;ŚNIADACH;Anna Agnieszka;Kobieta;BEZP;doradca rolny
PiS;KWPP;20;RUNO;Ewa Grażyna;Kobieta;PiS;dyrektor szkoły
PiS;KWPP;21;ŻYLUK;Zygmunt Czesław;Mężczyzna;BEZP;rolnik
PiS;KWPP;22;HAWRYLUK;Urszula Maria;Kobieta;PiS;nauczyciel
PiS;KWPP;23;GAŚ;Agnieszka;Kobieta;BEZP;dyrektor szkoły
PiS;KWPP;24;MILEWSKI;Daniel George;Mężczyzna;PiS;prawnik
KONFEDERACJA;KWPP;1;TOŁWIŃSKI;Krzysztof;Mężczyzna;BEZP;rolnik
KONFEDERACJA;KWPP;2;GĄGOL;Jakub;Mężczyzna;BEZP;handlowiec
KONFEDERACJA;KWPP;3;PASTOR;Dariusz Piotr;Mężczyzna;RuchNarodowy;pedagog
KONFEDERACJA;KWPP;4;RADZIKOWSKA;Edyta;Kobieta;BEZP;fizjoterapeuta
KONFEDERACJA;KWPP;5;MULAWA;Krzysztof;Mężczyzna;RuchNarodowy;kontroler finansowy
KONFEDERACJA;KWPP;6;SKŁADANOWSKI;Roman Ryszard;Mężczyzna;BEZP;inżynier mechanik
KONFEDERACJA;KWPP;7;KRUPIŃSKA;Anna;Kobieta;BEZP;specjalista ds. planowania i logistyki
KONFEDERACJA;KWPP;8;DŁUSKA-REDES;Ewa;Kobieta;BEZP;magister administracji
KONFEDERACJA;KWPP;9;WIĘCKOWSKI;Paweł Wojciech;Mężczyzna;RuchNarodowy;przedsiębiorca
KONFEDERACJA;KWPP;10;REDUCH;Izabela;Kobieta;Korwin;księgowa
KONFEDERACJA;KWPP;11;WIELĄDEK;Rafał Piotr;Mężczyzna;RuchNarodowy;programista aplikacji
KONFEDERACJA;KWPP;12;WOŹNIAK;Mariusz;Mężczyzna;Korwin;technik teleinformatyk
KONFEDERACJA;KWPP;13;JASIŃSKI;Marek;Mężczyzna;RuchNarodowy;politolog
KONFEDERACJA;KWPP;14;SOCHARSKA;Hanna;Kobieta;BEZP;technik obróbki skrawaniem
KONFEDERACJA;KWPP;15;KASJANIUK;Ada;Kobieta;BEZP;fizjoterapeuta
KONFEDERACJA;KWPP;16;BALA;Paweł;Mężczyzna;BEZP;inżynier elektryk automatyk
KONFEDERACJA;KWPP;17;USIĄDEK;Anna;Kobieta;BEZP;specjalista bankowości
KONFEDERACJA;KWPP;18;IGNACIUK;Grzegorz;Mężczyzna;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;19;TOBIASZ;Maria;Kobieta;Korwin;studentka
KONFEDERACJA;KWPP;20;KRASSOWSKI;Marcin Daniel;Mężczyzna;BEZP;prawnik
KONFEDERACJA;KWPP;21;BRYK;Bartłomiej Beniamin;Mężczyzna;Korwin;specjalista ds. sprzedaży
KONFEDERACJA;KWPP;22;ŻMUDZIŃSKI;Jakub Andrzej;Mężczyzna;BEZP;przedstawiciel handlowy
KONFEDERACJA;KWPP;23;HARASIM;Michał;Mężczyzna;BEZP;technik archiwista
KONFEDERACJA;KWPP;24;JOŃCZYK;Beata Edyta;Kobieta;BEZP;księgowa
PSL;KWPP;1;SAWICKI;Marek Wacław;Mężczyzna;PSL;inżynier rolnictwa
PSL;KWPP;2;BORKOWSKI;Krzysztof Wawrzyniec;Mężczyzna;PSL;rolnik
PSL;KWPP;3;JÓŹWIAK;Beata;Kobieta;PSL;radny
PSL;KWPP;4;KOWALCZYK;Rafał Józef;Mężczyzna;PSL;wyższy urzędnik samorządowy
PSL;KWPP;5;STOPA;Dariusz Zbigniew;Mężczyzna;PSL;pracownik administracji samorządowej
PSL;KWPP;6;NATKOWSKI;Paweł Rafał;Mężczyzna;BEZP;inżynier informatyk
PSL;KWPP;7;KRUPIŃSKI;Marian;Mężczyzna;PSL;wyższy urzędnik samorządowy
PSL;KWPP;8;JASTRZĘBSKI;Stanisław;Mężczyzna;PSL;weterynarz
PSL;KWPP;9;CHCIAŁOWSKI;Marek;Mężczyzna;PSL;rolnik
PSL;KWPP;10;BODIO;Bartłomiej Jarosław;Mężczyzna;PSL;przedsiębiorca
PSL;KWPP;11;TARKOWSKA;Anna;Kobieta;PSL;nauczyciel
PSL;KWPP;12;CZYŻ;Dorota;Kobieta;BEZP;nauczyciel języka polskiego
PSL;KWPP;13;KOZERA;Mariusz;Mężczyzna;PSL;wyższy urzędnik samorządowy
PSL;KWPP;14;ZEMBROWSKA;Justyna;Kobieta;BEZP;pracownik administracji samorządowej
PSL;KWPP;15;SOPEL-SEREJA;Lidia;Kobieta;BEZP;nauczyciel historii
PSL;KWPP;16;NALEWKA;Kamil;Mężczyzna;PSL;wyższy urzędnik samorządowy
PSL;KWPP;17;ZAWISTOWSKI;Marcin;Mężczyzna;BEZP;specjalista administracji publicznej
PSL;KWPP;18;SZURNICKA;Ewa;Kobieta;PSL;urzędnik
PSL;KWPP;19;KACZYŃSKA;Beata Marta;Kobieta;BEZP;urzędnik samorządowy
PSL;KWPP;20;KANIA;Krystian;Mężczyzna;BEZP;inżynier informatyk
PSL;KWPP;21;SAŁATA;Magdalena Maria;Kobieta;BEZP;pracownik administracji samorządowej
PSL;KWPP;22;KOŁODZIEJSKI;Cezary;Mężczyzna;PSL;prezes
PSL;KWPP;23;KELLEHER;Hanna Bożenna;Kobieta;BEZP;językoznawca
PSL;KWPP;24;POSTEK;Michał;Mężczyzna;BEZP;wyższy urzędnik samorządowy
SLD;KWPP;1;OLKO;Dorota Zofia;Kobieta;LRazem;socjolog
SLD;KWPP;2;PIASECKA;Anna;Kobieta;BEZP;przedstawiciel medyczny
SLD;KWPP;3;PARZYCHOWSKA-KURPIEWSKA;Maria Magdalena;Kobieta;BEZP;nauczycielka
SLD;KWPP;4;SKRZYNIARZ;Michał Aleksander;Mężczyzna;LRazem;inżynier poligrafii
SLD;KWPP;5;KARDACZ;Tomasz Robert;Mężczyzna;BEZP;rolnik
SLD;KWPP;6;KUŹNIARSKI;Jacek Piotr;Mężczyzna;SLD;samorządowiec
SLD;KWPP;7;TRZPIL;Izabela Aldona;Kobieta;BEZP;nauczyciel akademicki
SLD;KWPP;8;ZYGMUNT;Beata;Kobieta;BEZP;nauczycielka
SLD;KWPP;9;KOMOR;Radosław;Mężczyzna;SLD;inżynier gospodarki przestrzennej
SLD;KWPP;10;KARWOWSKI;Maciej;Mężczyzna;Wiosna;kierownik magazynu
SLD;KWPP;11;PAWLAK;Maria Aleksandra;Kobieta;BEZP;historyczka
SLD;KWPP;12;PRANDOTA;Maciej Tadeusz;Mężczyzna;SLD;przedsiębiorca
SLD;KWPP;13;GROCHOWSKI;Krzysztof;Mężczyzna;LRazem;historyk
SLD;KWPP;14;OLEKSY;Tomasz Sebastian;Mężczyzna;LRazem;nauczyciel akademicki
SLD;KWPP;15;LIS;Grzegorz;Mężczyzna;BEZP;kierowca mechanik
SLD;KWPP;16;KASPAREK;Justyna Helena;Kobieta;LRazem;księgowa
SLD;KWPP;17;ADAMCZYK;Małgorzata Joanna;Kobieta;LRazem;tłumaczka
SLD;KWPP;18;CHOJECKI;Rafał;Mężczyzna;członek partii politycznej: Twój Ruch;kierownik ds. sprzedaży
SLD;KWPP;19;WOJTOWICZ;Małgorzata Olga;Kobieta;LRazem;gospodyni
SLD;KWPP;20;GASTOŁ;Marta;Kobieta;LRazem;redaktorka
SLD;KWPP;21;PNIEWSKI;Tomasz Andrzej;Mężczyzna;LRazem;specjalista ds. informatyki
SLD;KWPP;22;HASZCZYŃSKA;Delfina Maria;Kobieta;LRazem;studentka
SLD;KWPP;23;GUZ;Grzegorz;Mężczyzna;LRazem;inżynier geotechnik
SLD;KWPP;24;KRASUCKI;Henryk Krzysztof;Mężczyzna;BEZP;strażak
BZPS;KWW;1;CZARNECKI;Marek Aleksander;Mężczyzna;BEZP;adwokat
BZPS;KWW;2;KOWALCZYK;Urszula Elżbieta;Kobieta;BEZP;handlowiec
BZPS;KWW;3;GAJOWNICZEK;Krzysztof;Mężczyzna;BEZP;pracownik administracji państwowej
BZPS;KWW;4;STARZYŃSKI;Rafał Radosław;Mężczyzna;BEZP;pracownik naukowy
BZPS;KWW;5;KĘPA;Justyna Joanna;Kobieta;BEZP;nauczyciel
BZPS;KWW;6;LENDA;Mariusz;Mężczyzna;BEZP;technik elektronik
BZPS;KWW;7;BODZAN;Adam;Mężczyzna;BEZP;technik bezpieczeństwa i higieny pracy
BZPS;KWW;8;SZYDŁOWSKA;Ewa;Kobieta;BEZP;rolnik
BZPS;KWW;9;ROBAK;Alfred Franciszek;Mężczyzna;BEZP;górnik
BZPS;KWW;10;CZARNOCKI;Dominik;Mężczyzna;BEZP;ratownik
BZPS;KWW;11;DEPTUŁA;Urszula;Kobieta;BEZP;ekonomista
BZPS;KWW;12;PIÓRKOWSKI;Kamil;Mężczyzna;BEZP;przedsiębiorca
BZPS;KWW;13;BUJALSKI;Mirosław;Mężczyzna;BEZP;technik elektronik
BZPS;KWW;14;GÓRSKA;Marianna;Kobieta;BEZP;psychoterapeuta
BZPS;KWW;15;MARCHEWKA;Grzegorz Stanisław;Mężczyzna;BEZP;rzemieślnik
BZPS;KWW;16;PRZEŹDZIECKA;Marzena;Kobieta;BEZP;rolnik
BZPS;KWW;17;ZYŚK;Jarosław Krzysztof;Mężczyzna;BEZP;technik elektronik
BZPS;KWW;18;KISIELIŃSKI;Dariusz Paweł;Mężczyzna;BEZP;manager sprzedaży
BZPS;KWW;19;WYSMUŁEK;Ewa;Kobieta;BEZP;bankowiec
BZPS;KWW;20;RYŚ;Andrzej Paweł;Mężczyzna;BEZP;specjalista bezpieczeństwa i higieny pracy
BZPS;KWW;21;ROBAK;Paulina Beata;Kobieta;BEZP;fryzjer
BZPS;KWW;22;RYTEL;Szymon;Mężczyzna;BEZP;broker
BZPS;KWW;23;GOŁACKA;Małgorzata Halina;Kobieta;BEZP;prawnik
BZPS;KWW;24;NASTAŁA;Andrzej Zbigniew;Mężczyzna;BEZP;przedsiębiorca
KOBW;KKW;1;GASIUK-PIHOWICZ;Kamila;Kobieta;PORP;adwokat
KOBW;KKW;2;MROCZEK;Czesław;Mężczyzna;PORP;prawnik
KOBW;KKW;3;CHABERSKI;Krzysztof Andrzej;Mężczyzna;PORP;nauczyciel
KOBW;KKW;4;POPIELARZ;Mariusz Piotr;Mężczyzna;PORP;wyższy urzędnik samorządowy
KOBW;KKW;5;GRENDA;Jarosław;Mężczyzna;PORP;inżynier mechanik
KOBW;KKW;6;KAMIŃSKI;Zbigniew;Mężczyzna;PORP;nauczyciel
KOBW;KKW;7;CICHOŃ;Alicja Emilia;Kobieta;PORP;urzędnik samorządowy
KOBW;KKW;8;KALICKI;Wiesław Andrzej;Mężczyzna;Nowoczesna;rolnik
KOBW;KKW;9;RYJEWSKI;Daniel Rafał;Mężczyzna;Zieloni;ekonomista
KOBW;KKW;10;ŻOCHOWSKI;Dariusz Leon;Mężczyzna;członek partii politycznej: Wolność i Równość;wykładowca akademicki
KOBW;KKW;11;DZIADAK;Ryszard;Mężczyzna;PORP;muzealnik
KOBW;KKW;12;KOBYLIŃSKI;Grzegorz Stefan;Mężczyzna;PORP;menedżer sportu i turystyki
KOBW;KKW;13;SAWICKA;Bożena;Kobieta;PORP;dyrektor ośrodka adopcyjnego
KOBW;KKW;14;SOBIECH;Robert;Mężczyzna;BEZP;ratownik medyczny
KOBW;KKW;15;PRUSACZYK;Klaudia;Kobieta;BEZP;student
KOBW;KKW;16;TRUSZKOWSKI;Bartosz Kamil;Mężczyzna;Nowoczesna;prawnik
KOBW;KKW;17;OBŁUDKA;Mateusz;Mężczyzna;BEZP;uczeń
KOBW;KKW;18;WNOROWSKA;Agnieszka Joanna;Kobieta;PORP;pracownik socjalny
KOBW;KKW;19;WÓJCIK;Maciej Mirosław;Mężczyzna;PORP;nauczyciel
KOBW;KKW;20;JASTRZĘBSKA;Dorota;Kobieta;Nowoczesna;nauczyciel
KOBW;KKW;21;FALKOWSKA;Katarzyna;Kobieta;BEZP;specjalista zaopatrzenia medycznego
KOBW;KKW;22;KOZIOŁ;Emilia;Kobieta;PORP;architekt krajobrazu
KOBW;KKW;23;KAWKA;Marta;Kobieta;BEZP;asystent dyrektora
KOBW;KKW;24;DANILUK;Sybilla Stanisława;Kobieta;BEZP;położna
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;1;BEDNARCZYK;Adam Adolf;Mężczyzna;członek partii politycznej: Organizacja Narodu Polskiego — Liga Polska;inżynier mechanik
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;2;CZAK;Arkadiusz Kazimierz;Mężczyzna;BEZP;mechanik
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;3;JAREMKO;Janusz Adam;Mężczyzna;członek partii politycznej: Stronnictwo Pracy;emeryt
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;4;KILUK;Zbigniew Marian;Mężczyzna;BEZP;emeryt
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;5;DOMINIAK;Stanisław Henryk;Mężczyzna;BEZP;emeryt
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;6;STOLARZ;Ewa Helena;Kobieta;BEZP;technik budowlany
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;7;SZAŁAŃSKA;Katarzyna Lidia;Kobieta;BEZP;handlowiec
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;8;FIAŁKOWSKA;Joanna;Kobieta;BEZP;rolnik
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;9;PACHNICKA;Daniela Feliksa;Kobieta;BEZP;emeryt
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;10;MACION;Anna;Kobieta;BEZP;przedsiębiorca
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;11;PIEKUT;Małgorzata Maria;Kobieta;BEZP;emeryt
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;12;FABIANOWICZ;Robert Jan;Mężczyzna;BEZP;rolnik
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;13;TETKOWSKI;Artur;Mężczyzna;BEZP;pracownik PKP
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;14;SMULEWICZ;Zbigniew;Mężczyzna;BEZP;przedsiębiorca
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;15;FABIANOWICZ;Andrzej;Mężczyzna;BEZP;emeryt
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;16;TRYBUŁA;Krystyna Elżbieta;Kobieta;BEZP;emeryt
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;17;SZADZIEWSKA;Aleksandra Tatiana;Kobieta;BEZP;księgarz
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;18;GALAS;Genowefa;Kobieta;BEZP;emeryt
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;19;PIEKARSKA;Anna Maria;Kobieta;BEZP;fryzjer
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;20;KORWIN;Łukasz Bogumił;Mężczyzna;BEZP;reżyser
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;21;WYRZYKOWSKI;Sebastian;Mężczyzna;BEZP;handlowiec
PiS;KWPP;1;KACZYŃSKI;Jarosław Aleksander;Mężczyzna;PiS;prawnik
PiS;KWPP;2;KAMIŃSKI;Mariusz;Mężczyzna;PiS;historyk
PiS;KWPP;3;GOSIEWSKA;Małgorzata Maria;Kobieta;PiS;poseł na Sejm RP
PiS;KWPP;4;NAIMSKI;Piotr Aleksander;Mężczyzna;PiS;biochemik
PiS;KWPP;5;KRAJEWSKI;Jarosław Karol;Mężczyzna;PiS;politolog
PiS;KWPP;6;LISIECKI;Paweł Jacek;Mężczyzna;PiS;historyk
PiS;KWPP;7;GRYGLAS;Zbigniew;Mężczyzna;PorozumienieJarosławaGowina;parlamentarzysta
PiS;KWPP;8;TOMASZEWSKA;Ewa;Kobieta;PiS;fizyk
PiS;KWPP;9;KALETA;Sebastian Jerzy;Mężczyzna;PiS;radca prawny
PiS;KWPP;10;WYPYCH;Małgorzata Maria;Kobieta;BEZP;adwokat
PiS;KWPP;11;MELAK;Andrzej Józef;Mężczyzna;BEZP;parlamentarzysta
PiS;KWPP;12;SEMENIUK;Olga Ewa;Kobieta;PiS;specjalista administracji piblicznej
PiS;KWPP;13;GÓRSKI;Patryk;Mężczyzna;PiS;dyrektor generalny
PiS;KWPP;14;BOROWSKI;Adam Zbigniew;Mężczyzna;BEZP;redaktor wydawniczy
PiS;KWPP;15;FRĄCKOWIAK;Filip Jakub;Mężczyzna;PiS;politolog
PiS;KWPP;16;CHOJNOWSKI;Wojciech Maciej;Mężczyzna;PiS;urzędnik państwowy
PiS;KWPP;17;TERLECKA;Mirosława Hanna;Kobieta;PiS;nauczyciel nauczania początkowego
PiS;KWPP;18;GOZDEK;Piotr Paweł;Mężczyzna;PiS;socjolog
PiS;KWPP;19;PERET;Ewa;Kobieta;BEZP;dyrektor finansowy
PiS;KWPP;20;GÓRSKI;Krzysztof Robert;Mężczyzna;PiS;dyrektor współpracy międzynarodowej
PiS;KWPP;21;BOSAK;Krzysztof Tomasz;Mężczyzna;BEZP;asystent prawny
PiS;KWPP;22;KOLASIŃSKA;Bożena;Kobieta;PiS;nauczyciel języka obcego
PiS;KWPP;23;CACKOWSKI;Marek Jan;Mężczyzna;PiS;inżynier-mechanik
PiS;KWPP;24;POLAK;Katarzyna Maria;Kobieta;PiS;specjalista ds. reklamy i marketingu
PiS;KWPP;25;KACPROWICZ;Sławomir Stanisław;Mężczyzna;PiS;inżynier budownictwa
PiS;KWPP;26;SMALCERZ;Ewa Maria;Kobieta;PiS;technik fizjoterapii
PiS;KWPP;27;MIODUSZEWSKA;Teresa;Kobieta;PiS;kelner
PiS;KWPP;28;KULESZA;Stefan;Mężczyzna;PiS;prawnik
PiS;KWPP;29;CZARTORYSKA-PLUTECKA;Izabela Joanna;Kobieta;BEZP;wyższy urzędnik państwowy
PiS;KWPP;30;TERLECKI;Paweł Andrzej;Mężczyzna;PiS;prawnik
PiS;KWPP;31;WYSOCKI;Krzysztof;Mężczyzna;PiS;historyk
PiS;KWPP;32;KĘZIK;Anna;Kobieta;PiS;ekonomista
PiS;KWPP;33;GAJEWSKA;Irena;Kobieta;BEZP;politolog
PiS;KWPP;34;SZYMAŃSKI;Paweł;Mężczyzna;PiS;leśnik
PiS;KWPP;35;PALUSZEK;Aneta;Kobieta;PiS;prawnik
PiS;KWPP;36;JAKUBOWSKA;Agnieszka Jadwiga;Kobieta;PiS;pracownik obsługi biurowej
PiS;KWPP;37;MOLICKI;Maciej;Mężczyzna;PiS;logistyk
PiS;KWPP;38;KSIĘŻAK;Paweł Krzysztof;Mężczyzna;BEZP;specjalista ds. reklamy i marketingu
PiS;KWPP;39;REJOWSKI;Grzegorz Paweł;Mężczyzna;PiS;student
PiS;KWPP;40;ZABŁOCKI;Wojciech Jakub;Mężczyzna;PiS;przedstawiciel władzy samorządowej
SLD;KWPP;1;ZANDBERG;Adrian Tadeusz;Mężczyzna;członek partii politycznej: Razem;programista
SLD;KWPP;2;ŻUKOWSKA;Anna Maria;Kobieta;SLD;prawnik
SLD;KWPP;3;TARCZYŃSKA;Anna Małgorzata;Kobieta;Wiosna;radczyni prawna
SLD;KWPP;4;BIEJAT;Magdalena Agnieszka;Kobieta;LRazem;socjolożka
SLD;KWPP;5;LIEDEL;Krzysztof;Mężczyzna;BEZP;wykładowca akademicki
SLD;KWPP;6;PELC;Filip Tadeusz;Mężczyzna;Wiosna;dziennikarz
SLD;KWPP;7;PRZYŁUSKA;Bożena Marta;Kobieta;BEZP;przedsiębiorczyni
SLD;KWPP;8;BRÓZDA;Hanna Janina;Kobieta;SLD;pedagog
SLD;KWPP;9;DUDA;Katarzyna Beata;Kobieta;BEZP;zawodowa działaczka związku zawodowego
SLD;KWPP;10;STĘPIEŃ;Mateusz Zbigniew;Mężczyzna;Wiosna;specjalista administracji publicznej
SLD;KWPP;11;LISZKA;Sebastian Roman;Mężczyzna;Wiosna;analityk biznesowy
SLD;KWPP;12;POSTNIKOFF;Danuta Beata;Kobieta;SLD;reżyser filmów dokumentalnych
SLD;KWPP;13;WICHA;Joanna Beata;Kobieta;LRazem;pielęgniarka
SLD;KWPP;14;KUBIAK;Jacek Zbigniew;Mężczyzna;BEZP;naukowiec
SLD;KWPP;15;GOŹDZIKOWSKI;Mateusz Wojciech;Mężczyzna;BEZP;prawnik
SLD;KWPP;16;KUCZYŃSKA;Urszula Teresa;Kobieta;LRazem;tłumaczka
SLD;KWPP;17;MYCKA;Łukasz Kamil;Mężczyzna;SLD;zawodowy pracownik związku zawodowego
SLD;KWPP;18;KELLES-KRAUZ;Joanna Maria;Kobieta;BEZP;dziennikarz
SLD;KWPP;19;OŻDŻEŃSKI;Wojciech;Mężczyzna;członek partii politycznej: Twój Ruch;instruktor sportu
SLD;KWPP;20;ROZENEK;Dariusz Krzysztof;Mężczyzna;BEZP;politolog
SLD;KWPP;21;BRONOWICKA;Joanna Wanda;Kobieta;LRazem;socjolog
SLD;KWPP;22;DUNIN-BORKOWSKI;Maciej Włodzimierz;Mężczyzna;BEZP;technik ekonomista
SLD;KWPP;23;DOMAŃSKA;Inga Maria;Kobieta;LRazem;architektka
SLD;KWPP;24;RYTEL;Jerzy Marian;Mężczyzna;SLD;ekonomista
SLD;KWPP;25;WRÓBLEWSKI;Andrzej Wiktor;Mężczyzna;SLD;inżynier mechanik
SLD;KWPP;26;PAJĘCKA;Anna Paulina;Kobieta;LRazem;kulturoznawczyni
SLD;KWPP;27;JAGODZIŃSKA;Anna Klara;Kobieta;LRazem;asystentka księgowości
SLD;KWPP;28;MIENIEWSKI;Daniel;Mężczyzna;SLD;menedżer
SLD;KWPP;29;LUTOSTAŃSKA;Agnieszka;Kobieta;BEZP;ekonomistka
SLD;KWPP;30;GĄSIOROWSKA;Małgorzata Anna;Kobieta;LRazem;dziennikarka
SLD;KWPP;31;ŻURAWSKI;Cezary;Mężczyzna;członek partii politycznej: Polska Partia Socjalistyczna;technik mechanik
SLD;KWPP;32;SADOWSKA;Anna Paulina;Kobieta;BEZP;pedagożka
SLD;KWPP;33;MIERZWIŃSKI;Krzysztof Stanisław;Mężczyzna;SLD;audytor
SLD;KWPP;34;KOWALSKA-ZIĘTARA;Katarzyna Anna;Kobieta;LRazem;grafik komputerowy
SLD;KWPP;35;GODLEWSKA;Joanna Maria;Kobieta;LRazem;koordynatorka projektów
SLD;KWPP;36;SZUSTAKIEWICZ;Karol Andrzej;Mężczyzna;SLD;informatyk
SLD;KWPP;37;JANICZAK;Grzegorz Jan;Mężczyzna;BEZP;przedsiębiorca
SLD;KWPP;38;UTOWKA;Patryk Piotr;Mężczyzna;Wiosna;nauczyciel
SLD;KWPP;39;SAYED;Marta Zofia;Kobieta;Wiosna;przedsiębiorca
SLD;KWPP;40;GADZINOWSKI;Piotr;Mężczyzna;SLD;publicysta
KONFEDERACJA;KWPP;1;KORWIN-MIKKE;Janusz Ryszard;Mężczyzna;KWiN;publicysta
KONFEDERACJA;KWPP;2;PEJO;Bartłomiej Artur;Mężczyzna;KWiN;przedstawiciel władzy samorządowej
KONFEDERACJA;KWPP;3;SKUTECKI;Paweł Juliusz;Mężczyzna;BEZP;dziennikarz
KONFEDERACJA;KWPP;4;MODELSKA-CREECH;Mirosława Zofia;Kobieta;BEZP;nauczyciel akademicki
KONFEDERACJA;KWPP;5;MAGIERA;Wiesław Marian;Mężczyzna;BEZP;dziennikarz
KONFEDERACJA;KWPP;6;KOWALIŃSKI;Aleksander Filip;Mężczyzna;RuchNarodowy;politolog
KONFEDERACJA;KWPP;7;NITECKA;Ewa Alicja;Kobieta;BEZP;nauczycielka
KONFEDERACJA;KWPP;8;BOROWSKI;Jan;Mężczyzna;BEZP;przedsiębiorca lotniczy
KONFEDERACJA;KWPP;9;KRZEKOTOWSKA;Krystyna Anna;Kobieta;BEZP;prawnik
KONFEDERACJA;KWPP;10;JURKIEWICZ;Gabriela Zofia;Kobieta;Korwin;student
KONFEDERACJA;KWPP;11;WAWER;Alina Barbara;Kobieta;BEZP;opiekunka dziecięca
KONFEDERACJA;KWPP;12;TUMANOWICZ;Sławomir;Mężczyzna;BEZP;matematyk
KONFEDERACJA;KWPP;13;KUMÓR;Andrzej Paweł;Mężczyzna;BEZP;dziennikarz
KONFEDERACJA;KWPP;14;KRANAS;Justyna Stefania;Kobieta;BEZP;pracownik administracyjny
KONFEDERACJA;KWPP;15;ŻELAZNY;Krystian Zbigniew;Mężczyzna;BEZP;prawnik
KONFEDERACJA;KWPP;16;ROSS;Sebastian;Mężczyzna;Korwin;przedsiębiorca
KONFEDERACJA;KWPP;17;ZIĘTEK-WIELOMSKA;Magdalena;Kobieta;BEZP;prawnik
KONFEDERACJA;KWPP;18;URBANEK;Antoni Konrad;Mężczyzna;BEZP;prawnik
KONFEDERACJA;KWPP;19;ZIÓŁKOWSKI;Wojciech Bartosz;Mężczyzna;Korwin;student
KONFEDERACJA;KWPP;20;BODAKOWSKI;Jan Antoni;Mężczyzna;BEZP;politolog
KONFEDERACJA;KWPP;21;KOWALSKI;Jarosław Grzegorz;Mężczyzna;Korwin;przedstawiciel handlowy
KONFEDERACJA;KWPP;22;JARZĄBEK;Łukasz Zbigniew;Mężczyzna;BEZP;prawnik
KONFEDERACJA;KWPP;23;KOWALSKA;Agnieszka;Kobieta;BEZP;przedstawiciel handlowy
KONFEDERACJA;KWPP;24;KESSLING;Izabela;Kobieta;BEZP;księgowa
KONFEDERACJA;KWPP;25;BABIAK;Andrzej;Mężczyzna;RuchNarodowy;instalator systemów alarmowych
KONFEDERACJA;KWPP;26;FLORYSIAK;Jacek Piotr;Mężczyzna;RuchNarodowy;przedsiębiorca
KONFEDERACJA;KWPP;27;STERKOWSKI;Piotr Roman;Mężczyzna;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;28;DMOWSKI;Rafał Przemysław;Mężczyzna;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;29;POKOJSKA;Angelika Justyna;Kobieta;BEZP;przedstawiciel handlowy
KONFEDERACJA;KWPP;30;UTECHT;Martyna;Kobieta;BEZP;student
KONFEDERACJA;KWPP;31;KRELLER-STANISŁAWEK;Urszula Irena;Kobieta;BEZP;sekretarka
KONFEDERACJA;KWPP;32;NIEZNAŃSKA;Paulina;Kobieta;BEZP;kierownik sklepu
KONFEDERACJA;KWPP;33;KŁOS;Rafał Patryk;Mężczyzna;BEZP;student
KONFEDERACJA;KWPP;34;KUŚMIERCZYK;Marcin Józef;Mężczyzna;RuchNarodowy;przedstawiciel handlowy
