Komitet;Typ;Pozycja;Nazwisko;Imiona;Plec;Partia;Zawod
KONFEDERACJA;KWPP;35;KASPRZAK;Rajmund Krzysztof;Mężczyzna;RuchNarodowy;kierownik projektu
KONFEDERACJA;KWPP;36;KASJANIUK;Adam;Mężczyzna;RuchNarodowy;doradca finansowy
KONFEDERACJA;KWPP;37;RUMIŃSKI;Jakub Maciej;Mężczyzna;BEZP;kierownik projektu
KONFEDERACJA;KWPP;38;ROSOWSKI;Włodzimierz Witold;Mężczyzna;BEZP;filmowiec
KONFEDERACJA;KWPP;39;ZIÓŁKOWSKA;Katarzyna Maria;Kobieta;BEZP;student
KONFEDERACJA;KWPP;40;KROGULSKI;Mariusz Lesław;Mężczyzna;RuchNarodowy;żołnierz
KOBW;KKW;1;KIDAWA-BŁOŃSKA;Małgorzata Maria;Kobieta;PORP;producent filmowy
KOBW;KKW;2;LUBNAUER;Katarzyna Anna;Kobieta;Nowoczesna;nauczyciel akademicki
KOBW;KKW;3;ROSATI;Dariusz Kajetan;Mężczyzna;BEZP;ekonomista
KOBW;KKW;4;FABISIAK;Joanna;Kobieta;PORP;nauczyciel akademicki
KOBW;KKW;5;SZOSTAKOWSKI;Jarosław Sergiusz;Mężczyzna;PORP;nauczyciel akademicki
KOBW;KKW;6;PIEKARSKA;Katarzyna Maria;Kobieta;BEZP;radca prawny
KOBW;KKW;7;SZCZERBA;Michał Roch;Mężczyzna;PORP;poseł na Sejm RP
KOBW;KKW;8;POTAPOWICZ;Sławomir;Mężczyzna;Nowoczesna;politolog
KOBW;KKW;9;ZIELIŃSKA;Urszula Sara;Kobieta;Zieloni;kierownik do spraw marketingu
KOBW;KKW;10;KOSECKI;Roman Jacek;Mężczyzna;BEZP;trener sportu
KOBW;KKW;11;POTOROCZYN;Paweł Rafał;Mężczyzna;BEZP;pisarz
KOBW;KKW;12;DĄBROWSKA;Alicja;Kobieta;PORP;lekarz
KOBW;KKW;13;JACHIRA;Klaudia Krystyna;Kobieta;BEZP;aktor
KOBW;KKW;14;SKOLIMOWSKI;Krzysztof Piotr;Mężczyzna;PORP;urzędnik samorządowy
KOBW;KKW;15;ŁOBODA;Dorota Ewa;Kobieta;BEZP;przedstawiciel władzy samorządowej
KOBW;KKW;16;MANARCZYK;Bożena Maria;Kobieta;PORP;doradca podatkowy
KOBW;KKW;17;BORKOWSKI;Wojciech Józef;Mężczyzna;PORP;lekarz
KOBW;KKW;18;KRAJEWSKA;Sylwia;Kobieta;PORP;ekonomista
KOBW;KKW;19;KACPRZYK;Dawid;Mężczyzna;PORP;student
KOBW;KKW;20;MIŚKIEWICZ;Jolanta;Kobieta;PORP;dziennikarka
KOBW;KKW;21;LUFT;Krzysztof Stanisław;Mężczyzna;BEZP;dziennikarz
KOBW;KKW;22;ŁOBACZ;Bogusław Kazimierz;Mężczyzna;BEZP;technik mechanik samochodowy
KOBW;KKW;23;SKRZECZ;Jerzy Norbert;Mężczyzna;PORP;specjalista do spraw marketingu i handlu
KOBW;KKW;24;TURSKA;Marta Katarzyna;Kobieta;PORP;menedżer
KOBW;KKW;25;PIOTROWSKI;Arkadiusz;Mężczyzna;PORP;ekonomista
KOBW;KKW;26;WYRWAŁ;Agnieszka Monika;Kobieta;PORP;projektant mody
KOBW;KKW;27;RUDZIAK;Anna;Kobieta;PORP;menadżer ds. sprzedaży
KOBW;KKW;28;SAMCZYK;Anna Elżbieta;Kobieta;PORP;audytor
KOBW;KKW;29;LACH;Lilianna Irena;Kobieta;BEZP;pedagog
KOBW;KKW;30;ŁĄCKA;Ilona Joanna;Kobieta;PORP;inżynier inżynierii środowiska
KOBW;KKW;31;ROGULSKI;Igor;Mężczyzna;PORP;psycholog
KOBW;KKW;32;LEŚNIAK;Edyta Róża;Kobieta;PORP;inżynier technologii żywności
KOBW;KKW;33;WASYLUK;Aleksander;Mężczyzna;BEZP;informatyk
KOBW;KKW;34;CHMIEL;Patrycja Maria;Kobieta;BEZP;doktor nauk społecznych
KOBW;KKW;35;ROSS;Tadeusz Edward;Mężczyzna;PORP;aktor
KOBW;KKW;36;WOJDA;Paweł Konrad;Mężczyzna;PORP;programista aplikacji
KOBW;KKW;37;STELMASZYK;Anna Małgorzata;Kobieta;PORP;ekonomista
KOBW;KKW;38;KERYK;Myroslava;Kobieta;BEZP;socjolożka
KOBW;KKW;39;KRASOŃ;Łukasz;Mężczyzna;BEZP;mówca motywacyjny
KOBW;KKW;40;GAJEWSKA;Aleksandra Małgorzata;Kobieta;PORP;przedsiębiorca
PSL;KWPP;1;BARTOSZEWSKI;Władysław Teofil;Mężczyzna;BEZP;historyk
PSL;KWPP;2;OJER;Anna Małgorzata;Kobieta;BEZP;ekonomista
PSL;KWPP;3;STANISZKIS;Joanna Maria;Kobieta;BEZP;nauczyciel matematyki
PSL;KWPP;4;STELMAŃSKA;Izabela;Kobieta;PSL;dyrektor departamentu
PSL;KWPP;5;HELWING;Stanisław Piotr;Mężczyzna;BEZP;manager
PSL;KWPP;6;WĄSOWICZ;Michał Janusz;Mężczyzna;BEZP;radca prawny
PSL;KWPP;7;RAKIEL-CZARNECKA;Walentyna;Kobieta;PSL;menedżer artystyczny
PSL;KWPP;8;FLIS-KUCZYŃSKA;Halina;Kobieta;członek partii politycznej: Unia Europejskich Demokratów;dziennikarz
PSL;KWPP;9;ZAWŁOCKI;Juliusz Jakub;Mężczyzna;BEZP;geograf
PSL;KWPP;10;SAWICKI;Emil Krzysztof;Mężczyzna;PSL;student
PSL;KWPP;11;STRĄK;Michał Stanisław;Mężczyzna;PSL;dyrektor wykonawczy
PSL;KWPP;12;BOGIEL;Teresa Maria;Kobieta;PSL;prezes
PSL;KWPP;13;MASŁOWSKI;Wiktor Zbigniew;Mężczyzna;BEZP;lekarz
PSL;KWPP;14;ŁUKASIEWICZ;Adam Krzysztof;Mężczyzna;BEZP;politolog
PSL;KWPP;15;WASILEWSKA;Lucyna Gertruda;Kobieta;PSL;prezes
PSL;KWPP;16;PŁOWICZ;Marcin Tomasz;Mężczyzna;BEZP;pedagog
PSL;KWPP;17;BIELSKI;Karol Tomasz;Mężczyzna;PSL;dyrektor wykonawczy
PSL;KWPP;18;DYDUCH;Janusz;Mężczyzna;PSL;nauczyciel akademicki - nauki techniczne
PSL;KWPP;19;GARSTKA;Tatiana Joanna;Kobieta;BEZP;prezes
PSL;KWPP;20;ŁAZARSKI;Roman;Mężczyzna;członek partii politycznej: Unia Europejskich Demokratów;prawnik
PSL;KWPP;21;PANAS;Anna Józefa;Kobieta;PSL;wyższy urzędnik samorządowy
PSL;KWPP;22;WYSZYŃSKA;Teresa Maria;Kobieta;PSL;inżynier zootechniki
PSL;KWPP;23;GRUDOWSKA;Agata Zofia;Kobieta;PSL;ekonomista
PSL;KWPP;24;RUTKOWSKA;Mirosława;Kobieta;PSL;wyższy urzędnik samorządowy
PSL;KWPP;25;MARECKI;Marek Antoni;Mężczyzna;BEZP;lekarz
PSL;KWPP;26;MAZUREK;Aleksander Paweł;Mężczyzna;BEZP;farmaceuta
PSL;KWPP;27;OWCZARSKI;Piotr Krzysztof;Mężczyzna;BEZP;dziennikarz
PSL;KWPP;28;KOZUBEK;Elżbieta Barbara;Kobieta;PSL;nauczyciel akademicki - nauki techniczne
PSL;KWPP;29;MISIEJKO;Karolina;Kobieta;PSL;prawnik
PSL;KWPP;30;PASTEWKA;Małgorzata Halina;Kobieta;BEZP;architekt
PSL;KWPP;31;NOWOSIELSKI;Kamil Ernest;Mężczyzna;PSL;naczelnik kierownik wydziału
PSL;KWPP;32;WIECZOREK;Katarzyna Agata;Kobieta;PSL;dyrektor departamentu
PSL;KWPP;33;GOŁOTA;Bożenna Jolanta;Kobieta;PSL;pozostali operatorzy urządzeń energetycznych
PSL;KWPP;34;CZAPLICKI;Zbigniew;Mężczyzna;PSL;dziennikarz
PSL;KWPP;35;WRÓBLEWSKI;Andrzej Wojciech;Mężczyzna;członek partii politycznej: Unia Europejskich Demokratów;technik mechanik
PSL;KWPP;36;MAZUREK;Jerzy;Mężczyzna;BEZP;historyk
PSL;KWPP;37;CHOIŃSKA;Alicja Elżbieta;Kobieta;członek partii politycznej: Unia Europejskich Demokratów;reżyser teatralny
PSL;KWPP;38;SZYMANEK;Piotr Ludomir;Mężczyzna;BEZP;radca prawny
PSL;KWPP;39;TYSZCZUK;Sebastian Adrian;Mężczyzna;BEZP;archeolog
PiS;KWPP;1;BŁASZCZAK;Mariusz;Mężczyzna;PiS;urzędnik państwowy
PiS;KWPP;2;CZERWIŃSKA;Anita;Kobieta;PiS;prawnik
PiS;KWPP;3;SMIRNOW;Andrzej;Mężczyzna;PiS;nauczyciel akademicki
PiS;KWPP;4;SZYSZKO;Jan Feliks;Mężczyzna;PiS;leśnik
PiS;KWPP;5;SIPIERA;Zdzisław Tadeusz;Mężczyzna;PiS;wyższy urzędnik państwowy
PiS;KWPP;6;UŚCIŃSKI;Piotr Michał;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;7;BITTEL;Andrzej;Mężczyzna;PiS;prawnik
PiS;KWPP;8;OLSZEWSKI;Dariusz;Mężczyzna;SolidarnaPolska;dyrektor do spraw administracyjnych
PiS;KWPP;9;KLINOWSKI;Marcel Józef;Mężczyzna;PorozumienieJarosławaGowina;specjalista ds. transportu
PiS;KWPP;10;PRÓSZYŃSKI;Michał Feliks;Mężczyzna;PiS;politolog
PiS;KWPP;11;KWIEK;Monika Joanna;Kobieta;PiS;nauczyciel języka obcego
PiS;KWPP;12;SZYDLIK;Robert;Mężczyzna;PiS;wyższy urzędnik samorządowy
PiS;KWPP;13;TRACZYK;Stefan;Mężczyzna;PiS;leśnik
PiS;KWPP;14;LASKUS;Tomasz Bogumił;Mężczyzna;PiS;politolog
PiS;KWPP;15;BOJEMSKA;Dorota Małgorzata;Kobieta;BEZP;zawodowy działacz organizacji pozarządowej
PiS;KWPP;16;MADZIAR;Jolanta Monika;Kobieta;BEZP;prezes zarządu
PiS;KWPP;17;PRUSZCZYK;Grzegorz;Mężczyzna;PiS;administrator baz danych
PiS;KWPP;18;NIEZABITOWSKI;Zbigniew;Mężczyzna;PiS;kierownik wydziału
PiS;KWPP;19;ZALEWSKA;Aurelia;Kobieta;PiS;ekonomista
PiS;KWPP;20;MIROSŁAW;Renata;Kobieta;PiS;nauczyciel nauczania początkowego
PiS;KWPP;21;CHOROŚ;Piotr;Mężczyzna;PiS;właściciel firmy budowlanej
PiS;KWPP;22;SZYMAŃSKA-SUCHECKA;Małgorzata;Kobieta;PiS;psycholog
PiS;KWPP;23;RUDZKA;Anna Krystyna;Kobieta;PiS;historyk
PiS;KWPP;24;CHOROSIŃSKA;Dominika Małgorzata;Kobieta;BEZP;aktorka
BZPS;KWW;1;WYSOCKI;Grzegorz;Mężczyzna;BEZP;dziennikarz
BZPS;KWW;2;STARZYŃSKI;Jan;Mężczyzna;BEZP;prawnik
BZPS;KWW;3;KORCZAK;Agata;Kobieta;BEZP;lekarz stomatolog
BZPS;KWW;4;DUCH;Mateusz;Mężczyzna;BEZP;urzędnik
BZPS;KWW;5;PACIOREK;Tomasz Sławomir;Mężczyzna;BEZP;ekonomista
BZPS;KWW;6;NELKEN;Urszula;Kobieta;BEZP;dziennikarz
BZPS;KWW;7;LIPIŃSKI;Grzegorz Michał;Mężczyzna;BEZP;ekonomista
BZPS;KWW;8;DUDA;Krzysztof Ryszard;Mężczyzna;BEZP;handlowiec
BZPS;KWW;9;MORYC;Ilona;Kobieta;BEZP;ekonomista
BZPS;KWW;10;SAWA;Michał Grzegorz;Mężczyzna;PorozumienieJarosławaGowina;przedsiębiorca
BZPS;KWW;11;TYMIŃSKI;Piotr;Mężczyzna;BEZP;pisarz
BZPS;KWW;12;WOŹNIAK;Dorota Krystyna;Kobieta;BEZP;urzędnik państwowy
BZPS;KWW;13;CHMIELEWSKI;Paweł;Mężczyzna;BEZP;technik mechanik
BZPS;KWW;14;JAWOREK;Katarzyna;Kobieta;BEZP;pracownik fizyczny
BZPS;KWW;15;PAĆKO;Jarosław Paweł;Mężczyzna;BEZP;technik ogrodnik
BZPS;KWW;16;SUWAŁA;Jacek;Mężczyzna;BEZP;rzemieślnik
BZPS;KWW;17;WYKOWSKA;Marta Maria;Kobieta;BEZP;nauczyciel
BZPS;KWW;18;SOKALSKI;Mariusz Paweł;Mężczyzna;BEZP;technik mechanik
BZPS;KWW;19;MISIEWICZ-PRZYBOROWSKA;Aneta;Kobieta;BEZP;nauczyciel
BZPS;KWW;20;MARCHEWKA;Katarzyna Karolina;Kobieta;BEZP;urzędnik samorządowy
BZPS;KWW;21;KROGUL;Piotr;Mężczyzna;BEZP;inżynier mechanik
BZPS;KWW;22;GAJEWSKA;Anna Katarzyna;Kobieta;BEZP;ekonomista
BZPS;KWW;23;RYTEL;Konrad Szymon;Mężczyzna;BEZP;inżynier budowlany
SLD;KWPP;1;ROZENEK;Andrzej Tadeusz;Mężczyzna;SLD;dziennikarz
SLD;KWPP;2;ZIMMERMANN;Julia Eliza;Kobieta;LRazem;socjolog
SLD;KWPP;3;BUŹNIAK;Sylwia Lidia;Kobieta;Wiosna;Ekonomistka
SLD;KWPP;4;PONIEWIERKA;Leszek;Mężczyzna;Wiosna;filolog języka nowożytnego
SLD;KWPP;5;GÓRSKI;Marcin;Mężczyzna;LRazem;sprzedawca
SLD;KWPP;6;RADZIKOWSKI;Andrzej Marek;Mężczyzna;BEZP;koordynator spedycji
SLD;KWPP;7;GOŁOTA;Konrad Krzyszof;Mężczyzna;SLD;doradca finansowy
SLD;KWPP;8;SKÓRSKA;Ewa Katarzyna;Kobieta;BEZP;nauczyciel
SLD;KWPP;9;BRAITER;Katarzyna Anna;Kobieta;BEZP;ekonomistka
SLD;KWPP;10;GAWKOWSKI;Bartosz Konrad;Mężczyzna;Wiosna;urzędnik do spraw licencji
SLD;KWPP;11;CIEPLIŃSKA-KOWALSKA;Joanna Dagmara;Kobieta;LRazem;nauczycielka
SLD;KWPP;12;STARZYŃSKA;Małgorzata Henryka;Kobieta;BEZP;specjalista ds. reklamy i marketingu
SLD;KWPP;13;KOWALSKA;Katarzyna;Kobieta;BEZP;specjalista ds. rekrutacji pracowników
SLD;KWPP;14;MAZUR;Remigiusz Radosław;Mężczyzna;LRazem;etnograf
SLD;KWPP;15;KOZIELSKA;Liliana;Kobieta;Wiosna;specjalista sprzedaży technologii i usług teleinformatycznych
SLD;KWPP;16;WOJCIESKI;Andrzej;Mężczyzna;Wiosna;inżynier teleinformatyk
SLD;KWPP;17;URBANEK;Robert;Mężczyzna;LRazem;inżynier elektryk
SLD;KWPP;18;BŁASZCZAK;Monika;Kobieta;BEZP;pośrednik nieruchomości
SLD;KWPP;19;MIŁOW;Sławomir Borys;Mężczyzna;BEZP;inżynier elektryk
SLD;KWPP;20;SZYMAŃSKI;Mateusz;Mężczyzna;LRazem;bibliotekarz
SLD;KWPP;21;WRÓBLEWSKA;Ewa Magdalena;Kobieta;Wiosna;SPECJALISTA DS. EGZEKUCJI
SLD;KWPP;22;TOMASZEWSKI;Wiesław;Mężczyzna;BEZP;diagnosta laboratoryjny
SLD;KWPP;23;STEFANKOWSKI;Mateusz Kamil;Mężczyzna;LRazem;sprzedawca w stacji paliw
SLD;KWPP;24;PAPUGA;Marek Zdzisław;Mężczyzna;SLD;doradca finansowy i inwestycyjny
PSL;KWPP;1;MORDAK;Robert Dariusz;Mężczyzna;BEZP;architekt
PSL;KWPP;2;ŻELAZOWSKA;Bożena Jadwiga;Kobieta;PSL;politolog
PSL;KWPP;3;STEFANIAK;Jakub Łukasz;Mężczyzna;PSL;dziennikarz
PSL;KWPP;4;PETELICKA;Agnieszka Beata;Kobieta;BEZP;ekonomista
PSL;KWPP;5;ŚWIERCZ;Artur Mateusz;Mężczyzna;BEZP;przedstawiciel władzy samorządowej
PSL;KWPP;6;BIERNACKA;Magdalena;Kobieta;PSL;dyrektor departamentu
PSL;KWPP;7;OLEKSIAK;Emilia;Kobieta;PSL;wyższy urzędnik samorządowy
PSL;KWPP;8;GRAJDA;Dariusz Grzegorz;Mężczyzna;PSL;prezes
PSL;KWPP;9;GALIŃSKI;Piotr Stanisław;Mężczyzna;PSL;przedstawiciel władzy samorządowej
PSL;KWPP;10;MAŁOLEPSZY;Karol Andrzej;Mężczyzna;PSL;doradca zawodowy
PSL;KWPP;11;POZOREK;Artur;Mężczyzna;PSL;wyższy urzędnik samorządowy
PSL;KWPP;12;BUSZTA;Krystian Stanisław;Mężczyzna;BEZP;dyrektor szkoły
PSL;KWPP;13;SUDOMIRSKI;Marek Szczepan;Mężczyzna;BEZP;wyższy urzędnik samorządowy
PSL;KWPP;14;SZYNKIEWICZ;Ewa;Kobieta;PSL;rolnik upraw polowych
PSL;KWPP;15;LITWIŃCZUK;Zdzisław Czesław;Mężczyzna;członek partii politycznej: Unia Europejskich Demokratów;prezes
PSL;KWPP;16;NASIADKA;Ilona;Kobieta;PSL;ekonomista
PSL;KWPP;17;CIEPIELEWSKA;Joanna Katarzyna;Kobieta;BEZP;prawnik
PSL;KWPP;18;DOMINIAK;Michał Adam;Mężczyzna;BEZP;technik leśnik
PSL;KWPP;19;ŁUKASIŃSKA;Maryla Barbara;Kobieta;BEZP;animator kultury
PSL;KWPP;20;OKUROWSKA;Małgorzata;Kobieta;BEZP;dyrektor szkoły
PSL;KWPP;21;SOSIN;Daniel Krzysztof;Mężczyzna;BEZP;architekt
PSL;KWPP;22;PIEKUT;Damian Marek;Mężczyzna;PSL;trener sportu
PSL;KWPP;23;RYŚ-FERENS;Erwina Lilia;Kobieta;PSL;nauczyciel wychowania fizycznego
PSL;KWPP;24;BORKOWSKI;Łukasz Jan;Mężczyzna;BEZP;dyrektor szkoły
KOBW;KKW;1;GRABIEC;Jan Stanisław;Mężczyzna;PORP;poseł
KOBW;KKW;2;ZALEWSKI;Paweł Ksawery;Mężczyzna;PORP;konsultant
KOBW;KKW;3;GAJEWSKA;Kinga Magdalena;Kobieta;PORP;poseł na Sejm RP
KOBW;KKW;4;LASEK;Maciej Grzegorz;Mężczyzna;BEZP;inżynier lotniczy budowy płatowców
KOBW;KKW;5;WIŚNIEWSKI;Jacek Grzegorz;Mężczyzna;BEZP;prezes
KOBW;KKW;6;NIEMCZYK;Piotr Franciszek;Mężczyzna;Nowoczesna;konsultant
KOBW;KKW;7;SZOSTAK;Katarzyna Albina;Kobieta;członek partii politycznej: Inicjatywa Polska;pielęgniarka operacyjna
KOBW;KKW;8;KOCZOROWSKA;Jolanta Maria;Kobieta;PORP;emerytka
KOBW;KKW;9;RZYMAN;Krzysztof Adam;Mężczyzna;Zieloni;ekonomista
KOBW;KKW;10;KOŁOSOWSKI;Artur Stanisław;Mężczyzna;BEZP;przedsiębiorca
KOBW;KKW;11;KRAWCZYK-DĘBIEC;Ewa Małgorzata;Kobieta;BEZP;kierownik kontroli wewnetrznej
KOBW;KKW;12;HERNER;Wojciech;Mężczyzna;PORP;przedstawiciel handlowy
KOBW;KKW;13;BONECKA;Halina Justyna;Kobieta;PORP;ekonomista
KOBW;KKW;14;SZTURO;Tomasz Paweł;Mężczyzna;BEZP;nauczyciel
KOBW;KKW;15;ORZECHOWSKA - MIKULSKA;Grażyna;Kobieta;PORP;przedstawiciel władzy samorządowej
KOBW;KKW;16;WASILEWSKI;Piotr Michał;Mężczyzna;Nowoczesna;adwokat
KOBW;KKW;17;MIERZEJEWSKA-WAŚ;Magdalena Jadwiga;Kobieta;PORP;turoperator
KOBW;KKW;18;LUBOIŃSKI;Patryk Jan;Mężczyzna;BEZP;przedstawiciel władzy samorządowej
KOBW;KKW;19;WIERZBICKA;Olga;Kobieta;PORP;prawnik
KOBW;KKW;20;WYDURSKI;Patryk;Mężczyzna;Zieloni;student
KOBW;KKW;21;WINIARSKA-CZAJKOWSKA;Maja Magdalena;Kobieta;BEZP;trener osobisty
KOBW;KKW;22;BIELEC;Karol;Mężczyzna;PORP;menadżer
KOBW;KKW;23;KAMIŃSKI;Grzegorz Rafał;Mężczyzna;Nowoczesna;specjalista polityki społecznej
KOBW;KKW;24;KANDYBA;Piotr;Mężczyzna;PORP;magister inżynier technologii żywności
KONFEDERACJA;KWPP;1;WAWER;Michał Jan;Mężczyzna;KWiN;radca prawny
KONFEDERACJA;KWPP;2;PAZIO;Rafał Piotr;Mężczyzna;BEZP;nauczyciel
KONFEDERACJA;KWPP;3;NIEZNAŃSKI;Michał;Mężczyzna;RuchNarodowy;przedstawiciel handlowy
KONFEDERACJA;KWPP;4;KORWIN-MIKKE;Jacek Baltazar;Mężczyzna;Korwin;przedsiębiorca
KONFEDERACJA;KWPP;5;CHMIELECKI;Bogdan Jerzy;Mężczyzna;BEZP;inżynier elektryk
KONFEDERACJA;KWPP;6;CYNKIER;Tomasz Jan;Mężczyzna;RuchNarodowy;politolog
KONFEDERACJA;KWPP;7;ŚLIWA;Anna Małgorzata;Kobieta;BEZP;fizjoterapeuta
KONFEDERACJA;KWPP;8;TROCHANOWSKA;Beata Elżbieta;Kobieta;BEZP;politolog
KONFEDERACJA;KWPP;9;FILIPEK;Piotr;Mężczyzna;RuchNarodowy;prawnik
KONFEDERACJA;KWPP;10;WITASZEK;Zbigniew;Mężczyzna;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;11;LECH-RĄCZKA;Teresa;Kobieta;BEZP;przedsiębiorca
KONFEDERACJA;KWPP;12;ŻOŁEK;Julia Maria;Kobieta;RuchNarodowy;student
KONFEDERACJA;KWPP;13;JANIK;Michał Jan;Mężczyzna;członek partii politycznej: Kongres Nowej Prawicy;programista
KONFEDERACJA;KWPP;14;LUTY;Edyta Agnieszka;Kobieta;BEZP;administrator baz danych
KONFEDERACJA;KWPP;15;SKWARSKI;Adam Andrzej;Mężczyzna;RuchNarodowy;trener
KONFEDERACJA;KWPP;16;PINTARA;Anna Jadwiga;Kobieta;RuchNarodowy;statystyk
KONFEDERACJA;KWPP;17;BAJKOWSKI;Rafał;Mężczyzna;RuchNarodowy;motorniczy
KONFEDERACJA;KWPP;18;DROŻDŻ;Piotr Dariusz;Mężczyzna;Korwin;przedsiębiorca
KONFEDERACJA;KWPP;19;PUŁAWSKI;Sebastian;Mężczyzna;RuchNarodowy;specjalista ds. marketingu i handlu
KONFEDERACJA;KWPP;20;RUMIŃSKA;Anna Patrycja;Kobieta;BEZP;nauczyciel matematyki
KONFEDERACJA;KWPP;21;STERKOWSKA;Ewelina;Kobieta;BEZP;higienistka stomatologiczna
KONFEDERACJA;KWPP;22;TOTT;Karol Tadeusz;Mężczyzna;RuchNarodowy;inzynier budownictwa
KONFEDERACJA;KWPP;23;CHOJNACKA;Grażyna Wiesława;Kobieta;BEZP;kierownik restauracji
KONFEDERACJA;KWPP;24;SMUNIEWSKI;Konrad Paweł;Mężczyzna;RuchNarodowy;dziennikarz
PiS;KWPP;1;POROWSKA;Violetta Teresa;Kobieta;PiS;wyższy urzędnik państwowy
PiS;KWPP;2;CZOCHARA;Katarzyna Beata;Kobieta;PiS;filolog germański
PiS;KWPP;3;KOWALSKI;Janusz Marcin;Mężczyzna;BEZP;specjalista analizy i rozwoju rynku
PiS;KWPP;4;BORTNICZUK;Kamil;Mężczyzna;PorozumienieJarosławaGowina;parlamentarzysta
PiS;KWPP;5;DUDA;Antoni Eugeniusz;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;6;KŁOSOWSKI;Sławomir;Mężczyzna;PiS;nauczyciel
PiS;KWPP;7;NASZKIEWICZ;Jerzy Kazimierz;Mężczyzna;PiS;pracownik biurowy
PiS;KWPP;8;CHRZANOWSKI;Andrzej;Mężczyzna;PiS;dyrektor infrastruktury
PiS;KWPP;9;BARAŃSKA;Teresa;Kobieta;PiS;przedstawiciel władzy samorządowej
PiS;KWPP;10;BUŁA;Damian Jakub;Mężczyzna;PiS;politolog, specjalista do spraw ustrojowo-samorządowych
PiS;KWPP;11;KOMARZYŃSKI;Wojciech Stanisław;Mężczyzna;PiS;przedstawiciel władzy samorządowej
PiS;KWPP;12;KITAJGRODZKI;Zbigniew;Mężczyzna;PiS;adwokat
PiS;KWPP;13;MARKOWSKI;Marko Piotr;Mężczyzna;PiS;pracownik administracyjny
PiS;KWPP;14;OGNISTY;Tomasz Szczepan;Mężczyzna;PiS;specjalista do spraw rolnictwa
PiS;KWPP;15;KOLBEK;Dariusz Stanisław;Mężczyzna;PiS;nauczyciel
PiS;KWPP;16;BRATOSIEWICZ;Zbigniew Józef;Mężczyzna;BEZP;przedstawiciel władzy samorządowej
PiS;KWPP;17;CHABRASZEWSKA;Anna;Kobieta;PiS;nauczyciel języka obcego
PiS;KWPP;18;MAJERSKA;Izabela Barbara;Kobieta;PiS;naczelnik/kierownik wydziału
PiS;KWPP;19;STASIOROWSKA;Anna Katarzyna;Kobieta;PiS;pracownik obsługi biurowej
PiS;KWPP;20;DEPTUŁA;Adam;Mężczyzna;PiS;nauczyciel akademicki - nauki techniczne
PiS;KWPP;21;KOLEMBA-GASCHKA;Martyna Maria;Kobieta;BEZP;specjalista do spraw public relations
PiS;KWPP;22;GRZEBIŃSKA;Anna;Kobieta;PiS;technolog żywności
PiS;KWPP;23;ŻUKOWSKA-JACYKOWSKA;Maria Magdalena;Kobieta;PiS;specjalista analizy i rozwoju rynku
PiS;KWPP;24;OCIEPA;Marcin Michał;Mężczyzna;PorozumienieJarosławaGowina;nauczyciel akademicki
PSL;KWPP;1;KUKIZ;Paweł Piotr;Mężczyzna;BEZP;muzyk
PSL;KWPP;2;RAKOCZY;Stanisław;Mężczyzna;PSL;przedstawiciel władzy samorządowej
PSL;KWPP;3;GRABOWSKI;Paweł;Mężczyzna;BEZP;radca prawny
PSL;KWPP;4;KONOPKA;Antoni Jacek;Mężczyzna;PSL;rolnik
PSL;KWPP;5;POŚPIECH;Piotr;Mężczyzna;PSL;prawnik
PSL;KWPP;6;OSZAŃCA;Marcin Krzysztof;Mężczyzna;PSL;przedstawiciel władzy samorządowej
PSL;KWPP;7;ZAGOLA;Agnieszka Izabela;Kobieta;PSL;prezes spółki
PSL;KWPP;8;JAGIEŁŁO;Wojciech Jan;Mężczyzna;BEZP;pracownik samorządowy
PSL;KWPP;9;GŁOWACKI;Kazimierz;Mężczyzna;PSL;pośrednik obrotu nieruchomościami
PSL;KWPP;10;WICIAK;Tomasz Paweł;Mężczyzna;PSL;przedstawiciel władzy samorządowej
PSL;KWPP;11;ZAJĄC;Barbara;Kobieta;PSL;przedstawiciel władzy samorządowej
PSL;KWPP;12;KRZESIŃSKI;Jan;Mężczyzna;PSL;przedstawiciel władzy samorządowej
PSL;KWPP;13;MALIK-MENDELSKA;Katarzyna Agnieszka;Kobieta;BEZP;politolog
PSL;KWPP;14;MARKIEWICZ;Jolanta;Kobieta;BEZP;doradca zawodowy
PSL;KWPP;15;KAŁWAK;Leszek;Mężczyzna;PSL;rolnik
PSL;KWPP;16;KUPNY;Danuta Teresa;Kobieta;BEZP;dyrektor placówki opiekuńczo-wychowawczej
PSL;KWPP;17;ZAWIŚLAK;Alicja;Kobieta;BEZP;przedstawiciel władzy samorządowej
PSL;KWPP;18;GAJDA;Ryszard Jan;Mężczyzna;PSL;inspektor bezpieczeństwa i higieny pracy
PSL;KWPP;19;LEWIŃSKA;Bożena Zofia;Kobieta;PSL;lekarz medycyny
PSL;KWPP;20;KROK;Miłosz Stanisław;Mężczyzna;BEZP;nauczyciel
PSL;KWPP;21;WIECZOREK-GRINER;Agnieszka Danuta;Kobieta;BEZP;ekonomista
PSL;KWPP;22;ŚMIGIELSKA;Maria Ewa;Kobieta;BEZP;nauczyciel akademicki - nauki o ziemi
PSL;KWPP;23;HANKUS;Mirosław;Mężczyzna;PSL;kierownik oddziału utrzymania ruchu i remontów
