teryt;xteryt;gmina;typ;coord;onum;oname;komitet;nrk;nz;im;plec;partia;ret;onumo;trans
081102;1;Żary;gm;51.6245895,15.1454695;8;Zielona Góra;PiS;11;WERSTLER-WOJTASZEK;Joanna Magdalena;Kobieta;PiS;[0];-1;
080805;3;Świebodzin;gmw;52.2428495,15.528422;8;Zielona Góra;PiS;12;MOLICKA;Anita Agnieszka;Kobieta;PiS;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;PiS;13;RAFALSKI;Tomasz Rafał;Mężczyzna;PiS;[0];-1;
080704;3;Sulęcin;gmw;52.4368815,15.2099715;8;Zielona Góra;PiS;14;TRZPIS;Gabriela Marianna;Kobieta;PiS;[1];8;8==8
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;PiS;15;PORWICH;Jarosław;Mężczyzna;BEZP;[1];8;8==8
080301;2;Bledzew;gw;52.518571,15.4129995;8;Zielona Góra;PiS;16;GRABAREK;Grzegorz;Mężczyzna;PiS;[1];8;8==8
080904;3;Kargowa;gmw;52.0650565,15.8701725;8;Zielona Góra;PiS;17;SZUŁCIK;Alicja;Kobieta;PiS;[0];-1;
080101;1;Kostrzyn nad Odrą;gm;52.6162795,14.6401525;8;Zielona Góra;PiS;18;JASZCZ;Mieczysław;Mężczyzna;PiS;[1];8;8==8
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;PiS;19;RONOWICZ;Bożena;Kobieta;PiS;[0];-1;
080505;3;Słubice;gmw;52.3601675,14.6377905;8;Zielona Góra;PiS;20;GÓRSKA;Anna;Kobieta;BEZP;[1];18;18=>8
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;PiS;21;KUJTKOWSKA;Marzanna Nina;Kobieta;PiS;[0];-1;
081002;1;Żagań;gm;51.6149845,15.3156675;8;Zielona Góra;PiS;22;SŁOMIŃSKA;Urszula Kazimiera;Kobieta;PiS;[0];-1;
081106;3;Lubsko;gmw;51.81694,14.9790225;8;Zielona Góra;PiS;23;CZERNIAWSKI;Krzysztof Władysław;Mężczyzna;PiS;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;PiS;24;PIEŃKOWSKI;Sebastian;Mężczyzna;PiS;[0];-1;
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;PSL;1;FEDAK;Jolanta Beata;Kobieta;PSL;[1];8;8==8
080604;3;Strzelce Krajeńskie;gmw;52.904419,15.485977;8;Zielona Góra;PSL;2;ŚWIREPO;Jan;Mężczyzna;PSL;[1];8;8==8
080505;3;Słubice;gmw;52.3601675,14.6377905;8;Zielona Góra;PSL;3;GROC;Artur Dariusz;Mężczyzna;BEZP;[0];-1;
080104;2;Kłodawa;gw;52.832065,15.256759;8;Zielona Góra;PSL;4;KRÓL;Roman Stanisław;Mężczyzna;PSL;[1];8;8==8
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;PSL;5;HARĘŹLAK;Wioleta Elżbieta;Kobieta;BEZP;[0];-1;
081003;2;Brzeźnica;gw;51.7122055,15.403878;8;Zielona Góra;PSL;6;TOMCZYSZYN;Stanisław;Mężczyzna;PSL;[1];8;8==8
080302;3;Międzyrzecz;gmw;52.4394855,15.5822225;8;Zielona Góra;PSL;7;PLEWA;Zofia Teresa;Kobieta;PSL;[0];-1;
080306;3;Trzciel;gmw;52.360494,15.7595635;8;Zielona Góra;PSL;8;KACZMAREK;Jarosław Józef;Mężczyzna;PSL;[1];8;8==8
080805;3;Świebodzin;gmw;52.2428495,15.528422;8;Zielona Góra;PSL;9;KOŁODZIEJ;Zbigniew Jan;Mężczyzna;PSL;[1];8;8==8
080201;1;Gubin;gm;51.9572605,14.74905;8;Zielona Góra;PSL;10;CZEREPKO;Iwona Agnieszka;Kobieta;BEZP;[0];-1;
080206;3;Krosno Odrzańskie;gmw;52.0542585,15.098567;8;Zielona Góra;PSL;11;CHINALSKA;Anna;Kobieta;PSL;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;PSL;12;DĘBICKA;Anna Wiesława;Kobieta;BEZP;[0];-1;
081102;1;Żary;gm;51.6245895,15.1454695;8;Zielona Góra;PSL;13;KUMOR-PILARCZYK;Izabela Ewa;Kobieta;PSL;[0];-1;
080604;3;Strzelce Krajeńskie;gmw;52.904419,15.485977;8;Zielona Góra;PSL;14;HALASZ;Marek;Mężczyzna;PSL;[0];-1;
080501;3;Cybinka;gmw;52.1886235,14.7981425;8;Zielona Góra;PSL;15;KULCZYŃSKI;Sławomir;Mężczyzna;PSL;[0];-1;
080401;1;Nowa Sól;gm;51.803404,15.7118515;8;Zielona Góra;PSL;16;OLEJNICZAK;Mirosław Wojciech;Mężczyzna;PSL;[0];-1;
080904;3;Kargowa;gmw;52.0650565,15.8701725;8;Zielona Góra;PSL;17;WRÓBLEWSKI;Dariusz Jerzy;Mężczyzna;BEZP;[1];8;8==8
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;PSL;18;GEMBARA;Andrzej Janusz;Mężczyzna;PSL;[0];-1;
080101;1;Kostrzyn nad Odrą;gm;52.6162795,14.6401525;8;Zielona Góra;PSL;19;SOŁTYS;Antoni Józef;Mężczyzna;PSL;[0];-1;
081201;3;Sława;gmw;51.877581,16.013443;8;Zielona Góra;PSL;20;STAROSTA;Waldemar Henryk;Mężczyzna;PSL;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;PSL;21;SZUMNA;Wanda Elżbieta;Kobieta;BEZP;[0];-1;
080405;2;Nowa Sól;gw;51.82736,15.7854455;8;Zielona Góra;PSL;22;KOMAR;Anna Sylwia;Kobieta;PSL;[1];8;8==8
080206;3;Krosno Odrzańskie;gmw;52.0542585,15.098567;8;Zielona Góra;PSL;23;BRYSZEWSKA;Krystyna;Kobieta;BEZP;[0];-1;
080204;2;Dąbie;gw;51.9787835,15.173017;8;Zielona Góra;PSL;24;MEJZA;Łukasz;Mężczyzna;BEZP;[0];-1;
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;KONFEDERACJA;1;KAMIŃSKI;Krystian Patryk;Mężczyzna;RuchNarodowy;[0];-1;
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;KONFEDERACJA;2;PACHNIK-ŁODZIŃSKA;Beata Zofia;Kobieta;RuchNarodowy;[0];-1;
081003;2;Brzeźnica;gw;51.7122055,15.403878;8;Zielona Góra;KONFEDERACJA;3;SYGUTOWSKI;Marcin;Mężczyzna;BEZP;[0];-1;
080504;3;Rzepin;gmw;52.370654,14.7933785;8;Zielona Góra;KONFEDERACJA;4;SZYMAŃSKI;Piotr Jan;Mężczyzna;RuchNarodowy;[0];-1;
081104;3;Jasień;gmw;51.7633535,15.0423885;8;Zielona Góra;KONFEDERACJA;5;PALUCH;Michał Marcin;Mężczyzna;BEZP;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;KONFEDERACJA;6;KAMRAD;Paweł;Mężczyzna;RuchNarodowy;[0];-1;
080106;2;Santok;gw;52.7557585,15.440737;8;Zielona Góra;KONFEDERACJA;7;BANYŚ;Marek;Mężczyzna;BEZP;[0];-1;
080408;2;Siedlisko;gw;51.7654295,15.8886455;8;Zielona Góra;KONFEDERACJA;8;SREBNIAK-BUSZEWSKA;Marta Maria;Kobieta;BEZP;[0];-1;
080805;3;Świebodzin;gmw;52.2428495,15.528422;8;Zielona Góra;KONFEDERACJA;9;BORKOWSKI;Rafał Jan;Mężczyzna;BEZP;[0];-1;
080206;3;Krosno Odrzańskie;gmw;52.0542585,15.098567;8;Zielona Góra;KONFEDERACJA;10;WASZCZUK;Karol Stanisław;Mężczyzna;BEZP;[0];-1;
080802;2;Łagów;gw;52.28664,15.2485395;8;Zielona Góra;KONFEDERACJA;11;RUTKOWSKI;Grzegorz Dariusz;Mężczyzna;RuchNarodowy;[0];-1;
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;KONFEDERACJA;12;CANTEMIR;Urszula Teresa;Kobieta;BEZP;[0];-1;
080404;3;Kożuchów;gmw;51.764818,15.581407;8;Zielona Góra;KONFEDERACJA;13;WASYLCIÓW;Piotr Kazimierz;Mężczyzna;BEZP;[0];-1;
020301;1;Głogów;gm;51.670178,16.0435715;8;Zielona Góra;KONFEDERACJA;14;LADRA;Karolina Maria;Kobieta;BEZP;[0];-1;
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;KONFEDERACJA;15;MASTERNAK;Agnieszka Janina;Kobieta;RuchNarodowy;[0];-1;
080705;3;Torzym;gmw;52.308189,15.055646;8;Zielona Góra;KONFEDERACJA;16;KIESZEWICZ;Krzysztof Dominik;Mężczyzna;BEZP;[0];-1;
080401;1;Nowa Sól;gm;51.803404,15.7118515;8;Zielona Góra;KONFEDERACJA;17;KAROWSKA;Danuta Irena;Kobieta;BEZP;[0];-1;
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;KONFEDERACJA;18;KOSICKA-DOMBEK;Anna Agnieszka;Kobieta;BEZP;[0];-1;
081110;2;Żary;gw;51.66475,15.1091685;8;Zielona Góra;KONFEDERACJA;19;DOMARADZKI;Andrzej;Mężczyzna;RuchNarodowy;[0];-1;
020301;1;Głogów;gm;51.670178,16.0435715;8;Zielona Góra;KONFEDERACJA;20;KOPACKA;Emilia Małgorzata;Kobieta;BEZP;[0];-1;
080407;3;Otyń;gmw;51.8569295,15.6777485;8;Zielona Góra;KONFEDERACJA;21;KOŚCIELNY;Maciej;Mężczyzna;RuchNarodowy;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;KONFEDERACJA;22;PIĄTKOWSKA;Karolina;Kobieta;BEZP;[0];-1;
081007;3;Szprotawa;gmw;51.5700065,15.595512;8;Zielona Góra;KONFEDERACJA;23;JABŁOŃSKI;Henryk;Mężczyzna;RuchNarodowy;[0];-1;
080104;2;Kłodawa;gw;52.832065,15.256759;8;Zielona Góra;KONFEDERACJA;24;ŁOPATOWSKI;Krzysztof Michał;Mężczyzna;BEZP;[0];-1;
080503;3;Ośno Lubuskie;gmw;52.4501815,14.895518;8;Zielona Góra;KOBW;1;ANIŚKO;Tomasz Witold;Mężczyzna;Zieloni;[0];-1;
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;KOBW;2;SŁUGOCKI;Waldemar Jan;Mężczyzna;PORP;[0];-1;
080104;2;Kłodawa;gw;52.832065,15.256759;8;Zielona Góra;KOBW;3;SIBIŃSKA;Krystyna Mieczysława;Kobieta;PORP;[1];8;8==8
080802;2;Łagów;gw;52.28664,15.2485395;8;Zielona Góra;KOBW;4;OSOS;Katarzyna;Kobieta;PORP;[1];8;8==8
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;KOBW;5;WIERCHOWICZ;Jerzy;Mężczyzna;PORP;[1];8;8==8
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;KOBW;6;KUCHARSKI;Tomasz Bogusław;Mężczyzna;PORP;[1];8;8==8
080505;3;Słubice;gmw;52.3601675,14.6377905;8;Zielona Góra;KOBW;7;JABŁOŃSKI;Marcin Artur;Mężczyzna;PORP;[0];-1;
080104;2;Kłodawa;gw;52.832065,15.256759;8;Zielona Góra;KOBW;8;PAHL;Witold;Mężczyzna;PORP;[0];-1;
080407;3;Otyń;gmw;51.8569295,15.6777485;8;Zielona Góra;KOBW;9;POTĘGA;Grzegorz Michał;Mężczyzna;PORP;[0];-1;
081007;3;Szprotawa;gmw;51.5700065,15.595512;8;Zielona Góra;KOBW;10;BRODZIŃSKA;Cecylia;Kobieta;PORP;[0];-1;
081102;1;Żary;gm;51.6245895,15.1454695;8;Zielona Góra;KOBW;11;NAPIÓRKOWSKI;Olaf Krzysztof;Mężczyzna;BEZP;[0];-1;
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;KOBW;12;MAGDZIAREK;Krystyna Maria;Kobieta;Nowoczesna;[0];-1;
080206;3;Krosno Odrzańskie;gmw;52.0542585,15.098567;8;Zielona Góra;KOBW;13;SUJAK;Radosław Zenon;Mężczyzna;PORP;[0];-1;
080705;3;Torzym;gmw;52.308189,15.055646;8;Zielona Góra;KOBW;14;WDOWIAK;Agata Małgorzata;Kobieta;BEZP;[0];-1;
081203;3;Wschowa;gmw;51.816705,16.2896475;8;Zielona Góra;KOBW;15;KOLA;Krzysztof Stanisław;Mężczyzna;BEZP;[0];-1;
080901;3;Babimost;gmw;52.153774,15.801631;8;Zielona Góra;KOBW;16;JĄGOWSKA;Alina Wanda;Kobieta;PORP;[0];-1;
081002;1;Żagań;gm;51.6149845,15.3156675;8;Zielona Góra;KOBW;17;KOWALSKI;Piotr Stanisław;Mężczyzna;PORP;[0];-1;
080704;3;Sulęcin;gmw;52.4368815,15.2099715;8;Zielona Góra;KOBW;18;MALINOWSKA;Danuta Teresa;Kobieta;PORP;[0];-1;
080906;3;Sulechów;gmw;52.0944715,15.5755185;8;Zielona Góra;KOBW;19;BRODZIKOWSKI;Miłosz Mateusz;Mężczyzna;PORP;[0];-1;
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;KOBW;20;PABIEROWSKI;Marcin Bogusław;Mężczyzna;PORP;[0];-1;
081203;3;Wschowa;gmw;51.816705,16.2896475;8;Zielona Góra;KOBW;21;KRAŚNY;Marek Mirosław;Mężczyzna;PORP;[1];8;8==8
080805;3;Świebodzin;gmw;52.2428495,15.528422;8;Zielona Góra;KOBW;22;KOZAK;Elżbieta;Kobieta;BEZP;[0];-1;
080404;3;Kożuchów;gmw;51.764818,15.581407;8;Zielona Góra;KOBW;23;KANIEWSKA;Jolanta Teresa;Kobieta;PORP;[0];-1;
080303;2;Przytoczna;gw;52.5810995,15.6866095;8;Zielona Góra;KOBW;24;ZABOROWSKI;Bogusław Michał;Mężczyzna;PORP;[0];-1;
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;SLD;1;KUCHARSKA-DZIEDZIC;Anita Agnieszka;Kobieta;Wiosna;[0];-1;
080906;3;Sulechów;gmw;52.0944715,15.5755185;8;Zielona Góra;SLD;2;WONTOR;Bogusław Tadeusz;Mężczyzna;SLD;[1];8;8==8
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;SLD;3;RUSZKOWSKA;Adrianna;Kobieta;LRazem;[1];8;8==8
080107;3;Witnica;gmw;52.689338,14.8599835;8;Zielona Góra;SLD;4;STOJANOWSKI;Artur;Mężczyzna;BEZP;[0];-1;
081109;2;Tuplice;gw;51.6943215,14.8920175;8;Zielona Góra;SLD;5;GARGUL;Anna;Kobieta;LRazem;[0];-1;
080906;3;Sulechów;gmw;52.0944715,15.5755185;8;Zielona Góra;SLD;6;STARSZAK;Wojciech Kazimierz;Mężczyzna;SLD;[0];-1;
080101;1;Kostrzyn nad Odrą;gm;52.6162795,14.6401525;8;Zielona Góra;SLD;7;OCH;Ewa Maria;Kobieta;SLD;[0];-1;
080505;3;Słubice;gmw;52.3601675,14.6377905;8;Zielona Góra;SLD;8;ŁYSIAK;Bernard Krzysztof;Mężczyzna;LRazem;[1];8;8==8
080302;3;Międzyrzecz;gmw;52.4394855,15.5822225;8;Zielona Góra;SLD;9;BUZAREWICZ-KOWAL;Irena;Kobieta;BEZP;[0];-1;
081102;1;Żary;gm;51.6245895,15.1454695;8;Zielona Góra;SLD;10;HAŁABURA;Damian Karol;Mężczyzna;BEZP;[0];-1;
080602;3;Drezdenko;gmw;52.82876,15.7788645;8;Zielona Góra;SLD;11;RAKSA;Iwona Marzena;Kobieta;BEZP;[1];8;8==8
080906;3;Sulechów;gmw;52.0944715,15.5755185;8;Zielona Góra;SLD;12;WŁODEK;Waldemar Jacek;Mężczyzna;BEZP;[0];-1;
081203;3;Wschowa;gmw;51.816705,16.2896475;8;Zielona Góra;SLD;13;BĄK;Monika;Kobieta;BEZP;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;SLD;14;ROŻEK;Eugeniusz;Mężczyzna;LRazem;[0];-1;
080101;1;Kostrzyn nad Odrą;gm;52.6162795,14.6401525;8;Zielona Góra;SLD;15;SZKUDLAREK;Julita Monika;Kobieta;BEZP;[1];8;8==8
080602;3;Drezdenko;gmw;52.82876,15.7788645;8;Zielona Góra;SLD;16;WALCZAK;Tomasz;Mężczyzna;BEZP;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;SLD;17;ŻEGILEWICZ - ZAWADZKA;Katarzyna Magdalena;Kobieta;SLD;[0];-1;
080906;3;Sulechów;gmw;52.0944715,15.5755185;8;Zielona Góra;SLD;18;WITA;Paweł;Mężczyzna;BEZP;[0];-1;
321101;2;Dobra (Szczecińska);gw;53.493948,14.392785;8;Zielona Góra;SLD;19;KOMAJDA;Natalia Roksana;Kobieta;LRazem;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;SLD;20;SOKOŁOWSKI;Leszek;Mężczyzna;Nowoczesna;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;SLD;21;GRANDE;Julieta;Kobieta;BEZP;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;SLD;22;WIŚNIEWSKI;Wacław Andrzej;Mężczyzna;BEZP;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;SLD;23;DRUBKOWSKA;Monika;Kobieta;BEZP;[0];-1;
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;SLD;24;SZMYTKOWSKI;Michał Paweł;Mężczyzna;LRazem;[1];8;8==8
146507;1;Mst Warszawa (a);mm;52.233002,21.0614195;9;Łódź;PiS;1;GLIŃSKI;Piotr Tadeusz;Mężczyzna;PiS;[1];9;9==9
102009;2;Zgierz;gw;51.9356265,19.386266;9;Łódź;PiS;2;RAU;Zbigniew Włodzimierz;Mężczyzna;BEZP;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;3;BUDA;Waldemar Grzegorz;Mężczyzna;PiS;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;4;ADAMCZYK;Piotr;Mężczyzna;PiS;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;5;FISIAK;Włodzimierz;Mężczyzna;PorozumienieJarosławaGowina;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;6;KACZOROWSKA;Alicja Grażyna;Kobieta;PiS;[1];9;9==9
102101;1;Brzeziny;gm;51.800661,19.7494345;9;Łódź;PiS;7;SASIN;Roman;Mężczyzna;PiS;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;8;CIEPLUCHA;Piotr Paweł;Mężczyzna;BEZP;[0];-1;
102102;2;Brzeziny;gw;51.817688,19.7397555;9;Łódź;PiS;9;KOBIERA;Renata Agnieszka;Kobieta;PiS;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;10;JAKUBOWSKI;Jacek Grzegorz;Mężczyzna;PiS;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;11;WĘCŁAW;Halina;Kobieta;PiS;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;12;ANIELAK;Tomasz Lucjan;Mężczyzna;PiS;[0];-1;
100610;3;Rzgów;gmw;51.6579335,19.5095375;9;Łódź;PiS;13;ŁUCZYŃSKA;Justyna Aleksandra;Kobieta;PiS;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;14;PIETRZAK;Sławomir;Mężczyzna;PiS;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;15;LIK;Krzysztof Jerzy;Mężczyzna;PiS;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;16;PRZYBYŁ;Anna;Kobieta;PiS;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;17;LEWANDOWSKA;Barbara;Kobieta;PiS;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;18;EMANUEL;Sławomir;Mężczyzna;PiS;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;19;KARDAS;Paulina Marianna;Kobieta;PiS;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;PiS;20;TOMASZEWSKI;Włodzimierz;Mężczyzna;PorozumienieJarosławaGowina;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;1;TRELA;Tomasz Dominik;Mężczyzna;SLD;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;2;GILL-PIĄTEK;Hanna Beata;Kobieta;Wiosna;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;3;KWIATKOWSKI;Michał Wojciech;Mężczyzna;LRazem;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;4;PAWŁOWSKI;Sylwester Stefan;Mężczyzna;SLD;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;5;FRĄCZAK;Tomasz;Mężczyzna;Wiosna;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;6;URBAŃCZYK;Martyna Natalia;Kobieta;LRazem;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;7;WIETESKA;Agnieszka Maria;Kobieta;SLD;[0];-1;
100607;3;Koluszki;gmw;51.721741,19.8264845;9;Łódź;SLD;8;MARKOWSKA-KURC;Maria Wanda;Kobieta;BEZP;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;9;RACHALEWSKI;Michał Cezary;Mężczyzna;LRazem;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;10;OLEJNICZAK;Michał Andrzej;Mężczyzna;BEZP;[0];-1;
100602;2;Andrespol;gw;51.721483,19.6444125;9;Łódź;SLD;11;MELANIUK;Patrycja Karolina;Kobieta;BEZP;[0];-1;
101901;1;Zduńska Wola;gm;51.5952275,18.9647825;9;Łódź;SLD;12;WOJCIECHOWSKI;Igor Marcin;Mężczyzna;Wiosna;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;13;ŚWIDERSKA;Beata Katarzyna;Kobieta;BEZP;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;14;SOKOŁOWICZ;Mariusz Paweł;Mężczyzna;BEZP;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;15;WOJECH;Adam;Mężczyzna;SLD;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;16;MINKIEWICZ;Tomasz Jacek;Mężczyzna;LRazem;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;17;KOŁACIŃSKI;Jakub Zdzisław;Mężczyzna;członek partii politycznej: Polska Partia Socjalistyczna;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;18;PAWLIK-NOWACKA;Wioleta Kamila;Kobieta;SLD;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;19;PĘDZIWIATR;Elżbieta Bogumiła;Kobieta;BEZP;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;SLD;20;BORS;Piotr Marcin;Mężczyzna;SLD;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;1;GRABARCZYK;Tomasz Michał;Mężczyzna;KWiN;[0];-1;
106301;1;Skierniewice;mm;51.958073,20.169118;9;Łódź;KONFEDERACJA;2;ANTONIAK;Adrian;Mężczyzna;RuchNarodowy;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;3;LIPCZYK;Krzysztof Gniewomir;Mężczyzna;BEZP;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;4;KAMIŃSKI;Michał Antoni;Mężczyzna;BEZP;[0];-1;
100602;2;Andrespol;gw;51.721483,19.6444125;9;Łódź;KONFEDERACJA;5;LUTOMSKI;Dawid Sebastian;Mężczyzna;BEZP;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;6;STANGRECIAK;Ryszard Józef;Mężczyzna;BEZP;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;7;JAWORNIK;Piotr;Mężczyzna;BEZP;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;8;SŁOTA;Tomasz Andrzej;Mężczyzna;Korwin;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;9;MAZUR;Joanna Sylwia;Kobieta;BEZP;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;10;ZIEMBA;Dariusz Zdzisław;Mężczyzna;RuchNarodowy;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;11;DOMAGAŁA;Klaudia Ewa;Kobieta;BEZP;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;12;GRANISZ;Patryk Tadeusz;Mężczyzna;RuchNarodowy;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;13;GÓRSKI;Wojciech Antoni;Mężczyzna;Korwin;[0];-1;
146514;1;Mst Warszawa (a);mm;52.233002,21.0614195;9;Łódź;KONFEDERACJA;14;KORWIN-MIKKE;Anna;Kobieta;BEZP;[1];18;18=>9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;15;CIEŚLAK;Anna Paulina;Kobieta;BEZP;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;16;CIUPKA;Bogusław Piotr;Mężczyzna;RuchNarodowy;[0];-1;
102102;2;Brzeziny;gw;51.817688,19.7397555;9;Łódź;KONFEDERACJA;17;SZCZESEK;Marzena Elżbieta;Kobieta;RuchNarodowy;[0];-1;
102102;2;Brzeziny;gw;51.817688,19.7397555;9;Łódź;KONFEDERACJA;18;MODRZEJEWSKA;Justyna Katarzyna;Kobieta;Korwin;[1];9;9==9
260101;3;Busko-Zdrój;gmw;50.4655105,20.761414;9;Łódź;KONFEDERACJA;19;GACEK;Aleksandra Kamila;Kobieta;BEZP;[0];-1;
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KONFEDERACJA;20;KICOWSKI;Przemysław Patryk;Mężczyzna;BEZP;[1];9;9==9
106101;1;Łódź (a);mm;51.77348,19.4804095;9;Łódź;KOBW;1;ZIMOCH;Tomasz Franciszek;Mężczyzna;BEZP;[0];-1;
