teryt;xteryt;gmina;typ;coord;onum;oname;komitet;nrk;nz;im;plec;partia;ret;onumo;trans
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KONFEDERACJA;27;FLIS;Anna Joanna;Kobieta;BEZP;[0];-1;
060904;2;Garbów;gw;51.372322,22.343987;6;Lublin;KONFEDERACJA;28;KUPISZ;Szczepan;Mężczyzna;RuchNarodowy;[0];-1;
061701;1;Świdnik (a);gm;51.2167125,22.6849365;6;Lublin;KONFEDERACJA;29;PANASIUK;Piotr Adam;Mężczyzna;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;1;MUCHA;Joanna;Kobieta;PORP;[1];6;6==6
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;2;KRAWCZYK;Michał Mateusz;Mężczyzna;PORP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;3;WCISŁO;Marta Anna;Kobieta;PORP;[1];6;6==6
061409;2;Puławy;gw;51.4592885,21.8969085;6;Lublin;KOBW;4;NAKONIECZNY;Paweł Krzysztof;Mężczyzna;PORP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;5;LISOWSKA;Bożena Grażyna;Kobieta;PORP;[1];6;6==6
060701;1;Kraśnik;gm;50.943372,22.2134935;6;Lublin;KOBW;6;BABISZ;Krzysztof;Mężczyzna;PORP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;7;KOMORSKI;Krzysztof;Mężczyzna;PORP;[0];-1;
061003;3;Łęczna;gmw;51.3003235,22.862409;6;Lublin;KOBW;8;BOJARSKI;Krzysztof;Mężczyzna;PORP;[1];6;6==6
060902;2;Borzechów;gw;51.080673,22.254929;6;Lublin;KOBW;9;ORGASIŃSKI;Lucjan;Mężczyzna;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;10;WASILEWSKA;Bożenna;Kobieta;BEZP;[0];-1;
061701;1;Świdnik (a);gm;51.2167125,22.6849365;6;Lublin;KOBW;11;BIAŁOWĄS;Waldemar Franciszek;Mężczyzna;PORP;[1];6;6==6
061105;2;Łuków;gw;51.9399335,22.3471675;6;Lublin;KOBW;12;JUCHNIKOWSKI;Józef Stanisław;Mężczyzna;BEZP;[0];-1;
060801;1;Lubartów;gm;51.4584075,22.6058695;6;Lublin;KOBW;13;GUZ;Sylwia Stanisława;Kobieta;BEZP;[0];-1;
060701;1;Kraśnik;gm;50.943372,22.2134935;6;Lublin;KOBW;14;KUREK;Paweł Tomasz;Mężczyzna;Nowoczesna;[0];-1;
061701;1;Świdnik (a);gm;51.2167125,22.6849365;6;Lublin;KOBW;15;SZABAŁA;Magdalena Anna;Kobieta;BEZP;[0];-1;
061101;1;Łuków;gm;51.9252495,22.385424;6;Lublin;KOBW;16;TRYBOŃ;Maciej Stefan;Mężczyzna;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;17;DUNECKA;Małgorzata Teresa;Kobieta;BEZP;[0];-1;
060908;2;Konopnica;gw;51.2162555,22.4276795;6;Lublin;KOBW;18;KALBARCZYK;Adam Andrzej;Mężczyzna;BEZP;[1];6;6==6
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;19;BUCZEK;Tomasz Lech;Mężczyzna;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;20;HOŁDA;Joanna Sława;Kobieta;BEZP;[0];-1;
060905;2;Głusk;gw;51.1714745,22.5857725;6;Lublin;KOBW;21;FATYGA;Katarzyna;Kobieta;BEZP;[0];-1;
060907;2;Jastków;gw;51.294832,22.408424;6;Lublin;KOBW;22;GŁADYSZ;Krzysztof Andrzej;Mężczyzna;Nowoczesna;[0];-1;
061404;3;Kazimierz Dolny;gmw;51.3258535,21.987757;6;Lublin;KOBW;23;WOJCIECHOWSKA-JĘDRZEJCZYK;Magdalena Mariola;Kobieta;Zieloni;[0];-1;
061604;3;Ryki;gmw;51.6169185,21.9569845;6;Lublin;KOBW;24;MIŁOSZ;Michał Marcin;Mężczyzna;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;25;AUSZ;Mariusz Grzegorz;Mężczyzna;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;26;PADO;Anna Barbara;Kobieta;Nowoczesna;[0];-1;
061205;3;Opole Lubelskie;gmw;51.122102,21.989043;6;Lublin;KOBW;27;SZCZUCKI;Piotr;Mężczyzna;BEZP;[0];-1;
061601;1;Dęblin;gm;51.5672835,21.8743385;6;Lublin;KOBW;28;RAK;Marek;Mężczyzna;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;29;WIĘCEK;Katarzyna Dorota;Kobieta;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;6;Lublin;KOBW;30;JURKOWSKI;Zbigniew Wiktor;Mężczyzna;PORP;[1];6;6==6
066401;1;Zamość;mm;50.721398,23.248517;7;Chełm;PSL;1;SACHAJKO;Jarosław;Mężczyzna;BEZP;[1];7;7==7
062006;2;Miączyn;gw;50.7393895,23.552408;7;Chełm;PSL;2;BRATKOWSKI;Arkadiusz Tomasz;Mężczyzna;PSL;[1];7;7==7
060101;1;Międzyrzec Podlaski;gm;51.9810115,22.7768895;7;Chełm;PSL;3;LITWINIUK;Przemysław;Mężczyzna;PSL;[1];7;7==7
060203;2;Biłgoraj;gw;50.5543465,22.6728855;7;Chełm;PSL;4;RÓŻYŃSKI;Wiesław Marian;Mężczyzna;PSL;[1];7;7==7
060309;2;Ruda-Huta;gw;51.2225115,23.6187835;7;Chełm;PSL;5;SMAL;Kazimierz;Mężczyzna;PSL;[0];-1;
061901;1;Włodawa;gm;51.541286,23.533696;7;Chełm;PSL;6;ROMAŃCZUK;Andrzej;Mężczyzna;PSL;[0];-1;
061501;1;Radzyń Podlaski;gm;51.7768375,22.6263695;7;Chełm;PSL;7;SZYMALA;Anna;Kobieta;PSL;[0];-1;
061810;2;Telatyn;gw;50.5311735,23.8799535;7;Chełm;PSL;8;KOWALCZYK;Jan Franciszek;Mężczyzna;PSL;[1];7;7==7
060404;2;Hrubieszów;gw;50.8151225,23.9274595;7;Chełm;PSL;9;WIŚNIEWSKA;Anna;Kobieta;PSL;[0];-1;
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;PSL;10;SUSZCZYŃSKI;Sławomir Jan;Mężczyzna;BEZP;[1];7;7==7
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;PSL;11;MALESA;Marzena Jolanta;Kobieta;BEZP;[0];-1;
060610;2;Siennica Różana;gw;51.008476,23.3346675;7;Chełm;PSL;12;CZUBA;Agnieszka Renata;Kobieta;PSL;[0];-1;
066401;1;Zamość;mm;50.721398,23.248517;7;Chełm;PSL;13;PIWKO;Karolina;Kobieta;BEZP;[1];7;7==7
062008;2;Radecznica;gw;50.6933115,22.8296945;7;Chełm;PSL;14;WYPYCH;Teodora;Kobieta;BEZP;[0];-1;
066401;1;Zamość;mm;50.721398,23.248517;7;Chełm;PSL;15;STANIBUŁA;Ryszard Zbigniew;Mężczyzna;BEZP;[0];-1;
060307;2;Leśniowice;gw;51.001569,23.500717;7;Chełm;PSL;16;FORNAL;Mirosława Teresa;Kobieta;BEZP;[0];-1;
060401;1;Hrubieszów (c);gm;50.806795,23.890625;7;Chełm;PSL;17;KAMIŃSKA;Irena;Kobieta;BEZP;[1];1;1=>7
060207;3;Józefów;gmw;50.4937935,23.0681425;7;Chełm;PSL;18;NOWAK;Teresa;Kobieta;PSL;[0];-1;
061507;2;Ulan-Majorat;gw;51.8391575,22.4655885;7;Chełm;PSL;19;KOCZKODAJ;Bartosz;Mężczyzna;BEZP;[0];-1;
061801;1;Tomaszów Lubelski;gm;50.4478745,23.426498;7;Chełm;PSL;20;DZIUBA;Anna Bożena;Kobieta;PSL;[0];-1;
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;PSL;21;SIEMAKOWICZ;Grzegorz;Mężczyzna;PSL;[0];-1;
060109;2;Łomazy;gw;51.898354,23.166082;7;Chełm;PSL;22;WILBIK;Marek;Mężczyzna;BEZP;[0];-1;
060611;2;Żółkiewka;gw;50.895208,22.8441115;7;Chełm;PSL;23;NOSEK;Sławomir Paweł;Mężczyzna;PSL;[0];-1;
061304;3;Parczew;gmw;51.600647,22.9155965;7;Chełm;PSL;24;ZIELIŃSKI;Janusz;Mężczyzna;PSL;[0];-1;
061201;2;Chodel;gw;51.100421,22.144146;7;Chełm;BZPS;1;KOKOT;Jan;Mężczyzna;BEZP;[0];-1;
060107;2;Konstantynów;gw;52.209598,23.105798;7;Chełm;BZPS;2;KOZIARA;Ewa Małgorzata;Kobieta;BEZP;[0];-1;
061306;2;Siemień;gw;51.623911,22.7584945;7;Chełm;BZPS;3;ŁUKASIK;Rafał Mirosław;Mężczyzna;BEZP;[0];-1;
061508;2;Wohyń;gw;51.761783,22.799733;7;Chełm;BZPS;4;LANGA;Dariusz;Mężczyzna;PiS;[0];-1;
060101;1;Międzyrzec Podlaski;gm;51.9810115,22.7768895;7;Chełm;BZPS;5;CHIBOWSKI;Arkadiusz;Mężczyzna;BEZP;[0];-1;
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;BZPS;6;RYPINA;Beata;Kobieta;BEZP;[0];-1;
060103;2;Biała Podlaska;gw;52.0303885,23.0976565;7;Chełm;BZPS;7;LEWCZUK;Damian Jarosław;Mężczyzna;BEZP;[0];-1;
061504;2;Kąkolewnica;gw;51.8992065,22.6648435;7;Chełm;BZPS;8;JÓŹWIK;Justyna Renata;Kobieta;BEZP;[0];-1;
060101;1;Międzyrzec Podlaski;gm;51.9810115,22.7768895;7;Chełm;BZPS;9;WYSOKIŃSKA;Dorota;Kobieta;BEZP;[0];-1;
062014;2;Zamość;gw;50.703423,23.207272;7;Chełm;BZPS;10;POPIELEC;Przemysław;Mężczyzna;BEZP;[0];-1;
061504;2;Kąkolewnica;gw;51.8992065,22.6648435;7;Chełm;BZPS;11;CELIŃSKI;Marek;Mężczyzna;BEZP;[0];-1;
061504;2;Kąkolewnica;gw;51.8992065,22.6648435;7;Chełm;BZPS;12;WASĄG;Lidia Elżbieta;Kobieta;BEZP;[0];-1;
200806;3;Mońki;gmw;53.3889,22.7639365;7;Chełm;BZPS;13;SOKOŁOWSKI;Kamil;Mężczyzna;BEZP;[0];-1;
061504;2;Kąkolewnica;gw;51.8992065,22.6648435;7;Chełm;BZPS;14;WOCH;Ewelina Ilona;Kobieta;BEZP;[0];-1;
060501;2;Batorz;gw;50.8637435,22.4724585;7;Chełm;BZPS;15;BODNAR;Anna Maria;Kobieta;BEZP;[0];-1;
061504;2;Kąkolewnica;gw;51.8992065,22.6648435;7;Chełm;BZPS;16;ZALEWSKA;Agnieszka;Kobieta;BEZP;[0];-1;
062013;3;Szczebrzeszyn;gmw;50.708238,23.0041945;7;Chełm;BZPS;17;KOWALIK;Rafał;Mężczyzna;BEZP;[0];-1;
143403;1;Ząbki;gm;52.292485,21.112519;7;Chełm;PiS;1;SASIN;Jacek Robert;Mężczyzna;PiS;[1];20;20=>7
062014;2;Zamość;gw;50.703423,23.207272;7;Chełm;PiS;2;ZAWIŚLAK;Sławomir;Mężczyzna;PiS;[1];7;7==7
060101;1;Międzyrzec Podlaski;gm;51.9810115,22.7768895;7;Chełm;PiS;3;DUSZEK;Marcin Kamil;Mężczyzna;PiS;[1];7;7==7
060604;2;Izbica;gw;50.892484,23.1538005;7;Chełm;PiS;4;HAŁAS;Teresa;Kobieta;PiS;[1];7;7==7
061801;1;Tomaszów Lubelski;gm;50.4478745,23.426498;7;Chełm;PiS;5;ZIELIŃSKI;Tomasz Andrzej;Mężczyzna;PiS;[1];7;7==7
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;PiS;6;STEFANIUK;Dariusz Paweł;Mężczyzna;PiS;[0];-1;
060201;1;Biłgoraj;gm;50.5390295,22.7116945;7;Chełm;PiS;7;ROMANOWSKI;Marcin;Mężczyzna;SolidarnaPolska;[0];-1;
060611;2;Żółkiewka;gw;50.895208,22.8441115;7;Chełm;PiS;8;CICHOSZ;Lucjan;Mężczyzna;PiS;[1];7;7==7
066201;1;Chełm;mm;51.1355835,23.489705;7;Chełm;PiS;9;SZWED;Zdzisław;Mężczyzna;PiS;[1];7;7==7
146507;1;Mst Warszawa (a);mm;52.233002,21.0614195;7;Chełm;PiS;10;SKIBA;Leszek Marcin;Mężczyzna;PiS;[0];-1;
066401;1;Zamość;mm;50.721398,23.248517;7;Chełm;PiS;11;GMYZ;Maria;Kobieta;BEZP;[1];7;7==7
061505;2;Komarówka Podlaska;gw;51.8296115,22.9474865;7;Chełm;PiS;12;GMITRUCZUK;Robert;Mężczyzna;PiS;[0];-1;
060201;1;Biłgoraj;gm;50.5390295,22.7116945;7;Chełm;PiS;13;STRZAŁKA;Beata Małgorzata;Kobieta;PiS;[0];-1;
062009;2;Sitno;gw;50.7435025,23.3885155;7;Chełm;PiS;14;GAŁASZKIEWICZ;Krzysztof Jan;Mężczyzna;PiS;[0];-1;
061701;1;Świdnik (a);gm;51.2167125,22.6849365;7;Chełm;PiS;15;SAWICKI;Konrad Bernard;Mężczyzna;PiS;[0];-1;
060401;1;Hrubieszów (c);gm;50.806795,23.890625;7;Chełm;PiS;16;KUSIAK-JANIEC;Anna;Kobieta;PiS;[0];-1;
061304;3;Parczew;gmw;51.600647,22.9155965;7;Chełm;PiS;17;SZWAJ;Jerzy Ryszard;Mężczyzna;PiS;[1];7;7==7
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;PiS;18;BARSZCZEWSKA;Barbara Aldona;Kobieta;BEZP;[1];7;7==7
061504;2;Kąkolewnica;gw;51.8992065,22.6648435;7;Chełm;PiS;19;CHMIELEWSKA;Iwona;Kobieta;PiS;[0];-1;
061901;1;Włodawa;gm;51.541286,23.533696;7;Chełm;PiS;20;ZAŃKO;Mariusz Artur;Mężczyzna;BEZP;[0];-1;
061809;2;Tarnawatka;gw;50.524426,23.391542;7;Chełm;PiS;21;CZARNECKA;Halina;Kobieta;PiS;[1];7;7==7
066401;1;Zamość;mm;50.721398,23.248517;7;Chełm;PiS;22;MISZTAL;Stanisław;Mężczyzna;PorozumienieJarosławaGowina;[1];7;7==7
061304;3;Parczew;gmw;51.600647,22.9155965;7;Chełm;PiS;23;PIEKARSKA;Agnieszka;Kobieta;PiS;[0];-1;
066201;1;Chełm;mm;51.1355835,23.489705;7;Chełm;PiS;24;DĄBROWSKA-BANASZEK;Anna;Kobieta;BEZP;[0];-1;
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;KOBW;1;HAIDAR;Riad;Mężczyzna;BEZP;[1];7;7==7
060101;1;Międzyrzec Podlaski;gm;51.9810115,22.7768895;7;Chełm;KOBW;2;ŻMIJAN;Stanisław;Mężczyzna;PORP;[1];7;7==7
060110;2;Międzyrzec Podlaski;gw;52.0181845,22.7731195;7;Chełm;KOBW;3;WRÓBLEWSKA;Kornelia Konstancja;Kobieta;BEZP;[1];19;19=>7
066201;1;Chełm;mm;51.1355835,23.489705;7;Chełm;KOBW;4;GRABCZUK;Krzysztof;Mężczyzna;PORP;[0];-1;
060208;2;Księżpol;gw;50.4173955,22.776044;7;Chełm;KOBW;5;GROMADZKA;Małgorzata;Kobieta;PORP;[0];-1;
066401;1;Zamość;mm;50.721398,23.248517;7;Chełm;KOBW;6;ZWOLAK;Rafał Mariusz;Mężczyzna;Nowoczesna;[0];-1;
061801;1;Tomaszów Lubelski;gm;50.4478745,23.426498;7;Chełm;KOBW;7;GRAD;Mariusz;Mężczyzna;PORP;[1];7;7==7
060401;1;Hrubieszów (c);gm;50.806795,23.890625;7;Chełm;KOBW;8;ANTONIUK;Tomasz Wojciech;Mężczyzna;PORP;[1];7;7==7
062012;2;Sułów;gw;50.7603335,22.975768;7;Chełm;KOBW;9;PAŃCZYK;Tomasz Józef;Mężczyzna;BEZP;[0];-1;
060104;2;Drelów;gw;51.9167295,22.8984465;7;Chełm;KOBW;10;JÓŹWIK;Kamil;Mężczyzna;BEZP;[0];-1;
060611;2;Żółkiewka;gw;50.895208,22.8441115;7;Chełm;KOBW;11;ZAJĄC;Magdalena;Kobieta;PORP;[0];-1;
061304;3;Parczew;gmw;51.600647,22.9155965;7;Chełm;KOBW;12;LAMCZYK;Grażyna Bogumiła;Kobieta;BEZP;[0];-1;
061906;2;Włodawa;gw;51.531376,23.520614;7;Chełm;KOBW;13;KOWALEWSKI;Mariusz Stanisław;Mężczyzna;PORP;[0];-1;
061804;2;Krynice;gw;50.5784975,23.4106655;7;Chełm;KOBW;14;KIELISZEK-WASIOŁEK;Bożena Stanisława;Kobieta;PORP;[0];-1;
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;KOBW;15;PIETRASZKIEWICZ;Katarzyna Ewa;Kobieta;BEZP;[0];-1;
066201;1;Chełm;mm;51.1355835,23.489705;7;Chełm;KOBW;16;ŻBIKOWSKA;Barbara Stefania;Kobieta;PORP;[0];-1;
060601;1;Krasnystaw;gm;50.991917,23.169909;7;Chełm;KOBW;17;HUKIEWICZ;Karolina Anna;Kobieta;BEZP;[0];-1;
066401;1;Zamość;mm;50.721398,23.248517;7;Chełm;KOBW;18;ĆWIKLIŃSKA;Kamila;Kobieta;PORP;[0];-1;
062003;2;Komarów-Osada;gw;50.636786,23.498386;7;Chełm;KOBW;19;PELC;Katarzyna Weronika;Kobieta;PORP;[0];-1;
060111;2;Piszczac;gw;51.9596145,23.383153;7;Chełm;KOBW;20;KOLASIŃSKA;Anna Maria;Kobieta;BEZP;[0];-1;
060109;2;Łomazy;gw;51.898354,23.166082;7;Chełm;KOBW;21;ZARĘBSKA;Wioleta;Kobieta;BEZP;[0];-1;
066401;1;Zamość;mm;50.721398,23.248517;7;Chełm;KOBW;22;RUSINEK;Antoni;Mężczyzna;PORP;[0];-1;
060408;2;Werbkowice;gw;50.7204005,23.7406165;7;Chełm;KOBW;23;MUSOLF;Jan Józef;Mężczyzna;BEZP;[0];-1;
146514;1;Mst Warszawa (a);mm;52.233002,21.0614195;7;Chełm;KOBW;24;ZYGARSKI;Piotr Jacek;Mężczyzna;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;7;Chełm;KONFEDERACJA;1;TUMANOWICZ;Witold Sławomir;Mężczyzna;RuchNarodowy;[1];19;19=>7
066201;1;Chełm;mm;51.1355835,23.489705;7;Chełm;KONFEDERACJA;2;KASPRZAK;Wiktor;Mężczyzna;Korwin;[0];-1;
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;KONFEDERACJA;3;IWANOWSKI;Marcin Piotr;Mężczyzna;BEZP;[0];-1;
060201;1;Biłgoraj;gm;50.5390295,22.7116945;7;Chełm;KONFEDERACJA;4;BĄK;Stanisław;Mężczyzna;BEZP;[0];-1;
060110;2;Międzyrzec Podlaski;gw;52.0181845,22.7731195;7;Chełm;KONFEDERACJA;5;GOCEL;Agnieszka Maria;Kobieta;BEZP;[0];-1;
060103;2;Biała Podlaska;gw;52.0303885,23.0976565;7;Chełm;KONFEDERACJA;6;BIELECKA;Beata Małgorzata;Kobieta;BEZP;[0];-1;
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;KONFEDERACJA;7;MARCINIUK;Agnieszka Monika;Kobieta;Korwin;[1];7;7==7
060408;2;Werbkowice;gw;50.7204005,23.7406165;7;Chełm;KONFEDERACJA;8;KUBICA;Kamil;Mężczyzna;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;7;Chełm;KONFEDERACJA;9;KUPISZ;Ewelina Agata;Kobieta;RuchNarodowy;[0];-1;
060315;3;Rejowiec;gmw;51.104649,23.2728905;7;Chełm;KONFEDERACJA;10;MAZUREK;Michał;Mężczyzna;RuchNarodowy;[0];-1;
061302;2;Jabłoń;gw;51.707579,23.0566835;7;Chełm;KONFEDERACJA;11;BANASZCZUK;Łukasz;Mężczyzna;BEZP;[0];-1;
066401;1;Zamość;mm;50.721398,23.248517;7;Chełm;KONFEDERACJA;12;CZERWIENIEC;Kamil;Mężczyzna;RuchNarodowy;[0];-1;
146518;1;Mst Warszawa (a);mm;52.233002,21.0614195;7;Chełm;KONFEDERACJA;13;PAWLAK;Agnieszka Monika;Kobieta;BEZP;[1];16;16=>7
061201;2;Chodel;gw;51.100421,22.144146;7;Chełm;KONFEDERACJA;14;NAGRODZKA;Agnieszka;Kobieta;RuchNarodowy;[0];-1;
146517;1;Mst Warszawa (a);mm;52.233002,21.0614195;7;Chełm;KONFEDERACJA;15;WÓJCIK;Dorota Anna;Kobieta;BEZP;[0];-1;
142104;2;Michałowice;gw;52.150428,20.8398625;7;Chełm;KONFEDERACJA;16;SADOCHA;Zbigniew Marek;Mężczyzna;BEZP;[0];-1;
060303;2;Chełm;gw;51.1510705,23.4470965;7;Chełm;KONFEDERACJA;17;REKUTA;Daniel;Mężczyzna;BEZP;[0];-1;
060914;2;Wólka;gw;51.2807185,22.6843595;7;Chełm;KONFEDERACJA;18;MEKLER;Anna;Kobieta;BEZP;[0];-1;
146507;1;Mst Warszawa (a);mm;52.233002,21.0614195;7;Chełm;KONFEDERACJA;19;MULAWA;Justyna Elżbieta;Kobieta;BEZP;[0];-1;
060310;2;Sawin;gw;51.27911,23.465063;7;Chełm;KONFEDERACJA;20;KĘDZIERAWSKI;Kamil;Mężczyzna;BEZP;[0];-1;
066201;1;Chełm;mm;51.1355835,23.489705;7;Chełm;KONFEDERACJA;21;TARNOWSKA;Edyta;Kobieta;BEZP;[0];-1;
060303;2;Chełm;gw;51.1510705,23.4470965;7;Chełm;KONFEDERACJA;22;BATALIŃSKI;Łukasz;Mężczyzna;BEZP;[0];-1;
060601;1;Krasnystaw;gm;50.991917,23.169909;7;Chełm;KONFEDERACJA;23;WITKOWSKI;Bartłomiej;Mężczyzna;BEZP;[0];-1;
061304;3;Parczew;gmw;51.600647,22.9155965;7;Chełm;KONFEDERACJA;24;SOBICH;Artur Wojciech;Mężczyzna;BEZP;[0];-1;
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;SLD;1;PAWŁOWSKA;Monika Jolanta;Kobieta;Wiosna;[0];-1;
060401;1;Hrubieszów (c);gm;50.806795,23.890625;7;Chełm;SLD;2;SZELĄG;Piotr Edward;Mężczyzna;członek partii politycznej: SLD;[0];-1;
146513;1;Mst Warszawa (a);mm;52.233002,21.0614195;7;Chełm;SLD;3;BORYSIUK;Bolesław Borys;Mężczyzna;BEZP;[0];-1;
061503;2;Czemierniki;gw;51.669442,22.6313825;7;Chełm;SLD;4;ROGALA;Sławomir;Mężczyzna;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;7;Chełm;SLD;5;GOŁOŚ;Michał Reoland;Mężczyzna;BEZP;[0];-1;
060115;2;Sosnówka;gw;51.7395305,23.3512135;7;Chełm;SLD;6;CZOBODZIŃSKA-PRZYBYSŁAWSKA;Anna Jadwiga;Kobieta;członek partii politycznej: SLD;[0];-1;
062009;2;Sitno;gw;50.7435025,23.3885155;7;Chełm;SLD;7;WASZKIEWICZ;Gerard;Mężczyzna;BEZP;[0];-1;
061901;1;Włodawa;gm;51.541286,23.533696;7;Chełm;SLD;8;PAMULSKA;Łucja Jadwiga;Kobieta;członek partii politycznej: SLD;[1];7;7==7
061304;3;Parczew;gmw;51.600647,22.9155965;7;Chełm;SLD;9;DOBOSZ-FURMAN;Patrycja Anna;Kobieta;BEZP;[0];-1;
061302;2;Jabłoń;gw;51.707579,23.0566835;7;Chełm;SLD;10;KAMOLA;Magdalena Małgorzata;Kobieta;członek partii politycznej: SLD;[0];-1;
061701;1;Świdnik (a);gm;51.2167125,22.6849365;7;Chełm;SLD;11;BARTOSZEWSKA-WIC;Ewa Monika;Kobieta;członek partii politycznej: SLD;[0];-1;
060305;2;Dubienka;gw;51.036288,23.8493785;7;Chełm;SLD;12;MACERONI;Grażyna Zofia;Kobieta;BEZP;[0];-1;
060119;2;Zalesie;gw;52.064411,23.399815;7;Chełm;SLD;13;TROJNIEL-GOŹDZIOŁKO;Aldona Wioleta;Kobieta;BEZP;[0];-1;
061501;1;Radzyń Podlaski;gm;51.7768375,22.6263695;7;Chełm;SLD;14;LITWINIEC;Zbigniew;Mężczyzna;członek partii politycznej: SLD;[0];-1;
060201;1;Biłgoraj;gm;50.5390295,22.7116945;7;Chełm;SLD;15;MALCZEWSKI;Jacek Michał;Mężczyzna;BEZP;[0];-1;
066101;1;Biała Podlaska;mm;52.0290345,23.1383055;7;Chełm;SLD;16;JASEK-KOSOBUCKA;Justyna;Kobieta;BEZP;[0];-1;
061504;2;Kąkolewnica;gw;51.8992065,22.6648435;7;Chełm;SLD;17;KAPŁON;Monika;Kobieta;LRazem;[0];-1;
061901;1;Włodawa;gm;51.541286,23.533696;7;Chełm;SLD;18;CHĘĆ;Jacek Tomasz;Mężczyzna;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;7;Chełm;SLD;19;TABOR;Magdalena Aleksandra;Kobieta;LRazem;[0];-1;
060111;2;Piszczac;gw;51.9596145,23.383153;7;Chełm;SLD;20;KUROWSKI;Jan Bolesław;Mężczyzna;członek partii politycznej: SLD;[0];-1;
060311;3;Siedliszcze;gmw;51.2062305,23.1780325;7;Chełm;SLD;21;ŻUKOWSKI;Stanisław;Mężczyzna;BEZP;[0];-1;
061508;2;Wohyń;gw;51.761783,22.799733;7;Chełm;SLD;22;KOZICKA;Katarzyna Małgorzata;Kobieta;BEZP;[0];-1;
066301;1;Lublin;mm;51.218389,22.563923;7;Chełm;SLD;23;ROCZON;Mateusz Maciej;Mężczyzna;LRazem;[1];7;7==7
060201;1;Biłgoraj;gm;50.5390295,22.7116945;7;Chełm;SLD;24;KIEŁBASA;Bogdan Antoni;Mężczyzna;BEZP;[0];-1;
081203;3;Wschowa;gmw;51.816705,16.2896475;8;Zielona Góra;PiS;1;AST;Marek;Mężczyzna;PiS;[1];8;8==8
080604;3;Strzelce Krajeńskie;gmw;52.904419,15.485977;8;Zielona Góra;PiS;2;DAJCZAK;Władysław;Mężczyzna;PiS;[1];8;8==8
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;PiS;3;MATERNA;Jerzy Marian;Mężczyzna;PiS;[1];8;8==8
086101;1;Gorzów Wielkopolski;mm;52.730556,15.217156;8;Zielona Góra;PiS;4;PŁONKA;Elżbieta Teresa;Kobieta;PiS;[1];8;8==8
080206;3;Krosno Odrzańskie;gmw;52.0542585,15.098567;8;Zielona Góra;PiS;5;KURZĘPA;Jacek Sławomir;Mężczyzna;PiS;[1];8;8==8
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;PiS;6;IWAN;Stanisław Antoni;Mężczyzna;PorozumienieJarosławaGowina;[0];-1;
080401;1;Nowa Sól;gm;51.803404,15.7118515;8;Zielona Góra;PiS;7;WIECZOREK;Andrzej Leszek;Mężczyzna;PiS;[0];-1;
081007;3;Szprotawa;gmw;51.5700065,15.595512;8;Zielona Góra;PiS;8;GANCARZ;Ewa Danuta;Kobieta;PiS;[1];8;8==8
086201;1;Zielona Góra (a);mm;51.9277125,15.5215805;8;Zielona Góra;PiS;9;BARCZAK;Piotr;Mężczyzna;PiS;[1];8;8==8
081203;3;Wschowa;gmw;51.816705,16.2896475;8;Zielona Góra;PiS;10;GOŚNIOWSKA-KOLA;Małgorzata Barbara;Kobieta;PiS;[0];-1;
