rok;nro;nrk;komitet;kandydat;glosy;procent;lprocent;plec;wynik
2015;17;11;ZLEW;GÓRNICKA Katarzyna Anna;205;0.07;1.55;K;N
2015;17;2;ZLEW;REJMER Leszek;3129;1.14;23.60;M;N
2015;17;16;ZLEW;WOJNO Mariusz Tomasz;735;0.27;5.54;M;N
2015;17;7;ZLEW;PSZCZOŁA Jan;976;0.35;7.36;M;N
2015;17;4;ZLEW;DĄBROWSKI Marcin;803;0.29;6.06;M;N
2015;17;12;ZLEW;GĄSIOR Stanisław;176;0.06;1.33;M;N
2015;17;9;KUKIZ;MAKUCH Tomasz;776;0.28;3.35;M;N
2015;17;3;KUKIZ;KRAWCZUK Karolina;2494;0.91;10.77;K;N
2015;17;18;KUKIZ;BARTOLD Tadeusz Klemens;427;0.16;1.84;M;N
2015;17;14;KUKIZ;KOMOSA Elżbieta Agnieszka;770;0.28;3.33;K;N
2015;17;15;KUKIZ;JOPEK Krzysztof Kamil;412;0.15;1.78;M;N
2015;17;10;KUKIZ;KASIŃSKA Teresa Anna;543;0.20;2.35;K;N
2015;17;8;KUKIZ;BORDZIO-BERUS Irena;325;0.12;1.40;K;N
2015;17;5;KUKIZ;SZEWCZYK Marek Wacław;877;0.32;3.79;M;N
2015;17;1;KUKIZ;MORDAK Robert Dariusz;7781;2.83;33.61;M;T
2015;17;11;KUKIZ;ŁOJEK Roksana;512;0.19;2.21;K;N
2015;17;17;KUKIZ;MIEŚNIK Jerzy Piotr;462;0.17;2.00;M;N
2015;17;6;KUKIZ;NOWAK Marcin;1963;0.71;8.48;M;N
2015;17;7;KUKIZ;MICHALSKI Michał;967;0.35;4.18;M;N
2015;17;2;KUKIZ;MACIAK Paweł;2471;0.90;10.67;M;N
2015;17;16;KUKIZ;IWANICKI Paweł Wiesław;574;0.21;2.48;M;N
2015;17;13;KUKIZ;KOMOROWSKA Małgorzata;408;0.15;1.76;K;N
2015;17;12;KUKIZ;PATER Agata Bożena;827;0.30;3.57;K;N
2015;17;4;KUKIZ;PETNIAK Zbigniew;560;0.20;2.42;M;N
2015;17;10;PO;WIKIŃSKI Marek Michał;3550;1.29;7.35;M;N
2015;17;1;PO;RUSZCZYK Leszek Jan;14537;5.28;30.08;M;T
2015;17;5;PO;WOŹNIAK Małgorzata Anna;1976;0.72;4.09;K;N
2015;17;8;PO;KUTYŁA Wojciech Bogdan;522;0.19;1.08;M;N
2015;17;18;PO;MICHALSKA - WILK Marta Ewelina;4557;1.66;9.43;K;N
2015;17;15;PO;LASOTA Magdalena Dorota;1521;0.55;3.15;K;N
2015;17;14;PO;SZELIGA Alina Maria;359;0.13;0.74;K;N
2015;17;3;PO;BIAŁKOWSKA Anna Maria;7466;2.71;15.45;K;T
2015;17;9;PO;WÓJCIK Witold;1095;0.40;2.27;M;N
2015;17;4;PO;ŚMIETANKA Tomasz Józef;3824;1.39;7.91;M;N
2015;17;12;PO;SZYMCZYK Mariola Izabela;778;0.28;1.61;K;N
2015;17;13;PO;WIECZOREK Jakub;317;0.12;0.66;M;N
2015;17;6;PO;GOŁOSZ Anita Elżbieta;1086;0.39;2.25;K;N
2015;17;17;PO;KACPRZAK Jacek Adam;475;0.17;0.98;M;N
2015;17;11;PO;ŚLEDŹ Aneta Izabela;638;0.23;1.32;K;N
2015;17;2;PO;DORN Ludwik Stanisław;4214;1.53;8.72;M;N
2015;17;16;PO;WOŁEK Izabela Maria;169;0.06;0.35;K;N
2015;17;7;PO;BORS Aneta;1248;0.45;2.58;K;N
2015;17;13;STONOGA;PIOŚ Bartosz;48;0.02;2.34;M;N
2015;17;11;STONOGA;KRAWCZYK Grzegorz;47;0.02;2.29;M;N
2015;17;17;STONOGA;GASEK Krzysztof Zbigniew;52;0.02;2.54;M;N
2015;17;6;STONOGA;CHRZANOWSKI Łukasz Roman;90;0.03;4.39;M;N
2015;17;7;STONOGA;NOWAKOWSKA Karolina Natalia;87;0.03;4.24;K;N
2015;17;2;STONOGA;DZIEDZIC Piotr Łukasz;180;0.07;8.78;M;N
2015;17;16;STONOGA;KAZAŁA Anna Katarzyna;43;0.02;2.10;K;N
2015;17;4;STONOGA;KOBYLARCZYK Artur;53;0.02;2.59;M;N
2015;17;12;STONOGA;MATYJASZKIEWICZ Luiza Magdalena;24;0.01;1.17;K;N
2015;17;3;STONOGA;POSTEK Magdalena;80;0.03;3.90;K;N
2015;17;9;STONOGA;DUDEK Bartłomiej;104;0.04;5.07;M;N
2015;17;10;STONOGA;SIERAKOWSKA Katarzyna Honorata;35;0.01;1.71;K;N
2015;17;8;STONOGA;GRABUSIŃSKI Piotr;34;0.01;1.66;M;N
2015;17;5;STONOGA;WITKOWSKA Agata Anna;74;0.03;3.61;K;N
2015;17;1;STONOGA;GRZYBOWSKI Artur Jacek;983;0.36;47.95;M;N
2015;17;18;STONOGA;SADOWSKA - SNOPCZYŃSKA Magdalena Helena;61;0.02;2.98;K;N
2015;17;14;STONOGA;KWIECIŃSKA Katarzyna;30;0.01;1.46;K;N
2015;17;15;STONOGA;BANASIK Hubert Marek;25;0.01;1.22;M;N
2015;17;3;PETRU;MEJKA Mariusz;578;0.21;4.37;M;N
2015;17;9;PETRU;ŻAK Michał Damian;342;0.12;2.58;M;N
2015;17;8;PETRU;MOŻYŁOWSKI Piotr Wojciech;101;0.04;0.76;M;N
2015;17;5;PETRU;GANCARZ-PEŁKA Agata Katarzyna;361;0.13;2.73;K;N
2015;17;1;PETRU;KALINOWSKA Katarzyna;5793;2.10;43.78;K;N
2015;17;10;PETRU;MIŚKIEWICZ Łukasz;385;0.14;2.91;M;N
2015;17;15;PETRU;TOMASZEWSKA Sylwia Patrycja;117;0.04;0.88;K;N
2015;17;14;PETRU;GRABOWSKI Mariusz;178;0.06;1.35;M;N
2015;17;18;PETRU;STĘPIEŃ Jakub Bartłomiej;309;0.11;2.34;M;N
2015;17;13;PETRU;SKOCKA Anna;141;0.05;1.07;K;N
2015;17;7;PETRU;GÓRNIEWSKA Małgorzata;215;0.08;1.62;K;N
2015;17;16;PETRU;WRÓBEL Natalia;214;0.08;1.62;K;N
2015;17;2;PETRU;BRYMORA Cezary Edward;3469;1.26;26.21;M;N
2015;17;11;PETRU;WIJATKOWSKA Ewa Agnieszka;115;0.04;0.87;K;N
2015;17;17;PETRU;JAKUBOWSKA Beata;207;0.08;1.56;K;N
2015;17;6;PETRU;FUNDOWICZ Adam Wojciech;282;0.10;2.13;M;N
2015;17;4;PETRU;MENDREK Emil Artur;322;0.12;2.43;M;N
2015;17;12;PETRU;KOZAWSKI Marcin Edward;104;0.04;0.79;M;N
2015;17;9;KORWiN;NAZIMEK Marcin;299;0.11;2.78;M;N
2015;17;3;KORWiN;CIECIELĄG Augustyn;309;0.11;2.87;M;N
2015;17;18;KORWiN;WOŹNIAK Jacek Michał;385;0.14;3.57;M;N
2015;17;15;KORWiN;BAZYLEWICZ Milena;56;0.02;0.52;K;N
2015;17;14;KORWiN;SZTUK Krzysztof Jerzy;171;0.06;1.59;M;N
2015;17;10;KORWiN;JAGIEŁŁO Tobiasz Jarosław;263;0.10;2.44;M;N
2015;17;8;KORWiN;ŁYCZAK Marta Patrycja;126;0.05;1.17;K;N
2015;17;1;KORWiN;BŁASZCZYK Stefan;3823;1.39;35.50;M;N
2015;17;5;KORWiN;LECHOWSKI Krzysztof Grzegorz;403;0.15;3.74;M;N
2015;17;11;KORWiN;SZARA Bożena;106;0.04;0.98;K;N
2015;17;6;KORWiN;JARGOT Jarosław Piotr;204;0.07;1.89;M;N
2015;17;17;KORWiN;KORWIN-MIKKE Jacek Baltazar;2857;1.04;26.53;M;N
2015;17;7;KORWiN;BADEŃSKA Anna Izabela;241;0.09;2.24;K;N
2015;17;16;KORWiN;WIŚNIEWSKA Ewa;212;0.08;1.97;K;N
2015;17;2;KORWiN;GRZYB Sławomir;664;0.24;6.17;M;N
2015;17;13;KORWiN;LEŚNIEWSKA Paulina Urszula;105;0.04;0.97;K;N
2015;17;12;KORWiN;KOŚCIOWSKA Agata Patrycja;54;0.02;0.50;K;N
2015;17;4;KORWiN;SANIEWSKI Bartosz Jan;492;0.18;4.57;M;N
2015;17;12;PiS;MARKOWSKA-BZDUCHA Ewa Iwona;1174;0.43;0.90;K;N
2015;17;4;PiS;BĄK Dariusz;17961;6.52;13.74;M;T
2015;17;11;PiS;FIET Anna Monika;1266;0.46;0.97;K;N
2015;17;17;PiS;JANKOWSKI Michał Piotr;1747;0.63;1.34;M;N
2015;17;6;PiS;FOGIEL Radosław Aleksander;6968;2.53;5.33;M;N
2015;17;7;PiS;TRELKA Waldemar Dariusz;3151;1.14;2.41;M;N
2015;17;16;PiS;KUC Grażyna Bożena;985;0.36;0.75;K;N
2015;17;2;PiS;SKURKIEWICZ Wojciech;7058;2.56;5.40;M;T
2015;17;13;PiS;BIAŁECKA Ewa;4064;1.48;3.11;K;N
2015;17;18;PiS;REJCZAK Jan;4187;1.52;3.20;M;N
2015;17;15;PiS;LIGOROWSKA Lidia Janina;649;0.24;0.50;K;N
2015;17;14;PiS;TUZINEK Zbigniew Wojciech;2146;0.78;1.64;M;N
2015;17;10;PiS;PÓŁBRATEK Małgorzata Danuta;951;0.35;0.73;K;N
2015;17;8;PiS;WIŚNIEWSKA Lucyna Emilia;6382;2.32;4.88;K;N
2015;17;1;PiS;SUSKI Marek Witold;36542;13.27;27.95;M;T
2015;17;5;PiS;KWIECIEŃ Anna;7458;2.71;5.70;K;T
2015;17;9;PiS;GÓRSKA Agnieszka;4548;1.65;3.48;K;N
2015;17;3;PiS;KOSZTOWNIAK Andrzej Tomasz;23521;8.54;17.99;M;T
2015;17;9;PSL;GĄSIOROWSKA Barbara Elżbieta;670;0.24;2.58;K;N
2015;17;3;PSL;PAPIS Piotr;5845;2.12;22.54;M;N
2015;17;18;PSL;PIĄTEK Dariusz;867;0.31;3.34;M;N
2015;17;14;PSL;SKIBA Tomasz Jan;818;0.30;3.15;M;N
2015;17;15;PSL;JASTRZĘBSKA Bronisława Krystyna;109;0.04;0.42;K;N
2015;17;10;PSL;WĘGRZECKA Maria Agnieszka;406;0.15;1.57;K;N
2015;17;5;PSL;JAWORSKA Bogusława Janina;1520;0.55;5.86;K;N
2015;17;1;PSL;MALISZEWSKI Mirosław Wojciech;7959;2.89;30.69;M;T
2015;17;8;PSL;FERENSZTAJN Krzysztof;736;0.27;2.84;M;N
2015;17;6;PSL;BRZÓZKA Stanisław;462;0.17;1.78;M;N
2015;17;17;PSL;KOŁODZIEJSKA Katarzyna Ewa;168;0.06;0.65;K;N
2015;17;11;PSL;WOŹNIAK Roman Bogusław;603;0.22;2.33;M;N
2015;17;2;PSL;GOŁĄBEK Zbigniew;2901;1.05;11.19;M;N
2015;17;16;PSL;JONCZYK Ryszard Marek;208;0.08;0.80;M;N
2015;17;7;PSL;BARTOSIEWICZ Teresa Jadwiga;774;0.28;2.98;K;N
2015;17;13;PSL;STOLARCZYK Agnieszka Barbara;583;0.21;2.25;K;N
2015;17;12;PSL;JUREK Olga Agata;316;0.11;1.22;K;N
2015;17;4;PSL;DĄBROWSKI Artur;988;0.36;3.81;M;N
2015;17;12;KNP;CHŁOPICKI Kazimierz Czesław;11;0.00;1.68;M;N
2015;17;4;KNP;SKRZYPCZAK Krzysztof;42;0.02;6.40;M;N
2015;17;6;KNP;CHŁOPICKA Zofia Julia;25;0.01;3.81;K;N
2015;17;17;KNP;CZARNOCKA Alicja Maria;29;0.01;4.42;K;N
2015;17;11;KNP;CZARNOCKI Wojciech Grzegorz;18;0.01;2.74;M;N
2015;17;2;KNP;KUMOR Robert Kamil;50;0.02;7.62;M;N
2015;17;16;KNP;KUMOR Marcin;22;0.01;3.35;M;N
2015;17;7;KNP;STĄPOR Cezary Józef;34;0.01;5.18;M;N
2015;17;13;KNP;SOKOŁOWSKI Wojciech Ryszard;26;0.01;3.96;M;N
2015;17;18;KNP;GRUSZCZYŃSKI Dariusz;60;0.02;9.15;M;N
2015;17;15;KNP;STEFAŃSKA Jolanta Janina;24;0.01;3.66;K;N
2015;17;14;KNP;RAFALSKA Monika Katarzyna;26;0.01;3.96;K;N
2015;17;10;KNP;BEDNIK Urszula Marzena;29;0.01;4.42;K;N
2015;17;5;KNP;KUMOR Ewa Jadwiga;32;0.01;4.88;K;N
2015;17;1;KNP;AUGUŚCIK Marek;148;0.05;22.56;M;N
2015;17;8;KNP;ROLKA Ireneusz Paweł;17;0.01;2.59;M;N
2015;17;9;KNP;SZNYROWSKA Anna Maria;23;0.01;3.51;K;N
2015;17;3;KNP;MACIEJEWSKI Jakub;40;0.01;6.10;M;N
2015;7;23;KUKIZ;BIAŁAS Paweł;2092;0.62;5.88;M;N
2015;7;15;KUKIZ;HOJDA Katarzyna Małgorzata;311;0.09;0.87;K;N
2015;7;21;KUKIZ;CHODUN Janusz;577;0.17;1.62;M;N
2015;7;9;KUKIZ;BISZKONT Katarzyna;447;0.13;1.26;K;N
2015;7;3;KUKIZ;MAZUREK Zbigniew Witold;2401;0.71;6.75;M;N
2015;7;12;KUKIZ;KOMAJDA Anna;400;0.12;1.12;K;N
2015;7;4;KUKIZ;KORNIJCZUK Szymon;706;0.21;1.98;M;N
2015;7;17;KUKIZ;KWIATKOWSKA Joanna Ewa;779;0.23;2.19;K;N
2015;7;20;KUKIZ;TERLECKA-STANKIEWICZ Kinga Jolanta;354;0.10;1.00;K;N
2015;7;6;KUKIZ;KUDLICKI Andrzej Józef;1731;0.51;4.87;M;N
2015;7;7;KUKIZ;DROZD Magdalena;1682;0.50;4.73;K;N
2015;7;16;KUKIZ;NIEŚCIOR Waldemar Tadeusz;728;0.21;2.05;M;N
2015;7;2;KUKIZ;DOBROWOLSKI Artur Robert;3023;0.89;8.50;M;N
2015;7;24;KUKIZ;SUSZCZYŃSKI Sławomir Jan;2673;0.79;7.52;M;N
2015;7;18;KUKIZ;KRZACZKOWSKI Karol Jakub;225;0.07;0.63;M;N
2015;7;14;KUKIZ;ZAWIŚLAK Mateusz Wojciech;936;0.28;2.63;M;N
2015;7;10;KUKIZ;PIWKO Karolina;2516;0.74;7.07;K;N
2015;7;8;KUKIZ;SZYSZKOWSKI Jarosław Bohdan;544;0.16;1.53;M;N
2015;7;5;KUKIZ;ŚWIDERCZUK Marek Teodor;639;0.19;1.80;M;N
2015;7;1;KUKIZ;SACHAJKO Jarosław;10722;3.16;30.15;M;T
2015;7;22;KUKIZ;LEONIAK Marek Zenon;139;0.04;0.39;M;N
2015;7;11;KUKIZ;SUCHAŃ Paulina Ewa;632;0.19;1.78;K;N
2015;7;13;KUKIZ;BOROWIK Klaudia;766;0.23;2.15;K;N
2015;7;19;KUKIZ;MARGOL Mateusz Jacek;544;0.16;1.53;M;N
2015;7;23;PO;SOKALUK-ROMANÓW Katarzyna Maria;126;0.04;0.30;K;N
2015;7;15;PO;CZYŻEWSKI Tomasz Dominik;274;0.08;0.66;M;N
2015;7;21;PO;STANISŁAWEK Lidia Janina;504;0.15;1.21;K;N
2015;7;9;PO;CHMIELARZ Zdzisław;559;0.16;1.34;M;N
2015;7;3;PO;GRAD Mariusz;6048;1.78;14.46;M;N
2015;7;12;PO;STAŁĘGA Magdalena;203;0.06;0.49;K;N
2015;7;4;PO;FYK Marta Ewa;1004;0.30;2.40;K;N
2015;7;6;PO;SOSNOWSKI Wojciech Grzegorz;2786;0.82;6.66;M;N
2015;7;20;PO;ĆWIKŁA Joanna Barbara;382;0.11;0.91;K;N
2015;7;17;PO;KOWALCZYK Anna Małgorzata;431;0.13;1.03;K;N
2015;7;2;PO;ŻMIJAN Stanisław;7135;2.10;17.06;M;T
2015;7;16;PO;TYWONIUK-MAŁYSZ Aneta Izabela;309;0.09;0.74;K;N
2015;7;7;PO;POZNAŃSKI Marek;2887;0.85;6.90;M;N
2015;7;24;PO;BERGIER Józef;3921;1.15;9.38;M;N
2015;7;18;PO;ANTONIUK Tomasz Wojciech;335;0.10;0.80;M;N
2015;7;14;PO;DOŁĘGA Karol Piotr;156;0.05;0.37;M;N
2015;7;10;PO;WRZESIEŃ Jerzy;719;0.21;1.72;M;N
2015;7;1;PO;RANIEWICZ Grzegorz Artur;10485;3.09;25.07;M;T
2015;7;5;PO;PĘDZIŃSKA Małgorzata;645;0.19;1.54;K;N
2015;7;8;PO;LIPIEC Marek;1087;0.32;2.60;M;N
2015;7;22;PO;ADAMCZYK Dorota Teresa;536;0.16;1.28;K;N
2015;7;11;PO;KRYJAK Urszula;241;0.07;0.58;K;N
2015;7;13;PO;MALUHA Jarosław Bartłomiej;751;0.22;1.80;M;N
2015;7;19;PO;KOWALCZYK Krzysztof Mirosław;299;0.09;0.71;M;N
2015;7;24;ZLEW;PAWELEC Grzegorz;629;0.19;2.60;M;N
2015;7;2;ZLEW;KABACIŃSKI Michał;2399;0.71;9.93;M;N
2015;7;16;ZLEW;MAZUR Iwona Janina;336;0.10;1.39;K;N
2015;7;7;ZLEW;TYLUS Tomasz;788;0.23;3.26;M;N
2015;7;6;ZLEW;PAMULSKA Łucja Jadwiga;718;0.21;2.97;K;N
2015;7;20;ZLEW;KOCZURA Izabela Renata;133;0.04;0.55;K;N
2015;7;17;ZLEW;SOKOŁOWSKA-ŻELAZOWSKA Renata;315;0.09;1.30;K;N
2015;7;4;ZLEW;LIPCZUK Marian Jan;1602;0.47;6.63;M;N
2015;7;12;ZLEW;STASZCZAK Iwona Anna;232;0.07;0.96;K;N
2015;7;3;ZLEW;MIAROWSKA Gertruda Gabriela;1916;0.56;7.93;K;N
2015;7;9;ZLEW;PODLEWSKI Maciej Karol;219;0.06;0.91;M;N
2015;7;21;ZLEW;PIECZONKA Sylwia;298;0.09;1.23;K;N
2015;7;15;ZLEW;GWIZDAŁA Piotr;257;0.08;1.06;M;N
2015;7;23;ZLEW;DOMINIK Tomasz;315;0.09;1.30;M;N
2015;7;19;ZLEW;FURMAN Paweł;137;0.04;0.57;M;N
2015;7;13;ZLEW;FRĘCHOWICZ Wojciech;143;0.04;0.59;M;N
2015;7;11;ZLEW;BEDNARZ Tomasz;578;0.17;2.39;M;N
2015;7;22;ZLEW;PIŁASIEWICZ Andrzej;60;0.02;0.25;M;N
2015;7;1;ZLEW;HAIDAR Riad;11475;3.38;47.49;M;N
2015;7;5;ZLEW;ŁABA Józef Ryszard;565;0.17;2.34;M;N
2015;7;8;ZLEW;BLACHA Mirosław Krzysztof;599;0.18;2.48;M;N
2015;7;10;ZLEW;GRYŹLAK Aleksandra;187;0.06;0.77;K;N
2015;7;14;ZLEW;DZIUBA Marta Katarzyna;201;0.06;0.83;K;N
2015;7;18;ZLEW;KAMIŃSKA-BISKUP Małgorzata Katarzyna;59;0.02;0.24;K;N
2015;7;3;SAMOOBRONA;WOŹNICA Tadeusz;64;0.02;10.19;M;N
2015;7;6;SAMOOBRONA;PIELA Franciszek Stanisław;33;0.01;5.25;M;N
2015;7;9;SAMOOBRONA;BATORSKA Olga Dominika;32;0.01;5.10;K;N
2015;7;11;SAMOOBRONA;KULAK Anna Katarzyna;32;0.01;5.10;K;N
2015;7;2;SAMOOBRONA;GRZĄDKOWSKI Wojciech;38;0.01;6.05;M;N
2015;7;7;SAMOOBRONA;POGÓDZ Barbara Janina;42;0.01;6.69;K;N
2015;7;10;SAMOOBRONA;GOLUCH Wiesława Grażyna;23;0.01;3.66;K;N
2015;7;1;SAMOOBRONA;MAŁYSZ Henryk Stanisław;189;0.06;30.10;M;N
2015;7;5;SAMOOBRONA;SZPRINGER Urszula;18;0.01;2.87;K;N
2015;7;4;SAMOOBRONA;KANCERZ Aleksander;27;0.01;4.30;M;N
2015;7;8;SAMOOBRONA;CHORĄGIEWICZ Mirosław;24;0.01;3.82;M;N
2015;7;12;SAMOOBRONA;CHMIEL Mariusz;106;0.03;16.88;M;N
2015;7;3;RAZEM;MAZURKIEWICZ Katarzyna;993;0.29;12.24;K;N
2015;7;9;RAZEM;KACZYŃSKA Ewa Stefania;210;0.06;2.59;K;N
2015;7;8;RAZEM;WARZOCHA Jan;191;0.06;2.35;M;N
2015;7;5;RAZEM;MANASTERSKA Sara Janina;215;0.06;2.65;K;N
2015;7;1;RAZEM;ZELENT Magdalena;3845;1.13;47.38;K;N
2015;7;10;RAZEM;CHMIELEWSKI Jakub Józef;272;0.08;3.35;M;N
2015;7;14;RAZEM;DOBIASZEWSKI Marcin Norbert;514;0.15;6.33;M;N
2015;7;13;RAZEM;DYMEK Milena Izabela;333;0.10;4.10;K;N
2015;7;7;RAZEM;WICHA Joanna Beata;261;0.08;3.22;K;N
2015;7;2;RAZEM;IWAN Jarosław Paweł;484;0.14;5.96;M;N
2015;7;11;RAZEM;JACKL Klara Helena;91;0.03;1.12;K;N
2015;7;6;RAZEM;KARLIK Leszek Michał;185;0.05;2.28;M;N
2015;7;4;RAZEM;KACZYŃSKI Marcin Łukasz;387;0.11;4.77;M;N
2015;7;12;RAZEM;ROCZON Mateusz Maciej;135;0.04;1.66;M;N
2015;7;13;PETRU;DUDA Tadeusz Władysław;181;0.05;1.42;M;N
2015;7;19;PETRU;WĄSIURA Lucjan;82;0.02;0.64;M;N
2015;7;11;PETRU;RÓŻAŃSKI Michał;211;0.06;1.66;M;N
2015;7;10;PETRU;KUSZ Michał Maciej;153;0.05;1.20;M;N
2015;7;1;PETRU;PRUCNAL Mateusz;5556;1.64;43.59;M;N
2015;7;5;PETRU;ZAKRZEWSKI Leszek;345;0.10;2.71;M;N
2015;7;8;PETRU;BITKOWSKA Elżbieta;271;0.08;2.13;K;N
2015;7;18;PETRU;HACIA Aneta Katarzyna;111;0.03;0.87;K;N
2015;7;14;PETRU;SUTRYK Grażyna;178;0.05;1.40;K;N
2015;7;22;PETRU;MARCZUK Dorota Katarzyna;245;0.07;1.92;K;N
2015;7;4;PETRU;CZAPLA Robert Andrzej;284;0.08;2.23;M;N
2015;7;12;PETRU;ORZYŁOWSKA Anna Teresa;66;0.02;0.52;K;N
2015;7;24;PETRU;CHILIMONIUK Grzegorz;512;0.15;4.02;M;N
2015;7;20;PETRU;PAWEŁCZUK Mateusz;201;0.06;1.58;M;N
2015;7;6;PETRU;KUCZMA Stanisław;279;0.08;2.19;M;N
2015;7;17;PETRU;DYCHA-DI CESARE Milena;142;0.04;1.11;K;N
2015;7;2;PETRU;ĆWIK Sławomir;2313;0.68;18.15;M;N
2015;7;16;PETRU;ARTECKI Artur Paweł;147;0.04;1.15;M;N
2015;7;7;PETRU;STRZAŁEK Janina;187;0.06;1.47;K;N
2015;7;21;PETRU;ŻBIKOWSKA Urszula Anna;260;0.08;2.04;K;N
2015;7;23;PETRU;KOLANOS Barbara Grażyna;78;0.02;0.61;K;N
2015;7;15;PETRU;ZIAREK Katarzyna;180;0.05;1.41;K;N
2015;7;3;PETRU;OSYPIŃSKA Hanna Barbara;597;0.18;4.68;K;N
2015;7;9;PETRU;KONDRASZUK Ryszard;166;0.05;1.30;M;N
2015;7;21;KORWiN;CIESIELCZUK Rafał;179;0.05;1.21;M;N
2015;7;15;KORWiN;DRYGIEL Paweł Piotr;201;0.06;1.35;M;N
2015;7;23;KORWiN;SIEROCKA-PIOTROWSKA Kinga Katarzyna;129;0.04;0.87;K;N
2015;7;3;KORWiN;STAFIJOWSKI Sławomir;1098;0.32;7.40;M;N
2015;7;9;KORWiN;BUCZEK Grzegorz;858;0.25;5.78;M;N
2015;7;4;KORWiN;CZARNECKI Tomasz;744;0.22;5.02;M;N
2015;7;12;KORWiN;JOŃSKA Małgorzata;181;0.05;1.22;K;N
2015;7;24;KORWiN;PAWELEC Włodzimierz;569;0.17;3.84;M;N
2015;7;7;KORWiN;STROJEK Arkadiusz Roman;390;0.11;2.63;M;N
2015;7;16;KORWiN;KASPRZAK Wioletta Maria;100;0.03;0.67;K;N
2015;7;2;KORWiN;DZIKIEWICZ Igor;1117;0.33;7.53;M;N
2015;7;20;KORWiN;WEBERMAN Katarzyna;79;0.02;0.53;K;N
2015;7;6;KORWiN;MARCINIUK Agnieszka Monika;355;0.10;2.39;K;N
2015;7;17;KORWiN;WAWRYNIUK Katarzyna Maria;107;0.03;0.72;K;N
2015;7;8;KORWiN;SEŃKO Mariusz;297;0.09;2.00;M;N
2015;7;1;KORWiN;BUKOWSKI Rafał Tomasz;6301;1.85;42.47;M;N
2015;7;5;KORWiN;LIS Marcin;753;0.22;5.08;M;N
2015;7;10;KORWiN;NIEWIADOSKI Kamil Krzysztof;336;0.10;2.26;M;N
2015;7;14;KORWiN;SZYMAŃSKA Marta;274;0.08;1.85;K;N
2015;7;18;KORWiN;CZARNECKA-SOBCZAK Barbara;91;0.03;0.61;K;N
2015;7;22;KORWiN;MAJDAŃSKA Anita;183;0.05;1.23;K;N
2015;7;19;KORWiN;BIAŁOBRZEWSKA Inez Monika;118;0.03;0.80;M;N
2015;7;13;KORWiN;NYZAK Lechosław;153;0.05;1.03;M;N
2015;7;11;KORWiN;KOTWICKI Paweł Jan;222;0.07;1.50;M;N
2015;7;15;PSL;KOWALCZYK Jan Franciszek;2451;0.72;6.34;M;N
2015;7;23;PSL;MITERKA Elżbieta Katarzyna;189;0.06;0.49;K;N
2015;7;21;PSL;LITWINIUK Przemysław;2489;0.73;6.43;M;N
2015;7;9;PSL;WYSOCKI Piotr;511;0.15;1.32;M;N
2015;7;3;PSL;BRATKOWSKI Arkadiusz Tomasz;3596;1.06;9.29;M;N
2015;7;12;PSL;PANASIUK Adam;1241;0.37;3.21;M;N
2015;7;4;PSL;SŁAWECKI Tadeusz;4553;1.34;11.77;M;N
2015;7;7;PSL;DENISZCZUK Zdzisława Bożena;2125;0.63;5.49;K;N
2015;7;16;PSL;BOLEWSKA Grażyna Bożena;83;0.02;0.21;K;N
2015;7;2;PSL;STEFANIUK Franciszek Jerzy;3051;0.90;7.89;M;N
2015;7;20;PSL;SKOWRON Katarzyna;237;0.07;0.61;K;N
2015;7;17;PSL;SĘCZYK Agnieszka;573;0.17;1.48;K;N
2015;7;6;PSL;KUROPATWA Józef Jan;2293;0.68;5.93;M;N
2015;7;24;PSL;MISZTAL Stanisław;1227;0.36;3.17;M;N
2015;7;14;PSL;CZAPSKI Andrzej Antoni;767;0.23;1.98;M;N
2015;7;18;PSL;DERKACZ Jerzy;597;0.18;1.54;M;N
2015;7;8;PSL;FORNALSKA Dorota Łucja;257;0.08;0.66;K;N
2015;7;1;PSL;TOKARSKA Genowefa;4606;1.36;11.91;K;T
2015;7;5;PSL;SZPAK Janusz Krzysztof;3169;0.93;8.19;M;N
2015;7;10;PSL;HORDEJUK Janusz;642;0.19;1.66;M;N
2015;7;22;PSL;SKWARYŁO-BEDNARZ Barbara;229;0.07;0.59;K;N
2015;7;11;PSL;RÓŻYŃSKI Wiesław Marian;3008;0.89;7.77;M;N
2015;7;19;PSL;FIDECKA Edyta Barbara;196;0.06;0.51;K;N
2015;7;13;PSL;WÓJCICKI Jarosław;599;0.18;1.55;M;N
2015;7;15;PiS;BARSZCZEWSKA Barbara Aldona;2235;0.66;1.37;K;N
2015;7;23;PiS;SUSZCZYŃSKA Małgorzata Sylwia;1333;0.39;0.82;K;N
2015;7;21;PiS;SZWED Zdzisław;1045;0.31;0.64;M;N
2015;7;9;PiS;BOROWIEC Agata;17183;5.06;10.53;K;T
2015;7;3;PiS;SZEWCZAK Jan Włodzimierz;7863;2.31;4.82;M;T
2015;7;12;PiS;SZOPIŃSKI Lech Stanisław;2501;0.74;1.53;M;N
2015;7;4;PiS;DUSZEK Marcin Kamil;12783;3.76;7.84;M;T
2015;7;7;PiS;GMYZ Maria;5070;1.49;3.11;K;N
2015;7;2;PiS;ZAWIŚLAK Sławomir;25236;7.43;15.47;M;T
2015;7;16;PiS;MAZUREK Robert;4593;1.35;2.82;M;N
2015;7;17;PiS;CZARNECKA Halina;826;0.24;0.51;K;N
