komitet;okręg;numer;kandydat;glosy;proc.lista;proc.all;wynik
K6;23;6;WRZASK Stefan;1088;1.98;0.22;NX
K6;23;7;WALIŁKO Gabriel Stanisław;1549;2.82;0.32;NX
K6;23;8;PYCHOWSKI Artur Juliusz;681;1.24;0.14;NX
K6;23;9;KASZYCA Tadeusz;441;0.80;0.09;NX
K6;23;10;HALESIAK Tadeusz;771;1.40;0.16;NX
K6;23;11;SERAFIN Danuta;1568;2.85;0.32;NX
K6;23;12;WYWROCKI Waldemar Ludwik;948;1.72;0.19;NX
K6;23;13;MICAŁ Zbigniew;652;1.18;0.13;NX
K6;23;14;SZCZĘCH Władysław;548;0.99;0.11;NX
K6;23;15;DYBSKA Barbara;819;1.49;0.17;NX
K6;23;16;MUSIAŁ Feliks Jan;520;0.94;0.11;NX
K6;23;17;ROLNICKI Piotr Kazimierz;480;0.87;0.10;NX
K6;23;18;LIGAS Tadeusz;516;0.94;0.11;NX
K6;23;19;WOŁOWIEC Zdzisław;256;0.46;0.05;NX
K6;23;20;KOCZUR Dorota Krystyna;331;0.60;0.07;NX
K6;23;21;SZPILA Janusz;877;1.59;0.18;NX
K6;23;22;STĘPIEŃ Lesław Jan;383;0.69;0.08;NX
K6;23;23;FĄFARA Jerzy Janusz;420;0.76;0.09;NX
K6;23;24;ZACIOS Aleksander;776;1.41;0.16;NX
K6;23;25;TWARDUŚ Zofia;183;0.33;0.04;NX
K6;23;26;BIAŁAS Stanisława;281;0.51;0.06;NX
K6;23;27;PERET Bogusław Stanisław;441;0.80;0.09;NX
K6;23;28;SZEWCZYK Mariusz Krzysztof;562;1.02;0.11;NX
K6;23;29;KŁECZEK Marian Kazimierz;416;0.75;0.08;NX
K6;23;30;RĘKAS Zbigniew Władysław;1353;2.46;0.28;NX
K6;24;1;KAMIŃSKI Jan;11798;27.98;2.56;PX
K6;24;2;JANOWSKI Mikołaj;3502;8.30;0.76;NX
K6;24;3;MIODUSZEWSKI Józef;2217;5.25;0.48;NX
K6;24;4;MIRONOWICZ Antoni;943;2.23;0.20;NX
K6;24;5;GRUCHAŁA Leszek;1072;2.54;0.23;NX
K6;24;6;BORAWSKI Edmund;7105;16.85;1.54;NX
K6;24;7;BASZKO Mieczysław Kazimierz;2181;5.17;0.47;NX
K6;24;8;ZALEWSKI Jan;2000;4.74;0.43;NX
K6;24;9;SMOLAK Leszek Henryk;174;0.41;0.04;NX
K6;24;10;HOŁOWIENKO Dorota;593;1.40;0.13;NX
K6;24;11;BIELAWSKA Małgorzata;633;1.50;0.14;NX
K6;24;12;CHWIEŚKO Zenon Jan;276;0.65;0.06;NX
K6;24;13;DĄBROWSKI Zdzisław;1195;2.83;0.26;NX
K6;24;14;DANISZEWSKI Andrzej Franciszek;514;1.21;0.11;NX
K6;24;15;DŁUGOZIMA Roland Andrzej;722;1.71;0.16;NX
K6;24;16;FIEDORCZYK Stanisław;761;1.80;0.17;NX
K6;24;17;GIERŁOWSKI Mieczysław;289;0.68;0.06;NX
K6;24;18;GORSKA Irena;432;1.02;0.09;NX
K6;24;19;KACZAN Jan;669;1.58;0.15;NX
K6;24;20;KACZYŃSKI Marek;1049;2.48;0.23;NX
K6;24;21;KRAJEWSKI Stefan;854;2.02;0.19;NX
K6;24;22;KRAWCZENIUK Piotr;257;0.60;0.06;NX
K6;24;23;KRZYWICKI Andrzej Jan;281;0.66;0.06;NX
K6;24;24;MISZKIEL Józef;424;1.00;0.09;NX
K6;24;25;NIESTERUK Włodzimierz;154;0.36;0.03;NX
K6;24;26;ŚLEPOWROŃSKI Piotr;409;0.97;0.09;NX
K6;24;27;URBANOWICZ Mieczysław;263;0.62;0.06;NX
K6;24;28;WENDRZYCKI Wojciech;182;0.43;0.04;NX
K6;24;29;ŻYLIŃSKI Wiesław;411;0.97;0.09;NX
K6;24;30;ZALEWSKI Bolesław;798;1.89;0.17;NX
K6;25;1;KOCHANOWSKI Stanisław;6288;30.41;1.33;NX
K6;25;2;LAMKOWSKI Waldemar;1784;8.62;0.38;NX
K6;25;3;JABŁOŃSKI Zbigniew;859;4.15;0.18;NX
K6;25;4;SCHWARZ Jerzy Wacław;541;2.61;0.11;NX
K6;25;5;PALISZEWSKI Donat Zbigniew;386;1.86;0.08;NX
K6;25;6;BILIŃSKI Tadeusz;518;2.50;0.11;NX
K6;25;7;KRYSTMAN Teresa;590;2.85;0.12;NX
K6;25;8;DASZKIEWICZ Maria Jolanta;732;3.54;0.15;NX
K6;25;9;GOŁĄBEK Jarosław Stanisław;781;3.77;0.17;NX
K6;25;10;PAWŁOWSKA Maria Urszula;902;4.36;0.19;NX
K6;25;11;KACZMAREK Bogusław;382;1.84;0.08;NX
K6;25;12;MŁOT Andrzej;318;1.53;0.07;NX
K6;25;13;MURZYDŁO Jerzy;821;3.97;0.17;NX
K6;25;14;KŁOS Małgorzata Maria;485;2.34;0.10;NX
K6;25;15;SMOLIŃSKI Zygmunt;711;3.43;0.15;NX
K6;25;16;SOCHACKA Grażyna Maria;374;1.80;0.08;NX
K6;25;17;SZCZOTKA Edward;377;1.82;0.08;NX
K6;25;18;SZYMBORSKI Tomasz;573;2.77;0.12;NX
K6;25;19;ZIELONKA Wojciech Antoni;221;1.06;0.05;NX
K6;25;20;ZALEWSKA Danuta Janina;407;1.96;0.09;NX
K6;25;21;SZCZYGIELSKI Sławomir Tomasz;147;0.71;0.03;NX
K6;25;22;KRASUCKI Krzysztof Ryszard;227;1.09;0.05;NX
K6;25;23;STENCEL Janusz;265;1.28;0.06;NX
K6;25;24;DOMBROWSKI Bogdan;1987;9.61;0.42;NX
K6;26;1;BUJANOWICZ Stanisława Helena;5115;16.60;1.02;NX
K6;26;2;SŁAWSKI Krzysztof Adam;2500;8.11;0.50;NX
K6;26;3;KALINOWSKI Stanisław Bernard;2871;9.32;0.57;NX
K6;26;4;BISTRAM Zenon Antoni;997;3.23;0.20;NX
K6;26;5;BOROWSKI Tomasz;977;3.17;0.19;NX
K6;26;6;BATRUCH Mirosław;1065;3.45;0.21;NX
K6;26;7;GRABOWSKI Grzegorz Andrzej;1247;4.04;0.25;NX
K6;26;8;MARCINIAK Adam Jan;1252;4.06;0.25;NX
K6;26;9;GNIAZDOWSKA Elżbieta;1278;4.14;0.25;NX
K6;26;10;PRUSZAK Krzysztof Ludwik;892;2.89;0.18;NX
K6;26;11;CZYŻ Kazimierz;1092;3.54;0.22;NX
K6;26;12;LEWNA Hubert Alfons;2373;7.70;0.47;NX
K6;26;13;CHLEBOWICZ Jerzy Jan;461;1.49;0.09;NX
K6;26;14;SZATKOWSKI Radosław Jan;546;1.77;0.11;NX
K6;26;15;JABŁOŃSKI Artur Jacek;3339;10.84;0.66;NX
K6;26;16;KONCZANIN Bogusława;257;0.83;0.05;NX
K6;26;17;KURECKI Bogdan Jan;402;1.30;0.08;NX
K6;26;18;LEGUTKO Tadeusz Henryk;330;1.07;0.07;NX
K6;26;19;KALINOWSKI Marek;578;1.87;0.11;NX
K6;26;20;GONERA Paweł Marceli;462;1.50;0.09;NX
K6;26;21;WÓJCIK Ryszard;434;1.40;0.09;NX
K6;26;22;TOBIAS Rafał Roman;72;0.23;0.01;NX
K6;26;23;KELIŃSKI Tadeusz;207;0.67;0.04;NX
K6;26;24;GRECZKO Ludwik;235;0.76;0.05;NX
K6;26;25;KĘDRA Krzysztof;222;0.72;0.04;NX
K6;26;26;JANUSZEWSKI Józef;580;1.88;0.12;NX
K6;26;27;ZAWADZKI Leszek Andrzej;230;0.74;0.05;NX
K6;26;28;DĄBROWA Grzegorz Przemysław;784;2.54;0.16;NX
K6;27;1;ORMANIEC Marian Albin;6658;29.17;1.93;NX
K6;27;2;LESIAK Alojzy Andrzej;2025;8.87;0.59;NX
K6;27;3;POLOCZEK Jan;2567;11.24;0.74;NX
K6;27;4;WÓJCIK Ryszard Tadeusz;817;3.58;0.24;NX
K6;27;5;POLOK Tadeusz;929;4.07;0.27;NX
K6;27;6;SEREMAK Jacek Jan;985;4.31;0.29;NX
K6;27;7;PILARZ Izabela Anna;1134;4.96;0.33;NX
K6;27;8;KOŻUSZNIK Danuta Maria;1423;6.23;0.41;NX
K6;27;9;HARAZIN Ryszard Józef;1103;4.83;0.32;NX
K6;27;10;KUŚ Wiesław Marian;847;3.71;0.25;NX
K6;27;11;WODNIAK Piotr;560;2.45;0.16;NX
K6;27;12;DZIEWIT Daniel Robert;170;0.74;0.05;NX
K6;27;13;HOLEKSA Krzysztof;863;3.78;0.25;NX
K6;27;14;SKWARNA Maciej Jerzy;390;1.70;0.11;NX
K6;27;15;HAMERLAK Barbara Wiesława;461;2.02;0.13;NX
K6;27;16;KONIECZNY Franciszek;486;2.12;0.14;NX
K6;27;17;URBANIEC Józefa;633;2.77;0.18;NX
K6;27;18;KUBIEŃ Jan Alojzy;769;3.36;0.22;NX
K6;28;1;SMELA Krzysztof;6030;24.07;2.36;NX
K6;28;2;SERAFIN Władysław;4422;17.65;1.73;NX
K6;28;3;KUBAT Andrzej;1810;7.22;0.71;NX
K6;28;4;SOCHA Anna Marta;2475;9.88;0.97;NX
K6;28;5;KIEPURA Henryk;3119;12.45;1.22;NX
K6;28;6;KASIURA Henryk Adam;1025;4.09;0.40;NX
K6;28;7;GMITRUK Stanisław;1095;4.37;0.43;NX
K6;28;8;BEZA Jan Stanisław;533;2.12;0.21;NX
K6;28;9;NIEMCZYK Bernadetta Barbara;579;2.31;0.23;NX
K6;28;10;KRYSIK Zdzisław Andrzej;269;1.07;0.11;NX
K6;28;11;MICHALIK Jan;759;3.03;0.30;NX
K6;28;12;BANASIAK Aleksandra;829;3.30;0.32;NX
K6;28;13;CIEŚLIŃSKI Marek Jan;517;2.06;0.20;NX
K6;28;14;NOWAK Robert Tomasz;1584;6.32;0.62;NX
K6;29;1;WILK Zygmunt;2777;18.21;0.84;NX
K6;29;2;WIĘCKOWSKA Ewa Małgorzata;4133;27.11;1.25;NX
K6;29;3;GRYC Jan;1312;8.60;0.40;NX
K6;29;4;BREHMER Dietmar Paweł;721;4.72;0.22;NX
K6;29;5;DOMBEK Waldemar Józef;447;2.93;0.14;NX
K6;29;6;POLOCZEK Mariusz Krzysztof;1079;7.07;0.33;NX
K6;29;7;LEWANDOWSKI Marek Witold;559;3.66;0.17;NX
K6;29;8;DULIAS Antoni Edward;317;2.07;0.10;NX
K6;29;9;SZWAJA Teresa;389;2.55;0.12;NX
K6;29;10;BARTKOWIAK Kazimierz Andrzej;831;5.45;0.25;NX
K6;29;11;ŚLIWOWSKA Maria Zofia;253;1.65;0.08;NX
K6;29;12;ŻELAZO Jacek Stanisław;303;1.98;0.09;NX
K6;29;13;CZAPELKA Agnieszka Zofia;358;2.34;0.11;NX
K6;29;14;SIBIELAK Henryk Marian;287;1.88;0.09;NX
K6;29;15;JURANEK Grzegorz Zbigniew;78;0.51;0.02;NX
K6;29;16;LIPARTOWSKI Edmund Józef;51;0.33;0.02;NX
K6;29;17;GÓRA Maria;316;2.07;0.10;NX
K6;29;18;ZALEWSKI Ryszard Grzegorz;127;0.83;0.04;NX
K6;29;19;IDZIK Wiktor Ludwik;278;1.82;0.08;NX
K6;29;20;POSTOLSKI Eugeniusz Antoni;628;4.11;0.19;NX
K6;30;1;ZIENC Piotr Robert;2284;18.92;0.75;NX
K6;30;2;SITEK Stanisław;1244;10.30;0.41;NX
K6;30;3;SZWEDA Bernard Mikołaj;1738;14.39;0.57;NX
K6;30;4;KARASEK Bronisław;751;6.22;0.25;NX
K6;30;5;WOLNY Marian Franciszek;804;6.66;0.27;NX
K6;30;6;GRUSZKA Marek Aleksander;792;6.56;0.26;NX
K6;30;7;GRABIEC Janusz Roman;438;3.62;0.14;NX
K6;30;8;HELIS Paweł;348;2.88;0.11;NX
K6;30;9;ORMANIEC Cecylia Krystyna;668;5.53;0.22;NX
K6;30;10;DULIAS Stanisław;120;0.99;0.04;NX
K6;30;11;KUCZERA Janina Maria;649;5.37;0.21;NX
K6;30;12;KOLORZ Marian Henryk;385;3.18;0.13;NX
K6;30;13;KONIECZNY Augustyn Ludwik;209;1.73;0.07;NX
K6;30;14;DA - VIA Bronisław;310;2.56;0.10;NX
K6;30;15;GŁOŚNICKA Danuta;425;3.52;0.14;NX
K6;30;16;KALYTA Marek Jan;197;1.63;0.07;NX
K6;30;17;WOJTALIK Zbigniew;170;1.40;0.06;NX
K6;30;18;SZCZYPIŃSKI Krzysztof;539;4.46;0.18;NX
K6;31;1;PIOTROWSKI Leszek;3808;24.73;0.82;NX
K6;31;2;MAGDZIORZ Gabriela Maria;1270;8.24;0.27;NX
K6;31;3;ZAWADZKI Józef Antoni;1126;7.31;0.24;NX
K6;31;4;KONIECZNA Barbara Józefa;3086;20.04;0.66;NX
K6;31;5;BRZEZIŃSKA Maria Joanna;677;4.39;0.15;NX
K6;31;6;MAKULA Marian Paweł;1316;8.54;0.28;NX
K6;31;7;MIODUSZEWSKI Piotr;327;2.12;0.07;NX
K6;31;8;PIASECKA Krystyna;698;4.53;0.15;NX
K6;31;9;NYCZ Robert Florian;320;2.07;0.07;NX
K6;31;10;MARCELA Józef Michał;182;1.18;0.04;NX
K6;31;11;LACH Andrzej Michał;288;1.87;0.06;NX
K6;31;12;MATUSZCZYK Andrzej Czesław;182;1.18;0.04;NX
K6;31;13;JAKUBCZYK Magda Maria;254;1.64;0.05;NX
K6;31;14;SKRZYPEK Damian Grzegorz;290;1.88;0.06;NX
K6;31;15;KOT Grzegorz Benedykt;385;2.50;0.08;NX
K6;31;16;KARASEWICZ Jacek Artur;75;0.48;0.02;NX
K6;31;17;PATEREK - VON SPERLING Andrzej;144;0.93;0.03;NX
K6;31;18;TARGOSZ Sylwester Krystian;91;0.59;0.02;NX
K6;31;19;LATOS Robert Sebastian;73;0.47;0.02;NX
K6;31;20;WIESIOŁEK Tomasz;100;0.64;0.02;NX
K6;31;21;KORPOK Beata;183;1.18;0.04;NX
K6;31;22;ANDRZEJCZAK Marian Józef;60;0.38;0.01;NX
K6;31;23;ŚMIEJA Patrycja Stefania;202;1.31;0.04;NX
K6;31;24;SKWIRA Zygmunt Jerzy;261;1.69;0.06;NX
K6;32;1;DĄBROWA Stanisław;4740;28.93;1.46;NX
K6;32;2;CIOŁCZYK Janusz Kazimierz;3098;18.91;0.95;NX
K6;32;3;JANIK Bogdan;805;4.91;0.25;NX
K6;32;4;FIGLUS Michał Stanisław;612;3.73;0.19;NX
K6;32;5;LATOS Marcin Mieczysław;764;4.66;0.23;NX
K6;32;6;ORZECHOWSKA Irena;1071;6.53;0.33;NX
K6;32;7;DUDA Jan;563;3.43;0.17;NX
K6;32;8;KRÓL Ewa Teresa;940;5.73;0.29;NX
K6;32;9;BINKO Zbigniew Zenon;465;2.83;0.14;NX
K6;32;10;WOJTOŃ Zbigniew Walerian;200;1.22;0.06;NX
K6;32;11;SAJKIEWICZ Monika Anna;311;1.89;0.10;NX
K6;32;12;KOLCZYK Jerzy;163;0.99;0.05;NX
K6;32;13;BARCLAY Emil Adam;229;1.39;0.07;NX
K6;32;14;ROK Marek Marian;147;0.89;0.05;NX
K6;32;15;MACHURA Katarzyna Anna;572;3.49;0.18;NX
K6;32;16;JAŁOWICZ Joanna;452;2.75;0.14;NX
K6;32;17;STACH Adam;196;1.19;0.06;NX
K6;32;18;PAKS Stanisław Marek;1053;6.42;0.32;NX
K6;33;1;PAWLAK Mirosław Antoni;14006;19.71;2.90;PX
K6;33;2;PAŁYS Andrzej Józef;7654;10.77;1.59;PX
K6;33;3;CIŹLA Ryszard Władysław;1990;2.80;0.41;NX
K6;33;4;NOWAK Jan;4656;6.55;0.96;NX
K6;33;5;KOTOWSKI Kazimierz Jerzy;7321;10.30;1.52;NX
K6;33;6;BORZĘCKI Wojciech Tomasz;4222;5.94;0.87;NX
K6;33;7;KACZMAREK Edmund Andrzej;4377;6.16;0.91;NX
K6;33;8;PIECYK Arkadiusz Andrzej;1621;2.28;0.34;NX
K6;33;9;LEKS Zdzisław Józef;1609;2.26;0.33;NX
K6;33;10;GIERADA Bogdan Kazimierz;3124;4.39;0.65;NX
K6;33;11;NOWAK Kazimierz;928;1.30;0.19;NX
K6;33;12;WYRZYKOWSKI Mirosław;1341;1.88;0.28;NX
K6;33;13;BUGAJ Leszek Ryszard;3092;4.35;0.64;NX
K6;33;14;MACIĄG Andrzej Franciszek;761;1.07;0.16;NX
K6;33;15;PARGIEŁA Henryk;1012;1.42;0.21;NX
K6;33;16;SIKORA Henryk Adam;522;0.73;0.11;NX
K6;33;17;ŻERNIAK Hubert;558;0.78;0.12;NX
K6;33;18;LUZEŃCZYK Halina;831;1.16;0.17;NX
K6;33;19;DĄBROWSKI Andrzej Jan;577;0.81;0.12;NX
K6;33;20;PŁUSA Wojciech;418;0.58;0.09;NX
K6;33;21;GÄRTNER Halina Katarzyna;548;0.77;0.11;NX
K6;33;22;WĘGRZECKI Adam;1185;1.66;0.25;NX
K6;33;23;GIEMZA Małgorzata Katarzyna;334;0.47;0.07;NX
K6;33;24;BRUDEK Władysław Marcin;1428;2.01;0.30;NX
K6;33;25;DZIUBEK Grzegorz Artur;1203;1.69;0.25;NX
K6;33;26;MAZUR Wiesław Stanisław;612;0.86;0.13;NX
K6;33;27;SŁUŻALSKI Jerzy Stanisław;779;1.09;0.16;NX
K6;33;28;ZAPAŁA Krystyna;656;0.92;0.14;NX
K6;33;29;CHAŁUPCZAK-WINIARSKA Anna Bronisława;514;0.72;0.11;NX
K6;33;30;FABIJAŃSKI Jerzy Bogdan;499;0.70;0.10;NX
K6;33;31;SAMBURSKI Adam Stanisław;948;1.33;0.20;NX
K6;33;32;BANAŚKIEWICZ Zbigniew Tadeusz;1708;2.40;0.35;NX
K6;34;1;ŻELICHOWSKI Stanisław;6437;24.45;2.79;PX
K6;34;2;ŻUCHOWSKI Piotr;4489;17.05;1.95;NX
K6;34;3;ANDRZEJEWSKA Zofia;2511;9.53;1.09;NX
K6;34;4;MALINOWSKI Sławomir Waldemar;1176;4.46;0.51;NX
K6;34;5;BRZEZIN Gustaw Marek;1921;7.29;0.83;NX
K6;34;6;POPIEL Stanisław;2185;8.29;0.95;NX
K6;34;7;NOWAKOWSKA Teresa;1111;4.22;0.48;NX
K6;34;8;TRĄPCZYŃSKI Roman;817;3.10;0.35;NX
K6;34;9;JANIK Bożena;741;2.81;0.32;NX
K6;34;10;NAŁĘCZ Ryszard;1319;5.01;0.57;NX
K6;34;11;TOMASZEWSKI Kazimierz;1374;5.21;0.60;NX
K6;34;12;CHABROS DUSZA Regina;329;1.24;0.14;NX
K6;34;13;KIERSZ Zygmunt Emilian;321;1.21;0.14;NX
K6;34;14;KOGUT Roman;704;2.67;0.31;NX
K6;34;15;SUGALSKI Zenon;258;0.98;0.11;NX
K6;34;16;BOGDANOWICZ Władysław;633;2.40;0.27;NX
K6;35;1;KRZYŚKÓW Adam;6258;16.58;2.09;PX
K6;35;2;WŁODKOWSKI Zbigniew;5360;14.20;1.79;NX
K6;35;3;FADROWSKI Zdzisław;1053;2.78;0.35;NX
K6;35;4;PETRYNA Irena;3394;8.99;1.13;NX
K6;35;5;PODZIEWSKI Marian Tadeusz;1829;4.84;0.61;NX
K6;35;6;HEĆMAN Krzysztof Wiesław;3871;10.25;1.29;NX
K6;35;7;KRASIŃSKI Jerzy Wiesław;1885;4.99;0.63;NX
K6;35;8;WRZESIŃSKA Maria Anna;1051;2.78;0.35;NX
K6;35;9;OSEŁKOWSKA Bożena Maria;396;1.04;0.13;NX
K6;35;10;GRZYMOWICZ Piotr Władysław;2582;6.84;0.86;NX
K6;35;11;STRAŻEWICZ Wacław Jan;2152;5.70;0.72;NX
K6;35;12;ADAMCZYK Edward Jan;1715;4.54;0.57;NX
K6;35;13;GAJDAMOWICZ Henryk;343;0.90;0.11;NX
K6;35;14;SAMORAJCZYK Elżbieta Halina;1313;3.47;0.44;NX
K6;35;15;KRÓL Radosław;1183;3.13;0.40;NX
K6;35;16;MALISZEWSKI Edward;477;1.26;0.16;NX
K6;35;17;SOLIWODA Dorota Urszula;754;1.99;0.25;NX
K6;35;18;IWASZKO Kazimierz;424;1.12;0.14;NX
K6;35;19;KRAWCZYK Bożena Małgorzata;873;2.31;0.29;NX
K6;35;20;CECOT Ryszard;831;2.20;0.28;NX
K6;36;1;GRZYB Andrzej Marian;15640;30.22;4.05;PX
K6;36;2;RACKI Józef;4833;9.33;1.25;PX
K6;36;3;MAĆKOWIAK Zdzisław;3531;6.82;0.91;NX
K6;36;4;WALKOWSKI Piotr;4745;9.16;1.23;NX
K6;36;5;KŁOS Marian Tadeusz;1306;2.52;0.34;NX
K6;36;6;GÓRCZYŃSKA Maria Jolanta;1931;3.73;0.50;NX
K6;36;7;WĄSIEWSKI Sławomir;2015;3.89;0.52;NX
K6;36;8;MARSZAŁEK Franciszek;2984;5.76;0.77;NX
K6;36;9;BRZESKOT Grzegorz Józef;1649;3.18;0.43;NX
K6;36;10;KARALUS Michał Roman;1786;3.45;0.46;NX
K6;36;11;BALCER Michał Wawrzyniec;768;1.48;0.20;NX
K6;36;12;KONIECZNY Bogdan Jan;687;1.32;0.18;NX
K6;36;13;STARZYŃSKA-BIAŁEK Gabriela Anna;589;1.13;0.15;NX
K6;36;14;ŁUCZAK Mieczysław;748;1.44;0.19;NX
K6;36;15;SITEK Bożena Waleria;826;1.59;0.21;NX
K6;36;16;ZIELNICA Genowefa Janina;746;1.44;0.19;NX
K6;36;17;SZYSZKA Sławomir;1166;2.25;0.30;NX
K6;36;18;RATAJCZAK Grzegorz;1369;2.64;0.35;NX
K6;36;19;JANKOWSKI Andrzej Błażej;393;0.75;0.10;NX
K6;36;20;DOMANIECKI Waldemar;691;1.33;0.18;NX
K6;36;21;WOJCIAK Stanisław;335;0.64;0.09;NX
K6;36;22;NOWICKI Krzysztof Walenty;1100;2.12;0.28;NX
K6;36;23;FLORCZYK Wojciech Zdzisław;640;1.23;0.17;NX
K6;36;24;NOWAK Marek Tadeusz;1272;2.45;0.33;NX
K6;37;1;GRZESZCZAK Eugeniusz Tomasz;13189;32.04;4.43;PX
K6;37;2;CIEŚLAK Czesław;8265;20.08;2.78;NX
K6;37;3;MAZURKIEWICZ Jerzy Janusz;3137;7.62;1.05;NX
K6;37;4;WŁODARCZYK Bogdan Kazimierz;1420;3.45;0.48;NX
K6;37;5;BIELIK Stanisław Adam;1469;3.56;0.49;NX
K6;37;6;STĘPA Teodor;1979;4.80;0.66;NX
K6;37;7;GRZELKA Joanna Barbara;1814;4.40;0.61;NX
K6;37;8;NIEDŹWIEDZIŃSKI Jan;1356;3.29;0.46;NX
K6;37;9;WINIARSKA Danuta;2916;7.08;0.98;NX
K6;37;10;KASPRZAK Piotr;1136;2.76;0.38;NX
K6;37;11;MACIEJEWSKI Stanisław;1169;2.84;0.39;NX
K6;37;12;RATAJCZYK Wiesław Bronisław;470;1.14;0.16;NX
K6;37;13;JACKOWSKI Jacek;390;0.94;0.13;NX
K6;37;14;PRZYWARA Janusz;596;1.44;0.20;NX
K6;37;15;TOMCZYK Andrzej Józef;602;1.46;0.20;NX
K6;37;16;PINIARSKI Eugeniusz;162;0.39;0.05;NX
K6;37;17;KAPTURSKI Andrzej;202;0.49;0.07;NX
K6;37;18;MAC Karol;881;2.14;0.30;NX
K6;38;1;KALEMBA Stanisław;13295;35.25;4.45;PX
K6;38;2;RYDZEWSKA Anna;2862;7.59;0.96;NX
K6;38;3;NAPIERAŁA Ryszard;2970;7.87;0.99;NX
K6;38;4;GOŁAWSKI Ryszard;1782;4.72;0.60;NX
K6;38;5;KRANC Tomasz Bronisław;1662;4.40;0.56;NX
K6;38;6;PIKULIK Jan Marek;2323;6.16;0.78;NX
K6;38;7;JANUS Bogusław;1227;3.25;0.41;NX
K6;38;8;WITA Andrzej;2317;6.14;0.78;NX
K6;38;9;HAJDUK Piotr;2203;5.84;0.74;NX
K6;38;10;CYRANIK Wojciech Zygmunt;501;1.32;0.17;NX
K6;38;11;GNUS Ryszard Tomasz;1283;3.40;0.43;NX
K6;38;12;KWAŚNIEWICZ Józef Kazimierz;1214;3.21;0.41;NX
K6;38;13;NIEDZIAŁEK Sylwester Mieczysław;303;0.80;0.10;NX
K6;38;14;PAWLAK Zofia;1387;3.67;0.46;NX
K6;38;15;PRZYBYŁ Witold;335;0.88;0.11;NX
K6;38;16;FRĄCKOWIAK Helena Krystyna;451;1.19;0.15;NX
K6;38;17;TOMIKOWSKI Damian;199;0.52;0.07;NX
K6;38;18;POCHYLUK Stanisław;1392;3.69;0.47;NX
K6;39;1;SMORAWIŃSKI Jerzy, Kazimierz;14211;58.28;3.17;NX
K6;39;2;JANKOWIAK Wojciech;1921;7.87;0.43;NX
K6;39;3;SERWATKIEWICZ Marek;1258;5.15;0.28;NX
K6;39;4;BŁOCHOWIAK Arkadiusz;477;1.95;0.11;NX
K6;39;5;ROBASZYŃSKI Krzysztof;1257;5.15;0.28;NX
K6;39;6;SZALCZYK Zofia, Barbara;1028;4.21;0.23;NX
K6;39;7;BĄCZKOWSKI Dariusz;304;1.24;0.07;NX
K6;39;8;CYBULSKA Hanna;649;2.66;0.14;NX
K6;39;9;FALBIERSKI Jerzy, Sławomir;1044;4.28;0.23;NX
K6;39;10;KONOPIŃSKI Lech;538;2.20;0.12;NX
K6;39;11;MATUSIAK Ryszard, Zenon;167;0.68;0.04;NX
K6;39;12;MONIAK Andrzej;138;0.56;0.03;NX
K6;39;13;POCZTA Eugeniusz;216;0.88;0.05;NX
K6;39;14;SIEMIENIAK Dariusz;224;0.91;0.05;NX
K6;39;15;SIP Tomasz;229;0.93;0.05;NX
K6;39;16;SZCZEFANOWICZ Henryk;66;0.27;0.01;NX
K6;39;17;ŚWIĄTEK Piotr;150;0.61;0.03;NX
K6;39;18;WIERZBICKI Arkadiusz;138;0.56;0.03;NX
K6;39;19;MARTYŁA Marcin;70;0.28;0.02;NX
K6;39;20;NURKOWSKI Marcin;298;1.22;0.07;NX
K6;40;1;DYCHA Stanisław Edward;7026;33.20;2.85;NX
K6;40;2;KRAWCZUK Jan;2416;11.41;0.98;NX
K6;40;3;FURTAK Zbigniew;767;3.62;0.31;NX
K6;40;4;GRZYWACZ Andrzej;1102;5.20;0.45;NX
K6;40;5;SZELIGA Cezary;1102;5.20;0.45;NX
K6;40;6;GŁODNY Jan;1614;7.62;0.65;NX
K6;40;7;PIETRASZEK Józef;1387;6.55;0.56;NX
K6;40;8;KILIAN Bolesław;649;3.06;0.26;NX
K6;40;9;GIEC Mariola;1010;4.77;0.41;NX
K6;40;10;LEŚNIEWICZ Andrzej Leszek;1055;4.98;0.43;NX
K6;40;11;JURKIEW Tadeusz Leon;130;0.61;0.05;NX
K6;40;12;MAKSALON Zenon;530;2.50;0.21;NX
K6;40;13;DRABIK Michał;241;1.13;0.10;NX
K6;40;14;TAŁAJ Teresa Stanisława;525;2.48;0.21;NX
K6;40;15;SOBOCIŃSKI Stefan;506;2.39;0.21;NX
K6;40;16;GROCHOWSKI Robert Paweł;1102;5.20;0.45;NX
K6;41;1;ZIEMBA Kazimierz;6074;22.63;1.38;NX
K6;41;2;DZIEWGUĆ Zygmunt;3152;11.74;0.72;NX
K6;41;3;UDAŁA Jan Mieczysław;1607;5.98;0.37;NX
K6;41;4;SADŁOWSKI Edward Stanisław;1342;5.00;0.31;NX
K6;41;5;RUCIŃSKI Witold;1788;6.66;0.41;NX
K6;41;6;POMIECZYŃSKI Zbigniew Rajmund;725;2.70;0.17;NX
K6;41;7;TOKARZEWSKA Beata Tamara;1383;5.15;0.32;NX
K6;41;8;KARŁOWSKI Michał;526;1.95;0.12;NX
K6;41;9;MLECZKO Andrzej Józef;715;2.66;0.16;NX
K6;41;10;JANOWICZ Arkadiusz Zygmunt;1181;4.40;0.27;NX
