komitet;okręg;numer;kandydat;glosy;proc.lista;proc.all;wynik
K89;30;6;SZÓSTEK Kamila;27;2.30;0.01;NX
K89;30;7;LANGER Paweł Adam;82;7.01;0.04;NX
K89;30;8;GASZKA Agnieszka Barbara;56;4.79;0.02;NX
K89;30;9;ARCIEMOWICZ Genowefa;24;2.05;0.01;NX
K89;30;10;ROŻAK Jarosław Andrzej;21;1.79;0.01;NX
K89;33;1;BERAK Cezary Hubert;233;9.00;0.06;NX
K89;33;2;KORZENIEWSKI Józef;113;4.36;0.03;NX
K89;33;3;BYSIAK Sylwester Paweł;114;4.40;0.03;NX
K89;33;4;OPAŁKO Bronisław Józef;84;3.24;0.02;NX
K89;33;5;BARCZYK Waldemar Józef;139;5.37;0.04;NX
K89;33;6;WIĄCEK Tadeusz Wiktor;30;1.15;0.01;NX
K89;33;7;NOWAK Marek Maciej;184;7.10;0.05;NX
K89;33;8;CEDRO Barbara Teresa;158;6.10;0.04;NX
K89;33;9;SKOWRON Edward Mikołaj;104;4.01;0.03;NX
K89;33;10;WŁODARCZYK Jan Roman;102;3.94;0.03;NX
K89;33;11;NIBURSKI Krzysztof;128;4.94;0.04;NX
K89;33;12;KOT Wiesław;124;4.79;0.03;NX
K89;33;13;KOWALCZYK-KWIECIEŃ Irena Krystyna;131;5.06;0.04;NX
K89;33;14;LIS Michał Franciszek;42;1.62;0.01;NX
K89;33;15;FURMANEK Tadeusz;22;0.85;0.01;NX
K89;33;16;ŁOWICKA Teresa Jadwiga;95;3.67;0.03;NX
K89;33;17;CIERPIAŁA Jadwiga;257;9.93;0.07;NX
K89;33;18;SARBIEWSKI Tomasz Przemysław;14;0.54;0.00;NX
K89;33;19;KUDLIŃSKI Adolf;13;0.50;0.00;NX
K89;33;20;URA Tadeusz Wincenty;22;0.85;0.01;NX
K89;33;21;WITKOWSKA Bogusława Danuta;43;1.66;0.01;NX
K89;33;22;GORCZYCA Grzegorz Marcin;36;1.39;0.01;NX
K89;33;23;HENDEL Sławomir Andrzej;77;2.97;0.02;NX
K89;33;24;KOWALSKA Katarzyna;74;2.85;0.02;NX
K89;33;25;KUCHTA Ewa Anna;107;4.13;0.03;NX
K89;33;26;PUCHALSKI Robert Rajmund;4;0.15;0.00;NX
K89;33;27;STERNIK-ZBYDNIOWSKA Małgorzata;130;5.02;0.04;NX
K89;33;28;ŚLIFIERZ Andrzej;8;0.30;0.00;NX
K89;34;1;REMBELSKI Stefan Bolesław;80;10.41;0.05;NX
K89;34;2;NAŁĘCZ Ryszard;406;52.86;0.24;NX
K89;34;3;JACKOWSKI Piotr Jacek;78;10.15;0.05;NX
K89;34;4;ILNICKA Janina;53;6.90;0.03;NX
K89;34;5;OWSIANIK Tomasz Jan;12;1.56;0.01;NX
K89;34;6;FRONTCZAK Tomasz Paweł;20;2.60;0.01;NX
K89;34;7;MARSZYCKI Łukasz;9;1.17;0.01;NX
K89;34;8;RUDNICKI Walenty Henryk;54;7.03;0.03;NX
K89;34;9;BŁASZCZYK Marek Stanisław;16;2.08;0.01;NX
K89;34;10;STEIGERT Tadeusz;40;5.20;0.02;NX
K89;35;1;SMOLIŃSKI Andrzej;135;11.85;0.07;NX
K89;35;2;ŻYWICA Adam Władysław;282;24.75;0.14;NX
K89;35;3;KRZEKOTOWSKA-OLSZEWSKA Iwona;49;4.30;0.02;NX
K89;35;4;WYSZKOWSKI Witold;21;1.84;0.01;NX
K89;35;5;RUDZEWICZ Adam;36;3.16;0.02;NX
K89;35;6;SZUBKA Wiesław;116;10.18;0.06;NX
K89;35;7;BELA Wojciech Bogdan;32;2.80;0.02;NX
K89;35;8;SZCZYGŁOWSKI Jacek;23;2.01;0.01;NX
K89;35;9;STĘPIEŃ Arkadiusz;60;5.26;0.03;NX
K89;35;10;JUSZCZYŃSKI Marian;42;3.68;0.02;NX
K89;35;11;PAWEŁKO Radosław;45;3.95;0.02;NX
K89;35;12;BACA Tadeusz Andrzej;40;3.51;0.02;NX
K89;35;13;ZDANOWSKI Michał Piotr;15;1.31;0.01;NX
K89;35;14;GADOMSKI Marek;35;3.07;0.02;NX
K89;35;15;PAMPUCH Mirosław Józef;208;18.26;0.10;NX
K89;36;1;JAŃCZAK Marian Józef;346;39.81;0.12;NX
K89;36;2;GRZEGORSKI Tadeusz;140;16.11;0.05;NX
K89;36;3;PATECKI Antoni;43;4.94;0.02;NX
K89;36;4;PONIATOWSKI Bogdan;20;2.30;0.01;NX
K89;36;5;FAMULSKI Bronisław;51;5.86;0.02;NX
K89;36;6;LEŚNIAK Grzegorz;27;3.10;0.01;NX
K89;36;7;SZYGUŁA Karol Mirosław;15;1.72;0.01;NX
K89;36;8;MARCINIAK Marta;55;6.32;0.02;NX
K89;36;9;JANOWSKI Krzysztof Józef;81;9.32;0.03;NX
K89;36;10;PŁONKA Stanisław;14;1.61;0.00;NX
K89;36;11;FITZNER Teresa Maria;12;1.38;0.00;NX
K89;36;12;BERGER Lech Bernard;18;2.07;0.01;NX
K89;36;13;KOKOT Stanisław Bogumił;47;5.40;0.02;NX
K89;39;1;TWARÓG Apoloniusz Jan;276;41.01;0.09;NX
K89;39;2;CIESIELSKI Ryszard;32;4.75;0.01;NX
K89;39;3;TOMCZAK Marek Józef;80;11.88;0.03;NX
K89;39;4;MAKNE' Stefan;25;3.71;0.01;NX
K89;39;5;CICHY Andrzej Tadeusz;21;3.12;0.01;NX
K89;39;6;RADOWICZ Maciej;15;2.22;0.00;NX
K89;39;7;SIEBERT Mariusz;20;2.97;0.01;NX
K89;39;8;KRASZEWSKA Ligia;20;2.97;0.01;NX
K89;39;9;SKROK Grzegorz Sławomir;29;4.30;0.01;NX
K89;39;10;SZELEJEWSKI Alojzy Tadeusz;29;4.30;0.01;NX
K89;39;11;KLEPKA Michał Wiesław;20;2.97;0.01;NX
K89;39;12;WOŹNIAK Artur Wojciech;9;1.33;0.00;NX
K89;39;13;DUBICKI Wojciech;11;1.63;0.00;NX
K89;39;14;JĘDRAS Leszek;10;1.48;0.00;NX
K89;39;15;KOBYŁKA Łucja;22;3.26;0.01;NX
K89;39;16;GROBELNA Violetta;7;1.04;0.00;NX
K89;39;17;SKÓRA Teresa Barbara;14;2.08;0.00;NX
K89;39;18;ZABŁOCKI Stanisław Jan;33;4.90;0.01;NX
K93;1;1;TYCZYNO Romana;102;17.05;0.04;NX
K93;1;2;SAWICKI Jan;94;15.71;0.03;NX
K93;1;3;JOŁTUCH Edward Marian;29;4.84;0.01;NX
K93;1;4;TABISZ Bogusław Czesław;28;4.68;0.01;NX
K93;1;5;DOLECKI Ryszard;41;6.85;0.01;NX
K93;1;6;PAWLAK Marcin Tadeusz;123;20.56;0.04;NX
K93;1;7;NEUWIEM Władysław;26;4.34;0.01;NX
K93;1;8;POTRYKUS Piotr;20;3.34;0.01;NX
K93;1;9;RATAJ Mariusz Józef;14;2.34;0.00;NX
K93;1;10;JENDZA Stanisław;40;6.68;0.01;NX
K93;1;11;MICHALSKI Grzegorz Kazimierz;33;5.51;0.01;NX
K93;1;12;WANIEWSKI Stanisław;48;8.02;0.02;NX
K93;2;1;GASZYŃSKI Dawid Jakub;126;27.33;0.06;NX
K93;2;2;JAŚKIEWICZ Artur;56;12.14;0.03;NX
K93;2;3;SZCZERBA Jacek Stanisław;31;6.72;0.02;NX
K93;2;4;NICPOŃ Paweł Marek;57;12.36;0.03;NX
K93;2;5;KRÓL Grzegorz Piotr;36;7.80;0.02;NX
K93;2;6;PADEREWSKA-DUDEK Małgorzata Cecylia;19;4.12;0.01;NX
K93;2;7;PUPKA Sylwia Eliza;57;12.36;0.03;NX
K93;2;8;KRÓL Andrzej Aleksander;25;5.42;0.01;NX
K93;2;9;GRUNA Leon;54;11.71;0.03;NX
K93;3;1;PEREK Tomasz;145;24.36;0.04;NX
K93;3;2;BUKOWSKA Agnieszka Małgorzata;76;12.77;0.02;NX
K93;3;3;BURDYK Łukasz Mateusz;28;4.70;0.01;NX
K93;3;4;ĆMIKIEWICZ Julian Antoni;22;3.69;0.01;NX
K93;3;5;KURZAWSKI Tadeusz;24;4.03;0.01;NX
K93;3;6;POBORCZYK Arkadiusz Paweł;15;2.52;0.00;NX
K93;3;7;KASPEREK Jakub Radosław;16;2.68;0.00;NX
K93;3;8;JANUŚ Rafał Paweł;22;3.69;0.01;NX
K93;3;9;KUBIAK Dawid Piotr;42;7.05;0.01;NX
K93;3;10;LIS Adam;78;13.10;0.02;NX
K93;3;11;STEMLER Ryszard Stefan;12;2.01;0.00;NX
K93;3;12;KARŁOWICZ Zbigniew;11;1.84;0.00;NX
K93;3;13;PYRZYŃSKI Piotr;26;4.36;0.01;NX
K93;3;14;GASZYŃSKA Elżbieta;28;4.70;0.01;NX
K93;3;15;ZYGADLEWICZ Piotr Grzegorz;50;8.40;0.01;NX
K93;4;1;RAJCHERT Jarosław;102;20.23;0.04;NX
K93;4;2;NITECKI Paweł Krzysztof;81;16.07;0.03;NX
K93;4;3;SASS Mieczysław Klemens;26;5.15;0.01;NX
K93;4;4;PIECHOCKI Marcin;18;3.57;0.01;NX
K93;4;5;GAC Karolina;47;9.32;0.02;NX
K93;4;6;NOWAKOWSKI Adam Janusz;43;8.53;0.02;NX
K93;4;7;GÓRNY Szymon Piotr;30;5.95;0.01;NX
K93;4;8;PIASKOWSKI Piotr;26;5.15;0.01;NX
K93;4;9;MARCZUK Ilona;11;2.18;0.00;NX
K93;4;10;TOMCZYK Marek;19;3.76;0.01;NX
K93;4;11;KRZYŚKÓW Maciej Paweł;7;1.38;0.00;NX
K93;4;12;MASEŁKO Tomasz;31;6.15;0.01;NX
K93;4;13;SZCZEPANKOWSKA Ewa Barbara;63;12.50;0.02;NX
K93;5;1;URTNOWSKI Sławomir;89;20.45;0.03;NX
K93;5;2;WIŚNIEWSKI Waldemar;54;12.41;0.02;NX
K93;5;3;REIMANN-STĘPKOWSKA Monika Joanna;23;5.28;0.01;NX
K93;5;4;WEBER Robert;37;8.50;0.01;NX
K93;5;5;KOMOROWSKI Tomasz Krzysztof;46;10.57;0.02;NX
K93;5;6;KOWALSKI Grzegorz Wojciech;24;5.51;0.01;NX
K93;5;7;ZIELIŃSKI Marcin Wojciech;30;6.89;0.01;NX
K93;5;8;WRZESIEŃ Krzysztof;24;5.51;0.01;NX
K93;5;9;POPIELEWSKI Grzegorz Maciej;13;2.98;0.00;NX
K93;5;10;BINKOWSKI Jacek;25;5.74;0.01;NX
K93;5;11;GARCZYŃSKI Sławomir Mariusz;8;1.83;0.00;NX
K93;5;12;CZERWIŃSKA Katarzyna Barbara;22;5.05;0.01;NX
K93;5;13;MĄDZIELEWSKI Marek;40;9.19;0.01;NX
K93;6;1;GMURCZYK Adam Wojciech;141;29.37;0.04;NX
K93;6;2;BEDNARSKI Konrad Jerzy;59;12.29;0.01;NX
K93;6;3;LEWANDOWSKI Michał;41;8.54;0.01;NX
K93;6;4;SEMLA Paweł Władysław;15;3.12;0.00;NX
K93;6;5;MĘŻYŃSKA-OBCARSKA Sylwia;27;5.62;0.01;NX
K93;6;6;LEKS Adam;26;5.41;0.01;NX
K93;6;7;ŁYGAS Arkadiusz Piotr;24;5.00;0.01;NX
K93;6;8;CHONIAWKO Paulina Sylwia;33;6.87;0.01;NX
K93;6;9;CHOLEWICZ Krzysztof;9;1.87;0.00;NX
K93;6;10;TATARCZAK Mariusz Krzysztof;14;2.91;0.00;NX
K93;6;11;DOBNER Marzena Małgorzata;9;1.87;0.00;NX
K93;6;12;ŹRAŁKA Konrad;8;1.66;0.00;NX
K93;6;13;IWANIAK Małgorzata Maria;12;2.50;0.00;NX
K93;6;14;ANTONIK Grzegorz Antoni;16;3.33;0.00;NX
K93;6;15;PASZTYKA Tadeusz Hubert;46;9.58;0.01;NX
K93;7;1;LEWANDOWSKA Katarzyna Ewa;209;27.75;0.07;NX
K93;7;2;SKOCZYLAS Aneta Jadwiga;64;8.49;0.02;NX
K93;7;3;KUSZPA Grzegorz Beniamin;64;8.49;0.02;NX
K93;7;4;RAKOWSKI Tomasz Władysław;43;5.71;0.01;NX
K93;7;5;STASIUK Jarosław;49;6.50;0.02;NX
K93;7;6;MAZUREK Janusz Artur;60;7.96;0.02;NX
K93;7;7;KLEPKA Kamila Anna;44;5.84;0.02;NX
K93;7;8;BYLICKI Radosław Andrzej;20;2.65;0.01;NX
K93;7;9;GOŁĘBIOWSKI Grzegorz Dawid;30;3.98;0.01;NX
K93;7;10;KOWALCZYK Łukasz Sebastian;81;10.75;0.03;NX
K93;7;11;WILKOS Sabina Eugenia;23;3.05;0.01;NX
K93;7;12;GŁAZ Łukasz Arkadiusz;66;8.76;0.02;NX
K93;9;1;RYDZ Tadeusz;123;21.13;0.04;NX
K93;9;2;JANICKI Maciej;52;8.93;0.02;NX
K93;9;3;RENGEL Wiesław;105;18.04;0.04;NX
K93;9;4;FLASZKA Michał;93;15.97;0.03;NX
K93;9;5;SKRZYDŁOWSKI Wiktor;44;7.56;0.01;NX
K93;9;6;RYCHLIK Andrzej Jan;21;3.60;0.01;NX
K93;9;7;ZIELIŃSKI Piotr;48;8.24;0.02;NX
K93;9;8;PIETRZYK Kamil;23;3.95;0.01;NX
K93;9;9;FREJNO Michał;19;3.26;0.01;NX
K93;9;10;STEFANIAK Jacek;22;3.78;0.01;NX
K93;9;11;BARKIEWICZ Krzysztof;32;5.49;0.01;NX
K93;10;1;SAKOWSKI Sławomir;115;30.26;0.05;NX
K93;10;2;GRABARCZYK Jan;56;14.73;0.03;NX
K93;10;3;WIECZOREK Włodzimierz;42;11.05;0.02;NX
K93;10;4;GAWĘCKI Marian;24;6.31;0.01;NX
K93;10;5;KNOSAŁA Mieczysław Tadeusz;11;2.89;0.00;NX
K93;10;6;DAJCZ Edward Jan;23;6.05;0.01;NX
K93;10;7;AUGUŚCIK Barbara;36;9.47;0.02;NX
K93;10;8;SZCZEGIELNIAK Rafał;33;8.68;0.01;NX
K93;10;9;SOBIECKI Damian;40;10.52;0.02;NX
K93;16;1;KARPIŃSKI Arkadiusz;103;26.20;0.04;NX
K93;16;2;TRACZYK Joanna;47;11.95;0.02;NX
K93;16;3;ZDUN Sławomir;32;8.14;0.01;NX
K93;16;4;JĘDRASIK Paweł;28;7.12;0.01;NX
K93;16;5;LEWANDOWSKI Ireneusz Wiktor;23;5.85;0.01;NX
K93;16;6;ZYCH Irmina Stefania;36;9.16;0.02;NX
K93;16;7;KALINOWSKI Bernard Wacław;70;17.81;0.03;NX
K93;16;8;WŁODEK Eryka Maria;14;3.56;0.01;NX
K93;16;9;JÓŹWIAK Andrzej Zbigniew;18;4.58;0.01;NX
K93;16;10;KOPYŁOWSKI Piotr Wojciech;22;5.59;0.01;NX
K93;17;1;MAGNUSZEWSKI Mariusz;76;27.73;0.03;NX
K93;17;2;FILIPEK-AUGUSTYN Dorota Agata;41;14.96;0.02;NX
K93;17;3;GÓRALCZYK Piotr Jerzy;34;12.40;0.02;NX
K93;17;4;PODGÓRSKI Hubert Piotr;29;10.58;0.01;NX
K93;17;5;CHĄDZYŃSKI Kazimierz Aleksander;11;4.01;0.00;NX
K93;17;6;KUJAWSKI Wojmir;15;5.47;0.01;NX
K93;17;7;BOCH Marcin;13;4.74;0.01;NX
K93;17;8;ZIĘCINA Mariusz;10;3.64;0.00;NX
K93;17;9;KRUCZEK Emil;45;16.42;0.02;NX
K93;19;1;BYRZYKOWSKI Bogdan Adam;95;22.14;0.01;NX
K93;19;2;SZYMANKIEWICZ Wacław;16;3.72;0.00;NX
K93;19;3;MINAŁTO Mariusz Piotr;6;1.39;0.00;NX
K93;19;4;KRÓL Adam;59;13.75;0.01;NX
K93;19;5;REMIASZ Sławomir;4;0.93;0.00;NX
K93;19;6;WRZOSEK Rafał;10;2.33;0.00;NX
K93;19;7;BANASZEK Przemysław Piotr;5;1.16;0.00;NX
K93;19;8;STOLARCZYK Paweł;7;1.63;0.00;NX
K93;19;9;BAŁAZIŃSKI Mariusz;11;2.56;0.00;NX
K93;19;10;KASPRZAK Anna Franciszka;13;3.03;0.00;NX
K93;19;11;KWIATKOWSKI Sławomir Robert;9;2.09;0.00;NX
K93;19;12;MALISZEWSKA Anna;40;9.32;0.01;NX
K93;19;13;ŁUGOWSKA Katarzyna;11;2.56;0.00;NX
K93;19;14;SOBIECKI Marcin Piotr;9;2.09;0.00;NX
K93;19;15;JANKOWSKI Paweł;22;5.12;0.00;NX
K93;19;16;GÓŹDŹ Józef;14;3.26;0.00;NX
K93;19;17;GASZYŃSKI Jerzy Józef;16;3.72;0.00;NX
K93;19;18;SOBCZYŃSKA Jadwiga;29;6.75;0.00;NX
K93;19;19;KRZEMIŃSKA Magdalena;53;12.35;0.01;NX
K93;21;1;TROJANOWSKI Wojciech Andrzej;133;26.28;0.05;NX
K93;21;2;GRENIUCH Tomasz Wiesław;71;14.03;0.03;NX
K93;21;3;FĄFERKO Krzysztof;30;5.92;0.01;NX
K93;21;4;BORUTA Piotr;56;11.06;0.02;NX
K93;21;5;MYTYK Danuta;32;6.32;0.01;NX
K93;21;6;MUSIAŁ Sławomir;40;7.90;0.01;NX
K93;21;7;KOWALSKA Małgorzata Jadwiga;38;7.50;0.01;NX
K93;21;8;RYBARCZYK Łukasz;20;3.95;0.01;NX
K93;21;9;WENZEL Katarzyna;18;3.55;0.01;NX
K93;21;10;GÓŹDŹ Wojciech;13;2.56;0.00;NX
K93;21;11;TROJANOWSKA Wiesława;22;4.34;0.01;NX
K93;21;12;TROJANOWSKI Ryszard Andrzej;10;1.97;0.00;NX
K93;21;13;TROJANOWSKA Aneta;23;4.54;0.01;NX
K93;26;1;POBŁOCKI Stanisław Juliusz;161;24.28;0.04;NX
K93;26;2;WOŹNIAK Adam Andrzej;72;10.85;0.02;NX
K93;26;3;BIESZCZAD Tadeusz Stefan;39;5.88;0.01;NX
K93;26;4;PAŃKA Mariusz;25;3.77;0.01;NX
K93;26;5;MIECIELICA Andrzej;24;3.61;0.01;NX
K93;26;6;ŚWIECHOWICZ Grzegorz;11;1.65;0.00;NX
K93;26;7;ARCISZEWSKA Barbara Halina;133;20.06;0.04;NX
K93;26;8;BORODZIUK Adam Maria;16;2.41;0.00;NX
K93;26;9;PLUTA Aleksandra Stefania;31;4.67;0.01;NX
K93;26;10;GAJDOWSKI Robert Edward;23;3.46;0.01;NX
K93;26;11;KLAG Piotr Andrzej;7;1.05;0.00;NX
K93;26;12;GMIŃSKI Jakub Marek;10;1.50;0.00;NX
K93;26;13;LINIEWSKI Piotr Antoni;8;1.20;0.00;NX
K93;26;14;WESOŁEK Klaudiusz;103;15.53;0.03;NX
K93;37;1;KAMADULSKI Mariusz;84;26.00;0.04;NX
K93;37;2;JAKŚ Grzegorz;23;7.12;0.01;NX
K93;37;3;PODULKA Tomasz;31;9.59;0.01;NX
K93;37;4;KRUSIŃSKA Marlena Magdalena;38;11.76;0.02;NX
K93;37;5;MARCINIAK Tadeusz Leonard;36;11.14;0.02;NX
K93;37;6;PIETRASZYŃSKI Grzegorz;14;4.33;0.01;NX
K93;37;7;KRAJEWSKI Jarosław;16;4.95;0.01;NX
K93;37;8;MASTALERZ Adam Andrzej;17;5.26;0.01;NX
K93;37;9;KANAREK Piotr;64;19.81;0.03;NX
K94;1;1;ZAKRZEWSKA Elżbieta;4447;47.66;1.57;NX
K94;1;2;CICHOŃ Wojciech Andrzej;969;10.38;0.34;NX
K94;1;3;KĘDZIA Cezary;835;8.95;0.29;NX
K94;1;4;KARAMON Artur Grzegorz;387;4.14;0.14;NX
K94;1;5;GUDZ Jarosław Marek;191;2.04;0.07;NX
K94;1;6;WYSPIAŃSKI Józef;369;3.95;0.13;NX
K94;1;7;KROCZAK Elżbieta;330;3.53;0.12;NX
K94;1;8;WĘGLARZ Elżbieta Monika;250;2.67;0.09;NX
K94;1;9;TABAKA Mikołaj;321;3.44;0.11;NX
K94;1;10;DASZKIEWICZ Ryszard;187;2.00;0.07;NX
K94;1;11;SADOWSKI Roman Edward;387;4.14;0.14;NX
K94;1;12;KUCHARZYSZYN Ryszard;113;1.21;0.04;NX
K94;1;13;JÓŹWIK Magdalena;543;5.82;0.19;NX
K94;2;1;LUBIŃSKI Mirosław Aleksander;5261;50.73;2.68;NX
K94;2;2;POGODA Czesław;1219;11.75;0.62;NX
K94;2;3;RYNKOWSKA Bożena Katarzyna;921;8.88;0.47;NX
K94;2;4;KURZAWA Jarosław;670;6.46;0.34;NX
K94;2;5;DOWGIAŁO Przemysław Piotr;837;8.07;0.43;NX
K94;2;6;SZEWCZYK Grzegorz Wincenty;217;2.09;0.11;NX
K94;2;7;BRODA Leszek Antoni;375;3.61;0.19;NX
K94;2;8;KUBIT Krzysztof Robert;132;1.27;0.07;NX
K94;2;9;BYRA Andrzej;189;1.82;0.10;NX
K94;2;10;WICHA Tomasz Grzegorz;134;1.29;0.07;NX
K94;2;11;JERMACZEK Marta;414;3.99;0.21;NX
K94;3;1;SZURKOWSKI Ryszard Jan;8290;53.66;2.14;NX
K94;3;2;SYSKA Michał Jan;2329;15.07;0.60;NX
K94;3;3;PUZIO Andrzej;608;3.93;0.16;NX
K94;3;4;KWAŚNIK Wiesława Krystyna;588;3.80;0.15;NX
K94;3;5;GAWEŁ Mieczysław Władysław;959;6.20;0.25;NX
K94;3;6;LACH Urszula Michalina;420;2.71;0.11;NX
K94;3;7;KONIK Mieczysław Jerzy;104;0.67;0.03;NX
K94;3;8;JAKUBIEC Stanisław;225;1.45;0.06;NX
K94;3;9;ROKICKI Marek Tadeusz;150;0.97;0.04;NX
K94;3;10;POGODA Marian Zbigniew;405;2.62;0.10;NX
K94;3;11;KWIECIEŃ Janusz;165;1.06;0.04;NX
K94;3;12;WIEWIÓRA Andrzej Eligiusz;108;0.69;0.03;NX
K94;3;13;PISARSKA Wioletta Alina;434;2.80;0.11;NX
K94;3;14;STOLARZ Grażyna;662;4.28;0.17;NX
K94;4;1;TURSKI Jan Edward;2918;32.88;1.02;NX
K94;4;2;KUCHTA Joanna Barbara;1197;13.49;0.42;NX
K94;4;3;GABRYCH Edmund Jan;504;5.68;0.18;NX
K94;4;4;BŁASZAK Zdzisław Tomasz;555;6.25;0.19;NX
K94;4;5;KANTAROWSKI Stanisław;222;2.50;0.08;NX
K94;4;6;ARENDT Jacek Jerzy;478;5.38;0.17;NX
K94;4;7;ORTMANN Jerzy Michał;434;4.89;0.15;NX
K94;4;8;PALIŃSKI Krzysztof Zbigniew;333;3.75;0.12;NX
K94;4;9;MACIUSZONEK Czesław;113;1.27;0.04;NX
K94;4;10;MARCINIAK Zbigniew Józef;375;4.22;0.13;NX
K94;4;11;KOŁACKI Sebastian Stanisław;100;1.12;0.04;NX
K94;4;12;KOŁODZIEJSKI Henryk;127;1.43;0.04;NX
K94;4;13;NOZOWNIK Małgorzata;334;3.76;0.12;NX
K94;4;14;GRYSKA Justyna;443;4.99;0.16;NX
K94;4;15;LANDOWSKI Krzysztof Andrzej;267;3.00;0.09;NX
K94;4;16;KOZŁOWSKI Jacek;472;5.32;0.17;NX
K94;5;1;LEWANDOWSKI Bogdan Andrzej;6455;40.73;2.26;NX
K94;5;2;HORONZIAK Arkadiusz;1391;8.77;0.49;NX
K94;5;3;KOPACZEWSKI Jerzy Franciszek;1100;6.94;0.39;NX
K94;5;4;SOKOŁOWSKA Mariola Henryka;3124;19.71;1.09;NX
K94;5;5;PRYTUŁA Jerzy;403;2.54;0.14;NX
K94;5;6;NAJBERG Jarosław Przemysław;570;3.59;0.20;NX
K94;5;7;ŻURAWSKI Henryk Władysław;183;1.15;0.06;NX
K94;5;8;WOJTAS Jarosław Andrzej;150;0.94;0.05;NX
K94;5;9;MENDEL Tomasz Piotr;102;0.64;0.04;NX
K94;5;10;SZULIST Ewa;116;0.73;0.04;NX
K94;5;11;JUŚKO Maciej;154;0.97;0.05;NX
K94;5;12;STEFAŃSKI Marek Bernard;224;1.41;0.08;NX
K94;5;13;CZARSKA-KUJAWSKA Barbara;98;0.61;0.03;NX
K94;5;14;OCHOCIŃSKA Grażyna Zyta;163;1.02;0.06;NX
K94;5;15;BAŃDURA Piotr Daniel;51;0.32;0.02;NX
K94;5;16;WIELGUS Marian Stefan;159;1.00;0.06;NX
K94;5;17;BRYLEW Marek Adam;117;0.73;0.04;NX
K94;5;18;ZIÓŁKOWSKA Wiesława Maria;159;1.00;0.06;NX
K94;5;19;JUSZCZYŃSKI Waldemar Wojciech;95;0.59;0.03;NX
K94;5;20;LASKOWSKI Rafał Kornel;140;0.88;0.05;NX
K94;5;21;BEYGER Marek Ryszard;191;1.20;0.07;NX
K94;5;22;RUCKI Artur;70;0.44;0.02;NX
K94;5;23;GRĘBOCKA Emilia;222;1.40;0.08;NX
K94;5;24;WIĘCKOWSKI Andrzej Olgierd;59;0.37;0.02;NX
K94;5;25;BORODEŃKO Leszek Jan;70;0.44;0.02;NX
K94;5;26;KOSOBUCKA Agnieszka Beata;279;1.76;0.10;NX
K94;6;1;SIERAKOWSKA Izabella Antonina;12303;73.69;3.10;NX
K94;6;2;SZYDŁOWSKI Krzysztof;1108;6.63;0.28;NX
K94;6;3;DZIUBIŃSKA-WÓJCIK Katarzyna Urszula;501;3.00;0.13;NX
K94;6;4;RAUNER Teresa Zofia;203;1.21;0.05;NX
K94;6;5;SOŁOPA Władysław Józef;304;1.82;0.08;NX
K94;6;6;WÓJCIK Marta Teresa;202;1.20;0.05;NX
K94;6;7;KOPYŚĆ Jerzy;248;1.48;0.06;NX
K94;6;8;IKWANTY Wojciech Franciszek;165;0.98;0.04;NX
K94;6;9;ZIÓŁEK Piotr;179;1.07;0.05;NX
K94;6;10;WOJCIECHOWSKA Małgorzata Józefa;166;0.99;0.04;NX
K94;6;11;BLUJ Renata;127;0.76;0.03;NX
K94;6;12;KORNAS Teresa;130;0.77;0.03;NX
K94;6;13;KORNACKI Tomasz Robert;118;0.70;0.03;NX
K94;6;14;JACH Paweł;162;0.97;0.04;NX
K94;6;15;BOĆKO Anna Kinga;72;0.43;0.02;NX
K94;6;16;CHMIELEWSKI Piotr;168;1.00;0.04;NX
K94;6;17;ZINCZUK Kamil Aleksander;117;0.70;0.03;NX
K94;6;18;RUSIN-KACZMAREK Alicja;121;0.72;0.03;NX
K94;6;19;MAZUR Sebastian;73;0.43;0.02;NX
K94;6;20;BAŃKA Krzysztof Marian;118;0.70;0.03;NX
K94;6;21;CHLUDZIŃSKI Artur Sebastian;110;0.65;0.03;NX
K94;7;1;BYRA Jan;2751;28.62;0.95;NX
K94;7;2;SŁAWIŃSKI Zenon Leon;244;2.53;0.08;NX
K94;7;3;SIEPSIAK Paweł Ryszard;1645;17.11;0.57;NX
K94;7;4;KOSAKOWSKI Zdzisław Szczepan;548;5.70;0.19;NX
K94;7;5;SENIUK Arkadiusz Stanisław;1563;16.26;0.54;NX
K94;7;6;JANKOWSKI Robert Marcin;340;3.53;0.12;NX
K94;7;7;GAŃCZAK Edward Czesław;129;1.34;0.04;NX
K94;7;8;KRUK Halina;603;6.27;0.21;NX
K94;7;9;DOMAŃSKI Adam;456;4.74;0.16;NX
K94;7;10;RAPA Anna;331;3.44;0.11;NX
K94;7;11;KOWALIK Grażyna Stanisława;174;1.81;0.06;NX
K94;7;12;PRZYBYSZ Krystyna Zdzisława;129;1.34;0.04;NX
K94;7;13;MALINOWSKA Agnieszka Sylwia;215;2.23;0.07;NX
K94;7;14;SZWAJKOWSKI Alfred;135;1.40;0.05;NX
K94;7;15;KULBAT Małgorzata Anna;82;0.85;0.03;NX
K94;7;16;PLUTA Ryszard;267;2.77;0.09;NX
K94;8;1;FREYBERG Ewa Krystyna;3894;40.96;1.44;NX
K94;8;2;KWIATKOWSKI Józef;958;10.07;0.35;NX
K94;8;3;KRZYCH Robert Krzysztof;375;3.94;0.14;NX
