okreg;komitet;numer;kandydat;url;glosy;procent;wynik
41;1;20;Strzeboński Andrzej Tadeusz;/cpr/sjm-41/pl/624fd3fa-58ea-489f-9401-d64e88790e37.html;802;0,21;NX
41;1;21;Kosmal Edward;/cpr/sjm-41/pl/4e33b979-23be-418a-845b-bd62b6bd92cb.html;1083;0,28;NX
41;1;22;Bielewicz Janusz;/cpr/sjm-41/pl/d7d456e5-e7b4-4972-87d3-f57fadd11a48.html;557;0,15;NX
41;1;23;Plaugo Łucja Janina;/cpr/sjm-41/pl/d4077ae0-53fd-49e0-8c7a-7de4b803541d.html;353;0,09;NX
41;1;24;Jutrzenka - Trzebiatowska Beata Maria;/cpr/sjm-41/pl/60f42678-657d-46b4-a8ef-383a8150ec1e.html;2101;0,55;NX
41;2;1;Frydrykiewicz Igor Daniel;/cpr/sjm-41/pl/9053f529-b29b-427f-a199-8ddd2a99b70f.html;2485;0,65;NX
41;2;2;Borowiecki Bogusław Jacenty;/cpr/sjm-41/pl/b1d8ff18-75ec-4d8b-91b4-bef10c42b4d0.html;366;0,10;NX
41;2;3;Michalski Roman Jan;/cpr/sjm-41/pl/900855b0-a317-4d8d-b013-55669f82dbd2.html;599;0,16;NX
41;2;4;Keller Mirosław Jerzy;/cpr/sjm-41/pl/7f49fc2f-874e-4d0d-845c-be7c6887d514.html;212;0,06;NX
41;2;5;Groblewski Grzegorz Zygmunt;/cpr/sjm-41/pl/b1504993-6e8b-47a9-bef1-2511b5616f8f.html;106;0,03;NX
41;2;6;Durski Grzegorz;/cpr/sjm-41/pl/ca3eec73-5955-4427-bfff-11e0018e8235.html;171;0,04;NX
41;2;7;Sulżycki Zbigniew Jerzy;/cpr/sjm-41/pl/f0914936-1913-46f2-9093-e80e90d91eb6.html;187;0,05;NX
41;2;8;Moś Małgorzata Anna;/cpr/sjm-41/pl/b2a2e4bc-f704-4c17-85ef-b4fe7870d3e2.html;537;0,14;NX
41;2;9;Majkut Marzena;/cpr/sjm-41/pl/a2e3cc46-97aa-4833-8602-85dbe369d1c1.html;194;0,05;NX
41;2;10;Milewski Aleksander Stanisław;/cpr/sjm-41/pl/4aecf2a1-2f98-4716-b152-d5b95bda9d9d.html;110;0,03;NX
41;2;11;Pawlikowski Roman Jan;/cpr/sjm-41/pl/7e012c57-67f8-4e00-b592-9d280d67272c.html;136;0,04;NX
41;2;12;Tront Tomasz;/cpr/sjm-41/pl/6dbaa783-a664-4f78-b7ef-c67a1aafdc59.html;119;0,03;NX
41;2;13;Silka - Lis Kornelia Izabela;/cpr/sjm-41/pl/3fde2351-0339-4137-98aa-70b086a06fd7.html;128;0,03;NX
41;2;14;Świst Władysław;/cpr/sjm-41/pl/6e310280-5d30-432f-9b8a-9b087bfe0f41.html;66;0,02;NX
41;2;15;Piątkowska Elżbieta Alina;/cpr/sjm-41/pl/e078df85-71db-4869-8be1-4a4b62dfd731.html;231;0,06;NX
41;2;16;Tarniowa Małgorzata Violetta;/cpr/sjm-41/pl/d027d465-55cf-4266-b5d5-d6ab234fa509.html;85;0,02;NX
41;2;17;Kawa Jolanta;/cpr/sjm-41/pl/db024597-9ad5-4bab-abd9-dfafe3460ca4.html;270;0,07;NX
41;2;18;Błażejczyk Piotr;/cpr/sjm-41/pl/0c96f5d2-1121-41dd-993e-7bc61da5c1ec.html;84;0,02;NX
41;2;19;Gruca Małgorzata Maria;/cpr/sjm-41/pl/e7dfaefd-ff01-4898-a37e-a8cd53197192.html;122;0,03;NX
41;2;20;Stachurska Małgorzata;/cpr/sjm-41/pl/24ffcbfc-e876-40ff-ae9d-d3b27cb4a2b4.html;219;0,06;NX
41;2;21;Krawczyk Łukasz Ryszard;/cpr/sjm-41/pl/ad129774-c830-4713-bc12-882efa589e07.html;126;0,03;NX
41;2;22;Paplicki Paweł;/cpr/sjm-41/pl/dbb17e9e-e343-4ef9-a953-b001455391e6.html;125;0,03;NX
41;2;23;Idzior Helena;/cpr/sjm-41/pl/8546ed62-f685-414b-b3e1-4f8eae85e641.html;127;0,03;NX
41;2;24;Chruszcz Sylwester Arkadiusz;/cpr/sjm-41/pl/693302e2-4884-4698-95fc-6c090835ba25.html;257;0,07;NX
41;3;1;Napieralski Grzegorz Bernard;/cpr/sjm-41/pl/241c63aa-9cc3-42ec-976a-e2720a422086.html;23940;6,28;PX
41;3;2;Agatowska Joanna Monika;/cpr/sjm-41/pl/ebc4ac34-cab4-4e16-ac30-cb42d1fc821d.html;3933;1,03;NX
41;3;3;Wieczorek Dariusz Krzysztof;/cpr/sjm-41/pl/c0cd34be-2a0f-4829-8062-8b65862b1b25.html;1782;0,47;NX
41;3;4;Wijas Jędrzej Piotr;/cpr/sjm-41/pl/6f500dfb-ac9b-45fb-9088-b6ec6863e817.html;1625;0,43;NX
41;3;5;Radziszewska Beata Magdalena;/cpr/sjm-41/pl/ad9e83c2-9559-4bea-a12b-7607e1f7361f.html;1355;0,36;NX
41;3;6;Siarkiewicz Zygmunt;/cpr/sjm-41/pl/3728a27d-0de2-4e41-ad18-a6cb6b984279.html;1181;0,31;NX
41;3;7;Szczygieł Andrzej Wacław;/cpr/sjm-41/pl/9086f216-6d9f-433e-95b2-5acb5801c4a2.html;705;0,19;NX
41;3;8;Bielida Antoni;/cpr/sjm-41/pl/c145d451-6e9d-49a7-a6a4-bfcf5470df50.html;542;0,14;NX
41;3;9;Koś Ewa Izabela;/cpr/sjm-41/pl/5bcd550b-7aca-4989-9f29-1c2bd7a0c08e.html;321;0,08;NX
41;3;10;Majkowski Albin Krystian;/cpr/sjm-41/pl/5d2c6a4b-d88f-42f1-82d4-3450efdc1b6c.html;166;0,04;NX
41;3;11;Nycz Artur Adam;/cpr/sjm-41/pl/5c68eea6-73e2-4a7d-9a4a-6f86d2cb717a.html;1133;0,30;NX
41;3;12;Stanisz Patryk;/cpr/sjm-41/pl/b29b3388-55e6-4c2e-9762-0ffe6eb60daf.html;450;0,12;NX
41;3;13;Wawrowski Henryk;/cpr/sjm-41/pl/b9435c4b-9da2-4f52-99d8-f6c1882efcad.html;427;0,11;NX
41;3;14;Zibrowska Iwona;/cpr/sjm-41/pl/3639e59c-49ea-42b2-b266-fd2bb0b98308.html;256;0,07;NX
41;3;15;Betka Anna Jolanta;/cpr/sjm-41/pl/f5540e69-295a-4881-8570-3782bd441d03.html;216;0,06;NX
41;3;16;Bednarska Dionela Wioleta;/cpr/sjm-41/pl/08c181d9-3d9c-466a-9ec1-7679d14a6e71.html;159;0,04;NX
41;3;17;Korgul Elżbieta;/cpr/sjm-41/pl/56ea42ca-1f89-4dc2-b527-644f246366be.html;163;0,04;NX
41;3;18;Furman Olga Ewa;/cpr/sjm-41/pl/a9afb633-ec00-475b-ab87-65a8b1d7b41c.html;125;0,03;NX
41;3;19;Chorzelewski Artur Rafał;/cpr/sjm-41/pl/64c39116-c6f6-49dd-b4ea-3d83d0860117.html;179;0,05;NX
41;3;20;Klimko Sylwia;/cpr/sjm-41/pl/1b4b6fde-d7dc-4ddb-8db9-ca14b63b4c1b.html;225;0,06;NX
41;3;21;Jaklewicz - Walewicz Ewa Jadwiga;/cpr/sjm-41/pl/f944bda2-b32d-41e5-ad97-c8f504159c42.html;298;0,08;NX
41;3;22;Trojanowski Zbigniew;/cpr/sjm-41/pl/a96754fe-2aae-4366-915f-25bd22b4a25a.html;826;0,22;NX
41;3;23;Ciach Krzysztof;/cpr/sjm-41/pl/fa1cea37-1cc2-409b-805f-14b6017b06d9.html;960;0,25;NX
41;3;24;Kasznia Magdalena Anna;/cpr/sjm-41/pl/0f117c6d-bfa9-41b3-a940-1cc7475c88b3.html;1198;0,31;NX
41;4;1;Piątak Andrzej;/cpr/sjm-41/pl/599008ff-9196-4207-a84b-471ac6fc33a6.html;15579;4,09;PX
41;4;2;Prokop - Paczkowska Małgorzata Barbara;/cpr/sjm-41/pl/3a566213-f50b-431a-aec0-6c645e2fae05.html;6432;1,69;NX
41;4;3;Alewras Stelios;/cpr/sjm-41/pl/45679e7b-6edd-470e-889b-7df9e5b288c7.html;6378;1,67;NX
41;4;4;Mieczkowska Magdalena;/cpr/sjm-41/pl/067ddd2d-d3f8-4d68-9ea7-16746f7706aa.html;2235;0,59;NX
41;4;5;Stolarska Marzena;/cpr/sjm-41/pl/b417f2f1-ef59-45c6-adde-3d559adfcc98.html;1508;0,40;NX
41;4;6;Maciejewski Lesław;/cpr/sjm-41/pl/8a28be47-63cc-4cd4-b5cd-56b984aa6db8.html;813;0,21;NX
41;4;7;Sajewicz Ireneusz;/cpr/sjm-41/pl/d6a4da79-eafd-4bf9-9db1-a5b166268190.html;562;0,15;NX
41;4;8;Nawrot Wiesław Florian;/cpr/sjm-41/pl/8ef81f7c-fc53-4c6f-b635-ff1c79056e96.html;977;0,26;NX
41;4;9;Szyk Tadeusz;/cpr/sjm-41/pl/274615dd-60a0-4d82-93b5-75d9b726819b.html;609;0,16;NX
41;4;10;Pieróg Marek;/cpr/sjm-41/pl/d1c3a600-15cd-44d9-9448-f586992a1ead.html;1099;0,29;NX
41;4;11;Mac Zygmunt Bronisław;/cpr/sjm-41/pl/c0156831-748a-4831-a3ab-033adcb517c5.html;310;0,08;NX
41;4;12;Kleiber Iwona;/cpr/sjm-41/pl/c487d947-51d7-4519-9baa-015c15b83cfd.html;501;0,13;NX
41;4;13;Markiewicz Dorota;/cpr/sjm-41/pl/51ae6ffa-de14-44e0-949e-892a88dd482c.html;935;0,25;NX
41;4;14;Goch Zbigniew;/cpr/sjm-41/pl/1e6b0cdc-aa64-4c4e-b508-ddde0f17fc47.html;430;0,11;NX
41;4;15;Wawrzyszko Piotr;/cpr/sjm-41/pl/e0897452-eea9-49cf-b9f6-998ab668f6df.html;376;0,10;NX
41;4;16;Mazur Bogdan;/cpr/sjm-41/pl/b500e80f-1694-4e78-aaf1-31c238a99e2f.html;819;0,21;NX
41;4;17;Śpiewak Adam;/cpr/sjm-41/pl/eed8d236-4bba-414a-99d8-4a68607cd76d.html;679;0,18;NX
41;4;18;Kozłowska Katarzyna Maria;/cpr/sjm-41/pl/0fa24463-c50b-407f-8571-6c0eb996130e.html;810;0,21;NX
41;4;19;Kolasińska Dominika;/cpr/sjm-41/pl/fbfe4446-fb6e-4a26-a3d8-554ee140921e.html;910;0,24;NX
41;4;20;Mościbroda Krzysztof Stanisław;/cpr/sjm-41/pl/ec9c4812-bcf0-4dde-875b-aac92001187c.html;458;0,12;NX
41;4;21;Wojnicka Danuta Ewa;/cpr/sjm-41/pl/04c7e411-5500-40ad-bdc5-345ea130ee65.html;848;0,22;NX
41;4;22;Krajnik Henryk;/cpr/sjm-41/pl/f8582207-c8ea-4740-8902-c4aef01a2f09.html;375;0,10;NX
41;4;23;Rejczyk - Matysiak Aneta Jolanta;/cpr/sjm-41/pl/860b3e34-692b-48a1-9fc3-5a22568dfdc3.html;1468;0,39;NX
41;5;1;Dziewguć Zygmunt;/cpr/sjm-41/pl/73e5a117-977c-421a-b8ae-d6939938ae2a.html;4279;1,12;NX
41;5;2;Ziemba Kazimierz;/cpr/sjm-41/pl/a10946a1-6fdd-4c1c-b69a-b66efd4a1d94.html;2803;0,74;NX
41;5;3;Ruciński Witold Florian;/cpr/sjm-41/pl/fa47b04a-7323-469e-a229-8886459d2ed1.html;1084;0,28;NX
41;5;4;Balcerzak Krystyna;/cpr/sjm-41/pl/2323572b-3d51-48bb-b7d5-6857797aba9e.html;1706;0,45;NX
41;5;5;Geldner Jan Kazimierz;/cpr/sjm-41/pl/25822fe1-ad7a-4510-8945-075c50768f13.html;429;0,11;NX
41;5;6;Aniśko Mieczysław Tadeusz;/cpr/sjm-41/pl/b73f5a09-30f6-44be-95fc-9c52f6f0b452.html;210;0,06;NX
41;5;7;Sola Mirosław Mieczysław;/cpr/sjm-41/pl/d8ad4937-8c27-4e9d-8b86-f79b0fbbb995.html;342;0,09;NX
41;5;8;Lipiński Kazimierz;/cpr/sjm-41/pl/818b4bb7-4c2f-4621-b719-8c5003aa07a7.html;892;0,23;NX
41;5;9;Jakubowicz Justyna;/cpr/sjm-41/pl/38b25464-5952-401f-8910-9fdabf08ca5e.html;431;0,11;NX
41;5;10;Płonka Leszek Albin;/cpr/sjm-41/pl/1f530d21-ecb1-419a-a2b5-3b635d1f4011.html;231;0,06;NX
41;5;11;Matys Marek Grzegorz;/cpr/sjm-41/pl/0bb467e6-95f2-4b33-bef5-2146e598e958.html;358;0,09;NX
41;5;12;Bielecka Anna;/cpr/sjm-41/pl/44860b37-0d0e-4821-be51-3fdeb1ecc976.html;417;0,11;NX
41;5;13;Łapin Agnieszka Magdalena;/cpr/sjm-41/pl/6608fa84-f221-4c70-983e-556459cb2e40.html;123;0,03;NX
41;5;14;Smorowińska Anna Kamila;/cpr/sjm-41/pl/ea82601e-7370-4c67-b304-7e9d3e3f838c.html;53;0,01;NX
41;5;15;Kuś Małgorzata;/cpr/sjm-41/pl/d6f8d126-692a-4349-88c1-ab1ae6633005.html;334;0,09;NX
41;5;16;Popielewska Weronika;/cpr/sjm-41/pl/b647305e-881a-4c68-aa85-3ea05f860c20.html;183;0,05;NX
41;5;17;Karasińska - Fluks Bonawentura Janina - Żywia;/cpr/sjm-41/pl/740a8326-fd13-4312-8ccb-2911fa3477c5.html;51;0,01;NX
41;5;18;Szychulski Mirosław Krzysztof;/cpr/sjm-41/pl/ff8d5a51-86eb-4c10-be60-d9d71ffeecc5.html;223;0,06;NX
41;5;19;Chrałowicz Adam Wacław;/cpr/sjm-41/pl/8ad8556f-c354-46d6-b909-026dc782629a.html;235;0,06;NX
41;5;20;Juszczak Ariel Łukasz;/cpr/sjm-41/pl/fc84b249-066b-4c03-aae2-2e68582a8fd8.html;326;0,09;NX
41;5;21;Ociepka Rafał Andrzej;/cpr/sjm-41/pl/ff7c6b72-2c72-4b15-a92f-d1188f1cbe66.html;226;0,06;NX
41;5;22;Ignatowicz Bartosz Piotr;/cpr/sjm-41/pl/6eabe0be-b032-4d05-be02-18359cfeda55.html;160;0,04;NX
41;5;23;Ekiert Dorota Ewa;/cpr/sjm-41/pl/7c65cf77-bbb3-47a6-a53e-8bcbfb4aa3ca.html;373;0,10;NX
41;5;24;Durka Andrzej Zdzisław;/cpr/sjm-41/pl/100bab90-acb7-469b-a376-c9cae1d32c0e.html;1076;0,28;NX
41;6;1;Stępień Robert Marcin;/cpr/sjm-41/pl/7e9448bf-ccc3-4eaa-9f45-07ff3b5225a3.html;429;0,11;NX
41;6;2;Wasilewski Mariusz;/cpr/sjm-41/pl/58899262-008b-43de-9ef8-5aa7114a339a.html;111;0,03;NX
41;6;3;Kwaśniewska Paulina;/cpr/sjm-41/pl/1d4d6c95-3808-4292-8032-91c28556d020.html;213;0,06;NX
41;6;4;Kolanko Zbigniew Zenon;/cpr/sjm-41/pl/9d8aa4a7-7652-4a6f-ba29-decd65e6e065.html;51;0,01;NX
41;6;5;Krasuska Katarzyna Natalia;/cpr/sjm-41/pl/54178ac9-4207-461b-a49d-d0a578ae5617.html;74;0,02;NX
41;6;6;Solarz Kazimierz Jan;/cpr/sjm-41/pl/5a7cc268-4e87-490d-a050-d01d89545f47.html;78;0,02;NX
41;6;7;Paś Jolanta;/cpr/sjm-41/pl/4c436659-638e-4cf6-b5be-2b4016550035.html;85;0,02;NX
41;6;8;Naruszewicz Bartosz;/cpr/sjm-41/pl/7febc93f-2dd3-4e87-852f-2aeb42784008.html;49;0,01;NX
41;6;9;Krzywonos Hanna Dąbrówka;/cpr/sjm-41/pl/962404c4-dadb-40da-b3d6-3eee7dfec87d.html;142;0,04;NX
41;6;10;Zalewska Aleksandra Janina;/cpr/sjm-41/pl/d3f14538-876e-4793-bc04-eb89b327617d.html;60;0,02;NX
41;6;11;Śledź Paweł Marcin;/cpr/sjm-41/pl/f6785700-f2b4-43bd-b8c1-429113380a13.html;44;0,01;NX
41;6;12;Marek Grażyna Janina;/cpr/sjm-41/pl/a043b3be-7037-4de2-8c65-07ac7ef5d1fc.html;27;0,01;NX
41;6;13;Lembicz Marek Władysław;/cpr/sjm-41/pl/45853fd2-a89f-4433-a493-774c93d8ba40.html;23;0,01;NX
41;6;14;Pasternak Helena;/cpr/sjm-41/pl/67fa1568-ed20-448e-91b9-558aaf17d9bf.html;34;0,01;NX
41;6;15;Medyński Radosław;/cpr/sjm-41/pl/d6cd058e-e396-4ea1-a0cc-3db876c9e896.html;25;0,01;NX
41;6;16;Baraniak Patrycja Olga;/cpr/sjm-41/pl/9608d033-2521-4fbc-8fea-3fc8e4cad128.html;23;0,01;NX
41;6;17;Frankowska Janina;/cpr/sjm-41/pl/27cc035e-765b-4517-b96f-966b7ac89dd4.html;28;0,01;NX
41;6;18;Chałubiec Sylwia;/cpr/sjm-41/pl/9a9f87d7-c1d3-40a8-8126-c0fcd75cab0d.html;22;0,01;NX
41;6;19;Szczybelska Agnieszka;/cpr/sjm-41/pl/b9a2a3b9-bcc3-4e6b-af3d-fe476a8ecb96.html;32;0,01;NX
41;6;20;Orłowski Bartłomiej Stanisław;/cpr/sjm-41/pl/84bf9d1a-0b31-439e-99ca-3459cebab6cf.html;42;0,01;NX
41;6;21;Opolski Maciej Ireneusz;/cpr/sjm-41/pl/967e6aea-3237-423d-8324-0a73b94e1131.html;41;0,01;NX
41;6;22;Kudej Krystyna;/cpr/sjm-41/pl/2e38db95-8868-4ec7-b790-92e429639416.html;50;0,01;NX
41;6;23;Sulecka Justyna Katarzyna;/cpr/sjm-41/pl/c35c449f-a5f2-4138-9ce8-0c7f6eb03c43.html;132;0,03;NX
41;7;1;Arłukowicz Bartosz Adam;/cpr/sjm-41/pl/f8938875-469d-4fbd-b91a-982aa0f20690.html;101746;26,70;PX
41;7;2;Kochan Magdalena Maria;/cpr/sjm-41/pl/b06ca549-5d28-4153-8b86-9f846fa67cd1.html;14198;3,73;PX
41;7;3;Litwiński Arkadiusz;/cpr/sjm-41/pl/c26982da-3e36-495a-bcf8-02794b1172b7.html;9396;2,47;PX
41;7;4;Zaremba Renata;/cpr/sjm-41/pl/e1306db8-962b-4b26-a934-8e5cc60474e6.html;6355;1,67;PX
41;7;5;Oświęcimski Konstanty Tomasz;/cpr/sjm-41/pl/330a2137-8be0-44f7-acd8-8fcad3fe4ec1.html;7459;1,96;PX
41;7;6;Urban Cezary;/cpr/sjm-41/pl/71851fe4-8ea7-42a9-b185-13fc10701cdd.html;3424;0,90;NX
41;7;7;Ławrynowicz Zofia;/cpr/sjm-41/pl/7cea3055-ef8f-4557-b85a-ecbe6705f2e3.html;5057;1,33;PX
41;7;8;Wójcik Robert Dariusz;/cpr/sjm-41/pl/38fb473c-24fc-4f06-af57-8c55c11c3f48.html;966;0,25;NX
41;7;9;Żmuda - Trzebiatowska Ewa Ilona;/cpr/sjm-41/pl/3250d3d7-e633-4a8b-9a24-3b1f8d37a0d9.html;4906;1,29;PX
41;7;10;Lemm Judyta;/cpr/sjm-41/pl/9e6fc389-c265-4ac8-baf5-bc5a0b841571.html;2478;0,65;NX
41;7;11;Drzewińska Wioletta;/cpr/sjm-41/pl/f9d4f8c3-723a-4638-a043-64d435183a35.html;1105;0,29;NX
41;7;12;Borowski Jan Marek;/cpr/sjm-41/pl/64fa2cf7-a978-4e53-8832-e680258fc4c0.html;1909;0,50;NX
41;7;13;Przerwa Tomasz Henryk;/cpr/sjm-41/pl/630d3ab7-1061-4d34-be2c-1d9afd0d62c0.html;868;0,23;NX
41;7;14;Wrona Elżbieta Grażyna;/cpr/sjm-41/pl/1489e944-5a0e-4cef-a876-a3d373d421d7.html;683;0,18;NX
41;7;15;Sola Ryszard;/cpr/sjm-41/pl/520cf53e-8d81-4902-b21a-cccda36a765b.html;898;0,24;NX
41;7;16;Kuźmiński Wojciech Andrzej;/cpr/sjm-41/pl/46e84a29-04f3-4404-880b-8e64d9e07b04.html;781;0,20;NX
41;7;17;Rudnicki Andrzej Piotr;/cpr/sjm-41/pl/0f33179d-fbdc-4a47-99de-1d21be43549b.html;1897;0,50;NX
41;7;18;Sadowska Teresa Halina;/cpr/sjm-41/pl/ed123748-1647-469f-ab43-53d04a8ed2bb.html;1080;0,28;NX
41;7;19;Kościukiewicz Małgorzata Irena;/cpr/sjm-41/pl/144e715b-7042-41a0-8d85-589fffdfcb7d.html;1064;0,28;NX
41;7;20;Fedeńczak Marcin;/cpr/sjm-41/pl/28723ea4-6798-482d-b211-7dbb8cb879ba.html;2764;0,73;NX
41;7;21;Pańka Urszula;/cpr/sjm-41/pl/07eeae26-2138-4840-bf8b-0e91f97dd685.html;3051;0,80;NX
41;7;22;Łucka Irena Agata;/cpr/sjm-41/pl/f03259e8-f5e6-4d7d-9bc6-016d07473d05.html;1945;0,51;NX
41;7;23;Baran Bazyli;/cpr/sjm-41/pl/b0ed1664-0067-4c63-989c-f1d0bd57f4f3.html;4094;1,07;NX
41;9;1;Kabaciński Dariusz Piotr;/cpr/sjm-41/pl/9878fe6e-7218-465c-bb63-4451f188cd70.html;2754;0,72;NX
41;9;2;Weber Ludwik Szczepan;/cpr/sjm-41/pl/ab63618d-51ec-4aec-a280-b1607e22e9a6.html;348;0,09;NX
41;9;3;Kulewska Agnieszka Anna;/cpr/sjm-41/pl/cca2e050-435e-40dc-a8bd-e08ef85d9a3f.html;332;0,09;NX
41;9;4;Diarra Nielle;/cpr/sjm-41/pl/21492b83-a47b-487b-aa3d-0eb6db34d3b4.html;233;0,06;NX
41;9;5;Zarzycki Piotr;/cpr/sjm-41/pl/80646945-2ecc-497a-bb04-a28b0b00ecfe.html;314;0,08;NX
41;9;6;Chudzik Magda Agnieszka;/cpr/sjm-41/pl/50654b8a-8bae-4bba-a216-0396ab482a6d.html;190;0,05;NX
41;9;7;Małyszko Rafał Jarosław;/cpr/sjm-41/pl/7397e206-27dc-425c-ba17-f7a854d92bb5.html;85;0,02;NX
41;9;8;Bugajska Adrianna;/cpr/sjm-41/pl/4d172eea-4414-4db4-92b6-f88e54493a91.html;72;0,02;NX
41;9;9;Lewandowski Józef Romuald;/cpr/sjm-41/pl/9cb47133-a78a-49ea-a0c2-7987de5ba773.html;128;0,03;NX
41;9;10;Grobelny Bogdan Edward;/cpr/sjm-41/pl/4a55166d-432e-47f4-a393-89de2f532891.html;154;0,04;NX
41;9;11;Gaładyk Marcin Kamil;/cpr/sjm-41/pl/1dd57364-e19c-4754-81fd-a5cc0c8db802.html;65;0,02;NX
41;9;12;Szafarz Jakub;/cpr/sjm-41/pl/fec8b779-de8b-437b-be36-f864c78f6287.html;39;0,01;NX
41;9;13;Tarczyński Marcin Władysław;/cpr/sjm-41/pl/44f8b91a-f473-4d95-848b-2f6eb27681c9.html;117;0,03;NX
41;9;14;Klisowska Teresa Ewa;/cpr/sjm-41/pl/cec2392f-025a-49d5-ac27-0b7dc435edf0.html;68;0,02;NX
41;9;15;Rykała Dominik Hubert;/cpr/sjm-41/pl/118a212d-806f-4e3d-81e9-3579a25ff80b.html;30;0,01;NX
41;9;16;Jasińska Małgorzata Zofia;/cpr/sjm-41/pl/c3dc5075-ffaf-4bbb-b332-a7cb8ea33bb8.html;74;0,02;NX
41;9;17;Wojdak Agnieszka Monika;/cpr/sjm-41/pl/48eabb21-b19f-4ba9-8414-0e52e4a36541.html;48;0,01;NX
41;9;18;Wojdak Edyta Sylwia;/cpr/sjm-41/pl/362f7224-16d1-46e1-bc64-24c04b15914a.html;40;0,01;NX
41;9;19;Aleksandrowicz Tomasz;/cpr/sjm-41/pl/2cc54d65-14c9-4339-b092-0bfb5b5c1de2.html;94;0,02;NX
41;9;20;Otocka Alicja Julia;/cpr/sjm-41/pl/749f6de3-da47-46d4-be87-8f5c062afc71.html;127;0,03;NX
41;9;21;Pik Adam Michał;/cpr/sjm-41/pl/1cfac929-3d26-4bdc-a70e-b12550d96ac5.html;135;0,04;NX
41;9;22;Kokociński Piotr Paweł;/cpr/sjm-41/pl/d81fa22a-1c90-49a9-8613-3f66a9027916.html;75;0,02;NX
41;9;23;Sokołowski Krzysztof;/cpr/sjm-41/pl/8efcaf7a-200b-4a17-a0b5-f57ac72becf2.html;142;0,04;NX
41;9;24;Gładkow Jan;/cpr/sjm-41/pl/2195440f-b263-45f0-baa6-216f20bb4162.html;626;0,16;NX
41;10;1;Słomski Piotr;/cpr/sjm-41/pl/36fbe6c6-1266-4eba-a87f-5959715c4fa7.html;304;0,08;NX
41;10;2;Woźniak Danuta;/cpr/sjm-41/pl/3fdcccc1-1f30-46dd-859d-373ad7057ee0.html;145;0,04;NX
41;10;3;Bukiel Krzysztof;/cpr/sjm-41/pl/315b6e7c-fcd4-421b-8398-bebab5e0cd56.html;108;0,03;NX
41;10;4;Broński Łukasz Henryk;/cpr/sjm-41/pl/bf1daa35-726e-4e8b-a275-be05cf3d3f33.html;54;0,01;NX
41;10;5;Tarnowski Grzegorz;/cpr/sjm-41/pl/0e3aa867-478c-4dcb-89d1-c27d50d5cc4b.html;61;0,02;NX
41;10;6;Zaworonek Maria;/cpr/sjm-41/pl/466c88ec-2b15-424a-8ec7-3e7372ab0124.html;31;0,01;NX
41;10;7;Petri Stefan Jan;/cpr/sjm-41/pl/626ac2f1-afff-493a-a5bd-5287ada4aa9b.html;48;0,01;NX
41;10;8;Górski Andrzej Kazimierz;/cpr/sjm-41/pl/2d2011c1-294a-4c4e-bc34-323d2120ccd1.html;29;0,01;NX
41;10;9;Klapczyńska Katarzyna Anna;/cpr/sjm-41/pl/efc30d0e-1abe-418f-a050-1075ebf79998.html;48;0,01;NX
41;10;10;Majzner Zbigniew Piotr;/cpr/sjm-41/pl/354188e3-c404-4699-b95e-ab714e1a9f9e.html;31;0,01;NX
41;10;11;Sitarska Monika Joanna;/cpr/sjm-41/pl/7c67db22-34aa-41b9-8112-9e20dbffbc75.html;34;0,01;NX
41;10;12;Łubniewski Alfred Zdzisław;/cpr/sjm-41/pl/58a8d092-019f-40f0-bd31-f539031499e2.html;14;0,00;NX
41;10;13;Jodko Dominika Maria;/cpr/sjm-41/pl/0b37082e-565b-4d24-ba42-d46582c59dff.html;30;0,01;NX
41;10;14;Zaranek Paweł Tomasz;/cpr/sjm-41/pl/4703b18b-613a-47d6-b2f6-0340d10a227e.html;32;0,01;NX
41;10;15;Stawicka Sandra Danuta;/cpr/sjm-41/pl/306a3136-e93c-4de0-bc9e-9fd673d476da.html;34;0,01;NX
41;10;16;Niekurzak Grzegorz;/cpr/sjm-41/pl/ef702f7e-de89-42b3-b424-4b30bd467193.html;12;0,00;NX
41;10;17;Szajko Wiesław;/cpr/sjm-41/pl/1948f43a-223f-49fe-a620-600dcc1d57a4.html;40;0,01;NX
41;10;18;Grześkowiak Iwona Sylwia;/cpr/sjm-41/pl/edfb29dd-d5b3-40b3-b8d8-2304343e367a.html;43;0,01;NX
41;10;19;Krzystek Maciej Piotr;/cpr/sjm-41/pl/b2c07d9d-c2fe-45b8-8c72-9dc9a976c55c.html;281;0,07;NX
4;1;1;Złotowski Kosma Tadeusz;/cpr/sjm-4/pl/0ccc5f83-aff4-4870-b72e-883770cd8664.html;21607;5,88;PX
4;1;2;Latos Tomasz Edward;/cpr/sjm-4/pl/cc2e76c5-556c-4a7b-8c34-a97e5d2eadd2.html;20308;5,52;PX
4;1;3;Kownacki Bartosz Józef;/cpr/sjm-4/pl/c3214893-cad8-4fcb-a901-1c2848244790.html;7735;2,10;PX
4;1;4;Żuraw Magdalena Kamila;/cpr/sjm-4/pl/d37ad2dc-dbf1-42fd-8843-0f4591048a75.html;2261;0,62;NX
4;1;5;Król Piotr Marek;/cpr/sjm-4/pl/52e17eb8-4187-4361-87d5-fa841d274cc4.html;5797;1,58;NX
4;1;6;Kiełpiński Marek Jan;/cpr/sjm-4/pl/29ff62db-c913-4606-adea-43f7f483406b.html;1428;0,39;NX
